sequence,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeF8IvhFxdBTgB?UiBaoBOrBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeU8IvhFFdBXeB?TgBxmBysB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?2nBFmBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8Je37IvhFUdBFeB?mlBRnBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?mhBFmBznBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdBlhB?aoBXhBTnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?FmBesBznBirB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?eoBarBFnBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdB3iB?FmBysBmrBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?FmBmnB3nBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBFeB?foBRmBKnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?anBFmBznB2wB
JISZLOT,X,O,X,O,X,X,X,O,X,X,O,X
JISZOTL,O,O,X,X,X,X,X,X,X,X,O,X
JISZOLT,X,X,X,X,X,X,X,X,X,X,O,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,O,X,X,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,O,X,O,X,X,X,X
JIZTLOS,O,O,X,O,X,O,X,O,X,O,X,X
JIZTSLO,O,O,X,O,X,X,X,X,X,O,O,X
JIZTSOL,O,O,X,X,X,X,X,X,X,O,O,X
JIZTOLS,O,X,X,X,X,O,O,X,X,O,X,X
JIZTOSL,O,O,X,X,X,X,O,X,X,O,X,X
JIZLTSO,O,O,X,O,X,O,X,O,X,X,X,X
JIZLTOS,O,O,X,O,X,O,X,O,X,O,X,X
JIZLSTO,O,O,X,O,X,O,X,O,O,X,O,X
JIZLSOT,X,O,X,O,X,X,X,O,X,X,O,X
JIZLOTS,O,O,X,O,X,O,X,O,X,X,X,X
JIZLOST,X,O,X,O,X,X,X,O,X,X,X,X
JIZSTLO,O,O,X,O,X,X,X,X,X,X,O,X
JIZSTOL,O,O,X,X,X,X,X,X,X,O,O,X
JIZSLTO,X,O,X,O,X,O,X,O,X,X,O,X
JIZSLOT,X,O,X,O,X,X,X,O,X,X,O,X
JIZSOTL,X,O,X,X,X,X,X,X,X,X,O,X
JIZSOLT,X,X,X,O,X,X,X,X,X,X,O,X
JIZOTLS,O,X,X,X,X,O,O,X,X,O,X,X
JIZOTSL,O,O,X,X,X,X,O,X,X,O,X,X
JIZOLTS,X,O,X,O,X,O,X,O,X,X,X,X
JIZOLST,X,O,X,O,X,O,X,O,X,X,X,X
JIZOSTL,X,O,X,X,X,X,O,X,X,X,O,X
JIZOSLT,X,X,X,O,X,X,O,X,X,X,O,X
JIOTLSZ,O,O,X,O,X,O,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,O,X,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,O,X,X,X,O,X,X,X,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,O,X,O,X,X,X,X,X,X
JIOLTZS,O,O,X,O,X,O,X,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,O,X,X,X,X,X,X
JIOLSZT,O,O,X,O,X,O,X,X,X,X,X,X
JIOLZTS,O,O,X,O,X,O,X,X,X,X,X,X
JIOLZST,X,O,X,O,X,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,O,X,X,X,X,X
JIOSZLT,X,O,X,X,X,X,O,X,X,X,X,X
JIOZTLS,O,O,X,X,X,O,O,X,X,O,X,X
JIOZTSL,O,O,X,X,X,X,O,X,X,O,X,X
JIOZLTS,X,O,X,X,X,O,X,O,X,X,X,X
JIOZLST,X,O,X,X,X,O,X,O,X,X,X,X
JIOZSTL,X,O,X,X,X,X,O,X,X,X,X,X
JIOZSLT,X,O,X,X,X,X,O,X,X,X,X,X
JLTISZO,O,O,X,O,X,O,X,X,X,X,X,X
JLTISOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLTIZSO,O,O,X,O,X,O,X,X,X,X,X,X
JLTIZOS,O,O,X,O,X,O,X,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLTIOZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTSIZO,O,O,X,O,X,O,X,X,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLTSZIO,O,O,O,O,O,O,X,X,X,X,O,X
JLTSZOI,X,O,O,X,O,O,X,X,X,X,X,X
JLTSOIZ,X,O,X,O,X,X,X,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X,X,X,X,X
JLTZISO,O,X,O,O,O,O,X,X,X,X,X,X
JLTZIOS,O,X,O,O,X,O,X,X,X,X,X,X
JLTZSIO,O,X,O,O,O,O,X,X,X,X,O,X
JLTZSOI,X,X,O,X,O,O,X,X,X,X,X,X
JLTZOIS,O,X,O,X,O,O,X,X,X,X,X,X
JLTZOSI,X,X,O,X,O,O,X,X,X,X,X,X
JLTOISZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTOIZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTOSIZ,X,O,X,O,X,O,X,X,X,X,X,X
JLTOSZI,X,O,X,X,O,O,X,X,X,X,X,X
JLTOZIS,O,O,X,X,O,O,X,X,X,X,X,X
JLTOZSI,X,O,X,X,O,O,X,X,X,X,X,X
JLITSZO,O,O,X,O,X,O,X,X,X,X,X,X
JLITSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLITZSO,O,O,X,O,X,O,X,X,X,X,X,X
JLITZOS,O,O,X,O,X,O,X,X,X,X,X,X
JLITOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLITOZS,O,O,X,O,X,O,X,X,X,X,X,X
JLISTZO,O,O,X,O,X,O,X,X,X,X,X,X
JLISTOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,O,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,O,O,X,X,X,X,X,X,X
JLISOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLISOZT,O,O,X,O,X,X,X,X,X,X,X,X
JLIZTSO,O,O,O,O,O,O,X,O,X,X,X,X
JLIZTOS,O,O,O,O,X,O,X,O,X,O,X,X
JLIZSTO,O,O,O,O,O,O,X,O,O,X,X,X
JLIZSOT,X,O,O,O,O,X,X,O,X,X,X,X
JLIZOTS,O,O,X,O,O,O,X,O,X,X,X,X
JLIZOST,X,O,O,O,O,X,X,O,X,X,X,X
JLIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOTZS,O,O,X,O,X,O,X,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,O,O,X,X,X,X,X,X,X
JLIOZTS,O,O,X,O,O,O,X,X,X,X,X,X
JLIOZST,X,O,X,O,O,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,O,X,X,X,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSTZIO,O,O,O,O,O,O,X,X,X,X,O,X
JLSTZOI,O,O,O,X,O,O,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSTOZI,O,O,X,X,X,X,X,X,X,X,X,X
JLSITZO,O,O,X,O,X,O,X,X,X,X,X,X
JLSITOZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSIZTO,O,O,O,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,O,O,O,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,X,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,O,O,O,X,X,O,X,O,X
JLSZTOI,O,O,O,X,O,O,X,X,O,X,X,X
JLSZITO,O,O,O,O,O,O,X,X,O,X,O,X
JLSZIOT,O,O,O,O,O,X,X,X,X,X,O,X
JLSZOTI,O,O,O,X,O,X,X,X,X,X,X,X
JLSZOIT,O,O,O,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSOTZI,O,O,X,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,X,O,O,X,X,X,X,X,X,X
JLSOZTI,O,O,O,X,O,X,X,X,X,X,X,X
JLSOZIT,O,O,O,X,O,X,X,X,X,X,X,X
JLZTISO,O,X,O,O,O,O,X,O,X,X,X,X
JLZTIOS,O,X,O,O,O,O,X,O,X,O,X,X
JLZTSIO,O,X,O,O,O,O,X,O,O,O,O,X
JLZTSOI,X,X,O,X,O,O,X,O,O,O,X,X
JLZTOIS,O,X,O,X,O,O,O,O,X,O,X,X
JLZTOSI,X,X,O,X,O,O,O,O,X,O,X,X
JLZITSO,O,O,O,O,O,O,X,O,X,X,X,X
JLZITOS,O,O,O,O,X,O,X,O,X,O,X,X
JLZISTO,O,O,O,O,O,O,X,O,O,X,O,X
JLZISOT,X,O,O,O,O,X,X,O,X,X,O,X
JLZIOTS,O,O,X,O,O,O,X,O,X,X,X,X
JLZIOST,X,O,O,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,O,O,O,O,X,O,O,X,O,X
JLZSTOI,X,O,O,X,O,O,X,O,O,X,X,X
JLZSITO,O,O,O,O,O,O,X,O,O,X,O,X
JLZSIOT,X,O,O,O,O,X,X,O,X,X,O,X
JLZSOTI,X,O,O,X,O,X,X,O,X,X,X,X
JLZSOIT,X,O,O,X,O,X,X,O,X,X,X,X
JLZOTIS,O,O,O,X,O,O,O,O,X,X,X,X
JLZOTSI,X,O,O,X,O,O,O,O,X,X,X,X
JLZOITS,O,O,X,X,O,O,X,O,X,X,X,X
JLZOIST,X,O,O,X,O,O,X,O,X,X,X,X
JLZOSTI,X,O,O,X,O,O,O,O,X,X,X,X
JLZOSIT,X,O,O,X,O,O,O,O,X,X,X,X
JLOTISZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOTIZS,O,O,X,O,X,O,X,X,X,X,X,X
JLOTSIZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOTSZI,O,O,X,X,O,O,X,X,X,X,X,X
JLOTZIS,O,O,X,X,O,O,X,X,X,X,X,X
JLOTZSI,O,O,X,X,O,O,X,X,X,X,X,X
JLOITSZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOITZS,O,O,X,O,X,O,X,X,X,X,X,X
JLOISTZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOISZT,O,O,X,O,O,O,X,X,X,X,X,X
JLOIZTS,O,O,X,O,O,O,X,X,X,X,X,X
JLOIZST,O,O,X,O,O,O,X,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOSTZI,O,O,X,X,O,O,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,O,X,X,X,X,X,X
JLOSIZT,O,O,X,O,O,O,X,X,X,X,X,X
JLOSZTI,O,O,O,X,O,O,O,X,X,X,X,X
JLOSZIT,O,O,O,X,O,O,O,X,X,X,X,X
JLOZTIS,O,O,O,X,O,O,O,X,X,X,X,X
JLOZTSI,O,O,O,X,O,O,O,X,X,X,X,X
JLOZITS,O,O,X,X,O,O,X,X,X,X,X,X
JLOZIST,O,O,O,X,O,O,X,X,X,X,X,X
JLOZSTI,O,O,O,X,O,O,O,X,X,X,X,X
JLOZSIT,O,O,O,X,O,O,O,X,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,O,X,X,X,X,X,X,X,X
JSTIZLO,O,O,X,O,X,X,X,X,X,X,O,X
JSTIZOL,O,O,X,X,X,X,X,X,X,X,O,X
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,O,X,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,X,O,X,O,X,X,X,X,O,X
JSTLZOI,O,O,X,X,X,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,O,X,X,X,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,X,O,X,X,X,X,X,X,O,X
JSTZIOL,O,O,X,X,X,X,X,X,X,X,O,X
JSTZLIO,O,X,X,O,X,O,X,X,X,X,O,X
JSTZLOI,O,X,X,X,X,O,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X,X,X,O,X
JSTZOLI,O,O,X,X,X,O,X,X,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X,X,O,X
JSTOZLI,O,O,X,X,X,O,X,X,X,X,X,X
JSITLZO,O,O,X,O,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,O,X,X,X,X,X,X,O,X
JSITZOL,O,O,X,X,X,X,X,X,X,X,O,X
JSITOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,O,X,O,X,X,X,X,X,X
JSILTOZ,O,O,X,O,X,X,X,X,X,X,X,X
JSILZTO,O,O,X,O,X,O,X,X,X,X,X,X
JSILZOT,O,O,X,O,X,X,X,X,X,X,X,X
JSILOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JSILOZT,O,O,X,O,X,X,X,X,X,X,X,X
JSIZTLO,O,O,X,O,X,X,X,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X,X,X,X,O,O,X
JSIZLTO,O,O,X,O,X,O,X,O,X,X,O,X
JSIZLOT,O,O,X,O,X,X,X,O,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,X,X,X,O,X
JSIZOLT,X,X,X,X,X,X,X,X,X,X,O,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JSIOLZT,O,O,X,O,X,X,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X,X,X,X
JSIOZLT,X,O,X,X,X,X,X,X,X,X,X,X
JSLTIZO,O,O,X,O,X,O,X,X,X,X,X,X
JSLTIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLTZIO,O,O,O,O,O,O,X,X,X,X,O,X
JSLTZOI,O,O,O,X,O,O,X,X,X,X,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X,X,X,X,X,X
JSLITZO,O,O,X,O,X,O,X,X,X,X,X,X
JSLITOZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLIZTO,O,O,O,O,O,O,X,X,X,X,X,X
JSLIZOT,O,O,O,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLIOZT,O,O,X,O,X,X,X,X,X,X,X,X
JSLZTIO,O,O,O,O,O,O,X,X,X,X,O,X
JSLZTOI,O,O,O,X,O,O,X,X,X,X,X,X
JSLZITO,O,O,O,O,O,O,X,X,X,X,O,X
JSLZIOT,O,O,O,O,O,X,X,X,X,X,O,X
JSLZOTI,O,O,O,X,O,X,X,X,X,X,X,X
JSLZOIT,O,O,O,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X,X,X,X,X
JSLOITZ,O,O,X,O,X,X,X,X,X,X,X,X
JSLOIZT,O,O,X,O,X,X,X,X,X,X,X,X
JSLOZTI,O,O,O,X,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,X,O,X,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,X,X,X,X,O,O,X
JSZTIOL,O,O,X,X,O,X,X,X,X,O,O,X
JSZTLIO,O,X,O,O,O,O,X,X,X,O,O,X
JSZTLOI,O,X,O,X,X,O,X,X,X,O,X,X
JSZTOIL,O,O,X,X,O,X,O,X,X,O,O,X
JSZTOLI,O,O,X,X,X,O,O,X,X,O,X,X
JSZITLO,O,O,O,O,O,X,X,X,X,X,O,X
JSZITOL,O,O,X,X,O,X,X,X,X,O,O,X
JSZILTO,O,O,O,O,O,O,X,O,X,X,O,X
JSZILOT,O,X,O,O,O,X,X,O,X,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X,X,X,O,X
JSZIOLT,X,X,X,X,X,X,X,X,X,X,O,X
JSZLTIO,O,O,O,O,O,O,X,O,X,X,O,X
JSZLTOI,O,O,O,X,O,O,X,O,X,X,X,X
JSZLITO,O,O,O,O,O,O,X,O,X,X,O,X
JSZLIOT,O,O,O,O,O,X,X,O,X,X,O,X
JSZLOTI,O,O,O,X,O,X,X,O,X,X,X,X
JSZLOIT,O,O,O,X,O,X,X,O,X,X,X,X
JSZOTIL,O,O,X,X,X,X,O,X,X,X,O,X
JSZOTLI,O,O,X,X,X,O,O,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,O,X,X,X,O,X
JSZOILT,X,O,X,X,X,X,O,X,X,X,O,X
JSZOLTI,O,O,X,X,X,O,O,X,X,X,X,X
JSZOLIT,O,O,X,X,X,O,O,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JSOTLZI,O,O,X,X,X,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,O,X,X,X,O,X
JSOTZLI,O,O,X,X,X,O,O,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,X,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,O,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,O,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,O,X,X,X,X,X,X
JSOLITZ,O,O,X,O,X,O,X,X,X,X,X,X
JSOLIZT,O,O,X,O,X,O,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,O,O,X,X,X,X,X
JSOLZIT,O,O,X,X,X,O,O,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,O,X,X,X,O,X
JSOZTLI,O,O,X,X,X,O,O,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,O,X,X,X,O,X
JSOZILT,O,O,X,X,X,X,O,X,X,X,O,X
JSOZLTI,O,O,X,X,X,O,O,X,X,X,X,X
JSOZLIT,O,O,X,X,X,O,O,X,X,X,X,X
JZTILSO,O,X,X,O,O,O,X,O,X,X,X,X
JZTILOS,O,X,X,O,X,O,X,O,X,O,X,X
JZTISLO,O,X,X,O,O,X,X,X,X,O,O,X
JZTISOL,O,X,X,X,O,X,X,X,X,O,O,X
JZTIOLS,O,X,X,X,O,O,O,X,X,O,X,X
JZTIOSL,O,X,X,X,O,X,O,X,X,O,X,X
JZTLISO,O,X,O,O,O,O,X,O,X,X,X,X
JZTLIOS,O,X,O,O,X,O,X,O,X,O,X,X
JZTLSIO,O,X,O,O,O,O,X,O,O,O,O,X
JZTLSOI,X,X,O,X,X,O,X,O,O,O,X,X
JZTLOIS,O,X,O,X,O,O,O,O,X,O,X,O
JZTLOSI,X,X,O,X,O,O,O,O,X,O,X,O
JZTSILO,O,X,O,O,O,X,X,X,X,O,O,X
JZTSIOL,O,X,X,X,O,X,X,X,X,O,O,X
JZTSLIO,O,X,O,O,O,O,X,X,X,O,O,X
JZTSLOI,X,X,O,X,X,O,X,X,X,O,X,X
JZTSOIL,X,X,X,X,O,X,O,X,X,O,O,X
JZTSOLI,X,X,X,X,O,O,O,X,X,O,X,X
JZTOILS,O,X,X,X,O,O,O,X,X,O,X,X
JZTOISL,O,X,X,X,O,X,O,X,X,O,X,X
JZTOLIS,O,X,X,X,O,O,O,X,X,O,X,O
JZTOLSI,X,X,X,X,O,O,O,X,X,O,X,O
JZTOSIL,X,X,X,X,O,X,O,X,X,O,O,O
JZTOSLI,X,X,X,X,O,O,O,X,X,O,X,O
JZITLSO,O,O,X,O,X,O,X,O,X,X,X,X
JZITLOS,O,O,X,O,X,O,X,O,X,O,X,X
JZITSLO,O,O,X,O,X,X,X,X,X,O,O,X
JZITSOL,O,O,X,X,X,X,X,X,X,O,O,X
JZITOLS,O,X,X,X,X,O,O,X,X,O,X,X
JZITOSL,O,O,X,X,X,X,O,X,X,O,X,X
JZILTSO,O,O,X,O,X,O,X,O,X,X,X,X
JZILTOS,O,O,X,O,X,O,X,O,X,O,X,X
JZILSTO,O,O,X,O,X,O,X,O,O,X,O,X
JZILSOT,X,O,X,O,X,X,X,O,X,X,O,X
JZILOTS,O,O,X,O,X,O,X,O,X,X,X,X
JZILOST,X,O,X,O,X,X,X,O,X,X,X,X
JZISTLO,O,O,X,O,X,X,X,X,X,X,O,X
JZISTOL,O,O,X,X,X,X,X,X,X,O,O,X
JZISLTO,X,O,X,O,X,O,X,O,X,X,O,X
JZISLOT,X,O,X,O,X,X,X,O,X,X,O,X
JZISOTL,X,O,X,X,X,X,X,X,X,X,O,X
JZISOLT,X,X,X,X,X,X,X,X,X,X,O,X
JZIOTLS,O,X,X,X,X,O,O,X,X,O,X,X
JZIOTSL,O,O,X,X,X,X,O,X,X,O,X,X
JZIOLTS,X,O,X,X,X,O,X,O,X,X,X,X
JZIOLST,X,O,X,X,X,O,X,O,X,X,X,X
JZIOSTL,X,O,X,X,X,X,O,X,X,X,O,X
JZIOSLT,X,X,X,X,X,X,O,X,X,X,O,X
JZLTISO,O,X,O,O,O,O,X,O,X,X,X,X
JZLTIOS,O,X,O,O,O,O,X,O,X,O,X,X
JZLTSIO,O,X,O,O,O,O,X,O,O,O,O,X
JZLTSOI,X,X,O,X,O,O,X,O,O,O,X,X
JZLTOIS,O,X,O,X,O,O,O,O,X,O,X,X
JZLTOSI,X,X,O,X,O,O,O,O,X,O,X,X
JZLITSO,O,O,O,O,O,O,X,O,X,X,X,X
JZLITOS,O,O,O,O,X,O,X,O,X,O,X,X
JZLISTO,O,O,O,O,O,O,X,O,O,X,O,X
JZLISOT,X,O,O,O,O,X,X,O,X,X,O,X
JZLIOTS,O,O,X,O,O,O,X,O,X,X,X,X
JZLIOST,X,O,O,O,O,X,X,O,X,X,X,X
JZLSTIO,O,O,O,O,O,O,X,O,O,X,O,X
JZLSTOI,X,O,O,X,O,O,X,O,O,X,X,X
JZLSITO,O,O,O,O,O,O,X,O,O,X,O,X
JZLSIOT,X,O,O,O,O,X,X,O,X,X,O,X
JZLSOTI,X,O,O,X,O,X,X,O,X,X,X,X
JZLSOIT,X,O,O,X,O,X,X,O,X,X,X,X
JZLOTIS,O,O,O,X,O,O,O,O,X,X,X,X
JZLOTSI,X,O,O,X,O,O,O,O,X,X,X,X
JZLOITS,O,O,X,X,O,O,X,O,X,X,X,X
JZLOIST,X,O,O,X,O,O,X,O,X,X,X,X
JZLOSTI,X,O,O,X,O,O,O,O,X,X,X,X
JZLOSIT,X,O,O,X,O,O,O,O,X,X,X,X
JZSTILO,O,O,O,O,O,X,X,X,X,O,O,X
JZSTIOL,O,O,X,X,O,X,X,X,X,O,O,X
JZSTLIO,O,X,O,O,O,O,X,X,X,O,O,X
JZSTLOI,X,X,O,X,X,O,X,X,X,O,X,X
JZSTOIL,X,O,X,X,O,X,O,X,X,O,O,X
JZSTOLI,X,O,X,X,X,O,O,X,X,O,X,X
JZSITLO,O,O,O,O,O,X,X,X,X,X,O,X
JZSITOL,O,O,X,X,O,X,X,X,X,O,O,X
JZSILTO,X,O,O,O,O,O,X,O,X,X,O,X
JZSILOT,X,X,O,O,O,X,X,O,X,X,O,X
JZSIOTL,X,O,X,X,X,X,X,X,X,X,O,X
JZSIOLT,X,X,X,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,O,O,O,O,X,O,X,X,O,X
JZSLTOI,X,O,O,X,O,O,X,O,X,X,X,X
JZSLITO,O,O,O,O,O,O,X,O,X,X,O,X
JZSLIOT,X,O,O,O,O,X,X,O,X,X,O,X
JZSLOTI,X,O,O,X,O,X,X,O,X,X,X,X
JZSLOIT,X,O,O,X,O,X,X,O,X,X,X,X
JZSOTIL,X,O,X,X,X,X,O,X,X,X,O,X
JZSOTLI,X,O,X,X,X,O,O,X,X,X,X,X
JZSOITL,X,O,X,X,X,X,O,X,X,X,O,X
JZSOILT,X,O,X,X,X,X,O,X,X,X,O,X
JZSOLTI,X,O,X,X,X,O,O,X,X,X,X,X
JZSOLIT,X,O,X,X,X,O,O,X,X,X,X,X
JZOTILS,O,O,X,X,O,O,O,X,X,O,X,X
JZOTISL,O,O,X,X,O,X,O,X,X,O,X,X
JZOTLIS,O,O,X,X,O,O,O,X,X,O,X,O
JZOTLSI,X,O,X,X,O,O,O,X,X,O,X,O
JZOTSIL,X,O,X,X,O,X,O,X,X,O,O,O
JZOTSLI,X,O,X,X,O,O,O,X,X,O,X,O
JZOITLS,O,O,X,X,X,O,O,X,X,O,X,X
JZOITSL,O,O,X,X,X,X,O,X,X,O,X,X
JZOILTS,X,O,X,X,X,O,X,O,X,X,X,X
JZOILST,X,O,X,X,X,O,X,O,X,X,X,X
JZOISTL,X,O,X,X,X,X,O,X,X,X,O,X
JZOISLT,X,O,X,X,X,X,O,X,X,X,O,X
JZOLTIS,O,O,X,X,O,O,O,O,X,X,X,X
JZOLTSI,X,O,X,X,O,O,O,O,X,X,X,X
JZOLITS,O,O,X,X,O,O,X,O,X,X,X,X
JZOLIST,X,O,X,X,O,O,X,O,X,X,X,X
JZOLSTI,X,O,X,X,O,O,O,O,X,X,X,X
JZOLSIT,X,O,X,X,O,O,O,O,X,X,X,X
JZOSTIL,X,O,X,X,O,X,O,X,X,X,O,O
JZOSTLI,X,O,X,X,O,O,O,X,X,X,X,O
JZOSITL,X,O,X,X,O,X,O,X,X,X,O,O
JZOSILT,X,O,X,X,O,X,O,X,X,X,O,X
JZOSLTI,X,O,X,X,O,O,O,X,X,X,X,X
JZOSLIT,X,O,X,X,O,O,O,X,X,X,X,X
JOTILSZ,O,O,X,O,X,O,X,X,X,X,X,X
