sequence,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBTjB6?rBcsBXtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBCjB8?rBToB1xB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBXjB6?rBctBTsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBlnBc?tBzrBCtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBTjBlmBc?sBXtBCsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBfoB6oBl?mB0sBzrB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBlmBcsBT?oBCsBXtB
STOJILZ,O,O,X,X,X,X,X
STOJIZL,O,O,X,O,O,X,X
STOJLIZ,O,O,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X
STOJZIL,O,O,X,O,O,X,X
STOJZLI,O,O,X,O,O,X,X
STOZILJ,O,O,X,O,O,X,X
STOZIJL,O,O,X,O,O,X,X
STOZLIJ,O,O,X,O,O,X,X
STOZLJI,O,O,X,O,O,X,X
STOZJIL,O,O,X,O,O,X,X
STOZJLI,O,O,X,O,O,X,X
SITLJZO,O,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,O,X
SITJZOL,O,O,X,X,O,O,O
SITJOLZ,O,O,X,X,X,X,X
SITJOZL,O,O,X,O,O,X,X
SITZLJO,O,O,X,X,O,O,X
SITZLOJ,O,O,X,X,O,O,X
SITZJLO,O,O,X,X,O,O,X
SITZJOL,O,O,X,X,O,O,O
SITZOLJ,O,O,X,X,O,O,X
SITZOJL,O,O,X,X,O,O,O
SITOLJZ,O,O,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X
SITOJZL,O,O,X,O,O,X,X
SITOZLJ,O,O,X,O,O,X,X
SITOZJL,O,O,X,O,O,X,X
SILTJZO,O,X,O,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X
SILTZJO,O,X,O,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X
SILJTZO,O,X,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X
SILJZTO,O,X,O,X,O,X,X
SILJZOT,O,X,O,X,O,X,X
SILJOTZ,O,X,O,X,X,X,X
SILJOZT,O,X,O,O,O,X,X
SILZTJO,O,X,O,X,O,X,X
SILZTOJ,O,X,O,X,O,X,X
SILZJTO,O,X,O,X,O,X,X
SILZJOT,O,X,O,X,O,X,X
SILZOTJ,O,X,O,X,O,X,X
SILZOJT,O,X,O,X,O,X,X
SILOTJZ,O,X,O,X,X,X,X
SILOTZJ,O,X,O,X,X,X,X
SILOJTZ,O,X,O,X,X,X,X
SILOJZT,O,X,O,O,O,X,X
SILOZTJ,O,X,O,O,O,X,X
SILOZJT,O,X,O,O,O,X,X
SIJTLZO,O,O,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,O,X
SIJTZOL,O,O,X,X,O,O,O
SIJTOLZ,O,O,X,X,X,X,X
SIJTOZL,O,O,X,O,O,X,X
SIJLTZO,O,X,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X
SIJLZOT,O,X,O,X,O,X,X
SIJLOTZ,O,X,O,X,X,X,X
SIJLOZT,O,X,O,O,O,X,X
SIJZTLO,O,X,O,X,O,O,X
SIJZTOL,O,X,O,X,O,O,O
SIJZLTO,O,X,O,X,O,O,X
SIJZLOT,O,X,O,X,O,O,X
SIJZOTL,O,X,O,O,O,O,O
SIJZOLT,O,X,O,O,O,O,X
SIJOTLZ,O,O,X,X,X,X,X
SIJOTZL,O,O,O,O,O,X,X
SIJOLTZ,O,O,X,X,X,X,X
SIJOLZT,O,X,X,O,O,X,X
SIJOZTL,O,X,O,O,O,X,O
SIJOZLT,O,X,O,O,O,X,X
SIZTLJO,O,X,O,X,O,O,X
SIZTLOJ,O,X,O,X,O,O,X
SIZTJLO,O,X,O,X,O,O,X
SIZTJOL,O,X,O,X,O,O,O
SIZTOLJ,O,X,O,X,O,O,X
SIZTOJL,O,X,O,X,O,O,O
SIZLTJO,O,X,O,X,O,O,X
SIZLTOJ,O,X,O,X,O,O,X
SIZLJTO,O,X,O,X,O,O,X
SIZLJOT,O,X,O,X,O,O,X
SIZLOTJ,O,X,O,X,O,O,X
SIZLOJT,O,X,O,X,O,O,X
SIZJTLO,O,X,O,X,O,O,X
SIZJTOL,O,X,O,X,O,O,O
SIZJLTO,O,X,O,X,O,O,X
SIZJLOT,O,X,O,X,O,O,X
SIZJOTL,O,X,O,O,O,O,O
SIZJOLT,O,X,O,O,O,O,X
SIZOTLJ,O,X,O,O,O,O,X
SIZOTJL,O,X,O,O,O,O,O
SIZOLTJ,O,X,O,O,O,O,X
SIZOLJT,O,X,O,O,O,O,X
SIZOJTL,O,X,O,O,O,O,O
SIZOJLT,O,X,O,O,O,O,X
SIOTLJZ,O,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X
SIOTJZL,O,O,O,O,O,X,X
SIOTZLJ,O,O,O,O,O,X,X
SIOTZJL,O,O,O,O,O,X,X
SIOLTJZ,O,O,O,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X
SIOLJTZ,O,O,O,X,X,X,X
SIOLJZT,O,X,O,O,O,X,X
SIOLZTJ,O,X,O,O,O,X,X
SIOLZJT,O,X,O,O,O,X,X
SIOJTLZ,O,O,X,X,X,X,X
SIOJTZL,O,O,O,O,O,X,X
SIOJLTZ,O,O,X,X,X,X,X
SIOJLZT,O,X,X,O,O,X,X
SIOJZTL,O,X,O,O,O,X,O
SIOJZLT,O,X,O,O,O,X,X
SIOZTLJ,O,X,O,O,O,X,X
SIOZTJL,O,X,O,O,O,X,O
SIOZLTJ,O,X,O,O,O,X,X
SIOZLJT,O,X,O,O,O,X,X
SIOZJTL,O,X,O,O,O,X,O
SIOZJLT,O,X,O,O,O,X,X
SLTIJZO,O,X,O,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X
SLTIZJO,O,X,O,X,X,X,X
SLTIZOJ,O,X,O,X,X,X,X
SLTIOJZ,O,X,O,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X
SLTJIZO,O,X,O,X,X,X,X
SLTJIOZ,O,X,O,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X
SLTZIJO,O,X,O,X,X,X,X
SLTZIOJ,O,X,O,X,X,X,X
SLTZJIO,O,X,O,X,X,X,X
SLTZJOI,O,X,O,X,X,X,X
SLTZOIJ,O,X,O,X,X,X,X
SLTZOJI,O,X,O,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X
SLTOZJI,O,X,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,X
SLITJOZ,O,X,O,X,X,X,X
SLITZJO,O,X,O,X,X,X,X
SLITZOJ,O,X,O,X,X,X,X
SLITOJZ,O,X,O,X,X,X,X
SLITOZJ,O,X,O,X,X,X,X
SLIJTZO,O,X,O,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,X
SLIJZTO,O,X,O,X,O,X,X
SLIJZOT,O,X,O,X,O,X,X
SLIJOTZ,O,X,O,X,X,X,X
SLIJOZT,O,X,O,O,O,X,X
SLIZTJO,O,X,O,X,O,X,X
SLIZTOJ,O,X,O,X,O,X,X
SLIZJTO,O,X,O,X,O,X,X
SLIZJOT,O,X,O,X,O,X,X
SLIZOTJ,O,X,O,X,O,X,X
SLIZOJT,O,X,O,X,O,X,X
SLIOTJZ,O,X,O,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,X
SLIOJZT,O,X,O,O,O,X,X
SLIOZTJ,O,X,O,O,O,X,X
SLIOZJT,O,X,O,O,O,X,X
SLJTIZO,O,X,O,X,X,X,X
SLJTIOZ,O,X,O,X,X,X,X
SLJTZIO,O,X,O,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X
SLJTOZI,O,X,O,X,X,X,X
SLJITZO,O,X,O,X,X,X,X
SLJITOZ,O,X,O,X,X,X,X
SLJIZTO,O,X,O,X,O,X,X
SLJIZOT,O,X,O,X,O,X,X
SLJIOTZ,O,X,O,X,X,X,X
SLJIOZT,O,X,O,O,O,X,X
SLJZTIO,O,X,O,X,O,X,X
SLJZTOI,O,X,O,X,O,X,X
SLJZITO,O,X,O,X,O,X,X
SLJZIOT,O,X,O,X,O,X,X
SLJZOTI,O,X,O,X,O,X,X
SLJZOIT,O,X,O,X,O,X,X
SLJOTIZ,O,X,O,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X
SLJOIZT,O,X,O,O,O,X,X
SLJOZTI,O,X,O,O,O,X,X
SLJOZIT,O,X,O,O,O,X,X
SLZTIJO,O,X,O,X,O,X,X
SLZTIOJ,O,X,O,X,O,X,X
SLZTJIO,O,X,O,X,O,X,X
SLZTJOI,O,X,O,X,O,X,X
SLZTOIJ,O,X,O,X,O,X,X
SLZTOJI,O,X,O,X,O,X,X
SLZITJO,O,X,O,X,O,X,X
SLZITOJ,O,X,O,X,O,X,X
SLZIJTO,O,X,O,X,O,X,X
SLZIJOT,O,X,O,X,O,X,X
SLZIOTJ,O,X,O,X,O,X,X
SLZIOJT,O,X,O,X,O,X,X
SLZJTIO,O,X,O,X,O,X,X
SLZJTOI,O,X,O,X,O,X,X
SLZJITO,O,X,O,X,O,X,X
SLZJIOT,O,X,O,X,O,X,X
SLZJOTI,O,X,O,X,O,X,X
SLZJOIT,O,X,O,X,O,X,X
SLZOTIJ,O,X,O,X,O,X,X
SLZOTJI,O,X,O,X,O,X,X
SLZOITJ,O,X,O,X,O,X,X
SLZOIJT,O,X,O,X,O,X,X
SLZOJTI,O,X,O,X,O,X,X
SLZOJIT,O,X,O,X,O,X,X
SLOTIJZ,O,X,O,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X
SLOTZIJ,O,X,O,X,X,X,X
SLOTZJI,O,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,X
SLOIJZT,O,X,O,O,O,X,X
SLOIZTJ,O,X,O,O,O,X,X
SLOIZJT,O,X,O,O,O,X,X
SLOJTIZ,O,X,O,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X
SLOJIZT,O,X,O,O,O,X,X
SLOJZTI,O,X,O,O,O,X,X
SLOJZIT,O,X,O,O,O,X,X
SLOZTIJ,O,X,O,O,O,X,X
SLOZTJI,O,X,O,O,O,X,X
SLOZITJ,O,X,O,O,O,X,X
SLOZIJT,O,X,O,O,O,X,X
SLOZJTI,O,X,O,O,O,X,X
SLOZJIT,O,X,O,O,O,X,X
SJTILZO,O,O,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X
SJTIZLO,O,O,X,X,O,O,X
SJTIZOL,O,O,X,X,O,O,O
SJTIOLZ,O,O,X,X,X,X,X
SJTIOZL,O,O,X,O,O,X,X
SJTLIZO,O,O,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X
SJTLZIO,O,O,X,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X
SJTZILO,O,O,X,X,O,O,X
SJTZIOL,O,O,X,X,O,O,O
SJTZLIO,O,O,X,X,O,O,X
SJTZLOI,O,O,X,X,O,O,X
SJTZOIL,O,O,X,X,O,O,O
SJTZOLI,O,O,X,X,O,O,X
SJTOILZ,O,O,X,X,X,X,X
SJTOIZL,O,O,X,O,O,X,X
SJTOLIZ,O,O,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X
SJTOZIL,O,O,X,O,O,X,X
SJTOZLI,O,O,X,O,O,X,X
SJITLZO,O,O,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X
SJITZLO,O,O,X,X,O,O,X
SJITZOL,O,O,X,X,O,O,O
SJITOLZ,O,O,X,X,X,X,X
SJITOZL,O,O,X,O,O,X,X
SJILTZO,O,X,O,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X
SJILZTO,O,X,O,X,O,X,X
SJILZOT,O,X,O,X,O,X,X
SJILOTZ,O,X,O,X,X,X,X
SJILOZT,O,X,O,O,O,X,X
SJIZTLO,O,X,O,X,O,O,X
SJIZTOL,O,X,O,X,O,O,O
SJIZLTO,O,X,O,X,O,O,X
SJIZLOT,O,X,O,X,O,O,X
SJIZOTL,O,X,O,O,O,O,O
SJIZOLT,O,X,O,O,O,O,X
SJIOTLZ,O,O,X,X,X,X,X
SJIOTZL,O,O,O,O,O,X,X
SJIOLTZ,O,O,X,X,X,X,X
SJIOLZT,O,X,X,O,O,X,X
SJIOZTL,O,X,O,O,O,X,O
SJIOZLT,O,X,O,O,O,X,X
SJLTIZO,O,X,O,X,X,X,X
SJLTIOZ,O,X,O,X,X,X,X
SJLTZIO,O,X,O,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,X,X
SJLITOZ,O,X,O,X,X,X,X
SJLIZTO,O,X,O,X,O,X,X
SJLIZOT,O,X,O,X,O,X,X
SJLIOTZ,O,X,O,X,X,X,X
SJLIOZT,O,X,O,O,O,X,X
SJLZTIO,O,X,O,X,O,X,X
SJLZTOI,O,X,O,X,O,X,X
SJLZITO,O,X,O,X,O,X,X
SJLZIOT,O,X,O,X,O,X,X
SJLZOTI,O,X,O,X,O,X,X
SJLZOIT,O,X,O,X,O,X,X
SJLOTIZ,O,X,O,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X
SJLOIZT,O,X,O,O,O,X,X
SJLOZTI,O,X,O,O,O,X,X
SJLOZIT,O,X,O,O,O,X,X
SJZTILO,O,X,O,X,O,O,X
SJZTIOL,O,X,O,X,O,O,O
SJZTLIO,O,X,O,X,O,O,X
SJZTLOI,O,X,O,X,O,O,X
SJZTOIL,O,X,O,X,O,O,O
SJZTOLI,O,X,O,X,O,O,X
SJZITLO,O,X,O,X,O,O,X
SJZITOL,O,X,O,X,O,O,O
SJZILTO,O,X,O,X,O,O,X
SJZILOT,O,X,O,X,O,O,X
SJZIOTL,O,X,O,O,O,O,O
SJZIOLT,O,X,O,O,O,O,X
SJZLTIO,O,X,O,X,O,O,X
SJZLTOI,O,X,O,X,O,O,X
SJZLITO,O,X,O,X,O,O,X
SJZLIOT,O,X,O,X,O,O,X
SJZLOTI,O,X,O,X,O,O,X
SJZLOIT,O,X,O,X,O,O,X
SJZOTIL,O,X,O,O,O,O,O
SJZOTLI,O,X,O,O,O,O,X
SJZOITL,O,X,O,O,O,O,O
SJZOILT,O,X,O,O,O,O,X
SJZOLTI,O,X,O,O,O,O,X
SJZOLIT,O,X,O,O,O,O,X
SJOTILZ,O,O,X,X,X,X,X
SJOTIZL,O,O,O,O,O,X,X
SJOTLIZ,O,O,X,X,X,X,X
SJOTLZI,O,O,X,X,X,X,X
SJOTZIL,O,O,O,O,O,X,X
SJOTZLI,O,O,O,O,O,X,X
SJOITLZ,O,O,X,X,X,X,X
SJOITZL,O,O,O,O,O,X,X
SJOILTZ,O,O,X,X,X,X,X
SJOILZT,O,X,X,O,O,X,X
SJOIZTL,O,X,O,O,O,X,O
SJOIZLT,O,X,O,O,O,X,X
SJOLTIZ,O,O,X,X,X,X,X
SJOLTZI,O,O,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X
SJOLIZT,O,X,X,O,O,X,X
SJOLZTI,O,X,X,O,O,X,X
SJOLZIT,O,X,X,O,O,X,X
SJOZTIL,O,X,O,O,O,X,O
SJOZTLI,O,X,O,O,O,X,X
SJOZITL,O,X,O,O,O,X,O
SJOZILT,O,X,O,O,O,X,X
SJOZLTI,O,X,O,O,O,X,X
SJOZLIT,O,X,O,O,O,X,X
SZTILJO,O,X,O,X,O,O,X
SZTILOJ,O,X,O,X,O,O,X
SZTIJLO,O,X,O,X,O,O,X
SZTIJOL,O,X,O,X,O,O,O
SZTIOLJ,O,X,O,X,O,O,X
SZTIOJL,O,X,O,X,O,O,O
SZTLIJO,O,X,O,X,O,O,X
SZTLIOJ,O,X,O,X,O,O,X
SZTLJIO,O,X,O,X,O,O,X
SZTLJOI,O,X,O,X,O,O,X
SZTLOIJ,O,X,O,X,O,O,X
SZTLOJI,O,X,O,X,O,O,X
SZTJILO,O,X,O,X,O,O,X
SZTJIOL,O,X,O,X,O,O,O
SZTJLIO,O,X,O,X,O,O,X
SZTJLOI,O,X,O,X,O,O,X
SZTJOIL,O,X,O,X,O,O,O
SZTJOLI,O,X,O,X,O,O,X
SZTOILJ,O,X,O,X,O,O,X
SZTOIJL,O,X,O,X,O,O,O
SZTOLIJ,O,X,O,X,O,O,X
SZTOLJI,O,X,O,X,O,O,X
SZTOJIL,O,X,O,X,O,O,O
SZTOJLI,O,X,O,X,O,O,X
SZITLJO,O,X,O,X,O,O,X
SZITLOJ,O,X,O,X,O,O,X
SZITJLO,O,X,O,X,O,O,X
SZITJOL,O,X,O,X,O,O,O
SZITOLJ,O,X,O,X,O,O,X
SZITOJL,O,X,O,X,O,O,O
SZILTJO,O,X,O,X,O,O,X
SZILTOJ,O,X,O,X,O,O,X
SZILJTO,O,X,O,X,O,O,X
SZILJOT,O,X,O,X,O,O,X
SZILOTJ,O,X,O,X,O,O,X
SZILOJT,O,X,O,X,O,O,X
SZIJTLO,O,X,O,X,O,O,X
SZIJTOL,O,X,O,X,O,O,O
SZIJLTO,O,X,O,X,O,O,X
SZIJLOT,O,X,O,X,O,O,X
SZIJOTL,O,X,O,O,O,O,O
SZIJOLT,O,X,O,O,O,O,X
SZIOTLJ,O,X,O,O,O,O,X
SZIOTJL,O,X,O,O,O,O,O
SZIOLTJ,O,X,O,O,O,O,X
SZIOLJT,O,X,O,O,O,O,X
SZIOJTL,O,X,O,O,O,O,O
SZIOJLT,O,X,O,O,O,O,X
SZLTIJO,O,X,O,X,O,O,X
SZLTIOJ,O,X,O,X,O,O,X
SZLTJIO,O,X,O,X,O,O,X
SZLTJOI,O,X,O,X,O,O,X
SZLTOIJ,O,X,O,X,O,O,X
SZLTOJI,O,X,O,X,O,O,X
SZLITJO,O,X,O,X,O,O,X
SZLITOJ,O,X,O,X,O,O,X
SZLIJTO,O,X,O,X,O,O,X
SZLIJOT,O,X,O,X,O,O,X
SZLIOTJ,O,X,O,X,O,O,X
SZLIOJT,O,X,O,X,O,O,X
SZLJTIO,O,X,O,X,O,O,X
SZLJTOI,O,X,O,X,O,O,X
SZLJITO,O,X,O,X,O,O,X
SZLJIOT,O,X,O,X,O,O,X
SZLJOTI,O,X,O,X,O,O,X
SZLJOIT,O,X,O,X,O,O,X
SZLOTIJ,O,X,O,X,O,O,X
SZLOTJI,O,X,O,X,O,O,X
SZLOITJ,O,X,O,X,O,O,X
SZLOIJT,O,X,O,X,O,O,X
SZLOJTI,O,X,O,X,O,O,X
SZLOJIT,O,X,O,X,O,O,X
SZJTILO,O,X,O,X,O,O,X
SZJTIOL,O,X,O,X,O,O,O
SZJTLIO,O,X,O,X,O,O,X
SZJTLOI,O,X,O,X,O,O,X
SZJTOIL,O,X,O,X,O,O,O
SZJTOLI,O,X,O,X,O,O,X
SZJITLO,O,X,O,X,O,O,X
SZJITOL,O,X,O,X,O,O,O
SZJILTO,O,X,O,X,O,O,X
SZJILOT,O,X,O,X,O,O,X
SZJIOTL,O,X,O,O,O,O,O
SZJIOLT,O,X,O,O,O,O,X
SZJLTIO,O,X,O,X,O,O,X
SZJLTOI,O,X,O,X,O,O,X
SZJLITO,O,X,O,X,O,O,X
SZJLIOT,O,X,O,X,O,O,X
SZJLOTI,O,X,O,X,O,O,X
SZJLOIT,O,X,O,X,O,O,X
SZJOTIL,O,X,O,O,O,O,O
SZJOTLI,O,X,O,O,O,O,X
SZJOITL,O,X,O,O,O,O,O
SZJOILT,O,X,O,O,O,O,X
SZJOLTI,O,X,O,O,O,O,X
SZJOLIT,O,X,O,O,O,O,X
SZOTILJ,O,X,O,O,O,O,X
SZOTIJL,O,X,O,O,O,O,O
SZOTLIJ,O,X,O,O,O,O,X
SZOTLJI,O,X,O,O,O,O,X
SZOTJIL,O,X,O,O,O,O,O
SZOTJLI,O,X,O,O,O,O,X
SZOITLJ,O,X,O,O,O,O,X
SZOITJL,O,X,O,O,O,O,O
SZOILTJ,O,X,O,O,O,O,X
SZOILJT,O,X,O,O,O,O,X
SZOIJTL,O,X,O,O,O,O,O
SZOIJLT,O,X,O,O,O,O,X
SZOLTIJ,O,X,O,O,O,O,X
SZOLTJI,O,X,O,O,O,O,X
SZOLITJ,O,X,O,O,O,O,X
SZOLIJT,O,X,O,O,O,O,X
SZOLJTI,O,X,O,O,O,O,X
SZOLJIT,O,X,O,O,O,O,X
SZOJTIL,O,X,O,O,O,O,O
SZOJTLI,O,X,O,O,O,O,X
SZOJITL,O,X,O,O,O,O,O
SZOJILT,O,X,O,O,O,O,X
SZOJLTI,O,X,O,O,O,O,X
SZOJLIT,O,X,O,O,O,O,X
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X
SOTIJZL,O,O,O,O,O,X,X
SOTIZLJ,O,O,O,O,O,X,X
SOTIZJL,O,O,O,O,O,X,X
SOTLIJZ,O,O,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X
SOTJIZL,O,O,O,O,O,X,X
SOTJLIZ,O,O,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X
SOTJZIL,O,O,O,O,O,X,X
SOTJZLI,O,O,O,O,O,X,X
SOTZILJ,O,O,O,O,O,X,X
SOTZIJL,O,O,O,O,O,X,X
SOTZLIJ,O,O,O,O,O,X,X
SOTZLJI,O,O,O,O,O,X,X
SOTZJIL,O,O,O,O,O,X,X
SOTZJLI,O,O,O,O,O,X,X
SOITLJZ,O,O,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X
SOITJZL,O,O,O,O,O,X,X
SOITZLJ,O,O,O,O,O,X,X
SOITZJL,O,O,O,O,O,X,X
SOILTJZ,O,O,O,X,X,X,X
SOILTZJ,O,O,O,X,X,X,X
SOILJTZ,O,O,O,X,X,X,X
SOILJZT,O,X,O,O,O,X,X
SOILZTJ,O,X,O,O,O,X,X
SOILZJT,O,X,O,O,O,X,X
SOIJTLZ,O,O,X,X,X,X,X
SOIJTZL,O,O,O,O,O,X,X
SOIJLTZ,O,O,X,X,X,X,X
SOIJLZT,O,X,X,O,O,X,X
SOIJZTL,O,X,O,O,O,X,O
SOIJZLT,O,X,O,O,O,X,X
SOIZTLJ,O,X,O,O,O,X,X
SOIZTJL,O,X,O,O,O,X,O
SOIZLTJ,O,X,O,O,O,X,X
SOIZLJT,O,X,O,O,O,X,X
SOIZJTL,O,X,O,O,O,X,O
SOIZJLT,O,X,O,O,O,X,X
SOLTIJZ,O,O,O,X,X,X,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,X,X,X,X
SOLTJZI,O,O,O,X,X,X,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,O,O,O,X,X,X,X
SOLITZJ,O,O,O,X,X,X,X
SOLIJTZ,O,O,O,X,X,X,X
SOLIJZT,O,X,O,O,O,X,X
SOLIZTJ,O,X,O,O,O,X,X
SOLIZJT,O,X,O,O,O,X,X
SOLJTIZ,O,O,O,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X
SOLJIZT,O,X,O,O,O,X,X
SOLJZTI,O,X,O,O,O,X,X
SOLJZIT,O,X,O,O,O,X,X
SOLZTIJ,O,X,O,O,O,X,X
SOLZTJI,O,X,O,O,O,X,X
SOLZITJ,O,X,O,O,O,X,X
SOLZIJT,O,X,O,O,O,X,X
SOLZJTI,O,X,O,O,O,X,X
SOLZJIT,O,X,O,O,O,X,X
SOJTILZ,O,O,X,X,X,X,X
SOJTIZL,O,O,O,O,O,X,X
SOJTLIZ,O,O,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X
SOJTZIL,O,O,O,O,O,X,X
SOJTZLI,O,O,O,O,O,X,X
SOJITLZ,O,O,X,X,X,X,X
SOJITZL,O,O,O,O,O,X,X
SOJILTZ,O,O,X,X,X,X,X
SOJILZT,O,X,X,O,O,X,X
SOJIZTL,O,X,O,O,O,X,O
SOJIZLT,O,X,O,O,O,X,X
SOJLTIZ,O,O,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X
SOJLITZ,O,O,X,X,X,X,X
SOJLIZT,O,X,X,O,O,X,X
SOJLZTI,O,X,X,O,O,X,X
SOJLZIT,O,X,X,O,O,X,X
SOJZTIL,O,X,O,O,O,X,O
SOJZTLI,O,X,O,O,O,X,X
SOJZITL,O,X,O,O,O,X,O
SOJZILT,O,X,O,O,O,X,X
SOJZLTI,O,X,O,O,O,X,X
SOJZLIT,O,X,O,O,O,X,X
SOZTILJ,O,X,O,O,O,X,X
SOZTIJL,O,X,O,O,O,X,O
SOZTLIJ,O,X,O,O,O,X,X
SOZTLJI,O,X,O,O,O,X,X
SOZTJIL,O,X,O,O,O,X,O
SOZTJLI,O,X,O,O,O,X,X
SOZITLJ,O,X,O,O,O,X,X
SOZITJL,O,X,O,O,O,X,O
SOZILTJ,O,X,O,O,O,X,X
SOZILJT,O,X,O,O,O,X,X
SOZIJTL,O,X,O,O,O,X,O
SOZIJLT,O,X,O,O,O,X,X
SOZLTIJ,O,X,O,O,O,X,X
SOZLTJI,O,X,O,O,O,X,X
SOZLITJ,O,X,O,O,O,X,X
SOZLIJT,O,X,O,O,O,X,X
SOZLJTI,O,X,O,O,O,X,X
SOZLJIT,O,X,O,O,O,X,X
SOZJTIL,O,X,O,O,O,X,O
SOZJTLI,O,X,O,O,O,X,X
SOZJITL,O,X,O,O,O,X,O
SOZJILT,O,X,O,O,O,X,X
SOZJLTI,O,X,O,O,O,X,X
SOZJLIT,O,X,O,O,O,X,X
ZTILJSO,O,O,O,X,O,O,X
ZTILJOS,O,O,O,X,X,X,O
ZTILSJO,O,O,O,X,O,O,X
ZTILSOJ,O,O,O,X,O,O,X
ZTILOJS,O,O,O,X,X,X,O
ZTILOSJ,O,O,O,X,X,X,X
