sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
SIOTLJZ,X,X,O,O,O,X,O,X,X
SIOTLZJ,X,X,O,O,O,O,O,X,O
SIOTJLZ,X,X,O,O,O,X,O,X,X
SIOTJZL,X,X,O,O,O,X,X,X,X
SIOTZLJ,X,X,O,O,O,O,O,X,O
SIOTZJL,X,X,O,O,X,O,O,X,X
SIOLTJZ,X,X,X,O,X,X,O,X,X
SIOLTZJ,X,O,X,O,X,O,O,X,O
SIOLJTZ,X,X,O,O,X,X,X,X,O
SIOLJZT,X,X,O,O,X,X,X,X,O
SIOLZTJ,X,O,O,O,X,O,O,X,O
SIOLZJT,X,O,O,X,X,O,X,X,O
SIOJTLZ,X,X,O,O,O,X,X,X,O
SIOJTZL,X,X,O,O,O,O,X,X,O
SIOJLTZ,X,X,O,O,O,X,X,X,O
SIOJLZT,X,X,O,O,O,O,X,X,O
SIOJZTL,X,X,O,O,O,O,X,X,O
SIOJZLT,X,X,O,O,O,O,X,X,O
SIOZTLJ,X,X,O,O,O,O,O,X,O
SIOZTJL,X,X,O,O,O,O,O,X,X
SIOZLTJ,X,O,O,O,X,O,O,X,O
SIOZLJT,X,O,O,X,O,X,X,X,O
SIOZJTL,X,X,O,X,O,O,O,X,O
SIOZJLT,X,X,O,X,O,O,O,X,O
SLTIJZO,O,O,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,O,O,O,X,X
SLTIZJO,O,O,O,O,X,O,O,X,X
SLTIZOJ,O,O,O,O,O,O,O,X,O
SLTIOJZ,X,O,X,X,O,X,O,X,X
SLTIOZJ,X,O,X,O,O,O,O,X,O
SLTJIZO,O,O,O,O,O,O,X,X,O
SLTJIOZ,O,O,O,O,O,O,O,X,O
SLTJZIO,O,O,O,O,O,O,O,X,O
SLTJZOI,O,O,O,O,O,O,O,X,O
SLTJOIZ,O,O,O,O,O,O,O,X,O
SLTJOZI,O,O,O,O,O,O,O,X,O
SLTZIJO,O,O,O,O,X,O,O,X,X
SLTZIOJ,O,O,O,O,O,O,O,X,O
SLTZJIO,O,O,O,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,O,O,X,O
SLTZOIJ,O,O,O,O,O,O,O,X,O
SLTZOJI,O,O,O,O,O,O,O,X,O
SLTOIJZ,O,O,X,O,O,X,O,X,X
SLTOIZJ,O,O,X,O,O,O,O,X,O
SLTOJIZ,O,O,O,O,O,O,O,X,O
SLTOJZI,O,O,O,O,O,O,O,X,O
SLTOZIJ,O,O,O,O,O,O,O,X,O
SLTOZJI,O,O,O,O,O,O,O,X,O
SLITJZO,X,O,O,O,X,O,X,X,X
SLITJOZ,X,O,O,O,X,O,O,X,X
SLITZJO,X,O,O,O,X,O,O,X,X
SLITZOJ,X,O,O,O,X,O,O,X,O
SLITOJZ,X,O,X,X,X,X,O,X,X
SLITOZJ,X,O,X,O,X,O,O,X,O
SLIJTZO,O,O,O,O,X,O,X,X,O
SLIJTOZ,X,O,O,O,X,O,X,X,O
SLIJZTO,O,O,O,O,X,O,X,X,O
SLIJZOT,O,O,O,X,X,O,X,X,O
SLIJOTZ,X,X,O,O,X,O,X,X,O
SLIJOZT,O,O,O,O,X,O,X,X,O
SLIZTJO,O,O,O,O,X,O,O,X,X
SLIZTOJ,O,O,O,O,X,O,O,X,O
SLIZJTO,O,O,O,O,X,O,X,X,O
SLIZJOT,O,O,O,X,X,O,X,X,O
SLIZOTJ,O,O,O,O,X,O,O,X,O
SLIZOJT,O,O,O,X,X,O,X,X,O
SLIOTJZ,X,X,X,O,X,X,O,X,X
SLIOTZJ,X,O,X,O,X,O,O,X,O
SLIOJTZ,X,X,O,O,X,X,X,X,O
SLIOJZT,X,X,O,O,X,X,X,X,O
SLIOZTJ,X,O,O,O,X,O,O,X,O
SLIOZJT,X,O,O,X,X,O,X,X,O
SLJTIZO,O,O,O,O,O,O,X,X,O
SLJTIOZ,O,O,O,O,O,O,O,X,O
SLJTZIO,O,O,O,O,O,O,O,X,O
SLJTZOI,O,O,O,O,O,O,O,X,O
SLJTOIZ,O,O,O,O,O,O,O,X,O
SLJTOZI,O,O,O,O,O,O,O,X,O
SLJITZO,O,O,O,O,O,O,X,X,O
SLJITOZ,O,O,O,O,O,O,X,X,O
SLJIZTO,O,O,O,O,O,O,X,O,O
SLJIZOT,O,O,O,X,O,O,X,O,O
SLJIOTZ,X,X,O,O,O,O,X,X,O
SLJIOZT,O,O,O,O,O,O,X,X,O
SLJZTIO,O,O,O,O,O,O,O,O,O
SLJZTOI,O,O,O,O,O,O,O,O,O
SLJZITO,O,O,O,O,O,O,X,O,O
SLJZIOT,O,O,O,X,O,O,X,O,O
SLJZOTI,X,O,O,O,O,O,O,O,O
SLJZOIT,O,O,O,O,O,O,X,O,O
SLJOTIZ,X,O,O,O,O,O,O,X,O
SLJOTZI,X,O,O,O,O,O,O,X,O
SLJOITZ,X,X,O,O,O,O,X,X,O
SLJOIZT,O,O,O,O,O,O,X,X,O
SLJOZTI,X,O,O,O,O,O,O,X,O
SLJOZIT,O,O,O,O,O,O,X,X,O
SLZTIJO,O,O,O,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,O,O,O,X,O
SLZTJIO,O,O,O,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,O,O,X,O
SLZTOIJ,O,O,O,O,O,O,O,X,O
SLZTOJI,O,O,O,O,O,O,O,X,O
SLZITJO,O,O,O,O,X,O,O,X,X
SLZITOJ,O,O,O,O,X,O,O,X,O
SLZIJTO,O,O,O,O,O,O,X,X,O
SLZIJOT,O,O,O,X,O,O,X,X,O
SLZIOTJ,O,O,O,O,X,O,O,X,O
SLZIOJT,O,O,O,X,O,O,X,X,O
SLZJTIO,O,O,O,O,O,O,O,O,O
SLZJTOI,O,O,O,O,O,O,O,O,O
SLZJITO,O,O,O,O,O,O,O,O,O
SLZJIOT,O,O,O,X,O,O,O,O,O
SLZJOTI,X,O,O,O,O,O,O,O,O
SLZJOIT,O,O,O,O,O,O,O,O,O
SLZOTIJ,X,O,O,O,O,O,O,X,O
SLZOTJI,X,O,O,O,O,O,O,X,O
SLZOITJ,O,O,O,O,X,O,O,X,O
SLZOIJT,O,O,O,X,O,O,X,X,O
SLZOJTI,X,O,O,O,O,O,O,O,O
SLZOJIT,O,O,O,O,O,O,O,O,O
SLOTIJZ,X,O,O,O,O,X,O,X,X
SLOTIZJ,X,O,O,O,O,O,O,X,O
SLOTJIZ,X,O,O,O,O,O,O,X,O
SLOTJZI,X,O,O,O,O,O,O,X,O
SLOTZIJ,X,O,O,O,O,O,O,X,O
SLOTZJI,X,O,O,O,O,O,O,X,O
SLOITJZ,X,X,X,O,X,X,O,X,X
SLOITZJ,X,O,X,O,X,O,O,X,O
SLOIJTZ,X,X,O,O,X,X,X,X,O
SLOIJZT,X,X,O,O,X,X,X,X,O
SLOIZTJ,X,O,O,O,X,O,O,X,O
SLOIZJT,X,O,O,X,X,O,X,X,O
SLOJTIZ,X,O,O,O,O,O,O,X,O
SLOJTZI,X,O,O,O,O,O,O,X,O
SLOJITZ,X,X,O,O,O,O,X,X,O
SLOJIZT,O,O,O,O,O,O,X,X,O
SLOJZTI,X,O,O,O,O,O,O,X,O
SLOJZIT,O,O,O,O,O,O,X,X,O
SLOZTIJ,X,O,O,O,O,O,O,X,O
SLOZTJI,X,O,O,O,O,O,O,X,O
SLOZITJ,O,O,O,O,X,O,O,X,O
SLOZIJT,O,O,O,X,O,O,X,X,O
SLOZJTI,X,O,O,O,O,O,O,X,O
SLOZJIT,O,O,O,O,O,O,O,X,O
SJTILZO,O,O,O,O,O,O,X,X,O
SJTILOZ,O,O,O,O,O,O,O,X,O
SJTIZLO,O,O,O,O,O,O,X,O,O
SJTIZOL,O,O,O,O,O,O,X,O,O
SJTIOLZ,O,O,O,O,O,O,O,X,O
SJTIOZL,O,O,O,O,O,O,X,X,O
SJTLIZO,O,O,O,O,O,O,X,X,O
SJTLIOZ,O,O,O,O,O,O,O,X,O
SJTLZIO,O,O,O,O,O,O,O,X,O
SJTLZOI,O,O,O,O,O,O,O,X,O
SJTLOIZ,O,O,O,O,O,O,O,X,O
SJTLOZI,O,O,O,O,O,O,O,X,O
SJTZILO,O,O,O,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O,O,O,O
SJTOILZ,O,O,O,O,O,O,O,X,O
SJTOIZL,O,O,O,O,O,O,X,X,O
SJTOLIZ,O,O,O,O,O,O,O,X,O
SJTOLZI,O,O,O,O,O,O,O,X,O
SJTOZIL,O,O,O,O,O,O,O,X,O
SJTOZLI,O,O,O,O,O,O,O,X,O
SJITLZO,O,O,O,O,O,O,X,X,O
SJITLOZ,O,O,O,O,O,O,X,X,O
SJITZLO,O,O,O,O,O,O,X,O,O
SJITZOL,O,O,O,O,O,O,X,O,O
SJITOLZ,O,O,O,O,O,O,X,X,O
SJITOZL,O,O,O,O,O,O,X,X,O
SJILTZO,O,O,O,O,O,O,X,X,O
SJILTOZ,O,O,O,O,O,O,X,X,O
SJILZTO,O,O,O,O,O,O,X,O,O
SJILZOT,O,O,O,X,O,O,X,O,O
SJILOTZ,X,X,O,O,O,O,X,X,O
SJILOZT,O,O,O,O,O,O,X,X,O
SJIZTLO,O,O,O,O,O,O,X,O,O
SJIZTOL,O,O,O,O,O,O,X,O,O
SJIZLTO,O,O,O,O,O,O,X,O,O
SJIZLOT,O,O,O,X,O,O,X,O,O
SJIZOTL,O,X,O,X,O,O,X,O,O
SJIZOLT,O,O,O,X,O,O,X,O,O
SJIOTLZ,O,X,O,O,O,O,X,X,O
SJIOTZL,O,X,O,O,O,O,X,X,O
SJIOLTZ,X,X,O,O,O,O,X,X,O
SJIOLZT,O,O,O,O,O,O,X,X,O
SJIOZTL,O,X,O,O,O,O,X,O,O
SJIOZLT,O,O,O,O,O,O,X,O,O
SJLTIZO,O,O,O,O,O,O,X,X,O
SJLTIOZ,O,O,O,O,O,O,O,X,O
SJLTZIO,O,O,O,O,O,O,O,X,O
SJLTZOI,O,O,O,O,O,O,O,X,O
SJLTOIZ,O,O,O,O,O,O,O,X,O
SJLTOZI,O,O,O,O,O,O,O,X,O
SJLITZO,O,O,O,O,O,O,X,X,O
SJLITOZ,O,O,O,O,O,O,X,X,O
SJLIZTO,O,O,O,O,O,O,X,O,O
SJLIZOT,O,O,O,X,O,O,X,O,O
SJLIOTZ,X,X,O,O,O,O,X,X,O
SJLIOZT,O,O,O,O,O,O,X,X,O
SJLZTIO,O,O,O,O,O,O,O,O,O
SJLZTOI,O,O,O,O,O,O,O,O,O
SJLZITO,O,O,O,O,O,O,X,O,O
SJLZIOT,O,O,O,X,O,O,X,O,O
SJLZOTI,X,O,O,O,O,O,O,O,O
SJLZOIT,O,O,O,O,O,O,X,O,O
SJLOTIZ,X,O,O,O,O,O,O,X,O
SJLOTZI,X,O,O,O,O,O,O,X,O
SJLOITZ,X,X,O,O,O,O,X,X,O
SJLOIZT,O,O,O,O,O,O,X,X,O
SJLOZTI,X,O,O,O,O,O,O,X,O
SJLOZIT,O,O,O,O,O,O,X,X,O
SJZTILO,O,O,O,O,O,O,O,O,O
SJZTIOL,O,O,O,O,O,O,O,O,O
SJZTLIO,O,O,O,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O,O,O,O
SJZTOIL,O,O,O,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O,O,O,O
SJZITLO,O,O,O,O,O,O,O,O,O
SJZITOL,O,O,O,O,O,O,O,O,O
SJZILTO,O,O,O,O,O,O,O,O,O
SJZILOT,O,O,O,X,O,O,O,O,O
SJZIOTL,O,X,O,X,O,O,O,O,O
SJZIOLT,O,O,O,X,O,O,O,O,O
SJZLTIO,O,O,O,O,O,O,O,O,O
SJZLTOI,O,O,O,O,O,O,O,O,O
SJZLITO,O,O,O,O,O,O,O,O,O
SJZLIOT,O,O,O,X,O,O,O,O,O
SJZLOTI,X,O,O,O,O,O,O,O,O
SJZLOIT,O,O,O,O,O,O,O,O,O
SJZOTIL,O,O,O,O,O,O,O,O,O
SJZOTLI,O,O,O,O,O,O,O,O,O
SJZOITL,O,X,O,O,O,O,O,O,O
SJZOILT,O,O,O,O,O,O,O,O,O
SJZOLTI,X,O,O,O,O,O,O,O,O
SJZOLIT,O,O,O,O,O,O,O,O,O
SJOTILZ,O,O,O,O,O,O,O,X,O
SJOTIZL,O,O,O,O,O,O,X,X,O
SJOTLIZ,O,O,O,O,O,O,O,X,O
SJOTLZI,O,O,O,O,O,O,O,X,O
SJOTZIL,O,O,O,O,O,O,O,X,O
SJOTZLI,O,O,O,O,O,O,O,X,O
SJOITLZ,O,X,O,O,O,O,X,X,O
SJOITZL,O,X,O,O,O,O,X,X,O
SJOILTZ,X,X,O,O,O,O,X,X,O
SJOILZT,O,O,O,O,O,O,X,X,O
SJOIZTL,O,X,O,O,O,O,X,O,O
SJOIZLT,O,O,O,O,O,O,X,O,O
SJOLTIZ,X,O,O,O,O,O,O,X,O
SJOLTZI,X,O,O,O,O,O,O,X,O
SJOLITZ,X,X,O,O,O,O,X,X,O
SJOLIZT,O,O,O,O,O,O,X,X,O
SJOLZTI,X,O,O,O,O,O,O,X,O
SJOLZIT,O,O,O,O,O,O,X,X,O
SJOZTIL,O,O,O,O,O,O,O,O,O
SJOZTLI,O,O,O,O,O,O,O,O,O
SJOZITL,O,X,O,O,O,O,O,O,O
SJOZILT,O,O,O,O,O,O,O,O,O
SJOZLTI,X,O,O,O,O,O,O,O,O
SJOZLIT,O,O,O,O,O,O,O,O,O
SZTILJO,O,O,O,O,O,O,O,X,X
SZTILOJ,O,O,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,O,O,O,X,X
SZTIJOL,O,X,O,O,O,O,O,X,X
SZTIOLJ,O,O,O,O,O,O,O,X,O
SZTIOJL,O,O,X,X,O,O,O,X,X
SZTLIJO,O,O,O,O,O,O,O,X,X
SZTLIOJ,O,O,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,O,O,X,O
SZTLOIJ,O,O,O,O,O,O,O,X,O
SZTLOJI,O,O,O,O,O,O,O,X,O
SZTJILO,O,O,O,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O,O,O,O
SZTOILJ,O,O,O,O,O,O,O,X,O
SZTOIJL,O,O,X,O,O,O,O,X,X
SZTOLIJ,O,O,O,O,O,O,O,X,O
SZTOLJI,O,O,O,O,O,O,O,X,O
SZTOJIL,O,O,O,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O,O,O,O
SZITLJO,O,O,O,O,O,O,O,X,X
SZITLOJ,O,O,O,O,O,O,O,X,O
SZITJLO,O,O,O,O,O,O,O,X,X
SZITJOL,O,X,O,O,O,O,O,X,X
SZITOLJ,O,O,O,O,O,O,O,X,O
SZITOJL,O,O,X,X,O,O,O,X,X
SZILTJO,O,O,O,O,X,O,O,X,X
SZILTOJ,O,O,O,O,X,O,O,X,O
SZILJTO,O,O,O,O,O,O,X,X,O
SZILJOT,O,O,O,X,O,O,X,X,O
SZILOTJ,O,O,O,O,X,O,O,X,O
SZILOJT,O,O,O,X,O,O,X,X,O
SZIJTLO,O,O,O,O,O,O,O,O,O
SZIJTOL,O,O,O,O,O,O,O,O,O
SZIJLTO,O,O,O,O,O,O,O,O,O
SZIJLOT,O,O,O,X,O,O,O,O,O
SZIJOTL,O,X,O,X,O,O,O,O,O
SZIJOLT,O,O,O,X,O,O,O,O,O
SZIOTLJ,O,X,O,O,O,O,O,X,O
SZIOTJL,O,X,O,O,O,O,O,X,X
SZIOLTJ,O,O,O,O,X,O,O,X,O
SZIOLJT,O,O,O,X,O,X,X,X,O
SZIOJTL,X,X,O,X,O,O,O,O,O
SZIOJLT,X,X,O,X,O,O,O,O,O
SZLTIJO,O,O,O,O,O,O,O,X,X
SZLTIOJ,O,O,O,O,O,O,O,X,O
SZLTJIO,O,O,O,O,O,O,O,X,O
SZLTJOI,O,O,O,O,O,O,O,X,O
SZLTOIJ,O,O,O,O,O,O,O,X,O
SZLTOJI,O,O,O,O,O,O,O,X,O
SZLITJO,O,O,O,O,X,O,O,X,X
SZLITOJ,O,O,O,O,X,O,O,X,O
SZLIJTO,O,O,O,O,O,O,X,X,O
SZLIJOT,O,O,O,X,O,O,X,X,O
SZLIOTJ,O,O,O,O,X,O,O,X,O
SZLIOJT,O,O,O,X,O,O,X,X,O
SZLJTIO,O,O,O,O,O,O,O,O,O
SZLJTOI,O,O,O,O,O,O,O,O,O
SZLJITO,O,O,O,O,O,O,O,O,O
SZLJIOT,O,O,O,X,O,O,O,O,O
SZLJOTI,X,O,O,O,O,O,O,O,O
SZLJOIT,O,O,O,O,O,O,O,O,O
SZLOTIJ,X,O,O,O,O,O,O,X,O
SZLOTJI,X,O,O,O,O,O,O,X,O
SZLOITJ,O,O,O,O,X,O,O,X,O
SZLOIJT,O,O,O,X,O,O,X,X,O
SZLOJTI,X,O,O,O,O,O,O,O,O
SZLOJIT,O,O,O,O,O,O,O,O,O
SZJTILO,O,O,O,O,O,O,O,O,O
SZJTIOL,O,O,O,O,O,O,O,O,O
SZJTLIO,O,O,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O,O,O
SZJTOIL,O,O,O,O,O,O,O,O,O
SZJTOLI,O,O,O,O,O,O,O,O,O
SZJITLO,O,O,O,O,O,O,O,O,O
SZJITOL,O,O,O,O,O,O,O,O,O
SZJILTO,O,O,O,O,O,O,O,O,O
SZJILOT,O,O,O,X,O,O,O,O,O
SZJIOTL,O,X,O,X,O,O,O,O,O
SZJIOLT,O,O,O,X,O,O,O,O,O
SZJLTIO,O,O,O,O,O,O,O,O,O
SZJLTOI,O,O,O,O,O,O,O,O,O
SZJLITO,O,O,O,O,O,O,O,O,O
SZJLIOT,O,O,O,X,O,O,O,O,O
SZJLOTI,X,O,O,O,O,O,O,O,O
SZJLOIT,O,O,O,O,O,O,O,O,O
SZJOTIL,O,O,O,O,O,O,O,O,O
SZJOTLI,O,O,O,O,O,O,O,O,O
SZJOITL,O,X,O,O,O,O,O,O,O
SZJOILT,O,O,O,O,O,O,O,O,O
SZJOLTI,X,O,O,O,O,O,O,O,O
SZJOLIT,O,O,O,O,O,O,O,O,O
SZOTILJ,O,O,O,O,O,O,O,X,O
SZOTIJL,O,O,O,O,O,O,O,X,X
SZOTLIJ,O,O,O,O,O,O,O,X,O
SZOTLJI,O,O,O,O,O,O,O,X,O
SZOTJIL,O,O,O,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,O,O,O,O
SZOITLJ,O,X,O,O,O,O,O,X,O
SZOITJL,O,X,O,O,O,O,O,X,X
SZOILTJ,O,O,O,O,X,O,O,X,O
SZOILJT,O,O,O,X,O,X,X,X,O
SZOIJTL,X,X,O,X,O,O,O,O,O
SZOIJLT,X,X,O,X,O,O,O,O,O
SZOLTIJ,X,O,O,O,O,O,O,X,O
SZOLTJI,X,O,O,O,O,O,O,X,O
SZOLITJ,O,O,O,O,X,O,O,X,O
SZOLIJT,O,O,O,X,O,O,X,X,O
SZOLJTI,X,O,O,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O,O,O,O
SZOJTIL,O,O,O,O,O,O,O,O,O
SZOJTLI,O,O,O,O,O,O,O,O,O
SZOJITL,O,X,O,O,O,O,O,O,O
SZOJILT,O,O,O,O,O,O,O,O,O
SZOJLTI,X,O,O,O,O,O,O,O,O
SZOJLIT,O,O,O,O,O,O,O,O,O
SOTILJZ,O,O,O,O,O,X,O,X,X
SOTILZJ,O,O,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,O,X,O,X,X
SOTIJZL,O,O,O,O,O,X,X,X,X
SOTIZLJ,O,O,O,O,O,O,O,X,O
SOTIZJL,O,O,O,O,X,O,O,X,X
SOTLIJZ,O,O,O,O,O,X,O,X,X
SOTLIZJ,O,O,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,O,O,O,X,O
SOTLJZI,O,O,O,O,O,O,O,X,O
SOTLZIJ,O,O,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,O,O,O,X,O
SOTJIZL,O,O,O,O,O,O,X,X,O
SOTJLIZ,O,O,O,O,O,O,O,X,O
SOTJLZI,O,O,O,O,O,O,O,X,O
SOTJZIL,O,O,O,O,O,O,O,X,O
SOTJZLI,O,O,O,O,O,O,O,X,O
SOTZILJ,O,O,O,O,O,O,O,X,O
SOTZIJL,O,O,O,O,O,O,O,X,X
SOTZLIJ,O,O,O,O,O,O,O,X,O
SOTZLJI,O,O,O,O,O,O,O,X,O
SOTZJIL,O,O,O,O,O,O,O,X,O
SOTZJLI,O,O,O,O,O,O,O,X,O
SOITLJZ,X,X,O,O,O,X,O,X,X
SOITLZJ,X,X,O,O,O,O,O,X,O
SOITJLZ,X,X,O,O,O,X,O,X,X
SOITJZL,X,X,O,O,O,X,X,X,X
SOITZLJ,X,X,O,O,O,O,O,X,O
SOITZJL,X,X,O,O,X,O,O,X,X
SOILTJZ,X,X,X,O,X,X,O,X,X
SOILTZJ,X,O,X,O,X,O,O,X,O
SOILJTZ,X,X,O,O,X,X,X,X,O
SOILJZT,X,X,O,O,X,X,X,X,O
SOILZTJ,X,O,O,O,X,O,O,X,O
SOILZJT,X,O,O,X,X,O,X,X,O
SOIJTLZ,X,X,O,O,O,X,X,X,O
SOIJTZL,X,X,O,O,O,O,X,X,O
SOIJLTZ,X,X,O,O,O,X,X,X,O
SOIJLZT,X,X,O,O,O,O,X,X,O
SOIJZTL,X,X,O,O,O,O,X,X,O
SOIJZLT,X,X,O,O,O,O,X,X,O
SOIZTLJ,X,X,O,O,O,O,O,X,O
SOIZTJL,X,X,O,O,O,O,O,X,X
SOIZLTJ,X,O,O,O,X,O,O,X,O
SOIZLJT,X,O,O,X,O,X,X,X,O
SOIZJTL,X,X,O,X,O,O,O,X,O
SOIZJLT,X,X,O,X,O,O,O,X,O
SOLTIJZ,X,O,O,O,O,X,O,X,X
SOLTIZJ,X,O,O,O,O,O,O,X,O
SOLTJIZ,X,O,O,O,O,O,O,X,O
SOLTJZI,X,O,O,O,O,O,O,X,O
SOLTZIJ,X,O,O,O,O,O,O,X,O
SOLTZJI,X,O,O,O,O,O,O,X,O
SOLITJZ,X,X,X,O,X,X,O,X,X
SOLITZJ,X,O,X,O,X,O,O,X,O
SOLIJTZ,X,X,O,O,X,X,X,X,O
SOLIJZT,X,X,O,O,X,X,X,X,O
SOLIZTJ,X,O,O,O,X,O,O,X,O
SOLIZJT,X,O,O,X,X,O,X,X,O
SOLJTIZ,X,O,O,O,O,O,O,X,O
SOLJTZI,X,O,O,O,O,O,O,X,O
SOLJITZ,X,X,O,O,O,O,X,X,O
SOLJIZT,O,O,O,O,O,O,X,X,O
SOLJZTI,X,O,O,O,O,O,O,X,O
SOLJZIT,O,O,O,O,O,O,X,X,O
SOLZTIJ,X,O,O,O,O,O,O,X,O
SOLZTJI,X,O,O,O,O,O,O,X,O
SOLZITJ,O,O,O,O,X,O,O,X,O
SOLZIJT,O,O,O,X,O,O,X,X,O
SOLZJTI,X,O,O,O,O,O,O,X,O
SOLZJIT,O,O,O,O,O,O,O,X,O
SOJTILZ,O,O,O,O,O,O,O,X,O
SOJTIZL,O,O,O,O,O,O,X,X,O
SOJTLIZ,O,O,O,O,O,O,O,X,O
SOJTLZI,O,O,O,O,O,O,O,X,O
SOJTZIL,O,O,O,O,O,O,O,X,O
SOJTZLI,O,O,O,O,O,O,O,X,O
SOJITLZ,O,X,O,O,O,O,X,X,O
SOJITZL,O,X,O,O,O,O,X,X,O
SOJILTZ,X,X,O,O,O,O,X,X,O
SOJILZT,O,O,O,O,O,O,X,X,O
SOJIZTL,O,X,O,O,O,O,X,O,O
SOJIZLT,O,O,O,O,O,O,X,O,O
SOJLTIZ,X,O,O,O,O,O,O,X,O
SOJLTZI,X,O,O,O,O,O,O,X,O
SOJLITZ,X,X,O,O,O,O,X,X,O
SOJLIZT,O,O,O,O,O,O,X,X,O
SOJLZTI,X,O,O,O,O,O,O,X,O
SOJLZIT,O,O,O,O,O,O,X,X,O
SOJZTIL,O,O,O,O,O,O,O,O,O
SOJZTLI,O,O,O,O,O,O,O,O,O
SOJZITL,O,X,O,O,O,O,O,O,O
SOJZILT,O,O,O,O,O,O,O,O,O
SOJZLTI,X,O,O,O,O,O,O,O,O
SOJZLIT,O,O,O,O,O,O,O,O,O
SOZTILJ,O,O,O,O,O,O,O,X,O
SOZTIJL,O,O,O,O,O,O,O,X,X
SOZTLIJ,O,O,O,O,O,O,O,X,O
SOZTLJI,O,O,O,O,O,O,O,X,O
SOZTJIL,O,O,O,O,O,O,O,O,O
SOZTJLI,O,O,O,O,O,O,O,O,O
SOZITLJ,O,X,O,O,O,O,O,X,O
SOZITJL,O,X,O,O,O,O,O,X,X
SOZILTJ,O,O,O,O,X,O,O,X,O
SOZILJT,O,O,O,X,O,X,X,X,O
SOZIJTL,X,X,O,X,O,O,O,O,O
SOZIJLT,X,X,O,X,O,O,O,O,O
SOZLTIJ,X,O,O,O,O,O,O,X,O
SOZLTJI,X,O,O,O,O,O,O,X,O
SOZLITJ,O,O,O,O,X,O,O,X,O
SOZLIJT,O,O,O,X,O,O,X,X,O
SOZLJTI,X,O,O,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,O,O,O,O
SOZJTIL,O,O,O,O,O,O,O,O,O
SOZJTLI,O,O,O,O,O,O,O,O,O
SOZJITL,O,X,O,O,O,O,O,O,O
SOZJILT,O,O,O,O,O,O,O,O,O
SOZJLTI,X,O,O,O,O,O,O,O,O
SOZJLIT,O,O,O,O,O,O,O,O,O
ZTILJSO,O,X,O,O,X,X,X,X,X
ZTILJOS,X,X,O,O,X,X,X,X,X
ZTILSJO,O,O,O,O,O,X,X,X,X
ZTILSOJ,O,O,O,O,O,X,O,X,X
ZTILOJS,X,X,O,O,O,X,X,X,X
ZTILOSJ,X,O,O,O,X,X,O,X,O
ZTIJLSO,X,X,X,O,O,X,X,X,X
ZTIJLOS,X,X,X,O,X,O,X,X,X
ZTIJSLO,X,X,X,X,O,X,X,X,X
ZTIJSOL,X,X,X,X,O,O,X,X,X
ZTIJOLS,X,X,X,X,X,O,X,X,X
ZTIJOSL,X,X,X,X,O,O,X,X,X
ZTISLJO,O,O,O,O,O,X,X,X,X
ZTISLOJ,O,O,O,O,O,X,O,X,X
