sequence,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhF6hBmdB?5jBXgBdmB0qB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jei6IvhFtgBmdB?5jBzfBcmBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhFegBtgB?xdBcmB6oBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jem6IvhF9hBxdB?0fBfmB6oBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Je//IvhFUbB9hB?xdB6oBmlBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jey/IvhF9hBmdB?5jBfmB0kBzqB
JZLSTOI,X,X,O,O,O,X
JZLSITO,X,X,O,O,O,O
JZLSIOT,X,X,O,O,O,X
JZLSOTI,X,X,O,O,O,X
JZLSOIT,X,X,O,O,O,X
JZLOTIS,O,O,O,O,X,X
JZLOTSI,O,O,O,O,X,X
JZLOITS,O,O,O,O,X,X
JZLOIST,X,O,O,O,X,X
JZLOSTI,X,O,O,O,X,X
JZLOSIT,X,O,O,O,X,X
JZSTILO,O,X,X,O,O,O
JZSTIOL,O,O,X,X,X,X
JZSTLIO,O,X,O,O,O,O
JZSTLOI,O,X,O,O,O,X
JZSTOIL,O,O,X,X,X,X
JZSTOLI,O,O,O,O,O,X
JZSITLO,O,X,X,O,O,O
JZSITOL,O,O,X,X,X,X
JZSILTO,X,X,X,O,O,O
JZSILOT,X,X,X,O,O,X
JZSIOTL,O,O,X,X,X,X
JZSIOLT,X,O,X,X,X,X
JZSLTIO,X,X,O,O,O,O
JZSLTOI,X,X,O,O,O,X
JZSLITO,X,X,O,O,O,O
JZSLIOT,X,X,O,O,O,X
JZSLOTI,X,X,O,O,O,X
JZSLOIT,X,X,O,O,O,X
JZSOTIL,O,O,X,X,X,X
JZSOTLI,O,O,O,O,O,X
JZSOITL,O,O,X,X,X,X
JZSOILT,X,O,X,X,X,X
JZSOLTI,X,O,O,O,O,X
JZSOLIT,X,O,O,O,O,X
JZOTILS,O,O,O,X,X,X
JZOTISL,X,O,X,X,X,X
JZOTLIS,O,O,O,O,X,X
JZOTLSI,O,O,O,O,X,X
JZOTSIL,X,O,X,X,X,X
JZOTSLI,X,O,O,O,X,X
JZOITLS,O,O,O,X,X,X
JZOITSL,X,O,X,X,X,X
JZOILTS,O,O,O,X,X,X
JZOILST,X,O,O,X,X,X
JZOISTL,O,O,X,X,X,X
JZOISLT,X,O,X,X,X,X
JZOLTIS,O,O,O,O,X,X
JZOLTSI,O,O,O,O,X,X
JZOLITS,O,O,O,O,X,X
JZOLIST,X,O,O,O,X,X
JZOLSTI,X,O,O,O,X,X
JZOLSIT,X,O,O,O,X,X
JZOSTIL,O,O,X,X,X,X
JZOSTLI,O,O,O,O,X,X
JZOSITL,O,O,X,X,X,X
JZOSILT,X,O,X,X,X,X
JZOSLTI,X,O,O,O,X,X
JZOSLIT,X,O,O,O,X,X
JOTILSZ,O,O,O,X,X,O
JOTILZS,O,O,O,X,X,X
JOTISLZ,O,O,X,X,X,O
JOTISZL,O,O,X,X,X,X
JOTIZLS,O,O,O,X,X,X
JOTIZSL,X,O,X,X,X,X
JOTLISZ,O,O,O,X,O,O
JOTLIZS,O,O,O,X,X,X
JOTLSIZ,O,O,O,X,O,O
JOTLSZI,O,O,O,X,O,X
JOTLZIS,O,O,O,X,X,X
JOTLZSI,O,O,O,X,X,X
JOTSILZ,O,O,X,X,X,O
JOTSIZL,O,O,X,X,X,X
JOTSLIZ,O,O,O,X,O,O
JOTSLZI,O,O,O,X,O,X
JOTSZIL,O,O,X,X,X,X
JOTSZLI,O,O,O,X,O,X
JOTZILS,O,O,O,X,X,X
JOTZISL,X,O,X,X,X,X
JOTZLIS,O,O,O,X,X,X
JOTZLSI,O,O,O,X,X,X
JOTZSIL,X,O,X,X,X,X
JOTZSLI,X,O,O,X,X,X
JOITLSZ,O,O,O,X,X,O
JOITLZS,O,O,O,X,X,X
JOITSLZ,O,O,X,X,X,O
JOITSZL,O,O,X,X,X,X
JOITZLS,O,O,O,X,X,X
JOITZSL,X,O,X,X,X,X
JOILTSZ,O,O,O,X,X,O
JOILTZS,O,O,O,X,X,X
JOILSTZ,O,O,O,X,X,O
JOILSZT,X,O,O,X,X,X
JOILZTS,O,O,O,X,X,X
JOILZST,X,O,O,X,X,X
JOISTLZ,O,O,X,X,X,O
JOISTZL,O,O,X,X,X,X
JOISLTZ,O,O,X,X,X,O
JOISLZT,X,O,X,X,X,X
JOISZTL,O,O,X,X,X,X
JOISZLT,X,O,X,X,X,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,X,O,X,X,X,X
JOIZLTS,O,O,O,X,X,X
JOIZLST,X,O,O,X,X,X
JOIZSTL,O,O,X,X,X,X
JOIZSLT,X,O,X,X,X,X
JOLTISZ,O,O,O,X,O,O
JOLTIZS,O,O,O,X,X,X
JOLTSIZ,O,O,O,X,O,O
JOLTSZI,O,O,O,X,O,X
JOLTZIS,O,O,O,X,X,X
JOLTZSI,O,O,O,X,X,X
JOLITSZ,O,O,O,X,O,O
JOLITZS,O,O,O,X,X,X
JOLISTZ,O,O,O,X,O,O
JOLISZT,X,O,O,X,O,X
JOLIZTS,O,O,O,X,X,X
JOLIZST,X,O,O,X,X,X
JOLSTIZ,O,O,O,X,O,O
JOLSTZI,O,O,O,X,O,X
JOLSITZ,O,O,O,X,O,O
JOLSIZT,X,O,O,X,O,X
JOLSZTI,X,O,O,X,O,X
JOLSZIT,X,O,O,X,O,X
JOLZTIS,O,O,O,X,X,X
JOLZTSI,O,O,O,X,X,X
JOLZITS,O,O,O,X,X,X
JOLZIST,X,O,O,X,X,X
JOLZSTI,X,O,O,X,X,X
JOLZSIT,X,O,O,X,X,X
JOSTILZ,O,O,X,X,X,O
JOSTIZL,O,O,X,X,X,X
JOSTLIZ,O,O,O,X,O,O
JOSTLZI,O,O,O,X,O,X
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,O,X,O,X
JOSITLZ,O,O,X,X,X,O
JOSITZL,O,O,X,X,X,X
JOSILTZ,O,O,X,X,X,O
JOSILZT,X,O,X,X,X,X
JOSIZTL,O,O,X,X,X,X
JOSIZLT,X,O,X,X,X,X
JOSLTIZ,O,O,O,X,O,O
JOSLTZI,O,O,O,X,O,X
JOSLITZ,O,O,O,X,O,O
JOSLIZT,X,O,O,X,O,X
JOSLZTI,X,O,O,X,O,X
JOSLZIT,X,O,O,X,O,X
JOSZTIL,O,O,X,X,X,X
JOSZTLI,O,O,O,X,O,X
JOSZITL,O,O,X,X,X,X
JOSZILT,X,O,X,X,X,X
JOSZLTI,X,O,O,X,O,X
JOSZLIT,X,O,O,X,O,X
JOZTILS,O,O,O,X,X,X
JOZTISL,X,O,X,X,X,X
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,O,O,X,X,X
JOZTSIL,X,O,X,X,X,X
JOZTSLI,X,O,O,X,X,X
JOZITLS,O,O,O,X,X,X
JOZITSL,X,O,X,X,X,X
JOZILTS,O,O,O,X,X,X
JOZILST,X,O,O,X,X,X
JOZISTL,O,O,X,X,X,X
JOZISLT,X,O,X,X,X,X
JOZLTIS,O,O,O,X,X,X
JOZLTSI,O,O,O,X,X,X
JOZLITS,O,O,O,X,X,X
JOZLIST,X,O,O,X,X,X
JOZLSTI,X,O,O,X,X,X
JOZLSIT,X,O,O,X,X,X
JOZSTIL,O,O,X,X,X,X
JOZSTLI,O,O,O,X,X,X
JOZSITL,O,O,X,X,X,X
JOZSILT,X,O,X,X,X,X
JOZSLTI,X,O,O,X,X,X
JOZSLIT,X,O,O,X,X,X
STILJZO,O,X,X,O,O,O
STILJOZ,O,X,X,X,O,O
STILZJO,O,X,X,O,O,O
STILZOJ,O,X,X,O,O,X
STILOJZ,O,X,X,X,O,O
STILOZJ,O,X,X,O,O,X
STIJLZO,O,X,X,X,O,O
STIJLOZ,O,X,X,X,O,O
STIJZLO,O,X,X,X,O,O
STIJZOL,O,O,X,X,X,X
STIJOLZ,O,O,X,X,X,O
STIJOZL,O,O,X,X,X,X
STIZLJO,O,X,X,O,O,O
STIZLOJ,O,X,X,O,O,X
STIZJLO,O,X,X,O,X,O
STIZJOL,O,O,X,X,X,X
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,O,O,X,X,X,O
STIOLZJ,O,O,X,X,X,X
STIOJLZ,O,O,X,X,X,O
STIOJZL,O,O,X,X,X,X
STIOZLJ,O,O,X,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,X,O,O,O,O
STLIJOZ,O,X,O,X,O,O
STLIZJO,O,X,O,O,O,O
STLIZOJ,O,X,X,O,O,X
STLIOJZ,O,X,X,X,O,O
STLIOZJ,O,X,X,O,O,X
STLJIZO,O,X,O,O,O,O
STLJIOZ,O,X,O,X,O,O
STLJZIO,O,X,O,O,O,O
STLJZOI,O,X,O,O,O,X
STLJOIZ,O,X,O,X,O,O
STLJOZI,O,X,O,X,O,X
STLZIJO,O,X,O,O,O,O
STLZIOJ,O,X,X,O,O,X
STLZJIO,O,X,O,O,O,O
STLZJOI,O,X,O,O,O,X
STLZOIJ,O,X,X,O,O,X
STLZOJI,O,X,X,O,O,X
STLOIJZ,O,X,X,X,O,O
STLOIZJ,O,X,X,O,O,X
STLOJIZ,O,X,X,X,O,O
STLOJZI,O,X,X,X,O,X
STLOZIJ,O,X,X,O,O,X
STLOZJI,O,X,X,O,O,X
STJILZO,O,X,X,X,O,O
STJILOZ,O,X,X,X,O,O
STJIZLO,O,X,X,X,O,O
STJIZOL,O,O,X,X,X,X
STJIOLZ,O,O,X,X,X,O
STJIOZL,O,O,X,X,X,X
STJLIZO,O,X,O,O,O,O
STJLIOZ,O,X,O,X,O,O
STJLZIO,O,X,O,O,O,O
STJLZOI,O,X,O,O,O,X
STJLOIZ,O,X,O,X,O,O
STJLOZI,O,X,O,X,O,X
STJZILO,O,X,X,O,O,O
STJZIOL,O,O,X,X,X,X
STJZLIO,O,X,O,O,O,O
STJZLOI,O,X,O,O,O,X
STJZOIL,O,O,X,X,X,X
STJZOLI,O,O,O,O,O,X
STJOILZ,O,O,X,X,X,O
STJOIZL,O,O,X,X,X,X
STJOLIZ,O,O,O,X,O,O
STJOLZI,O,O,O,X,O,X
STJOZIL,O,O,X,X,X,X
STJOZLI,O,O,O,X,O,X
STZILJO,O,X,X,O,O,O
STZILOJ,O,X,X,O,O,X
STZIJLO,O,X,X,O,X,O
STZIJOL,O,O,X,X,X,X
STZIOLJ,O,O,X,X,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,X,O,O,O,O
STZLIOJ,O,X,X,O,O,X
STZLJIO,O,X,O,O,O,O
STZLJOI,O,X,O,O,O,X
STZLOIJ,O,X,X,O,O,X
STZLOJI,O,X,X,O,O,X
STZJILO,O,X,X,O,O,O
STZJIOL,O,O,X,X,X,X
STZJLIO,O,X,O,O,O,O
STZJLOI,O,X,O,O,O,X
STZJOIL,O,O,X,X,X,X
STZJOLI,O,O,O,O,O,X
STZOILJ,O,O,X,X,X,X
STZOIJL,O,O,X,X,X,X
STZOLIJ,O,O,X,O,O,X
STZOLJI,O,O,X,O,O,X
STZOJIL,O,O,X,X,X,X
STZOJLI,O,O,X,O,X,X
STOILJZ,O,O,X,X,X,O
STOILZJ,O,O,X,X,X,X
STOIJLZ,O,O,X,X,X,O
STOIJZL,O,O,X,X,X,X
STOIZLJ,O,O,X,X,X,X
STOIZJL,O,O,X,X,X,X
STOLIJZ,O,O,X,X,O,O
STOLIZJ,O,O,X,O,O,X
STOLJIZ,O,O,X,X,O,O
STOLJZI,O,O,X,X,O,X
STOLZIJ,O,O,X,O,O,X
STOLZJI,O,O,X,O,O,X
STOJILZ,O,O,X,X,X,O
STOJIZL,O,O,X,X,X,X
STOJLIZ,O,O,X,X,O,O
STOJLZI,O,O,X,X,O,X
STOJZIL,O,O,X,X,X,X
STOJZLI,O,O,X,X,O,X
STOZILJ,O,O,X,X,X,X
STOZIJL,O,O,X,X,X,X
STOZLIJ,O,O,X,O,O,X
STOZLJI,O,O,X,O,O,X
STOZJIL,O,O,X,X,X,X
STOZJLI,O,O,X,O,X,X
SITLJZO,O,X,X,O,O,O
SITLJOZ,O,X,X,X,O,O
SITLZJO,O,X,X,O,O,O
SITLZOJ,O,X,X,O,O,X
SITLOJZ,O,X,X,X,O,O
SITLOZJ,O,X,X,O,O,X
SITJLZO,O,X,X,X,O,O
SITJLOZ,O,X,X,X,O,O
SITJZLO,O,X,X,X,O,O
SITJZOL,O,O,X,X,X,X
SITJOLZ,O,O,X,X,X,O
SITJOZL,O,O,X,X,X,X
SITZLJO,O,X,X,O,O,O
SITZLOJ,O,X,X,O,O,X
SITZJLO,O,X,X,O,X,O
SITZJOL,O,O,X,X,X,X
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,O,O,X,X,X,O
SITOLZJ,O,O,X,X,X,X
SITOJLZ,O,O,X,X,X,O
SITOJZL,O,O,X,X,X,X
SITOZLJ,O,O,X,X,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,O,X,X,O,O,O
SILTJOZ,O,X,X,X,O,O
SILTZJO,O,X,X,O,O,O
SILTZOJ,O,X,X,O,O,X
SILTOJZ,O,X,X,X,O,O
SILTOZJ,O,X,X,O,O,X
SILJTZO,O,X,X,O,O,O
SILJTOZ,O,X,X,X,O,O
SILJZTO,X,X,X,O,O,O
SILJZOT,X,X,X,O,O,X
SILJOTZ,O,O,X,X,O,O
SILJOZT,X,O,X,X,O,X
SILZTJO,X,X,X,O,O,O
SILZTOJ,X,X,X,O,O,X
SILZJTO,X,X,X,O,O,O
SILZJOT,X,X,X,O,O,X
SILZOTJ,X,X,X,O,O,X
SILZOJT,X,X,X,O,O,X
SILOTJZ,O,O,X,X,O,O
SILOTZJ,O,O,X,O,O,X
SILOJTZ,O,O,X,X,O,O
SILOJZT,X,O,X,X,O,X
SILOZTJ,X,O,X,O,O,X
SILOZJT,X,O,X,O,O,X
SIJTLZO,O,X,X,X,O,O
SIJTLOZ,O,X,X,X,O,O
SIJTZLO,O,X,X,X,O,O
SIJTZOL,O,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,O
SIJTOZL,O,O,X,X,X,X
SIJLTZO,O,X,X,X,O,O
SIJLTOZ,O,X,X,X,O,O
SIJLZTO,X,X,X,X,O,O
SIJLZOT,X,X,X,X,O,X
SIJLOTZ,O,O,X,X,O,O
SIJLOZT,X,O,X,X,O,X
SIJZTLO,O,X,X,X,O,O
SIJZTOL,O,O,X,X,X,X
SIJZLTO,X,X,X,X,O,O
SIJZLOT,X,X,X,X,O,X
SIJZOTL,O,O,X,X,X,X
SIJZOLT,X,O,X,X,X,X
SIJOTLZ,O,O,X,X,X,O
SIJOTZL,O,O,X,X,X,X
SIJOLTZ,O,O,X,X,X,O
SIJOLZT,X,O,X,X,X,X
SIJOZTL,O,O,X,X,X,X
SIJOZLT,X,O,X,X,X,X
SIZTLJO,O,X,X,O,O,O
SIZTLOJ,O,X,X,O,O,X
SIZTJLO,O,X,X,O,X,O
SIZTJOL,O,O,X,X,X,X
SIZTOLJ,O,O,X,X,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,X,X,X,O,O,O
SIZLTOJ,X,X,X,O,O,X
SIZLJTO,X,X,X,O,O,O
SIZLJOT,X,X,X,O,O,X
SIZLOTJ,X,X,X,O,O,X
SIZLOJT,X,X,X,O,O,X
SIZJTLO,O,X,X,O,O,O
SIZJTOL,O,O,X,X,X,X
SIZJLTO,X,X,X,O,O,O
SIZJLOT,X,X,X,O,O,X
SIZJOTL,O,O,X,X,X,X
SIZJOLT,X,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X
SIZOTJL,O,O,X,X,X,X
SIZOLTJ,X,O,X,X,X,X
SIZOLJT,X,O,X,X,X,X
SIZOJTL,O,O,X,X,X,X
SIZOJLT,X,O,X,X,X,X
SIOTLJZ,O,O,X,X,X,O
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,O,O,X,X,X,O
SIOTJZL,O,O,X,X,X,X
SIOTZLJ,O,O,X,X,X,X
SIOTZJL,O,O,X,X,X,X
SIOLTJZ,O,O,X,X,X,O
SIOLTZJ,O,O,X,X,X,X
SIOLJTZ,O,O,X,X,X,O
SIOLJZT,X,O,X,X,X,X
SIOLZTJ,X,O,X,X,X,X
SIOLZJT,X,O,X,X,X,X
SIOJTLZ,O,O,X,X,X,O
SIOJTZL,O,O,X,X,X,X
SIOJLTZ,O,O,X,X,X,O
SIOJLZT,X,O,X,X,X,X
SIOJZTL,O,O,X,X,X,X
SIOJZLT,X,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X
SIOZTJL,O,O,X,X,X,X
SIOZLTJ,X,O,X,X,X,X
SIOZLJT,X,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X
SIOZJLT,X,O,X,X,X,X
SLTIJZO,O,X,O,O,O,O
SLTIJOZ,O,X,O,X,O,O
SLTIZJO,O,X,O,O,O,O
SLTIZOJ,O,X,X,O,O,X
SLTIOJZ,O,X,X,X,O,O
SLTIOZJ,O,X,X,O,O,X
SLTJIZO,O,X,O,O,O,O
SLTJIOZ,O,X,O,X,O,O
SLTJZIO,O,X,O,O,O,O
SLTJZOI,O,X,O,O,O,X
SLTJOIZ,O,X,O,X,O,O
SLTJOZI,O,X,O,X,O,X
SLTZIJO,O,X,O,O,O,O
SLTZIOJ,O,X,X,O,O,X
SLTZJIO,O,X,O,O,O,O
SLTZJOI,O,X,O,O,O,X
SLTZOIJ,O,X,X,O,O,X
SLTZOJI,O,X,X,O,O,X
SLTOIJZ,O,X,X,X,O,O
SLTOIZJ,O,X,X,O,O,X
SLTOJIZ,O,X,X,X,O,O
SLTOJZI,O,X,X,X,O,X
SLTOZIJ,O,X,X,O,O,X
SLTOZJI,O,X,X,O,O,X
SLITJZO,O,X,O,O,O,O
SLITJOZ,O,X,O,X,O,O
SLITZJO,O,X,O,O,O,O
SLITZOJ,O,X,X,O,O,X
SLITOJZ,O,X,X,X,O,O
SLITOZJ,O,X,X,O,O,X
SLIJTZO,O,X,O,O,O,O
SLIJTOZ,O,X,O,X,O,O
SLIJZTO,X,X,O,O,O,O
SLIJZOT,X,X,O,O,O,X
SLIJOTZ,O,O,O,X,O,O
SLIJOZT,X,O,O,X,O,X
SLIZTJO,X,X,O,O,O,O
SLIZTOJ,X,X,X,O,O,X
SLIZJTO,X,X,O,O,O,O
SLIZJOT,X,X,O,O,O,X
SLIZOTJ,X,X,X,O,O,X
SLIZOJT,X,X,O,O,O,X
SLIOTJZ,O,O,X,X,O,O
SLIOTZJ,O,O,X,O,O,X
SLIOJTZ,O,O,O,X,O,O
SLIOJZT,X,O,O,X,O,X
SLIOZTJ,X,O,X,O,O,X
SLIOZJT,X,O,O,O,O,X
SLJTIZO,O,X,O,O,O,O
SLJTIOZ,O,X,O,X,O,O
SLJTZIO,O,X,O,O,O,O
SLJTZOI,O,X,O,O,O,X
SLJTOIZ,O,X,O,X,O,O
SLJTOZI,O,X,O,X,O,X
SLJITZO,O,X,O,O,O,O
SLJITOZ,O,X,O,X,O,O
SLJIZTO,X,X,O,O,O,O
SLJIZOT,X,X,O,O,O,X
SLJIOTZ,O,O,O,X,O,O
SLJIOZT,X,O,O,X,O,X
SLJZTIO,X,X,O,O,O,O
SLJZTOI,X,X,O,O,O,X
SLJZITO,X,X,O,O,O,O
SLJZIOT,X,X,O,O,O,X
SLJZOTI,X,X,O,O,O,X
SLJZOIT,X,X,O,O,O,X
SLJOTIZ,O,O,O,X,O,O
SLJOTZI,O,O,O,X,O,X
SLJOITZ,O,O,O,X,O,O
SLJOIZT,X,O,O,X,O,X
SLJOZTI,X,O,O,X,O,X
SLJOZIT,X,O,O,X,O,X
SLZTIJO,X,X,O,O,O,O
SLZTIOJ,X,X,X,O,O,X
SLZTJIO,X,X,O,O,O,O
SLZTJOI,X,X,O,O,O,X
SLZTOIJ,X,X,X,O,O,X
SLZTOJI,X,X,X,O,O,X
SLZITJO,X,X,O,O,O,O
SLZITOJ,X,X,X,O,O,X
SLZIJTO,X,X,O,O,O,O
SLZIJOT,X,X,O,O,O,X
SLZIOTJ,X,X,X,O,O,X
SLZIOJT,X,X,O,O,O,X
SLZJTIO,X,X,O,O,O,O
SLZJTOI,X,X,O,O,O,X
SLZJITO,X,X,O,O,O,O
SLZJIOT,X,X,O,O,O,X
SLZJOTI,X,X,O,O,O,X
SLZJOIT,X,X,O,O,O,X
SLZOTIJ,X,X,X,O,O,X
SLZOTJI,X,X,X,O,O,X
SLZOITJ,X,X,X,O,O,X
SLZOIJT,X,X,O,O,O,X
SLZOJTI,X,X,O,O,O,X
SLZOJIT,X,X,O,O,O,X
SLOTIJZ,O,O,X,X,O,O
SLOTIZJ,O,O,X,O,O,X
SLOTJIZ,O,O,X,X,O,O
SLOTJZI,O,O,X,X,O,X
SLOTZIJ,O,O,X,O,O,X
SLOTZJI,O,O,X,O,O,X
SLOITJZ,O,O,X,X,O,O
SLOITZJ,O,O,X,O,O,X
SLOIJTZ,O,O,O,X,O,O
SLOIJZT,X,O,O,X,O,X
SLOIZTJ,X,O,X,O,O,X
SLOIZJT,X,O,O,O,O,X
SLOJTIZ,O,O,O,X,O,O
SLOJTZI,O,O,O,X,O,X
SLOJITZ,O,O,O,X,O,O
SLOJIZT,X,O,O,X,O,X
SLOJZTI,X,O,O,X,O,X
SLOJZIT,X,O,O,X,O,X
SLOZTIJ,X,O,X,O,O,X
SLOZTJI,X,O,X,O,O,X
SLOZITJ,X,O,X,O,O,X
SLOZIJT,X,O,O,O,O,X
SLOZJTI,X,O,O,O,O,X
SLOZJIT,X,O,O,O,O,X
SJTILZO,O,X,X,X,O,O
SJTILOZ,O,X,X,X,O,O
SJTIZLO,O,X,X,X,O,O
SJTIZOL,O,O,X,X,X,X
SJTIOLZ,O,O,X,X,X,O
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,X,O,O,O,O
SJTLIOZ,O,X,O,X,O,O
SJTLZIO,O,X,O,O,O,O
SJTLZOI,O,X,O,O,O,X
SJTLOIZ,O,X,O,X,O,O
SJTLOZI,O,X,O,X,O,X
SJTZILO,O,X,X,O,O,O
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,X,O,O,O,O
SJTZLOI,O,X,O,O,O,X
SJTZOIL,O,O,X,X,X,X
SJTZOLI,O,O,O,O,O,X
SJTOILZ,O,O,X,X,X,O
SJTOIZL,O,O,X,X,X,X
SJTOLIZ,O,O,O,X,O,O
SJTOLZI,O,O,O,X,O,X
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,O,X,O,X
SJITLZO,O,X,X,X,O,O
SJITLOZ,O,X,X,X,O,O
SJITZLO,O,X,X,X,O,O
SJITZOL,O,O,X,X,X,X
SJITOLZ,O,O,X,X,X,O
SJITOZL,O,O,X,X,X,X
SJILTZO,O,X,X,X,O,O
SJILTOZ,O,X,X,X,O,O
SJILZTO,X,X,X,X,O,O
SJILZOT,X,X,X,X,O,X
SJILOTZ,O,O,X,X,O,O
SJILOZT,X,O,X,X,O,X
SJIZTLO,O,X,X,X,O,O
SJIZTOL,O,O,X,X,X,X
SJIZLTO,X,X,X,X,O,O
SJIZLOT,X,X,X,X,O,X
SJIZOTL,O,O,X,X,X,X
SJIZOLT,X,O,X,X,X,X
SJIOTLZ,O,O,X,X,X,O
SJIOTZL,O,O,X,X,X,X
SJIOLTZ,O,O,X,X,X,O
SJIOLZT,X,O,X,X,X,X
SJIOZTL,O,O,X,X,X,X
SJIOZLT,X,O,X,X,X,X
SJLTIZO,O,X,O,O,O,O
SJLTIOZ,O,X,O,X,O,O
SJLTZIO,O,X,O,O,O,O
SJLTZOI,O,X,O,O,O,X
SJLTOIZ,O,X,O,X,O,O
SJLTOZI,O,X,O,X,O,X
SJLITZO,O,X,O,O,O,O
SJLITOZ,O,X,O,X,O,O
SJLIZTO,X,X,O,O,O,O
SJLIZOT,X,X,O,O,O,X
SJLIOTZ,O,O,O,X,O,O
SJLIOZT,X,O,O,X,O,X
SJLZTIO,X,X,O,O,O,O
SJLZTOI,X,X,O,O,O,X
SJLZITO,X,X,O,O,O,O
SJLZIOT,X,X,O,O,O,X
SJLZOTI,X,X,O,O,O,X
SJLZOIT,X,X,O,O,O,X
SJLOTIZ,O,O,O,X,O,O
SJLOTZI,O,O,O,X,O,X
SJLOITZ,O,O,O,X,O,O
SJLOIZT,X,O,O,X,O,X
SJLOZTI,X,O,O,X,O,X
SJLOZIT,X,O,O,X,O,X
SJZTILO,O,X,X,O,O,O
SJZTIOL,O,O,X,X,X,X
SJZTLIO,O,X,O,O,O,O
SJZTLOI,O,X,O,O,O,X
SJZTOIL,O,O,X,X,X,X
SJZTOLI,O,O,O,O,O,X
SJZITLO,O,X,X,O,O,O
SJZITOL,O,O,X,X,X,X
SJZILTO,X,X,X,O,O,O
SJZILOT,X,X,X,O,O,X
SJZIOTL,O,O,X,X,X,X
SJZIOLT,X,O,X,X,X,X
SJZLTIO,X,X,O,O,O,O
SJZLTOI,X,X,O,O,O,X
SJZLITO,X,X,O,O,O,O
SJZLIOT,X,X,O,O,O,X
SJZLOTI,X,X,O,O,O,X
SJZLOIT,X,X,O,O,O,X
SJZOTIL,O,O,X,X,X,X
SJZOTLI,O,O,O,O,O,X
SJZOITL,O,O,X,X,X,X
SJZOILT,X,O,X,X,X,X
SJZOLTI,X,O,O,O,O,X
SJZOLIT,X,O,O,O,O,X
SJOTILZ,O,O,X,X,X,O
SJOTIZL,O,O,X,X,X,X
SJOTLIZ,O,O,O,X,O,O
SJOTLZI,O,O,O,X,O,X
SJOTZIL,O,O,X,X,X,X
SJOTZLI,O,O,O,X,O,X
SJOITLZ,O,O,X,X,X,O
SJOITZL,O,O,X,X,X,X
SJOILTZ,O,O,X,X,X,O
SJOILZT,X,O,X,X,X,X
SJOIZTL,O,O,X,X,X,X
SJOIZLT,X,O,X,X,X,X
SJOLTIZ,O,O,O,X,O,O
SJOLTZI,O,O,O,X,O,X
SJOLITZ,O,O,O,X,O,O
SJOLIZT,X,O,O,X,O,X
SJOLZTI,X,O,O,X,O,X
SJOLZIT,X,O,O,X,O,X
SJOZTIL,O,O,X,X,X,X
SJOZTLI,O,O,O,X,O,X
SJOZITL,O,O,X,X,X,X
SJOZILT,X,O,X,X,X,X
SJOZLTI,X,O,O,X,O,X
SJOZLIT,X,O,O,X,O,X
SZTILJO,O,X,X,O,O,O
SZTILOJ,O,X,X,O,O,X
SZTIJLO,O,X,X,O,X,O
SZTIJOL,O,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,X,O,O,O,O
SZTLIOJ,O,X,X,O,O,X
SZTLJIO,O,X,O,O,O,O
SZTLJOI,O,X,O,O,O,X
SZTLOIJ,O,X,X,O,O,X
SZTLOJI,O,X,X,O,O,X
SZTJILO,O,X,X,O,O,O
SZTJIOL,O,O,X,X,X,X
SZTJLIO,O,X,O,O,O,O
SZTJLOI,O,X,O,O,O,X
SZTJOIL,O,O,X,X,X,X
SZTJOLI,O,O,O,O,O,X
SZTOILJ,O,O,X,X,X,X
SZTOIJL,O,O,X,X,X,X
SZTOLIJ,O,O,X,O,O,X
SZTOLJI,O,O,X,O,O,X
SZTOJIL,O,O,X,X,X,X
SZTOJLI,O,O,X,O,X,X
SZITLJO,O,X,X,O,O,O
SZITLOJ,O,X,X,O,O,X
SZITJLO,O,X,X,O,X,O
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,O,X,X,X,X
