sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
JTZISLO,O,O,O,X,O,O,O,O
JTZISOL,O,O,O,X,O,O,O,O
JTZIOLS,O,O,O,X,O,O,O,X
JTZIOSL,O,O,O,X,O,O,O,X
JTZLISO,O,O,O,X,O,O,O,O
JTZLIOS,O,O,O,X,X,O,O,X
JTZLSIO,O,O,O,X,O,O,O,O
JTZLSOI,O,O,O,X,O,O,O,O
JTZLOIS,O,O,O,X,X,O,O,X
JTZLOSI,O,O,O,X,X,O,O,X
JTZSILO,O,O,O,X,O,O,O,O
JTZSIOL,O,O,O,X,O,O,O,O
JTZSLIO,O,O,O,X,O,O,O,O
JTZSLOI,O,O,O,X,O,O,O,O
JTZSOIL,O,O,O,X,O,O,O,O
JTZSOLI,O,O,O,X,O,O,O,O
JTZOILS,O,O,O,X,O,O,O,X
JTZOISL,O,O,O,X,O,O,O,X
JTZOLIS,O,O,O,X,O,O,O,X
JTZOLSI,O,O,O,X,O,O,O,X
JTZOSIL,O,O,O,X,O,O,O,X
JTZOSLI,O,O,O,X,O,O,O,X
JTOILSZ,X,X,O,O,O,X,O,O
JTOILZS,X,X,O,O,O,O,O,X
JTOISLZ,O,O,O,O,O,X,O,O
JTOISZL,O,O,O,O,O,X,O,O
JTOIZLS,O,O,O,X,O,O,O,X
JTOIZSL,O,O,O,X,O,O,O,X
JTOLISZ,X,X,O,O,O,X,O,O
JTOLIZS,X,X,O,O,O,O,O,X
JTOLSIZ,X,X,O,O,O,X,O,O
JTOLSZI,X,X,O,O,O,X,O,O
JTOLZIS,X,X,O,O,O,O,O,X
JTOLZSI,X,X,O,O,O,O,O,X
JTOSILZ,O,O,O,O,O,X,O,O
JTOSIZL,O,O,O,O,O,X,O,O
JTOSLIZ,O,O,O,O,O,X,O,O
JTOSLZI,O,O,O,O,O,X,O,O
JTOSZIL,O,O,O,O,O,X,O,O
JTOSZLI,O,O,O,O,O,X,O,O
JTOZILS,O,O,O,X,O,O,O,X
JTOZISL,O,O,O,X,O,O,O,X
JTOZLIS,O,O,O,X,O,O,O,X
JTOZLSI,O,O,O,X,O,O,O,X
JTOZSIL,O,O,O,X,O,O,O,X
JTOZSLI,O,O,O,X,O,O,O,X
JITLSZO,X,X,O,O,O,X,O,O
JITLSOZ,X,X,O,O,O,X,X,O
JITLZSO,X,X,O,O,O,O,O,O
JITLZOS,X,X,O,O,X,O,O,X
JITLOSZ,X,X,O,O,O,X,O,O
JITLOZS,X,X,O,O,O,O,O,X
JITSLZO,O,O,O,O,O,X,O,O
JITSLOZ,O,O,O,O,O,X,X,O
JITSZLO,O,O,O,O,O,X,O,O
JITSZOL,O,O,O,O,O,X,O,O
JITSOLZ,O,O,O,O,O,X,O,O
JITSOZL,O,O,O,O,O,X,O,O
JITZLSO,O,O,O,X,O,O,O,O
JITZLOS,O,O,O,X,X,O,O,X
JITZSLO,O,O,O,X,O,O,O,O
JITZSOL,O,O,O,X,O,O,O,O
JITZOLS,O,O,O,X,O,O,O,X
JITZOSL,O,O,O,X,O,O,O,X
JITOLSZ,X,X,O,O,O,X,O,O
JITOLZS,X,X,O,O,O,O,O,X
JITOSLZ,O,O,O,O,O,X,O,O
JITOSZL,O,O,O,O,O,X,O,O
JITOZLS,O,O,O,X,O,O,O,X
JITOZSL,O,O,O,X,O,O,O,X
JILTSZO,X,X,O,O,O,X,O,X
JILTSOZ,X,X,O,O,O,X,X,X
JILTZSO,X,X,O,O,O,X,O,X
JILTZOS,X,X,O,O,X,X,O,X
JILTOSZ,X,X,O,O,O,X,O,X
JILTOZS,X,X,O,O,O,X,O,X
JILSTZO,O,X,O,O,O,X,O,X
JILSTOZ,O,X,O,O,O,X,X,X
JILSZTO,O,X,O,O,O,X,O,X
JILSZOT,O,X,X,O,O,X,O,X
JILSOTZ,X,X,X,O,O,X,O,X
JILSOZT,X,X,X,O,O,X,O,X
JILZTSO,O,X,X,O,O,X,O,X
JILZTOS,X,X,X,O,X,X,O,X
JILZSTO,O,X,X,O,O,X,O,X
JILZSOT,O,X,X,O,O,X,O,X
JILZOTS,X,X,X,O,X,X,O,X
JILZOST,O,X,X,O,X,X,O,X
JILOTSZ,X,X,O,O,O,X,O,X
JILOTZS,X,X,O,O,O,X,O,X
JILOSTZ,X,X,O,O,O,X,O,X
JILOSZT,X,X,O,O,O,X,O,X
JILOZTS,X,X,X,O,O,X,O,X
JILOZST,X,X,X,O,O,X,O,X
JISTLZO,O,O,O,O,O,X,O,O
JISTLOZ,O,O,O,O,O,X,X,O
JISTZLO,O,O,O,O,O,X,O,O
JISTZOL,O,O,O,O,O,X,O,O
JISTOLZ,O,O,O,O,O,X,O,O
JISTOZL,O,O,O,O,O,X,O,O
JISLTZO,O,O,O,O,O,X,O,X
JISLTOZ,O,O,O,O,O,X,X,X
JISLZTO,O,O,O,O,O,X,O,X
JISLZOT,O,O,X,O,O,X,O,X
JISLOTZ,X,X,X,O,O,X,O,X
JISLOZT,X,X,X,O,O,X,O,X
JISZTLO,O,O,O,O,O,X,O,X
JISZTOL,O,O,O,O,O,X,O,X
JISZLTO,O,O,O,O,O,X,O,X
JISZLOT,O,O,X,O,O,X,O,X
JISZOTL,O,O,O,O,O,X,O,X
JISZOLT,O,O,O,O,O,X,O,X
JISOTLZ,X,X,O,O,O,X,O,O
JISOTZL,X,X,O,O,O,X,O,O
JISOLTZ,X,X,O,O,O,X,O,X
JISOLZT,X,X,O,O,O,X,O,X
JISOZTL,X,X,O,O,O,X,O,X
JISOZLT,X,X,O,O,O,X,O,X
JIZTLSO,O,O,X,X,O,O,O,X
JIZTLOS,O,O,X,X,X,O,O,X
JIZTSLO,O,O,X,X,O,O,O,X
JIZTSOL,O,O,X,X,O,O,O,X
JIZTOLS,O,O,X,X,O,O,O,X
JIZTOSL,O,O,X,X,O,O,O,X
JIZLTSO,O,O,X,O,O,O,O,X
JIZLTOS,O,O,X,O,X,O,O,X
JIZLSTO,O,O,X,O,O,X,O,X
JIZLSOT,O,O,X,O,O,X,O,X
JIZLOTS,X,X,X,O,X,O,O,X
JIZLOST,O,X,X,O,X,X,O,X
JIZSTLO,O,O,X,O,O,O,O,X
JIZSTOL,O,O,X,O,O,O,O,X
JIZSLTO,O,O,X,O,O,X,O,X
JIZSLOT,O,O,X,O,O,X,O,X
JIZSOTL,O,O,X,O,O,O,O,X
JIZSOLT,O,O,X,O,O,X,O,X
JIZOTLS,O,O,X,X,O,O,O,X
JIZOTSL,O,O,X,X,O,O,O,X
JIZOLTS,X,X,X,O,O,O,O,X
JIZOLST,O,X,X,O,O,X,O,X
JIZOSTL,O,O,X,O,O,O,O,X
JIZOSLT,O,O,X,O,O,X,O,X
JIOTLSZ,X,X,O,O,O,X,O,X
JIOTLZS,X,X,O,O,O,O,O,X
JIOTSLZ,X,X,O,O,O,X,O,X
JIOTSZL,X,X,O,O,O,X,O,X
JIOTZLS,X,X,O,X,O,O,O,X
JIOTZSL,X,X,O,X,O,O,O,X
JIOLTSZ,X,X,O,O,O,X,O,X
JIOLTZS,X,X,O,O,O,X,O,X
JIOLSTZ,X,X,O,O,O,X,O,X
JIOLSZT,X,X,O,O,O,X,O,X
JIOLZTS,X,X,X,O,O,X,O,X
JIOLZST,X,X,X,O,O,X,O,X
JIOSTLZ,X,X,O,O,O,X,O,O
JIOSTZL,X,X,O,O,O,X,O,O
JIOSLTZ,X,X,O,O,O,X,O,X
JIOSLZT,X,X,O,O,O,X,O,X
JIOSZTL,X,X,O,O,O,X,O,X
JIOSZLT,X,X,O,O,O,X,O,X
JIOZTLS,X,X,X,X,O,O,O,X
JIOZTSL,X,X,X,X,O,O,O,X
JIOZLTS,X,X,X,O,O,O,O,X
JIOZLST,X,X,X,O,O,X,O,X
JIOZSTL,X,X,X,O,O,O,O,X
JIOZSLT,X,X,X,O,O,X,O,X
JLTISZO,X,X,O,O,O,X,O,X
JLTISOZ,X,X,O,O,O,X,X,X
JLTIZSO,X,X,O,O,O,X,O,X
JLTIZOS,X,X,O,O,X,X,O,X
JLTIOSZ,X,X,O,O,O,X,O,X
JLTIOZS,X,X,O,O,O,X,O,X
JLTSIZO,X,X,O,O,O,X,O,X
JLTSIOZ,X,X,O,O,O,X,X,X
JLTSZIO,X,X,O,O,O,X,O,X
JLTSZOI,X,X,O,O,O,X,O,X
JLTSOIZ,X,X,O,O,O,X,X,X
JLTSOZI,X,X,O,O,O,X,X,X
JLTZISO,X,X,O,O,O,X,O,X
JLTZIOS,X,X,O,O,X,X,O,X
JLTZSIO,X,X,O,O,O,X,O,X
JLTZSOI,X,X,O,O,O,X,O,X
JLTZOIS,X,X,O,O,X,X,O,X
JLTZOSI,X,X,O,O,X,X,O,X
JLTOISZ,X,X,O,O,O,X,O,X
JLTOIZS,X,X,O,O,O,X,O,X
JLTOSIZ,X,X,O,O,O,X,O,X
JLTOSZI,X,X,O,O,O,X,O,X
JLTOZIS,X,X,O,O,O,X,O,X
JLTOZSI,X,X,O,O,O,X,O,X
JLITSZO,X,X,O,O,O,X,O,X
JLITSOZ,X,X,O,O,O,X,X,X
JLITZSO,X,X,O,O,O,X,O,X
JLITZOS,X,X,O,O,X,X,O,X
JLITOSZ,X,X,O,O,O,X,O,X
JLITOZS,X,X,O,O,O,X,O,X
JLISTZO,O,X,O,O,O,X,O,X
JLISTOZ,O,X,O,O,O,X,X,X
JLISZTO,O,X,O,O,O,X,O,X
JLISZOT,O,X,X,O,O,X,O,X
JLISOTZ,X,X,X,O,O,X,O,X
JLISOZT,X,X,X,O,O,X,O,X
JLIZTSO,O,X,X,O,O,X,O,X
JLIZTOS,X,X,X,O,X,X,O,X
JLIZSTO,O,X,X,O,O,X,O,X
JLIZSOT,O,X,X,O,O,X,O,X
JLIZOTS,X,X,X,O,X,X,O,X
JLIZOST,O,X,X,O,X,X,O,X
JLIOTSZ,X,X,O,O,O,X,O,X
JLIOTZS,X,X,O,O,O,X,O,X
JLIOSTZ,X,X,O,O,O,X,O,X
JLIOSZT,X,X,O,O,O,X,O,X
JLIOZTS,X,X,X,O,O,X,O,X
JLIOZST,X,X,X,O,O,X,O,X
JLSTIZO,O,X,O,O,O,X,O,X
JLSTIOZ,O,X,O,O,O,X,X,X
JLSTZIO,O,X,O,O,O,X,O,X
JLSTZOI,O,X,O,O,O,X,O,X
JLSTOIZ,O,X,O,O,O,X,X,X
JLSTOZI,O,X,O,O,O,X,X,X
JLSITZO,O,X,O,O,O,X,O,X
JLSITOZ,O,X,O,O,O,X,X,X
JLSIZTO,O,X,O,O,O,X,O,X
JLSIZOT,O,X,X,O,O,X,O,X
JLSIOTZ,X,X,X,O,O,X,O,X
JLSIOZT,X,X,X,O,O,X,O,X
JLSZTIO,O,X,O,O,O,X,O,X
JLSZTOI,O,X,O,O,O,X,O,X
JLSZITO,O,X,O,O,O,X,O,X
JLSZIOT,O,X,X,O,O,X,O,X
JLSZOTI,O,X,X,O,O,X,O,X
JLSZOIT,O,X,X,O,O,X,O,X
JLSOTIZ,X,X,X,O,O,X,O,X
JLSOTZI,X,X,X,O,O,X,O,X
JLSOITZ,X,X,X,O,O,X,O,X
JLSOIZT,X,X,X,O,O,X,O,X
JLSOZTI,X,X,X,O,O,X,O,X
JLSOZIT,X,X,X,O,O,X,O,X
JLZTISO,O,X,X,O,O,X,O,X
JLZTIOS,X,X,X,O,X,X,O,X
JLZTSIO,O,X,X,O,O,X,O,X
JLZTSOI,O,X,X,O,O,X,O,X
JLZTOIS,X,X,X,O,X,X,O,X
JLZTOSI,X,X,X,O,X,X,O,X
JLZITSO,O,X,X,O,O,X,O,X
JLZITOS,X,X,X,O,X,X,O,X
JLZISTO,O,X,X,O,O,X,O,X
JLZISOT,O,X,X,O,O,X,O,X
JLZIOTS,X,X,X,O,X,X,O,X
JLZIOST,O,X,X,O,X,X,O,X
JLZSTIO,O,X,X,O,O,X,O,X
JLZSTOI,O,X,X,O,O,X,O,X
JLZSITO,O,X,X,O,O,X,O,X
JLZSIOT,O,X,X,O,O,X,O,X
JLZSOTI,O,X,X,O,O,X,O,X
JLZSOIT,O,X,X,O,O,X,O,X
JLZOTIS,X,X,X,O,X,X,O,X
JLZOTSI,X,X,X,O,X,X,O,X
JLZOITS,X,X,X,O,X,X,O,X
JLZOIST,O,X,X,O,X,X,O,X
JLZOSTI,O,X,X,O,X,X,O,X
JLZOSIT,O,X,X,O,X,X,O,X
JLOTISZ,X,X,O,O,O,X,O,X
JLOTIZS,X,X,O,O,O,X,O,X
JLOTSIZ,X,X,O,O,O,X,O,X
JLOTSZI,X,X,O,O,O,X,O,X
JLOTZIS,X,X,O,O,O,X,O,X
JLOTZSI,X,X,O,O,O,X,O,X
JLOITSZ,X,X,O,O,O,X,O,X
JLOITZS,X,X,O,O,O,X,O,X
JLOISTZ,X,X,O,O,O,X,O,X
JLOISZT,X,X,O,O,O,X,O,X
JLOIZTS,X,X,X,O,O,X,O,X
JLOIZST,X,X,X,O,O,X,O,X
JLOSTIZ,X,X,O,O,O,X,O,X
JLOSTZI,X,X,O,O,O,X,O,X
JLOSITZ,X,X,O,O,O,X,O,X
JLOSIZT,X,X,O,O,O,X,O,X
JLOSZTI,X,X,O,O,O,X,O,X
JLOSZIT,X,X,O,O,O,X,O,X
JLOZTIS,X,X,X,O,O,X,O,X
JLOZTSI,X,X,X,O,O,X,O,X
JLOZITS,X,X,X,O,O,X,O,X
JLOZIST,X,X,X,O,O,X,O,X
JLOZSTI,X,X,X,O,O,X,O,X
JLOZSIT,X,X,X,O,O,X,O,X
JSTILZO,O,O,O,O,O,X,O,O
JSTILOZ,O,O,O,O,O,X,X,O
JSTIZLO,O,O,O,O,O,X,O,O
JSTIZOL,O,O,O,O,O,X,O,O
JSTIOLZ,O,O,O,O,O,X,O,O
JSTIOZL,O,O,O,O,O,X,O,O
JSTLIZO,O,O,O,O,O,X,O,O
JSTLIOZ,O,O,O,O,O,X,X,O
JSTLZIO,O,O,O,O,O,X,O,O
JSTLZOI,O,O,O,O,O,X,O,O
JSTLOIZ,O,O,O,O,O,X,X,O
JSTLOZI,O,O,O,O,O,X,X,O
JSTZILO,O,O,O,O,O,X,O,O
JSTZIOL,O,O,O,O,O,X,O,O
JSTZLIO,O,O,O,O,O,X,O,O
JSTZLOI,O,O,O,O,O,X,O,O
JSTZOIL,O,O,O,O,O,X,O,O
JSTZOLI,O,O,O,O,O,X,O,O
JSTOILZ,O,O,O,O,O,X,O,O
JSTOIZL,O,O,O,O,O,X,O,O
JSTOLIZ,O,O,O,O,O,X,O,O
JSTOLZI,O,O,O,O,O,X,O,O
JSTOZIL,O,O,O,O,O,X,O,O
JSTOZLI,O,O,O,O,O,X,O,O
JSITLZO,O,O,O,O,O,X,O,O
JSITLOZ,O,O,O,O,O,X,X,O
JSITZLO,O,O,O,O,O,X,O,O
JSITZOL,O,O,O,O,O,X,O,O
JSITOLZ,O,O,O,O,O,X,O,O
JSITOZL,O,O,O,O,O,X,O,O
JSILTZO,O,O,O,O,O,X,O,X
JSILTOZ,O,O,O,O,O,X,X,X
JSILZTO,O,O,O,O,O,X,O,X
JSILZOT,O,O,X,O,O,X,O,X
JSILOTZ,X,X,X,O,O,X,O,X
JSILOZT,X,X,X,O,O,X,O,X
JSIZTLO,O,O,O,O,O,X,O,X
JSIZTOL,O,O,O,O,O,X,O,X
JSIZLTO,O,O,O,O,O,X,O,X
JSIZLOT,O,O,X,O,O,X,O,X
JSIZOTL,O,O,O,O,O,X,O,X
JSIZOLT,O,O,O,O,O,X,O,X
JSIOTLZ,X,X,O,O,O,X,O,O
JSIOTZL,X,X,O,O,O,X,O,O
JSIOLTZ,X,X,O,O,O,X,O,X
JSIOLZT,X,X,O,O,O,X,O,X
JSIOZTL,X,X,O,O,O,X,O,X
JSIOZLT,X,X,O,O,O,X,O,X
JSLTIZO,O,O,O,O,O,X,O,X
JSLTIOZ,O,O,O,O,O,X,X,X
JSLTZIO,O,O,O,O,O,X,O,X
JSLTZOI,O,O,O,O,O,X,O,X
JSLTOIZ,O,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,O,X,X,X
JSLITZO,O,O,O,O,O,X,O,X
JSLITOZ,O,O,O,O,O,X,X,X
JSLIZTO,O,O,O,O,O,X,O,X
JSLIZOT,O,O,X,O,O,X,O,X
JSLIOTZ,X,X,X,O,O,X,O,X
JSLIOZT,X,X,X,O,O,X,O,X
JSLZTIO,O,O,O,O,O,X,O,X
JSLZTOI,O,O,O,O,O,X,O,X
JSLZITO,O,O,O,O,O,X,O,X
JSLZIOT,O,O,X,O,O,X,O,X
JSLZOTI,O,O,X,O,O,X,O,X
JSLZOIT,O,O,X,O,O,X,O,X
JSLOTIZ,X,X,X,O,O,X,O,X
JSLOTZI,X,X,X,O,O,X,O,X
JSLOITZ,X,X,X,O,O,X,O,X
JSLOIZT,X,X,X,O,O,X,O,X
JSLOZTI,X,X,X,O,O,X,O,X
JSLOZIT,X,X,X,O,O,X,O,X
JSZTILO,O,O,O,O,O,X,O,X
JSZTIOL,O,O,O,O,O,X,O,X
JSZTLIO,O,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,O,X,O,X
JSZTOIL,O,O,O,O,O,X,O,X
JSZTOLI,O,O,O,O,O,X,O,X
JSZITLO,O,O,O,O,O,X,O,X
JSZITOL,O,O,O,O,O,X,O,X
JSZILTO,O,O,O,O,O,X,O,X
JSZILOT,O,O,X,O,O,X,O,X
JSZIOTL,O,O,O,O,O,X,O,X
JSZIOLT,O,O,O,O,O,X,O,X
JSZLTIO,O,O,O,O,O,X,O,X
JSZLTOI,O,O,O,O,O,X,O,X
JSZLITO,O,O,O,O,O,X,O,X
JSZLIOT,O,O,X,O,O,X,O,X
JSZLOTI,O,O,X,O,O,X,O,X
JSZLOIT,O,O,X,O,O,X,O,X
JSZOTIL,O,O,O,O,O,X,O,X
JSZOTLI,O,O,O,O,O,X,O,X
JSZOITL,O,O,O,O,O,X,O,X
JSZOILT,O,O,O,O,O,X,O,X
JSZOLTI,O,O,O,O,O,X,O,X
JSZOLIT,O,O,O,O,O,X,O,X
JSOTILZ,X,X,O,O,O,X,O,O
JSOTIZL,X,X,O,O,O,X,O,O
JSOTLIZ,X,X,O,O,O,X,O,O
JSOTLZI,X,X,O,O,O,X,O,O
JSOTZIL,X,X,O,O,O,X,O,O
JSOTZLI,X,X,O,O,O,X,O,O
JSOITLZ,X,X,O,O,O,X,O,O
JSOITZL,X,X,O,O,O,X,O,O
JSOILTZ,X,X,O,O,O,X,O,X
JSOILZT,X,X,O,O,O,X,O,X
JSOIZTL,X,X,O,O,O,X,O,X
JSOIZLT,X,X,O,O,O,X,O,X
JSOLTIZ,X,X,O,O,O,X,O,X
JSOLTZI,X,X,O,O,O,X,O,X
JSOLITZ,X,X,O,O,O,X,O,X
JSOLIZT,X,X,O,O,O,X,O,X
JSOLZTI,X,X,O,O,O,X,O,X
JSOLZIT,X,X,O,O,O,X,O,X
JSOZTIL,X,X,O,O,O,X,O,X
JSOZTLI,X,X,O,O,O,X,O,X
JSOZITL,X,X,O,O,O,X,O,X
JSOZILT,X,X,O,O,O,X,O,X
JSOZLTI,X,X,O,O,O,X,O,X
JSOZLIT,X,X,O,O,O,X,O,X
JZTILSO,O,O,X,X,O,O,O,X
JZTILOS,O,O,X,X,X,O,O,X
JZTISLO,O,O,X,X,O,O,O,X
JZTISOL,O,O,X,X,O,O,O,X
JZTIOLS,O,O,X,X,O,O,O,X
JZTIOSL,O,O,X,X,O,O,O,X
JZTLISO,O,O,X,X,O,O,O,X
JZTLIOS,O,O,X,X,X,O,O,X
JZTLSIO,O,O,X,X,O,O,O,X
JZTLSOI,O,O,X,X,O,O,O,X
JZTLOIS,O,O,X,X,X,O,O,X
JZTLOSI,O,O,X,X,X,O,O,X
JZTSILO,O,O,X,X,O,O,O,X
JZTSIOL,O,O,X,X,O,O,O,X
JZTSLIO,O,O,X,X,O,O,O,X
JZTSLOI,O,O,X,X,O,O,O,X
JZTSOIL,O,O,X,X,O,O,O,X
JZTSOLI,O,O,X,X,O,O,O,X
JZTOILS,O,O,X,X,O,O,O,X
JZTOISL,O,O,X,X,O,O,O,X
JZTOLIS,O,O,X,X,O,O,O,X
JZTOLSI,O,O,X,X,O,O,O,X
JZTOSIL,O,O,X,X,O,O,O,X
JZTOSLI,O,O,X,X,O,O,O,X
JZITLSO,O,O,X,X,O,O,O,X
JZITLOS,O,O,X,X,X,O,O,X
JZITSLO,O,O,X,X,O,O,O,X
JZITSOL,O,O,X,X,O,O,O,X
JZITOLS,O,O,X,X,O,O,O,X
JZITOSL,O,O,X,X,O,O,O,X
JZILTSO,O,O,X,O,O,O,O,X
JZILTOS,O,O,X,O,X,O,O,X
JZILSTO,O,O,X,O,O,X,O,X
JZILSOT,O,O,X,O,O,X,O,X
JZILOTS,X,X,X,O,X,O,O,X
JZILOST,O,X,X,O,X,X,O,X
JZISTLO,O,O,X,O,O,O,O,X
JZISTOL,O,O,X,O,O,O,O,X
JZISLTO,O,O,X,O,O,X,O,X
JZISLOT,O,O,X,O,O,X,O,X
JZISOTL,O,O,X,O,O,O,O,X
JZISOLT,O,O,X,O,O,X,O,X
JZIOTLS,O,O,X,X,O,O,O,X
JZIOTSL,O,O,X,X,O,O,O,X
JZIOLTS,X,X,X,O,O,O,O,X
JZIOLST,O,X,X,O,O,X,O,X
JZIOSTL,O,O,X,O,O,O,O,X
JZIOSLT,O,O,X,O,O,X,O,X
JZLTISO,O,O,X,O,O,O,O,X
JZLTIOS,O,O,X,O,X,O,O,X
JZLTSIO,O,O,X,O,O,O,O,X
JZLTSOI,O,O,X,O,O,O,O,X
JZLTOIS,O,O,X,O,X,O,O,X
JZLTOSI,O,O,X,O,X,O,O,X
JZLITSO,O,O,X,O,O,O,O,X
JZLITOS,O,O,X,O,X,O,O,X
JZLISTO,O,O,X,O,O,X,O,X
JZLISOT,O,O,X,O,O,X,O,X
JZLIOTS,X,X,X,O,X,O,O,X
JZLIOST,O,X,X,O,X,X,O,X
JZLSTIO,O,O,X,O,O,X,O,X
JZLSTOI,O,O,X,O,O,X,O,X
JZLSITO,O,O,X,O,O,X,O,X
JZLSIOT,O,O,X,O,O,X,O,X
JZLSOTI,O,O,X,O,O,X,O,X
JZLSOIT,O,O,X,O,O,X,O,X
JZLOTIS,X,X,X,O,X,O,O,X
JZLOTSI,X,X,X,O,X,O,O,X
JZLOITS,X,X,X,O,X,O,O,X
JZLOIST,O,X,X,O,X,X,O,X
JZLOSTI,O,X,X,O,X,X,O,X
JZLOSIT,O,X,X,O,X,X,O,X
JZSTILO,O,O,X,O,O,O,O,X
JZSTIOL,O,O,X,O,O,O,O,X
JZSTLIO,O,O,X,O,O,O,O,X
JZSTLOI,O,O,X,O,O,O,O,X
JZSTOIL,O,O,X,O,O,O,O,X
JZSTOLI,O,O,X,O,O,O,O,X
JZSITLO,O,O,X,O,O,O,O,X
JZSITOL,O,O,X,O,O,O,O,X
JZSILTO,O,O,X,O,O,X,O,X
JZSILOT,O,O,X,O,O,X,O,X
JZSIOTL,O,O,X,O,O,O,O,X
JZSIOLT,O,O,X,O,O,X,O,X
JZSLTIO,O,O,X,O,O,X,O,X
JZSLTOI,O,O,X,O,O,X,O,X
JZSLITO,O,O,X,O,O,X,O,X
JZSLIOT,O,O,X,O,O,X,O,X
JZSLOTI,O,O,X,O,O,X,O,X
JZSLOIT,O,O,X,O,O,X,O,X
JZSOTIL,O,O,X,O,O,O,O,X
JZSOTLI,O,O,X,O,O,O,O,X
JZSOITL,O,O,X,O,O,O,O,X
JZSOILT,O,O,X,O,O,X,O,X
JZSOLTI,O,O,X,O,O,X,O,X
JZSOLIT,O,O,X,O,O,X,O,X
JZOTILS,O,O,X,X,O,O,O,X
JZOTISL,O,O,X,X,O,O,O,X
JZOTLIS,O,O,X,X,O,O,O,X
JZOTLSI,O,O,X,X,O,O,O,X
JZOTSIL,O,O,X,X,O,O,O,X
JZOTSLI,O,O,X,X,O,O,O,X
JZOITLS,O,O,X,X,O,O,O,X
JZOITSL,O,O,X,X,O,O,O,X
JZOILTS,X,X,X,O,O,O,O,X
JZOILST,O,X,X,O,O,X,O,X
JZOISTL,O,O,X,O,O,O,O,X
JZOISLT,O,O,X,O,O,X,O,X
JZOLTIS,X,X,X,O,O,O,O,X
JZOLTSI,X,X,X,O,O,O,O,X
JZOLITS,X,X,X,O,O,O,O,X
JZOLIST,O,X,X,O,O,X,O,X
JZOLSTI,O,X,X,O,O,X,O,X
JZOLSIT,O,X,X,O,O,X,O,X
JZOSTIL,O,O,X,O,O,O,O,X
JZOSTLI,O,O,X,O,O,O,O,X
JZOSITL,O,O,X,O,O,O,O,X
JZOSILT,O,O,X,O,O,X,O,X
JZOSLTI,O,O,X,O,O,X,O,X
JZOSLIT,O,O,X,O,O,X,O,X
JOTILSZ,X,X,O,O,O,X,O,X
JOTILZS,X,X,O,O,O,O,O,X
JOTISLZ,X,X,O,O,O,X,O,X
JOTISZL,X,X,O,O,O,X,O,X
JOTIZLS,X,X,O,X,O,O,O,X
JOTIZSL,X,X,O,X,O,O,O,X
JOTLISZ,X,X,O,O,O,X,O,X
JOTLIZS,X,X,O,O,O,O,O,X
JOTLSIZ,X,X,O,O,O,X,O,X
JOTLSZI,X,X,O,O,O,X,O,X
JOTLZIS,X,X,O,O,O,O,O,X
JOTLZSI,X,X,O,O,O,O,O,X
JOTSILZ,X,X,O,O,O,X,O,X
JOTSIZL,X,X,O,O,O,X,O,X
JOTSLIZ,X,X,O,O,O,X,O,X
JOTSLZI,X,X,O,O,O,X,O,X
JOTSZIL,X,X,O,O,O,X,O,X
JOTSZLI,X,X,O,O,O,X,O,X
JOTZILS,X,X,O,X,O,O,O,X
JOTZISL,X,X,O,X,O,O,O,X
JOTZLIS,X,X,O,X,O,O,O,X
JOTZLSI,X,X,O,X,O,O,O,X
JOTZSIL,X,X,O,X,O,O,O,X
JOTZSLI,X,X,O,X,O,O,O,X
JOITLSZ,X,X,O,O,O,X,O,X
JOITLZS,X,X,O,O,O,O,O,X
JOITSLZ,X,X,O,O,O,X,O,X
JOITSZL,X,X,O,O,O,X,O,X
JOITZLS,X,X,O,X,O,O,O,X
JOITZSL,X,X,O,X,O,O,O,X
JOILTSZ,X,X,O,O,O,X,O,X
JOILTZS,X,X,O,O,O,X,O,X
JOILSTZ,X,X,O,O,O,X,O,X
JOILSZT,X,X,O,O,O,X,O,X
JOILZTS,X,X,X,O,O,X,O,X
JOILZST,X,X,X,O,O,X,O,X
JOISTLZ,X,X,O,O,O,X,O,O
JOISTZL,X,X,O,O,O,X,O,O
JOISLTZ,X,X,O,O,O,X,O,X
JOISLZT,X,X,O,O,O,X,O,X
JOISZTL,X,X,O,O,O,X,O,X
JOISZLT,X,X,O,O,O,X,O,X
JOIZTLS,X,X,X,X,O,O,O,X
JOIZTSL,X,X,X,X,O,O,O,X
JOIZLTS,X,X,X,O,O,O,O,X
JOIZLST,X,X,X,O,O,X,O,X
JOIZSTL,X,X,X,O,O,O,O,X
