sequence,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhFxbB8hBfjB6jBmg?BFtB,v115@HhD8BeB8BeG8CeH8AeA8Je2/IvhFRbBzcBfjB6jBUh?BFtB,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhF2gBRcBSjB3hBUj?BFtB,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhFibBGeBRhBUjB3h?BFtB
SZJTILO,O,O,O,X
SZJTIOL,O,O,O,X
SZJTLIO,O,O,O,X
SZJTLOI,O,O,O,X
SZJTOIL,O,O,O,X
SZJTOLI,O,O,O,X
SZJITLO,O,O,O,X
SZJITOL,O,O,O,X
SZJILTO,O,O,X,X
SZJILOT,O,O,O,O
SZJIOTL,O,O,O,X
SZJIOLT,O,O,O,O
SZJLTIO,O,O,X,X
SZJLTOI,O,O,X,X
SZJLITO,O,O,X,X
SZJLIOT,O,O,O,O
SZJLOTI,O,O,O,X
SZJLOIT,O,O,O,O
SZJOTIL,O,O,O,X
SZJOTLI,O,O,O,X
SZJOITL,O,O,O,X
SZJOILT,O,O,O,O
SZJOLTI,O,O,O,X
SZJOLIT,O,O,O,O
SZOTILJ,O,O,O,X
SZOTIJL,O,O,O,X
SZOTLIJ,O,O,O,X
SZOTLJI,O,O,O,X
SZOTJIL,O,O,O,X
SZOTJLI,O,O,O,X
SZOITLJ,O,O,O,X
SZOITJL,O,O,O,X
SZOILTJ,O,O,X,X
SZOILJT,O,O,O,O
SZOIJTL,O,O,O,X
SZOIJLT,O,O,O,O
SZOLTIJ,O,O,X,X
SZOLTJI,O,O,X,X
SZOLITJ,O,O,X,X
SZOLIJT,O,O,O,O
SZOLJTI,O,O,O,X
SZOLJIT,O,O,O,O
SZOJTIL,O,O,O,X
SZOJTLI,O,O,O,X
SZOJITL,O,O,O,X
SZOJILT,O,O,O,O
SZOJLTI,O,O,O,X
SZOJLIT,O,O,O,O
SOTILJZ,O,O,O,X
SOTILZJ,O,X,O,O
SOTIJLZ,O,O,O,X
SOTIJZL,O,O,O,X
SOTIZLJ,O,X,O,O
SOTIZJL,O,X,O,O
SOTLIJZ,O,O,O,X
SOTLIZJ,O,X,O,O
SOTLJIZ,O,O,O,X
SOTLJZI,O,O,O,X
SOTLZIJ,O,X,O,O
SOTLZJI,O,O,O,O
SOTJILZ,O,O,O,X
SOTJIZL,O,O,O,X
SOTJLIZ,O,O,O,X
SOTJLZI,O,O,O,X
SOTJZIL,O,O,O,X
SOTJZLI,O,O,O,X
SOTZILJ,O,X,O,O
SOTZIJL,O,X,O,O
SOTZLIJ,O,X,O,O
SOTZLJI,O,O,O,O
SOTZJIL,O,O,O,O
SOTZJLI,O,O,O,O
SOITLJZ,X,X,O,X
SOITLZJ,X,X,O,O
SOITJLZ,X,X,O,X
SOITJZL,X,X,O,X
SOITZLJ,X,X,O,O
SOITZJL,X,X,O,O
SOILTJZ,X,X,O,X
SOILTZJ,X,X,O,O
SOILJTZ,X,O,O,X
SOILJZT,O,O,O,X
SOILZTJ,O,X,X,X
SOILZJT,O,X,O,O
SOIJTLZ,X,O,O,X
SOIJTZL,X,X,O,X
SOIJLTZ,X,O,O,X
SOIJLZT,O,O,O,X
SOIJZTL,O,X,O,X
SOIJZLT,O,O,O,X
SOIZTLJ,O,X,O,X
SOIZTJL,X,X,O,X
SOIZLTJ,O,X,X,X
SOIZLJT,O,X,O,O
SOIZJTL,O,X,O,X
SOIZJLT,O,X,O,O
SOLTIJZ,X,X,O,X
SOLTIZJ,X,X,O,O
SOLTJIZ,X,O,O,X
SOLTJZI,O,X,O,X
SOLTZIJ,O,X,O,O
SOLTZJI,O,X,O,O
SOLITJZ,X,X,O,X
SOLITZJ,X,X,O,O
SOLIJTZ,X,O,O,X
SOLIJZT,O,O,O,X
SOLIZTJ,O,X,X,X
SOLIZJT,O,X,O,O
SOLJTIZ,X,O,O,X
SOLJTZI,O,X,O,X
SOLJITZ,X,O,O,X
SOLJIZT,O,O,O,X
SOLJZTI,O,O,O,X
SOLJZIT,O,O,O,X
SOLZTIJ,O,O,X,X
SOLZTJI,O,O,X,X
SOLZITJ,O,O,X,X
SOLZIJT,O,O,O,O
SOLZJTI,O,O,O,X
SOLZJIT,O,O,O,O
SOJTILZ,O,O,O,X
SOJTIZL,O,O,O,X
SOJTLIZ,O,O,O,X
SOJTLZI,O,O,O,X
SOJTZIL,O,O,O,X
SOJTZLI,O,O,O,X
SOJITLZ,X,O,O,X
SOJITZL,X,O,O,X
SOJILTZ,X,O,O,X
SOJILZT,O,O,O,X
SOJIZTL,O,O,O,X
SOJIZLT,O,O,O,X
SOJLTIZ,X,O,O,X
SOJLTZI,O,X,O,X
SOJLITZ,X,O,O,X
SOJLIZT,O,O,O,X
SOJLZTI,O,O,O,X
SOJLZIT,O,O,O,X
SOJZTIL,O,O,O,X
SOJZTLI,O,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,O,O,X
SOJZLTI,O,O,O,X
SOJZLIT,O,O,O,X
SOZTILJ,O,O,O,X
SOZTIJL,O,O,O,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,O,O,X
SOZTJIL,O,O,O,X
SOZTJLI,O,O,O,X
SOZITLJ,O,O,O,X
SOZITJL,O,O,O,X
SOZILTJ,O,O,X,X
SOZILJT,O,O,O,O
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,O
SOZLTIJ,O,O,X,X
SOZLTJI,O,O,X,X
SOZLITJ,O,O,X,X
SOZLIJT,O,O,O,O
SOZLJTI,O,O,O,X
SOZLJIT,O,O,O,O
SOZJTIL,O,O,O,X
SOZJTLI,O,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,O
SOZJLTI,O,O,O,X
SOZJLIT,O,O,O,O
ZTILJSO,O,O,X,O
ZTILJOS,O,O,X,O
ZTILSJO,O,O,X,O
ZTILSOJ,O,O,X,O
ZTILOJS,X,O,X,O
ZTILOSJ,O,O,X,O
ZTIJLSO,O,O,X,O
ZTIJLOS,O,O,X,O
ZTIJSLO,O,O,X,O
ZTIJSOL,O,O,X,O
ZTIJOLS,O,O,X,O
ZTIJOSL,O,O,X,O
ZTISLJO,O,O,X,O
ZTISLOJ,O,O,X,O
ZTISJLO,O,O,X,O
ZTISJOL,O,O,X,O
ZTISOLJ,O,O,X,O
ZTISOJL,O,O,X,O
ZTIOLJS,X,O,X,O
ZTIOLSJ,O,O,X,O
ZTIOJLS,O,O,X,O
ZTIOJSL,O,O,X,O
ZTIOSLJ,O,O,X,O
ZTIOSJL,O,O,X,O
ZTLIJSO,O,O,X,O
ZTLIJOS,O,O,X,O
ZTLISJO,O,O,X,O
ZTLISOJ,O,O,X,O
ZTLIOJS,X,O,X,O
ZTLIOSJ,O,O,X,O
ZTLJISO,O,O,X,O
ZTLJIOS,O,O,X,O
ZTLJSIO,O,O,O,O
ZTLJSOI,O,O,O,O
ZTLJOIS,O,O,X,O
ZTLJOSI,O,O,O,O
ZTLSIJO,O,O,O,O
ZTLSIOJ,O,O,O,O
ZTLSJIO,O,O,O,O
ZTLSJOI,O,O,O,O
ZTLSOIJ,O,O,O,O
ZTLSOJI,O,O,O,O
ZTLOIJS,X,O,X,O
ZTLOISJ,O,O,X,O
ZTLOJIS,O,O,X,O
ZTLOJSI,O,O,O,O
ZTLOSIJ,O,O,O,O
ZTLOSJI,O,O,O,O
ZTJILSO,O,O,X,O
ZTJILOS,O,O,X,O
ZTJISLO,O,O,X,O
ZTJISOL,O,O,X,O
ZTJIOLS,O,O,X,O
ZTJIOSL,O,O,X,O
ZTJLISO,O,O,X,O
ZTJLIOS,O,O,X,O
ZTJLSIO,O,O,O,O
ZTJLSOI,O,O,O,O
ZTJLOIS,O,O,X,O
ZTJLOSI,O,O,O,O
ZTJSILO,O,O,O,O
ZTJSIOL,O,O,O,O
ZTJSLIO,O,O,O,O
ZTJSLOI,O,O,O,O
ZTJSOIL,O,O,O,O
ZTJSOLI,O,O,O,O
ZTJOILS,O,O,X,O
ZTJOISL,O,O,X,O
ZTJOLIS,O,O,X,O
ZTJOLSI,O,O,O,O
ZTJOSIL,O,O,O,O
ZTJOSLI,O,O,O,O
ZTSILJO,O,O,O,O
ZTSILOJ,O,O,O,O
ZTSIJLO,O,O,O,O
ZTSIJOL,O,O,O,O
ZTSIOLJ,O,O,O,O
ZTSIOJL,O,O,O,O
ZTSLIJO,O,O,O,O
ZTSLIOJ,O,O,O,O
ZTSLJIO,O,O,O,O
ZTSLJOI,O,O,O,O
ZTSLOIJ,O,O,O,O
ZTSLOJI,O,O,O,O
ZTSJILO,O,O,O,O
ZTSJIOL,O,O,O,O
ZTSJLIO,O,O,O,O
ZTSJLOI,O,O,O,O
ZTSJOIL,O,O,O,O
ZTSJOLI,O,O,O,O
ZTSOILJ,O,O,O,O
ZTSOIJL,O,O,O,O
ZTSOLIJ,O,O,O,O
ZTSOLJI,O,O,O,O
ZTSOJIL,O,O,O,O
ZTSOJLI,O,O,O,O
ZTOILJS,X,O,X,O
ZTOILSJ,O,O,X,O
ZTOIJLS,O,O,X,O
ZTOIJSL,O,O,X,O
ZTOISLJ,O,O,X,O
ZTOISJL,O,O,X,O
ZTOLIJS,X,O,X,O
ZTOLISJ,O,O,X,O
ZTOLJIS,O,O,X,O
ZTOLJSI,O,O,O,O
ZTOLSIJ,O,O,O,O
ZTOLSJI,O,O,O,O
ZTOJILS,O,O,X,O
ZTOJISL,O,O,X,O
ZTOJLIS,O,O,X,O
ZTOJLSI,O,O,O,O
ZTOJSIL,O,O,O,O
ZTOJSLI,O,O,O,O
ZTOSILJ,O,O,O,O
ZTOSIJL,O,O,O,O
ZTOSLIJ,O,O,O,O
ZTOSLJI,O,O,O,O
ZTOSJIL,O,O,O,O
ZTOSJLI,O,O,O,O
ZITLJSO,O,O,X,O
ZITLJOS,O,O,X,O
ZITLSJO,O,O,X,O
ZITLSOJ,O,O,X,O
ZITLOJS,X,O,X,O
ZITLOSJ,O,O,X,O
ZITJLSO,O,O,X,O
ZITJLOS,O,O,X,O
ZITJSLO,O,O,X,O
ZITJSOL,O,O,X,O
ZITJOLS,O,O,X,O
ZITJOSL,O,O,X,O
ZITSLJO,O,O,X,O
ZITSLOJ,O,O,X,O
ZITSJLO,O,O,X,O
ZITSJOL,O,O,X,O
ZITSOLJ,O,O,X,O
ZITSOJL,O,O,X,O
ZITOLJS,X,O,X,O
ZITOLSJ,O,O,X,O
ZITOJLS,O,O,X,O
ZITOJSL,O,O,X,O
ZITOSLJ,O,O,X,O
ZITOSJL,O,O,X,O
ZILTJSO,O,O,X,O
ZILTJOS,O,O,X,O
ZILTSJO,O,O,X,O
ZILTSOJ,O,O,X,O
ZILTOJS,X,O,X,O
ZILTOSJ,O,O,X,O
ZILJTSO,O,O,X,X
ZILJTOS,O,O,X,O
ZILJSTO,O,O,X,X
ZILJSOT,O,O,X,O
ZILJOTS,O,O,X,O
ZILJOST,O,O,X,O
ZILSTJO,O,O,X,X
ZILSTOJ,O,O,X,X
ZILSJTO,O,O,X,X
ZILSJOT,O,O,X,O
ZILSOTJ,O,O,X,X
ZILSOJT,O,O,X,O
ZILOTJS,X,O,X,O
ZILOTSJ,O,O,X,O
ZILOJTS,X,O,X,O
ZILOJST,X,O,X,O
ZILOSTJ,O,O,X,X
ZILOSJT,O,O,X,O
ZIJTLSO,O,O,X,X
ZIJTLOS,O,O,X,O
ZIJTSLO,O,O,X,X
ZIJTSOL,O,O,X,X
ZIJTOLS,O,O,X,O
ZIJTOSL,O,O,X,X
ZIJLTSO,O,O,X,X
ZIJLTOS,O,O,X,O
ZIJLSTO,O,O,X,X
ZIJLSOT,O,O,X,O
ZIJLOTS,O,O,X,O
ZIJLOST,O,O,X,O
ZIJSTLO,O,O,X,X
ZIJSTOL,O,O,X,X
ZIJSLTO,O,O,X,X
ZIJSLOT,O,O,X,O
ZIJSOTL,O,O,X,X
ZIJSOLT,O,O,X,O
ZIJOTLS,O,O,X,O
ZIJOTSL,O,O,X,X
ZIJOLTS,O,O,X,O
ZIJOLST,O,O,X,O
ZIJOSTL,O,O,X,X
ZIJOSLT,O,O,X,O
ZISTLJO,O,O,X,X
ZISTLOJ,O,O,X,X
ZISTJLO,O,O,X,X
ZISTJOL,O,O,X,X
ZISTOLJ,O,O,X,X
ZISTOJL,O,O,X,X
ZISLTJO,O,O,X,X
ZISLTOJ,O,O,X,X
ZISLJTO,O,O,X,X
ZISLJOT,O,O,X,O
ZISLOTJ,O,O,X,X
ZISLOJT,O,O,X,O
ZISJTLO,O,O,X,X
ZISJTOL,O,O,X,X
ZISJLTO,O,O,X,X
ZISJLOT,O,O,X,O
ZISJOTL,O,O,X,X
ZISJOLT,O,O,X,O
ZISOTLJ,O,O,X,X
ZISOTJL,O,O,X,X
ZISOLTJ,O,O,X,X
ZISOLJT,O,O,X,O
ZISOJTL,O,O,X,X
ZISOJLT,O,O,X,O
ZIOTLJS,X,O,X,O
ZIOTLSJ,O,O,X,O
ZIOTJLS,O,O,X,O
ZIOTJSL,O,O,X,O
ZIOTSLJ,O,O,X,O
ZIOTSJL,O,O,X,O
ZIOLTJS,X,O,X,O
ZIOLTSJ,O,O,X,O
ZIOLJTS,X,O,X,O
ZIOLJST,X,O,X,O
ZIOLSTJ,O,O,X,X
ZIOLSJT,O,O,X,O
ZIOJTLS,O,O,X,O
ZIOJTSL,O,O,X,X
ZIOJLTS,O,O,X,O
ZIOJLST,O,O,X,O
ZIOJSTL,O,O,X,X
ZIOJSLT,O,O,X,O
ZIOSTLJ,O,O,X,X
ZIOSTJL,O,O,X,X
ZIOSLTJ,O,O,X,X
ZIOSLJT,O,O,X,O
ZIOSJTL,O,O,X,X
ZIOSJLT,O,O,X,O
ZLTIJSO,O,O,X,O
ZLTIJOS,O,O,X,O
ZLTISJO,O,O,X,O
ZLTISOJ,O,O,X,O
ZLTIOJS,X,O,X,O
ZLTIOSJ,O,O,X,O
ZLTJISO,O,O,X,O
ZLTJIOS,O,O,X,O
ZLTJSIO,O,O,X,O
ZLTJSOI,O,O,X,O
ZLTJOIS,O,O,X,O
ZLTJOSI,O,O,X,O
ZLTSIJO,O,O,X,O
ZLTSIOJ,O,O,X,O
ZLTSJIO,O,O,X,O
ZLTSJOI,O,O,X,O
ZLTSOIJ,O,O,X,O
ZLTSOJI,O,O,X,O
ZLTOIJS,X,O,X,O
ZLTOISJ,O,O,X,O
ZLTOJIS,O,O,X,O
ZLTOJSI,O,O,X,O
ZLTOSIJ,O,O,X,O
ZLTOSJI,O,O,X,O
ZLITJSO,O,O,X,O
ZLITJOS,O,O,X,O
ZLITSJO,O,O,X,O
ZLITSOJ,O,O,X,O
ZLITOJS,X,O,X,O
ZLITOSJ,O,O,X,O
ZLIJTSO,O,O,X,X
ZLIJTOS,O,O,X,O
ZLIJSTO,O,O,X,X
ZLIJSOT,O,O,X,O
ZLIJOTS,O,O,X,O
ZLIJOST,O,O,X,O
ZLISTJO,O,O,X,X
ZLISTOJ,O,O,X,X
ZLISJTO,O,O,X,X
ZLISJOT,O,O,X,O
ZLISOTJ,O,O,X,X
ZLISOJT,O,O,X,O
ZLIOTJS,X,O,X,O
ZLIOTSJ,O,O,X,O
ZLIOJTS,X,O,X,O
ZLIOJST,X,O,X,O
ZLIOSTJ,O,O,X,X
ZLIOSJT,O,O,X,O
ZLJTISO,O,O,X,X
ZLJTIOS,O,O,X,O
ZLJTSIO,O,O,X,X
ZLJTSOI,O,O,X,X
ZLJTOIS,O,O,X,O
ZLJTOSI,O,O,X,X
ZLJITSO,O,O,X,X
ZLJITOS,O,O,X,O
ZLJISTO,O,O,X,X
ZLJISOT,O,O,X,O
ZLJIOTS,O,O,X,O
ZLJIOST,O,O,X,O
ZLJSTIO,O,O,X,X
ZLJSTOI,O,O,X,X
ZLJSITO,O,O,X,X
ZLJSIOT,O,O,O,O
ZLJSOTI,O,O,O,X
ZLJSOIT,O,O,O,O
ZLJOTIS,O,O,X,O
ZLJOTSI,O,O,X,X
ZLJOITS,O,O,X,O
ZLJOIST,O,O,X,O
ZLJOSTI,O,O,O,X
ZLJOSIT,O,O,O,O
ZLSTIJO,O,O,X,X
ZLSTIOJ,O,O,X,X
ZLSTJIO,O,O,X,X
ZLSTJOI,O,O,X,X
ZLSTOIJ,O,O,X,X
ZLSTOJI,O,O,X,X
ZLSITJO,O,O,X,X
ZLSITOJ,O,O,X,X
ZLSIJTO,O,O,X,X
ZLSIJOT,O,O,O,O
ZLSIOTJ,O,O,X,X
ZLSIOJT,O,O,O,O
ZLSJTIO,O,O,X,X
ZLSJTOI,O,O,X,X
ZLSJITO,O,O,X,X
ZLSJIOT,O,O,O,O
ZLSJOTI,O,O,O,X
ZLSJOIT,O,O,O,O
ZLSOTIJ,O,O,X,X
ZLSOTJI,O,O,X,X
ZLSOITJ,O,O,X,X
ZLSOIJT,O,O,O,O
ZLSOJTI,O,O,O,X
ZLSOJIT,O,O,O,O
ZLOTIJS,X,O,X,O
ZLOTISJ,O,O,X,O
ZLOTJIS,O,O,X,O
ZLOTJSI,O,O,X,O
ZLOTSIJ,O,O,X,O
ZLOTSJI,O,O,X,O
ZLOITJS,X,O,X,O
ZLOITSJ,O,O,X,O
ZLOIJTS,X,O,X,O
ZLOIJST,X,O,X,O
ZLOISTJ,O,O,X,X
ZLOISJT,O,O,X,O
ZLOJTIS,O,O,X,O
ZLOJTSI,O,O,X,X
ZLOJITS,O,O,X,O
ZLOJIST,O,O,X,O
ZLOJSTI,O,O,O,X
ZLOJSIT,O,O,O,O
ZLOSTIJ,O,O,X,X
ZLOSTJI,O,O,X,X
ZLOSITJ,O,O,X,X
ZLOSIJT,O,O,O,O
ZLOSJTI,O,O,O,X
ZLOSJIT,O,O,O,O
ZJTILSO,O,O,X,X
ZJTILOS,O,O,X,O
ZJTISLO,O,O,X,X
ZJTISOL,O,O,X,X
ZJTIOLS,O,O,X,O
ZJTIOSL,O,O,X,X
ZJTLISO,O,O,X,X
ZJTLIOS,O,O,X,O
ZJTLSIO,O,O,O,X
ZJTLSOI,O,O,O,X
ZJTLOIS,O,O,X,O
ZJTLOSI,O,O,O,X
ZJTSILO,O,O,O,X
ZJTSIOL,O,O,O,X
ZJTSLIO,O,O,O,X
ZJTSLOI,O,O,O,X
ZJTSOIL,O,O,O,X
ZJTSOLI,O,O,O,X
ZJTOILS,O,O,X,O
ZJTOISL,O,O,X,X
ZJTOLIS,O,O,X,O
ZJTOLSI,O,O,O,X
ZJTOSIL,O,O,O,X
ZJTOSLI,O,O,O,X
ZJITLSO,O,O,X,X
ZJITLOS,O,O,X,O
ZJITSLO,O,O,X,X
ZJITSOL,O,O,X,X
ZJITOLS,O,O,X,O
ZJITOSL,O,O,X,X
ZJILTSO,O,O,X,X
ZJILTOS,O,O,X,O
ZJILSTO,O,O,X,X
ZJILSOT,O,O,X,O
ZJILOTS,O,O,X,O
ZJILOST,O,O,X,O
ZJISTLO,O,O,X,X
ZJISTOL,O,O,X,X
ZJISLTO,O,O,X,X
ZJISLOT,O,O,X,O
ZJISOTL,O,O,X,X
ZJISOLT,O,O,X,O
ZJIOTLS,O,O,X,O
ZJIOTSL,O,O,X,X
ZJIOLTS,O,O,X,O
ZJIOLST,O,O,X,O
ZJIOSTL,O,O,X,X
ZJIOSLT,O,O,X,O
ZJLTISO,O,O,X,X
ZJLTIOS,O,O,X,O
ZJLTSIO,O,O,X,X
ZJLTSOI,O,O,X,X
ZJLTOIS,O,O,X,O
ZJLTOSI,O,O,X,X
ZJLITSO,O,O,X,X
ZJLITOS,O,O,X,O
ZJLISTO,O,O,X,X
ZJLISOT,O,O,X,O
ZJLIOTS,O,O,X,O
ZJLIOST,O,O,X,O
ZJLSTIO,O,O,X,X
ZJLSTOI,O,O,X,X
ZJLSITO,O,O,X,X
ZJLSIOT,O,O,O,O
ZJLSOTI,O,O,O,X
ZJLSOIT,O,O,O,O
ZJLOTIS,O,O,X,O
ZJLOTSI,O,O,X,X
ZJLOITS,O,O,X,O
ZJLOIST,O,O,X,O
ZJLOSTI,O,O,O,X
ZJLOSIT,O,O,O,O
ZJSTILO,O,O,O,X
ZJSTIOL,O,O,O,X
ZJSTLIO,O,O,O,X
ZJSTLOI,O,O,O,X
ZJSTOIL,O,O,O,X
ZJSTOLI,O,O,O,X
ZJSITLO,O,O,O,X
ZJSITOL,O,O,O,X
ZJSILTO,O,O,X,X
ZJSILOT,O,O,O,O
ZJSIOTL,O,O,O,X
ZJSIOLT,O,O,O,O
ZJSLTIO,O,O,X,X
ZJSLTOI,O,O,X,X
ZJSLITO,O,O,X,X
ZJSLIOT,O,O,O,O
ZJSLOTI,O,O,O,X
ZJSLOIT,O,O,O,O
ZJSOTIL,O,O,O,X
ZJSOTLI,O,O,O,X
ZJSOITL,O,O,O,X
ZJSOILT,O,O,O,O
ZJSOLTI,O,O,O,X
ZJSOLIT,O,O,O,O
ZJOTILS,O,O,X,O
ZJOTISL,O,O,X,X
ZJOTLIS,O,O,X,O
ZJOTLSI,O,O,O,X
ZJOTSIL,O,O,O,X
ZJOTSLI,O,O,O,X
ZJOITLS,O,O,X,O
ZJOITSL,O,O,X,X
ZJOILTS,O,O,X,O
ZJOILST,O,O,X,O
ZJOISTL,O,O,X,X
ZJOISLT,O,O,X,O
ZJOLTIS,O,O,X,O
ZJOLTSI,O,O,X,X
ZJOLITS,O,O,X,O
ZJOLIST,O,O,X,O
ZJOLSTI,O,O,O,X
ZJOLSIT,O,O,O,O
ZJOSTIL,O,O,O,X
ZJOSTLI,O,O,O,X
ZJOSITL,O,O,O,X
ZJOSILT,O,O,O,O
ZJOSLTI,O,O,O,X
ZJOSLIT,O,O,O,O
ZSTILJO,O,O,O,X
ZSTILOJ,O,O,O,X
ZSTIJLO,O,O,O,X
ZSTIJOL,O,O,O,X
ZSTIOLJ,O,O,O,X
ZSTIOJL,O,O,O,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,O,O,X
ZSTLJIO,O,O,O,X
ZSTLJOI,O,O,O,X
ZSTLOIJ,O,O,O,X
ZSTLOJI,O,O,O,X
ZSTJILO,O,O,O,X
ZSTJIOL,O,O,O,X
ZSTJLIO,O,O,O,X
ZSTJLOI,O,O,O,X
ZSTJOIL,O,O,O,X
ZSTJOLI,O,O,O,X
ZSTOILJ,O,O,O,X
ZSTOIJL,O,O,O,X
ZSTOLIJ,O,O,O,X
ZSTOLJI,O,O,O,X
ZSTOJIL,O,O,O,X
ZSTOJLI,O,O,O,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,O,O,X
ZSITJLO,O,O,O,X
ZSITJOL,O,O,O,X
ZSITOLJ,O,O,O,X
ZSITOJL,O,O,O,X
ZSILTJO,O,O,X,X
ZSILTOJ,O,O,X,X
ZSILJTO,O,O,X,X
ZSILJOT,O,O,O,O
ZSILOTJ,O,O,X,X
ZSILOJT,O,O,O,O
ZSIJTLO,O,O,O,X
ZSIJTOL,O,O,O,X
ZSIJLTO,O,O,X,X
ZSIJLOT,O,O,O,O
ZSIJOTL,O,O,O,X
ZSIJOLT,O,O,O,O
ZSIOTLJ,O,O,O,X
ZSIOTJL,O,O,O,X
ZSIOLTJ,O,O,X,X
ZSIOLJT,O,O,O,O
ZSIOJTL,O,O,O,X
ZSIOJLT,O,O,O,O
ZSLTIJO,O,O,X,X
ZSLTIOJ,O,O,X,X
ZSLTJIO,O,O,X,X
ZSLTJOI,O,O,X,X
ZSLTOIJ,O,O,X,X
ZSLTOJI,O,O,X,X
ZSLITJO,O,O,X,X
ZSLITOJ,O,O,X,X
ZSLIJTO,O,O,X,X
ZSLIJOT,O,O,O,O
ZSLIOTJ,O,O,X,X
ZSLIOJT,O,O,O,O
ZSLJTIO,O,O,X,X
ZSLJTOI,O,O,X,X
ZSLJITO,O,O,X,X
ZSLJIOT,O,O,O,O
ZSLJOTI,O,O,O,X
ZSLJOIT,O,O,O,O
ZSLOTIJ,O,O,X,X
ZSLOTJI,O,O,X,X
ZSLOITJ,O,O,X,X
ZSLOIJT,O,O,O,O
ZSLOJTI,O,O,O,X
ZSLOJIT,O,O,O,O
ZSJTILO,O,O,O,X
ZSJTIOL,O,O,O,X
ZSJTLIO,O,O,O,X
ZSJTLOI,O,O,O,X
ZSJTOIL,O,O,O,X
ZSJTOLI,O,O,O,X
ZSJITLO,O,O,O,X
ZSJITOL,O,O,O,X
ZSJILTO,O,O,X,X
ZSJILOT,O,O,O,O
ZSJIOTL,O,O,O,X
ZSJIOLT,O,O,O,O
ZSJLTIO,O,O,X,X
ZSJLTOI,O,O,X,X
ZSJLITO,O,O,X,X
ZSJLIOT,O,O,O,O
ZSJLOTI,O,O,O,X
ZSJLOIT,O,O,O,O
ZSJOTIL,O,O,O,X
ZSJOTLI,O,O,O,X
ZSJOITL,O,O,O,X
ZSJOILT,O,O,O,O
ZSJOLTI,O,O,O,X
ZSJOLIT,O,O,O,O
ZSOTILJ,O,O,O,X
ZSOTIJL,O,O,O,X
ZSOTLIJ,O,O,O,X
ZSOTLJI,O,O,O,X
ZSOTJIL,O,O,O,X
ZSOTJLI,O,O,O,X
ZSOITLJ,O,O,O,X
ZSOITJL,O,O,O,X
ZSOILTJ,O,O,X,X
ZSOILJT,O,O,O,O
ZSOIJTL,O,O,O,X
ZSOIJLT,O,O,O,O
ZSOLTIJ,O,O,X,X
ZSOLTJI,O,O,X,X
ZSOLITJ,O,O,X,X
ZSOLIJT,O,O,O,O
ZSOLJTI,O,O,O,X
ZSOLJIT,O,O,O,O
ZSOJTIL,O,O,O,X
ZSOJTLI,O,O,O,X
ZSOJITL,O,O,O,X
ZSOJILT,O,O,O,O
ZSOJLTI,O,O,O,X
ZSOJLIT,O,O,O,O
ZOTILJS,X,O,X,O
ZOTILSJ,O,O,X,O
ZOTIJLS,O,O,X,O
ZOTIJSL,O,O,X,O
ZOTISLJ,O,O,X,O
ZOTISJL,O,O,X,O
ZOTLIJS,X,O,X,O
ZOTLISJ,O,O,X,O
ZOTLJIS,O,O,X,O
ZOTLJSI,O,O,O,O
ZOTLSIJ,O,O,O,O
ZOTLSJI,O,O,O,O
ZOTJILS,O,O,X,O
ZOTJISL,O,O,X,O
ZOTJLIS,O,O,X,O
ZOTJLSI,O,O,O,O
ZOTJSIL,O,O,O,O
ZOTJSLI,O,O,O,O
ZOTSILJ,O,O,O,O
ZOTSIJL,O,O,O,O
ZOTSLIJ,O,O,O,O
ZOTSLJI,O,O,O,O
ZOTSJIL,O,O,O,O
ZOTSJLI,O,O,O,O
ZOITLJS,X,O,X,O
ZOITLSJ,O,O,X,O
ZOITJLS,O,O,X,O
ZOITJSL,O,O,X,O
ZOITSLJ,O,O,X,O
ZOITSJL,O,O,X,O
ZOILTJS,X,O,X,O
ZOILTSJ,O,O,X,O
ZOILJTS,X,O,X,O
ZOILJST,X,O,X,O
ZOILSTJ,O,O,X,X
ZOILSJT,O,O,X,O
ZOIJTLS,O,O,X,O
ZOIJTSL,O,O,X,X
ZOIJLTS,O,O,X,O
ZOIJLST,O,O,X,O
ZOIJSTL,O,O,X,X
ZOIJSLT,O,O,X,O
ZOISTLJ,O,O,X,X
ZOISTJL,O,O,X,X
ZOISLTJ,O,O,X,X
ZOISLJT,O,O,X,O
ZOISJTL,O,O,X,X
ZOISJLT,O,O,X,O
ZOLTIJS,X,O,X,O
ZOLTISJ,O,O,X,O
ZOLTJIS,O,O,X,O
ZOLTJSI,O,O,X,O
ZOLTSIJ,O,O,X,O
ZOLTSJI,O,O,X,O
ZOLITJS,X,O,X,O
ZOLITSJ,O,O,X,O
ZOLIJTS,X,O,X,O
ZOLIJST,X,O,X,O
ZOLISTJ,O,O,X,X
ZOLISJT,O,O,X,O
ZOLJTIS,O,O,X,O
ZOLJTSI,O,O,X,X
ZOLJITS,O,O,X,O
