sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
IJSLZOT,O,O,O,O,O,X,O,O,O
IJSLOTZ,O,X,X,X,O,X,O,O,X
IJSLOZT,O,X,X,X,O,X,O,O,X
IJSZTLO,O,O,O,O,X,X,O,O,O
IJSZTOL,O,O,O,O,X,X,O,O,O
IJSZLTO,O,O,O,O,X,X,O,O,O
IJSZLOT,O,O,O,O,O,X,O,O,O
IJSZOTL,O,O,O,O,X,X,O,O,O
IJSZOLT,X,O,O,O,O,X,O,O,O
IJSOTLZ,O,X,X,X,O,O,O,O,O
IJSOTZL,O,X,X,X,O,O,O,O,O
IJSOLTZ,O,X,X,X,O,X,O,O,O
IJSOLZT,O,X,X,X,O,X,O,O,O
IJSOZTL,O,X,X,X,X,X,O,O,O
IJSOZLT,X,X,X,X,O,X,O,O,O
IJZTLSO,O,O,O,O,O,O,X,X,O
IJZTLOS,O,O,O,O,O,O,X,X,O
IJZTSLO,O,O,O,O,O,O,X,X,O
IJZTSOL,O,O,O,O,O,O,X,X,O
IJZTOLS,O,O,O,O,O,O,X,X,O
IJZTOSL,O,O,O,O,O,O,X,X,O
IJZLTSO,O,O,O,O,X,X,X,O,O
IJZLTOS,O,O,O,O,X,X,X,X,O
IJZLSTO,O,O,O,O,X,X,X,O,O
IJZLSOT,O,O,O,O,X,X,X,O,O
IJZLOTS,X,X,X,O,X,X,X,X,O
IJZLOST,O,X,O,O,X,X,X,X,O
IJZSTLO,O,O,O,O,X,X,X,O,O
IJZSTOL,O,O,O,O,X,X,X,O,O
IJZSLTO,O,O,O,O,X,X,X,O,O
IJZSLOT,O,O,O,O,O,X,X,O,O
IJZSOTL,O,O,O,O,X,X,X,O,O
IJZSOLT,X,O,O,O,O,X,X,O,O
IJZOTLS,X,O,O,O,O,O,X,X,O
IJZOTSL,X,O,O,O,O,O,X,X,O
IJZOLTS,X,X,X,O,X,X,X,O,O
IJZOLST,X,X,O,O,X,X,X,O,O
IJZOSTL,X,O,O,O,X,X,X,O,O
IJZOSLT,X,O,O,O,O,X,X,O,O
IJOTLSZ,O,X,X,O,O,O,O,O,X
IJOTLZS,O,X,X,O,O,O,O,O,X
IJOTSLZ,O,X,X,O,O,O,O,O,X
IJOTSZL,O,X,X,O,O,O,O,O,X
IJOTZLS,O,X,X,O,O,O,X,X,X
IJOTZSL,O,X,X,O,O,O,X,X,X
IJOLTSZ,O,X,X,O,O,O,O,O,X
IJOLTZS,O,X,X,O,O,O,O,O,X
IJOLSTZ,O,X,X,X,O,X,O,O,O
IJOLSZT,O,X,X,X,O,X,O,O,O
IJOLZTS,X,X,X,O,X,X,X,O,O
IJOLZST,O,X,X,O,X,X,X,O,O
IJOSTLZ,O,X,X,X,O,O,O,O,O
IJOSTZL,O,X,X,X,O,O,O,O,O
IJOSLTZ,O,X,X,X,O,X,O,O,O
IJOSLZT,O,X,X,X,O,X,O,O,O
IJOSZTL,O,X,X,X,X,X,O,O,O
IJOSZLT,X,X,X,X,O,X,O,O,O
IJOZTLS,X,X,X,O,O,O,X,X,O
IJOZTSL,X,X,X,O,O,O,X,X,O
IJOZLTS,X,X,X,O,X,X,X,O,O
IJOZLST,X,X,X,O,X,X,X,O,O
IJOZSTL,X,X,X,O,X,X,X,O,O
IJOZSLT,X,X,X,O,O,X,X,O,O
ISTLJZO,O,O,O,O,O,X,O,O,O
ISTLJOZ,O,O,O,O,O,X,O,O,X
ISTLZJO,O,O,O,O,X,X,O,O,O
ISTLZOJ,O,O,O,O,X,X,O,O,O
ISTLOJZ,O,O,O,O,O,X,O,O,O
ISTLOZJ,O,O,O,O,X,X,O,O,O
ISTJLZO,O,O,O,O,O,X,O,O,O
ISTJLOZ,O,O,O,O,O,X,O,O,X
ISTJZLO,O,O,O,O,O,X,O,O,O
ISTJZOL,O,O,O,O,O,X,O,O,O
ISTJOLZ,O,O,O,O,O,X,O,O,O
ISTJOZL,O,O,O,O,O,X,O,O,O
ISTZLJO,O,O,O,O,X,X,O,O,O
ISTZLOJ,O,O,O,O,X,X,O,O,O
ISTZJLO,O,O,O,O,X,X,O,O,O
ISTZJOL,O,O,O,O,X,X,O,O,O
ISTZOLJ,O,O,O,O,X,X,O,O,O
ISTZOJL,O,O,O,O,X,X,O,O,O
ISTOLJZ,O,O,O,O,O,X,O,O,O
ISTOLZJ,O,O,O,O,X,X,O,O,O
ISTOJLZ,O,O,O,O,O,X,O,O,O
ISTOJZL,O,O,O,O,O,X,O,O,O
ISTOZLJ,O,O,O,O,X,X,O,O,O
ISTOZJL,O,O,O,O,X,X,O,O,O
ISLTJZO,O,O,O,X,O,X,O,O,O
ISLTJOZ,O,O,O,X,O,X,O,O,X
ISLTZJO,O,O,O,X,X,X,O,O,O
ISLTZOJ,O,O,O,X,X,X,O,O,O
ISLTOJZ,O,O,O,X,O,X,O,O,O
ISLTOZJ,O,O,O,X,X,X,O,O,O
ISLJTZO,O,O,O,X,X,X,O,O,O
ISLJTOZ,O,O,O,X,O,X,O,O,X
ISLJZTO,O,O,O,X,X,X,O,O,O
ISLJZOT,O,O,O,X,O,X,O,O,O
ISLJOTZ,O,X,X,X,O,X,O,O,X
ISLJOZT,O,X,X,X,O,X,O,O,X
ISLZTJO,O,O,O,X,X,X,O,O,O
ISLZTOJ,O,O,O,X,X,X,O,O,O
ISLZJTO,O,O,O,X,X,X,O,O,O
ISLZJOT,O,O,O,X,X,X,O,O,O
ISLZOTJ,O,O,O,X,X,X,O,O,O
ISLZOJT,O,O,O,X,X,X,O,O,O
ISLOTJZ,O,O,O,X,O,X,O,O,O
ISLOTZJ,O,O,O,X,X,X,O,O,O
ISLOJTZ,O,X,X,X,O,X,O,O,O
ISLOJZT,O,X,X,X,O,X,O,O,O
ISLOZTJ,O,O,O,X,X,X,O,O,O
ISLOZJT,O,O,O,X,X,X,O,O,O
ISJTLZO,O,O,O,O,O,X,O,O,O
ISJTLOZ,O,O,O,O,O,X,O,O,X
ISJTZLO,O,O,O,O,O,X,O,O,O
ISJTZOL,O,O,O,O,O,X,O,O,O
ISJTOLZ,O,O,O,O,O,X,O,O,O
ISJTOZL,O,O,O,O,O,X,O,O,O
ISJLTZO,O,O,O,O,X,X,O,O,O
ISJLTOZ,O,O,O,O,O,X,O,O,X
ISJLZTO,O,O,O,O,X,X,O,O,O
ISJLZOT,O,O,O,O,O,X,O,O,O
ISJLOTZ,O,X,X,X,O,X,O,O,X
ISJLOZT,O,X,X,X,O,X,O,O,X
ISJZTLO,O,O,O,O,X,X,O,O,O
ISJZTOL,O,O,O,O,X,X,O,O,O
ISJZLTO,O,O,O,O,X,X,O,O,O
ISJZLOT,O,O,O,O,O,X,O,O,O
ISJZOTL,O,O,O,O,X,X,O,O,O
ISJZOLT,X,O,O,O,O,X,O,O,O
ISJOTLZ,O,X,X,X,O,X,O,O,O
ISJOTZL,O,X,X,X,O,X,O,O,O
ISJOLTZ,O,X,X,X,O,X,O,O,O
ISJOLZT,O,X,X,X,O,X,O,O,O
ISJOZTL,O,X,X,X,X,X,O,O,O
ISJOZLT,X,X,X,X,O,X,O,O,O
ISZTLJO,O,O,O,O,X,X,O,O,O
ISZTLOJ,O,O,O,O,X,X,O,O,O
ISZTJLO,O,O,O,O,X,X,O,O,O
ISZTJOL,O,O,O,O,X,X,O,O,O
ISZTOLJ,O,O,O,O,X,X,O,O,O
ISZTOJL,O,O,O,O,X,X,O,O,O
ISZLTJO,O,O,O,O,X,X,O,O,O
ISZLTOJ,O,O,O,O,X,X,O,O,O
ISZLJTO,O,O,O,O,X,X,O,O,O
ISZLJOT,O,O,O,O,X,X,O,O,O
ISZLOTJ,O,O,O,O,X,X,O,O,O
ISZLOJT,O,O,O,X,X,X,O,O,O
ISZJTLO,O,O,O,O,X,X,O,O,O
ISZJTOL,O,O,O,O,X,X,O,O,O
ISZJLTO,O,O,O,O,X,X,O,O,O
ISZJLOT,O,O,O,O,X,X,O,O,O
ISZJOTL,O,O,O,O,X,X,O,O,O
ISZJOLT,X,O,O,O,X,X,O,O,O
ISZOTLJ,O,O,O,O,X,X,O,O,O
ISZOTJL,O,O,O,O,X,X,O,O,O
ISZOLTJ,O,O,O,O,X,X,O,O,O
ISZOLJT,O,O,O,X,X,X,O,O,O
ISZOJTL,O,O,O,O,X,X,O,O,O
ISZOJLT,X,O,O,O,X,X,O,O,O
ISOTLJZ,O,O,O,X,O,X,O,O,O
ISOTLZJ,O,O,O,X,X,X,O,O,O
ISOTJLZ,O,O,O,X,O,X,O,O,O
ISOTJZL,O,O,O,X,O,X,O,O,O
ISOTZLJ,O,O,O,X,X,X,O,O,O
ISOTZJL,O,O,O,X,X,X,O,O,O
ISOLTJZ,O,O,O,X,O,X,O,O,O
ISOLTZJ,O,O,O,X,X,X,O,O,O
ISOLJTZ,O,X,X,X,O,X,O,O,O
ISOLJZT,O,X,X,X,O,X,O,O,O
ISOLZTJ,O,O,O,X,X,X,O,O,O
ISOLZJT,O,O,O,X,X,X,O,O,O
ISOJTLZ,O,X,X,X,O,X,O,O,O
ISOJTZL,O,X,X,X,O,X,O,O,O
ISOJLTZ,O,X,X,X,O,X,O,O,O
ISOJLZT,O,X,X,X,O,X,O,O,O
ISOJZTL,O,X,X,X,X,X,O,O,O
ISOJZLT,X,X,X,X,O,X,O,O,O
ISOZTLJ,O,O,O,X,X,X,O,O,O
ISOZTJL,O,O,O,X,X,X,O,O,O
ISOZLTJ,O,O,O,X,X,X,O,O,O
ISOZLJT,O,O,O,X,X,X,O,O,O
ISOZJTL,O,O,O,X,X,X,O,O,O
ISOZJLT,X,O,O,X,X,X,O,O,O
IZTLJSO,O,O,O,O,X,O,O,X,O
IZTLJOS,O,O,O,O,X,O,O,X,O
IZTLSJO,O,O,O,O,X,X,O,X,O
IZTLSOJ,O,O,O,O,X,X,O,X,O
IZTLOJS,O,O,O,O,X,O,O,X,O
IZTLOSJ,O,O,O,O,X,X,O,X,O
IZTJLSO,O,O,O,O,X,O,O,X,O
IZTJLOS,O,O,O,O,X,O,O,X,O
IZTJSLO,O,O,O,O,X,O,O,X,O
IZTJSOL,O,O,O,O,X,O,O,X,O
IZTJOLS,O,O,O,O,X,O,X,X,O
IZTJOSL,O,O,O,O,X,O,X,X,O
IZTSLJO,O,O,O,O,X,X,O,X,O
IZTSLOJ,O,O,O,O,X,X,O,X,O
IZTSJLO,O,O,O,O,X,X,O,X,O
IZTSJOL,O,O,O,O,X,X,O,X,O
IZTSOLJ,O,O,O,O,X,X,O,X,O
IZTSOJL,O,O,O,O,X,X,O,X,O
IZTOLJS,O,O,O,O,X,O,O,X,O
IZTOLSJ,O,O,O,O,X,X,O,X,O
IZTOJLS,O,O,O,O,X,O,X,X,O
IZTOJSL,O,O,O,O,X,O,X,X,O
IZTOSLJ,O,O,O,O,X,X,O,X,O
IZTOSJL,O,O,O,O,X,X,O,X,O
IZLTJSO,O,O,O,O,X,X,O,O,O
IZLTJOS,O,O,O,O,X,X,O,X,O
IZLTSJO,O,O,O,O,X,X,O,O,O
IZLTSOJ,O,O,O,O,X,X,O,O,O
IZLTOJS,O,O,O,O,X,X,O,O,O
IZLTOSJ,O,O,O,O,X,X,O,O,O
IZLJTSO,O,O,O,O,X,X,X,O,O
IZLJTOS,O,O,O,O,X,X,X,X,O
IZLJSTO,O,O,O,O,X,X,X,O,O
IZLJSOT,O,O,O,O,X,X,X,O,O
IZLJOTS,X,X,X,O,X,X,X,X,O
IZLJOST,O,X,O,O,X,X,X,X,O
IZLSTJO,O,O,O,O,X,X,O,O,O
IZLSTOJ,O,O,O,O,X,X,O,O,O
IZLSJTO,O,O,O,O,X,X,O,O,O
IZLSJOT,O,O,O,O,X,X,O,O,O
IZLSOTJ,O,O,O,O,X,X,O,O,O
IZLSOJT,O,O,O,X,X,X,O,O,O
IZLOTJS,X,X,X,X,X,X,O,O,O
IZLOTSJ,X,X,X,X,X,X,O,O,O
IZLOJTS,X,X,X,X,X,X,X,O,O
IZLOJST,O,X,O,X,X,X,X,O,O
IZLOSTJ,O,X,O,X,X,X,O,O,O
IZLOSJT,O,X,O,X,X,X,O,O,O
IZJTLSO,O,O,O,O,X,O,X,X,O
IZJTLOS,O,O,O,O,X,O,X,X,O
IZJTSLO,O,O,O,O,X,O,X,X,O
IZJTSOL,O,O,O,O,X,O,X,X,O
IZJTOLS,O,O,O,O,X,O,X,X,O
IZJTOSL,O,O,O,O,X,O,X,X,O
IZJLTSO,O,O,O,O,X,X,X,O,O
IZJLTOS,O,O,O,O,X,X,X,X,O
IZJLSTO,O,O,O,O,X,X,X,O,O
IZJLSOT,O,O,O,O,X,X,X,O,O
IZJLOTS,X,X,X,O,X,X,X,X,O
IZJLOST,O,X,O,O,X,X,X,X,O
IZJSTLO,O,O,O,O,X,X,X,O,O
IZJSTOL,O,O,O,O,X,X,X,O,O
IZJSLTO,O,O,O,O,X,X,X,O,O
IZJSLOT,O,O,O,O,X,X,X,O,O
IZJSOTL,O,O,O,O,X,X,X,O,O
IZJSOLT,X,O,O,O,X,X,X,O,O
IZJOTLS,X,O,O,O,X,O,X,X,O
IZJOTSL,X,O,O,O,X,O,X,X,O
IZJOLTS,X,X,X,O,X,X,X,O,O
IZJOLST,X,X,O,O,X,X,X,O,O
IZJOSTL,X,O,O,O,X,X,X,O,O
IZJOSLT,X,O,O,O,X,X,X,O,O
IZSTLJO,O,O,O,O,X,X,O,O,O
IZSTLOJ,O,O,O,O,X,X,O,O,O
IZSTJLO,O,O,O,O,X,X,O,O,O
IZSTJOL,O,O,O,O,X,X,O,O,O
IZSTOLJ,O,O,O,O,X,X,O,O,O
IZSTOJL,O,O,O,O,X,X,O,O,O
IZSLTJO,O,O,O,O,X,X,O,O,O
IZSLTOJ,O,O,O,O,X,X,O,O,O
IZSLJTO,O,O,O,O,X,X,O,O,O
IZSLJOT,O,O,O,O,X,X,O,O,O
IZSLOTJ,O,O,O,O,X,X,O,O,O
IZSLOJT,O,O,O,X,X,X,O,O,O
IZSJTLO,O,O,O,O,X,X,O,O,O
IZSJTOL,O,O,O,O,X,X,O,O,O
IZSJLTO,O,O,O,O,X,X,O,O,O
IZSJLOT,O,O,O,O,X,X,O,O,O
IZSJOTL,O,O,O,O,X,X,O,O,O
IZSJOLT,X,O,O,O,X,X,O,O,O
IZSOTLJ,O,O,O,O,X,X,O,O,O
IZSOTJL,O,O,O,O,X,X,O,O,O
IZSOLTJ,O,O,O,O,X,X,O,O,O
IZSOLJT,O,O,O,X,X,X,O,O,O
IZSOJTL,O,O,O,O,X,X,O,O,O
IZSOJLT,X,O,O,O,X,X,O,O,O
IZOTLJS,X,O,O,O,X,O,O,X,O
IZOTLSJ,X,O,O,O,X,X,O,X,O
IZOTJLS,X,O,O,O,X,O,X,X,O
IZOTJSL,X,O,O,O,X,O,X,X,O
IZOTSLJ,X,O,O,O,X,X,O,X,O
IZOTSJL,X,O,O,O,X,X,O,X,O
IZOLTJS,X,X,X,X,X,X,O,O,O
IZOLTSJ,X,X,X,X,X,X,O,O,O
IZOLJTS,X,X,X,X,X,X,X,O,O
IZOLJST,X,X,O,X,X,X,X,O,O
IZOLSTJ,X,X,O,X,X,X,O,O,O
IZOLSJT,X,X,O,X,X,X,O,O,O
IZOJTLS,X,O,O,O,X,O,X,X,O
IZOJTSL,X,O,O,O,X,O,X,X,O
IZOJLTS,X,X,X,O,X,X,X,O,O
IZOJLST,X,X,O,O,X,X,X,O,O
IZOJSTL,X,O,O,O,X,X,X,O,O
IZOJSLT,X,O,O,O,X,X,X,O,O
IZOSTLJ,X,O,O,O,X,X,O,O,O
IZOSTJL,X,O,O,O,X,X,O,O,O
IZOSLTJ,X,O,O,O,X,X,O,O,O
IZOSLJT,X,O,O,X,X,X,O,O,O
IZOSJTL,X,O,O,O,X,X,O,O,O
IZOSJLT,X,O,O,O,X,X,O,O,O
IOTLJSZ,O,X,X,O,O,O,O,O,X
IOTLJZS,O,X,X,O,O,O,O,O,X
IOTLSJZ,O,O,O,O,O,X,O,O,O
IOTLSZJ,O,O,O,O,X,X,O,O,O
IOTLZJS,O,O,O,O,X,O,O,O,O
IOTLZSJ,O,O,O,O,X,X,O,O,O
IOTJLSZ,O,X,X,O,O,O,O,O,X
IOTJLZS,O,X,X,O,O,O,O,O,X
IOTJSLZ,O,O,O,O,O,O,O,O,X
IOTJSZL,O,O,O,O,O,O,O,O,X
IOTJZLS,O,O,O,O,O,O,X,X,X
IOTJZSL,O,O,O,O,O,O,X,X,X
IOTSLJZ,O,O,O,O,O,X,O,O,O
IOTSLZJ,O,O,O,O,X,X,O,O,O
IOTSJLZ,O,O,O,O,O,X,O,O,O
IOTSJZL,O,O,O,O,O,X,O,O,O
IOTSZLJ,O,O,O,O,X,X,O,O,O
IOTSZJL,O,O,O,O,X,X,O,O,O
IOTZLJS,O,O,O,O,X,O,O,X,O
IOTZLSJ,O,O,O,O,X,X,O,X,O
IOTZJLS,O,O,O,O,X,O,X,X,O
IOTZJSL,O,O,O,O,X,O,X,X,O
IOTZSLJ,O,O,O,O,X,X,O,X,O
IOTZSJL,O,O,O,O,X,X,O,X,O
IOLTJSZ,O,X,X,X,X,X,O,O,X
IOLTJZS,O,X,X,X,X,X,O,O,X
IOLTSJZ,O,X,X,X,X,X,O,O,O
IOLTSZJ,O,X,X,X,X,X,O,O,O
IOLTZJS,O,X,X,X,X,X,O,O,O
IOLTZSJ,O,X,X,X,X,X,O,O,O
IOLJTSZ,O,X,X,X,X,X,O,O,X
IOLJTZS,O,X,X,X,X,X,O,O,X
IOLJSTZ,O,X,X,X,X,X,O,O,O
IOLJSZT,O,X,X,X,X,X,O,O,O
IOLJZTS,X,X,X,X,X,X,X,O,O
IOLJZST,O,X,X,X,X,X,X,O,O
IOLSTJZ,O,X,O,X,X,X,O,O,O
IOLSTZJ,O,X,O,X,X,X,O,O,O
IOLSJTZ,O,X,X,X,X,X,O,O,O
IOLSJZT,O,X,X,X,X,X,O,O,O
IOLSZTJ,O,X,O,X,X,X,O,O,O
IOLSZJT,O,X,O,X,X,X,O,O,O
IOLZTJS,X,X,X,X,X,X,O,O,O
IOLZTSJ,X,X,X,X,X,X,O,O,O
IOLZJTS,X,X,X,X,X,X,X,O,O
IOLZJST,O,X,O,X,X,X,X,O,O
IOLZSTJ,O,X,O,X,X,X,O,O,O
IOLZSJT,O,X,O,X,X,X,O,O,O
IOJTLSZ,O,X,X,O,O,O,O,O,X
IOJTLZS,O,X,X,O,O,O,O,O,X
IOJTSLZ,O,X,X,O,O,O,O,O,X
IOJTSZL,O,X,X,O,O,O,O,O,X
IOJTZLS,O,X,X,O,O,O,X,X,X
IOJTZSL,O,X,X,O,O,O,X,X,X
IOJLTSZ,O,X,X,O,O,O,O,O,X
IOJLTZS,O,X,X,O,O,O,O,O,X
IOJLSTZ,O,X,X,X,O,X,O,O,O
IOJLSZT,O,X,X,X,O,X,O,O,O
IOJLZTS,X,X,X,O,X,X,X,O,O
IOJLZST,O,X,X,O,X,X,X,O,O
IOJSTLZ,O,X,X,X,O,O,O,O,O
IOJSTZL,O,X,X,X,O,O,O,O,O
IOJSLTZ,O,X,X,X,O,X,O,O,O
IOJSLZT,O,X,X,X,O,X,O,O,O
IOJSZTL,O,X,X,X,X,X,O,O,O
IOJSZLT,X,X,X,X,O,X,O,O,O
IOJZTLS,X,X,X,O,O,O,X,X,O
IOJZTSL,X,X,X,O,O,O,X,X,O
IOJZLTS,X,X,X,O,X,X,X,O,O
IOJZLST,X,X,X,O,X,X,X,O,O
IOJZSTL,X,X,X,O,X,X,X,O,O
IOJZSLT,X,X,X,O,O,X,X,O,O
IOSTLJZ,O,O,O,X,O,X,O,O,O
IOSTLZJ,O,O,O,X,X,X,O,O,O
IOSTJLZ,O,O,O,X,O,X,O,O,O
IOSTJZL,O,O,O,X,O,X,O,O,O
IOSTZLJ,O,O,O,X,X,X,O,O,O
IOSTZJL,O,O,O,X,X,X,O,O,O
IOSLTJZ,O,O,O,X,O,X,O,O,O
IOSLTZJ,O,O,O,X,X,X,O,O,O
IOSLJTZ,O,X,X,X,O,X,O,O,O
IOSLJZT,O,X,X,X,O,X,O,O,O
IOSLZTJ,O,O,O,X,X,X,O,O,O
IOSLZJT,O,O,O,X,X,X,O,O,O
IOSJTLZ,O,X,X,X,O,X,O,O,O
IOSJTZL,O,X,X,X,O,X,O,O,O
IOSJLTZ,O,X,X,X,O,X,O,O,O
IOSJLZT,O,X,X,X,O,X,O,O,O
IOSJZTL,O,X,X,X,X,X,O,O,O
IOSJZLT,X,X,X,X,O,X,O,O,O
IOSZTLJ,O,O,O,X,X,X,O,O,O
IOSZTJL,O,O,O,X,X,X,O,O,O
IOSZLTJ,O,O,O,X,X,X,O,O,O
IOSZLJT,O,O,O,X,X,X,O,O,O
IOSZJTL,O,O,O,X,X,X,O,O,O
IOSZJLT,X,O,O,X,X,X,O,O,O
IOZTLJS,X,O,O,O,X,O,O,X,O
IOZTLSJ,X,O,O,O,X,X,O,X,O
IOZTJLS,X,O,O,O,X,O,X,X,O
IOZTJSL,X,O,O,O,X,O,X,X,O
IOZTSLJ,X,O,O,O,X,X,O,X,O
IOZTSJL,X,O,O,O,X,X,O,X,O
IOZLTJS,X,X,X,X,X,X,O,O,O
IOZLTSJ,X,X,X,X,X,X,O,O,O
IOZLJTS,X,X,X,X,X,X,X,O,O
IOZLJST,X,X,O,X,X,X,X,O,O
IOZLSTJ,X,X,O,X,X,X,O,O,O
IOZLSJT,X,X,O,X,X,X,O,O,O
IOZJTLS,X,O,O,O,X,O,X,X,O
IOZJTSL,X,O,O,O,X,O,X,X,O
IOZJLTS,X,X,X,O,X,X,X,O,O
IOZJLST,X,X,O,O,X,X,X,O,O
IOZJSTL,X,O,O,O,X,X,X,O,O
IOZJSLT,X,O,O,O,X,X,X,O,O
IOZSTLJ,X,O,O,O,X,X,O,O,O
IOZSTJL,X,O,O,O,X,X,O,O,O
IOZSLTJ,X,O,O,O,X,X,O,O,O
IOZSLJT,X,O,O,X,X,X,O,O,O
IOZSJTL,X,O,O,O,X,X,O,O,O
IOZSJLT,X,O,O,O,X,X,O,O,O
LTIJSZO,O,X,X,O,O,O,O,O,X
LTIJSOZ,O,X,X,O,O,O,O,O,X
LTIJZSO,O,X,X,O,O,O,O,O,X
LTIJZOS,O,X,X,O,O,O,O,X,X
LTIJOSZ,O,X,X,O,O,O,O,O,X
LTIJOZS,O,X,X,O,O,O,O,O,X
LTISJZO,O,O,O,O,O,X,O,O,O
LTISJOZ,O,O,O,O,O,X,O,O,X
LTISZJO,O,O,O,O,X,X,O,O,O
LTISZOJ,O,O,O,O,X,X,O,O,O
LTISOJZ,O,O,O,O,O,X,O,O,X
LTISOZJ,O,O,O,O,X,X,O,O,O
LTIZJSO,O,O,O,O,X,O,O,O,O
LTIZJOS,O,O,O,O,X,O,O,X,O
LTIZSJO,O,O,O,O,X,X,O,O,O
LTIZSOJ,O,O,O,O,X,X,O,O,O
LTIZOJS,O,O,O,O,X,O,O,O,O
LTIZOSJ,O,O,O,O,X,X,O,O,O
LTIOJSZ,O,X,X,O,O,O,O,O,X
LTIOJZS,O,X,X,O,O,O,O,O,X
LTIOSJZ,O,O,O,O,O,X,O,O,O
LTIOSZJ,O,O,O,O,X,X,O,O,O
LTIOZJS,O,O,O,O,X,O,O,O,O
LTIOZSJ,O,O,O,O,X,X,O,O,O
LTJISZO,O,X,X,O,O,O,O,O,X
LTJISOZ,O,X,X,O,O,O,O,O,X
LTJIZSO,O,X,X,O,O,O,O,O,X
LTJIZOS,O,X,X,O,O,O,O,X,X
LTJIOSZ,O,X,X,O,O,O,O,O,X
LTJIOZS,O,X,X,O,O,O,O,O,X
LTJSIZO,O,X,X,O,O,O,O,O,X
LTJSIOZ,O,X,X,O,O,O,O,O,X
LTJSZIO,O,X,X,O,O,O,O,O,X
LTJSZOI,O,X,X,O,O,O,O,O,X
LTJSOIZ,O,X,X,O,O,O,O,O,X
LTJSOZI,O,X,X,O,O,O,O,O,X
LTJZISO,O,X,X,O,O,O,O,O,X
LTJZIOS,O,X,X,O,O,O,O,X,X
LTJZSIO,O,X,X,O,O,O,O,O,X
LTJZSOI,O,X,X,O,O,O,O,O,X
LTJZOIS,O,X,X,O,O,O,O,X,X
LTJZOSI,O,X,X,O,O,O,O,X,X
LTJOISZ,O,X,X,O,O,O,O,O,X
LTJOIZS,O,X,X,O,O,O,O,O,X
LTJOSIZ,O,X,X,O,O,O,O,O,X
LTJOSZI,O,X,X,O,O,O,O,O,X
LTJOZIS,O,X,X,O,O,O,O,O,X
LTJOZSI,O,X,X,O,O,O,O,O,X
LTSIJZO,O,O,O,O,O,X,O,O,O
LTSIJOZ,O,O,O,O,O,X,O,O,X
LTSIZJO,O,O,O,O,X,X,O,O,O
LTSIZOJ,O,O,O,O,X,X,O,O,O
LTSIOJZ,O,O,O,O,O,X,O,O,X
LTSIOZJ,O,O,O,O,X,X,O,O,O
LTSJIZO,O,O,O,O,O,O,O,O,O
LTSJIOZ,O,O,O,O,O,O,O,O,X
LTSJZIO,O,O,O,O,O,O,O,O,O
LTSJZOI,O,O,O,O,O,O,O,O,O
LTSJOIZ,O,O,O,O,O,O,O,O,X
LTSJOZI,O,O,O,O,O,O,O,O,X
LTSZIJO,O,O,O,O,X,X,O,O,O
LTSZIOJ,O,O,O,O,X,X,O,O,O
LTSZJIO,O,O,O,O,O,O,O,O,O
LTSZJOI,O,O,O,O,O,O,O,O,O
LTSZOIJ,O,O,O,O,X,X,O,O,O
LTSZOJI,O,O,O,O,O,O,O,O,O
LTSOIJZ,O,O,O,O,O,X,O,O,X
LTSOIZJ,O,O,O,O,X,X,O,O,O
LTSOJIZ,O,O,O,O,O,O,O,O,X
LTSOJZI,O,O,O,O,O,O,O,O,X
LTSOZIJ,O,O,O,O,X,X,O,O,O
LTSOZJI,O,O,O,O,O,O,O,O,O
LTZIJSO,O,O,O,O,X,O,O,O,O
LTZIJOS,O,O,O,O,X,O,O,X,O
LTZISJO,O,O,O,O,X,X,O,O,O
LTZISOJ,O,O,O,O,X,X,O,O,O
LTZIOJS,O,O,O,O,X,O,O,O,O
LTZIOSJ,O,O,O,O,X,X,O,O,O
LTZJISO,O,O,O,O,O,O,O,O,O
LTZJIOS,O,O,O,O,O,O,O,X,O
LTZJSIO,O,O,O,O,O,O,O,O,O
LTZJSOI,O,O,O,O,O,O,O,O,O
LTZJOIS,O,O,O,O,O,O,O,X,O
LTZJOSI,O,O,O,O,O,O,O,X,O
LTZSIJO,O,O,O,O,X,X,O,O,O
LTZSIOJ,O,O,O,O,X,X,O,O,O
LTZSJIO,O,O,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,X,X,O,O,O
LTZSOJI,O,O,O,O,O,O,O,O,O
LTZOIJS,O,O,O,O,X,O,O,O,O
LTZOISJ,O,O,O,O,X,X,O,O,O
