sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
JSLITOZ,O,O,O,O,O,X,O,O,X
JSLIZTO,O,O,O,O,X,X,O,O,O
JSLIZOT,O,O,O,O,O,X,O,O,O
JSLIOTZ,O,X,X,X,O,X,O,O,X
JSLIOZT,O,X,X,X,O,X,O,O,X
JSLZTIO,O,O,O,O,X,X,O,O,O
JSLZTOI,O,O,O,O,X,X,O,O,O
JSLZITO,O,O,O,O,X,X,O,O,O
JSLZIOT,O,O,O,O,O,X,O,O,O
JSLZOTI,O,O,O,O,O,X,O,O,O
JSLZOIT,O,O,O,O,O,X,O,O,O
JSLOTIZ,O,X,X,X,O,X,O,O,X
JSLOTZI,O,X,X,X,O,X,O,O,X
JSLOITZ,O,X,X,X,O,X,O,O,X
JSLOIZT,O,X,X,X,O,X,O,O,X
JSLOZTI,O,X,X,X,O,X,O,O,X
JSLOZIT,O,X,X,X,O,X,O,O,X
JSZTILO,O,O,O,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O,O,O,O
JSZITLO,O,O,O,O,X,X,O,O,O
JSZITOL,O,O,O,O,X,X,O,O,O
JSZILTO,O,O,O,O,X,X,O,O,O
JSZILOT,O,O,O,O,O,X,O,O,O
JSZIOTL,O,O,O,O,X,X,O,O,O
JSZIOLT,X,O,O,O,O,X,O,O,O
JSZLTIO,O,O,O,O,X,X,O,O,O
JSZLTOI,O,O,O,O,X,X,O,O,O
JSZLITO,O,O,O,O,X,X,O,O,O
JSZLIOT,O,O,O,O,O,X,O,O,O
JSZLOTI,O,O,O,O,O,X,O,O,O
JSZLOIT,O,O,O,O,O,X,O,O,O
JSZOTIL,O,O,O,O,O,O,O,O,O
JSZOTLI,O,O,O,O,O,O,O,O,O
JSZOITL,O,O,O,O,X,X,O,O,O
JSZOILT,X,O,O,O,O,X,O,O,O
JSZOLTI,X,O,O,O,O,X,O,O,O
JSZOLIT,X,O,O,O,O,X,O,O,O
JSOTILZ,O,X,X,X,O,O,O,O,O
JSOTIZL,O,X,X,X,O,O,O,O,O
JSOTLIZ,O,X,X,X,O,O,O,O,O
JSOTLZI,O,X,X,X,O,O,O,O,O
JSOTZIL,O,X,X,X,O,O,O,O,O
JSOTZLI,O,X,X,X,O,O,O,O,O
JSOITLZ,O,X,X,X,O,O,O,O,O
JSOITZL,O,X,X,X,O,O,O,O,O
JSOILTZ,O,X,X,X,O,X,O,O,O
JSOILZT,O,X,X,X,O,X,O,O,O
JSOIZTL,O,X,X,X,X,X,O,O,O
JSOIZLT,X,X,X,X,O,X,O,O,O
JSOLTIZ,O,X,X,X,O,X,O,O,O
JSOLTZI,O,X,X,X,O,X,O,O,O
JSOLITZ,O,X,X,X,O,X,O,O,O
JSOLIZT,O,X,X,X,O,X,O,O,O
JSOLZTI,O,X,X,X,O,X,O,O,O
JSOLZIT,O,X,X,X,O,X,O,O,O
JSOZTIL,O,X,X,X,O,O,O,O,O
JSOZTLI,O,X,X,X,O,O,O,O,O
JSOZITL,O,X,X,X,X,X,O,O,O
JSOZILT,X,X,X,X,O,X,O,O,O
JSOZLTI,X,X,X,X,O,X,O,O,O
JSOZLIT,X,X,X,X,O,X,O,O,O
JZTILSO,O,O,O,O,O,O,X,X,O
JZTILOS,O,O,O,O,O,O,X,X,O
JZTISLO,O,O,O,O,O,O,X,X,O
JZTISOL,O,O,O,O,O,O,X,X,O
JZTIOLS,O,O,O,O,O,O,X,X,O
JZTIOSL,O,O,O,O,O,O,X,X,O
JZTLISO,O,O,O,O,O,O,X,X,O
JZTLIOS,O,O,O,O,O,O,X,X,O
JZTLSIO,O,O,O,O,O,O,X,X,O
JZTLSOI,O,O,O,O,O,O,X,X,O
JZTLOIS,O,O,O,O,O,O,X,X,O
JZTLOSI,O,O,O,O,O,O,X,X,O
JZTSILO,O,O,O,O,O,O,X,X,O
JZTSIOL,O,O,O,O,O,O,X,X,O
JZTSLIO,O,O,O,O,O,O,X,X,O
JZTSLOI,O,O,O,O,O,O,X,X,O
JZTSOIL,O,O,O,O,O,O,X,X,O
JZTSOLI,O,O,O,O,O,O,X,X,O
JZTOILS,O,O,O,O,O,O,X,X,O
JZTOISL,O,O,O,O,O,O,X,X,O
JZTOLIS,O,O,O,O,O,O,X,X,O
JZTOLSI,O,O,O,O,O,O,X,X,O
JZTOSIL,O,O,O,O,O,O,X,X,O
JZTOSLI,O,O,O,O,O,O,X,X,O
JZITLSO,O,O,O,O,O,O,X,X,O
JZITLOS,O,O,O,O,O,O,X,X,O
JZITSLO,O,O,O,O,O,O,X,X,O
JZITSOL,O,O,O,O,O,O,X,X,O
JZITOLS,O,O,O,O,O,O,X,X,O
JZITOSL,O,O,O,O,O,O,X,X,O
JZILTSO,O,O,O,O,X,X,X,O,O
JZILTOS,O,O,O,O,X,X,X,X,O
JZILSTO,O,O,O,O,X,X,X,O,O
JZILSOT,O,O,O,O,X,X,X,O,O
JZILOTS,X,X,X,O,X,X,X,X,O
JZILOST,O,X,O,O,X,X,X,X,O
JZISTLO,O,O,O,O,X,X,X,O,O
JZISTOL,O,O,O,O,X,X,X,O,O
JZISLTO,O,O,O,O,X,X,X,O,O
JZISLOT,O,O,O,O,O,X,X,O,O
JZISOTL,O,O,O,O,X,X,X,O,O
JZISOLT,X,O,O,O,O,X,X,O,O
JZIOTLS,X,O,O,O,O,O,X,X,O
JZIOTSL,X,O,O,O,O,O,X,X,O
JZIOLTS,X,X,X,O,X,X,X,O,O
JZIOLST,X,X,O,O,X,X,X,O,O
JZIOSTL,X,O,O,O,X,X,X,O,O
JZIOSLT,X,O,O,O,O,X,X,O,O
JZLTISO,O,O,O,O,X,O,X,O,O
JZLTIOS,O,O,O,O,X,O,X,X,O
JZLTSIO,O,O,O,O,X,O,X,O,O
JZLTSOI,O,O,O,O,X,O,X,O,O
JZLTOIS,O,O,O,O,X,O,X,X,O
JZLTOSI,O,O,O,O,X,O,X,X,O
JZLITSO,O,O,O,O,X,X,X,O,O
JZLITOS,O,O,O,O,X,X,X,X,O
JZLISTO,O,O,O,O,X,X,X,O,O
JZLISOT,O,O,O,O,X,X,X,O,O
JZLIOTS,X,X,X,O,X,X,X,X,O
JZLIOST,O,X,O,O,X,X,X,X,O
JZLSTIO,O,O,O,O,X,X,X,O,O
JZLSTOI,O,O,O,O,X,X,X,O,O
JZLSITO,O,O,O,O,X,X,X,O,O
JZLSIOT,O,O,O,O,X,X,X,O,O
JZLSOTI,O,O,O,O,X,X,X,O,O
JZLSOIT,O,O,O,O,X,X,X,O,O
JZLOTIS,X,X,X,O,X,O,X,X,O
JZLOTSI,X,X,X,O,X,O,X,X,O
JZLOITS,X,X,X,O,X,X,X,X,O
JZLOIST,O,X,O,O,X,X,X,X,O
JZLOSTI,O,X,O,O,X,X,X,X,O
JZLOSIT,O,X,O,O,X,X,X,X,O
JZSTILO,O,O,O,O,O,O,X,O,O
JZSTIOL,O,O,O,O,O,O,X,O,O
JZSTLIO,O,O,O,O,O,O,X,O,O
JZSTLOI,O,O,O,O,O,O,X,O,O
JZSTOIL,O,O,O,O,O,O,X,O,O
JZSTOLI,O,O,O,O,O,O,X,O,O
JZSITLO,O,O,O,O,X,X,X,O,O
JZSITOL,O,O,O,O,X,X,X,O,O
JZSILTO,O,O,O,O,X,X,X,O,O
JZSILOT,O,O,O,O,O,X,X,O,O
JZSIOTL,O,O,O,O,X,X,X,O,O
JZSIOLT,X,O,O,O,O,X,X,O,O
JZSLTIO,O,O,O,O,X,X,X,O,O
JZSLTOI,O,O,O,O,X,X,X,O,O
JZSLITO,O,O,O,O,X,X,X,O,O
JZSLIOT,O,O,O,O,O,X,X,O,O
JZSLOTI,O,O,O,O,O,X,X,O,O
JZSLOIT,O,O,O,O,O,X,X,O,O
JZSOTIL,O,O,O,O,O,O,X,O,O
JZSOTLI,O,O,O,O,O,O,X,O,O
JZSOITL,O,O,O,O,X,X,X,O,O
JZSOILT,X,O,O,O,O,X,X,O,O
JZSOLTI,X,O,O,O,O,X,X,O,O
JZSOLIT,X,O,O,O,O,X,X,O,O
JZOTILS,X,O,O,O,O,O,X,X,O
JZOTISL,X,O,O,O,O,O,X,X,O
JZOTLIS,X,O,O,O,O,O,X,X,O
JZOTLSI,X,O,O,O,O,O,X,X,O
JZOTSIL,X,O,O,O,O,O,X,X,O
JZOTSLI,X,O,O,O,O,O,X,X,O
JZOITLS,X,O,O,O,O,O,X,X,O
JZOITSL,X,O,O,O,O,O,X,X,O
JZOILTS,X,X,X,O,X,X,X,O,O
JZOILST,X,X,O,O,X,X,X,O,O
JZOISTL,X,O,O,O,X,X,X,O,O
JZOISLT,X,O,O,O,O,X,X,O,O
JZOLTIS,X,X,X,O,X,O,X,O,O
JZOLTSI,X,X,X,O,X,O,X,O,O
JZOLITS,X,X,X,O,X,X,X,O,O
JZOLIST,X,X,O,O,X,X,X,O,O
JZOLSTI,X,X,O,O,X,X,X,O,O
JZOLSIT,X,X,O,O,X,X,X,O,O
JZOSTIL,X,O,O,O,O,O,X,O,O
JZOSTLI,X,O,O,O,O,O,X,O,O
JZOSITL,X,O,O,O,X,X,X,O,O
JZOSILT,X,O,O,O,O,X,X,O,O
JZOSLTI,X,O,O,O,O,X,X,O,O
JZOSLIT,X,O,O,O,O,X,X,O,O
JOTILSZ,O,X,X,O,O,O,O,O,X
JOTILZS,O,X,X,O,O,O,O,O,X
JOTISLZ,O,X,X,O,O,O,O,O,X
JOTISZL,O,X,X,O,O,O,O,O,X
JOTIZLS,O,X,X,O,O,O,X,X,X
JOTIZSL,O,X,X,O,O,O,X,X,X
JOTLISZ,O,X,X,O,O,O,O,O,X
JOTLIZS,O,X,X,O,O,O,O,O,X
JOTLSIZ,O,X,X,O,O,O,O,O,X
JOTLSZI,O,X,X,O,O,O,O,O,X
JOTLZIS,O,X,X,O,O,O,O,O,X
JOTLZSI,O,X,X,O,O,O,O,O,X
JOTSILZ,O,X,X,O,O,O,O,O,X
JOTSIZL,O,X,X,O,O,O,O,O,X
JOTSLIZ,O,X,X,O,O,O,O,O,X
JOTSLZI,O,X,X,O,O,O,O,O,X
JOTSZIL,O,X,X,O,O,O,O,O,X
JOTSZLI,O,X,X,O,O,O,O,O,X
JOTZILS,O,X,X,O,O,O,X,X,X
JOTZISL,O,X,X,O,O,O,X,X,X
JOTZLIS,O,X,X,O,O,O,X,X,X
JOTZLSI,O,X,X,O,O,O,X,X,X
JOTZSIL,O,X,X,O,O,O,X,X,X
JOTZSLI,O,X,X,O,O,O,X,X,X
JOITLSZ,O,X,X,O,O,O,O,O,X
JOITLZS,O,X,X,O,O,O,O,O,X
JOITSLZ,O,X,X,O,O,O,O,O,X
JOITSZL,O,X,X,O,O,O,O,O,X
JOITZLS,O,X,X,O,O,O,X,X,X
JOITZSL,O,X,X,O,O,O,X,X,X
JOILTSZ,O,X,X,O,O,O,O,O,X
JOILTZS,O,X,X,O,O,O,O,O,X
JOILSTZ,O,X,X,X,O,X,O,O,O
JOILSZT,O,X,X,X,O,X,O,O,O
JOILZTS,X,X,X,O,X,X,X,O,O
JOILZST,O,X,X,O,X,X,X,O,O
JOISTLZ,O,X,X,X,O,O,O,O,O
JOISTZL,O,X,X,X,O,O,O,O,O
JOISLTZ,O,X,X,X,O,X,O,O,O
JOISLZT,O,X,X,X,O,X,O,O,O
JOISZTL,O,X,X,X,X,X,O,O,O
JOISZLT,X,X,X,X,O,X,O,O,O
JOIZTLS,X,X,X,O,O,O,X,X,O
JOIZTSL,X,X,X,O,O,O,X,X,O
JOIZLTS,X,X,X,O,X,X,X,O,O
JOIZLST,X,X,X,O,X,X,X,O,O
JOIZSTL,X,X,X,O,X,X,X,O,O
JOIZSLT,X,X,X,O,O,X,X,O,O
JOLTISZ,O,X,X,O,O,O,O,O,X
JOLTIZS,O,X,X,O,O,O,O,O,X
JOLTSIZ,O,X,X,O,O,O,O,O,X
JOLTSZI,O,X,X,O,O,O,O,O,X
JOLTZIS,O,X,X,O,O,O,O,O,X
JOLTZSI,O,X,X,O,O,O,O,O,X
JOLITSZ,O,X,X,O,O,O,O,O,X
JOLITZS,O,X,X,O,O,O,O,O,X
JOLISTZ,O,X,X,X,O,X,O,O,O
JOLISZT,O,X,X,X,O,X,O,O,O
JOLIZTS,X,X,X,O,X,X,X,O,O
JOLIZST,O,X,X,O,X,X,X,O,O
JOLSTIZ,O,X,X,X,O,X,O,O,O
JOLSTZI,O,X,X,X,O,X,O,O,O
JOLSITZ,O,X,X,X,O,X,O,O,O
JOLSIZT,O,X,X,X,O,X,O,O,O
JOLSZTI,O,X,X,X,O,X,O,O,O
JOLSZIT,O,X,X,X,O,X,O,O,O
JOLZTIS,X,X,X,O,X,O,X,O,O
JOLZTSI,X,X,X,O,X,O,X,O,O
JOLZITS,X,X,X,O,X,X,X,O,O
JOLZIST,O,X,X,O,X,X,X,O,O
JOLZSTI,O,X,X,O,X,X,X,O,O
JOLZSIT,O,X,X,O,X,X,X,O,O
JOSTILZ,O,X,X,X,O,O,O,O,O
JOSTIZL,O,X,X,X,O,O,O,O,O
JOSTLIZ,O,X,X,X,O,O,O,O,O
JOSTLZI,O,X,X,X,O,O,O,O,O
JOSTZIL,O,X,X,X,O,O,O,O,O
JOSTZLI,O,X,X,X,O,O,O,O,O
JOSITLZ,O,X,X,X,O,O,O,O,O
JOSITZL,O,X,X,X,O,O,O,O,O
JOSILTZ,O,X,X,X,O,X,O,O,O
JOSILZT,O,X,X,X,O,X,O,O,O
JOSIZTL,O,X,X,X,X,X,O,O,O
JOSIZLT,X,X,X,X,O,X,O,O,O
JOSLTIZ,O,X,X,X,O,X,O,O,O
JOSLTZI,O,X,X,X,O,X,O,O,O
JOSLITZ,O,X,X,X,O,X,O,O,O
JOSLIZT,O,X,X,X,O,X,O,O,O
JOSLZTI,O,X,X,X,O,X,O,O,O
JOSLZIT,O,X,X,X,O,X,O,O,O
JOSZTIL,O,X,X,X,O,O,O,O,O
JOSZTLI,O,X,X,X,O,O,O,O,O
JOSZITL,O,X,X,X,X,X,O,O,O
JOSZILT,X,X,X,X,O,X,O,O,O
JOSZLTI,X,X,X,X,O,X,O,O,O
JOSZLIT,X,X,X,X,O,X,O,O,O
JOZTILS,X,X,X,O,O,O,X,X,O
JOZTISL,X,X,X,O,O,O,X,X,O
JOZTLIS,X,X,X,O,O,O,X,X,O
JOZTLSI,X,X,X,O,O,O,X,X,O
JOZTSIL,X,X,X,O,O,O,X,X,O
JOZTSLI,X,X,X,O,O,O,X,X,O
JOZITLS,X,X,X,O,O,O,X,X,O
JOZITSL,X,X,X,O,O,O,X,X,O
JOZILTS,X,X,X,O,X,X,X,O,O
JOZILST,X,X,X,O,X,X,X,O,O
JOZISTL,X,X,X,O,X,X,X,O,O
JOZISLT,X,X,X,O,O,X,X,O,O
JOZLTIS,X,X,X,O,X,O,X,O,O
JOZLTSI,X,X,X,O,X,O,X,O,O
JOZLITS,X,X,X,O,X,X,X,O,O
JOZLIST,X,X,X,O,X,X,X,O,O
JOZLSTI,X,X,X,O,X,X,X,O,O
JOZLSIT,X,X,X,O,X,X,X,O,O
JOZSTIL,X,X,X,O,O,O,X,O,O
JOZSTLI,X,X,X,O,O,O,X,O,O
JOZSITL,X,X,X,O,X,X,X,O,O
JOZSILT,X,X,X,O,O,X,X,O,O
JOZSLTI,X,X,X,O,O,X,X,O,O
JOZSLIT,X,X,X,O,O,X,X,O,O
STILJZO,O,O,O,O,O,X,O,O,O
STILJOZ,O,O,O,O,O,X,O,O,X
STILZJO,O,O,O,O,X,X,O,O,O
STILZOJ,O,O,O,O,X,X,O,O,O
STILOJZ,O,O,O,O,O,X,O,O,O
STILOZJ,O,O,O,O,X,X,O,O,O
STIJLZO,O,O,O,O,O,X,O,O,O
STIJLOZ,O,O,O,O,O,X,O,O,X
STIJZLO,O,O,O,O,O,X,O,O,O
STIJZOL,O,O,O,O,O,X,O,O,O
STIJOLZ,O,O,O,O,O,X,O,O,O
STIJOZL,O,O,O,O,O,X,O,O,O
STIZLJO,O,O,O,O,X,X,O,O,O
STIZLOJ,O,O,O,O,X,X,O,O,O
STIZJLO,O,O,O,O,X,X,O,O,O
STIZJOL,O,O,O,O,X,X,O,O,O
STIZOLJ,O,O,O,O,X,X,O,O,O
STIZOJL,O,O,O,O,X,X,O,O,O
STIOLJZ,O,O,O,O,O,X,O,O,O
STIOLZJ,O,O,O,O,X,X,O,O,O
STIOJLZ,O,O,O,O,O,X,O,O,O
STIOJZL,O,O,O,O,O,X,O,O,O
STIOZLJ,O,O,O,O,X,X,O,O,O
STIOZJL,O,O,O,O,X,X,O,O,O
STLIJZO,O,O,O,O,O,X,O,O,O
STLIJOZ,O,O,O,O,O,X,O,O,X
STLIZJO,O,O,O,O,X,X,O,O,O
STLIZOJ,O,O,O,O,X,X,O,O,O
STLIOJZ,O,O,O,O,O,X,O,O,O
STLIOZJ,O,O,O,O,X,X,O,O,O
STLJIZO,O,O,O,O,O,O,O,O,O
STLJIOZ,O,O,O,O,O,O,O,O,X
STLJZIO,O,O,O,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O,O,O,O
STLJOIZ,O,O,O,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O,O,O,X
STLZIJO,O,O,O,O,X,X,O,O,O
STLZIOJ,O,O,O,O,X,X,O,O,O
STLZJIO,O,O,O,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O,O,O,O
STLZOIJ,O,O,O,O,X,X,O,O,O
STLZOJI,O,O,O,O,O,O,O,O,O
STLOIJZ,O,O,O,O,O,X,O,O,O
STLOIZJ,O,O,O,O,X,X,O,O,O
STLOJIZ,O,O,O,O,O,O,O,O,O
STLOJZI,O,O,O,O,O,O,O,O,O
STLOZIJ,O,O,O,O,X,X,O,O,O
STLOZJI,O,O,O,O,O,O,O,O,O
STJILZO,O,O,O,O,O,O,O,O,O
STJILOZ,O,O,O,O,O,O,O,O,X
STJIZLO,O,O,O,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O,O,O,O
STJIOLZ,O,O,O,O,O,O,O,O,O
STJIOZL,O,O,O,O,O,O,O,O,O
STJLIZO,O,O,O,O,O,O,O,O,O
STJLIOZ,O,O,O,O,O,O,O,O,X
STJLZIO,O,O,O,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O,O,O,O
STJLOIZ,O,O,O,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O,O,O,X
STJZILO,O,O,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O,O,O,O
STJOILZ,O,O,O,O,O,O,O,O,O
STJOIZL,O,O,O,O,O,O,O,O,O
STJOLIZ,O,O,O,O,O,O,O,O,O
STJOLZI,O,O,O,O,O,O,O,O,O
STJOZIL,O,O,O,O,O,O,O,O,O
STJOZLI,O,O,O,O,O,O,O,O,O
STZILJO,O,O,O,O,X,X,O,O,O
STZILOJ,O,O,O,O,X,X,O,O,O
STZIJLO,O,O,O,O,X,X,O,O,O
STZIJOL,O,O,O,O,X,X,O,O,O
STZIOLJ,O,O,O,O,X,X,O,O,O
STZIOJL,O,O,O,O,X,X,O,O,O
STZLIJO,O,O,O,O,X,X,O,O,O
STZLIOJ,O,O,O,O,X,X,O,O,O
STZLJIO,O,O,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O,O,O
STZLOIJ,O,O,O,O,X,X,O,O,O
STZLOJI,O,O,O,O,O,O,O,O,O
STZJILO,O,O,O,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,O,O,O
STZOILJ,O,O,O,O,X,X,O,O,O
STZOIJL,O,O,O,O,X,X,O,O,O
STZOLIJ,O,O,O,O,X,X,O,O,O
STZOLJI,O,O,O,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,O,O,O
STOILJZ,O,O,O,O,O,X,O,O,O
STOILZJ,O,O,O,O,X,X,O,O,O
STOIJLZ,O,O,O,O,O,X,O,O,O
STOIJZL,O,O,O,O,O,X,O,O,O
STOIZLJ,O,O,O,O,X,X,O,O,O
STOIZJL,O,O,O,O,X,X,O,O,O
STOLIJZ,O,O,O,O,O,X,O,O,O
STOLIZJ,O,O,O,O,X,X,O,O,O
STOLJIZ,O,O,O,O,O,O,O,O,O
STOLJZI,O,O,O,O,O,O,O,O,O
STOLZIJ,O,O,O,O,X,X,O,O,O
STOLZJI,O,O,O,O,O,O,O,O,O
STOJILZ,O,O,O,O,O,O,O,O,O
STOJIZL,O,O,O,O,O,O,O,O,O
STOJLIZ,O,O,O,O,O,O,O,O,O
STOJLZI,O,O,O,O,O,O,O,O,O
STOJZIL,O,O,O,O,O,O,O,O,O
STOJZLI,O,O,O,O,O,O,O,O,O
STOZILJ,O,O,O,O,X,X,O,O,O
STOZIJL,O,O,O,O,X,X,O,O,O
STOZLIJ,O,O,O,O,X,X,O,O,O
STOZLJI,O,O,O,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,O,O,O,O
STOZJLI,O,O,O,O,O,O,O,O,O
SITLJZO,O,O,O,O,O,X,O,O,O
SITLJOZ,O,O,O,O,O,X,O,O,X
SITLZJO,O,O,O,O,X,X,O,O,O
SITLZOJ,O,O,O,O,X,X,O,O,O
SITLOJZ,O,O,O,O,O,X,O,O,O
SITLOZJ,O,O,O,O,X,X,O,O,O
SITJLZO,O,O,O,O,O,X,O,O,O
SITJLOZ,O,O,O,O,O,X,O,O,X
SITJZLO,O,O,O,O,O,X,O,O,O
SITJZOL,O,O,O,O,O,X,O,O,O
SITJOLZ,O,O,O,O,O,X,O,O,O
SITJOZL,O,O,O,O,O,X,O,O,O
SITZLJO,O,O,O,O,X,X,O,O,O
SITZLOJ,O,O,O,O,X,X,O,O,O
SITZJLO,O,O,O,O,X,X,O,O,O
SITZJOL,O,O,O,O,X,X,O,O,O
SITZOLJ,O,O,O,O,X,X,O,O,O
SITZOJL,O,O,O,O,X,X,O,O,O
SITOLJZ,O,O,O,O,O,X,O,O,O
SITOLZJ,O,O,O,O,X,X,O,O,O
SITOJLZ,O,O,O,O,O,X,O,O,O
SITOJZL,O,O,O,O,O,X,O,O,O
SITOZLJ,O,O,O,O,X,X,O,O,O
SITOZJL,O,O,O,O,X,X,O,O,O
SILTJZO,O,O,O,X,O,X,O,O,O
SILTJOZ,O,O,O,X,O,X,O,O,X
SILTZJO,O,O,O,X,X,X,O,O,O
SILTZOJ,O,O,O,X,X,X,O,O,O
SILTOJZ,O,O,O,X,O,X,O,O,O
SILTOZJ,O,O,O,X,X,X,O,O,O
SILJTZO,O,O,O,X,X,X,O,O,O
SILJTOZ,O,O,O,X,O,X,O,O,X
SILJZTO,O,O,O,X,X,X,O,O,O
SILJZOT,O,O,O,X,O,X,O,O,O
SILJOTZ,O,X,X,X,O,X,O,O,X
SILJOZT,O,X,X,X,O,X,O,O,X
SILZTJO,O,O,O,X,X,X,O,O,O
SILZTOJ,O,O,O,X,X,X,O,O,O
SILZJTO,O,O,O,X,X,X,O,O,O
SILZJOT,O,O,O,X,X,X,O,O,O
SILZOTJ,O,O,O,X,X,X,O,O,O
SILZOJT,O,O,O,X,X,X,O,O,O
SILOTJZ,O,O,O,X,O,X,O,O,O
SILOTZJ,O,O,O,X,X,X,O,O,O
SILOJTZ,O,X,X,X,O,X,O,O,O
SILOJZT,O,X,X,X,O,X,O,O,O
SILOZTJ,O,O,O,X,X,X,O,O,O
SILOZJT,O,O,O,X,X,X,O,O,O
SIJTLZO,O,O,O,O,O,X,O,O,O
SIJTLOZ,O,O,O,O,O,X,O,O,X
SIJTZLO,O,O,O,O,O,X,O,O,O
SIJTZOL,O,O,O,O,O,X,O,O,O
SIJTOLZ,O,O,O,O,O,X,O,O,O
SIJTOZL,O,O,O,O,O,X,O,O,O
SIJLTZO,O,O,O,O,X,X,O,O,O
SIJLTOZ,O,O,O,O,O,X,O,O,X
SIJLZTO,O,O,O,O,X,X,O,O,O
SIJLZOT,O,O,O,O,O,X,O,O,O
SIJLOTZ,O,X,X,X,O,X,O,O,X
SIJLOZT,O,X,X,X,O,X,O,O,X
SIJZTLO,O,O,O,O,X,X,O,O,O
SIJZTOL,O,O,O,O,X,X,O,O,O
SIJZLTO,O,O,O,O,X,X,O,O,O
SIJZLOT,O,O,O,O,O,X,O,O,O
SIJZOTL,O,O,O,O,X,X,O,O,O
SIJZOLT,X,O,O,O,O,X,O,O,O
SIJOTLZ,O,X,X,X,O,X,O,O,O
SIJOTZL,O,X,X,X,O,X,O,O,O
SIJOLTZ,O,X,X,X,O,X,O,O,O
SIJOLZT,O,X,X,X,O,X,O,O,O
SIJOZTL,O,X,X,X,X,X,O,O,O
SIJOZLT,X,X,X,X,O,X,O,O,O
SIZTLJO,O,O,O,O,X,X,O,O,O
SIZTLOJ,O,O,O,O,X,X,O,O,O
SIZTJLO,O,O,O,O,X,X,O,O,O
SIZTJOL,O,O,O,O,X,X,O,O,O
SIZTOLJ,O,O,O,O,X,X,O,O,O
SIZTOJL,O,O,O,O,X,X,O,O,O
SIZLTJO,O,O,O,O,X,X,O,O,O
SIZLTOJ,O,O,O,O,X,X,O,O,O
SIZLJTO,O,O,O,O,X,X,O,O,O
SIZLJOT,O,O,O,O,X,X,O,O,O
SIZLOTJ,O,O,O,O,X,X,O,O,O
SIZLOJT,O,O,O,X,X,X,O,O,O
SIZJTLO,O,O,O,O,X,X,O,O,O
SIZJTOL,O,O,O,O,X,X,O,O,O
SIZJLTO,O,O,O,O,X,X,O,O,O
SIZJLOT,O,O,O,O,X,X,O,O,O
SIZJOTL,O,O,O,O,X,X,O,O,O
SIZJOLT,X,O,O,O,X,X,O,O,O
SIZOTLJ,O,O,O,O,X,X,O,O,O
SIZOTJL,O,O,O,O,X,X,O,O,O
SIZOLTJ,O,O,O,O,X,X,O,O,O
SIZOLJT,O,O,O,X,X,X,O,O,O
SIZOJTL,O,O,O,O,X,X,O,O,O
SIZOJLT,X,O,O,O,X,X,O,O,O
SIOTLJZ,O,O,O,X,O,X,O,O,O
SIOTLZJ,O,O,O,X,X,X,O,O,O
SIOTJLZ,O,O,O,X,O,X,O,O,O
SIOTJZL,O,O,O,X,O,X,O,O,O
SIOTZLJ,O,O,O,X,X,X,O,O,O
SIOTZJL,O,O,O,X,X,X,O,O,O
SIOLTJZ,O,O,O,X,O,X,O,O,O
