sequence,v115@RhB8GeF8AeD8Je2EJvhFRgBCiBTjB3lB0nBlrB,v115@RhB8GeF8AeD8Jex/IvhF8lBzhBCjBmkBXoBlrB,v115@RhB8GeF8AeD8JeT/IvhFigBRiBcoB3lBGnBlrB,v115@RhB8GeF8AeD8JeT/IvhFOlB8lBCiBxnBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFzhBunBcoBRlB3lBlrB,v115@RhB8GeF8AeD8Jei/IvhFzgBWnBxiBUlBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFWnBTjBRlB3lB0nBlrB,v115@RhB8GeF8AeD8Jei/IvhFRhBGjBFlBXmB8rBzsB,v115@RhB8GeF8AeD8Je2EJvhFzgBCiBxnBUlBXoBlrB,v115@RhB8GeF8AeD8Jex/IvhFlhB3iBcoBmkBzlBCsB,v115@RhB8GeF8AeD8JeT/IvhFOlBCmBxnB/rBUsBFtB
JTIOLZS,O,X,X,O,O,O,O,O,O,O,O
JTIOSLZ,O,O,O,X,X,O,O,O,O,O,X
JTIOSZL,O,O,O,X,X,O,X,X,X,O,X
JTIOZLS,O,O,O,O,O,O,O,O,O,O,X
JTIOZSL,O,O,O,O,O,O,X,O,X,O,X
JTLISZO,O,X,X,X,X,O,X,O,X,O,X
JTLISOZ,O,X,X,X,X,O,O,O,O,X,X
JTLIZSO,O,X,X,O,O,O,X,O,X,O,X
JTLIZOS,O,X,X,O,O,O,O,O,O,O,X
JTLIOSZ,O,X,X,X,X,O,O,O,O,X,O
JTLIOZS,O,X,X,O,O,O,O,O,O,O,O
JTLSIZO,O,O,O,X,X,O,X,O,X,O,X
JTLSIOZ,O,O,O,X,X,O,O,O,O,X,X
JTLSZIO,O,O,O,X,X,O,X,O,X,O,X
JTLSZOI,O,O,O,X,X,O,X,O,X,O,X
JTLSOIZ,O,O,O,X,X,O,O,O,O,X,X
JTLSOZI,O,O,O,X,X,O,X,O,X,X,X
JTLZISO,O,O,O,O,O,O,X,O,X,O,X
JTLZIOS,O,O,O,O,O,O,O,O,O,O,X
JTLZSIO,O,O,O,O,O,O,X,O,X,O,X
JTLZSOI,O,O,O,O,O,O,X,O,X,O,X
JTLZOIS,O,O,O,O,O,O,O,O,O,O,X
JTLZOSI,O,O,O,O,O,O,X,O,X,O,X
JTLOISZ,O,X,X,X,X,O,O,O,O,O,O
JTLOIZS,O,X,X,O,O,O,O,O,O,O,O
JTLOSIZ,O,O,O,X,X,O,O,O,O,O,X
JTLOSZI,O,O,O,X,X,O,X,O,X,O,X
JTLOZIS,O,O,O,O,O,O,O,O,O,O,X
JTLOZSI,O,O,O,O,O,O,X,O,X,O,X
JTSILZO,O,O,O,X,X,O,X,O,X,X,X
JTSILOZ,O,O,O,X,X,O,O,O,O,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X,X,X
JTSIZOL,O,O,O,X,X,O,X,X,X,X,X
JTSIOLZ,O,O,O,X,X,O,O,X,O,X,X
JTSIOZL,O,O,O,X,X,O,X,X,X,X,X
JTSLIZO,O,O,O,X,X,O,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,O,O,O,O,X,X
JTSLZIO,O,O,O,X,X,O,X,O,X,X,X
JTSLZOI,O,O,O,X,X,O,X,O,X,X,X
JTSLOIZ,O,O,O,X,X,O,O,O,O,X,X
JTSLOZI,O,O,O,X,X,O,X,O,X,X,X
JTSZILO,O,O,O,X,X,O,X,O,X,X,X
JTSZIOL,O,O,O,X,X,O,X,O,X,X,X
JTSZLIO,O,O,O,X,X,O,X,O,X,X,X
JTSZLOI,O,O,O,X,X,O,X,O,X,X,X
JTSZOIL,O,O,O,X,X,O,X,O,X,X,X
JTSZOLI,O,O,O,X,X,O,X,O,X,X,X
JTSOILZ,O,O,O,X,X,O,O,O,O,X,X
JTSOIZL,O,O,O,X,X,O,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,O,O,O,O,X,X
JTSOLZI,O,O,O,X,X,O,X,O,X,X,X
JTSOZIL,O,O,O,X,X,O,X,O,X,X,X
JTSOZLI,O,O,O,X,X,O,X,O,X,X,X
JTZILSO,O,O,O,O,O,O,X,O,X,O,X
JTZILOS,O,O,O,O,O,O,O,O,O,O,X
JTZISLO,O,O,O,O,O,O,X,O,X,O,X
JTZISOL,O,O,O,O,O,O,X,O,X,O,X
JTZIOLS,O,O,O,O,O,O,O,O,O,O,X
JTZIOSL,O,O,O,O,O,O,X,O,X,O,X
JTZLISO,O,O,O,O,O,O,X,O,X,O,X
JTZLIOS,O,O,O,O,O,O,O,O,O,O,X
JTZLSIO,O,O,O,O,O,O,X,O,X,O,X
JTZLSOI,O,O,O,O,O,O,X,O,X,O,X
JTZLOIS,O,O,O,O,O,O,O,O,O,O,X
JTZLOSI,O,O,O,O,O,O,X,O,X,O,X
JTZSILO,O,O,O,O,O,O,X,O,X,O,X
JTZSIOL,O,O,O,O,O,O,X,O,X,O,X
JTZSLIO,O,O,O,O,O,O,X,O,X,O,X
JTZSLOI,O,O,O,O,O,O,X,O,X,O,X
JTZSOIL,O,O,O,O,O,O,X,O,X,O,X
JTZSOLI,O,O,O,O,O,O,X,O,X,O,X
JTZOILS,O,O,O,O,O,O,O,O,O,O,X
JTZOISL,O,O,O,O,O,O,X,O,X,O,X
JTZOLIS,O,O,O,O,O,O,O,O,O,O,X
JTZOLSI,O,O,O,O,O,O,X,O,X,O,X
JTZOSIL,O,O,O,O,O,O,X,O,X,O,X
JTZOSLI,O,O,O,O,O,O,X,O,X,O,X
JTOILSZ,O,X,X,X,X,O,O,O,O,O,O
JTOILZS,O,X,X,O,O,O,O,O,O,O,O
JTOISLZ,O,O,O,X,X,O,O,O,O,O,X
JTOISZL,O,O,O,X,X,O,X,X,X,O,X
JTOIZLS,O,O,O,O,O,O,O,O,O,O,X
JTOIZSL,O,O,O,O,O,O,X,O,X,O,X
JTOLISZ,O,X,X,X,X,O,O,O,O,O,O
JTOLIZS,O,X,X,O,O,O,O,O,O,O,O
JTOLSIZ,O,O,O,X,X,O,O,O,O,O,X
JTOLSZI,O,O,O,X,X,O,X,O,X,O,X
JTOLZIS,O,O,O,O,O,O,O,O,O,O,X
JTOLZSI,O,O,O,O,O,O,X,O,X,O,X
JTOSILZ,O,O,O,X,X,O,O,O,O,O,X
JTOSIZL,O,O,O,X,X,O,X,X,X,O,X
JTOSLIZ,O,O,O,X,X,O,O,O,O,O,X
JTOSLZI,O,O,O,X,X,O,X,O,X,O,X
JTOSZIL,O,O,O,X,X,O,X,O,X,O,X
JTOSZLI,O,O,O,X,X,O,X,O,X,O,X
JTOZILS,O,O,O,O,O,O,O,O,O,O,X
JTOZISL,O,O,O,O,O,O,X,O,X,O,X
JTOZLIS,O,O,O,O,O,O,O,O,O,O,X
JTOZLSI,O,O,O,O,O,O,X,O,X,O,X
JTOZSIL,O,O,O,O,O,O,X,O,X,O,X
JTOZSLI,O,O,O,O,O,O,X,O,X,O,X
JITLSZO,O,X,X,X,X,X,X,O,X,O,X
JITLSOZ,O,X,X,X,X,X,O,O,O,X,X
JITLZSO,O,X,X,O,O,X,X,O,X,O,X
JITLZOS,O,X,X,O,O,X,O,O,O,O,X
JITLOSZ,O,X,X,X,X,X,O,O,O,X,O
JITLOZS,O,X,X,O,O,X,O,O,O,O,O
JITSLZO,O,O,X,X,X,X,X,O,X,X,X
JITSLOZ,O,O,X,X,X,X,O,O,O,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,O,X,O,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,O,O,X,X,O,X,O,X
JITZLOS,O,O,X,O,O,X,O,O,O,O,X
JITZSLO,O,O,X,O,O,X,X,O,X,O,X
JITZSOL,O,O,X,O,O,X,X,O,X,O,X
JITZOLS,O,O,X,O,O,X,O,O,O,O,X
JITZOSL,O,O,X,O,O,X,X,X,X,O,X
JITOLSZ,O,X,X,X,X,X,O,O,O,O,O
JITOLZS,O,X,X,O,O,X,O,O,O,O,O
JITOSLZ,O,O,X,X,X,X,O,O,O,O,X
JITOSZL,O,O,X,X,X,X,X,X,X,O,X
JITOZLS,O,O,X,O,O,X,O,O,O,O,X
JITOZSL,O,O,X,O,O,X,X,O,X,O,X
JILTSZO,O,X,X,X,X,X,X,O,X,O,X
JILTSOZ,O,X,X,X,X,X,O,O,O,X,X
JILTZSO,O,X,X,X,O,X,X,O,X,O,X
JILTZOS,O,X,X,X,O,X,O,O,O,O,X
JILTOSZ,O,X,X,X,X,X,O,O,O,X,O
JILTOZS,O,X,X,X,O,X,O,O,O,O,O
JILSTZO,O,O,X,X,X,X,X,X,X,O,X
JILSTOZ,O,X,X,X,X,X,X,X,O,X,X
JILSZTO,O,O,X,X,X,X,X,X,X,O,X
JILSZOT,O,O,X,X,X,X,X,X,X,O,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,O
JILSOZT,O,O,X,X,X,X,X,X,X,X,O
JILZTSO,X,O,X,X,O,X,X,O,X,O,X
JILZTOS,O,O,X,O,O,X,X,O,O,O,X
JILZSTO,X,O,X,X,O,X,X,O,X,O,X
JILZSOT,O,O,X,O,X,X,X,O,X,O,X
JILZOTS,O,X,X,O,O,X,X,O,X,O,O
JILZOST,O,X,X,O,X,X,X,O,X,O,O
JILOTSZ,O,X,X,X,X,X,O,O,O,O,O
JILOTZS,O,X,X,X,X,X,O,O,O,O,O
JILOSTZ,O,X,X,X,X,X,X,X,X,O,O
JILOSZT,O,X,X,X,X,X,X,X,X,O,O
JILOZTS,O,X,X,O,X,X,X,O,X,O,O
JILOZST,O,X,X,O,X,X,X,O,X,O,O
JISTLZO,O,O,X,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,O,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,O,X,X
JISTOZL,O,O,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X,O,X
JISLTOZ,O,O,X,X,X,X,X,X,O,X,X
JISLZTO,O,O,O,X,X,X,X,X,X,O,X
JISLZOT,O,O,O,X,X,X,X,X,X,O,X
JISLOTZ,O,X,X,X,X,X,X,X,X,X,O
JISLOZT,O,O,O,X,X,X,X,X,X,X,O
JISZTLO,O,O,O,X,X,X,X,X,X,O,X
JISZTOL,O,O,O,X,X,X,X,X,X,O,X
JISZLTO,O,O,O,X,X,X,X,X,X,O,X
JISZLOT,O,O,O,O,X,X,X,X,X,O,X
JISZOTL,O,O,O,X,X,X,X,X,X,O,X
JISZOLT,O,O,O,O,X,X,X,X,X,O,X
JISOTLZ,O,X,X,X,X,X,X,X,X,O,X
JISOTZL,O,X,X,X,X,X,X,X,X,O,X
JISOLTZ,O,X,X,X,X,X,X,X,X,O,O
JISOLZT,O,O,O,X,X,X,X,X,X,O,O
JISOZTL,O,O,O,X,X,X,X,X,X,O,X
JISOZLT,O,O,O,O,X,X,X,X,X,O,X
JIZTLSO,O,O,X,O,O,X,X,O,X,O,X
JIZTLOS,O,O,X,O,O,X,X,O,O,O,X
JIZTSLO,O,O,O,O,O,X,X,O,X,O,X
JIZTSOL,O,O,O,O,O,X,X,O,X,O,X
JIZTOLS,O,O,X,O,O,X,X,O,O,O,X
JIZTOSL,O,O,O,O,O,X,X,X,X,O,X
JIZLTSO,O,O,X,X,O,X,X,O,X,O,X
JIZLTOS,O,O,X,O,O,X,X,O,O,O,X
JIZLSTO,O,O,O,X,O,X,X,O,X,O,X
JIZLSOT,O,O,O,O,X,X,X,O,X,O,X
JIZLOTS,O,X,X,O,O,X,X,O,X,O,O
JIZLOST,O,X,O,O,X,X,X,O,X,O,O
JIZSTLO,O,O,O,X,O,X,X,O,X,O,X
JIZSTOL,O,O,O,X,O,X,X,O,X,O,X
JIZSLTO,O,O,O,X,O,X,X,O,X,O,X
JIZSLOT,O,O,O,O,X,X,X,O,X,O,X
JIZSOTL,O,O,O,X,X,X,X,O,X,O,X
JIZSOLT,O,O,O,O,X,X,X,O,X,O,X
JIZOTLS,O,O,X,O,O,X,X,O,X,O,X
JIZOTSL,O,O,O,O,O,X,X,X,X,O,X
JIZOLTS,O,X,X,O,O,X,X,O,X,O,O
JIZOLST,O,X,O,O,X,X,X,O,X,O,O
JIZOSTL,O,O,O,X,X,X,X,O,X,O,X
JIZOSLT,O,O,O,O,X,X,X,O,X,O,X
JIOTLSZ,O,X,X,X,X,X,O,O,O,O,O
JIOTLZS,O,X,X,O,X,X,O,O,O,O,O
JIOTSLZ,O,X,X,X,X,X,O,O,O,O,X
JIOTSZL,O,X,X,X,X,X,X,X,X,O,X
JIOTZLS,O,X,X,O,X,X,O,O,O,O,X
JIOTZSL,O,X,X,O,X,X,X,O,X,O,X
JIOLTSZ,O,X,X,X,X,X,O,O,O,O,O
JIOLTZS,O,X,X,X,X,X,O,O,O,O,O
JIOLSTZ,O,X,X,X,X,X,X,X,X,O,O
JIOLSZT,O,X,X,X,X,X,X,X,X,O,O
JIOLZTS,O,X,X,O,X,X,X,O,X,O,O
JIOLZST,O,X,X,O,X,X,X,O,X,O,O
JIOSTLZ,O,X,X,X,X,X,X,X,X,O,X
JIOSTZL,O,X,X,X,X,X,X,X,X,O,X
JIOSLTZ,O,X,X,X,X,X,X,X,X,O,O
JIOSLZT,O,O,O,X,X,X,X,X,X,O,O
JIOSZTL,O,O,O,X,X,X,X,X,X,O,X
JIOSZLT,O,O,O,O,X,X,X,X,X,O,X
JIOZTLS,O,O,X,O,X,X,X,O,X,O,X
JIOZTSL,O,O,O,O,X,X,X,O,X,O,X
JIOZLTS,O,X,X,O,X,X,X,O,X,O,O
JIOZLST,O,X,O,O,X,X,X,O,X,O,O
JIOZSTL,O,O,O,X,X,X,X,O,X,O,X
JIOZSLT,O,O,O,O,X,X,X,O,X,O,X
JLTISZO,O,X,X,X,X,O,X,O,X,O,X
JLTISOZ,O,X,X,X,X,O,O,O,O,X,X
JLTIZSO,O,X,X,X,O,O,X,O,X,O,X
JLTIZOS,O,X,X,X,O,O,O,O,O,O,X
JLTIOSZ,O,X,X,X,X,O,O,O,O,X,O
JLTIOZS,O,X,X,X,O,O,O,O,O,O,O
JLTSIZO,O,O,X,X,X,O,X,O,X,O,X
JLTSIOZ,O,O,X,X,X,O,O,O,O,X,X
JLTSZIO,O,O,X,X,X,O,X,O,X,O,X
JLTSZOI,O,O,X,X,X,O,X,O,X,O,X
JLTSOIZ,O,O,X,X,X,O,O,O,O,X,X
JLTSOZI,O,O,X,X,X,O,X,O,X,X,X
JLTZISO,O,O,X,X,O,O,X,O,X,O,X
JLTZIOS,O,O,X,X,O,O,O,O,O,O,X
JLTZSIO,O,O,X,X,O,O,X,O,X,O,X
JLTZSOI,O,O,X,X,O,O,X,O,X,O,X
JLTZOIS,O,O,X,X,O,O,O,O,O,O,X
JLTZOSI,O,O,X,X,O,O,X,O,X,O,X
JLTOISZ,O,X,X,X,X,O,O,O,O,O,O
JLTOIZS,O,X,X,X,O,O,O,O,O,O,O
JLTOSIZ,O,O,X,X,X,O,O,O,O,O,X
JLTOSZI,O,O,X,X,X,O,X,O,X,O,X
JLTOZIS,O,O,X,X,O,O,O,O,O,O,X
JLTOZSI,O,O,X,X,O,O,X,O,X,O,X
JLITSZO,O,X,X,X,X,X,X,O,X,O,X
JLITSOZ,O,X,X,X,X,X,O,O,O,X,X
JLITZSO,O,X,X,X,O,X,X,O,X,O,X
JLITZOS,O,X,X,X,O,X,O,O,O,O,X
JLITOSZ,O,X,X,X,X,X,O,O,O,X,O
JLITOZS,O,X,X,X,O,X,O,O,O,O,O
JLISTZO,O,O,X,X,X,X,X,X,X,O,X
JLISTOZ,O,X,X,X,X,X,X,X,O,X,X
JLISZTO,O,O,X,X,X,X,X,X,X,O,X
JLISZOT,O,O,X,X,X,X,X,X,X,O,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X,O
JLISOZT,O,O,X,X,X,X,X,X,X,X,O
JLIZTSO,X,O,X,X,O,X,X,O,X,O,X
JLIZTOS,O,O,X,O,O,X,X,O,O,O,X
JLIZSTO,X,O,X,X,O,X,X,O,X,O,X
JLIZSOT,O,O,X,O,X,X,X,O,X,O,X
JLIZOTS,O,X,X,O,O,X,X,O,X,O,O
JLIZOST,O,X,X,O,X,X,X,O,X,O,O
JLIOTSZ,O,X,X,X,X,X,O,O,O,O,O
JLIOTZS,O,X,X,X,X,X,O,O,O,O,O
JLIOSTZ,O,X,X,X,X,X,X,X,X,O,O
JLIOSZT,O,X,X,X,X,X,X,X,X,O,O
JLIOZTS,O,X,X,O,X,X,X,O,X,O,O
JLIOZST,O,X,X,O,X,X,X,O,X,O,O
JLSTIZO,O,O,X,X,X,O,X,O,X,O,X
JLSTIOZ,O,O,X,X,X,O,X,O,X,X,X
JLSTZIO,O,O,O,X,X,O,X,O,X,O,X
JLSTZOI,O,O,O,X,X,O,X,O,X,O,X
JLSTOIZ,O,O,X,X,X,O,X,O,X,X,X
JLSTOZI,O,O,O,X,X,O,X,O,X,X,X
JLSITZO,O,O,X,X,X,O,X,X,X,O,X
JLSITOZ,O,O,X,X,X,O,X,X,X,X,X
JLSIZTO,O,O,O,X,X,O,X,X,X,O,X
JLSIZOT,O,O,O,X,X,O,X,X,X,O,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,O
JLSIOZT,O,O,O,X,X,O,X,X,X,X,O
JLSZTIO,O,O,O,X,X,O,X,O,X,O,X
JLSZTOI,O,O,O,X,X,O,X,O,X,O,X
JLSZITO,O,O,O,X,X,O,X,O,X,O,X
JLSZIOT,O,O,O,X,X,O,X,O,X,O,X
JLSZOTI,O,O,O,X,X,O,X,X,X,O,X
JLSZOIT,O,O,O,X,X,O,X,O,X,O,X
JLSOTIZ,O,O,X,X,X,X,X,O,X,O,X
JLSOTZI,O,O,O,X,X,X,X,O,X,O,X
JLSOITZ,O,X,X,X,X,X,X,X,X,O,O
JLSOIZT,O,O,O,X,X,O,X,X,X,O,O
JLSOZTI,O,O,O,X,X,O,X,O,X,O,X
JLSOZIT,O,O,O,X,X,O,X,O,X,O,X
JLZTISO,O,O,X,O,O,O,X,O,X,O,X
JLZTIOS,O,O,X,O,O,O,X,O,X,O,X
JLZTSIO,O,O,X,O,O,O,X,O,X,O,X
JLZTSOI,O,O,X,O,O,O,X,O,X,O,X
JLZTOIS,O,O,X,O,O,O,X,O,X,O,X
JLZTOSI,O,O,X,O,O,O,X,O,X,O,X
JLZITSO,O,O,X,X,O,X,X,O,X,O,X
JLZITOS,O,O,X,O,O,X,X,O,X,O,X
JLZISTO,O,O,O,X,O,X,X,O,X,O,X
JLZISOT,O,O,O,O,X,X,X,O,X,O,X
JLZIOTS,O,X,X,O,O,X,X,O,X,O,O
JLZIOST,O,X,O,O,X,X,X,O,X,O,O
JLZSTIO,O,O,O,X,O,O,X,O,X,O,X
JLZSTOI,O,O,O,X,O,O,X,O,X,O,X
JLZSITO,O,O,O,X,O,O,X,O,X,O,X
JLZSIOT,O,O,O,X,X,O,X,O,X,O,X
JLZSOTI,O,O,O,X,X,O,X,O,X,O,X
JLZSOIT,O,O,O,X,X,O,X,O,X,O,X
JLZOTIS,O,X,X,O,O,O,X,O,X,O,X
JLZOTSI,O,X,X,O,O,O,X,O,X,O,X
JLZOITS,O,X,X,O,O,X,X,O,X,O,O
JLZOIST,O,X,O,O,X,X,X,O,X,O,O
JLZOSTI,O,X,O,X,X,O,X,O,X,O,X
JLZOSIT,O,X,O,X,X,O,X,O,X,O,X
JLOTISZ,O,X,X,X,X,X,O,O,X,O,O
JLOTIZS,O,X,X,X,X,X,O,O,X,O,O
JLOTSIZ,O,X,X,X,X,X,O,O,X,O,X
JLOTSZI,O,X,X,X,X,X,X,O,X,O,X
JLOTZIS,O,X,X,X,X,X,O,O,X,O,X
JLOTZSI,O,X,X,X,X,X,X,O,X,O,X
JLOITSZ,O,X,X,X,X,X,O,O,X,O,O
JLOITZS,O,X,X,X,X,X,O,O,X,O,O
JLOISTZ,O,X,X,X,X,X,X,X,X,O,O
JLOISZT,O,X,X,X,X,X,X,X,X,O,O
JLOIZTS,O,X,X,O,X,X,X,O,X,O,O
JLOIZST,O,X,X,O,X,X,X,O,X,O,O
JLOSTIZ,O,X,X,X,X,X,X,O,X,O,X
JLOSTZI,O,X,O,X,X,X,X,O,X,O,X
JLOSITZ,O,X,X,X,X,X,X,X,X,O,O
JLOSIZT,O,X,O,X,X,X,X,X,X,O,O
JLOSZTI,O,X,O,X,X,X,X,O,X,O,X
JLOSZIT,O,X,O,X,X,X,X,O,X,O,X
JLOZTIS,O,X,X,O,X,X,X,O,X,O,X
JLOZTSI,O,X,X,O,X,X,X,O,X,O,X
JLOZITS,O,X,X,O,X,X,X,O,X,O,O
JLOZIST,O,X,O,O,X,X,X,O,X,O,O
JLOZSTI,O,X,O,X,X,X,X,O,X,O,X
JLOZSIT,O,X,O,X,X,X,X,O,X,O,X
JSTILZO,O,O,O,X,X,O,X,O,X,X,X
JSTILOZ,O,O,O,X,X,O,X,O,O,X,X
JSTIZLO,O,O,O,X,X,O,X,X,X,X,X
JSTIZOL,O,O,O,X,X,O,X,X,X,X,X
JSTIOLZ,O,O,O,X,X,O,X,X,O,X,X
JSTIOZL,O,O,O,X,X,O,X,X,X,X,X
JSTLIZO,O,O,O,X,X,O,X,O,X,X,X
JSTLIOZ,O,O,O,X,X,O,X,O,O,X,X
JSTLZIO,O,O,O,X,X,O,X,O,X,X,X
JSTLZOI,O,O,O,X,X,O,X,O,X,X,X
JSTLOIZ,O,O,O,X,X,O,X,O,O,X,X
JSTLOZI,O,O,O,X,X,O,X,O,X,X,X
JSTZILO,O,O,O,X,X,O,X,O,X,X,X
JSTZIOL,O,O,O,X,X,O,X,O,X,X,X
JSTZLIO,O,O,O,X,X,O,X,O,X,X,X
JSTZLOI,O,O,O,X,X,O,X,O,X,X,X
JSTZOIL,O,O,O,X,X,O,X,O,X,X,X
JSTZOLI,O,O,O,X,X,O,X,O,X,X,X
JSTOILZ,O,O,O,X,X,O,X,O,O,X,X
JSTOIZL,O,O,O,X,X,O,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,O,X,O,O,X,X
JSTOLZI,O,O,O,X,X,O,X,O,X,X,X
JSTOZIL,O,O,O,X,X,O,X,O,X,X,X
JSTOZLI,O,O,O,X,X,O,X,O,X,X,X
JSITLZO,O,O,X,X,X,O,X,X,X,X,X
JSITLOZ,O,O,X,X,X,O,X,X,O,X,X
JSITZLO,O,O,X,X,X,O,X,X,X,X,X
JSITZOL,O,O,X,X,X,O,X,X,X,X,X
JSITOLZ,O,O,X,X,X,O,X,X,O,X,X
JSITOZL,O,O,X,X,X,O,X,X,X,X,X
JSILTZO,O,O,X,X,X,O,X,X,X,O,X
JSILTOZ,O,O,X,X,X,O,X,X,O,X,X
JSILZTO,O,O,O,X,X,O,X,X,X,O,X
JSILZOT,O,O,O,X,X,O,X,X,X,O,X
JSILOTZ,O,X,X,X,X,X,X,X,X,X,O
JSILOZT,O,O,O,X,X,O,X,X,X,X,O
JSIZTLO,O,O,O,X,X,O,X,X,X,O,X
JSIZTOL,O,O,O,X,X,O,X,X,X,O,X
JSIZLTO,O,O,O,X,X,O,X,X,X,O,X
JSIZLOT,O,O,O,O,X,O,X,X,X,O,X
JSIZOTL,O,O,O,X,X,O,X,X,X,O,X
JSIZOLT,O,O,O,O,X,O,X,X,X,O,X
JSIOTLZ,O,X,X,X,X,X,X,X,X,O,X
JSIOTZL,O,X,X,X,X,X,X,X,X,O,X
JSIOLTZ,O,X,X,X,X,X,X,X,X,O,O
JSIOLZT,O,O,O,X,X,O,X,X,X,O,O
JSIOZTL,O,O,O,X,X,O,X,X,X,O,X
JSIOZLT,O,O,O,O,X,O,X,X,X,O,X
JSLTIZO,O,O,O,X,X,O,X,O,X,O,X
JSLTIOZ,O,O,O,X,X,O,X,O,X,X,X
JSLTZIO,O,O,O,X,X,O,X,O,X,O,X
JSLTZOI,O,O,O,X,X,O,X,O,X,O,X
JSLTOIZ,O,O,O,X,X,O,X,O,X,X,X
JSLTOZI,O,O,O,X,X,O,X,O,X,X,X
JSLITZO,O,O,X,X,X,O,X,X,X,O,X
JSLITOZ,O,O,X,X,X,O,X,X,X,X,X
JSLIZTO,O,O,O,X,X,O,X,X,X,O,X
JSLIZOT,O,O,O,X,X,O,X,X,X,O,X
JSLIOTZ,O,X,X,X,X,X,X,X,X,X,O
JSLIOZT,O,O,O,X,X,O,X,X,X,X,O
JSLZTIO,O,O,O,X,X,O,X,O,X,O,X
JSLZTOI,O,O,O,X,X,O,X,O,X,O,X
JSLZITO,O,O,O,X,X,O,X,O,X,O,X
JSLZIOT,O,O,O,X,X,O,X,O,X,O,X
JSLZOTI,O,O,O,X,X,O,X,X,X,O,X
JSLZOIT,O,O,O,X,X,O,X,O,X,O,X
JSLOTIZ,O,O,O,X,X,X,X,O,X,O,X
JSLOTZI,O,O,O,X,X,X,X,O,X,O,X
JSLOITZ,O,X,X,X,X,X,X,X,X,O,O
JSLOIZT,O,O,O,X,X,O,X,X,X,O,O
JSLOZTI,O,O,O,X,X,O,X,O,X,O,X
JSLOZIT,O,O,O,X,X,O,X,O,X,O,X
JSZTILO,O,O,O,O,X,O,X,O,X,O,X
JSZTIOL,O,O,O,O,X,O,X,O,X,O,X
JSZTLIO,O,O,O,O,X,O,X,O,X,O,X
JSZTLOI,O,O,O,O,X,O,X,O,X,O,X
JSZTOIL,O,O,O,O,X,O,X,O,X,O,X
JSZTOLI,O,O,O,O,X,O,X,O,X,O,X
JSZITLO,O,O,O,X,X,O,X,O,X,O,X
JSZITOL,O,O,O,X,X,O,X,O,X,O,X
JSZILTO,O,O,O,X,X,O,X,O,X,O,X
JSZILOT,O,O,O,O,X,O,X,O,X,O,X
JSZIOTL,O,O,O,X,X,O,X,O,X,O,X
JSZIOLT,O,O,O,O,X,O,X,O,X,O,X
JSZLTIO,O,O,O,X,X,O,X,O,X,O,X
JSZLTOI,O,O,O,X,X,O,X,O,X,O,X
JSZLITO,O,O,O,X,X,O,X,O,X,O,X
JSZLIOT,O,O,O,X,X,O,X,O,X,O,X
JSZLOTI,O,O,O,X,X,O,X,X,X,O,X
JSZLOIT,O,O,O,X,X,O,X,O,X,O,X
JSZOTIL,O,O,O,O,X,O,X,O,X,O,X
JSZOTLI,O,O,O,O,X,O,X,O,X,O,X
JSZOITL,O,O,O,X,X,O,X,O,X,O,X
JSZOILT,O,O,O,O,X,O,X,O,X,O,X
JSZOLTI,O,O,O,X,X,O,X,X,X,O,X
JSZOLIT,O,O,O,X,X,O,X,O,X,O,X
JSOTILZ,O,O,O,X,X,X,X,O,X,O,X
JSOTIZL,O,O,O,X,X,X,X,X,X,O,X
JSOTLIZ,O,O,O,X,X,X,X,O,X,O,X
JSOTLZI,O,O,O,X,X,X,X,O,X,O,X
JSOTZIL,O,O,O,X,X,X,X,O,X,O,X
JSOTZLI,O,O,O,X,X,X,X,O,X,O,X
JSOITLZ,O,X,X,X,X,X,X,X,X,O,X
JSOITZL,O,X,X,X,X,X,X,X,X,O,X
JSOILTZ,O,X,X,X,X,X,X,X,X,O,O
JSOILZT,O,O,O,X,X,O,X,X,X,O,O
JSOIZTL,O,O,O,X,X,O,X,X,X,O,X
JSOIZLT,O,O,O,O,X,O,X,X,X,O,X
JSOLTIZ,O,O,O,X,X,X,X,O,X,O,X
JSOLTZI,O,O,O,X,X,X,X,O,X,O,X
JSOLITZ,O,X,X,X,X,X,X,X,X,O,O
JSOLIZT,O,O,O,X,X,O,X,X,X,O,O
JSOLZTI,O,O,O,X,X,O,X,O,X,O,X
