sequence,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeT7IvhF0cBxdB?ylBGjBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je07IvhFlcB3dB?5jB2lBynBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhFXeBTgB?ihB+oBlnB0sB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeOAJvhFxcBzgB?UiBFjBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cB5jB?1lBmiB0nBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhF0dBTgB?ihB+oBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cBTeB?1lB2nBctB5nB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex8IvhFmgBUiB?FjBTgBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhBxcB?TeBlnBctBGsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je38IvhFTgBxiB?mgBlnBctBCtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhB0cB?xdB+oBlnBzsB
JTIOZLS,O,O,O,X,X,O,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,X,X,O,X,X,X,X,X,O
JTLISOZ,O,O,O,X,X,X,X,X,X,X,O
JTLIZSO,O,O,X,X,O,X,X,O,X,X,O
JTLIZOS,O,O,X,X,O,O,X,O,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,X,X,X,O
JTLIOZS,O,O,O,X,X,O,X,X,X,X,X
JTLSIZO,O,O,X,X,O,X,X,X,X,X,O
JTLSIOZ,O,O,O,X,X,X,X,X,X,X,O
JTLSZIO,O,O,X,X,O,X,O,O,X,X,O
JTLSZOI,O,O,O,X,O,O,O,O,X,X,O
JTLSOIZ,O,O,O,X,X,O,X,X,X,X,O
JTLSOZI,O,O,O,X,X,O,X,X,X,X,O
JTLZISO,O,O,X,X,O,X,O,O,X,X,O
JTLZIOS,O,O,X,X,O,O,O,O,X,X,X
JTLZSIO,O,O,X,X,O,X,O,O,X,X,O
JTLZSOI,O,O,O,X,O,O,O,O,X,X,O
JTLZOIS,O,O,O,X,O,O,O,O,X,X,X
JTLZOSI,O,O,O,X,O,O,O,O,X,X,X
JTLOISZ,O,O,O,X,X,O,X,X,X,X,O
JTLOIZS,O,O,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,O,X,X,X,X,O
JTLOSZI,O,O,O,X,X,O,X,X,X,X,O
JTLOZIS,O,O,O,X,X,O,X,O,X,X,X
JTLOZSI,O,O,O,X,X,O,X,O,X,X,X
JTSILZO,O,O,X,X,O,X,X,X,X,X,O
JTSILOZ,O,O,O,X,X,X,X,X,X,X,O
JTSIZLO,O,O,X,X,O,X,X,X,X,X,X
JTSIZOL,X,O,X,X,O,X,X,X,X,X,X
JTSIOLZ,X,O,O,X,X,X,X,X,X,X,X
JTSIOZL,X,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,X,O,X,X,X,X,X,O
JTSLIOZ,O,O,O,X,X,X,X,X,X,X,O
JTSLZIO,O,O,X,X,O,X,O,X,X,X,O
JTSLZOI,O,O,O,X,O,O,O,X,X,X,O
JTSLOIZ,O,O,O,X,X,O,X,X,X,X,O
JTSLOZI,O,O,O,X,X,O,X,X,X,X,O
JTSZILO,O,O,X,X,O,X,O,X,X,X,X
JTSZIOL,X,O,X,X,O,X,O,X,X,X,X
JTSZLIO,O,O,X,X,O,X,O,X,X,X,X
JTSZLOI,O,O,O,X,O,O,O,X,X,X,X
JTSZOIL,X,O,O,X,O,X,O,X,X,X,X
JTSZOLI,X,O,O,X,O,O,O,X,X,X,X
JTSOILZ,X,O,O,X,X,O,X,X,X,X,X
JTSOIZL,X,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,O,X,X,O,X,X,X,X,X
JTSOLZI,X,O,O,X,X,O,X,X,X,X,X
JTSOZIL,X,O,O,X,X,X,X,X,X,X,X
JTSOZLI,X,O,O,X,X,O,X,X,X,X,X
JTZILSO,O,O,X,X,O,X,O,O,X,X,O
JTZILOS,O,O,X,X,O,O,O,O,X,X,X
JTZISLO,O,O,X,X,O,X,O,O,X,X,X
JTZISOL,X,O,X,X,O,X,O,O,X,X,X
JTZIOLS,O,O,X,X,O,O,O,O,X,X,X
JTZIOSL,X,O,X,X,O,X,O,O,X,X,X
JTZLISO,O,O,X,X,O,X,O,O,X,X,O
JTZLIOS,O,O,X,X,O,O,O,O,X,X,X
JTZLSIO,O,O,X,X,O,X,O,O,X,X,O
JTZLSOI,O,O,O,X,O,O,O,O,X,X,O
JTZLOIS,O,O,O,X,O,O,O,O,X,X,X
JTZLOSI,O,O,O,X,O,O,O,O,X,X,X
JTZSILO,O,O,X,X,O,X,O,O,X,X,X
JTZSIOL,X,O,X,X,O,X,O,O,X,X,X
JTZSLIO,O,O,X,X,O,X,O,O,X,X,X
JTZSLOI,O,O,O,X,O,O,O,O,X,X,X
JTZSOIL,X,O,O,X,O,X,O,O,X,X,X
JTZSOLI,X,O,O,X,O,O,O,O,X,X,X
JTZOILS,O,O,O,X,O,O,O,O,X,X,X
JTZOISL,X,O,O,X,O,X,O,O,X,X,X
JTZOLIS,O,O,O,X,O,O,O,O,X,X,X
JTZOLSI,O,O,O,X,O,O,O,O,X,X,X
JTZOSIL,X,O,O,X,O,X,O,O,X,X,X
JTZOSLI,X,O,O,X,O,O,O,O,X,X,X
JTOILSZ,O,O,O,X,X,O,X,X,X,X,O
JTOILZS,O,O,O,X,X,O,X,X,X,X,X
JTOISLZ,X,O,O,X,X,O,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X,X,X,X,X
JTOIZLS,O,O,O,X,X,O,X,X,X,X,X
JTOIZSL,X,O,O,X,X,X,X,X,X,X,X
JTOLISZ,O,O,O,X,X,O,X,X,X,X,O
JTOLIZS,O,O,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,O,O,X,X,O,X,X,X,X,O
JTOLSZI,O,O,O,X,X,O,X,X,X,X,O
JTOLZIS,O,O,O,X,X,O,X,X,X,X,X
JTOLZSI,O,O,O,X,X,O,X,X,X,X,X
JTOSILZ,X,O,O,X,X,O,X,X,X,X,X
JTOSIZL,X,O,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,O,O,X,X,O,X,X,X,X,X
JTOSLZI,X,O,O,X,X,O,X,X,X,X,X
JTOSZIL,X,O,O,X,X,X,X,X,X,X,X
JTOSZLI,X,O,O,X,X,O,X,X,X,X,X
JTOZILS,O,O,O,X,X,O,X,X,X,X,X
JTOZISL,X,O,O,X,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,X,O,X,X,X,X,X
JTOZLSI,O,O,O,X,X,O,X,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X,X,X,X,X
JTOZSLI,X,O,O,X,X,O,X,X,X,X,X
JITLSZO,X,O,X,X,O,X,X,X,X,X,O
JITLSOZ,X,O,O,X,X,X,X,X,X,X,O
JITLZSO,X,O,X,X,O,X,X,O,X,X,O
JITLZOS,X,O,X,X,O,O,X,O,X,X,X
JITLOSZ,X,O,O,X,X,O,X,X,X,X,O
JITLOZS,X,O,O,X,X,O,X,X,X,X,X
JITSLZO,X,O,X,X,O,X,X,X,X,X,O
JITSLOZ,X,O,O,X,X,X,X,X,X,X,O
JITSZLO,X,O,X,X,O,X,X,X,X,X,X
JITSZOL,X,O,X,X,O,X,X,X,X,X,X
JITSOLZ,X,O,O,X,X,X,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,O,X,X,O,X,X,O
JITZLOS,X,O,X,X,O,O,X,O,X,X,X
JITZSLO,X,O,X,X,O,X,X,O,X,X,X
JITZSOL,X,O,X,X,O,X,X,O,X,X,X
JITZOLS,X,O,X,X,O,O,X,O,X,X,X
JITZOSL,X,O,X,X,O,X,X,O,X,X,X
JITOLSZ,X,O,O,X,X,O,X,X,X,X,O
JITOLZS,X,O,O,X,X,O,X,X,X,X,X
JITOSLZ,X,O,O,X,X,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,X,X,X,X,X,X
JITOZLS,X,O,O,X,X,O,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X,X,O
JILTSOZ,X,O,O,X,X,X,X,X,X,X,O
JILTZSO,X,O,X,X,X,X,X,O,X,X,O
JILTZOS,X,O,X,X,X,O,X,O,X,X,X
JILTOSZ,X,O,O,X,X,O,X,X,X,X,O
JILTOZS,X,O,O,X,X,O,X,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X,X,O
JILSTOZ,X,O,X,X,X,X,X,X,X,X,O
JILSZTO,X,O,X,X,X,X,X,O,X,X,O
JILSZOT,X,O,X,X,X,X,X,X,X,X,O
JILSOTZ,X,O,O,X,X,X,X,X,X,X,X
JILSOZT,X,O,O,X,X,X,X,X,X,X,O
JILZTSO,X,O,X,X,X,X,X,O,X,X,X
JILZTOS,X,O,X,X,X,X,X,O,X,X,X
JILZSTO,X,O,X,X,X,X,X,O,X,X,O
JILZSOT,X,O,X,X,X,X,X,X,X,X,O
JILZOTS,X,O,X,X,X,X,X,O,X,X,X
JILZOST,X,O,X,X,X,X,X,X,X,X,X
JILOTSZ,X,O,O,X,X,O,X,X,X,X,X
JILOTZS,X,O,O,X,X,O,X,X,X,X,X
JILOSTZ,X,O,O,X,X,O,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,X,X,X,X,O
JILOZTS,X,O,O,X,X,O,X,O,X,X,X
JILOZST,X,O,O,X,X,X,X,X,X,X,X
JISTLZO,X,O,X,X,O,X,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X,X,X,X,X
JISTZLO,X,O,X,X,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,O,X,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X,X,X,X
JISLTZO,X,O,X,X,X,X,X,X,X,X,O
JISLTOZ,X,O,X,X,X,X,X,X,X,X,X
JISLZTO,X,O,X,X,X,X,X,O,X,X,O
JISLZOT,X,O,X,X,X,X,X,X,X,X,O
JISLOTZ,X,O,O,X,X,X,X,X,X,X,X
JISLOZT,X,O,O,X,X,X,X,X,X,X,O
JISZTLO,X,O,X,X,O,X,X,O,X,X,X
JISZTOL,X,O,X,X,O,X,X,O,X,X,X
JISZLTO,X,O,X,X,O,X,X,O,X,X,X
JISZLOT,X,O,X,X,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,O,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,X,X,X,X,X,X
JISOTLZ,X,O,O,X,X,X,X,X,X,X,X
JISOTZL,X,O,X,X,X,X,X,X,X,X,X
JISOLTZ,X,O,O,X,X,X,X,X,X,X,X
JISOLZT,X,O,O,X,X,X,X,X,X,X,X
JISOZTL,X,O,X,X,X,X,X,X,X,X,X
JISOZLT,X,O,O,X,X,X,X,X,X,X,X
JIZTLSO,X,O,X,X,O,X,X,O,X,X,X
JIZTLOS,X,O,X,X,O,X,X,O,X,X,X
JIZTSLO,X,O,X,X,O,X,X,O,X,X,X
JIZTSOL,X,O,X,X,O,X,X,O,X,X,X
JIZTOLS,X,O,X,X,O,X,X,O,X,X,X
JIZTOSL,X,O,X,X,O,X,X,O,X,X,X
JIZLTSO,X,O,X,X,O,X,X,O,X,X,X
JIZLTOS,X,O,X,X,O,X,X,O,X,X,X
JIZLSTO,X,O,X,X,O,X,X,O,X,X,O
JIZLSOT,X,O,X,X,X,X,X,X,X,X,O
JIZLOTS,X,O,X,X,X,X,X,O,X,X,X
JIZLOST,X,O,X,X,X,X,X,X,X,X,X
JIZSTLO,X,O,X,X,O,X,X,O,X,X,X
JIZSTOL,X,O,X,X,O,X,X,O,X,X,X
JIZSLTO,X,O,X,X,O,X,X,O,X,X,X
JIZSLOT,X,O,X,X,X,X,X,X,X,X,X
JIZSOTL,X,O,X,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X,X,X,X
JIZOTLS,X,O,X,X,O,X,X,O,X,X,X
JIZOTSL,X,O,X,X,O,X,X,O,X,X,X
JIZOLTS,X,O,X,X,X,X,X,O,X,X,X
JIZOLST,X,O,X,X,X,X,X,X,X,X,X
JIZOSTL,X,O,X,X,O,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,X,O,X,X,X,X,X
JIOTLZS,X,O,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,O,O,X,X,O,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X,X,X,X
JIOTZLS,X,O,O,X,X,O,X,X,X,X,X
JIOTZSL,X,O,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,O,O,X,X,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,O,X,X,O,X,X,X,X,X
JIOLSZT,X,O,O,X,X,X,X,X,X,X,O
JIOLZTS,X,O,O,X,X,O,X,O,X,X,X
JIOLZST,X,O,O,X,X,X,X,X,X,X,X
JIOSTLZ,X,O,O,X,X,O,X,X,X,X,X
JIOSTZL,X,O,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,O,X,X,O,X,X,X,X,X
JIOSLZT,X,O,O,X,X,X,X,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X,X,X,X,X
JIOSZLT,X,O,O,X,X,X,X,X,X,X,X
JIOZTLS,X,O,O,X,X,O,X,O,X,X,X
JIOZTSL,X,O,O,X,X,X,X,O,X,X,X
JIOZLTS,X,O,O,X,X,O,X,O,X,X,X
JIOZLST,X,O,O,X,X,X,X,X,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,X,X,X,X,X,X,X,X,O
JLTISOZ,O,O,O,X,X,X,X,X,X,X,O
JLTIZSO,O,O,X,X,X,X,X,O,X,X,O
JLTIZOS,O,O,X,X,X,O,X,O,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,X,X,O
JLTIOZS,O,O,O,X,X,O,X,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,X,X,X,O
JLTSIOZ,O,O,O,X,X,X,X,X,X,X,O
JLTSZIO,O,O,X,X,X,X,X,O,X,X,O
JLTSZOI,O,O,O,X,X,O,X,O,X,X,O
JLTSOIZ,O,O,O,X,X,O,X,X,X,X,O
JLTSOZI,O,O,O,X,X,O,X,X,X,X,O
JLTZISO,O,O,X,X,X,X,X,O,X,X,O
JLTZIOS,O,O,X,O,X,O,X,O,X,X,X
JLTZSIO,O,O,X,X,X,X,X,O,X,X,O
JLTZSOI,O,O,O,X,X,O,X,O,X,X,O
JLTZOIS,O,O,O,O,X,O,X,O,X,X,X
JLTZOSI,O,O,O,O,X,O,X,O,X,X,X
JLTOISZ,O,O,O,X,X,O,X,X,X,X,O
JLTOIZS,O,O,O,O,X,O,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,O,X,X,X,X,O
JLTOSZI,O,O,O,O,X,O,X,X,X,X,O
JLTOZIS,O,O,O,O,X,O,X,O,X,X,X
JLTOZSI,O,O,O,O,X,O,X,O,X,X,X
JLITSZO,X,O,X,X,X,X,X,X,X,X,O
JLITSOZ,X,O,O,X,X,X,X,X,X,X,O
JLITZSO,X,O,X,X,X,X,X,O,X,X,O
JLITZOS,X,O,X,X,X,O,X,O,X,X,X
JLITOSZ,X,O,O,X,X,O,X,X,X,X,O
JLITOZS,X,O,O,X,X,O,X,X,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X,X,O
JLISTOZ,X,O,X,X,X,X,X,X,X,X,O
JLISZTO,X,O,X,X,X,X,X,O,X,X,O
JLISZOT,X,O,X,X,X,X,X,X,X,X,O
JLISOTZ,X,O,O,X,X,X,X,X,X,X,X
JLISOZT,X,O,O,X,X,X,X,X,X,X,O
JLIZTSO,X,O,X,X,X,X,X,O,X,X,X
JLIZTOS,X,O,X,X,X,X,X,O,X,X,X
JLIZSTO,X,O,X,X,X,X,X,O,X,X,O
JLIZSOT,X,O,X,X,X,X,X,X,X,X,O
JLIZOTS,X,O,X,X,X,X,X,O,X,X,X
JLIZOST,X,O,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,X,X,O,X,X,X,X,X
JLIOTZS,X,O,O,X,X,O,X,X,X,X,X
JLIOSTZ,X,O,O,X,X,O,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,X,X,X,X,O
JLIOZTS,X,O,O,X,X,O,X,O,X,X,X
JLIOZST,X,O,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X,X,X,X,O
JLSTIOZ,O,O,O,X,X,X,X,X,X,X,O
JLSTZIO,O,O,X,X,X,X,X,O,X,X,O
JLSTZOI,O,O,O,X,X,O,X,O,X,X,O
JLSTOIZ,O,O,O,X,X,O,X,X,X,X,O
JLSTOZI,O,O,O,X,X,O,X,X,X,X,O
JLSITZO,O,O,X,X,X,X,X,X,X,X,O
JLSITOZ,O,O,X,X,X,X,X,X,X,X,O
JLSIZTO,O,O,X,X,X,X,X,O,O,X,O
JLSIZOT,O,O,X,X,X,X,X,X,O,X,O
JLSIOTZ,O,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X,X,X,X,O
JLSZTIO,O,O,X,X,X,X,X,O,O,X,O
JLSZTOI,O,O,X,X,X,X,X,O,O,X,O
JLSZITO,O,O,X,X,X,X,X,O,O,X,O
JLSZIOT,O,O,X,X,X,X,X,X,O,X,O
JLSZOTI,O,O,O,X,X,X,X,X,O,X,O
JLSZOIT,O,O,O,X,X,X,X,X,O,X,O
JLSOTIZ,O,O,O,X,X,O,X,X,X,X,O
JLSOTZI,O,O,O,X,X,O,X,X,X,X,O
JLSOITZ,O,O,O,X,X,O,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X,X,O
JLSOZTI,O,O,O,X,X,X,X,X,X,X,O
JLSOZIT,O,O,O,X,X,X,X,X,X,X,O
JLZTISO,O,O,X,X,X,X,X,O,X,X,O
JLZTIOS,O,O,X,O,X,O,X,O,X,X,X
JLZTSIO,O,O,X,X,X,X,X,O,O,X,O
JLZTSOI,O,O,O,X,X,O,X,O,O,X,O
JLZTOIS,O,O,O,O,X,O,X,O,X,X,X
JLZTOSI,O,O,O,O,X,O,X,O,O,X,X
JLZITSO,X,O,X,X,X,X,X,O,X,X,X
JLZITOS,X,O,X,O,X,X,X,O,X,X,X
JLZISTO,X,O,X,X,X,X,X,O,X,X,O
JLZISOT,X,O,X,X,X,X,X,X,X,X,O
JLZIOTS,O,O,X,O,X,X,X,O,X,X,X
JLZIOST,O,O,X,O,X,X,X,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X,O,O,X,O
JLZSTOI,O,O,X,X,X,X,X,O,O,X,O
JLZSITO,O,O,X,X,X,X,X,O,O,X,O
JLZSIOT,O,O,X,X,X,X,X,X,O,X,O
JLZSOTI,O,O,O,X,X,X,X,X,O,X,O
JLZSOIT,O,O,O,X,X,X,X,X,O,X,O
JLZOTIS,O,O,O,O,X,O,X,O,X,X,X
JLZOTSI,O,O,O,O,X,O,X,O,O,X,X
JLZOITS,O,O,O,O,X,O,X,O,X,X,X
JLZOIST,O,O,O,O,X,X,X,X,X,X,X
JLZOSTI,O,O,O,O,X,X,X,X,O,X,X
JLZOSIT,O,O,O,O,X,X,X,X,O,X,X
JLOTISZ,O,O,O,X,X,O,X,X,X,X,O
JLOTIZS,O,O,O,O,X,O,X,X,X,X,X
JLOTSIZ,O,O,O,X,X,O,X,X,X,X,O
JLOTSZI,O,O,O,O,X,O,X,X,X,X,O
JLOTZIS,O,O,O,O,X,O,X,O,X,X,X
JLOTZSI,O,O,O,O,X,O,X,O,X,X,X
JLOITSZ,X,O,O,X,X,O,X,X,X,X,X
JLOITZS,X,O,O,O,X,O,X,X,X,X,X
JLOISTZ,X,O,O,X,X,O,X,X,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X,X,O
JLOIZTS,X,O,O,O,X,O,X,O,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,O,X,X,X,X,O
JLOSTZI,O,O,O,O,X,O,X,X,X,X,O
JLOSITZ,O,O,O,X,X,O,X,X,X,X,X
JLOSIZT,O,O,O,O,X,X,X,X,X,X,O
JLOSZTI,O,O,O,O,X,X,X,X,X,X,O
JLOSZIT,O,O,O,O,X,X,X,X,X,X,O
JLOZTIS,O,O,O,O,X,O,X,O,X,X,X
JLOZTSI,O,O,O,O,X,O,X,O,X,X,X
JLOZITS,O,O,O,O,X,O,X,O,X,X,X
JLOZIST,O,O,O,O,X,X,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X,X,X,X,X
JLOZSIT,O,O,O,O,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,O,X,X,X,X,X,O
JSTILOZ,O,O,O,X,X,X,X,X,X,X,O
JSTIZLO,O,O,X,X,O,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,X,X,X,X,X
JSTIOLZ,O,O,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,X,O,X,X,X,X,X,O
JSTLIOZ,O,O,O,X,X,X,X,X,X,X,O
JSTLZIO,O,O,X,X,O,X,O,X,X,X,O
JSTLZOI,O,O,O,X,O,O,O,X,X,X,O
JSTLOIZ,O,O,O,X,X,O,X,X,X,X,O
JSTLOZI,O,O,O,X,X,O,X,X,X,X,O
JSTZILO,O,O,X,X,O,X,O,X,X,X,X
JSTZIOL,O,O,X,X,O,X,O,X,X,X,X
JSTZLIO,O,O,X,X,O,X,O,X,X,X,X
JSTZLOI,O,O,O,X,O,O,O,X,X,X,X
JSTZOIL,O,O,O,X,O,X,O,X,X,X,X
JSTZOLI,O,O,O,X,O,O,O,X,X,X,X
JSTOILZ,O,O,O,X,X,O,X,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,O,X,X,X,X,X
JSTOLZI,O,O,O,X,X,O,X,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,X,O,X,X,X,X,X
JSITLZO,O,O,X,X,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,O,X,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,X,X,O
JSILTOZ,O,O,X,X,X,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,X,O,X,X,O
JSILZOT,O,O,X,X,X,X,X,X,X,X,O
JSILOTZ,O,O,O,X,X,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X,X,X,O
JSIZTLO,O,O,X,X,O,X,X,O,X,X,X
JSIZTOL,X,O,X,X,O,X,X,O,X,X,X
JSIZLTO,O,O,X,X,O,X,X,O,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X,X,X,X
JSIZOTL,X,O,X,X,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,O,O,X,X,X,X,X,X,X,X
JSIOTZL,X,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,O,X,X,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X,X,X
JSIOZTL,X,O,X,X,X,X,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,X,X,X,X,X,X,X,X,O
JSLTIOZ,O,O,O,X,X,X,X,X,X,X,O
JSLTZIO,O,O,X,X,X,X,X,O,X,X,O
JSLTZOI,O,O,O,X,X,O,X,O,X,X,O
JSLTOIZ,O,O,O,X,X,O,X,X,X,X,O
JSLTOZI,O,O,O,X,X,O,X,X,X,X,O
JSLITZO,O,O,X,X,X,X,X,X,X,X,O
JSLITOZ,O,O,X,X,X,X,X,X,X,X,O
JSLIZTO,O,O,X,X,X,X,X,O,X,X,O
JSLIZOT,O,O,X,X,X,X,X,X,X,X,O
JSLIOTZ,O,O,O,X,X,X,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X,X,X,O
JSLZTIO,O,O,X,X,X,X,X,O,X,X,O
JSLZTOI,O,O,X,X,X,X,X,O,X,X,O
JSLZITO,O,O,X,X,X,X,X,O,X,X,O
JSLZIOT,O,O,X,X,X,X,X,X,X,X,O
JSLZOTI,O,O,O,X,X,X,X,X,X,X,O
JSLZOIT,O,O,O,X,X,X,X,X,X,X,O
JSLOTIZ,O,O,O,X,X,O,X,X,X,X,O
JSLOTZI,O,O,O,X,X,O,X,X,X,X,O
JSLOITZ,O,O,O,X,X,O,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X,X,O
JSLOZTI,O,O,O,X,X,X,X,X,X,X,O
JSLOZIT,O,O,O,X,X,X,X,X,X,X,O
JSZTILO,O,O,X,X,O,X,O,O,X,X,X
JSZTIOL,O,O,X,X,O,X,O,O,X,O,X
JSZTLIO,O,O,X,X,O,X,O,O,X,X,X
JSZTLOI,O,O,X,X,O,X,O,O,X,X,X
JSZTOIL,O,O,X,X,O,X,O,O,X,O,X
JSZTOLI,O,O,X,X,O,X,O,O,X,X,X
JSZITLO,O,O,X,X,O,X,O,O,X,X,X
JSZITOL,X,O,X,X,O,X,O,O,X,X,X
JSZILTO,O,O,X,X,O,X,X,O,X,X,X
JSZILOT,O,O,X,X,X,X,X,X,X,X,X
JSZIOTL,X,O,X,X,O,X,O,X,X,O,X
JSZIOLT,O,O,X,X,X,X,X,X,X,O,X
JSZLTIO,O,O,X,X,O,X,O,O,X,X,X
JSZLTOI,O,O,X,X,O,X,O,O,X,X,X
JSZLITO,O,O,X,X,O,X,X,O,X,X,X
JSZLIOT,O,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,X,X
JSZOTIL,X,O,X,X,O,X,O,X,X,O,X
JSZOTLI,X,O,X,X,O,X,O,X,X,X,X
JSZOITL,X,O,X,X,O,X,O,X,X,O,X
JSZOILT,O,O,O,X,X,X,X,X,X,O,X
JSZOLTI,O,O,O,X,X,X,O,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,X,X
JSOTILZ,X,O,O,X,X,O,X,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,O,O,X,X,O,X,X,X,X,X
JSOTLZI,X,O,O,X,X,O,X,X,X,X,X
JSOTZIL,X,O,O,X,X,X,X,X,X,X,X
JSOTZLI,X,O,O,X,X,O,X,X,X,X,X
JSOITLZ,X,O,O,X,X,O,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,O,X,X,O,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,X,X,X,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,O,X,X,X,X,X
JSOLTZI,O,O,O,X,X,O,X,X,X,X,X
