sequence,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBNmBUiBqpB/q?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBThBNnBqpB/q?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFflB6lBThBNnBWv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF5lBThBNnBmpB0r?B3pB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFalB5lBNmBUiB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmBUiBGqBzr?BXqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFzfBGhBNnBCqB0r?B3qB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFxgBNnBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFThBNnBOpBXlBSv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF+lBThBNnB3kB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeOEJvhFXgBThBNnBSqB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeKEJvhFzfBGhBNnB3lB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeGBJvhFNnB/pBRlBTqB0r?BipB,v115@EhC8HeB8GeC8DeA8BeC8Je5FJvhFThBNnBikB3pB0r?BmpB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFNmBUiBOpBXlBSv?BzrB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFUgBxmB9qBimB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFNnBxlBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFNmBUiBClBXqBzr?BGqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmB8pB+qBXn?BzrB
JZTLSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
JZTLOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
JZTLOSI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
JZTSILO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
JZTSIOL,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O
JZTSLIO,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,O
JZTSLOI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O
JZTSOIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
JZTSOLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
JZTOILS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZTOISL,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
JZTOLIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
JZTOLSI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
JZTOSIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
JZTOSLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
JZITLSO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZITLOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZITSLO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
JZITSOL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
JZITOLS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZITOSL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
JZILTSO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZILTOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
JZILSTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
JZILSOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
JZILOTS,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
JZILOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZISTLO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
JZISTOL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
JZISLTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
JZISLOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
JZISOTL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
JZISOLT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
JZIOTLS,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
JZIOTSL,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
JZIOLTS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
JZIOLST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JZIOSTL,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
JZIOSLT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZLTISO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLTIOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
JZLTSIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
JZLTSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
JZLTOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
JZLTOSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLITSO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLITOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLISTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZLISOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZLIOTS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLSTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
JZLSTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
JZLSITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZLSIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZLSOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
JZLSOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZLOTIS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,O
JZLOTSI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLOITS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
JZLOIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZLOSIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZSTILO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O
JZSTIOL,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O
JZSTLIO,O,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O
JZSTLOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
JZSTOIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,O,X,X,O
JZSTOLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
JZSITLO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
JZSITOL,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,O
JZSILTO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
JZSILOT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
JZSIOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZSIOLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZSLTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
JZSLTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
JZSLITO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O
JZSLIOT,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
JZSLOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZSLOIT,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
JZSOTIL,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O
JZSOTLI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
JZSOITL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O
JZSOILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZSOLTI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JZSOLIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOTILS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOTISL,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
JZOTLIS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
JZOTLSI,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
JZOTSIL,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O
JZOTSLI,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O
JZOITLS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOITSL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOILTS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JZOILST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOISTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOISLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOLTIS,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
JZOLTSI,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOLITS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOLIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOLSTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOLSIT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JZOSTIL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
JZOSTLI,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O
JZOSITL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O
JZOSILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOSLTI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JZOSLIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTILSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOTILZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOTISLZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOTISZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOTIZLS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOTIZSL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
JOTLISZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOTLIZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOTLSIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
JOTLSZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
JOTLZIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOTLZSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTSILZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOTSIZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOTSLIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X
JOTSLZI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOTSZIL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOTSZLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
JOTZILS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOTZISL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
JOTZLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O
JOTZLSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOTZSIL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
JOTZSLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
JOITLSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOITLZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOITSLZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOITSZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOITZLS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOITZSL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O
JOILTSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOILTZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOILSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOILZTS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOISTZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOISLTZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOISLZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOISZTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O
JOISZLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOIZTLS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JOIZTSL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,O
JOIZLTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOIZLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O
JOIZSLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOLTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLTIZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLTSIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
JOLTSZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLTZIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLTZSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLITSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLITZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOLIZTS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
JOLSTZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLSITZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
JOLSZTI,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLSZIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
JOLZTIS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
JOLZTSI,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOLZITS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOLZSIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSTILZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSTIZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOSTLIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X
JOSTLZI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOSTZIL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOSTZLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O
JOSITLZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSITZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JOSILTZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOSILZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSIZTL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
JOSIZLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOSLTIZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X
JOSLTZI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOSLITZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
JOSLIZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOSLZTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOSZTIL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,O
JOSZTLI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,O
JOSZITL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
JOSZILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOSZLTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JOSZLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZTILS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZTISL,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,O,O
JOZTLIS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
JOZTLSI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
JOZTSIL,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,O
JOZTSLI,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,O
JOZITLS,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZITSL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,O
JOZILTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,O
JOZISLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZLTIS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
JOZLTSI,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZLITS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLSTI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZLSIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
JOZSTIL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,O
JOZSTLI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,O
JOZSITL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,O
JOZSILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZSLTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZSLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STILJZO,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
STILJOZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X
STIJLZO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O
STIJLOZ,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STIJZLO,X,X,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,O
STIJZOL,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
STIJOLZ,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STIZLJO,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STIZJLO,X,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,O
STIZJOL,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
STIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIZOJL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOLZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
STIOJLZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOJZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
STIOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STIOZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STLIJZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
STLIJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
STLIZJO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STLJIZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
STLJIOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
STLJZIO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
STLJZOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
STLJOIZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
STLJOZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLOIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
STLOJIZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
STLOJZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
STLOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STLOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
STJILZO,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
STJILOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O
STJIZOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
STJIOLZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
