sequence,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhF0cBxdB2mBf?oB6oBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Jei7IvhFfiBxdBUhBz?iB+oBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFOhB6jBRiBX?iBUoBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFKhBfiBxdBG?jBUoBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFmdB5jBihBf?oB0hBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Jei7IvhFfiB5jBUhBz?iBmnBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFajB5jB/mB0?nBFnBmrB,v115@zgB8HeB8HeD8FeE8EeF8AeC8Je2AJvhFfiBxdBCjBU?hBToBFsB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFlcBciBejB5?jB/mBisB,v115@zgB8HeB8HeD8FeE8EeF8AeC8JeT7IvhFicBcoBxmBf?sBlsBGtB
JILSZTO,O,X,X,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,O,X,X,X,O,X
JILSOTZ,O,X,X,X,O,X,X,X,O,X
JILSOZT,O,X,X,X,O,X,X,X,O,X
JILZTSO,X,O,X,X,X,O,X,X,O,X
JILZTOS,X,O,X,X,X,O,X,X,O,X
JILZSTO,X,O,X,X,X,O,X,X,O,O
JILZSOT,X,O,X,X,X,X,X,X,O,O
JILZOTS,X,X,X,X,X,X,X,X,O,X
JILZOST,X,O,X,X,X,X,X,X,O,O
JILOTSZ,X,O,X,X,O,X,X,X,O,X
JILOTZS,X,O,X,X,X,X,X,X,O,X
JILOSTZ,O,X,X,X,O,X,X,X,O,X
JILOSZT,O,X,X,X,O,X,X,X,O,X
JILOZTS,X,X,X,X,X,X,X,X,O,X
JILOZST,X,O,X,X,X,X,X,X,O,O
JISTLZO,X,O,X,X,O,X,X,X,X,X
JISTLOZ,X,O,X,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,O,X,X,X,X,X
JISTZOL,O,X,X,X,O,X,X,X,X,X
JISTOLZ,X,O,X,X,O,X,X,X,X,X
JISTOZL,O,O,X,X,O,X,X,X,X,X
JISLTZO,O,X,X,X,O,X,X,X,O,X
JISLTOZ,O,X,X,X,O,X,X,X,O,X
JISLZTO,O,X,X,X,X,X,X,X,O,X
JISLZOT,O,X,X,X,O,X,X,X,O,X
JISLOTZ,O,X,X,X,O,X,X,X,O,X
JISLOZT,O,X,X,X,O,X,X,X,O,X
JISZTLO,X,X,X,X,O,X,X,X,X,X
JISZTOL,O,X,X,X,O,X,X,X,X,X
JISZLTO,O,X,X,X,X,X,O,X,X,X
JISZLOT,O,X,X,X,O,X,O,X,X,X
JISZOTL,O,X,X,X,O,X,X,X,X,X
JISZOLT,O,X,X,X,O,X,O,X,X,X
JISOTLZ,X,O,X,X,O,X,X,X,X,X
JISOTZL,O,O,X,X,O,X,X,X,X,X
JISOLTZ,O,X,X,X,O,X,X,X,O,X
JISOLZT,O,X,X,X,O,X,X,X,O,X
JISOZTL,O,X,X,X,O,X,X,X,X,X
JISOZLT,O,X,X,X,O,X,O,X,X,X
JIZTLSO,X,O,O,X,X,O,X,X,X,X
JIZTLOS,X,O,O,X,X,O,X,X,X,X
JIZTSLO,X,O,O,X,X,O,X,X,X,X
JIZTSOL,X,O,O,X,X,O,X,X,X,X
JIZTOLS,X,O,O,X,X,O,X,X,X,X
JIZTOSL,O,O,O,X,X,O,X,X,X,X
JIZLTSO,X,O,O,X,X,O,X,X,X,X
JIZLTOS,X,O,O,X,X,O,X,X,X,X
JIZLSTO,X,O,X,X,X,O,O,X,X,O
JIZLSOT,X,O,O,X,X,X,O,X,X,O
JIZLOTS,X,X,O,X,X,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,O,X,X,O
JIZSTLO,X,O,X,X,X,O,X,X,X,O
JIZSTOL,O,X,X,X,X,O,X,X,X,O
JIZSLTO,O,O,X,X,X,O,O,X,X,O
JIZSLOT,O,O,O,X,X,X,O,X,X,O
JIZSOTL,O,O,X,X,X,X,X,X,X,O
JIZSOLT,O,O,O,X,X,X,O,X,X,O
JIZOTLS,X,X,O,X,X,X,X,X,X,X
JIZOTSL,O,O,O,X,X,X,X,X,X,X
JIZOLTS,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,O,X,X,X,O,X,X,O
JIZOSTL,O,O,X,X,X,X,X,X,X,O
JIZOSLT,O,O,O,X,X,X,O,X,X,O
JIOTLSZ,X,O,X,X,O,X,X,O,X,X
JIOTLZS,X,O,X,X,X,X,X,O,X,X
JIOTSLZ,X,O,X,X,O,X,X,O,X,X
JIOTSZL,X,O,X,X,O,X,X,X,X,X
JIOTZLS,X,O,O,X,X,X,X,X,X,X
JIOTZSL,X,O,O,X,X,X,X,X,X,X
JIOLTSZ,X,O,X,X,O,X,X,O,O,X
JIOLTZS,X,O,X,X,X,X,X,O,O,X
JIOLSTZ,O,X,X,X,O,X,X,X,O,X
JIOLSZT,O,X,X,X,O,X,X,X,O,X
JIOLZTS,X,X,X,X,X,X,X,X,O,X
JIOLZST,X,O,X,X,X,X,X,X,O,O
JIOSTLZ,X,O,X,X,O,X,X,X,X,X
JIOSTZL,O,O,X,X,O,X,X,X,X,X
JIOSLTZ,O,X,X,X,O,X,X,X,O,X
JIOSLZT,O,X,X,X,O,X,X,X,O,X
JIOSZTL,O,X,X,X,O,X,X,X,X,X
JIOSZLT,O,X,X,X,O,X,O,X,X,X
JIOZTLS,X,X,O,X,X,X,X,X,X,X
JIOZTSL,O,O,O,X,X,X,X,X,X,X
JIOZLTS,X,X,O,X,X,X,X,X,X,X
JIOZLST,O,O,O,X,X,X,O,X,X,O
JIOZSTL,O,O,X,X,X,X,X,X,X,O
JIOZSLT,O,O,O,X,X,X,O,X,X,O
JLTISZO,X,O,X,X,O,X,X,O,O,X
JLTISOZ,X,O,X,X,O,X,X,O,O,X
JLTIZSO,X,O,X,X,X,O,X,O,O,X
JLTIZOS,X,O,X,X,X,O,X,X,O,X
JLTIOSZ,X,O,X,X,O,X,X,O,O,X
JLTIOZS,X,O,X,X,X,O,X,X,O,X
JLTSIZO,O,O,X,X,O,X,X,O,O,X
JLTSIOZ,O,O,X,O,O,X,X,O,O,X
JLTSZIO,O,O,X,O,O,X,X,O,O,X
JLTSZOI,O,O,X,O,O,X,X,O,O,X
JLTSOIZ,O,O,X,O,O,X,X,O,O,X
JLTSOZI,O,O,X,O,O,X,X,O,O,X
JLTZISO,X,O,O,O,X,O,X,O,O,X
JLTZIOS,X,O,O,O,X,O,X,X,O,X
JLTZSIO,X,O,O,O,X,O,X,O,O,X
JLTZSOI,X,O,O,O,X,O,X,O,O,X
JLTZOIS,X,O,O,O,X,O,X,X,O,X
JLTZOSI,X,O,O,O,X,O,X,X,O,X
JLTOISZ,X,O,X,X,O,X,X,O,O,X
JLTOIZS,X,O,X,X,X,O,X,O,O,X
JLTOSIZ,O,O,X,O,O,X,X,O,O,X
JLTOSZI,O,O,X,O,O,X,X,O,O,X
JLTOZIS,X,O,O,O,X,O,X,O,O,X
JLTOZSI,X,O,O,O,X,O,X,O,O,X
JLITSZO,X,O,X,X,O,X,X,X,O,X
JLITSOZ,X,O,X,X,O,X,X,X,O,X
JLITZSO,X,O,X,X,X,O,X,X,O,X
JLITZOS,X,O,X,X,X,O,X,X,O,X
JLITOSZ,X,O,X,X,O,X,X,X,O,X
JLITOZS,X,O,X,X,X,O,X,X,O,X
JLISTZO,O,X,X,X,X,X,X,X,O,X
JLISTOZ,O,X,X,X,O,X,X,X,O,X
JLISZTO,O,X,X,X,X,X,X,X,O,X
JLISZOT,O,X,X,X,O,X,X,X,O,X
JLISOTZ,O,X,X,X,O,X,X,X,O,X
JLISOZT,O,X,X,X,O,X,X,X,O,X
JLIZTSO,X,O,X,X,X,O,X,X,O,X
JLIZTOS,X,O,X,X,X,O,X,X,O,X
JLIZSTO,X,O,X,X,X,O,X,X,O,X
JLIZSOT,X,O,X,X,X,X,X,X,O,X
JLIZOTS,X,X,X,X,X,X,X,X,O,X
JLIZOST,X,O,X,X,X,X,X,X,O,X
JLIOTSZ,X,O,X,X,O,X,X,X,O,X
JLIOTZS,X,O,X,X,X,X,X,X,O,X
JLIOSTZ,O,X,X,X,O,X,X,X,O,X
JLIOSZT,O,X,X,X,O,X,X,X,O,X
JLIOZTS,X,X,X,X,X,X,X,X,O,X
JLIOZST,X,O,X,X,X,X,X,X,O,X
JLSTIZO,O,O,X,X,X,X,X,X,O,X
JLSTIOZ,O,O,X,X,O,X,X,X,O,X
JLSTZIO,O,O,X,X,X,X,X,X,O,X
JLSTZOI,O,O,X,X,X,X,X,X,O,X
JLSTOIZ,O,O,X,X,O,X,X,X,O,X
JLSTOZI,O,O,X,X,X,X,X,X,O,X
JLSITZO,O,X,X,X,X,X,X,X,O,X
JLSITOZ,O,X,X,X,O,X,X,X,O,X
JLSIZTO,O,X,X,X,X,X,X,X,O,X
JLSIZOT,O,X,X,X,O,X,X,X,O,X
JLSIOTZ,O,X,X,X,O,X,X,X,O,X
JLSIOZT,O,X,X,O,O,X,X,X,O,X
JLSZTIO,O,O,X,O,X,X,X,X,O,X
JLSZTOI,O,O,X,O,X,X,X,X,O,X
JLSZITO,O,O,X,O,X,X,X,X,O,X
JLSZIOT,O,O,X,O,O,X,X,X,O,X
JLSZOTI,O,O,X,O,X,X,X,X,O,X
JLSZOIT,O,O,X,O,O,X,X,X,O,X
JLSOTIZ,O,O,X,X,O,X,X,X,O,X
JLSOTZI,O,O,X,X,X,X,X,X,O,X
JLSOITZ,O,X,X,X,O,X,X,X,O,X
JLSOIZT,O,X,X,O,O,X,X,X,O,X
JLSOZTI,O,O,X,O,X,X,X,X,O,X
JLSOZIT,O,O,X,O,O,X,X,X,O,X
JLZTISO,X,O,O,X,X,O,X,X,O,X
JLZTIOS,X,O,O,X,X,O,X,X,O,X
JLZTSIO,X,O,O,O,X,O,X,X,O,X
JLZTSOI,X,O,O,O,X,O,X,X,O,X
JLZTOIS,X,O,O,X,X,O,X,X,O,X
JLZTOSI,X,O,O,O,X,O,X,X,O,X
JLZITSO,X,O,O,X,X,O,X,X,O,X
JLZITOS,X,O,O,X,X,O,X,X,O,X
JLZISTO,X,O,X,O,X,O,X,X,O,X
JLZISOT,X,O,O,O,X,X,X,X,O,X
JLZIOTS,X,X,O,X,X,X,X,X,O,X
JLZIOST,O,O,O,O,X,X,X,X,O,X
JLZSTIO,O,O,O,O,X,X,X,X,O,X
JLZSTOI,O,O,O,O,X,X,X,X,O,X
JLZSITO,O,O,X,O,X,O,X,X,O,X
JLZSIOT,O,O,O,O,X,X,X,X,O,X
JLZSOTI,O,O,O,O,X,X,X,X,O,X
JLZSOIT,O,O,O,O,X,X,X,X,O,X
JLZOTIS,X,O,O,X,X,X,X,X,O,X
JLZOTSI,X,O,O,O,X,X,X,X,O,X
JLZOITS,X,X,O,X,X,X,X,X,O,X
JLZOIST,O,O,O,O,X,X,X,X,O,X
JLZOSTI,O,O,O,O,X,X,X,X,O,X
JLZOSIT,O,O,O,O,X,X,X,X,O,X
JLOTISZ,X,O,X,X,O,X,X,O,O,X
JLOTIZS,X,O,X,X,X,X,X,O,O,X
JLOTSIZ,O,O,X,O,O,X,X,O,O,X
JLOTSZI,O,O,X,O,O,X,X,O,O,X
JLOTZIS,X,O,O,O,X,X,X,O,O,X
JLOTZSI,X,O,O,O,X,X,X,O,O,X
JLOITSZ,X,O,X,X,O,X,X,O,O,X
JLOITZS,X,O,X,X,X,X,X,O,O,X
JLOISTZ,O,X,X,X,O,X,X,X,O,X
JLOISZT,O,X,X,X,O,X,X,X,O,X
JLOIZTS,X,X,X,X,X,X,X,X,O,X
JLOIZST,X,O,X,X,X,X,X,X,O,X
JLOSTIZ,O,O,X,X,O,X,X,O,O,X
JLOSTZI,O,O,X,X,X,X,X,O,O,X
JLOSITZ,O,X,X,X,O,X,X,X,O,X
JLOSIZT,O,X,X,O,O,X,X,X,O,X
JLOSZTI,O,O,X,O,X,X,X,X,O,X
JLOSZIT,O,O,X,O,O,X,X,X,O,X
JLOZTIS,X,O,O,X,X,X,X,O,O,X
JLOZTSI,X,O,O,O,X,X,X,O,O,X
JLOZITS,X,X,O,X,X,X,X,X,O,X
JLOZIST,O,O,O,O,X,X,X,X,O,X
JLOZSTI,O,O,O,O,X,X,X,X,O,X
JLOZSIT,O,O,O,O,X,X,X,X,O,X
JSTILZO,O,O,X,X,O,X,X,O,X,X
JSTILOZ,O,O,X,X,O,X,X,O,X,X
JSTIZLO,O,O,X,X,O,X,X,X,X,X
JSTIZOL,O,X,X,X,O,X,X,X,X,X
JSTIOLZ,O,O,X,X,O,X,X,O,X,X
JSTIOZL,O,O,X,X,O,X,X,X,X,X
JSTLIZO,O,O,X,X,O,X,X,O,X,X
JSTLIOZ,O,O,X,X,O,X,X,O,X,X
JSTLZIO,O,O,X,X,O,X,X,O,O,X
JSTLZOI,O,O,X,X,O,X,X,O,O,X
JSTLOIZ,O,O,X,X,O,X,X,O,X,X
JSTLOZI,O,O,X,X,O,X,X,O,O,X
JSTZILO,O,O,O,X,O,X,X,X,X,X
JSTZIOL,O,O,O,X,O,X,X,X,X,X
JSTZLIO,O,O,O,X,O,X,X,O,X,X
JSTZLOI,O,O,O,X,O,X,X,O,X,X
JSTZOIL,O,O,O,X,O,X,X,X,X,X
JSTZOLI,O,O,O,X,O,X,X,O,X,X
JSTOILZ,O,O,X,X,O,X,X,O,X,X
JSTOIZL,O,O,X,X,O,X,X,X,X,X
JSTOLIZ,O,O,X,X,O,X,X,O,X,X
JSTOLZI,O,O,X,X,O,X,X,O,O,X
JSTOZIL,O,O,O,X,O,X,X,X,X,X
JSTOZLI,O,O,O,X,O,X,X,O,X,X
JSITLZO,O,O,X,X,O,X,X,X,X,X
JSITLOZ,O,O,X,X,O,X,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,X
JSITZOL,O,X,X,X,O,X,X,X,X,X
JSITOLZ,O,O,X,X,O,X,X,X,X,X
JSITOZL,O,O,X,X,O,X,X,X,X,X
JSILTZO,O,X,X,X,O,X,X,X,O,X
JSILTOZ,O,X,X,X,O,X,X,X,O,X
JSILZTO,O,X,X,X,X,X,X,X,O,X
JSILZOT,O,X,X,X,O,X,X,X,O,X
JSILOTZ,O,X,X,X,O,X,X,X,O,X
JSILOZT,O,X,X,X,O,X,X,X,O,X
JSIZTLO,X,X,X,X,O,X,X,X,X,X
JSIZTOL,O,X,X,X,O,X,X,X,X,X
JSIZLTO,O,X,X,X,X,X,O,X,X,X
JSIZLOT,O,X,X,X,O,X,O,X,X,X
JSIZOTL,O,X,X,X,O,X,X,X,X,X
JSIZOLT,O,X,X,X,O,X,O,X,X,X
JSIOTLZ,O,O,X,X,O,X,X,X,X,X
JSIOTZL,O,O,X,X,O,X,X,X,X,X
JSIOLTZ,O,X,X,X,O,X,X,X,O,X
JSIOLZT,O,X,X,X,O,X,X,X,O,X
JSIOZTL,O,X,X,X,O,X,X,X,X,X
JSIOZLT,O,X,X,X,O,X,O,X,X,X
JSLTIZO,O,O,X,X,O,X,X,X,O,X
JSLTIOZ,O,O,X,X,O,X,X,X,O,X
JSLTZIO,O,O,X,X,O,X,X,X,O,X
JSLTZOI,O,O,X,X,O,X,X,X,O,X
JSLTOIZ,O,O,X,X,O,X,X,X,O,X
JSLTOZI,O,O,X,X,O,X,X,X,O,X
JSLITZO,O,X,X,X,O,X,X,X,O,X
JSLITOZ,O,X,X,X,O,X,X,X,O,X
JSLIZTO,O,X,X,X,X,X,X,X,O,X
JSLIZOT,O,X,X,X,O,X,X,X,O,X
JSLIOTZ,O,X,X,X,O,X,X,X,O,X
JSLIOZT,O,X,X,X,O,X,X,X,O,X
JSLZTIO,O,O,X,X,X,X,X,X,O,X
JSLZTOI,O,O,X,X,X,X,X,X,O,X
JSLZITO,O,O,X,X,X,X,X,X,O,X
JSLZIOT,O,O,X,X,O,X,X,X,O,X
JSLZOTI,O,O,X,X,X,X,X,X,O,X
JSLZOIT,O,O,X,X,O,X,X,X,O,X
JSLOTIZ,O,O,X,X,O,X,X,X,O,X
JSLOTZI,O,O,X,X,O,X,X,X,O,X
JSLOITZ,O,X,X,X,O,X,X,X,O,X
JSLOIZT,O,X,X,X,O,X,X,X,O,X
JSLOZTI,O,O,X,X,X,X,X,X,O,X
JSLOZIT,O,O,X,X,O,X,X,X,O,X
JSZTILO,X,O,O,X,O,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,X
JSZTLIO,O,O,O,X,O,X,X,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X,X,X
JSZTOIL,O,O,O,X,O,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X,X
JSZITLO,X,O,X,X,O,X,X,X,X,X
JSZITOL,O,X,X,X,O,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,O,X,X,X
JSZILOT,O,O,O,X,O,X,O,X,X,X
JSZIOTL,O,O,X,X,O,X,X,X,X,X
JSZIOLT,O,O,O,X,O,X,O,X,X,X
JSZLTIO,O,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,X,X,O,X,X,X
JSZLIOT,O,O,O,X,O,X,O,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,O,X,O,X,X,X
JSZOTIL,O,O,O,X,O,X,X,X,X,X
JSZOTLI,O,O,O,X,O,X,X,X,X,X
JSZOITL,O,O,X,X,O,X,X,X,X,X
JSZOILT,O,O,O,X,O,X,O,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,O,X,O,X,X,X
JSOTILZ,O,O,X,X,O,X,X,O,X,X
JSOTIZL,O,O,X,X,O,X,X,X,X,X
JSOTLIZ,O,O,X,X,O,X,X,O,X,X
JSOTLZI,O,O,X,X,O,X,X,O,O,X
JSOTZIL,O,O,O,X,O,X,X,X,X,X
JSOTZLI,O,O,O,X,O,X,X,O,X,X
JSOITLZ,O,O,X,X,O,X,X,X,X,X
JSOITZL,O,O,X,X,O,X,X,X,X,X
JSOILTZ,O,X,X,X,O,X,X,X,O,X
JSOILZT,O,X,X,X,O,X,X,X,O,X
JSOIZTL,O,X,X,X,O,X,X,X,X,X
JSOIZLT,O,X,X,X,O,X,O,X,X,X
JSOLTIZ,O,O,X,X,O,X,X,O,O,X
JSOLTZI,O,O,X,X,O,X,X,O,O,X
JSOLITZ,O,X,X,X,O,X,X,X,O,X
JSOLIZT,O,X,X,X,O,X,X,X,O,X
JSOLZTI,O,O,X,X,X,X,X,X,O,X
JSOLZIT,O,O,X,X,O,X,X,X,O,X
JSOZTIL,O,O,O,X,O,X,X,X,X,X
JSOZTLI,O,O,O,X,O,X,X,X,X,X
JSOZITL,O,O,X,X,O,X,X,X,X,X
JSOZILT,O,O,O,X,O,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,O,X,O,X,X,X
JZTILSO,X,O,O,O,X,O,X,X,X,X
JZTILOS,X,O,O,O,X,O,X,X,X,X
JZTISLO,X,O,O,O,X,O,X,X,X,X
JZTISOL,X,O,O,O,X,O,X,X,X,X
JZTIOLS,X,O,O,O,X,O,X,X,X,X
JZTIOSL,O,O,O,O,X,O,X,X,X,X
JZTLISO,X,O,O,O,X,O,X,O,X,X
JZTLIOS,X,O,O,O,X,O,X,X,X,X
JZTLSIO,X,O,O,O,X,O,X,O,X,X
JZTLSOI,X,O,O,O,X,O,X,O,X,X
JZTLOIS,X,O,O,O,X,O,X,X,X,X
JZTLOSI,X,O,O,O,X,O,X,X,X,X
JZTSILO,X,O,O,O,X,O,X,X,X,X
JZTSIOL,O,O,O,O,X,O,X,X,X,X
JZTSLIO,O,O,O,O,X,O,X,O,X,X
JZTSLOI,O,O,O,O,X,O,X,O,X,X
JZTSOIL,O,O,O,O,X,O,X,X,X,X
JZTSOLI,O,O,O,O,X,O,X,O,X,X
JZTOILS,X,O,O,O,X,O,X,X,X,X
JZTOISL,O,O,O,O,X,O,X,X,X,X
JZTOLIS,X,O,O,O,X,O,X,O,X,X
JZTOLSI,X,O,O,O,X,O,X,O,X,X
JZTOSIL,O,O,O,O,X,O,X,X,X,X
JZTOSLI,O,O,O,O,X,O,X,O,X,X
JZITLSO,X,O,O,O,X,O,X,X,X,X
JZITLOS,X,O,O,O,X,O,X,X,X,X
JZITSLO,X,O,O,O,X,O,X,X,X,X
JZITSOL,X,O,O,O,X,O,X,X,X,X
JZITOLS,X,O,O,O,X,O,X,X,X,X
JZITOSL,O,O,O,O,X,O,X,X,X,X
JZILTSO,X,O,O,O,X,O,X,X,X,X
JZILTOS,X,O,O,X,X,O,X,X,X,X
JZILSTO,X,O,X,O,X,O,O,X,X,O
JZILSOT,X,O,O,O,X,X,O,X,X,O
JZILOTS,X,X,O,X,X,X,X,X,X,X
JZILOST,O,O,O,O,X,X,O,X,X,O
JZISTLO,X,O,X,O,X,O,X,X,X,O
JZISTOL,O,X,X,O,X,O,X,X,X,O
JZISLTO,O,O,X,X,X,O,O,X,X,O
JZISLOT,O,O,O,X,X,X,O,X,X,O
JZISOTL,O,O,X,X,X,X,X,X,X,O
JZISOLT,O,O,O,X,X,X,O,X,X,O
JZIOTLS,X,X,O,O,X,X,X,X,X,X
JZIOTSL,O,O,O,O,X,X,X,X,X,X
JZIOLTS,X,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,X,O,X,X,O
JZIOSTL,O,O,X,X,X,X,X,X,X,O
JZIOSLT,O,O,O,X,X,X,O,X,X,O
JZLTISO,X,O,O,O,X,O,X,X,X,X
JZLTIOS,X,O,O,O,X,O,X,X,X,X
JZLTSIO,X,O,O,O,X,O,X,X,X,X
JZLTSOI,X,O,O,O,X,O,X,X,X,X
JZLTOIS,X,O,O,O,X,O,X,X,X,X
JZLTOSI,X,O,O,O,X,O,X,X,X,X
JZLITSO,X,O,O,O,X,O,X,X,X,X
JZLITOS,X,O,O,X,X,O,X,X,X,X
JZLISTO,X,O,X,O,X,O,O,X,X,X
JZLISOT,X,O,O,O,X,X,O,X,X,X
JZLIOTS,X,X,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,X,O,X,X,X
JZLSTIO,O,O,O,O,X,X,X,X,X,X
JZLSTOI,O,O,O,O,X,X,X,X,X,X
JZLSITO,O,O,X,O,X,O,O,X,X,X
JZLSIOT,O,O,O,O,X,X,O,X,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X,X
JZLSOIT,O,O,O,O,X,X,O,X,X,X
JZLOTIS,X,O,O,O,X,X,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X,X,X
JZLOITS,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,X,O,X,X,X
JZLOSTI,O,O,O,O,X,X,X,X,X,X
JZLOSIT,O,O,O,O,X,X,O,X,X,X
JZSTILO,X,O,O,O,X,X,X,X,X,X
JZSTIOL,O,O,O,O,X,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X,X,X
JZSTOIL,O,O,O,O,X,X,X,X,X,X
JZSTOLI,O,O,O,O,X,X,X,X,X,X
JZSITLO,X,O,X,O,X,O,X,X,X,X
JZSITOL,O,X,X,O,X,O,X,X,X,X
JZSILTO,O,O,X,X,X,O,O,X,X,X
JZSILOT,O,O,O,X,X,X,O,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,O,X,X,X,O,X,X,X
JZSLTIO,O,O,O,O,X,X,X,X,X,X
JZSLTOI,O,O,O,O,X,X,X,X,X,X
JZSLITO,O,O,X,O,X,O,O,X,X,X
JZSLIOT,O,O,O,O,X,X,O,X,X,X
JZSLOTI,O,O,O,O,X,X,X,X,X,X
JZSLOIT,O,O,O,O,X,X,O,X,X,X
JZSOTIL,O,O,O,X,X,X,X,X,X,X
JZSOTLI,O,O,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,O,X,X,X
JZSOLTI,O,O,O,O,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,O,X,X,X
JZOTILS,X,O,O,O,X,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,X,X,X,X
JZOTLIS,X,O,O,O,X,X,X,O,X,X
JZOTLSI,X,O,O,O,X,X,X,O,X,X
JZOTSIL,O,O,O,O,X,X,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,O,X,X
JZOITLS,X,X,O,O,X,X,X,X,X,X
JZOITSL,O,O,O,O,X,X,X,X,X,X
JZOILTS,X,X,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,X,O,X,X,O
JZOISTL,O,O,X,X,X,X,X,X,X,O
JZOISLT,O,O,O,X,X,X,O,X,X,O
JZOLTIS,X,O,O,O,X,X,X,O,X,X
JZOLTSI,X,O,O,O,X,X,X,O,X,X
JZOLITS,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,O,X,X,X
JZOLSTI,O,O,O,O,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,O,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X,X,X
JZOSTLI,O,O,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,O,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,O,X,X,X
JOTILSZ,X,O,X,X,O,X,X,O,X,X
JOTILZS,X,O,X,X,X,X,X,O,X,X
JOTISLZ,O,O,X,X,O,X,X,O,X,X
JOTISZL,O,O,X,X,O,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X
JOTLISZ,X,O,X,X,O,X,X,O,X,X
JOTLIZS,X,O,X,X,X,X,X,O,X,X
JOTLSIZ,O,O,X,O,O,X,X,O,X,X
JOTLSZI,O,O,X,O,O,X,X,O,X,X
JOTLZIS,O,O,O,O,X,X,X,O,X,X
JOTLZSI,O,O,O,O,X,X,X,O,X,X
JOTSILZ,O,O,X,X,O,X,X,O,X,X
JOTSIZL,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,X,X,O,X,X
JOTSLZI,O,O,X,X,O,X,X,O,X,X
JOTSZIL,O,O,O,X,O,X,X,X,X,X
JOTSZLI,O,O,O,X,O,X,X,O,X,X
JOTZILS,O,O,O,O,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,O,X,X
JOTZLSI,O,O,O,O,X,X,X,O,X,X
JOTZSIL,O,O,O,X,X,X,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,O,X,X
JOITLSZ,X,O,X,X,O,X,X,O,X,X
JOITLZS,X,O,X,X,X,X,X,O,X,X
JOITSLZ,X,O,X,X,O,X,X,O,X,X
JOITSZL,X,O,X,X,O,X,X,X,X,X
JOITZLS,X,O,O,X,X,X,X,X,X,X
JOITZSL,X,O,O,X,X,X,X,X,X,X
JOILTSZ,X,O,X,X,O,X,X,O,O,X
JOILTZS,X,O,X,X,X,X,X,O,O,X
JOILSTZ,O,X,X,X,O,X,X,X,O,X
JOILSZT,O,X,X,X,O,X,X,X,O,X
JOILZTS,X,X,X,X,X,X,X,X,O,X
JOILZST,X,O,X,X,X,X,X,X,O,O
JOISTLZ,X,O,X,X,O,X,X,X,X,X
