sequence,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhF/mBUiBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFThBNnB2pBqqB0r?B3pB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8JeNEJvhFUgBRhB6rBOsB3p?BzqB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFdmBUiBzkBfsBWw?BCqB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFNmBUiBxpBzrBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFThBNnBxpB0rBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Jem/IvhFChBNnBxpBXrBTp?B0rB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBdmBUiBfsBCq?BWwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8Je/GJvhFUiBxkBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JezAJvhFNnBxpBXrBOpB8p?BqrB,v115@EhC8HeB8GeC8BeA8DeC8Je0/IvhFThBNnBKpBWrBXl?BRwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNmBOpB8pBqqBXn?BzrB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFCgB8pBtqBXnBTr?BmrB
IOSLJZT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSLZTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
IOSLZJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSJTLZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOSZTJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
IOSZLTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
IOSZLJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOSZJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
IOSZJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
IOZTJLS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
IOZTJSL,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
IOZTSJL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
IOZLTJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O
IOZLJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
IOZLSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
IOZJTSL,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJSTL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
IOZJSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOZSTJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
IOZSLTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
IOZSLJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOZSJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
IOZSJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LTIJSOZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LTIJZSO,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LTIJZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTIJOSZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LTIJOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTISJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
LTISJOZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
LTISZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
LTISZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
LTISOJZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LTISOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LTIZJSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,O
LTIZJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LTIZSJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
LTIZSOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LTIZOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTIZOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LTIOJSZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LTIOJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIOSJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOSZJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIOZSJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJISZO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJISOZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJIZSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJIOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJSIOZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSZIO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTJSZOI,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
LTJSOIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSOZI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJZISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LTJZIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
LTJZSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJZSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTJZOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTJZOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTJOISZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJOIZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJOZIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
LTSIJOZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
LTSIZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
LTSIZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
LTSIOJZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
LTSIOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LTSJIOZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LTSJZOI,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
LTSJOIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSZIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
LTSZIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LTSZJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
LTSZJOI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LTSZOIJ,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
LTSZOJI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LTSOIJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOIZJ,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LTSOJIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LTSOZJI,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LTZIJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
LTZIJOS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
LTZISJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
LTZISOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LTZIOJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LTZIOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LTZJISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LTZJIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
LTZJSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZJSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTZJOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTZJOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTZSIJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
LTZSIOJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LTZSJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
LTZSJOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LTZSOIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LTZSOJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LTZOIJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LTZOISJ,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O
LTZOJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTZOJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTZOSIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LTZOSJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LTOIJSZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOISZJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOIZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOJISZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOJIZS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOJSZI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOJZIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJZSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOSJIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSJZI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOSZJI,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LTOZIJS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LTOZISJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOZJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTOZJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTOZSIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LTOZSJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LITJSZO,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LITJSOZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LITJZSO,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LITJZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LITJOSZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LITJOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITSJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
LITSJOZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
LITSZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
LITSZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
LITSOJZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LITSOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LITZJSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,O
LITZJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LITZSJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
LITZSOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LITZOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LITZOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LITOJSZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LITOJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITOSJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITOZSJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTSZO,O,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X
LIJTSOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X
LIJTZSO,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LIJTZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJTOSZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X
LIJTOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSTZO,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X
LIJSTOZ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X
LIJSZTO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJZTSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJZTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJZSTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LIJOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIJOSTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJOZTS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
LISTJOZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
LISTZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
LISTZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
LISTOJZ,O,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LISTOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LISJTZO,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LISJZTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
LISZTOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LISZJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
LISZJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LISZOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LISZOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOTZJ,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LISOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIZTJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
LIZTJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LIZTSJO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
LIZTSOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZTOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZTOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZJTSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
LIZJTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LIZJSTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
LIZJSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZJOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZSTJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
LIZSTOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LIZSJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
LIZSJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZSOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LIZSOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIZOTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTSJ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LIZOJTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LIZOSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LIOTJZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTSJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LIOTZJS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTZSJ,O,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LIOJTSZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X
LIOJTZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJSTZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOJZTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LIOSJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOSZJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LIOZTJS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOZTSJ,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LIOZJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJTISZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTISOZ,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTSZIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJTSZOI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LJTSOIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTSOZI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTZISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJTZIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
LJTZSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTZSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTZOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTZOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTOISZ,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJITSOZ,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LJITZSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITZOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITOSZ,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LJITOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISTZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJISTOZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJISZTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
