sequence,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?XgBmhBFmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFOiBTeB?xgBUlBFmBXrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhFxbBXdB?TeB2mB1qB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeR7IvhFOiBTeB?CgB/qBFmBcrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?mhBFlBXmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeu/IvhFFdBTeB?xgB3gBimB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhF2gBXdB?TeBRmBFmB0qB
LSTOIJZ,O,X,O,O,O,O,X
LSTOIZJ,O,X,O,X,O,X,O
LSTOJIZ,O,X,O,O,O,O,O
LSTOJZI,O,X,O,O,O,O,O
LSTOZIJ,O,X,O,X,O,X,O
LSTOZJI,O,X,O,O,O,X,O
LSITJZO,O,X,O,O,O,X,X
LSITJOZ,O,X,O,O,O,O,X
LSITZJO,X,X,X,X,X,X,O
LSITZOJ,O,X,O,X,O,X,O
LSITOJZ,O,X,O,O,O,O,X
LSITOZJ,O,X,O,X,O,X,O
LSIJTZO,X,X,X,O,O,X,X
LSIJTOZ,O,X,X,O,O,O,X
LSIJZTO,X,X,X,X,X,X,O
LSIJZOT,O,X,X,X,X,X,O
LSIJOTZ,O,X,O,O,O,O,O
LSIJOZT,O,X,X,X,X,X,O
LSIZTJO,O,X,X,X,X,X,O
LSIZTOJ,O,X,X,X,X,X,O
LSIZJTO,O,X,X,X,X,X,O
LSIZJOT,O,X,X,X,X,X,O
LSIZOTJ,O,X,O,X,X,X,O
LSIZOJT,O,X,X,X,X,X,O
LSIOTJZ,O,X,O,O,O,O,X
LSIOTZJ,O,X,O,X,O,X,O
LSIOJTZ,O,X,O,O,O,O,O
LSIOJZT,O,X,X,X,X,X,O
LSIOZTJ,O,X,O,X,X,X,O
LSIOZJT,O,X,X,X,X,X,O
LSJTIZO,O,X,O,O,O,X,X
LSJTIOZ,O,X,O,O,O,O,X
LSJTZIO,O,X,O,O,O,O,X
LSJTZOI,O,X,O,O,O,O,X
LSJTOIZ,O,X,O,O,O,O,O
LSJTOZI,O,X,O,O,O,O,O
LSJITZO,X,X,X,O,O,X,X
LSJITOZ,O,X,X,O,O,O,X
LSJIZTO,X,X,X,X,X,X,O
LSJIZOT,O,X,X,X,X,X,O
LSJIOTZ,O,X,O,O,O,O,O
LSJIOZT,O,X,X,X,X,X,O
LSJZTIO,O,X,X,O,X,O,X
LSJZTOI,O,X,X,O,X,O,O
LSJZITO,O,X,X,X,X,O,O
LSJZIOT,O,X,X,X,X,O,O
LSJZOTI,O,X,X,O,X,O,O
LSJZOIT,O,X,X,X,X,O,O
LSJOTIZ,O,X,O,O,O,O,O
LSJOTZI,O,X,O,O,O,O,O
LSJOITZ,O,X,O,O,O,O,O
LSJOIZT,O,X,X,X,X,X,O
LSJOZTI,O,X,X,O,X,O,O
LSJOZIT,O,X,X,X,X,O,O
LSZTIJO,O,X,X,X,X,X,O
LSZTIOJ,O,X,O,X,X,X,O
LSZTJIO,O,X,O,O,X,X,X
LSZTJOI,O,X,O,O,X,X,O
LSZTOIJ,O,X,O,X,X,X,O
LSZTOJI,O,X,O,O,X,X,O
LSZITJO,O,X,X,X,X,X,O
LSZITOJ,O,X,X,X,X,X,O
LSZIJTO,O,X,X,X,X,X,O
LSZIJOT,O,X,X,X,X,X,O
LSZIOTJ,O,X,O,X,X,X,O
LSZIOJT,O,X,X,X,X,X,O
LSZJTIO,O,X,X,O,X,X,X
LSZJTOI,O,X,X,O,X,X,O
LSZJITO,O,X,X,X,X,X,O
LSZJIOT,O,X,X,X,X,X,O
LSZJOTI,O,X,X,O,X,X,O
LSZJOIT,O,X,X,X,X,X,O
LSZOTIJ,O,X,O,X,X,X,O
LSZOTJI,O,X,O,O,X,X,O
LSZOITJ,O,X,O,X,X,X,O
LSZOIJT,O,X,X,X,X,X,O
LSZOJTI,O,X,X,O,X,X,O
LSZOJIT,O,X,X,X,X,X,O
LSOTIJZ,O,X,O,O,O,O,X
LSOTIZJ,O,X,O,X,O,X,O
LSOTJIZ,O,X,O,O,O,O,O
LSOTJZI,O,X,O,O,O,O,O
LSOTZIJ,O,X,O,X,O,X,O
LSOTZJI,O,X,O,O,O,X,O
LSOITJZ,O,X,O,O,O,O,X
LSOITZJ,O,X,O,X,O,X,O
LSOIJTZ,O,X,O,O,O,O,O
LSOIJZT,O,X,X,X,X,X,O
LSOIZTJ,O,X,O,X,X,X,O
LSOIZJT,O,X,X,X,X,X,O
LSOJTIZ,O,X,O,O,O,O,O
LSOJTZI,O,X,O,O,O,O,O
LSOJITZ,O,X,O,O,O,O,O
LSOJIZT,O,X,X,X,X,X,O
LSOJZTI,O,X,X,O,X,O,O
LSOJZIT,O,X,X,X,X,O,O
LSOZTIJ,O,X,O,X,X,X,O
LSOZTJI,O,X,O,O,X,X,O
LSOZITJ,O,X,O,X,X,X,O
LSOZIJT,O,X,X,X,X,X,O
LSOZJTI,O,X,X,O,X,X,O
LSOZJIT,O,X,X,X,X,X,O
LZTIJSO,O,O,X,X,X,O,O
LZTIJOS,O,O,X,X,X,O,O
LZTISJO,O,O,X,X,X,O,O
LZTISOJ,O,O,X,X,X,O,O
LZTIOJS,O,O,X,X,X,O,O
LZTIOSJ,O,O,X,X,X,O,O
LZTJISO,O,O,O,X,X,O,X
LZTJIOS,O,O,O,X,X,O,X
LZTJSIO,O,O,O,X,X,O,X
LZTJSOI,O,O,O,X,X,O,O
LZTJOIS,O,O,O,X,X,O,X
LZTJOSI,O,O,O,X,X,O,O
LZTSIJO,O,O,X,X,X,O,O
LZTSIOJ,O,O,O,X,X,O,O
LZTSJIO,O,O,O,X,X,O,X
LZTSJOI,O,O,O,X,X,O,O
LZTSOIJ,O,O,O,X,X,O,O
LZTSOJI,O,O,O,X,X,O,O
LZTOIJS,O,O,X,X,X,O,O
LZTOISJ,O,O,X,X,X,O,O
LZTOJIS,O,O,O,X,X,O,X
LZTOJSI,O,O,O,X,X,O,O
LZTOSIJ,O,O,O,X,X,O,O
LZTOSJI,O,O,O,X,X,O,O
LZITJSO,O,O,X,X,X,O,O
LZITJOS,O,O,X,X,X,O,O
LZITSJO,O,O,X,X,X,O,O
LZITSOJ,O,O,X,X,X,O,O
LZITOJS,O,O,X,X,X,O,O
LZITOSJ,O,O,X,X,X,O,O
LZIJTSO,X,O,X,X,X,O,O
LZIJTOS,X,O,X,X,X,O,O
LZIJSTO,O,X,X,X,X,O,O
LZIJSOT,O,O,X,X,X,O,O
LZIJOTS,X,O,X,X,X,O,O
LZIJOST,O,O,X,X,X,O,O
LZISTJO,X,X,X,X,X,O,O
LZISTOJ,O,X,X,X,X,O,O
LZISJTO,X,X,X,X,X,O,O
LZISJOT,O,O,X,X,X,O,O
LZISOTJ,O,X,X,X,X,O,O
LZISOJT,O,O,X,X,X,O,O
LZIOTJS,O,O,X,X,X,O,O
LZIOTSJ,O,O,X,X,X,O,O
LZIOJTS,X,O,X,X,X,O,O
LZIOJST,O,O,X,X,X,O,O
LZIOSTJ,O,X,X,X,X,O,O
LZIOSJT,O,O,X,X,X,O,O
LZJTISO,X,O,X,X,X,O,X
LZJTIOS,X,O,X,X,X,O,X
LZJTSIO,X,O,X,X,X,O,X
LZJTSOI,X,O,X,X,X,O,O
LZJTOIS,X,O,X,X,X,O,X
LZJTOSI,X,O,X,X,X,O,O
LZJITSO,X,O,X,X,X,O,O
LZJITOS,X,O,X,X,X,O,O
LZJISTO,O,X,X,X,X,O,O
LZJISOT,O,O,X,X,X,O,O
LZJIOTS,X,O,X,X,X,O,O
LZJIOST,O,O,X,X,X,O,O
LZJSTIO,O,O,X,O,X,O,X
LZJSTOI,O,O,X,O,X,O,O
LZJSITO,O,X,X,X,X,O,O
LZJSIOT,O,O,X,X,X,O,O
LZJSOTI,O,O,X,O,X,O,O
LZJSOIT,O,O,X,X,X,O,O
LZJOTIS,X,O,X,X,X,O,X
LZJOTSI,X,O,X,X,X,O,O
LZJOITS,X,O,X,X,X,O,O
LZJOIST,O,O,X,X,X,O,O
LZJOSTI,O,O,X,O,X,O,O
LZJOSIT,O,O,X,X,X,O,O
LZSTIJO,O,O,X,X,X,O,O
LZSTIOJ,O,O,O,X,X,O,O
LZSTJIO,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,O,O
LZSTOIJ,O,O,O,X,X,O,O
LZSTOJI,O,O,O,O,X,O,O
LZSITJO,O,X,X,X,X,O,O
LZSITOJ,O,X,X,X,X,O,O
LZSIJTO,O,X,X,X,X,O,O
LZSIJOT,O,O,X,X,X,O,O
LZSIOTJ,O,X,O,X,X,O,O
LZSIOJT,O,O,X,X,X,O,O
LZSJTIO,O,O,X,O,X,O,X
LZSJTOI,O,O,X,O,X,O,O
LZSJITO,O,X,X,X,X,O,O
LZSJIOT,O,O,X,X,X,O,O
LZSJOTI,O,O,X,O,X,O,O
LZSJOIT,O,O,X,X,X,O,O
LZSOTIJ,O,O,O,X,X,O,O
LZSOTJI,O,O,O,O,X,O,O
LZSOITJ,O,X,O,X,X,O,O
LZSOIJT,O,O,X,X,X,O,O
LZSOJTI,O,O,X,O,X,O,O
LZSOJIT,O,O,X,X,X,O,O
LZOTIJS,O,O,X,X,X,O,O
LZOTISJ,O,O,X,X,X,O,O
LZOTJIS,O,O,O,X,X,O,X
LZOTJSI,O,O,O,X,X,O,O
LZOTSIJ,O,O,O,X,X,O,O
LZOTSJI,O,O,O,X,X,O,O
LZOITJS,O,O,X,X,X,O,O
LZOITSJ,O,O,X,X,X,O,O
LZOIJTS,X,O,X,X,X,O,O
LZOIJST,O,O,X,X,X,O,O
LZOISTJ,O,X,X,X,X,O,O
LZOISJT,O,O,X,X,X,O,O
LZOJTIS,X,O,X,X,X,O,X
LZOJTSI,X,O,X,X,X,O,O
LZOJITS,X,O,X,X,X,O,O
LZOJIST,O,O,X,X,X,O,O
LZOJSTI,O,O,X,O,X,O,O
LZOJSIT,O,O,X,X,X,O,O
LZOSTIJ,O,O,O,X,X,O,O
LZOSTJI,O,O,O,O,X,O,O
LZOSITJ,O,X,O,X,X,O,O
LZOSIJT,O,O,X,X,X,O,O
LZOSJTI,O,O,X,O,X,O,O
LZOSJIT,O,O,X,X,X,O,O
LOTIJSZ,O,X,O,X,O,O,X
LOTIJZS,X,X,O,X,X,O,X
LOTISJZ,O,X,O,X,O,O,X
LOTISZJ,O,X,O,X,O,X,O
LOTIZJS,X,X,X,X,X,O,O
LOTIZSJ,X,X,X,X,O,X,O
LOTJISZ,O,X,O,X,O,O,X
LOTJIZS,X,X,O,X,X,O,X
LOTJSIZ,O,X,O,O,X,O,O
LOTJSZI,O,X,O,O,X,O,O
LOTJZIS,X,O,O,X,X,O,X
LOTJZSI,X,O,O,X,X,O,X
LOTSIJZ,O,X,O,O,O,O,X
LOTSIZJ,O,X,O,X,O,X,O
LOTSJIZ,O,X,O,O,O,O,O
LOTSJZI,O,X,O,O,O,O,O
LOTSZIJ,O,X,O,X,O,X,O
LOTSZJI,O,X,O,O,O,X,O
LOTZIJS,X,O,X,X,X,O,O
LOTZISJ,X,O,X,X,O,X,O
LOTZJIS,X,O,O,X,X,O,X
LOTZJSI,X,O,O,X,X,O,O
LOTZSIJ,X,O,O,X,X,X,O
LOTZSJI,X,O,O,X,X,X,O
LOITJSZ,O,X,O,X,O,O,X
LOITJZS,X,X,O,X,X,O,X
LOITSJZ,O,X,O,X,O,O,X
LOITSZJ,O,X,O,X,O,X,O
LOITZJS,X,X,X,X,X,O,O
LOITZSJ,X,X,X,X,O,X,O
LOIJTSZ,O,X,X,X,X,O,X
LOIJTZS,X,X,X,X,X,O,X
LOIJSTZ,O,X,X,O,O,O,O
LOIJSZT,O,X,X,X,X,X,O
LOIJZTS,X,X,X,X,X,O,O
LOIJZST,O,X,X,X,X,O,O
LOISTJZ,O,X,O,O,O,O,X
LOISTZJ,O,X,O,X,O,X,O
LOISJTZ,O,X,O,O,O,O,O
LOISJZT,O,X,X,X,X,X,O
LOISZTJ,O,X,O,X,X,X,O
LOISZJT,O,X,X,X,X,X,O
LOIZTJS,O,X,X,X,X,O,O
LOIZTSJ,O,X,X,X,X,X,O
LOIZJTS,X,X,X,X,X,O,O
LOIZJST,O,X,X,X,X,X,O
LOIZSTJ,O,X,X,X,X,X,O
LOIZSJT,O,X,X,X,X,X,O
LOJTISZ,O,X,O,X,X,O,X
LOJTIZS,X,X,O,X,X,O,X
LOJTSIZ,O,X,O,O,X,O,O
LOJTSZI,O,X,O,O,X,O,O
LOJTZIS,X,O,O,X,X,O,X
LOJTZSI,X,O,O,X,X,O,X
LOJITSZ,O,X,X,X,X,O,X
LOJITZS,X,X,X,X,X,O,X
LOJISTZ,O,X,X,O,O,O,O
LOJISZT,O,X,X,X,X,X,O
LOJIZTS,X,X,X,X,X,O,O
LOJIZST,O,X,X,X,X,O,O
LOJSTIZ,O,X,O,O,O,O,O
LOJSTZI,O,X,O,O,O,O,O
LOJSITZ,O,X,O,O,O,O,O
LOJSIZT,O,X,X,X,X,X,O
LOJSZTI,O,X,X,O,X,O,O
LOJSZIT,O,X,X,X,X,O,O
LOJZTIS,X,O,X,X,X,O,X
LOJZTSI,X,O,X,X,X,O,O
LOJZITS,X,O,X,X,X,O,O
LOJZIST,O,O,X,X,X,O,O
LOJZSTI,O,O,X,O,X,O,O
LOJZSIT,O,O,X,X,X,O,O
LOSTIJZ,O,X,O,O,O,O,X
LOSTIZJ,O,X,O,X,O,X,O
LOSTJIZ,O,X,O,O,O,O,O
LOSTJZI,O,X,O,O,O,O,O
LOSTZIJ,O,X,O,X,O,X,O
LOSTZJI,O,X,O,O,O,X,O
LOSITJZ,O,X,O,O,O,O,X
LOSITZJ,O,X,O,X,O,X,O
LOSIJTZ,O,X,O,O,O,O,O
LOSIJZT,O,X,X,X,X,X,O
LOSIZTJ,O,X,O,X,X,X,O
LOSIZJT,O,X,X,X,X,X,O
LOSJTIZ,O,X,O,O,O,O,O
LOSJTZI,O,X,O,O,O,O,O
LOSJITZ,O,X,O,O,O,O,O
LOSJIZT,O,X,X,X,X,X,O
LOSJZTI,O,X,X,O,X,O,O
LOSJZIT,O,X,X,X,X,O,O
LOSZTIJ,O,X,O,X,X,X,O
LOSZTJI,O,X,O,O,X,X,O
LOSZITJ,O,X,O,X,X,X,O
LOSZIJT,O,X,X,X,X,X,O
LOSZJTI,O,X,X,O,X,X,O
LOSZJIT,O,X,X,X,X,X,O
LOZTIJS,O,O,X,X,X,O,O
LOZTISJ,O,O,X,X,X,O,O
LOZTJIS,O,O,O,X,X,O,X
LOZTJSI,O,O,O,X,X,O,O
LOZTSIJ,O,O,O,X,X,O,O
LOZTSJI,O,O,O,X,X,O,O
LOZITJS,O,O,X,X,X,O,O
LOZITSJ,O,O,X,X,X,O,O
LOZIJTS,X,O,X,X,X,O,O
LOZIJST,O,O,X,X,X,O,O
LOZISTJ,O,X,X,X,X,O,O
LOZISJT,O,O,X,X,X,O,O
LOZJTIS,X,O,X,X,X,O,X
LOZJTSI,X,O,X,X,X,O,O
LOZJITS,X,O,X,X,X,O,O
LOZJIST,O,O,X,X,X,O,O
LOZJSTI,O,O,X,O,X,O,O
LOZJSIT,O,O,X,X,X,O,O
LOZSTIJ,O,O,O,X,X,O,O
LOZSTJI,O,O,O,O,X,O,O
LOZSITJ,O,X,O,X,X,O,O
LOZSIJT,O,O,X,X,X,O,O
LOZSJTI,O,O,X,O,X,O,O
LOZSJIT,O,O,X,X,X,O,O
JTILSZO,O,X,O,X,X,X,X
JTILSOZ,O,X,O,X,X,O,X
JTILZSO,X,X,O,X,X,O,X
JTILZOS,X,X,O,X,X,O,X
JTILOSZ,O,X,O,X,O,O,X
JTILOZS,X,X,O,X,X,O,X
JTISLZO,O,X,O,X,O,X,X
JTISLOZ,O,X,O,X,O,X,X
JTISZLO,O,X,O,X,O,X,X
JTISZOL,O,X,O,X,O,X,X
JTISOLZ,O,X,O,X,O,X,X
JTISOZL,O,X,O,X,O,X,X
JTIZLSO,X,O,O,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X
JTIZSLO,O,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X
JTIZOLS,X,O,O,X,X,X,X
JTIZOSL,O,O,O,X,X,X,X
JTIOLSZ,O,X,O,X,O,O,X
JTIOLZS,X,X,O,X,X,O,X
JTIOSLZ,O,X,O,X,O,X,X
JTIOSZL,O,X,O,X,O,X,X
JTIOZLS,X,O,O,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X
JTLISZO,O,X,O,X,X,X,X
JTLISOZ,O,X,O,X,X,O,X
JTLIZSO,X,X,O,X,X,O,X
JTLIZOS,X,X,O,X,X,O,X
JTLIOSZ,O,X,O,X,O,O,X
JTLIOZS,X,X,O,X,X,O,X
JTLSIZO,O,X,O,O,X,X,X
JTLSIOZ,O,X,O,O,X,O,X
JTLSZIO,O,X,O,O,X,O,X
JTLSZOI,O,X,O,O,X,O,X
JTLSOIZ,O,X,O,O,X,O,X
JTLSOZI,O,X,O,O,X,O,X
JTLZISO,X,O,O,X,X,O,X
JTLZIOS,X,O,O,X,X,O,X
JTLZSIO,X,O,O,X,X,O,X
JTLZSOI,X,O,O,X,X,O,X
JTLZOIS,X,O,O,X,X,O,X
JTLZOSI,X,O,O,X,X,O,X
JTLOISZ,O,X,O,X,O,O,X
JTLOIZS,X,X,O,X,X,O,X
JTLOSIZ,O,X,O,O,X,O,X
JTLOSZI,O,X,O,O,X,O,X
JTLOZIS,X,O,O,X,X,O,X
JTLOZSI,X,O,O,X,X,O,X
JTSILZO,O,X,O,O,O,X,X
JTSILOZ,O,X,O,O,O,X,X
JTSIZLO,O,X,O,X,O,X,X
JTSIZOL,O,X,O,X,O,X,X
JTSIOLZ,O,X,O,O,O,X,X
JTSIOZL,O,X,O,X,O,X,X
JTSLIZO,O,X,O,O,O,X,X
JTSLIOZ,O,X,O,O,O,O,X
JTSLZIO,O,X,O,O,O,O,X
JTSLZOI,O,X,O,O,O,O,X
JTSLOIZ,O,X,O,O,O,O,X
JTSLOZI,O,X,O,O,O,O,X
JTSZILO,O,O,O,X,O,X,X
JTSZIOL,O,O,O,X,O,X,X
JTSZLIO,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,X,X
JTSZOIL,O,O,O,X,O,X,X
JTSZOLI,O,O,O,O,O,X,X
JTSOILZ,O,X,O,O,O,X,X
JTSOIZL,O,X,O,X,O,X,X
JTSOLIZ,O,X,O,O,O,O,X
JTSOLZI,O,X,O,O,O,O,X
JTSOZIL,O,O,O,X,O,X,X
JTSOZLI,O,O,O,O,O,X,X
JTZILSO,X,O,O,X,X,X,X
JTZILOS,X,O,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X
JTZISOL,O,O,O,X,X,X,X
JTZIOLS,X,O,O,X,X,X,X
JTZIOSL,O,O,O,X,X,X,X
JTZLISO,X,O,O,X,X,O,X
JTZLIOS,X,O,O,X,X,O,X
JTZLSIO,X,O,O,X,X,O,X
JTZLSOI,X,O,O,X,X,O,X
JTZLOIS,X,O,O,X,X,O,X
JTZLOSI,X,O,O,X,X,O,X
JTZSILO,O,O,O,X,X,X,X
JTZSIOL,O,O,O,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X
JTZSOIL,O,O,O,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X
JTZOILS,X,O,O,X,X,X,X
JTZOISL,O,O,O,X,X,X,X
JTZOLIS,X,O,O,X,X,O,X
JTZOLSI,X,O,O,X,X,O,X
JTZOSIL,O,O,O,X,X,X,X
JTZOSLI,O,O,O,X,X,X,X
JTOILSZ,O,X,O,X,O,O,X
JTOILZS,X,X,O,X,X,O,X
JTOISLZ,O,X,O,X,O,X,X
JTOISZL,O,X,O,X,O,X,X
JTOIZLS,X,O,O,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X
JTOLISZ,O,X,O,X,O,O,X
JTOLIZS,X,X,O,X,X,O,X
JTOLSIZ,O,X,O,O,X,O,X
JTOLSZI,O,X,O,O,X,O,X
JTOLZIS,X,O,O,X,X,O,X
JTOLZSI,X,O,O,X,X,O,X
JTOSILZ,O,X,O,O,O,X,X
JTOSIZL,O,X,O,X,O,X,X
JTOSLIZ,O,X,O,O,O,O,X
JTOSLZI,O,X,O,O,O,O,X
JTOSZIL,O,O,O,X,O,X,X
JTOSZLI,O,O,O,O,O,X,X
JTOZILS,X,O,O,X,X,X,X
JTOZISL,O,O,O,X,X,X,X
JTOZLIS,X,O,O,X,X,O,X
JTOZLSI,X,O,O,X,X,O,X
JTOZSIL,O,O,O,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X
JITLSZO,O,X,O,X,X,X,X
JITLSOZ,O,X,O,X,X,O,X
JITLZSO,X,X,O,X,X,O,X
JITLZOS,X,X,O,X,X,O,X
JITLOSZ,O,X,O,X,O,O,X
JITLOZS,X,X,O,X,X,O,X
JITSLZO,O,X,O,X,O,X,X
JITSLOZ,O,X,O,X,O,X,X
JITSZLO,O,X,O,X,O,X,X
JITSZOL,O,X,O,X,O,X,X
JITSOLZ,O,X,O,X,O,X,X
JITSOZL,O,X,O,X,O,X,X
JITZLSO,X,O,O,X,X,X,X
JITZLOS,X,O,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,X
JITZOLS,X,O,O,X,X,X,X
JITZOSL,O,O,O,X,X,X,X
JITOLSZ,O,X,O,X,O,O,X
JITOLZS,X,X,O,X,X,O,X
JITOSLZ,O,X,O,X,O,X,X
JITOSZL,O,X,O,X,O,X,X
JITOZLS,X,O,O,X,X,X,X
JITOZSL,O,O,O,X,X,X,X
JILTSZO,O,X,X,X,X,X,X
JILTSOZ,O,X,X,X,X,O,X
JILTZSO,X,X,X,X,X,O,X
JILTZOS,X,X,X,X,X,O,X
JILTOSZ,O,X,X,X,X,O,X
JILTOZS,X,X,X,X,X,O,X
JILSTZO,X,X,X,O,O,X,X
JILSTOZ,O,X,X,O,O,O,X
JILSZTO,X,X,X,X,X,X,O
JILSZOT,O,X,X,X,X,X,O
JILSOTZ,O,X,X,O,O,O,X
JILSOZT,O,X,X,X,X,X,O
JILZTSO,X,X,X,X,X,O,O
JILZTOS,X,X,X,X,X,O,O
JILZSTO,O,X,X,X,X,O,O
JILZSOT,O,X,X,X,X,O,O
JILZOTS,X,X,X,X,X,O,O
JILZOST,O,X,X,X,X,O,O
JILOTSZ,O,X,X,X,X,O,X
JILOTZS,X,X,X,X,X,O,X
JILOSTZ,O,X,X,O,O,O,X
JILOSZT,O,X,X,X,X,X,O
JILOZTS,X,X,X,X,X,O,O
JILOZST,O,X,X,X,X,O,O
JISTLZO,O,X,O,O,O,X,X
JISTLOZ,O,X,O,O,O,X,X
JISTZLO,O,X,O,X,O,X,X
JISTZOL,O,X,O,X,O,X,X
JISTOLZ,O,X,O,O,O,X,X
JISTOZL,O,X,O,X,O,X,X
JISLTZO,X,X,X,O,O,X,X
JISLTOZ,O,X,X,O,O,X,X
JISLZTO,X,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,X,O
JISLOTZ,O,X,X,O,O,X,X
JISLOZT,O,X,X,X,X,X,O
JISZTLO,O,X,X,X,O,X,X
JISZTOL,O,X,X,X,O,X,X
JISZLTO,O,X,X,X,X,X,X
JISZLOT,O,X,X,X,X,X,X
JISZOTL,O,X,X,X,O,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,O,X,O,O,O,X,X
JISOTZL,O,X,O,X,O,X,X
JISOLTZ,O,X,X,O,O,X,X
JISOLZT,O,X,X,X,X,X,O
JISOZTL,O,X,X,X,O,X,X
JISOZLT,O,X,X,X,X,X,X
JIZTLSO,O,O,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X
JIZLTSO,X,O,X,X,X,O,X
JIZLTOS,X,O,X,X,X,O,X
JIZLSTO,O,X,X,X,X,O,X
JIZLSOT,O,O,X,X,X,O,X
JIZLOTS,X,O,X,X,X,O,X
JIZLOST,O,O,X,X,X,O,X
JIZSTLO,O,X,X,X,O,X,X
JIZSTOL,O,X,X,X,O,X,X
JIZSLTO,O,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X
JIZSOTL,O,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X
JIZOLTS,X,O,X,X,X,O,X
JIZOLST,O,O,X,X,X,O,X
JIZOSTL,O,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,X,X
JIOTLSZ,O,X,O,X,O,O,X
JIOTLZS,X,X,O,X,X,O,X
JIOTSLZ,O,X,O,X,O,X,X
JIOTSZL,O,X,O,X,O,X,X
JIOTZLS,X,O,O,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X
JIOLTSZ,O,X,X,X,X,O,X
JIOLTZS,X,X,X,X,X,O,X
JIOLSTZ,O,X,X,O,O,O,X
JIOLSZT,O,X,X,X,X,X,O
JIOLZTS,X,X,X,X,X,O,O
JIOLZST,O,X,X,X,X,O,O
JIOSTLZ,O,X,O,O,O,X,X
JIOSTZL,O,X,O,X,O,X,X
JIOSLTZ,O,X,X,O,O,X,X
JIOSLZT,O,X,X,X,X,X,O
JIOSZTL,O,X,X,X,O,X,X
JIOSZLT,O,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X
JIOZLTS,X,O,X,X,X,O,X
JIOZLST,O,O,X,X,X,O,X
JIOZSTL,O,X,X,X,O,X,X
JIOZSLT,O,O,X,X,X,X,X
JLTISZO,O,X,O,X,X,X,X
JLTISOZ,O,X,O,X,X,O,X
JLTIZSO,X,X,O,X,X,O,X
JLTIZOS,X,X,O,X,X,O,X
JLTIOSZ,O,X,O,X,X,O,X
JLTIOZS,X,X,O,X,X,O,X
JLTSIZO,O,X,O,O,X,X,X
JLTSIOZ,O,X,O,O,X,O,X
JLTSZIO,O,X,O,O,X,O,X
JLTSZOI,O,X,O,O,X,O,X
JLTSOIZ,O,X,O,O,X,O,O
JLTSOZI,O,X,O,O,X,O,O
JLTZISO,X,O,O,X,X,O,X
JLTZIOS,X,O,O,X,X,O,X
JLTZSIO,X,O,O,X,X,O,X
JLTZSOI,X,O,O,X,X,O,X
JLTZOIS,X,O,O,X,X,O,X
JLTZOSI,X,O,O,X,X,O,X
JLTOISZ,O,X,O,X,X,O,X
JLTOIZS,X,X,O,X,X,O,X
JLTOSIZ,O,X,O,O,X,O,O
JLTOSZI,O,X,O,O,X,O,O
JLTOZIS,X,O,O,X,X,O,X
JLTOZSI,X,O,O,X,X,O,X
JLITSZO,O,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,O,X
JLITZSO,X,X,X,X,X,O,X
JLITZOS,X,X,X,X,X,O,X
JLITOSZ,O,X,X,X,X,O,X
JLITOZS,X,X,X,X,X,O,X
JLISTZO,X,X,X,O,O,X,X
JLISTOZ,O,X,X,O,O,O,X
JLISZTO,X,X,X,X,X,X,O
JLISZOT,O,X,X,X,X,X,O
JLISOTZ,O,X,X,O,O,O,O
JLISOZT,O,X,X,X,X,X,O
JLIZTSO,X,X,X,X,X,O,O
