sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
IJSLOTZ,X,X,X,X,X,X,X,X,X
IJSLOZT,X,X,X,X,X,X,X,X,X
IJSZTLO,O,X,O,X,X,X,X,X,X
IJSZTOL,O,X,O,X,X,X,X,X,X
IJSZLTO,O,X,O,X,X,X,X,X,X
IJSZLOT,X,X,X,X,X,X,X,X,X
IJSZOTL,X,X,X,X,X,X,X,X,X
IJSZOLT,X,X,X,X,X,X,X,X,X
IJSOTLZ,X,X,X,X,X,X,X,X,X
IJSOTZL,X,X,X,X,X,X,X,X,X
IJSOLTZ,X,X,X,X,X,X,X,X,X
IJSOLZT,X,X,X,X,X,X,X,X,X
IJSOZTL,X,X,X,X,X,X,X,X,X
IJSOZLT,X,X,X,X,X,X,X,X,X
IJZTLSO,O,X,X,X,X,X,O,O,X
IJZTLOS,O,X,X,X,X,X,O,X,X
IJZTSLO,O,X,O,X,X,X,O,O,X
IJZTSOL,O,X,O,X,X,X,O,O,X
IJZTOLS,O,X,X,X,X,X,O,O,X
IJZTOSL,O,X,O,X,X,X,O,O,X
IJZLTSO,O,X,X,X,X,X,X,O,X
IJZLTOS,O,X,X,X,X,X,X,X,X
IJZLSTO,O,X,X,X,X,X,X,O,X
IJZLSOT,X,X,X,X,X,X,X,X,X
IJZLOTS,X,X,X,X,X,X,X,X,X
IJZLOST,X,X,X,X,X,X,X,X,X
IJZSTLO,O,X,O,X,X,X,O,O,X
IJZSTOL,O,X,O,X,X,X,O,O,X
IJZSLTO,O,X,O,X,X,X,X,O,X
IJZSLOT,X,X,X,X,X,X,X,X,X
IJZSOTL,X,X,X,X,X,X,O,O,X
IJZSOLT,X,X,X,X,X,X,X,O,X
IJZOTLS,X,X,X,X,X,X,O,O,X
IJZOTSL,X,X,X,X,X,X,O,O,X
IJZOLTS,X,X,X,X,X,X,X,O,X
IJZOLST,X,X,X,X,X,X,X,O,X
IJZOSTL,X,X,X,X,X,X,O,O,X
IJZOSLT,X,X,X,X,X,X,X,O,X
IJOTLSZ,X,X,X,X,X,X,X,X,X
IJOTLZS,X,X,X,X,X,X,O,O,X
IJOTSLZ,X,X,X,X,X,X,X,X,X
IJOTSZL,X,X,X,X,X,X,X,X,X
IJOTZLS,X,X,X,X,X,X,O,O,X
IJOTZSL,X,X,X,X,X,X,O,O,X
IJOLTSZ,X,X,X,X,X,X,X,X,X
IJOLTZS,X,X,X,X,X,X,X,O,X
IJOLSTZ,X,X,X,X,X,X,X,X,X
IJOLSZT,X,X,X,X,X,X,X,X,X
IJOLZTS,X,X,X,X,X,X,X,O,X
IJOLZST,X,X,X,X,X,X,X,O,X
IJOSTLZ,X,X,X,X,X,X,X,X,X
IJOSTZL,X,X,X,X,X,X,X,X,X
IJOSLTZ,X,X,X,X,X,X,X,X,X
IJOSLZT,X,X,X,X,X,X,X,X,X
IJOSZTL,X,X,X,X,X,X,X,X,X
IJOSZLT,X,X,X,X,X,X,X,X,X
IJOZTLS,X,X,X,X,X,X,O,O,X
IJOZTSL,X,X,X,X,X,X,O,O,X
IJOZLTS,X,X,X,X,X,X,X,O,X
IJOZLST,X,X,X,X,X,X,X,O,X
IJOZSTL,X,X,X,X,X,X,O,O,X
IJOZSLT,X,X,X,X,X,X,X,O,X
ISTLJZO,X,X,X,O,X,X,X,X,X
ISTLJOZ,X,X,X,O,X,X,X,X,X
ISTLZJO,X,O,O,O,X,X,X,X,X
ISTLZOJ,X,O,O,O,X,X,X,X,X
ISTLOJZ,X,X,X,O,X,X,X,X,X
ISTLOZJ,X,O,O,O,X,X,X,X,X
ISTJLZO,X,X,X,O,X,X,X,X,X
ISTJLOZ,X,X,X,O,X,X,X,X,X
ISTJZLO,X,X,X,X,X,X,X,X,X
ISTJZOL,X,X,X,O,X,X,X,X,X
ISTJOLZ,X,X,X,O,X,X,X,X,X
ISTJOZL,X,X,X,O,X,X,X,X,X
ISTZLJO,X,O,O,O,X,X,X,X,X
ISTZLOJ,X,O,O,O,X,X,X,X,X
ISTZJLO,X,O,O,X,X,X,X,X,X
ISTZJOL,X,O,O,O,X,X,X,X,X
ISTZOLJ,X,O,O,O,X,X,X,X,X
ISTZOJL,X,O,O,O,X,X,X,X,X
ISTOLJZ,X,X,X,O,X,X,X,X,X
ISTOLZJ,X,O,O,O,X,X,X,X,X
ISTOJLZ,X,X,X,O,X,X,X,X,X
ISTOJZL,X,X,X,O,X,X,X,X,X
ISTOZLJ,X,O,O,O,X,X,X,X,X
ISTOZJL,X,O,O,O,X,X,X,X,X
ISLTJZO,X,X,X,O,X,X,X,X,X
ISLTJOZ,X,X,X,O,X,X,X,X,X
ISLTZJO,X,O,O,O,X,X,X,X,X
ISLTZOJ,X,O,O,O,X,X,X,X,X
ISLTOJZ,X,X,X,O,X,X,X,X,X
ISLTOZJ,X,O,O,O,X,X,X,X,X
ISLJTZO,X,X,X,O,X,X,X,X,X
ISLJTOZ,X,X,X,O,X,X,X,X,X
ISLJZTO,X,X,O,O,X,X,X,X,O
ISLJZOT,X,X,X,X,X,X,X,X,O
ISLJOTZ,X,X,X,X,X,X,X,X,X
ISLJOZT,X,X,X,X,X,X,X,X,O
ISLZTJO,X,O,O,O,X,X,X,X,O
ISLZTOJ,X,O,O,O,X,X,X,X,O
ISLZJTO,X,O,O,O,X,X,X,X,O
ISLZJOT,X,X,X,X,X,X,X,X,O
ISLZOTJ,X,X,X,X,X,X,X,X,O
ISLZOJT,X,X,X,X,X,X,X,X,O
ISLOTJZ,X,X,X,X,X,X,X,X,X
ISLOTZJ,X,X,X,X,X,X,X,X,X
ISLOJTZ,X,X,X,X,X,X,X,X,X
ISLOJZT,X,X,X,X,X,X,X,X,O
ISLOZTJ,X,X,X,X,X,X,X,X,O
ISLOZJT,X,X,X,X,X,X,X,X,O
ISJTLZO,X,X,X,X,X,X,X,X,X
ISJTLOZ,X,X,X,X,X,X,X,X,X
ISJTZLO,X,X,X,X,X,X,X,X,X
ISJTZOL,X,X,X,X,X,X,X,X,X
ISJTOLZ,X,X,X,X,X,X,X,X,X
ISJTOZL,X,X,X,X,X,X,X,X,X
ISJLTZO,X,X,X,X,X,X,X,X,X
ISJLTOZ,X,X,X,X,X,X,X,X,X
ISJLZTO,X,X,O,X,X,X,X,X,O
ISJLZOT,X,X,X,X,X,X,X,X,O
ISJLOTZ,X,X,X,X,X,X,X,X,X
ISJLOZT,X,X,X,X,X,X,X,X,O
ISJZTLO,X,X,O,X,X,X,X,X,X
ISJZTOL,X,X,O,X,X,X,X,X,O
ISJZLTO,X,X,O,X,X,X,X,X,X
ISJZLOT,X,X,X,X,X,X,X,X,X
ISJZOTL,X,X,X,X,X,X,X,X,O
ISJZOLT,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,X,X
ISJOLZT,X,X,X,X,X,X,X,X,O
ISJOZTL,X,X,X,X,X,X,X,X,O
ISJOZLT,X,X,X,X,X,X,X,X,X
ISZTLJO,X,O,O,O,X,X,X,X,X
ISZTLOJ,X,O,O,O,X,X,X,X,X
ISZTJLO,X,O,O,X,X,X,X,X,X
ISZTJOL,X,O,O,O,X,X,X,X,O
ISZTOLJ,X,O,O,O,X,X,X,X,X
ISZTOJL,X,O,O,O,X,X,X,X,O
ISZLTJO,X,O,O,O,X,X,X,X,X
ISZLTOJ,X,O,O,O,X,X,X,X,X
ISZLJTO,X,O,O,O,X,X,X,X,X
ISZLJOT,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,X,X,X,X,X
ISZJTLO,X,O,O,X,X,X,X,X,X
ISZJTOL,X,O,O,O,X,X,X,X,O
ISZJLTO,X,O,O,X,X,X,X,X,X
ISZJLOT,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,X,X,X,X,O
ISZJOLT,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,X,X,X,X,X,X
ISZOTJL,X,X,X,X,X,X,X,X,O
ISZOLTJ,X,X,X,X,X,X,X,X,X
ISZOLJT,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,X,X,X,X,X,O
ISZOJLT,X,X,X,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,X,X,X,X
ISOTLZJ,X,X,X,X,X,X,X,X,X
ISOTJLZ,X,X,X,X,X,X,X,X,X
ISOTJZL,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,X,X,X,X,X,X,X,X
ISOTZJL,X,X,X,X,X,X,X,X,X
ISOLTJZ,X,X,X,X,X,X,X,X,X
ISOLTZJ,X,X,X,X,X,X,X,X,X
ISOLJTZ,X,X,X,X,X,X,X,X,X
ISOLJZT,X,X,X,X,X,X,X,X,O
ISOLZTJ,X,X,X,X,X,X,X,X,O
ISOLZJT,X,X,X,X,X,X,X,X,O
ISOJTLZ,X,X,X,X,X,X,X,X,X
ISOJTZL,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,X,X,X,X,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,O
ISOJZTL,X,X,X,X,X,X,X,X,O
ISOJZLT,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,X,X,X,X,X,X,X,X
ISOZTJL,X,X,X,X,X,X,X,X,O
ISOZLTJ,X,X,X,X,X,X,X,X,X
ISOZLJT,X,X,X,X,X,X,X,X,X
ISOZJTL,X,X,X,X,X,X,X,X,O
ISOZJLT,X,X,X,X,X,X,X,X,X
IZTLJSO,O,X,X,X,X,X,O,X,O
IZTLJOS,O,X,X,X,X,X,O,X,O
IZTLSJO,X,X,X,X,X,X,O,X,O
IZTLSOJ,O,X,X,X,X,X,X,X,O
IZTLOJS,O,X,X,X,X,X,X,X,O
IZTLOSJ,O,X,X,X,X,X,X,X,X
IZTJLSO,O,X,X,X,X,X,O,X,X
IZTJLOS,O,X,X,X,X,X,O,X,X
IZTJSLO,O,O,O,X,X,X,O,X,X
IZTJSOL,O,O,O,X,X,X,O,X,X
IZTJOLS,O,X,X,X,X,X,O,X,X
IZTJOSL,O,O,O,X,X,X,O,X,X
IZTSLJO,X,O,O,X,X,X,O,X,X
IZTSLOJ,O,O,O,X,X,X,X,X,X
IZTSJLO,O,O,O,X,X,X,O,X,X
IZTSJOL,O,O,O,X,X,X,O,X,O
IZTSOLJ,O,O,O,X,X,X,X,X,X
IZTSOJL,O,O,O,X,X,X,O,X,O
IZTOLJS,O,X,X,X,X,X,X,X,O
IZTOLSJ,O,X,X,X,X,X,X,X,X
IZTOJLS,O,X,X,X,X,X,O,X,X
IZTOJSL,O,O,O,X,X,X,O,X,X
IZTOSLJ,O,O,O,X,X,X,X,X,X
IZTOSJL,O,O,O,X,X,X,O,X,O
IZLTJSO,O,X,X,X,X,X,X,X,O
IZLTJOS,O,X,X,X,X,X,X,X,O
IZLTSJO,X,X,X,X,X,X,X,X,O
IZLTSOJ,O,X,X,X,X,X,X,X,O
IZLTOJS,O,X,X,X,X,X,X,X,O
IZLTOSJ,O,X,X,X,X,X,X,X,X
IZLJTSO,O,X,X,X,X,X,X,O,O
IZLJTOS,O,X,X,X,X,X,X,X,O
IZLJSTO,O,X,X,X,X,X,X,O,O
IZLJSOT,X,X,X,X,X,X,X,X,O
IZLJOTS,X,X,X,X,X,X,X,X,O
IZLJOST,X,X,X,X,X,X,X,X,X
IZLSTJO,X,X,X,X,X,X,X,O,O
IZLSTOJ,O,X,X,X,X,X,X,O,O
IZLSJTO,X,X,X,X,X,X,X,O,O
IZLSJOT,X,X,X,X,X,X,X,X,O
IZLSOTJ,X,X,X,X,X,X,X,O,O
IZLSOJT,X,X,X,X,X,X,X,O,O
IZLOTJS,X,X,X,X,X,X,X,X,O
IZLOTSJ,X,X,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,O,O
IZLOJST,X,X,X,X,X,X,X,O,X
IZLOSTJ,X,X,X,X,X,X,X,O,X
IZLOSJT,X,X,X,X,X,X,X,O,X
IZJTLSO,O,X,X,X,X,X,O,O,X
IZJTLOS,O,X,X,X,X,X,O,X,X
IZJTSLO,O,O,O,X,X,X,O,O,X
IZJTSOL,O,O,O,X,X,X,O,O,X
IZJTOLS,O,X,X,X,X,X,O,O,X
IZJTOSL,O,O,O,X,X,X,O,O,X
IZJLTSO,O,X,X,X,X,X,X,O,X
IZJLTOS,O,X,X,X,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,X,O,X
IZJLSOT,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X
IZJSTLO,O,O,O,X,X,X,O,O,X
IZJSTOL,O,O,O,X,X,X,O,O,X
IZJSLTO,O,O,O,X,X,X,X,O,X
IZJSLOT,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,X,X,X,O,O,X
IZJSOLT,X,X,X,X,X,X,X,O,X
IZJOTLS,X,X,X,X,X,X,O,O,X
IZJOTSL,X,X,X,X,X,X,O,O,X
IZJOLTS,X,X,X,X,X,X,X,O,X
IZJOLST,X,X,X,X,X,X,X,O,X
IZJOSTL,X,X,X,X,X,X,O,O,X
IZJOSLT,X,X,X,X,X,X,X,O,X
IZSTLJO,X,O,O,X,X,X,O,O,X
IZSTLOJ,O,O,O,X,X,X,X,O,X
IZSTJLO,O,O,O,X,X,X,O,O,X
IZSTJOL,O,O,O,X,X,X,O,O,O
IZSTOLJ,O,O,O,X,X,X,X,O,X
IZSTOJL,O,O,O,X,X,X,O,X,O
IZSLTJO,X,O,O,X,X,X,X,O,X
IZSLTOJ,O,O,O,X,X,X,X,O,X
IZSLJTO,X,O,O,X,X,X,X,O,X
IZSLJOT,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,X,X,X,X,O,X
IZSLOJT,X,X,X,X,X,X,X,O,X
IZSJTLO,O,O,O,X,X,X,O,O,X
IZSJTOL,O,O,O,X,X,X,O,O,O
IZSJLTO,O,O,O,X,X,X,X,O,X
IZSJLOT,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,X,X,X,X,O,O,O
IZSJOLT,X,X,X,X,X,X,X,O,X
IZSOTLJ,X,X,X,X,X,X,X,O,X
IZSOTJL,X,X,X,X,X,X,O,X,O
IZSOLTJ,X,X,X,X,X,X,X,O,X
IZSOLJT,X,X,X,X,X,X,X,O,X
IZSOJTL,X,X,X,X,X,X,O,O,O
IZSOJLT,X,X,X,X,X,X,X,O,X
IZOTLJS,X,X,X,X,X,X,X,X,O
IZOTLSJ,X,X,X,X,X,X,X,X,X
IZOTJLS,X,X,X,X,X,X,O,X,X
IZOTJSL,X,X,X,X,X,X,O,X,X
IZOTSLJ,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,X,X,X,X,O,X,O
IZOLTJS,X,X,X,X,X,X,X,X,O
IZOLTSJ,X,X,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,O,O
IZOLJST,X,X,X,X,X,X,X,O,X
IZOLSTJ,X,X,X,X,X,X,X,O,X
IZOLSJT,X,X,X,X,X,X,X,O,X
IZOJTLS,X,X,X,X,X,X,O,O,X
IZOJTSL,X,X,X,X,X,X,O,O,X
IZOJLTS,X,X,X,X,X,X,X,O,X
IZOJLST,X,X,X,X,X,X,X,O,X
IZOJSTL,X,X,X,X,X,X,O,O,X
IZOJSLT,X,X,X,X,X,X,X,O,X
IZOSTLJ,X,X,X,X,X,X,X,O,X
IZOSTJL,X,X,X,X,X,X,O,X,O
IZOSLTJ,X,X,X,X,X,X,X,O,X
IZOSLJT,X,X,X,X,X,X,X,O,X
IZOSJTL,X,X,X,X,X,X,O,O,O
IZOSJLT,X,X,X,X,X,X,X,O,X
IOTLJSZ,X,X,X,X,X,X,X,X,X
IOTLJZS,X,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,X,X,X,X,X,X,X,X
IOTLZJS,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,X,X,X,X,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,X,X,O,X,X
IOTJSLZ,X,X,X,X,X,X,X,X,X
IOTJSZL,X,X,X,X,X,X,X,X,X
IOTJZLS,X,X,X,X,X,X,O,X,X
IOTJZSL,X,X,X,X,X,X,O,X,X
IOTSLJZ,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,X,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,X
IOTSZJL,X,X,X,X,X,X,X,X,X
IOTZLJS,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,X,X,X,X,X,X
IOTZJLS,X,X,X,X,X,X,O,X,X
IOTZJSL,X,X,X,X,X,X,O,X,X
IOTZSLJ,X,X,X,X,X,X,X,X,X
IOTZSJL,X,X,X,X,X,X,O,X,X
IOLTJSZ,X,X,X,X,X,X,X,X,X
IOLTJZS,X,X,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,X,X,X
IOLTZJS,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,X,X
IOLJTZS,X,X,X,X,X,X,X,O,X
IOLJSTZ,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,X,X,O,O
IOLJZST,X,X,X,X,X,X,X,O,X
IOLSTJZ,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X
IOLSZJT,X,X,X,X,X,X,X,X,X
IOLZTJS,X,X,X,X,X,X,X,X,O
IOLZTSJ,X,X,X,X,X,X,X,X,X
IOLZJTS,X,X,X,X,X,X,X,O,O
IOLZJST,X,X,X,X,X,X,X,O,X
IOLZSTJ,X,X,X,X,X,X,X,O,X
IOLZSJT,X,X,X,X,X,X,X,O,X
IOJTLSZ,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,X,X,O,O,X
IOJTSLZ,X,X,X,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,O,O,X
IOJTZSL,X,X,X,X,X,X,O,O,X
IOJLTSZ,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,X,X,X,X,X,O,X
IOJLSTZ,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,O,X
IOJLZST,X,X,X,X,X,X,X,O,X
IOJSTLZ,X,X,X,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,X,X,O,O,X
IOJZTSL,X,X,X,X,X,X,O,O,X
IOJZLTS,X,X,X,X,X,X,X,O,X
IOJZLST,X,X,X,X,X,X,X,O,X
IOJZSTL,X,X,X,X,X,X,O,O,X
IOJZSLT,X,X,X,X,X,X,X,O,X
IOSTLJZ,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,O
IOSLZTJ,X,X,X,X,X,X,X,X,O
IOSLZJT,X,X,X,X,X,X,X,X,O
IOSJTLZ,X,X,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,O
IOSJZTL,X,X,X,X,X,X,X,X,O
IOSJZLT,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,X,X,X
IOSZTJL,X,X,X,X,X,X,X,X,O
IOSZLTJ,X,X,X,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,O
IOSZJLT,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,X,X,O
IOZTLSJ,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,X,X,X,X,O,X,X
IOZTJSL,X,X,X,X,X,X,O,X,X
IOZTSLJ,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,X,X,X,X,O,X,O
IOZLTJS,X,X,X,X,X,X,X,X,O
IOZLTSJ,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,X,O,O
IOZLJST,X,X,X,X,X,X,X,O,X
IOZLSTJ,X,X,X,X,X,X,X,O,X
IOZLSJT,X,X,X,X,X,X,X,O,X
IOZJTLS,X,X,X,X,X,X,O,O,X
IOZJTSL,X,X,X,X,X,X,O,O,X
IOZJLTS,X,X,X,X,X,X,X,O,X
IOZJLST,X,X,X,X,X,X,X,O,X
IOZJSTL,X,X,X,X,X,X,O,O,X
IOZJSLT,X,X,X,X,X,X,X,O,X
IOZSTLJ,X,X,X,X,X,X,X,O,X
IOZSTJL,X,X,X,X,X,X,O,X,O
IOZSLTJ,X,X,X,X,X,X,X,O,X
IOZSLJT,X,X,X,X,X,X,X,O,X
IOZSJTL,X,X,X,X,X,X,O,O,O
IOZSJLT,X,X,X,X,X,X,X,O,X
LTIJSZO,X,X,X,O,X,X,X,X,X
LTIJSOZ,X,X,X,O,X,O,X,X,X
LTIJZSO,O,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,O,X,X,X,X
LTIJOSZ,X,X,X,O,X,O,X,X,X
LTIJOZS,O,X,X,X,O,X,X,X,X
LTISJZO,X,X,X,O,X,X,X,X,X
LTISJOZ,X,X,X,O,X,O,X,X,X
LTISZJO,X,X,X,O,X,X,X,X,X
LTISZOJ,X,X,X,O,X,X,X,X,X
LTISOJZ,X,X,X,O,X,O,X,X,X
LTISOZJ,X,X,X,O,X,X,X,X,X
LTIZJSO,O,X,X,X,X,X,X,X,X
LTIZJOS,O,X,X,X,O,X,X,X,X
LTIZSJO,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,O,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,O,X,O,X,X,X
LTIOJZS,O,X,X,X,O,X,X,X,X
LTIOSJZ,X,X,X,O,X,O,X,X,X
LTIOSZJ,X,X,X,O,X,X,X,X,X
LTIOZJS,O,X,X,X,O,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,O,X,X,X,X,X
LTJISOZ,X,X,X,O,X,O,X,X,X
LTJIZSO,O,X,X,X,X,X,X,X,X
LTJIZOS,O,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,X,O,X,O,X,X,X
LTJIOZS,O,X,X,X,O,X,X,X,X
LTJSIZO,X,X,X,O,X,X,X,X,X
LTJSIOZ,X,X,X,O,X,O,X,X,X
LTJSZIO,X,X,X,O,X,X,X,X,X
LTJSZOI,X,X,X,O,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,O,X,X,X
LTJSOZI,X,X,X,O,X,O,X,X,X
LTJZISO,O,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,O,X,X,X,X
LTJZSIO,O,X,X,X,X,X,X,X,X
LTJZSOI,O,X,X,X,X,X,X,X,X
LTJZOIS,O,X,X,X,O,X,X,X,X
LTJZOSI,O,X,X,X,O,X,X,X,X
LTJOISZ,X,X,X,O,X,O,X,X,X
LTJOIZS,O,X,X,X,O,X,X,X,X
LTJOSIZ,X,X,X,O,X,O,X,X,X
LTJOSZI,X,X,X,O,X,O,X,X,X
LTJOZIS,O,X,X,X,O,X,X,X,X
LTJOZSI,O,X,X,X,O,X,X,X,X
LTSIJZO,X,X,X,O,X,X,X,X,X
LTSIJOZ,X,X,X,O,X,O,X,X,X
LTSIZJO,X,X,X,O,X,X,X,X,X
LTSIZOJ,X,X,X,O,X,X,X,X,X
LTSIOJZ,X,X,X,O,X,O,X,X,X
LTSIOZJ,X,X,X,O,X,X,X,X,X
LTSJIZO,X,X,X,O,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,O,X,X,X
LTSJZIO,X,X,X,O,X,X,X,X,X
LTSJZOI,X,X,X,O,X,X,X,X,X
LTSJOIZ,X,X,X,O,X,O,X,X,X
LTSJOZI,X,X,X,O,X,O,X,X,X
LTSZIJO,X,X,X,O,X,X,X,X,X
LTSZIOJ,X,X,X,O,X,X,X,X,X
LTSZJIO,X,X,X,O,X,X,X,X,X
LTSZJOI,X,X,X,O,X,X,X,X,X
LTSZOIJ,X,X,X,O,X,X,X,X,X
LTSZOJI,X,X,X,O,X,X,X,X,X
LTSOIJZ,X,X,X,O,X,O,X,X,X
LTSOIZJ,X,X,X,O,X,X,X,X,X
LTSOJIZ,X,X,X,O,X,O,X,X,X
LTSOJZI,X,X,X,O,X,O,X,X,X
LTSOZIJ,X,X,X,O,X,X,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,X,X
LTZIJOS,O,X,X,X,O,X,X,X,X
LTZISJO,X,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,X,X,X,X,X,X
LTZIOJS,O,X,X,X,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,X,O,X,X,X,X
LTZJSIO,O,X,X,X,X,X,X,X,X
LTZJSOI,O,X,X,X,X,X,X,X,X
LTZJOIS,O,X,X,X,O,X,X,X,X
LTZJOSI,O,X,X,X,O,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,X,O,X,X,X,X
LTZOISJ,O,X,X,X,X,X,X,X,X
LTZOJIS,O,X,X,X,O,X,X,X,X
