sequence,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeK/IvhFGbBXeB?UgBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke06IvhF6gBXeB?2kBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeO/IvhF0bBXeB?zfBSmB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBlgB?cmB5oBmkB6qB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Kex6IvhFTfBlgB?cmBGjB/qB6tB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBykB?GhB5oB0gBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke1AJvhFXeBTfB?cmB5oB6qBmpB
JLIZOTS,X,X,O,O,X,X,X
JLIZOST,O,O,O,O,X,O,X
JLIOTSZ,O,X,O,X,X,O,X
JLIOTZS,O,X,O,X,X,X,X
JLIOSTZ,O,X,O,X,X,O,X
JLIOSZT,O,X,O,O,X,O,X
JLIOZTS,O,X,O,O,X,X,X
JLIOZST,O,X,O,O,X,O,X
JLSTIZO,X,O,O,X,X,X,X
JLSTIOZ,X,X,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X
JLSTOIZ,X,X,O,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X
JLSITZO,X,X,O,X,X,X,X
JLSITOZ,X,X,X,X,X,O,X
JLSIZTO,X,X,O,X,X,X,X
JLSIZOT,X,X,O,X,X,O,X
JLSIOTZ,X,X,X,X,X,O,X
JLSIOZT,X,X,O,X,X,O,X
JLSZTIO,O,O,O,X,X,X,X
JLSZTOI,O,O,O,X,O,X,X
JLSZITO,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X
JLSZOTI,O,O,O,X,O,X,X
JLSZOIT,O,O,O,X,X,X,X
JLSOTIZ,X,X,X,X,X,X,X
JLSOTZI,O,X,O,X,X,X,X
JLSOITZ,X,X,X,X,X,O,X
JLSOIZT,X,X,O,X,X,O,X
JLSOZTI,O,X,O,X,O,X,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,O,O,O,O,X,X,X
JLZTIOS,X,X,X,O,X,X,X
JLZTSIO,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X
JLZTOIS,X,X,X,O,X,X,X
JLZTOSI,X,X,X,X,O,X,X
JLZITSO,O,O,O,O,X,X,X
JLZITOS,X,X,X,O,X,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,X,O,X
JLZIOTS,X,X,O,O,X,X,X
JLZIOST,O,O,O,O,X,O,X
JLZSTIO,O,O,O,X,X,X,X
JLZSTOI,O,O,O,X,O,X,X
JLZSITO,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X
JLZSOTI,O,O,O,X,O,X,X
JLZSOIT,O,O,O,X,X,X,X
JLZOTIS,X,X,O,O,X,X,X
JLZOTSI,X,X,O,X,O,X,X
JLZOITS,X,X,O,O,X,X,X
JLZOIST,O,O,O,O,X,O,X
JLZOSTI,O,O,O,X,O,X,X
JLZOSIT,O,O,O,X,X,X,X
JLOTISZ,O,X,O,X,X,O,X
JLOTIZS,O,X,O,X,X,X,X
JLOTSIZ,X,X,X,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X
JLOTZIS,O,X,O,X,X,X,X
JLOTZSI,O,X,O,X,X,X,X
JLOITSZ,O,X,O,X,X,O,X
JLOITZS,O,X,O,X,X,X,X
JLOISTZ,O,X,O,X,X,O,X
JLOISZT,O,X,O,O,X,O,X
JLOIZTS,O,X,O,O,X,X,X
JLOIZST,O,X,O,O,X,O,X
JLOSTIZ,X,X,X,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X
JLOSITZ,X,X,O,X,X,O,X
JLOSIZT,X,X,O,X,X,O,X
JLOSZTI,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,O,X,O,O,X,X,X
JLOZTSI,O,X,O,X,O,X,X
JLOZITS,O,X,O,O,X,X,X
JLOZIST,O,X,O,O,X,O,X
JLOZSTI,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,X,O,O,X,X,O,X
JSTILOZ,X,O,O,X,X,O,X
JSTIZLO,X,O,O,X,X,O,X
JSTIZOL,X,O,O,X,X,X,X
JSTIOLZ,X,O,O,X,X,O,X
JSTIOZL,X,O,O,X,X,X,X
JSTLIZO,X,O,O,X,X,O,X
JSTLIOZ,X,O,O,X,X,O,X
JSTLZIO,O,O,O,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X
JSTLOIZ,X,X,O,X,X,O,X
JSTLOZI,O,O,O,X,X,X,X
JSTZILO,X,O,X,X,X,X,X
JSTZIOL,X,O,X,X,O,X,X
JSTZLIO,X,O,O,X,X,X,X
JSTZLOI,X,O,O,X,O,X,X
JSTZOIL,X,X,O,X,O,X,X
JSTZOLI,X,O,O,X,O,X,X
JSTOILZ,X,O,O,X,X,X,X
JSTOIZL,X,O,O,X,X,X,X
JSTOLIZ,X,O,O,X,X,X,X
JSTOLZI,O,O,O,X,X,X,X
JSTOZIL,X,O,O,X,O,X,X
JSTOZLI,X,O,O,X,O,X,X
JSITLZO,X,O,O,X,X,O,X
JSITLOZ,X,O,O,X,X,O,X
JSITZLO,X,O,O,O,X,O,X
JSITZOL,X,O,O,O,X,X,X
JSITOLZ,X,O,O,X,X,O,X
JSITOZL,X,O,O,O,X,X,X
JSILTZO,X,O,O,X,X,O,X
JSILTOZ,X,O,O,X,X,O,X
JSILZTO,X,O,O,O,X,X,X
JSILZOT,X,O,O,O,X,O,X
JSILOTZ,X,X,O,X,X,O,X
JSILOZT,X,X,O,O,X,O,X
JSIZTLO,X,O,O,O,X,O,X
JSIZTOL,X,O,O,O,O,X,X
JSIZLTO,X,O,O,O,X,X,X
JSIZLOT,X,O,O,O,X,O,X
JSIZOTL,X,X,O,O,O,X,X
JSIZOLT,X,O,O,O,X,X,X
JSIOTLZ,X,O,O,X,X,O,X
JSIOTZL,X,O,O,O,X,X,X
JSIOLTZ,X,X,O,X,X,O,X
JSIOLZT,X,X,O,O,X,O,X
JSIOZTL,X,X,O,O,O,X,X
JSIOZLT,X,O,O,O,X,X,X
JSLTIZO,X,O,O,X,X,X,X
JSLTIOZ,X,X,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X
JSLTZOI,O,O,O,X,X,X,X
JSLTOIZ,X,X,O,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X
JSLITZO,X,X,O,X,X,X,X
JSLITOZ,X,X,X,X,X,O,X
JSLIZTO,X,X,O,X,X,X,X
JSLIZOT,X,X,O,X,X,O,X
JSLIOTZ,X,X,X,X,X,O,X
JSLIOZT,X,X,O,X,X,O,X
JSLZTIO,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,O,X,X
JSLZITO,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X
JSLZOTI,O,O,O,X,O,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,X,X,X,X,X,X,X
JSLOTZI,O,X,O,X,X,X,X
JSLOITZ,X,X,X,X,X,O,X
JSLOIZT,X,X,O,X,X,O,X
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,X,O,X,O,X,X,X
JSZTIOL,X,X,X,O,O,X,X
JSZTLIO,X,O,O,X,X,X,X
JSZTLOI,X,O,O,X,O,X,X
JSZTOIL,X,X,O,O,O,X,X
JSZTOLI,X,O,O,X,O,X,X
JSZITLO,X,O,X,O,X,X,X
JSZITOL,X,X,X,O,O,X,X
JSZILTO,X,O,X,O,X,X,X
JSZILOT,X,O,X,O,X,X,X
JSZIOTL,X,X,X,O,O,X,X
JSZIOLT,X,O,X,O,X,X,X
JSZLTIO,X,O,O,X,X,X,X
JSZLTOI,X,O,O,X,O,X,X
JSZLITO,X,O,O,X,X,X,X
JSZLIOT,X,O,O,X,X,X,X
JSZLOTI,X,O,O,X,O,X,X
JSZLOIT,X,O,O,X,X,X,X
JSZOTIL,X,X,O,O,O,X,X
JSZOTLI,X,X,O,X,O,X,X
JSZOITL,X,X,O,O,O,X,X
JSZOILT,X,X,O,O,X,X,X
JSZOLTI,X,O,O,X,O,X,X
JSZOLIT,X,O,O,X,X,X,X
JSOTILZ,X,O,O,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X
JSOTLIZ,X,O,O,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X
JSOTZIL,X,O,O,X,O,X,X
JSOTZLI,X,O,O,X,O,X,X
JSOITLZ,X,X,O,X,X,X,X
JSOITZL,X,X,O,O,X,X,X
JSOILTZ,X,X,O,X,X,X,X
JSOILZT,X,X,O,O,X,X,X
JSOIZTL,X,X,O,O,O,X,X
JSOIZLT,X,O,O,O,X,X,X
JSOLTIZ,X,X,X,X,X,X,X
JSOLTZI,O,X,O,X,X,X,X
JSOLITZ,X,X,O,X,X,X,X
JSOLIZT,X,X,O,X,X,X,X
JSOLZTI,O,O,O,X,O,X,X
JSOLZIT,O,O,O,X,X,X,X
JSOZTIL,X,X,O,O,O,X,X
JSOZTLI,X,O,O,X,O,X,X
JSOZITL,X,X,O,O,O,X,X
JSOZILT,X,O,O,O,X,X,X
JSOZLTI,X,O,O,X,O,X,X
JSOZLIT,X,O,O,X,X,X,X
JZTILSO,X,O,O,O,X,O,X
JZTILOS,X,O,O,O,X,O,X
JZTISLO,X,O,O,O,X,O,X
JZTISOL,X,O,O,O,X,X,X
JZTIOLS,X,O,O,O,X,X,X
JZTIOSL,X,O,O,O,O,X,X
JZTLISO,X,O,O,O,X,O,X
JZTLIOS,X,O,O,O,X,O,X
JZTLSIO,X,O,O,X,X,X,X
JZTLSOI,X,O,O,X,X,X,X
JZTLOIS,X,O,O,O,X,O,X
JZTLOSI,X,O,O,X,O,X,X
JZTSILO,X,O,X,O,X,X,X
JZTSIOL,X,O,X,O,O,X,X
JZTSLIO,X,O,O,X,X,X,X
JZTSLOI,X,O,O,X,O,X,X
JZTSOIL,X,X,O,O,O,X,X
JZTSOLI,X,O,O,X,O,X,X
JZTOILS,X,O,O,O,X,X,X
JZTOISL,X,O,O,O,O,X,X
JZTOLIS,X,O,O,O,X,X,X
JZTOLSI,X,O,O,X,O,X,X
JZTOSIL,X,X,O,O,O,X,X
JZTOSLI,X,O,O,X,O,X,X
JZITLSO,X,O,O,O,X,O,X
JZITLOS,X,O,O,O,X,O,X
JZITSLO,X,O,O,O,X,O,X
JZITSOL,X,O,O,O,X,X,X
JZITOLS,X,O,O,O,X,X,X
JZITOSL,X,O,O,O,O,X,X
JZILTSO,X,O,O,O,X,X,O
JZILTOS,X,X,X,O,X,X,O
JZILSTO,X,O,O,O,X,X,O
JZILSOT,X,O,O,O,X,O,O
JZILOTS,X,X,X,O,X,X,O
JZILOST,X,O,O,O,X,O,O
JZISTLO,X,O,O,O,X,O,X
JZISTOL,X,O,O,O,O,X,X
JZISLTO,X,O,O,O,X,X,O
JZISLOT,X,O,O,O,X,O,O
JZISOTL,X,X,O,O,O,X,X
JZISOLT,X,O,O,O,X,X,O
JZIOTLS,X,X,X,O,X,X,X
JZIOTSL,X,X,O,O,O,X,X
JZIOLTS,X,X,O,O,X,X,O
JZIOLST,X,O,O,O,X,X,O
JZIOSTL,X,X,O,O,O,X,X
JZIOSLT,X,O,O,O,X,X,O
JZLTISO,X,O,O,O,X,X,O
JZLTIOS,X,X,X,O,X,X,O
JZLTSIO,X,O,O,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X
JZLTOIS,X,X,X,O,X,X,O
JZLTOSI,X,X,X,X,O,X,X
JZLITSO,X,O,O,O,X,X,O
JZLITOS,X,X,X,O,X,X,O
JZLISTO,X,O,O,O,X,X,O
JZLISOT,X,O,O,O,X,O,O
JZLIOTS,X,X,X,O,X,X,O
JZLIOST,X,O,O,O,X,O,O
JZLSTIO,X,O,O,X,X,X,X
JZLSTOI,X,O,O,X,O,X,X
JZLSITO,X,O,O,X,X,X,X
JZLSIOT,X,O,O,X,X,X,X
JZLSOTI,X,O,O,X,O,X,X
JZLSOIT,X,O,O,X,X,X,X
JZLOTIS,X,X,X,O,X,X,X
JZLOTSI,X,X,X,X,O,X,X
JZLOITS,X,X,X,O,X,X,O
JZLOIST,X,O,O,O,X,O,O
JZLOSTI,X,O,O,X,O,X,X
JZLOSIT,X,O,O,X,X,X,X
JZSTILO,X,O,X,O,X,X,X
JZSTIOL,X,X,X,O,O,X,X
JZSTLIO,X,O,O,X,X,X,X
JZSTLOI,X,O,O,X,O,X,X
JZSTOIL,X,X,O,O,O,X,X
JZSTOLI,X,O,O,X,O,X,X
JZSITLO,X,O,X,O,X,X,X
JZSITOL,X,X,X,O,O,X,X
JZSILTO,X,O,X,O,X,X,X
JZSILOT,X,O,X,O,X,X,X
JZSIOTL,X,X,X,O,O,X,X
JZSIOLT,X,O,X,O,X,X,X
JZSLTIO,X,O,O,X,X,X,X
JZSLTOI,X,O,O,X,O,X,X
JZSLITO,X,O,O,X,X,X,X
JZSLIOT,X,O,O,X,X,X,X
JZSLOTI,X,O,O,X,O,X,X
JZSLOIT,X,O,O,X,X,X,X
JZSOTIL,X,X,O,O,O,X,X
JZSOTLI,X,X,O,X,O,X,X
JZSOITL,X,X,O,O,O,X,X
JZSOILT,X,X,O,O,X,X,X
JZSOLTI,X,O,O,X,O,X,X
JZSOLIT,X,O,O,X,X,X,X
JZOTILS,X,X,X,O,X,X,X
JZOTISL,X,X,O,O,O,X,X
JZOTLIS,X,X,X,O,X,X,X
JZOTLSI,X,X,X,X,O,X,X
JZOTSIL,X,X,O,O,O,X,X
JZOTSLI,X,X,O,X,O,X,X
JZOITLS,X,X,X,O,X,X,X
JZOITSL,X,X,O,O,O,X,X
JZOILTS,X,X,O,O,X,X,O
JZOILST,X,O,O,O,X,X,O
JZOISTL,X,X,O,O,O,X,X
JZOISLT,X,O,O,O,X,X,O
JZOLTIS,X,X,O,O,X,X,X
JZOLTSI,X,X,O,X,O,X,X
JZOLITS,X,X,O,O,X,X,O
JZOLIST,X,O,O,O,X,X,O
JZOLSTI,X,O,O,X,O,X,X
JZOLSIT,X,O,O,X,X,X,X
JZOSTIL,X,X,O,O,O,X,X
JZOSTLI,X,X,O,X,O,X,X
JZOSITL,X,X,O,O,O,X,X
JZOSILT,X,X,O,O,X,X,X
JZOSLTI,X,O,O,X,O,X,X
JZOSLIT,X,O,O,X,X,X,X
JOTILSZ,O,O,O,X,X,O,X
JOTILZS,O,O,O,X,X,O,X
JOTISLZ,O,O,O,X,X,O,X
JOTISZL,X,O,O,O,X,X,X
JOTIZLS,X,O,O,O,X,X,X
JOTIZSL,X,O,O,O,X,X,X
JOTLISZ,O,O,O,X,X,O,X
JOTLIZS,O,O,O,X,X,O,X
JOTLSIZ,X,O,O,X,X,O,X
JOTLSZI,O,O,O,X,X,X,X
JOTLZIS,O,O,O,X,X,O,X
JOTLZSI,O,O,O,X,X,X,X
JOTSILZ,X,O,O,X,X,X,X
JOTSIZL,X,O,O,X,X,X,X
JOTSLIZ,X,O,O,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X
JOTSZIL,X,O,O,X,O,X,X
JOTSZLI,X,O,O,X,O,X,X
JOTZILS,X,O,O,O,X,X,X
JOTZISL,X,O,O,O,O,X,X
JOTZLIS,X,O,O,O,X,X,X
JOTZLSI,X,O,O,X,O,X,X
JOTZSIL,X,O,O,O,O,X,X
JOTZSLI,X,O,O,X,O,X,X
JOITLSZ,O,O,O,X,X,O,X
JOITLZS,O,O,O,X,X,O,X
JOITSLZ,O,O,O,X,X,O,X
JOITSZL,X,O,O,O,X,X,X
JOITZLS,X,O,O,O,X,X,X
JOITZSL,X,O,O,O,X,X,X
JOILTSZ,O,X,O,X,X,O,X
JOILTZS,O,X,O,X,X,X,X
JOILSTZ,O,X,O,X,X,O,X
JOILSZT,O,O,O,O,X,O,X
JOILZTS,O,O,O,O,X,X,X
JOILZST,O,O,O,O,X,O,X
JOISTLZ,O,O,O,X,X,O,X
JOISTZL,X,O,O,O,X,X,X
JOISLTZ,O,X,O,X,X,O,X
JOISLZT,O,O,O,O,X,O,X
JOISZTL,X,O,O,O,O,X,X
JOISZLT,X,O,O,O,X,X,O
JOIZTLS,X,O,X,O,X,X,X
JOIZTSL,X,O,O,O,O,X,X
JOIZLTS,X,O,O,O,X,X,O
JOIZLST,X,O,O,O,X,X,O
JOIZSTL,X,O,O,O,O,X,X
JOIZSLT,X,O,O,O,X,X,O
JOLTISZ,O,X,O,X,X,O,X
JOLTIZS,O,X,O,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X
JOLITSZ,O,X,O,X,X,O,X
JOLITZS,O,X,O,X,X,X,X
JOLISTZ,O,X,O,X,X,O,X
JOLISZT,O,O,O,O,X,O,X
JOLIZTS,O,O,O,O,X,X,X
JOLIZST,O,O,O,O,X,O,X
JOLSTIZ,X,X,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X
JOLSITZ,X,X,O,X,X,O,X
JOLSIZT,X,X,O,X,X,O,X
JOLSZTI,O,O,O,X,O,X,X
JOLSZIT,O,O,O,X,X,X,X
JOLZTIS,O,O,O,O,X,X,X
JOLZTSI,O,O,O,X,O,X,X
JOLZITS,O,O,O,O,X,X,X
JOLZIST,O,O,O,O,X,O,X
JOLZSTI,O,O,O,X,O,X,X
JOLZSIT,O,O,O,X,X,X,X
JOSTILZ,X,O,O,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X
JOSTLIZ,X,O,O,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X
JOSTZIL,X,O,O,X,O,X,X
JOSTZLI,X,O,O,X,O,X,X
JOSITLZ,X,X,O,X,X,X,X
JOSITZL,X,O,O,O,X,X,X
JOSILTZ,X,X,O,X,X,X,X
JOSILZT,X,O,O,O,X,X,X
JOSIZTL,X,O,O,O,O,X,X
JOSIZLT,X,O,O,O,X,X,X
JOSLTIZ,X,X,X,X,X,X,X
JOSLTZI,O,X,O,X,X,X,X
JOSLITZ,X,X,O,X,X,X,X
JOSLIZT,X,X,O,X,X,X,X
JOSLZTI,O,O,O,X,O,X,X
JOSLZIT,O,O,O,X,X,X,X
JOSZTIL,X,X,O,O,O,X,X
JOSZTLI,X,O,O,X,O,X,X
JOSZITL,X,O,O,O,O,X,X
JOSZILT,X,O,O,O,X,X,X
JOSZLTI,X,O,O,X,O,X,X
JOSZLIT,X,O,O,X,X,X,X
JOZTILS,X,O,X,O,X,X,X
JOZTISL,X,O,O,O,O,X,X
JOZTLIS,X,O,X,O,X,X,X
JOZTLSI,X,O,X,X,O,X,X
JOZTSIL,X,X,O,O,O,X,X
JOZTSLI,X,O,O,X,O,X,X
JOZITLS,X,O,X,O,X,X,X
JOZITSL,X,O,O,O,O,X,X
JOZILTS,X,O,O,O,X,X,O
JOZILST,X,O,O,O,X,X,O
JOZISTL,X,O,O,O,O,X,X
JOZISLT,X,O,O,O,X,X,O
JOZLTIS,X,O,O,O,X,X,X
JOZLTSI,X,O,O,X,O,X,X
JOZLITS,X,O,O,O,X,X,O
JOZLIST,X,O,O,O,X,X,O
JOZLSTI,X,O,O,X,O,X,X
JOZLSIT,X,O,O,X,X,X,X
JOZSTIL,X,X,O,O,O,X,X
JOZSTLI,X,O,O,X,O,X,X
JOZSITL,X,O,O,O,O,X,X
JOZSILT,X,O,O,O,X,X,X
JOZSLTI,X,O,O,X,O,X,X
JOZSLIT,X,O,O,X,X,X,X
STILJZO,O,O,O,X,X,O,X
STILJOZ,O,O,O,X,X,O,X
STILZJO,O,O,O,X,X,O,X
STILZOJ,O,X,O,X,X,O,X
STILOJZ,O,O,O,X,X,O,X
STILOZJ,O,O,O,X,X,O,X
STIJLZO,O,O,O,X,X,O,X
STIJLOZ,O,O,O,X,X,O,X
STIJZLO,X,O,O,X,X,O,X
STIJZOL,X,O,O,X,X,X,X
STIJOLZ,O,O,O,X,X,O,X
STIJOZL,X,O,O,X,X,X,X
STIZLJO,O,O,O,X,X,O,X
STIZLOJ,O,X,O,X,X,O,X
STIZJLO,X,O,O,X,X,O,X
STIZJOL,X,O,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X
STIZOJL,X,O,O,X,X,X,X
STIOLJZ,O,O,O,X,X,O,X
STIOLZJ,O,O,O,X,X,O,X
STIOJLZ,O,O,O,X,X,O,X
STIOJZL,X,O,O,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,X,O,O,X,X,X,X
STLIJZO,O,O,O,X,X,O,X
STLIJOZ,O,O,O,X,X,O,X
STLIZJO,O,O,O,X,X,O,X
STLIZOJ,O,X,O,X,X,O,X
STLIOJZ,O,O,O,X,X,O,X
STLIOZJ,O,X,O,X,X,O,X
STLJIZO,X,O,O,X,X,O,X
STLJIOZ,X,O,O,X,X,O,X
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,X
STLJOIZ,X,X,O,X,X,O,X
STLJOZI,O,O,O,X,X,X,X
STLZIJO,O,X,O,X,X,X,X
STLZIOJ,O,X,O,X,X,X,X
STLZJIO,O,O,O,X,X,X,X
STLZJOI,O,O,O,X,X,X,X
STLZOIJ,O,X,O,X,X,X,X
STLZOJI,O,X,O,X,X,X,X
STLOIJZ,O,O,O,X,X,O,X
STLOIZJ,O,X,O,X,X,O,X
STLOJIZ,X,O,O,X,X,O,X
STLOJZI,O,O,O,X,X,X,X
STLOZIJ,O,X,O,X,X,X,X
STLOZJI,O,O,O,X,X,X,X
STJILZO,X,O,O,X,X,O,X
STJILOZ,X,O,O,X,X,O,X
STJIZLO,X,O,O,X,X,O,X
STJIZOL,X,O,O,X,X,X,X
STJIOLZ,X,O,O,X,X,O,X
STJIOZL,X,O,O,X,X,X,X
STJLIZO,X,O,O,X,X,O,X
STJLIOZ,X,O,O,X,X,O,X
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X
STJLOIZ,X,X,O,X,X,O,X
STJLOZI,O,O,O,X,X,X,X
STJZILO,X,O,X,X,X,X,X
STJZIOL,X,O,X,X,O,X,X
STJZLIO,X,O,O,X,X,X,X
STJZLOI,X,O,O,X,O,X,X
STJZOIL,X,X,O,X,O,X,X
STJZOLI,X,O,O,X,O,X,X
STJOILZ,X,O,O,X,X,X,X
STJOIZL,X,O,O,X,X,X,X
STJOLIZ,X,O,O,X,X,X,X
STJOLZI,O,O,O,X,X,X,X
STJOZIL,X,O,O,X,O,X,X
STJOZLI,X,O,O,X,O,X,X
STZILJO,X,X,X,X,X,X,X
STZILOJ,X,X,X,X,X,X,X
STZIJLO,X,X,X,X,X,X,X
STZIJOL,X,X,X,X,O,X,X
STZIOLJ,X,X,X,X,O,X,X
STZIOJL,X,X,X,X,O,X,X
STZLIJO,O,X,O,X,X,X,X
STZLIOJ,X,X,O,X,X,X,X
STZLJIO,O,O,O,X,X,X,X
STZLJOI,O,O,O,X,O,X,X
STZLOIJ,O,X,O,X,O,X,X
STZLOJI,O,X,O,X,O,X,X
STZJILO,X,O,X,X,X,X,X
STZJIOL,X,X,X,X,O,X,X
STZJLIO,X,O,O,X,X,X,X
STZJLOI,X,O,O,X,O,X,X
STZJOIL,X,X,O,X,O,X,X
STZJOLI,X,O,O,X,O,X,X
STZOILJ,X,X,X,X,O,X,X
STZOIJL,X,X,O,X,O,X,X
STZOLIJ,O,X,O,X,O,X,X
STZOLJI,O,O,O,X,O,X,X
STZOJIL,X,O,O,X,O,X,X
STZOJLI,X,O,O,X,O,X,X
STOILJZ,O,O,O,X,X,X,X
STOILZJ,O,O,O,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X
STOIJZL,X,O,O,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,X,O,O,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X
STOLIZJ,O,O,O,X,X,X,X
STOLJIZ,X,O,O,X,X,X,X
STOLJZI,O,O,O,X,X,X,X
STOLZIJ,O,X,O,X,X,X,X
STOLZJI,O,O,O,X,X,X,X
STOJILZ,X,O,O,X,X,X,X
STOJIZL,X,O,O,X,X,X,X
STOJLIZ,X,O,O,X,X,X,X
STOJLZI,O,O,O,X,X,X,X
STOJZIL,X,O,O,X,O,X,X
STOJZLI,X,O,O,X,O,X,X
STOZILJ,X,X,O,X,O,X,X
STOZIJL,X,X,O,X,O,X,X
STOZLIJ,O,X,O,X,O,X,X
STOZLJI,O,O,O,X,O,X,X
STOZJIL,X,O,O,X,O,X,X
STOZJLI,X,O,O,X,O,X,X
SITLJZO,O,O,O,X,X,O,X
SITLJOZ,O,O,O,X,X,O,X
SITLZJO,O,O,O,X,X,O,X
SITLZOJ,O,X,O,X,X,O,X
SITLOJZ,O,O,O,X,X,O,X
SITLOZJ,O,O,O,X,X,O,X
SITJLZO,O,O,O,X,X,O,X
SITJLOZ,O,O,O,X,X,O,X
SITJZLO,X,O,O,O,X,O,X
SITJZOL,X,O,O,O,X,X,X
SITJOLZ,O,O,O,X,X,O,X
SITJOZL,X,O,O,O,X,X,X
SITZLJO,O,O,O,O,X,O,O
SITZLOJ,O,X,O,X,X,O,O
SITZJLO,X,O,O,O,X,O,X
SITZJOL,X,O,O,O,X,X,X
SITZOLJ,O,O,O,X,X,X,O
SITZOJL,X,O,O,O,X,X,X
SITOLJZ,O,O,O,X,X,O,X
SITOLZJ,O,O,O,X,X,O,X
SITOJLZ,O,O,O,X,X,O,X
SITOJZL,X,O,O,X,X,X,X
SITOZLJ,O,O,O,X,X,X,O
SITOZJL,X,O,O,X,X,X,X
SILTJZO,O,O,O,X,X,O,X
SILTJOZ,O,O,O,X,X,O,X
SILTZJO,O,O,O,X,X,O,X
SILTZOJ,O,X,O,X,X,O,X
SILTOJZ,O,O,O,X,X,O,X
SILTOZJ,O,O,O,X,X,O,X
SILJTZO,O,O,O,X,X,O,X
SILJTOZ,O,O,O,X,X,O,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,O,X
SILJOTZ,O,X,O,X,X,O,X
SILJOZT,O,X,O,O,X,O,X
SILZTJO,O,X,O,O,X,X,O
SILZTOJ,O,X,O,X,X,X,O
SILZJTO,O,X,O,O,X,X,O
SILZJOT,O,X,O,O,X,O,O
SILZOTJ,O,X,O,X,X,X,O
SILZOJT,O,X,O,X,X,O,O
SILOTJZ,O,O,O,X,X,O,X
SILOTZJ,O,O,O,X,X,X,X
SILOJTZ,O,X,O,X,X,O,X
SILOJZT,O,O,O,X,X,O,X
SILOZTJ,O,X,O,X,X,X,O
SILOZJT,O,X,O,X,X,O,O
SIJTLZO,O,O,O,X,X,O,X
SIJTLOZ,O,O,O,X,X,O,X
SIJTZLO,X,O,O,O,X,O,X
SIJTZOL,X,O,O,O,X,X,X
SIJTOLZ,O,O,O,X,X,O,X
SIJTOZL,X,O,O,O,X,X,X
SIJLTZO,O,O,O,X,X,O,X
SIJLTOZ,O,O,O,X,X,O,X
SIJLZTO,O,O,O,O,X,X,X
SIJLZOT,O,O,O,O,X,O,X
SIJLOTZ,O,X,O,X,X,O,X
SIJLOZT,O,X,O,O,X,O,X
SIJZTLO,X,O,O,O,X,O,X
SIJZTOL,X,O,O,O,O,X,X
SIJZLTO,X,O,O,O,X,X,O
SIJZLOT,X,O,O,O,X,O,O
SIJZOTL,X,X,O,O,O,X,X
SIJZOLT,X,O,O,O,X,X,O
SIJOTLZ,O,O,O,X,X,O,X
