sequence,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhFRcBukB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jem6IvhFRcB6kB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFOgBicB5lBF?iBfqB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBfqBl?lBzmBCrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF2gBRcBFiBf?qB6qB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBFhBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFygBFiBxlBG?lBzmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhF5gBzfB/mBF?iBmmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFRcBigBFiB+?qB0rBzpB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFegBRcBFiBS?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBf?qB0mBuqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUhBFiBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex/IvhF/mBFiB0fBS?qBmmBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiB0fB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiBXgB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhB0fBFiB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF6lBxhBXgBm?mBlmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBW?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhBXgBFiB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFXgBxhBanBG?mBllBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFlcB0fB/mBO?nBSqBTqB
TLIZOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIOJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIOJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLIOSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIOSZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIOZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJISZO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TLJISOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLJIZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TLJIZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLJIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLJIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLJSIZO,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O
TLJSIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLJSZIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TLJSZOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TLJSOIZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJSOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TLJZISO,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O
TLJZIOS,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLJZSIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TLJZSOI,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
TLJZOIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLJZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLJOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLJOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLJOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLJOZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLJOZSI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLSIJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TLSIJOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLSIZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TLSIZOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TLSIOJZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSJIZO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
TLSJIOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLSJZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TLSJZOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
TLSJOIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TLSZIJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TLSZIOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TLSZJIO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLSZJOI,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLSZOIJ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLSZOJI,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLSOIJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIZJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSOJIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLSOZIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLSOZJI,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZIJSO,O,O,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
TLZIJOS,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLZISJO,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TLZISOJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLZIOJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O
TLZJIOS,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TLZJSIO,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O
TLZJSOI,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O
TLZJOIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLZSIJO,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TLZSIOJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLZSJIO,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TLZSJOI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLZSOIJ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TLZSOJI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLZOIJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOISJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOJSI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZOSJI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOISJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOISZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOJSIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOJZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOSIJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZSJI,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TJILSOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJILZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJILOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJISLZO,X,X,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TJISLOZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISZOL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJISOZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJIZLOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TJIZSLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIZOLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIZOSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOLZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJIOSZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIOZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TJLISOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TJLIZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLSIZO,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O
TJLSIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLSZIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJLSZOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJLSOIZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJLZISO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X,O
TJLZIOS,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TJLZSIO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,O,X,O
TJLZSOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,O,X,O
TJLZOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLZOSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
TJLOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLOZIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TJSILZO,X,X,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O
TJSILOZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIZLO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJSIZOL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIOLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSIOZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O
TJSLIOZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSLZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJSLZOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJSLOIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TJSZILO,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TJSZIOL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJSZLIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJSZLOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJSZOIL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJSZOLI,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TJSOILZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSOIZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJSOZIL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSOZLI,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZILSO,O,X,X,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X
TJZILOS,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
TJZISLO,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TJZISOL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZIOLS,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZIOSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O
TJZLIOS,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZLSIO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJZLSOI,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJZLOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZSILO,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TJZSIOL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSLIO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJZSLOI,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
TJZSOIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSOLI,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TJZOILS,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZOISL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJZOSIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOILZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOISZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOIZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLZSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOSILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOSZIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOZISL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TSILJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSILZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSILZOJ,X,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSILOJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJLZO,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIJZOL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSIZLOJ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TSIZJLO,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIZJOL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZOLJ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TSIZOJL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOLJZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOZJL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TSLIJOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLIZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSLIZOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSLIOJZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJIZO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
TSLJIOZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLJZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
