sequence,v115@7gB8FeD8FeD8EeF8CeF8JeT6IvhFxcBlgBcmBikBGq?BXqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFXbBxcBSlBThB0p?BlqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhF8fBzbBCdBxlBlp?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTkB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTfB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzaBCdBUhBupB1q?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfB0fB/pBFm?BTqB,v115@7gB8FeD8FeD8EeF8CeF8Jex6IvhFCdBmfBTkBFmBXq?B8qB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhF8gBCdBzfBXmBFl?BWvB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzbBCdBVlBXmBUq?BupB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFCdBzfBFmBxpB8q?BXqB,v115@7gB8FeD8FeD8EeF8CeF8Jez7IvhFCdBmfBFmBxpB/p?BUqB
LTOJZSI,O,X,X,X,X,O,O,X,X,X,X,X
LTOSIJZ,X,O,O,O,O,X,O,O,X,X,X,X
LTOSIZJ,X,O,O,O,X,X,O,X,X,X,X,X
LTOSJIZ,X,O,X,O,O,X,O,O,X,X,X,X
LTOSJZI,X,O,X,O,O,X,O,O,X,X,X,X
LTOSZIJ,X,O,X,O,O,X,O,X,X,X,X,X
LTOSZJI,X,O,X,O,O,X,O,O,X,X,X,X
LTOZIJS,O,O,O,X,X,X,O,X,X,X,X,X
LTOZISJ,O,O,O,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,O,X,X,X,X,X
LTOZJSI,O,O,X,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,O,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,O,X,X,X,X,X
LITJSZO,X,O,X,O,O,X,O,X,O,X,X,X
LITJSOZ,X,O,X,O,O,O,O,X,O,X,X,O
LITJZSO,O,X,O,O,O,O,O,X,X,X,X,X
LITJZOS,O,X,O,X,X,O,O,X,X,X,X,O
LITJOSZ,X,X,X,O,O,O,O,X,O,X,O,O
LITJOZS,O,X,O,X,X,O,O,X,X,X,O,O
LITSJZO,X,O,O,O,O,X,O,X,O,X,X,X
LITSJOZ,X,O,O,O,O,O,O,X,O,X,X,X
LITSZJO,X,O,O,O,O,X,O,X,O,O,X,X
LITSZOJ,X,X,O,X,O,X,X,X,X,O,X,X
LITSOJZ,X,O,O,O,O,X,O,O,X,X,X,X
LITSOZJ,X,X,O,O,X,X,X,X,X,O,X,X
LITZJSO,O,O,O,O,O,O,O,X,X,O,X,X
LITZJOS,O,O,O,X,X,O,O,X,X,X,X,X
LITZSJO,O,O,O,X,X,O,X,X,X,O,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X,O,X,X
LITZOJS,O,O,O,X,X,O,X,X,X,X,X,X
LITZOSJ,O,O,O,X,X,X,X,X,X,O,X,X
LITOJSZ,X,O,X,O,O,O,O,X,X,X,O,X
LITOJZS,O,X,O,X,X,O,O,X,X,X,O,X
LITOSJZ,X,O,O,X,X,X,O,X,X,X,O,X
LITOSZJ,X,O,O,X,X,X,O,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,O,X,X,X,O,X
LITOZSJ,O,O,O,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,O,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,X,O,X,X,O
LIJTZSO,O,X,O,X,X,O,X,X,X,X,X,X
LIJTZOS,O,X,O,X,X,O,X,X,X,X,X,O
LIJTOSZ,X,X,X,X,X,O,X,X,O,X,O,O
LIJTOZS,O,X,O,X,X,O,X,X,X,X,O,O
LIJSTZO,X,X,O,X,X,X,X,X,O,X,X,X
LIJSTOZ,X,X,O,X,X,O,X,X,O,X,X,O
LIJSZTO,O,X,O,X,X,X,X,X,O,O,X,X
LIJSZOT,O,X,O,X,X,X,X,X,O,O,X,X
LIJSOTZ,X,X,O,X,X,O,X,X,O,X,O,X
LIJSOZT,O,X,O,X,X,X,X,X,O,O,X,X
LIJZTSO,O,X,O,X,X,O,X,X,X,O,X,X
LIJZTOS,O,X,O,X,X,O,X,X,X,X,X,O
LIJZSTO,O,X,O,X,X,X,X,X,O,O,X,X
LIJZSOT,O,X,O,X,X,X,X,X,O,O,X,X
LIJZOTS,O,X,O,X,X,O,X,X,X,X,O,X
LIJZOST,O,X,O,X,X,X,X,X,O,X,X,X
LIJOTSZ,X,X,X,X,X,O,X,X,O,X,O,O
LIJOTZS,O,X,O,X,X,O,X,X,X,X,O,O
LIJOSTZ,X,X,O,X,X,O,X,X,O,X,O,X
LIJOSZT,O,X,O,X,X,X,X,X,O,X,X,X
LIJOZTS,O,X,O,X,X,O,X,X,X,X,O,X
LIJOZST,O,X,O,X,X,X,X,X,O,X,X,X
LISTJZO,X,X,O,O,O,X,O,X,O,X,X,X
LISTJOZ,X,X,O,O,O,O,O,X,O,X,X,X
LISTZJO,X,X,O,O,O,X,O,X,O,O,X,X
LISTZOJ,X,X,O,X,O,X,X,X,X,O,X,X
LISTOJZ,X,X,O,O,O,X,O,O,X,X,X,X
LISTOZJ,X,X,O,O,X,X,X,X,X,O,X,X
LISJTZO,X,X,O,X,O,X,O,X,O,X,X,X
LISJTOZ,X,X,O,X,X,O,X,X,O,X,X,O
LISJZTO,O,X,O,X,O,X,O,X,O,O,X,X
LISJZOT,O,X,O,X,O,X,O,X,O,O,X,X
LISJOTZ,X,X,O,X,X,O,X,X,O,X,O,X
LISJOZT,O,X,O,X,O,X,O,X,O,O,X,X
LISZTJO,O,X,O,X,O,O,X,X,O,O,X,X
LISZTOJ,O,X,O,X,O,X,X,X,X,O,X,X
LISZJTO,O,X,O,X,O,X,O,X,O,O,X,X
LISZJOT,O,X,O,X,O,X,O,X,O,O,X,X
LISZOTJ,O,X,O,X,X,X,X,X,X,O,X,X
LISZOJT,O,X,O,X,O,X,X,X,O,O,X,X
LISOTJZ,X,X,O,O,X,X,O,O,X,X,O,X
LISOTZJ,X,X,O,O,X,X,O,X,X,O,X,X
LISOJTZ,X,X,O,X,X,X,O,O,O,X,O,X
LISOJZT,O,X,O,X,O,X,O,X,O,O,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LISOZJT,O,X,O,X,X,X,O,X,O,O,X,X
LIZTJSO,O,O,O,X,X,O,X,X,X,O,X,X
LIZTJOS,O,O,O,X,X,O,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,O,X,X,X,O,X,X
LIZTSOJ,O,O,O,X,X,X,X,X,X,O,X,X
LIZTOJS,O,O,O,X,X,O,X,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,X,X,X,O,X,X
LIZJTSO,O,O,O,X,X,O,X,X,X,O,X,X
LIZJTOS,O,O,O,X,X,O,X,X,X,X,X,O
LIZJSTO,O,O,O,X,X,X,X,X,O,O,X,X
LIZJSOT,O,O,O,X,X,X,X,X,O,O,X,X
LIZJOTS,O,O,O,X,X,O,X,X,X,X,O,X
LIZJOST,O,O,O,X,X,X,X,X,O,X,X,X
LIZSTJO,O,O,O,X,O,O,X,X,O,O,X,X
LIZSTOJ,O,X,O,X,O,X,X,X,X,O,X,X
LIZSJTO,O,O,O,X,O,X,X,X,O,O,X,X
LIZSJOT,O,O,O,X,O,X,X,X,O,O,X,X
LIZSOTJ,O,X,O,X,X,X,X,X,X,O,X,X
LIZSOJT,O,O,O,X,O,X,X,X,O,O,X,X
LIZOTJS,O,O,O,X,X,O,X,X,X,X,O,X
LIZOTSJ,O,O,O,X,X,X,X,X,X,O,X,X
LIZOJTS,O,O,O,X,X,X,X,X,X,X,O,X
LIZOJST,O,O,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,X,X,X,X,X,X,O,X,X
LIZOSJT,O,O,O,X,X,X,X,X,X,O,X,X
LIOTJSZ,X,O,X,X,X,O,O,X,X,X,O,X
LIOTJZS,O,X,O,X,X,O,O,X,X,X,O,X
LIOTSJZ,X,O,O,X,X,X,O,X,X,X,O,X
LIOTSZJ,X,O,O,X,X,X,O,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,O,X,X,X,O,X
LIOTZSJ,O,O,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X,O,X,O,O
LIOJTZS,O,X,O,X,X,O,X,X,X,X,O,O
LIOJSTZ,X,X,O,X,X,O,X,O,O,X,O,X
LIOJSZT,O,X,O,X,X,X,X,X,O,X,X,X
LIOJZTS,O,X,O,X,X,O,X,X,X,X,O,X
LIOJZST,O,X,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,X,X,O,O,X,X,O,O,X,X,O,X
LIOSTZJ,X,X,O,O,X,X,O,X,X,O,X,X
LIOSJTZ,X,X,O,X,X,X,O,O,O,X,O,X
LIOSJZT,O,X,O,X,X,X,O,X,O,O,X,X
LIOSZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LIOSZJT,O,X,O,X,X,X,O,X,O,O,X,X
LIOZTJS,O,O,O,X,X,O,X,X,X,X,O,X
LIOZTSJ,O,O,O,X,X,X,X,X,X,O,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,O,X
LIOZJST,O,O,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,X,X,X,O,X,X
LIOZSJT,O,O,O,X,X,X,X,X,X,O,X,X
LJTISZO,X,X,X,O,O,X,O,X,O,X,X,X
LJTISOZ,X,X,X,O,O,O,O,X,O,X,X,X
LJTIZSO,O,X,O,O,O,O,O,X,X,X,X,X
LJTIZOS,O,X,O,X,X,O,O,X,X,X,X,X
LJTIOSZ,X,X,X,O,O,O,O,X,O,X,X,X
LJTIOZS,O,X,O,X,X,O,O,X,X,X,X,X
LJTSIZO,X,X,O,O,O,X,O,X,O,X,X,X
LJTSIOZ,X,X,O,O,O,O,O,X,O,X,X,X
LJTSZIO,X,X,O,O,O,X,O,X,O,X,X,X
LJTSZOI,X,X,X,O,O,X,X,X,O,X,X,X
LJTSOIZ,X,X,X,O,O,O,O,O,O,X,X,X
LJTSOZI,X,X,X,O,O,O,O,O,O,X,X,X
LJTZISO,O,X,O,O,O,O,O,X,X,X,X,X
LJTZIOS,O,X,O,X,X,O,O,X,X,X,X,X
LJTZSIO,O,X,O,O,O,O,O,X,X,X,X,X
LJTZSOI,O,X,X,O,O,O,X,X,X,X,X,X
LJTZOIS,O,X,O,X,X,O,O,X,X,X,X,X
LJTZOSI,O,X,X,X,X,O,O,X,X,X,X,X
LJTOISZ,X,X,X,O,O,O,O,X,O,X,X,X
LJTOIZS,O,X,X,X,X,O,O,X,X,X,X,X
LJTOSIZ,X,X,X,O,O,O,O,X,O,X,X,X
LJTOSZI,X,X,X,O,O,O,O,X,O,X,X,X
LJTOZIS,O,X,O,X,X,O,O,X,X,X,X,X
LJTOZSI,O,X,X,X,X,O,O,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,O,X,X,X
LJITSOZ,X,X,X,X,X,O,X,X,O,X,X,O
LJITZSO,O,X,O,X,X,O,X,X,X,X,X,X
LJITZOS,O,X,O,X,X,O,X,X,X,X,X,O
LJITOSZ,X,X,X,X,X,O,X,X,O,X,O,O
LJITOZS,O,X,O,X,X,O,X,X,X,X,O,O
LJISTZO,X,X,O,X,X,X,X,X,O,X,X,X
LJISTOZ,X,X,O,X,X,O,X,X,O,X,X,O
LJISZTO,O,X,O,X,X,X,X,X,O,O,X,X
LJISZOT,O,X,O,X,X,X,X,X,O,O,X,X
LJISOTZ,X,X,O,X,X,O,X,X,O,X,O,X
LJISOZT,O,X,O,X,X,X,X,X,O,O,X,X
LJIZTSO,O,X,O,X,X,O,X,X,X,O,X,X
LJIZTOS,O,X,O,X,X,O,X,X,X,X,X,O
LJIZSTO,O,X,O,X,X,X,X,X,O,O,X,X
LJIZSOT,O,X,O,X,X,X,X,X,O,O,X,X
LJIZOTS,O,X,O,X,X,O,X,X,X,X,O,X
LJIZOST,O,X,O,X,X,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,O,X,X,O,X,O,O
LJIOTZS,O,X,O,X,X,O,X,X,X,X,O,O
LJIOSTZ,X,X,O,X,X,O,X,X,O,X,O,X
LJIOSZT,O,X,O,X,X,X,X,X,O,X,X,X
LJIOZTS,O,X,O,X,X,O,X,X,X,X,O,X
LJIOZST,O,X,O,X,X,X,X,X,O,X,X,X
LJSTIZO,X,X,O,O,O,X,O,X,O,X,X,X
LJSTIOZ,X,X,O,O,O,O,O,X,O,X,X,X
LJSTZIO,X,X,X,O,O,X,O,X,O,X,X,X
LJSTZOI,X,X,X,O,O,X,X,X,O,X,X,X
LJSTOIZ,X,X,X,O,O,O,O,O,O,X,X,X
LJSTOZI,X,X,X,O,O,O,X,O,O,X,X,X
LJSITZO,X,X,O,X,O,X,O,X,O,X,X,X
LJSITOZ,X,X,O,X,X,O,X,X,O,X,X,X
LJSIZTO,O,X,O,X,O,X,O,X,O,O,X,X
LJSIZOT,O,X,O,X,O,X,O,X,O,O,X,X
LJSIOTZ,X,X,O,X,X,O,X,X,O,X,X,X
LJSIOZT,O,X,O,X,O,X,O,X,O,O,X,X
LJSZTIO,O,X,X,X,O,X,X,X,O,O,X,X
LJSZTOI,O,X,X,X,O,X,X,X,O,O,X,X
LJSZITO,O,X,X,X,O,X,X,X,O,O,X,X
LJSZIOT,O,X,X,X,O,X,X,X,O,O,X,X
LJSZOTI,O,X,X,X,X,X,X,X,O,O,X,X
LJSZOIT,O,X,X,X,X,X,X,X,O,O,X,X
LJSOTIZ,X,X,X,O,X,O,O,O,O,X,X,X
LJSOTZI,X,X,X,O,X,O,O,O,O,X,X,X
LJSOITZ,X,X,X,X,X,O,O,O,O,X,X,X
LJSOIZT,O,X,X,X,X,X,O,X,O,O,X,X
LJSOZTI,O,X,X,X,X,X,X,O,O,O,X,X
LJSOZIT,O,X,X,X,X,X,X,X,O,O,X,X
LJZTISO,O,X,X,X,X,O,X,X,X,O,X,X
LJZTIOS,O,X,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,O,X,X,X,O,X,X
LJZTSOI,O,X,X,X,X,O,X,X,X,O,X,X
LJZTOIS,O,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,O,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,O,X,X,X,O,X,X
LJZITOS,O,X,X,X,X,O,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,O,O,X,X
LJZISOT,O,X,X,X,X,X,X,X,O,O,X,X
LJZIOTS,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,O,X,X,X
LJZSTIO,O,X,X,X,O,X,X,X,O,O,X,X
LJZSTOI,O,X,X,X,O,X,X,X,O,O,X,X
LJZSITO,O,X,X,X,O,X,X,X,O,O,X,X
LJZSIOT,O,X,X,X,O,X,X,X,O,O,X,X
LJZSOTI,O,X,X,X,X,X,X,X,O,O,X,X
LJZSOIT,O,X,X,X,X,X,X,X,O,O,X,X
LJZOTIS,O,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,O,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,O,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,O,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,O,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,X,X,O,O,X,O,X,X,X
LJOTIZS,O,X,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,O,O,O,O,X,X,X
LJOTSZI,X,X,X,X,X,O,O,O,O,X,X,X
LJOTZIS,O,X,X,X,X,O,O,X,X,X,X,X
LJOTZSI,O,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,X,X,X,X,X,O,X,X,O,X,X,X
LJOITZS,O,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,O,O,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,O,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,X,X,X,O,X,O,O,O,O,X,X,X
LJOSTZI,X,X,X,O,X,O,O,O,O,X,X,X
LJOSITZ,X,X,X,X,X,O,O,O,O,X,X,X
LJOSIZT,O,X,X,X,X,X,O,X,O,X,X,X
LJOSZTI,O,X,X,X,X,X,X,O,O,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,O,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,O,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,O,X,X,X
LJOZSTI,O,X,X,X,X,X,X,O,O,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,X,X,O,O,O,X,O,X,O,X,X,X
LSTIJOZ,X,X,O,O,O,O,O,X,O,X,X,X
LSTIZJO,X,X,O,O,O,X,O,X,O,O,X,X
LSTIZOJ,X,X,O,X,O,X,X,X,X,O,X,X
LSTIOJZ,X,X,O,O,O,X,O,O,X,X,X,X
LSTIOZJ,X,X,O,O,X,X,X,X,X,O,X,X
LSTJIZO,X,X,O,O,O,X,O,X,X,X,X,X
LSTJIOZ,X,X,O,O,O,O,O,X,X,X,X,X
LSTJZIO,X,X,O,O,O,X,O,X,X,X,X,X
LSTJZOI,X,X,X,O,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,O,O,O,O,O,X,X,X,X
LSTJOZI,X,X,X,O,O,O,O,O,X,X,X,X
LSTZIJO,X,X,O,O,O,X,O,X,O,O,X,X
LSTZIOJ,X,X,O,X,O,X,X,X,X,O,X,X
LSTZJIO,X,X,O,O,O,X,O,X,X,O,X,X
LSTZJOI,X,X,X,O,O,X,X,X,X,O,X,X
LSTZOIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSTZOJI,X,X,X,O,O,X,X,O,X,O,X,X
LSTOIJZ,X,X,O,O,O,X,O,O,X,X,X,X
LSTOIZJ,X,X,O,O,X,X,O,X,X,O,X,X
LSTOJIZ,X,X,X,O,O,X,O,O,X,X,X,X
LSTOJZI,X,X,X,O,O,X,O,O,X,X,X,X
LSTOZIJ,X,X,X,O,O,X,O,X,X,O,X,X
LSTOZJI,X,X,X,O,O,X,O,O,X,O,X,X
LSITJZO,X,X,O,O,O,X,O,X,O,X,X,X
LSITJOZ,X,X,O,O,O,O,O,X,O,X,X,X
LSITZJO,X,X,O,O,O,X,O,X,O,O,X,X
LSITZOJ,X,X,O,X,O,X,X,X,X,O,X,X
LSITOJZ,X,X,O,O,O,X,O,O,X,X,X,X
LSITOZJ,X,X,O,O,X,X,X,X,X,O,X,X
LSIJTZO,X,X,O,X,O,X,O,X,O,X,X,X
LSIJTOZ,X,X,O,X,X,O,X,X,O,X,X,O
LSIJZTO,O,X,O,X,O,X,O,X,O,O,X,X
LSIJZOT,O,X,O,X,O,X,O,X,O,O,X,X
LSIJOTZ,X,X,O,X,X,O,X,X,O,X,O,X
LSIJOZT,O,X,O,X,O,X,O,X,O,O,X,X
LSIZTJO,O,X,O,X,O,O,X,X,O,O,X,X
LSIZTOJ,O,X,O,X,O,X,X,X,X,O,X,X
LSIZJTO,O,X,O,X,O,X,O,X,O,O,X,X
LSIZJOT,O,X,O,X,O,X,O,X,O,O,X,X
LSIZOTJ,O,X,O,X,X,X,X,X,X,O,X,X
LSIZOJT,O,X,O,X,O,X,X,X,O,O,X,X
LSIOTJZ,X,X,O,O,X,X,O,O,X,X,O,X
LSIOTZJ,X,X,O,O,X,X,O,X,X,O,X,X
LSIOJTZ,X,X,O,X,X,X,O,O,O,X,O,X
LSIOJZT,O,X,O,X,O,X,O,X,O,O,X,X
LSIOZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LSIOZJT,O,X,O,X,X,X,O,X,O,O,X,X
LSJTIZO,X,X,O,O,O,X,O,X,O,X,X,X
LSJTIOZ,X,X,O,O,O,O,O,X,O,X,X,X
LSJTZIO,X,X,X,O,O,X,O,X,O,X,X,X
LSJTZOI,X,X,X,O,O,X,X,X,O,X,X,X
LSJTOIZ,X,X,X,O,O,O,O,O,O,X,X,X
LSJTOZI,X,X,X,O,O,O,X,O,O,X,X,X
LSJITZO,X,X,O,X,O,X,O,X,O,X,X,X
LSJITOZ,X,X,O,X,X,O,X,X,O,X,X,X
LSJIZTO,O,X,O,X,O,X,O,X,O,O,X,X
LSJIZOT,O,X,O,X,O,X,O,X,O,O,X,X
LSJIOTZ,X,X,O,X,X,O,X,X,O,X,X,X
LSJIOZT,O,X,O,X,O,X,O,X,O,O,X,X
LSJZTIO,O,X,X,X,O,X,X,X,O,O,X,X
LSJZTOI,O,X,X,X,O,X,X,X,O,O,X,X
LSJZITO,O,X,X,X,O,X,X,X,O,O,X,X
LSJZIOT,O,X,X,X,O,X,X,X,O,O,X,X
LSJZOTI,O,X,X,X,X,X,X,X,O,O,X,X
LSJZOIT,O,X,X,X,X,X,X,X,O,O,X,X
LSJOTIZ,X,X,X,O,X,O,O,O,O,X,X,X
LSJOTZI,X,X,X,O,X,O,O,O,O,X,X,X
LSJOITZ,X,X,X,X,X,O,O,O,O,X,X,X
LSJOIZT,O,X,X,X,X,X,O,X,O,O,X,X
LSJOZTI,O,X,X,X,X,X,X,O,O,O,X,X
LSJOZIT,O,X,X,X,X,X,X,X,O,O,X,X
LSZTIJO,O,X,O,O,O,O,O,X,O,O,X,X
LSZTIOJ,O,X,O,X,O,X,X,X,X,O,X,X
LSZTJIO,O,X,X,O,O,O,O,X,X,O,X,X
LSZTJOI,O,X,X,O,O,O,X,X,X,O,X,X
LSZTOIJ,O,X,X,O,O,X,X,X,X,O,X,X
LSZTOJI,O,X,X,O,O,X,X,O,X,O,X,X
LSZITJO,O,X,O,X,O,O,X,X,O,O,X,X
LSZITOJ,O,X,O,X,O,X,X,X,X,O,X,X
LSZIJTO,O,X,O,X,O,X,O,X,O,O,X,X
LSZIJOT,O,X,O,X,O,X,O,X,O,O,X,X
LSZIOTJ,O,X,O,X,X,X,X,X,X,O,X,X
LSZIOJT,O,X,O,X,O,X,X,X,O,O,X,X
LSZJTIO,O,X,X,X,O,X,X,X,X,O,X,X
LSZJTOI,O,X,X,X,O,X,X,X,X,O,X,X
LSZJITO,O,X,X,X,O,X,X,X,O,O,X,X
LSZJIOT,O,X,X,X,O,X,X,X,O,O,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X,O,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,O,X,X
LSZOTIJ,O,X,X,O,O,X,O,X,X,O,X,X
LSZOTJI,O,X,X,O,O,X,O,O,X,O,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X,O,X,X
LSZOIJT,O,X,X,X,O,X,O,X,O,O,X,X
LSZOJTI,O,X,X,X,X,X,X,O,X,O,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,O,X,X
LSOTIJZ,X,X,O,O,O,X,O,O,X,X,X,X
LSOTIZJ,X,X,O,O,X,X,O,X,X,O,X,X
LSOTJIZ,X,X,X,O,O,X,O,O,X,X,X,X
LSOTJZI,X,X,X,O,O,X,O,O,X,X,X,X
LSOTZIJ,X,X,X,O,O,X,O,X,X,O,X,X
LSOTZJI,X,X,X,O,O,X,O,O,X,O,X,X
LSOITJZ,X,X,O,O,X,X,O,O,X,X,X,X
LSOITZJ,X,X,O,O,X,X,O,X,X,O,X,X
LSOIJTZ,X,X,O,X,X,X,O,O,O,X,X,X
LSOIJZT,O,X,O,X,O,X,O,X,O,O,X,X
LSOIZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LSOIZJT,O,X,O,X,X,X,O,X,O,O,X,X
LSOJTIZ,X,X,X,O,X,X,O,O,X,X,X,X
LSOJTZI,X,X,X,O,X,X,O,O,X,X,X,X
LSOJITZ,X,X,X,X,X,X,O,O,X,X,X,X
LSOJIZT,O,X,X,X,X,X,O,X,X,O,X,X
LSOJZTI,O,X,X,X,X,X,X,O,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,X,X,O,O,X,O,X,X,O,X,X
LSOZTJI,O,X,X,O,O,X,O,O,X,O,X,X
LSOZITJ,O,X,X,X,X,X,X,X,X,O,X,X
LSOZIJT,O,X,X,X,O,X,O,X,O,O,X,X
LSOZJTI,O,X,X,X,X,X,X,O,X,O,X,X
LSOZJIT,O,X,X,X,X,X,X,X,X,O,X,X
LZTIJSO,O,O,O,O,O,O,O,X,X,O,X,X
LZTIJOS,O,O,O,X,X,O,O,X,X,X,X,X
LZTISJO,O,O,O,X,X,O,X,X,X,O,X,X
LZTISOJ,O,O,O,X,X,X,X,X,X,O,X,X
LZTIOJS,O,O,O,X,X,O,X,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X,X,O,X,X
LZTJISO,O,O,O,O,O,O,O,X,X,O,X,X
LZTJIOS,O,O,O,X,X,O,O,X,X,X,X,X
LZTJSIO,O,O,O,O,O,O,O,X,X,O,X,X
LZTJSOI,O,O,X,O,O,O,X,X,X,O,X,X
LZTJOIS,O,O,O,X,X,O,O,X,X,X,X,X
LZTJOSI,O,O,X,X,X,O,O,X,X,X,X,X
LZTSIJO,O,O,O,O,O,O,O,X,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,X,X,X,O,X,X
LZTSJIO,O,O,O,O,O,O,O,X,X,O,X,X
LZTSJOI,O,O,X,O,O,O,X,X,X,O,X,X
LZTSOIJ,O,O,X,O,O,X,X,X,X,O,X,X
LZTSOJI,O,O,X,O,O,X,X,O,X,O,X,X
LZTOIJS,O,O,O,X,X,O,O,X,X,X,X,X
LZTOISJ,O,O,O,X,X,X,X,X,X,O,X,X
LZTOJIS,O,O,O,X,X,O,O,X,X,X,X,X
LZTOJSI,O,O,X,X,X,O,O,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,O,X,X,O,X,X
LZTOSJI,O,O,X,X,X,X,O,X,X,O,X,X
LZITJSO,O,O,O,X,X,O,X,X,X,O,X,X
LZITJOS,O,O,O,X,X,O,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,O,X,X,X,O,X,X
LZITSOJ,O,O,O,X,X,X,X,X,X,O,X,X
LZITOJS,O,O,O,X,X,O,X,X,X,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X,X,O,X,X
LZIJTSO,O,O,O,X,X,O,X,X,X,O,X,X
LZIJTOS,O,O,O,X,X,O,X,X,X,X,X,O
LZIJSTO,O,O,O,X,X,X,X,X,O,O,X,X
LZIJSOT,O,O,O,X,X,X,X,X,O,O,X,X
LZIJOTS,O,O,O,X,X,O,X,X,X,X,O,X
LZIJOST,O,O,O,X,X,X,X,X,O,X,X,X
LZISTJO,O,O,O,X,O,O,X,X,O,O,X,X
LZISTOJ,O,X,O,X,O,X,X,X,X,O,X,X
LZISJTO,O,O,O,X,O,X,X,X,O,O,X,X
LZISJOT,O,O,O,X,O,X,X,X,O,O,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X,O,X,X
LZISOJT,O,O,O,X,O,X,X,X,O,O,X,X
LZIOTJS,O,O,O,X,X,O,X,X,X,X,O,X
LZIOTSJ,O,O,O,X,X,X,X,X,X,O,X,X
LZIOJTS,O,O,O,X,X,X,X,X,X,X,O,X
