sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeBXmBm?nB5nB0rB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB
TLOSZJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TLOZIJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOZISJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TLOZJIS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TLOZSJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJILSZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJILSOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJILZSO,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJILOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJILOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJISLZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJISLOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISZLO,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
TJISZOL,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
TJISOLZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISOZL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TJIZLSO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
TJIZLOS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
TJIZSLO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X
TJIZSOL,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,X
TJIZOLS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJIZOSL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
TJIOLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIOLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJIOSLZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJIOSZL,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
TJIOZLS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJIOZSL,O,O,O,X,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
TJLISZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLISOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJLIZSO,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TJLIZOS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJLIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TJLSIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X
TJLZIOS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
TJLZSIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
TJLZSOI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJLZOIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJLZOSI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJLOISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJLOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOZIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJSILZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSILOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJSIZLO,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
TJSIZOL,O,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X
TJSIOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TJSLIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLZIO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,X,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X
TJSZIOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TJSZLIO,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJSZLOI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJSZOIL,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TJSZOLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJSOILZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSOIZL,O,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X
TJSOLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSOLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSOZIL,O,X,O,O,X,O,X,O,O,O,X,O,X,O,X,X,O,O,X,X,X
TJSOZLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TJZILSO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X,X,O,X
TJZILOS,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X
TJZISLO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,O,X
TJZISOL,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X
TJZIOLS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
TJZIOSL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,O,X,X,O,X
TJZLISO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X
TJZLIOS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
TJZLSIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZLOIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZLOSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZSILO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
TJZSIOL,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TJZSLIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
TJZSLOI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZSOIL,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TJZSOLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZOILS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
TJZOISL,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X
TJZOLIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZOLSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZOSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X
TJZOSLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TJOILSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJOISLZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOISZL,O,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TJOIZLS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJOIZSL,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X
TJOLISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJOLSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLZIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJOLZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJOSILZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSIZL,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
TJOSLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSZIL,O,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X,X
TJOSZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TJOZILS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
TJOZISL,O,O,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,O,X
TJOZLIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJOZLSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJOZSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X,X
TJOZSLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TSILJZO,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILZJO,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSILZOJ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
TSILOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIJLZO,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIJLOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIJZLO,O,X,O,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSIJZOL,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TSIJOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TSIZLOJ,O,X,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TSIZJLO,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X
TSIZJOL,O,X,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X
TSIZOLJ,O,X,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TSIZOJL,O,X,X,X,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X
TSIOLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOJLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOZJL,O,X,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSLIJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLJOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLZIJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLZOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLOZIJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLOZJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSJILZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJILOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSJIZLO,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
TSJIZOL,O,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TSJIOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJIOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,X,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X
TSJZIOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSJZLIO,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSJZLOI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSJZOIL,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSJZOLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSJOILZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJOIZL,O,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
TSJOLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJOLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJOZIL,O,X,O,O,X,O,X,O,O,O,X,O,X,O,X,X,O,O,X,X,X
TSJOZLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TSZILJO,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O,X
TSZILOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TSZIJLO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,O,X
TSZIJOL,O,O,O,X,X,O,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X
TSZIOLJ,O,O,O,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TSZIOJL,O,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X
TSZLIJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSZLOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZLOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSZJILO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
TSZJIOL,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TSZJLIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZJOIL,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSZJOLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
TSZOILJ,O,O,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,O,X
TSZOIJL,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,O,X
TSZOLIJ,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TSZOLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSZOJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TSZOJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TSOILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TSOILZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
TSOIJLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOIJZL,O,X,X,O,X,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
TSOIZLJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
TSOIZJL,O,X,X,X,O,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
TSOLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TSOLIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
TSOLJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSOLJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSOLZIJ,O,O,X,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
TSOLZJI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSOJILZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOJIZL,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X
TSOJLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSOJLZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSOJZIL,O,O,O,O,X,O,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X
TSOJZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
TSOZILJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X
TSOZIJL,O,O,X,X,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,O,X
TSOZLIJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
TSOZLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSOZJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
TSOZJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
TZILJSO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,O,X
TZILJOS,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X
TZILSJO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,O,X
TZILSOJ,O,O,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,O,X
TZILOJS,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X
TZILOSJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X
TZIJLSO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,O,X
TZIJLOS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X
TZIJSLO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,O,X
