sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
TILJSZO,O,X,X,O,O,O,X,O,X,X,X
TILJSOZ,O,X,X,O,O,O,O,O,O,X,X
TILJZSO,O,X,X,X,X,O,X,O,X,X,X
TILJZOS,O,X,X,X,X,O,O,O,O,X,X
TILJOSZ,O,X,X,O,O,O,O,O,O,X,O
TILJOZS,O,X,X,X,X,O,O,O,O,X,O
TILSJZO,O,O,O,O,O,O,X,O,X,X,X
TILSJOZ,O,O,O,O,O,O,O,O,O,X,X
TILSZJO,O,O,O,O,O,O,X,O,X,X,X
TILSZOJ,O,O,O,O,O,O,X,O,X,X,X
TILSOJZ,O,O,O,O,O,O,O,O,O,X,X
TILSOZJ,O,O,O,O,O,O,X,O,X,X,X
TILZJSO,O,O,O,X,X,O,X,O,X,X,X
TILZJOS,O,O,O,X,X,O,O,O,O,X,X
TILZSJO,O,O,O,X,X,O,X,X,X,X,X
TILZSOJ,O,O,O,X,X,O,X,X,X,X,X
TILZOJS,O,O,O,X,X,O,O,X,O,X,X
TILZOSJ,O,O,O,X,X,O,X,X,X,X,X
TILOJSZ,O,X,X,O,O,O,O,O,O,X,O
TILOJZS,O,X,X,X,X,O,O,O,O,X,O
TILOSJZ,O,O,O,O,O,O,O,O,O,X,X
TILOSZJ,O,O,O,O,O,O,X,O,X,X,X
TILOZJS,O,O,O,X,X,O,O,O,O,X,X
TILOZSJ,O,O,O,X,X,O,X,X,X,X,X
TIJLSZO,O,X,X,O,O,O,X,O,X,X,X
TIJLSOZ,O,X,X,O,O,O,O,O,O,X,X
TIJLZSO,O,X,X,X,X,O,X,O,X,X,X
TIJLZOS,O,X,X,X,X,O,O,O,O,X,X
TIJLOSZ,O,X,X,O,O,O,O,O,O,X,O
TIJLOZS,O,X,X,X,X,O,O,O,O,X,O
TIJSLZO,O,X,X,O,O,O,X,O,X,X,X
TIJSLOZ,O,X,X,O,O,O,O,O,O,X,X
TIJSZLO,O,X,X,O,O,O,X,O,X,X,X
TIJSZOL,O,X,X,O,O,O,X,O,X,X,X
TIJSOLZ,O,X,X,O,O,O,O,O,O,X,X
TIJSOZL,O,X,X,O,O,O,X,O,X,X,X
TIJZLSO,O,X,X,X,X,O,X,O,X,X,X
TIJZLOS,O,X,X,X,X,O,O,O,O,X,X
TIJZSLO,O,X,X,O,O,O,X,O,X,X,X
TIJZSOL,O,X,X,O,O,O,X,O,X,X,X
TIJZOLS,O,X,X,X,X,O,O,O,O,X,X
TIJZOSL,O,X,X,O,O,O,X,X,X,X,X
TIJOLSZ,O,X,X,O,O,O,O,O,O,X,O
TIJOLZS,O,X,X,X,X,O,O,O,O,X,O
TIJOSLZ,X,X,X,O,O,X,O,O,O,X,X
TIJOSZL,X,X,X,O,O,X,X,O,X,X,X
TIJOZLS,O,X,X,X,X,O,O,O,O,X,X
TIJOZSL,O,X,X,O,O,O,X,X,X,X,X
TISLJZO,O,O,O,O,O,O,X,O,X,X,X
TISLJOZ,O,O,O,O,O,O,O,O,O,X,X
TISLZJO,O,O,O,O,O,O,X,O,X,X,X
TISLZOJ,O,O,O,O,O,O,X,O,X,X,X
TISLOJZ,O,O,O,O,O,O,O,O,O,X,X
TISLOZJ,O,O,O,O,O,O,X,O,X,X,X
TISJLZO,O,X,O,O,O,O,X,O,X,X,X
TISJLOZ,O,X,O,O,O,O,O,O,O,X,X
TISJZLO,O,O,O,O,O,O,X,O,X,X,X
TISJZOL,O,O,O,O,O,O,X,O,X,X,X
TISJOLZ,O,X,O,O,O,O,O,O,O,X,X
TISJOZL,O,O,O,O,O,O,X,O,X,X,X
TISZLJO,O,O,O,O,O,O,X,O,X,X,X
TISZLOJ,O,O,O,O,O,O,X,O,X,X,X
TISZJLO,O,O,O,O,O,O,X,O,X,X,X
TISZJOL,O,O,O,O,O,O,X,O,X,X,X
TISZOLJ,O,O,O,O,O,O,X,O,X,X,X
TISZOJL,O,O,O,O,O,O,X,O,X,X,X
TISOLJZ,O,O,O,O,O,O,O,O,O,X,X
TISOLZJ,O,O,O,O,O,O,X,O,X,X,X
TISOJLZ,O,X,O,O,O,O,O,O,O,X,X
TISOJZL,O,O,O,O,O,O,X,O,X,X,X
TISOZLJ,O,O,O,O,O,O,X,O,X,X,X
TISOZJL,O,O,O,O,O,O,X,O,X,X,X
TIZLJSO,O,O,O,X,X,O,X,O,X,X,X
TIZLJOS,O,O,O,X,X,O,O,O,O,X,X
TIZLSJO,O,O,O,X,X,O,X,X,X,X,X
TIZLSOJ,O,O,O,X,X,O,X,X,X,X,X
TIZLOJS,O,O,O,X,X,O,O,X,O,X,X
TIZLOSJ,O,O,O,X,X,O,X,X,X,X,X
TIZJLSO,O,O,O,X,X,O,X,O,X,X,X
TIZJLOS,O,O,O,X,X,O,O,O,O,X,X
TIZJSLO,O,O,O,O,O,O,X,O,X,X,X
TIZJSOL,O,O,O,O,O,O,X,O,X,X,X
TIZJOLS,O,O,O,X,X,O,O,O,O,X,X
TIZJOSL,O,O,O,O,O,O,X,X,X,X,X
TIZSLJO,O,O,O,O,O,O,X,O,X,X,X
TIZSLOJ,O,O,O,O,O,O,X,X,X,X,X
TIZSJLO,O,O,O,O,O,O,X,O,X,X,X
TIZSJOL,O,O,O,O,O,O,X,O,X,X,X
TIZSOLJ,O,O,O,O,O,O,X,O,X,X,X
TIZSOJL,O,O,O,O,O,O,X,O,X,X,X
TIZOLJS,O,O,O,X,X,O,O,O,O,X,X
TIZOLSJ,O,O,O,X,X,O,X,X,X,X,X
TIZOJLS,O,O,O,X,X,O,O,O,O,X,X
TIZOJSL,O,O,O,O,O,O,X,X,X,X,X
TIZOSLJ,O,O,O,O,O,O,X,X,X,X,X
TIZOSJL,O,O,O,O,O,O,X,X,X,X,X
TIOLJSZ,O,X,X,O,O,O,O,O,O,X,O
TIOLJZS,O,X,X,X,X,O,O,O,O,X,O
TIOLSJZ,O,O,O,O,O,O,O,O,O,X,X
TIOLSZJ,X,O,O,O,O,X,X,O,X,X,X
TIOLZJS,O,O,O,X,X,O,O,O,O,X,X
TIOLZSJ,O,O,O,X,X,O,X,X,X,X,X
TIOJLSZ,O,X,X,O,O,O,O,O,O,X,O
TIOJLZS,O,X,X,X,X,O,O,O,O,X,O
TIOJSLZ,X,X,X,O,O,X,O,O,O,X,X
TIOJSZL,X,X,X,O,O,X,X,O,X,X,X
TIOJZLS,O,X,X,X,X,O,O,O,O,X,X
TIOJZSL,O,X,X,O,O,O,X,X,X,X,X
TIOSLJZ,X,O,O,O,O,X,O,O,O,X,X
TIOSLZJ,X,O,O,O,O,X,X,O,X,X,X
TIOSJLZ,X,X,O,O,O,X,O,O,O,X,X
TIOSJZL,X,O,O,O,O,X,X,O,X,X,X
TIOSZLJ,X,O,O,O,O,X,X,O,X,X,X
TIOSZJL,X,O,O,O,O,X,X,O,X,X,X
TIOZLJS,O,O,O,X,X,O,O,O,O,X,X
TIOZLSJ,O,O,O,X,X,O,X,X,X,X,X
TIOZJLS,O,O,O,X,X,O,O,O,O,X,X
TIOZJSL,O,O,O,O,O,O,X,X,X,X,X
TIOZSLJ,O,O,O,O,O,O,X,X,X,X,X
TIOZSJL,O,O,O,O,O,O,X,X,X,X,X
TLIJSZO,O,X,X,O,O,O,X,O,X,O,X
TLIJSOZ,O,X,X,O,O,O,O,O,O,O,X
TLIJZSO,O,X,X,X,X,O,X,O,X,O,X
TLIJZOS,O,X,X,X,X,O,O,O,O,X,X
TLIJOSZ,O,X,X,O,O,O,O,O,O,O,O
TLIJOZS,O,X,X,X,X,O,O,O,O,X,O
TLISJZO,O,O,O,O,O,O,X,O,X,O,X
TLISJOZ,O,O,O,O,O,O,O,O,O,O,X
TLISZJO,O,O,O,O,O,O,X,O,X,O,X
TLISZOJ,O,O,O,O,O,O,X,O,X,O,X
TLISOJZ,O,O,O,O,O,O,O,O,O,O,X
TLISOZJ,O,O,O,O,O,O,X,O,X,O,X
TLIZJSO,O,O,O,X,X,O,X,O,X,X,X
TLIZJOS,O,O,O,X,X,O,O,O,O,X,X
TLIZSJO,O,O,O,X,X,O,X,X,X,X,X
TLIZSOJ,O,O,O,X,X,O,X,X,X,X,X
TLIZOJS,O,O,O,X,X,O,O,X,O,X,X
TLIZOSJ,O,O,O,X,X,O,X,X,X,X,X
TLIOJSZ,O,X,X,O,O,O,O,O,O,O,O
TLIOJZS,O,X,X,X,X,O,O,O,O,O,O
TLIOSJZ,O,O,O,O,O,O,O,O,O,O,X
TLIOSZJ,O,O,O,O,O,O,X,O,X,O,X
TLIOZJS,O,O,O,X,X,O,O,O,O,O,X
TLIOZSJ,O,O,O,X,X,O,X,X,X,O,X
TLJISZO,O,X,X,O,O,O,X,O,X,O,X
TLJISOZ,O,X,X,O,O,O,O,O,O,O,X
TLJIZSO,O,X,X,X,X,O,X,O,X,O,X
TLJIZOS,O,X,X,X,X,O,O,O,O,X,X
TLJIOSZ,O,X,X,O,O,O,O,O,O,O,O
TLJIOZS,O,X,X,X,X,O,O,O,O,X,O
TLJSIZO,O,O,O,O,O,O,X,O,X,O,X
TLJSIOZ,O,O,O,O,O,O,O,O,O,O,X
TLJSZIO,O,O,O,O,O,O,X,O,X,O,X
TLJSZOI,O,O,O,O,O,O,X,O,X,O,X
TLJSOIZ,O,O,O,O,O,O,O,O,O,O,X
TLJSOZI,O,O,O,O,O,O,X,O,X,O,X
TLJZISO,O,O,O,X,X,O,X,O,X,O,X
TLJZIOS,O,O,O,X,X,O,O,O,O,X,X
TLJZSIO,O,O,O,X,X,O,X,O,X,O,X
TLJZSOI,O,O,O,X,X,O,X,O,X,O,X
TLJZOIS,O,O,O,X,X,O,O,O,O,X,X
TLJZOSI,O,O,O,X,X,O,X,O,X,X,X
TLJOISZ,O,X,X,O,O,O,O,O,O,O,O
TLJOIZS,O,X,X,X,X,O,O,O,O,O,O
TLJOSIZ,O,O,O,O,O,O,O,O,O,O,X
TLJOSZI,O,O,O,O,O,O,X,O,X,O,X
TLJOZIS,O,O,O,X,X,O,O,O,O,O,X
TLJOZSI,O,O,O,X,X,O,X,O,X,O,X
TLSIJZO,O,O,O,O,O,O,X,O,X,O,X
TLSIJOZ,O,O,O,O,O,O,O,O,O,O,X
TLSIZJO,O,O,O,O,O,O,X,O,X,O,X
TLSIZOJ,O,O,O,O,O,O,X,O,X,O,X
TLSIOJZ,O,O,O,O,O,O,O,O,O,O,X
TLSIOZJ,O,O,O,O,O,O,X,O,X,O,X
TLSJIZO,O,O,O,O,O,O,X,O,X,O,X
TLSJIOZ,O,O,O,O,O,O,O,O,O,O,X
TLSJZIO,O,O,O,O,O,O,X,O,X,O,X
TLSJZOI,O,O,O,O,O,O,X,O,X,O,X
TLSJOIZ,O,O,O,O,O,O,O,O,O,O,X
TLSJOZI,O,O,O,O,O,O,X,O,X,O,X
TLSZIJO,O,O,O,O,O,O,X,O,X,O,X
TLSZIOJ,O,O,O,O,O,O,X,O,X,O,X
TLSZJIO,O,O,O,O,O,O,X,O,X,O,X
TLSZJOI,O,O,O,O,O,O,X,O,X,O,X
TLSZOIJ,O,O,O,O,O,O,X,O,X,O,X
TLSZOJI,O,O,O,O,O,O,X,O,X,O,X
TLSOIJZ,O,O,O,O,O,O,O,O,O,O,X
TLSOIZJ,O,O,O,O,O,O,X,O,X,O,X
TLSOJIZ,O,O,O,O,O,O,O,O,O,O,X
TLSOJZI,O,O,O,O,O,O,X,O,X,O,X
TLSOZIJ,O,O,O,O,O,O,X,O,X,O,X
TLSOZJI,O,O,O,O,O,O,X,O,X,O,X
TLZIJSO,O,O,O,X,X,O,X,O,X,X,X
TLZIJOS,O,O,O,X,X,O,O,O,O,X,X
TLZISJO,O,O,O,X,X,O,X,X,X,X,X
TLZISOJ,O,O,O,X,X,O,X,X,X,X,X
TLZIOJS,O,O,O,X,X,O,O,X,O,X,X
TLZIOSJ,O,O,O,X,X,O,X,X,X,X,X
TLZJISO,O,O,O,X,X,O,X,O,X,X,X
TLZJIOS,O,O,O,X,X,O,O,O,O,X,X
TLZJSIO,O,O,O,X,X,O,X,O,X,X,X
TLZJSOI,O,O,O,X,X,O,X,O,X,X,X
TLZJOIS,O,O,O,X,X,O,O,O,O,X,X
TLZJOSI,O,O,O,X,X,O,X,O,X,X,X
TLZSIJO,O,O,O,X,X,O,X,O,X,X,X
TLZSIOJ,O,O,O,X,X,O,X,O,X,X,X
TLZSJIO,O,O,O,X,X,O,X,O,X,X,X
TLZSJOI,O,O,O,X,X,O,X,O,X,X,X
TLZSOIJ,O,O,O,X,X,O,X,O,X,X,X
TLZSOJI,O,O,O,X,X,O,X,O,X,X,X
TLZOIJS,O,O,O,X,X,O,O,O,O,X,X
TLZOISJ,O,O,O,X,X,O,X,X,X,X,X
TLZOJIS,O,O,O,X,X,O,O,O,O,X,X
TLZOJSI,O,O,O,X,X,O,X,O,X,X,X
TLZOSIJ,O,O,O,X,X,O,X,O,X,X,X
TLZOSJI,O,O,O,X,X,O,X,O,X,X,X
TLOIJSZ,O,X,X,O,O,O,O,O,O,O,O
TLOIJZS,O,X,X,X,X,O,O,O,O,O,O
TLOISJZ,O,O,O,O,O,O,O,O,O,O,X
TLOISZJ,O,O,O,O,O,O,X,O,X,O,X
TLOIZJS,O,O,O,X,X,O,O,O,O,O,X
TLOIZSJ,O,O,O,X,X,O,X,X,X,O,X
TLOJISZ,O,X,X,O,O,O,O,O,O,O,O
TLOJIZS,O,X,X,X,X,O,O,O,O,O,O
TLOJSIZ,O,O,O,O,O,O,O,O,O,O,X
TLOJSZI,O,O,O,O,O,O,X,O,X,O,X
TLOJZIS,O,O,O,X,X,O,O,O,O,O,X
TLOJZSI,O,O,O,X,X,O,X,O,X,O,X
TLOSIJZ,O,O,O,O,O,O,O,O,O,O,X
TLOSIZJ,O,O,O,O,O,O,X,O,X,O,X
TLOSJIZ,O,O,O,O,O,O,O,O,O,O,X
TLOSJZI,O,O,O,O,O,O,X,O,X,O,X
TLOSZIJ,O,O,O,O,O,O,X,O,X,O,X
TLOSZJI,O,O,O,O,O,O,X,O,X,O,X
TLOZIJS,O,O,O,X,X,O,O,O,O,O,X
TLOZISJ,O,O,O,X,X,O,X,X,X,O,X
TLOZJIS,O,O,O,X,X,O,O,O,O,O,X
TLOZJSI,O,O,O,X,X,O,X,O,X,O,X
TLOZSIJ,O,O,O,X,X,O,X,O,X,O,X
TLOZSJI,O,O,O,X,X,O,X,O,X,O,X
TJILSZO,O,X,X,O,O,O,X,O,X,O,X
TJILSOZ,O,X,X,O,O,O,O,O,O,O,X
TJILZSO,O,X,X,X,X,O,X,O,X,O,X
TJILZOS,O,X,X,X,X,O,O,O,O,X,X
TJILOSZ,O,X,X,O,O,O,O,O,O,O,O
TJILOZS,O,X,X,X,X,O,O,O,O,X,O
TJISLZO,O,X,X,O,O,O,X,O,X,O,X
TJISLOZ,O,X,X,O,O,O,O,O,O,O,X
TJISZLO,O,X,X,O,O,O,X,O,X,O,X
TJISZOL,O,X,X,O,O,O,X,O,X,O,X
TJISOLZ,O,X,X,O,O,O,O,O,O,O,X
TJISOZL,O,X,X,O,O,O,X,O,X,O,X
TJIZLSO,O,X,X,X,X,O,X,O,X,X,X
TJIZLOS,O,X,X,X,X,O,O,O,O,X,X
TJIZSLO,O,X,X,O,O,O,X,O,X,X,X
TJIZSOL,O,X,X,O,O,O,X,O,X,X,X
TJIZOLS,O,X,X,X,X,O,O,O,O,X,X
TJIZOSL,O,X,X,O,O,O,X,X,X,X,X
TJIOLSZ,O,X,X,O,O,O,O,O,O,O,O
TJIOLZS,O,X,X,X,X,O,O,O,O,O,O
TJIOSLZ,X,X,X,O,O,X,O,O,O,O,X
TJIOSZL,X,X,X,O,O,X,X,O,X,O,X
TJIOZLS,O,X,X,X,X,O,O,O,O,X,X
TJIOZSL,O,X,X,O,O,O,X,X,X,O,X
TJLISZO,O,X,X,O,O,O,X,O,X,O,X
TJLISOZ,O,X,X,O,O,O,O,O,O,O,X
TJLIZSO,O,X,X,X,X,O,X,O,X,O,X
TJLIZOS,O,X,X,X,X,O,O,O,O,X,X
TJLIOSZ,O,X,X,O,O,O,O,O,O,O,O
TJLIOZS,O,X,X,X,X,O,O,O,O,X,O
TJLSIZO,O,O,O,O,O,O,X,O,X,O,X
TJLSIOZ,O,O,O,O,O,O,O,O,O,O,X
TJLSZIO,O,O,O,O,O,O,X,O,X,O,X
TJLSZOI,O,O,O,O,O,O,X,O,X,O,X
TJLSOIZ,O,O,O,O,O,O,O,O,O,O,X
TJLSOZI,O,O,O,O,O,O,X,O,X,O,X
TJLZISO,O,O,O,X,X,O,X,O,X,O,X
TJLZIOS,O,O,O,X,X,O,O,O,O,X,X
TJLZSIO,O,O,O,X,X,O,X,O,X,O,X
TJLZSOI,O,O,O,X,X,O,X,O,X,O,X
TJLZOIS,O,O,O,X,X,O,O,O,O,X,X
TJLZOSI,O,O,O,X,X,O,X,O,X,X,X
TJLOISZ,O,X,X,O,O,O,O,O,O,O,O
TJLOIZS,O,X,X,X,X,O,O,O,O,O,O
TJLOSIZ,O,O,O,O,O,O,O,O,O,O,X
TJLOSZI,O,O,O,O,O,O,X,O,X,O,X
TJLOZIS,O,O,O,X,X,O,O,O,O,O,X
TJLOZSI,O,O,O,X,X,O,X,O,X,O,X
TJSILZO,O,X,O,O,O,O,X,O,X,O,X
TJSILOZ,O,X,O,O,O,O,O,O,O,O,X
TJSIZLO,O,O,O,O,O,O,X,O,X,O,X
TJSIZOL,O,O,O,O,O,O,X,O,X,O,X
TJSIOLZ,O,X,O,O,O,O,O,O,O,O,X
TJSIOZL,O,O,O,O,O,O,X,O,X,O,X
TJSLIZO,O,O,O,O,O,O,X,O,X,O,X
TJSLIOZ,O,O,O,O,O,O,O,O,O,O,X
TJSLZIO,O,O,O,O,O,O,X,O,X,O,X
TJSLZOI,O,O,O,O,O,O,X,O,X,O,X
TJSLOIZ,O,O,O,O,O,O,O,O,O,O,X
TJSLOZI,O,O,O,O,O,O,X,O,X,O,X
TJSZILO,O,O,O,O,O,O,X,O,X,O,X
TJSZIOL,O,O,O,O,O,O,X,O,X,O,X
TJSZLIO,O,O,O,O,O,O,X,O,X,O,X
TJSZLOI,O,O,O,O,O,O,X,O,X,O,X
TJSZOIL,O,O,O,O,O,O,X,O,X,O,X
TJSZOLI,O,O,O,O,O,O,X,O,X,O,X
TJSOILZ,O,X,O,O,O,O,O,O,O,O,X
TJSOIZL,O,O,O,O,O,O,X,O,X,O,X
TJSOLIZ,O,O,O,O,O,O,O,O,O,O,X
TJSOLZI,O,O,O,O,O,O,X,O,X,O,X
TJSOZIL,O,O,O,O,O,O,X,O,X,O,X
TJSOZLI,O,O,O,O,O,O,X,O,X,O,X
TJZILSO,O,O,O,X,X,O,X,O,X,X,X
TJZILOS,O,O,O,X,X,O,O,O,O,X,X
TJZISLO,O,O,O,O,O,O,X,O,X,X,X
TJZISOL,O,O,O,O,O,O,X,O,X,X,X
TJZIOLS,O,O,O,X,X,O,O,O,O,X,X
TJZIOSL,O,O,O,O,O,O,X,X,X,X,X
TJZLISO,O,O,O,X,X,O,X,O,X,O,X
TJZLIOS,O,O,O,X,X,O,O,O,O,X,X
TJZLSIO,O,O,O,X,X,O,X,O,X,O,X
TJZLSOI,O,O,O,X,X,O,X,O,X,O,X
TJZLOIS,O,O,O,X,X,O,O,O,O,X,X
TJZLOSI,O,O,O,X,X,O,X,O,X,X,X
TJZSILO,O,O,O,O,O,O,X,O,X,O,X
TJZSIOL,O,O,O,O,O,O,X,O,X,O,X
TJZSLIO,O,O,O,O,O,O,X,O,X,O,X
TJZSLOI,O,O,O,O,O,O,X,O,X,O,X
TJZSOIL,O,O,O,O,O,O,X,O,X,O,X
TJZSOLI,O,O,O,O,O,O,X,O,X,O,X
TJZOILS,O,O,O,X,X,O,O,O,O,X,X
TJZOISL,O,O,O,O,O,O,X,X,X,O,X
TJZOLIS,O,O,O,X,X,O,O,O,O,O,X
TJZOLSI,O,O,O,X,X,O,X,O,X,O,X
TJZOSIL,O,O,O,O,O,O,X,O,X,O,X
TJZOSLI,O,O,O,O,O,O,X,O,X,O,X
TJOILSZ,O,X,X,O,O,O,O,O,O,O,O
TJOILZS,O,X,X,X,X,O,O,O,O,O,O
TJOISLZ,X,X,X,O,O,X,O,O,O,O,X
TJOISZL,X,X,X,O,O,X,X,O,X,O,X
TJOIZLS,O,X,X,X,X,O,O,O,O,X,X
TJOIZSL,O,X,X,O,O,O,X,X,X,O,X
TJOLISZ,O,X,X,O,O,O,O,O,O,O,O
TJOLIZS,O,X,X,X,X,O,O,O,O,O,O
TJOLSIZ,O,O,O,O,O,O,O,O,O,O,X
TJOLSZI,O,O,O,O,O,O,X,O,X,O,X
TJOLZIS,O,O,O,X,X,O,O,O,O,O,X
TJOLZSI,O,O,O,X,X,O,X,O,X,O,X
TJOSILZ,O,X,O,O,O,O,O,O,O,O,X
TJOSIZL,O,O,O,O,O,O,X,O,X,O,X
TJOSLIZ,O,O,O,O,O,O,O,O,O,O,X
TJOSLZI,O,O,O,O,O,O,X,O,X,O,X
TJOSZIL,O,O,O,O,O,O,X,O,X,O,X
TJOSZLI,O,O,O,O,O,O,X,O,X,O,X
TJOZILS,O,O,O,X,X,O,O,O,O,X,X
TJOZISL,O,O,O,O,O,O,X,X,X,O,X
TJOZLIS,O,O,O,X,X,O,O,O,O,O,X
TJOZLSI,O,O,O,X,X,O,X,O,X,O,X
TJOZSIL,O,O,O,O,O,O,X,O,X,O,X
TJOZSLI,O,O,O,O,O,O,X,O,X,O,X
TSILJZO,O,O,O,O,O,O,X,O,X,X,X
TSILJOZ,O,O,O,O,O,O,O,O,O,X,X
TSILZJO,O,O,O,O,O,O,X,O,X,X,X
TSILZOJ,O,O,O,O,O,O,X,O,X,X,X
TSILOJZ,O,O,O,O,O,O,O,O,O,X,X
TSILOZJ,O,O,O,O,O,O,X,O,X,X,X
TSIJLZO,O,X,O,O,O,O,X,O,X,X,X
TSIJLOZ,O,X,O,O,O,O,O,O,O,X,X
TSIJZLO,O,O,O,O,O,O,X,O,X,X,X
TSIJZOL,O,O,O,O,O,O,X,O,X,X,X
TSIJOLZ,O,X,O,O,O,O,O,O,O,X,X
TSIJOZL,O,O,O,O,O,O,X,O,X,X,X
TSIZLJO,O,O,O,O,O,O,X,O,X,X,X
TSIZLOJ,O,O,O,O,O,O,X,O,X,X,X
TSIZJLO,O,O,O,O,O,O,X,O,X,X,X
TSIZJOL,O,O,O,O,O,O,X,O,X,X,X
TSIZOLJ,O,O,O,O,O,O,X,O,X,X,X
TSIZOJL,O,O,O,O,O,O,X,O,X,X,X
TSIOLJZ,O,O,O,O,O,O,O,O,O,X,X
TSIOLZJ,O,O,O,O,O,O,X,O,X,X,X
TSIOJLZ,O,X,O,O,O,O,O,O,O,X,X
TSIOJZL,O,O,O,O,O,O,X,O,X,X,X
TSIOZLJ,O,O,O,O,O,O,X,O,X,X,X
TSIOZJL,O,O,O,O,O,O,X,O,X,X,X
TSLIJZO,O,O,O,O,O,O,X,O,X,O,X
TSLIJOZ,O,O,O,O,O,O,O,O,O,O,X
TSLIZJO,O,O,O,O,O,O,X,O,X,O,X
TSLIZOJ,O,O,O,O,O,O,X,O,X,O,X
TSLIOJZ,O,O,O,O,O,O,O,O,O,O,X
TSLIOZJ,O,O,O,O,O,O,X,O,X,O,X
TSLJIZO,O,O,O,O,O,O,X,O,X,O,X
TSLJIOZ,O,O,O,O,O,O,O,O,O,O,X
TSLJZIO,O,O,O,O,O,O,X,O,X,O,X
TSLJZOI,O,O,O,O,O,O,X,O,X,O,X
TSLJOIZ,O,O,O,O,O,O,O,O,O,O,X
TSLJOZI,O,O,O,O,O,O,X,O,X,O,X
TSLZIJO,O,O,O,O,O,O,X,O,X,O,X
TSLZIOJ,O,O,O,O,O,O,X,O,X,O,X
TSLZJIO,O,O,O,O,O,O,X,O,X,O,X
TSLZJOI,O,O,O,O,O,O,X,O,X,O,X
TSLZOIJ,O,O,O,O,O,O,X,O,X,O,X
TSLZOJI,O,O,O,O,O,O,X,O,X,O,X
TSLOIJZ,O,O,O,O,O,O,O,O,O,O,X
TSLOIZJ,O,O,O,O,O,O,X,O,X,O,X
TSLOJIZ,O,O,O,O,O,O,O,O,O,O,X
TSLOJZI,O,O,O,O,O,O,X,O,X,O,X
TSLOZIJ,O,O,O,O,O,O,X,O,X,O,X
TSLOZJI,O,O,O,O,O,O,X,O,X,O,X
TSJILZO,O,X,O,O,O,O,X,O,X,O,X
TSJILOZ,O,X,O,O,O,O,O,O,O,O,X
TSJIZLO,O,O,O,O,O,O,X,O,X,O,X
TSJIZOL,O,O,O,O,O,O,X,O,X,O,X
TSJIOLZ,O,X,O,O,O,O,O,O,O,O,X
TSJIOZL,O,O,O,O,O,O,X,O,X,O,X
TSJLIZO,O,O,O,O,O,O,X,O,X,O,X
TSJLIOZ,O,O,O,O,O,O,O,O,O,O,X
TSJLZIO,O,O,O,O,O,O,X,O,X,O,X
TSJLZOI,O,O,O,O,O,O,X,O,X,O,X
TSJLOIZ,O,O,O,O,O,O,O,O,O,O,X
TSJLOZI,O,O,O,O,O,O,X,O,X,O,X
TSJZILO,O,O,O,O,O,O,X,O,X,O,X
TSJZIOL,O,O,O,O,O,O,X,O,X,O,X
TSJZLIO,O,O,O,O,O,O,X,O,X,O,X
TSJZLOI,O,O,O,O,O,O,X,O,X,O,X
TSJZOIL,O,O,O,O,O,O,X,O,X,O,X
TSJZOLI,O,O,O,O,O,O,X,O,X,O,X
TSJOILZ,O,X,O,O,O,O,O,O,O,O,X
TSJOIZL,O,O,O,O,O,O,X,O,X,O,X
TSJOLIZ,O,O,O,O,O,O,O,O,O,O,X
TSJOLZI,O,O,O,O,O,O,X,O,X,O,X
TSJOZIL,O,O,O,O,O,O,X,O,X,O,X
TSJOZLI,O,O,O,O,O,O,X,O,X,O,X
TSZILJO,O,O,O,O,O,O,X,O,X,O,X
TSZILOJ,O,O,O,O,O,O,X,O,X,O,X
TSZIJLO,O,O,O,O,O,O,X,O,X,X,X
TSZIJOL,O,O,O,O,O,O,X,O,X,X,X
TSZIOLJ,O,O,O,O,O,O,X,O,X,O,X
TSZIOJL,O,O,O,O,O,O,X,O,X,O,X
TSZLIJO,O,O,O,O,O,O,X,O,X,O,X
TSZLIOJ,O,O,O,O,O,O,X,O,X,O,X
TSZLJIO,O,O,O,O,O,O,X,O,X,O,X
TSZLJOI,O,O,O,O,O,O,X,O,X,O,X
TSZLOIJ,O,O,O,O,O,O,X,O,X,O,X
TSZLOJI,O,O,O,O,O,O,X,O,X,O,X
TSZJILO,O,O,O,O,O,O,X,O,X,O,X
TSZJIOL,O,O,O,O,O,O,X,O,X,O,X
TSZJLIO,O,O,O,O,O,O,X,O,X,O,X
TSZJLOI,O,O,O,O,O,O,X,O,X,O,X
TSZJOIL,O,O,O,O,O,O,X,O,X,O,X
TSZJOLI,O,O,O,O,O,O,X,O,X,O,X
