sequence,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBiiB5oBcsBet?BzqB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBiiB5oBcsBet?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBOnB8nB5oBXr?ByxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGjBXrBCt?BUtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBZnBunBcoBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBmiB5oBzqBis?B0sB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB5oBXrBms?BUsB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFxhBTjB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBxiB0nB6tBXr?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBKnBGjBUoBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThB0iB6oB2sBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB+oBUnBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBRnBctBXrBTs?BGtB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGoBXrBUt?BCtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBxiB0nB6tBzq?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne3CJvhFcoBxlBGmBNsBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFTjBxmB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mB5oBmnBzqB0s?BisB,v115@9gC8GeB8HeC8GeC8BeA8Ne9GJvhFmiB5oB0lBKsBft?BzqB
LTSJZOI,O,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LTSJOIZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LTSJOZI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LTSZIJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LTSZIOJ,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSZJIO,O,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LTSZJOI,O,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LTSZOIJ,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSZOJI,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSOIJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LTSOIZJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTSOJIZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LTSOJZI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LTSOZIJ,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSOZJI,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTZIJSO,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LTZIJOS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O
LTZISOJ,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,O
LTZIOJS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LTZJIOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LTZJSIO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LTZJSOI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LTZJOIS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LTZJOSI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTZSIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
LTZSIOJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZSJIO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
LTZSJOI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
LTZSOIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZSOJI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZOIJS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZOJIS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTZOJSI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZOSJI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOIJSZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOIJZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOISJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOISZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOIZJS,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O
LTOJISZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOJIZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOJSIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOJSZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOJZIS,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LTOJZSI,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOSIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOSIZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOSJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O
LTOSJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOSZIJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
LTOSZJI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
LTOZIJS,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O
LTOZJIS,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LTOZJSI,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOZSIJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O
LTOZSJI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
LITJSZO,O,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O
LITJSOZ,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,O
LITJZSO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LITJZOS,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
LITJOSZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LITJOZS,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LITSJZO,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LITSJOZ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O
LITSZJO,X,X,O,O,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O
LITSZOJ,X,X,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O
LITSOJZ,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O
LITSOZJ,X,X,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O
LITZJSO,X,X,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
LITZJOS,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LITZSJO,X,X,O,O,O,X,X,X,X,O,X,O,X,O,O,O,X,X,O
LITZSOJ,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
LITZOJS,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LITOJSZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LITOJZS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LITOSJZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LITOSZJ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LITOZJS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O
LIJTSZO,O,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O
LIJTSOZ,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,O
LIJTZSO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LIJTZOS,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
LIJTOSZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJTOZS,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LIJSTZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIJSTOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIJSZTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIJSZOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIJSOTZ,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIJZTSO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LIJZTOS,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
LIJZSTO,O,O,O,O,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O
LIJZSOT,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O
LIJZOTS,O,O,O,X,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X
LIJZOST,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LIJOTSZ,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJOTZS,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LIJOSTZ,O,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LISTJZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LISTJOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LISTZJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
LISTZOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
LISTOJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LISTOZJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
LISJTZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LISJTOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LISJZTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LISJZOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LISJOTZ,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISZTJO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LISZTOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
LISZJTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LISZJOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
LISZOTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LISZOJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LISOTJZ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
LISOTZJ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
LISOJTZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LISOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISOZTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LISOZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZTJSO,X,X,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
LIZTJOS,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZTSJO,X,X,O,O,O,X,X,X,X,O,X,O,X,O,O,O,X,X,O
LIZTSOJ,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
LIZTOJS,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZJTSO,X,X,O,O,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O
LIZJTOS,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZJSTO,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
LIZJSOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
LIZJOTS,X,X,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,O,X
LIZJOST,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIZSTJO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LIZSTOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
LIZSJTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LIZSJOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
LIZSOTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LIZSOJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LIZOTJS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LIZOTSJ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,O,X,O,O
LIZOJTS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
LIZOJST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIZOSTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIZOSJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LIOTJSZ,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIOTJZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIOTSJZ,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LIOTSZJ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LIOTZJS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LIOTZSJ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,O,X,O,O
LIOJTSZ,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIOJTZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIOJSTZ,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LIOSTJZ,O,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
LIOSTZJ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,O,O
LIOSJTZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOSJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOSZTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIOSZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LIOZTJS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LIOZTSJ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,O,X,O,O
LIOZJTS,X,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
LIOZJST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOZSTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,O
LIOZSJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LJTISZO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTISOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTIZSO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTIZOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTIOSZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTSIZO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTSIOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTSZIO,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTSZOI,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTSOIZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTSOZI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTZISO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTZIOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTZSIO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTZSOI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTZOIS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTZOSI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJTOISZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOSZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTOZSI,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJITSZO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJITSOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJITZSO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJITZOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJITOSZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJITOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJISTZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJISTOZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJISZTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJISZOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJISOTZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZTSO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJIZTOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJIZSOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJIZOTS,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJIZOST,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOTZS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOSTZ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSTIOZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
LJSTZIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
LJSTZOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
LJSTOIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
LJSTOZI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSITZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSITOZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSIZTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJSIZOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJSIOTZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSZTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJSZIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJSZOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJSOTIZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,O
LJSOTZI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSOITZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJSOZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZTISO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZTIOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJZTSIO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZTSOI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZTOIS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJZTOSI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZITSO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZITOS,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZISTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJZISOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJZIOTS,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZIOST,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJZSTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJZSIOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJZSOTI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSOIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJZOTIS,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJZOTSI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZOIST,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJZOSTI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZOSIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJOTISZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTIZS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTSZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
