sequence,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeqAJvhFTcBmdB5jB0?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFWiBxdB6oBF?mBXnB8sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFCdBejB5jBX?iBUmBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeuAJvhFchBidB5jBz?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeuAJvhF1hB5jB3iBT?mB8sBisB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeC8IvhFxdBlhBziB+?oBUmB/sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeG8IvhFyiB5jBzgB0?iB3mBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFciBTeBfmB6?mBGoBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFFeBChB0iB+?oBTmB/sB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFChBliBcoBT?mB/sBGtB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBSmBTiB/?oBUmBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jex9IvhFfmBlhBcnBT?jBGmBCtB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBfmB0hBS?sBToBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8Jez7IvhFfiBxdBSoBF?mBUoBGsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeSBJvhF/iBTjBRmBU?mBGoBlsB,v115@zgC8GeC8GeC8GeD8FeG8AeB8JeR8IvhFGeBSmBliB/?sBTtBUrB
JOZSTIL,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
JOZSTLI,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X
JOZSITL,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
JOZSILT,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
JOZSLTI,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X
JOZSLIT,X,X,X,X,O,O,O,O,O,O,X,X,O,X,X,O
STILJZO,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STILJOZ,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X
STILZJO,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STILZOJ,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X
STILOJZ,O,X,X,O,X,O,O,X,X,X,O,X,O,O,O,X
STILOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X
STIJLZO,O,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X
STIJLOZ,O,X,O,X,X,O,O,O,X,X,O,X,X,O,O,X
STIJZLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
STIJOLZ,X,X,O,O,X,O,O,O,X,X,O,X,X,O,O,X
STIJOZL,X,X,O,O,X,O,O,O,X,X,O,X,X,O,X,X
STIZLJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,O,X,X,O,O,X,X,X,O,O,X,O,X
STIZJLO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STIZOJL,O,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X
STIOLJZ,O,X,X,O,X,O,O,X,X,X,O,X,O,O,O,X
STIOLZJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STIOJLZ,X,X,X,O,X,X,O,X,X,X,O,X,O,O,O,X
STIOJZL,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X,X
STIOZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STIOZJL,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,X
STLIJZO,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X
STLIJOZ,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X
STLIZJO,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STLIZOJ,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X
STLIOJZ,O,O,X,O,X,O,O,X,X,X,O,X,O,O,O,O
STLIOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O
STLJIZO,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STLJIOZ,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X
STLJZIO,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STLJZOI,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X
STLJOIZ,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X
STLJOZI,O,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X
STLZIJO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
STLZJIO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STLZJOI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STLZOIJ,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X
STLZOJI,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X
STLOIJZ,O,O,X,O,X,O,O,X,X,X,O,X,O,O,O,O
STLOIZJ,O,X,X,O,X,X,O,O,X,X,O,O,X,X,O,O
STLOJIZ,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,O
STLOJZI,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,O
STLOZIJ,O,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O
STLOZJI,O,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O
STJILZO,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJILOZ,O,X,O,X,X,O,O,O,O,X,O,X,X,O,O,X
STJIZLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STJIOLZ,X,O,O,O,X,O,O,O,O,X,O,X,X,O,O,X
STJIOZL,X,O,O,O,X,O,O,O,X,X,O,X,X,O,X,X
STJLIZO,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJLIOZ,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X
STJLZIO,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJLZOI,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X
STJLOIZ,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X
STJLOZI,O,O,O,X,X,O,O,O,O,X,O,X,X,O,X,X
STJZILO,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X
STJZLIO,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJZLOI,O,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X
STJZOIL,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJZOLI,O,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X
STJOILZ,X,O,O,O,X,O,O,O,O,X,O,X,X,O,O,X
STJOIZL,X,O,O,O,X,O,O,O,X,X,O,X,X,O,X,X
STJOLIZ,X,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X
STJOLZI,X,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X
STJOZIL,X,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X
STJOZLI,X,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X
STZILJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,O,X,O,O,O,X,O,X,O,O,X,O,X
STZIJLO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X
STZIOJL,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X
STZLIJO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STZLIOJ,O,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X
STZLJIO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STZLJOI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STZLOIJ,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X
STZLOJI,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X
STZJILO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STZJLIO,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZJOIL,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X
STZJOLI,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X
STZOILJ,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X
STZOIJL,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X
STZOLIJ,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X
STZOLJI,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X
STZOJIL,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X
STZOJLI,O,O,O,O,X,O,O,O,X,O,O,X,X,O,X,X
STOILJZ,O,X,X,O,X,O,O,X,X,X,O,X,O,O,O,O
STOILZJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STOIJLZ,X,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O
STOIJZL,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X,O
STOIZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STOIZJL,O,X,X,O,X,X,O,O,X,X,O,X,O,O,X,O
STOLIJZ,O,O,X,O,X,O,O,X,O,X,O,X,O,O,O,O
STOLIZJ,O,X,X,O,X,X,O,O,X,O,O,X,X,X,O,O
STOLJIZ,O,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
STOLJZI,O,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
STOLZIJ,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
STOLZJI,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
STOJILZ,X,O,O,O,X,O,O,O,O,X,O,X,O,O,O,O
STOJIZL,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,O
STOJLIZ,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
STOJLZI,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
STOJZIL,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
STOJZLI,X,O,O,O,X,O,O,O,O,X,O,X,X,O,X,O
STOZILJ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,O,X
STOZIJL,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,O
STOZLIJ,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,O
STOZLJI,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,O
STOZJIL,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,O
STOZJLI,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,O
SITLJZO,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X
SITLZJO,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SITLOJZ,O,X,X,O,X,O,O,X,X,X,O,X,O,X,O,X
SITLOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X
SITJLZO,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SITJLOZ,O,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X
SITJZLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X
SITJOZL,X,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X
SITZLJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,X,X,O,O,X,X,X,O,O,X,O,X
SITZJLO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SITZOJL,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SITOLJZ,O,X,X,O,X,O,O,X,X,X,O,X,O,X,O,X
SITOLZJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SITOJLZ,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X
SITOJZL,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
SITOZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SITOZJL,O,X,X,O,X,X,O,O,X,X,O,X,O,X,X,X
SILTJZO,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,O,O,O,X,O,X,X,X,O,X
SILTZJO,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SILTOJZ,O,X,X,O,X,X,O,X,X,X,O,X,O,X,O,O
SILTOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O
SILJTZO,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
SILJZTO,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
SILJOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SILZTJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,O,X,O,X,O,O,X,O,X
SILZJTO,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SILZJOT,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SILZOJT,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O
SILOTJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
SILOTZJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
SILOJTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
SILOJZT,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SILOZJT,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O
SIJTLZO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,O,O,O,X,O,X,X,X,O,X
SIJTZLO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,O,O,O,O,X,O,X,X,X,O,X
SIJTOZL,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SIJLTZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X
SIJLZTO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SIJLZOT,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X
SIJLOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SIJZTLO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
SIJZOTL,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SIJZOLT,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X
SIJOTZL,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X
SIJOLZT,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
SIJOZLT,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
SIZTLJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,O,O,X,X,O,X,O,O,X,O,X
SIZTJLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X
SIZTOJL,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X
SIZLTJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,O,X,O,X,O,O,X,O,X
SIZLJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
SIZLOJT,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X
SIZJTLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIZJOTL,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIZJOLT,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIZOTLJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZOLJT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
SIZOJTL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SIZOJLT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SIOTLJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O
SIOTLZJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O
SIOTJLZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O
SIOTJZL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
SIOTZLJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,O,O,X,O,O,X,X,X,X,O,X,X,O
SIOLTJZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O
SIOLTZJ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,O,O
SIOLJTZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
SIOLJZT,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,O
SIOLZTJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIOLZJT,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,O
SIOJTLZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
SIOJLZT,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
SIOJZTL,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SIOJZLT,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
SIOZTLJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SIOZLTJ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SIOZLJT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
SIOZJTL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SIOZJLT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
SLTIJZO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O
SLTIOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O
SLTJIZO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X
SLTJZIO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SLTJZOI,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X
SLTJOZI,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
SLTZIJO,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,O,O,X,O,X,O,O,X,X,X
SLTZJIO,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLTZJOI,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SLTZOIJ,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X
SLTZOJI,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X
SLTOIJZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O
SLTOIZJ,O,X,X,O,X,X,O,O,X,X,O,O,X,X,X,O
SLTOJIZ,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O
SLTOJZI,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O
SLTOZIJ,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,O
SLTOZJI,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,O
SLITJZO,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X
SLITZJO,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,O,X,X,X,O,X,O,X,X,O
SLITOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O
SLIJTZO,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
SLIJOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SLIZTJO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X
SLIZJTO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLIZJOT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
SLIZOTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SLIZOJT,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O
SLIOTJZ,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
SLIOTZJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O
SLIOJTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
SLIOJZT,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
SLIOZTJ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
SLIOZJT,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X,O
SLJTIZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJITZO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
SLJITOZ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
SLJIZTO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SLJIZOT,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
SLJIOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SLJZTIO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X
SLJZITO,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SLJZIOT,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
SLJZOTI,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLJZOIT,O,X,X,O,X,O,X,O,O,X,X,O,O,X,X,X
SLJOTIZ,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O
SLJOTZI,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O
SLJOITZ,O,X,X,X,X,O,O,X,O,X,O,X,O,X,X,O
SLJOIZT,O,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O
SLJOZTI,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
SLJOZIT,O,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O
SLZTIJO,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,O,X,O,X,O,X,O,O,X,X,X
SLZTJIO,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLZTJOI,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SLZTOIJ,O,O,X,O,X,O,X,O,X,O,O,O,O,X,X,X
SLZTOJI,O,O,X,O,X,O,X,O,X,O,O,O,O,X,X,X
SLZITJO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X
SLZIJTO,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X
SLZIJOT,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
