sequence,v115@EhC8FeF8DeG8AeF8JeO/IvhF6gB0cBxdBzfB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBCgB/mBTgBlqB,v115@EhC8FeF8DeG8AeF8JeK/IvhFzaB+gB0cBxdB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBflBlgBTmB6qB,v115@EhC8FeF8DeG8AeF8JeT6IvhF0bBxdBykBumBXhBlqB,v115@EhC8FeF8DeG8AeF8JeT6IvhFxdBlhBmkBUmB/lBCrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFCcBxdBTfBlhB/qBUrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFxdBTfBclBXmBlmBCrB
ZLSTOJI,O,O,O,X,X,X,X,X
ZLSITJO,O,O,O,X,X,X,X,X
ZLSITOJ,O,O,O,X,X,X,X,X
ZLSIJTO,O,O,O,X,X,X,X,X
ZLSIJOT,O,O,X,X,X,X,X,X
ZLSIOTJ,O,X,O,X,X,X,X,O
ZLSIOJT,O,O,X,X,X,X,X,O
ZLSJTIO,O,O,O,X,X,X,X,X
ZLSJTOI,O,O,O,X,X,X,X,X
ZLSJITO,O,O,O,X,X,X,X,X
ZLSJIOT,O,O,X,X,O,X,X,X
ZLSJOTI,O,O,X,X,O,X,X,X
ZLSJOIT,O,O,X,X,O,X,X,X
ZLSOTIJ,O,X,O,X,X,X,X,O
ZLSOTJI,O,X,O,X,X,X,X,O
ZLSOITJ,O,X,O,X,X,X,X,O
ZLSOIJT,O,O,X,X,X,X,X,O
ZLSOJTI,O,O,X,X,O,X,X,O
ZLSOJIT,O,O,X,X,O,X,X,O
ZLOTIJS,X,X,O,X,O,X,X,X
ZLOTISJ,X,X,O,X,X,X,O,X
ZLOTJIS,X,X,O,X,O,X,X,X
ZLOTJSI,X,X,O,X,O,X,X,X
ZLOTSIJ,X,X,O,X,X,X,O,X
ZLOTSJI,X,X,O,X,O,X,O,X
ZLOITJS,X,X,O,X,X,X,X,X
ZLOITSJ,X,X,O,X,X,X,O,X
ZLOIJTS,X,X,X,X,O,X,X,X
ZLOIJST,X,X,X,O,O,X,X,O
ZLOISTJ,X,X,O,O,X,X,X,O
ZLOISJT,X,X,X,O,X,X,X,O
ZLOJTIS,X,X,X,X,O,X,X,X
ZLOJTSI,X,X,X,X,O,X,X,X
ZLOJITS,X,X,X,X,O,X,X,X
ZLOJIST,X,X,X,O,O,X,X,O
ZLOJSTI,X,X,X,O,O,X,X,O
ZLOJSIT,X,X,X,O,O,X,X,O
ZLOSTIJ,X,X,O,O,X,X,X,O
ZLOSTJI,X,X,O,O,X,X,X,O
ZLOSITJ,X,X,O,O,X,X,X,O
ZLOSIJT,X,X,X,O,X,X,X,O
ZLOSJTI,X,X,X,O,O,X,X,O
ZLOSJIT,X,X,X,O,O,X,X,O
ZJTILSO,O,O,X,X,O,O,X,X
ZJTILOS,X,X,X,X,O,O,X,X
ZJTISLO,O,O,X,X,X,O,O,X
ZJTISOL,O,O,X,X,X,O,O,X
ZJTIOLS,O,X,X,X,X,O,X,X
ZJTIOSL,O,X,X,O,X,O,O,X
ZJTLISO,O,O,X,X,O,O,X,X
ZJTLIOS,X,X,X,X,O,O,X,X
ZJTLSIO,O,O,X,X,O,O,X,X
ZJTLSOI,O,O,X,X,O,O,X,X
ZJTLOIS,X,X,X,X,O,O,X,X
ZJTLOSI,X,X,X,X,O,O,X,X
ZJTSILO,O,O,X,X,X,O,O,X
ZJTSIOL,O,O,X,X,X,O,O,X
ZJTSLIO,O,O,X,X,X,O,O,X
ZJTSLOI,O,O,X,X,X,O,O,X
ZJTSOIL,O,O,X,X,X,O,O,X
ZJTSOLI,O,O,X,X,X,O,O,X
ZJTOILS,O,X,X,X,X,O,X,X
ZJTOISL,O,X,X,O,X,O,O,X
ZJTOLIS,O,X,X,X,X,O,X,X
ZJTOLSI,O,X,X,X,X,O,X,X
ZJTOSIL,O,X,X,O,X,O,O,X
ZJTOSLI,O,X,X,O,X,O,O,X
ZJITLSO,O,O,X,X,O,O,X,X
ZJITLOS,X,X,X,X,O,O,X,X
ZJITSLO,O,O,X,X,X,O,O,X
ZJITSOL,O,O,X,X,X,O,O,X
ZJITOLS,O,X,X,X,X,O,X,X
ZJITOSL,O,X,X,O,X,O,O,X
ZJILTSO,X,O,X,X,O,O,X,X
ZJILTOS,X,X,X,X,O,O,X,X
ZJILSTO,O,O,O,X,X,X,X,X
ZJILSOT,O,O,X,X,O,X,X,X
ZJILOTS,X,X,X,X,O,O,X,X
ZJILOST,X,X,X,O,O,X,X,X
ZJISTLO,O,O,O,X,X,O,X,X
ZJISTOL,O,O,O,X,X,O,X,X
ZJISLTO,O,O,O,X,X,X,X,X
ZJISLOT,O,O,X,X,X,X,X,X
ZJISOTL,O,O,X,O,X,O,X,O
ZJISOLT,O,O,X,O,X,X,X,O
ZJIOTLS,O,X,X,X,X,O,X,X
ZJIOTSL,O,X,X,O,X,O,O,O
ZJIOLTS,O,X,X,X,X,O,X,X
ZJIOLST,O,X,X,O,X,X,X,O
ZJIOSTL,O,O,X,O,X,O,X,O
ZJIOSLT,O,O,X,O,X,X,X,O
ZJLTISO,X,O,X,X,O,O,X,X
ZJLTIOS,X,X,X,X,O,O,X,X
ZJLTSIO,X,O,X,X,O,O,X,X
ZJLTSOI,X,O,X,X,O,O,X,X
ZJLTOIS,X,X,X,X,O,O,X,X
ZJLTOSI,X,X,X,X,O,O,X,X
ZJLITSO,X,O,X,X,O,O,X,X
ZJLITOS,X,X,X,X,O,O,X,X
ZJLISTO,O,O,O,X,X,X,X,X
ZJLISOT,O,O,X,X,O,X,X,X
ZJLIOTS,X,X,X,X,O,O,X,X
ZJLIOST,X,X,X,O,O,X,X,X
ZJLSTIO,O,O,O,X,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X,X
ZJLSITO,O,O,O,X,X,X,X,X
ZJLSIOT,O,O,X,X,O,X,X,X
ZJLSOTI,O,O,X,X,O,X,X,X
ZJLSOIT,O,O,X,X,O,X,X,X
ZJLOTIS,X,X,X,X,O,O,X,X
ZJLOTSI,X,X,X,X,O,O,X,X
ZJLOITS,X,X,X,X,O,O,X,X
ZJLOIST,X,X,X,O,O,X,X,X
ZJLOSTI,X,X,X,O,O,X,X,X
ZJLOSIT,X,X,X,O,O,X,X,X
ZJSTILO,O,O,O,X,X,O,X,X
ZJSTIOL,O,O,O,X,X,O,X,X
ZJSTLIO,O,O,O,X,X,O,X,X
ZJSTLOI,O,O,O,X,X,O,X,X
ZJSTOIL,O,O,O,X,X,O,X,X
ZJSTOLI,O,O,O,X,X,O,X,X
ZJSITLO,O,O,O,X,X,O,X,X
ZJSITOL,O,O,O,X,X,O,X,X
ZJSILTO,O,O,O,X,X,X,X,X
ZJSILOT,O,O,X,X,X,X,X,X
ZJSIOTL,O,O,X,O,X,O,X,O
ZJSIOLT,O,O,X,O,X,X,X,O
ZJSLTIO,O,O,O,X,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X,X
ZJSOTIL,O,O,X,O,X,O,X,O
ZJSOTLI,O,O,X,O,X,O,X,O
ZJSOITL,O,O,X,O,X,O,X,O
ZJSOILT,O,O,X,O,X,X,X,O
ZJSOLTI,O,O,X,O,X,X,X,O
ZJSOLIT,O,O,X,O,X,X,X,O
ZJOTILS,O,X,X,X,X,O,X,X
ZJOTISL,O,X,X,O,X,O,O,O
ZJOTLIS,O,X,X,X,X,O,X,X
ZJOTLSI,O,X,X,X,X,O,X,X
ZJOTSIL,O,X,X,O,X,O,O,O
ZJOTSLI,O,X,X,O,X,O,O,O
ZJOITLS,O,X,X,X,X,O,X,X
ZJOITSL,O,X,X,O,X,O,O,O
ZJOILTS,O,X,X,X,X,O,X,X
ZJOILST,O,X,X,O,X,X,X,O
ZJOISTL,O,O,X,O,X,O,X,O
ZJOISLT,O,O,X,O,X,X,X,O
ZJOLTIS,O,X,X,X,X,O,X,X
ZJOLTSI,O,X,X,X,X,O,X,X
ZJOLITS,O,X,X,X,X,O,X,X
ZJOLIST,O,X,X,O,X,X,X,O
ZJOLSTI,O,X,X,O,X,X,X,O
ZJOLSIT,O,X,X,O,X,X,X,O
ZJOSTIL,O,O,X,O,X,O,X,O
ZJOSTLI,O,O,X,O,X,O,X,O
ZJOSITL,O,O,X,O,X,O,X,O
ZJOSILT,O,O,X,O,X,X,X,O
ZJOSLTI,O,O,X,O,X,X,X,O
ZJOSLIT,O,O,X,O,X,X,X,O
ZSTILJO,O,O,O,X,X,X,O,X
ZSTILOJ,O,O,O,X,X,X,O,X
ZSTIJLO,O,O,O,X,X,O,O,X
ZSTIJOL,O,O,O,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,X,O,O
ZSTIOJL,O,O,O,X,X,X,O,O
ZSTLIJO,O,O,O,X,X,X,O,X
ZSTLIOJ,O,O,O,X,X,X,O,X
ZSTLJIO,O,O,O,X,X,X,O,X
ZSTLJOI,O,O,O,X,X,X,O,X
ZSTLOIJ,O,O,O,X,X,X,O,X
ZSTLOJI,O,O,O,X,X,X,O,X
ZSTJILO,O,O,O,X,X,O,O,X
ZSTJIOL,O,O,O,X,X,O,O,X
ZSTJLIO,O,O,O,X,X,O,O,X
ZSTJLOI,O,O,O,X,X,O,O,X
ZSTJOIL,O,O,O,X,X,O,O,X
ZSTJOLI,O,O,O,X,X,O,O,X
ZSTOILJ,O,O,O,X,X,X,O,O
ZSTOIJL,O,O,O,X,X,X,O,O
ZSTOLIJ,O,O,O,X,X,X,O,O
ZSTOLJI,O,O,O,X,X,X,O,O
ZSTOJIL,O,O,O,X,X,X,O,O
ZSTOJLI,O,O,O,X,X,X,O,O
ZSITLJO,O,O,O,X,X,X,O,X
ZSITLOJ,O,O,O,X,X,X,O,X
ZSITJLO,O,O,O,X,X,O,O,X
ZSITJOL,O,O,O,X,X,O,O,X
ZSITOLJ,O,O,O,X,X,X,O,O
ZSITOJL,O,O,O,X,X,X,O,O
ZSILTJO,O,O,O,X,X,X,O,X
ZSILTOJ,O,O,O,X,X,X,O,X
ZSILJTO,O,O,O,X,X,X,O,X
ZSILJOT,O,O,X,X,X,X,O,X
ZSILOTJ,O,X,O,X,X,X,O,O
ZSILOJT,O,O,X,X,X,X,O,O
ZSIJTLO,O,O,O,X,X,O,O,X
ZSIJTOL,O,O,O,X,X,O,O,X
ZSIJLTO,O,O,O,X,X,X,O,X
ZSIJLOT,O,O,X,X,X,X,O,X
ZSIJOTL,O,O,X,O,X,O,O,O
ZSIJOLT,O,O,X,O,X,X,O,O
ZSIOTLJ,O,O,O,O,X,X,O,O
ZSIOTJL,O,O,O,O,X,X,O,O
ZSIOLTJ,O,X,O,O,X,X,O,O
ZSIOLJT,O,O,X,O,X,X,O,O
ZSIOJTL,O,O,X,O,X,X,O,O
ZSIOJLT,O,O,X,O,X,X,O,O
ZSLTIJO,O,O,O,X,X,X,O,X
ZSLTIOJ,O,O,O,X,X,X,O,X
ZSLTJIO,O,O,O,X,X,X,O,X
ZSLTJOI,O,O,O,X,X,X,O,X
ZSLTOIJ,O,O,O,X,X,X,O,X
ZSLTOJI,O,O,O,X,X,X,O,X
ZSLITJO,O,O,O,X,X,X,O,X
ZSLITOJ,O,O,O,X,X,X,O,X
ZSLIJTO,O,O,O,X,X,X,O,X
ZSLIJOT,O,O,X,X,X,X,O,X
ZSLIOTJ,O,X,O,X,X,X,O,O
ZSLIOJT,O,O,X,X,X,X,O,O
ZSLJTIO,O,O,O,X,X,X,O,X
ZSLJTOI,O,O,O,X,X,X,O,X
ZSLJITO,O,O,O,X,X,X,O,X
ZSLJIOT,O,O,X,X,X,X,O,X
ZSLJOTI,O,O,X,X,X,X,O,X
ZSLJOIT,O,O,X,X,X,X,O,X
ZSLOTIJ,O,X,O,X,X,X,O,O
ZSLOTJI,O,X,O,X,X,X,O,O
ZSLOITJ,O,X,O,X,X,X,O,O
ZSLOIJT,O,O,X,X,X,X,O,O
ZSLOJTI,O,O,X,X,X,X,O,O
ZSLOJIT,O,O,X,X,X,X,O,O
ZSJTILO,O,O,O,X,X,O,O,X
ZSJTIOL,O,O,O,X,X,O,O,X
ZSJTLIO,O,O,O,X,X,O,O,X
ZSJTLOI,O,O,O,X,X,O,O,X
ZSJTOIL,O,O,O,X,X,O,O,X
ZSJTOLI,O,O,O,X,X,O,O,X
ZSJITLO,O,O,O,X,X,O,O,X
ZSJITOL,O,O,O,X,X,O,O,X
ZSJILTO,O,O,O,X,X,X,O,X
ZSJILOT,O,O,X,X,X,X,O,X
ZSJIOTL,O,O,X,O,X,O,O,O
ZSJIOLT,O,O,X,O,X,X,O,O
ZSJLTIO,O,O,O,X,X,X,O,X
ZSJLTOI,O,O,O,X,X,X,O,X
ZSJLITO,O,O,O,X,X,X,O,X
ZSJLIOT,O,O,X,X,X,X,O,X
ZSJLOTI,O,O,X,X,X,X,O,X
ZSJLOIT,O,O,X,X,X,X,O,X
ZSJOTIL,O,O,X,O,X,O,O,O
ZSJOTLI,O,O,X,O,X,O,O,O
ZSJOITL,O,O,X,O,X,O,O,O
ZSJOILT,O,O,X,O,X,X,O,O
ZSJOLTI,O,O,X,O,X,X,O,O
ZSJOLIT,O,O,X,O,X,X,O,O
ZSOTILJ,O,O,O,O,X,X,O,O
ZSOTIJL,O,O,O,O,X,X,O,O
ZSOTLIJ,O,O,O,O,X,X,O,O
ZSOTLJI,O,O,O,O,X,X,O,O
ZSOTJIL,O,O,O,O,X,X,O,O
ZSOTJLI,O,O,O,O,X,X,O,O
ZSOITLJ,O,O,O,O,X,X,O,O
ZSOITJL,O,O,O,O,X,X,O,O
ZSOILTJ,O,X,O,O,X,X,O,O
ZSOILJT,O,O,X,O,X,X,O,O
ZSOIJTL,O,O,X,O,X,X,O,O
ZSOIJLT,O,O,X,O,X,X,O,O
ZSOLTIJ,O,X,O,O,X,X,O,O
ZSOLTJI,O,X,O,O,X,X,O,O
ZSOLITJ,O,X,O,O,X,X,O,O
ZSOLIJT,O,O,X,O,X,X,O,O
ZSOLJTI,O,O,X,O,X,X,O,O
ZSOLJIT,O,O,X,O,X,X,O,O
ZSOJTIL,O,O,X,O,X,X,O,O
ZSOJTLI,O,O,X,O,X,X,O,O
ZSOJITL,O,O,X,O,X,X,O,O
ZSOJILT,O,O,X,O,X,X,O,O
ZSOJLTI,O,O,X,O,X,X,O,O
ZSOJLIT,O,O,X,O,X,X,O,O
ZOTILJS,O,X,X,X,X,X,O,X
ZOTILSJ,O,X,X,X,X,X,O,X
ZOTIJLS,O,X,X,X,X,O,O,X
ZOTIJSL,O,X,X,O,X,O,O,O
ZOTISLJ,O,X,X,O,X,X,O,O
ZOTISJL,O,X,X,O,X,X,O,O
ZOTLIJS,O,X,X,X,X,X,O,X
ZOTLISJ,O,X,X,X,X,X,O,X
ZOTLJIS,O,X,X,X,X,X,O,X
ZOTLJSI,O,X,X,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,X,O,X
ZOTLSJI,O,X,X,X,X,X,O,X
ZOTJILS,O,X,X,X,X,O,O,X
ZOTJISL,O,X,X,O,X,O,O,O
ZOTJLIS,O,X,X,X,X,O,O,X
ZOTJLSI,O,X,X,X,X,O,X,X
ZOTJSIL,O,X,X,O,X,O,O,O
ZOTJSLI,O,X,X,O,X,O,O,O
ZOTSILJ,O,X,X,O,X,X,O,O
ZOTSIJL,O,X,X,O,X,X,O,O
ZOTSLIJ,O,X,X,O,X,X,O,O
ZOTSLJI,O,X,X,O,X,X,O,O
ZOTSJIL,O,X,X,O,X,X,O,O
ZOTSJLI,O,X,X,O,X,X,O,O
ZOITLJS,O,X,X,X,X,X,O,X
ZOITLSJ,O,X,X,X,X,X,O,X
ZOITJLS,O,X,X,X,X,O,O,X
ZOITJSL,O,X,X,O,X,O,O,O
ZOITSLJ,O,X,X,O,X,X,O,O
ZOITSJL,O,X,X,O,X,X,O,O
ZOILTJS,O,X,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,O,X
ZOILJTS,O,X,X,X,X,X,X,X
ZOILJST,O,X,X,O,X,X,X,O
ZOILSTJ,O,X,O,O,X,X,X,O
ZOILSJT,O,X,X,O,X,X,X,O
ZOIJTLS,O,X,X,X,X,O,O,X
ZOIJTSL,O,X,X,O,X,O,O,O
ZOIJLTS,O,X,X,X,X,O,X,X
ZOIJLST,O,X,X,O,X,X,X,O
ZOIJSTL,O,O,X,O,X,O,O,O
ZOIJSLT,O,O,X,O,X,X,O,O
ZOISTLJ,O,O,O,O,X,X,O,O
ZOISTJL,O,O,O,O,X,X,O,O
ZOISLTJ,O,X,O,O,X,X,O,O
ZOISLJT,O,O,X,O,X,X,O,O
ZOISJTL,O,O,X,O,X,X,O,O
ZOISJLT,O,O,X,O,X,X,O,O
ZOLTIJS,O,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,X,O,X
ZOLTJIS,O,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X,O,X
ZOLTSJI,O,X,X,X,X,X,O,X
ZOLITJS,O,X,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,O,X
ZOLIJTS,O,X,X,X,X,X,X,X
ZOLIJST,O,X,X,O,X,X,X,O
ZOLISTJ,O,X,O,O,X,X,X,O
ZOLISJT,O,X,X,O,X,X,X,O
ZOLJTIS,O,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X
ZOLJIST,O,X,X,O,X,X,X,O
ZOLJSTI,O,X,X,O,X,X,X,O
ZOLJSIT,O,X,X,O,X,X,X,O
ZOLSTIJ,O,X,O,O,X,X,X,O
ZOLSTJI,O,X,O,O,X,X,X,O
ZOLSITJ,O,X,O,O,X,X,X,O
ZOLSIJT,O,X,X,O,X,X,X,O
ZOLSJTI,O,X,X,O,X,X,X,O
ZOLSJIT,O,X,X,O,X,X,X,O
ZOJTILS,O,X,X,X,X,O,O,X
ZOJTISL,O,X,X,O,X,O,O,O
ZOJTLIS,O,X,X,X,X,O,O,X
ZOJTLSI,O,X,X,X,X,O,X,X
ZOJTSIL,O,X,X,O,X,O,O,O
ZOJTSLI,O,X,X,O,X,O,O,O
ZOJITLS,O,X,X,X,X,O,O,X
ZOJITSL,O,X,X,O,X,O,O,O
ZOJILTS,O,X,X,X,X,O,X,X
ZOJILST,O,X,X,O,X,X,X,O
ZOJISTL,O,O,X,O,X,O,O,O
ZOJISLT,O,O,X,O,X,X,O,O
ZOJLTIS,O,X,X,X,X,O,X,X
ZOJLTSI,O,X,X,X,X,O,X,X
ZOJLITS,O,X,X,X,X,O,X,X
ZOJLIST,O,X,X,O,X,X,X,O
ZOJLSTI,O,X,X,O,X,X,X,O
ZOJLSIT,O,X,X,O,X,X,X,O
ZOJSTIL,O,O,X,O,X,O,O,O
ZOJSTLI,O,O,X,O,X,O,O,O
ZOJSITL,O,O,X,O,X,O,O,O
ZOJSILT,O,O,X,O,X,X,O,O
ZOJSLTI,O,O,X,O,X,X,O,O
ZOJSLIT,O,O,X,O,X,X,O,O
ZOSTILJ,O,O,O,O,X,X,O,O
ZOSTIJL,O,O,O,O,X,X,O,O
ZOSTLIJ,O,O,O,O,X,X,O,O
ZOSTLJI,O,O,O,O,X,X,O,O
ZOSTJIL,O,O,O,O,X,X,O,O
ZOSTJLI,O,O,O,O,X,X,O,O
ZOSITLJ,O,O,O,O,X,X,O,O
ZOSITJL,O,O,O,O,X,X,O,O
ZOSILTJ,O,X,O,O,X,X,O,O
ZOSILJT,O,O,X,O,X,X,O,O
ZOSIJTL,O,O,X,O,X,X,O,O
ZOSIJLT,O,O,X,O,X,X,O,O
ZOSLTIJ,O,X,O,O,X,X,O,O
ZOSLTJI,O,X,O,O,X,X,O,O
ZOSLITJ,O,X,O,O,X,X,O,O
ZOSLIJT,O,O,X,O,X,X,O,O
ZOSLJTI,O,O,X,O,X,X,O,O
ZOSLJIT,O,O,X,O,X,X,O,O
ZOSJTIL,O,O,X,O,X,X,O,O
ZOSJTLI,O,O,X,O,X,X,O,O
ZOSJITL,O,O,X,O,X,X,O,O
ZOSJILT,O,O,X,O,X,X,O,O
ZOSJLTI,O,O,X,O,X,X,O,O
ZOSJLIT,O,O,X,O,X,X,O,O
OTILJSZ,O,O,O,X,X,X,O,X
OTILJZS,O,X,O,X,X,X,O,X
OTILSJZ,O,O,O,X,X,X,O,X
OTILSZJ,O,O,O,X,X,X,O,X
OTILZJS,O,X,O,X,X,X,O,X
OTILZSJ,O,X,O,X,X,X,O,X
OTIJLSZ,O,O,O,X,X,X,O,X
OTIJLZS,O,X,O,X,X,X,O,X
OTIJSLZ,O,O,O,O,X,X,O,X
OTIJSZL,O,O,O,O,X,X,O,X
OTIJZLS,O,X,X,X,X,X,O,X
OTIJZSL,O,X,X,O,X,X,O,O
OTISLJZ,O,O,O,O,X,X,O,X
OTISLZJ,O,O,O,O,X,X,O,X
OTISJLZ,O,O,O,O,X,X,O,X
OTISJZL,O,O,O,O,X,X,O,X
OTISZLJ,O,O,O,O,X,X,O,O
OTISZJL,O,O,O,O,X,X,O,O
OTIZLJS,O,X,X,X,X,X,O,X
OTIZLSJ,O,X,X,X,X,X,O,X
OTIZJLS,O,X,X,X,X,O,O,X
OTIZJSL,O,X,X,O,X,O,O,O
OTIZSLJ,O,X,X,O,X,X,O,O
OTIZSJL,O,X,X,O,X,X,O,O
OTLIJSZ,O,O,O,X,O,X,O,X
OTLIJZS,O,X,O,X,O,X,O,X
OTLISJZ,O,O,O,X,X,X,O,X
OTLISZJ,O,O,O,X,X,X,O,X
OTLIZJS,O,X,O,X,O,X,O,X
OTLIZSJ,O,X,O,X,X,X,O,X
OTLJISZ,O,O,O,X,O,X,O,X
OTLJIZS,O,X,O,X,O,X,O,X
OTLJSIZ,O,O,O,X,O,X,O,X
OTLJSZI,O,O,O,X,O,X,X,X
OTLJZIS,O,X,O,X,O,X,O,X
OTLJZSI,O,X,O,X,O,X,X,X
OTLSIJZ,O,O,O,X,X,X,O,X
OTLSIZJ,O,O,O,X,X,X,O,X
OTLSJIZ,O,O,O,X,O,X,O,X
OTLSJZI,O,O,O,X,O,X,O,X
OTLSZIJ,O,O,O,X,X,X,O,X
OTLSZJI,O,O,O,X,O,X,O,X
OTLZIJS,O,X,O,X,O,X,O,X
OTLZISJ,O,X,O,X,X,X,O,X
OTLZJIS,O,X,O,X,O,X,O,X
OTLZJSI,O,X,O,X,O,X,X,X
OTLZSIJ,O,X,O,X,X,X,O,X
OTLZSJI,O,X,O,X,O,X,O,X
OTJILSZ,O,O,O,X,O,X,O,X
OTJILZS,O,X,O,X,O,X,O,X
OTJISLZ,O,O,O,O,X,X,O,X
OTJISZL,O,O,O,O,X,X,O,X
OTJIZLS,O,X,X,X,X,X,O,X
OTJIZSL,O,X,X,O,X,X,O,O
OTJLISZ,O,O,O,X,O,X,O,X
OTJLIZS,O,X,O,X,O,X,O,X
OTJLSIZ,O,O,O,X,O,X,O,X
OTJLSZI,O,O,O,X,O,X,X,X
OTJLZIS,O,X,O,X,O,X,O,X
OTJLZSI,O,X,O,X,O,X,X,X
OTJSILZ,O,O,O,O,X,X,O,X
OTJSIZL,O,O,O,O,X,X,O,X
OTJSLIZ,O,O,O,O,X,X,O,X
OTJSLZI,O,O,O,O,X,X,O,X
OTJSZIL,O,O,O,O,X,X,O,X
OTJSZLI,O,O,O,O,X,X,O,X
OTJZILS,O,X,X,X,X,X,O,X
OTJZISL,O,X,X,O,X,X,O,O
OTJZLIS,O,X,X,X,X,X,O,X
OTJZLSI,O,X,X,X,X,X,X,X
OTJZSIL,O,X,X,O,X,X,O,O
OTJZSLI,O,X,X,O,X,X,O,O
OTSILJZ,O,O,O,O,X,X,O,X
OTSILZJ,O,O,O,O,X,X,O,X
OTSIJLZ,O,O,O,O,X,X,O,X
OTSIJZL,O,O,O,O,X,X,O,X
OTSIZLJ,O,O,O,O,X,X,O,O
OTSIZJL,O,O,O,O,X,X,O,O
OTSLIJZ,O,O,O,O,X,X,O,X
OTSLIZJ,O,O,O,O,X,X,O,X
OTSLJIZ,O,O,O,O,X,X,O,X
OTSLJZI,O,O,O,O,X,X,O,X
OTSLZIJ,O,O,O,O,X,X,O,X
OTSLZJI,O,O,O,O,X,X,O,X
OTSJILZ,O,O,O,O,X,X,O,X
OTSJIZL,O,O,O,O,X,X,O,X
OTSJLIZ,O,O,O,O,X,X,O,X
OTSJLZI,O,O,O,O,X,X,O,X
OTSJZIL,O,O,O,O,X,X,O,X
OTSJZLI,O,O,O,O,X,X,O,X
OTSZILJ,O,O,O,O,X,X,O,O
OTSZIJL,O,O,O,O,X,X,O,O
OTSZLIJ,O,O,O,O,X,X,O,O
OTSZLJI,O,O,O,O,X,X,O,O
OTSZJIL,O,O,O,O,X,X,O,O
OTSZJLI,O,O,O,O,X,X,O,O
OTZILJS,O,X,X,X,X,X,O,X
OTZILSJ,O,X,X,X,X,X,O,X
OTZIJLS,O,X,X,X,X,O,O,X
OTZIJSL,O,X,X,O,X,O,O,O
OTZISLJ,O,X,X,O,X,X,O,O
OTZISJL,O,X,X,O,X,X,O,O
OTZLIJS,O,X,X,X,X,X,O,X
OTZLISJ,O,X,X,X,X,X,O,X
OTZLJIS,O,X,X,X,X,X,O,X
OTZLJSI,O,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,O,X
OTZLSJI,O,X,X,X,X,X,O,X
OTZJILS,O,X,X,X,X,O,O,X
OTZJISL,O,X,X,O,X,O,O,O
OTZJLIS,O,X,X,X,X,O,O,X
OTZJLSI,O,X,X,X,X,O,X,X
OTZJSIL,O,X,X,O,X,O,O,O
OTZJSLI,O,X,X,O,X,O,O,O
OTZSILJ,O,X,X,O,X,X,O,O
OTZSIJL,O,X,X,O,X,X,O,O
OTZSLIJ,O,X,X,O,X,X,O,O
OTZSLJI,O,X,X,O,X,X,O,O
OTZSJIL,O,X,X,O,X,X,O,O
OTZSJLI,O,X,X,O,X,X,O,O
OITLJSZ,O,O,O,X,X,X,O,X
OITLJZS,O,X,O,X,X,X,O,X
OITLSJZ,O,O,O,X,X,X,O,X
OITLSZJ,O,O,O,X,X,X,O,X
OITLZJS,O,X,O,X,X,X,O,X
OITLZSJ,O,X,O,X,X,X,O,X
OITJLSZ,O,O,O,X,X,X,O,X
OITJLZS,O,X,O,X,X,X,O,X
OITJSLZ,O,O,O,O,X,X,O,X
OITJSZL,O,O,O,O,X,X,O,X
OITJZLS,O,X,X,X,X,X,O,X
OITJZSL,O,X,X,O,X,X,O,O
OITSLJZ,O,O,O,O,X,X,O,X
OITSLZJ,O,O,O,O,X,X,O,X
OITSJLZ,O,O,O,O,X,X,O,X
OITSJZL,O,O,O,O,X,X,O,X
OITSZLJ,O,O,O,O,X,X,O,O
OITSZJL,O,O,O,O,X,X,O,O
OITZLJS,O,X,X,X,X,X,O,X
OITZLSJ,O,X,X,X,X,X,O,X
OITZJLS,O,X,X,X,X,O,O,X
OITZJSL,O,X,X,O,X,O,O,O
OITZSLJ,O,X,X,O,X,X,O,O
OITZSJL,O,X,X,O,X,X,O,O
OILTJSZ,O,O,O,X,O,X,O,X
OILTJZS,O,X,O,X,O,X,O,X
OILTSJZ,O,O,O,X,X,X,O,X
OILTSZJ,O,O,O,X,X,X,O,X
OILTZJS,O,X,O,X,X,X,O,X
OILTZSJ,O,X,O,X,X,X,O,X
OILJTSZ,O,O,O,X,O,X,O,X
OILJTZS,O,X,O,X,O,X,O,X
