sequence,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcB3gBGiBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygBTfBGiB0lBlm?B3rB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBzfBChBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcBGiBllB3m?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0hBll?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Je06IvhFxbB/iB2kBqlBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFWgBxbB/iB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhF3bBUdB1kBWrBxr?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeT6IvhF2gBqhB/iBxkBVr?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhFRcB3fBTiBllBcr?BGrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygB/iBTfB0lBlm?B+rB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFXcBViBUgBxmBGl?BTrB
LTSZIOJ,O,X,O,X,X,O,X,O,X,O,X,X,X
LTSZJIO,O,X,O,X,O,O,O,O,O,O,X,X,X
LTSZJOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LTSZOIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LTSZOJI,O,X,O,X,O,O,X,O,X,X,X,X,X
LTSOIJZ,O,X,X,X,O,O,O,X,X,O,X,X,X
LTSOIZJ,O,X,X,X,X,O,X,X,X,O,X,X,X
LTSOJIZ,O,X,X,X,O,O,O,X,O,O,X,X,X
LTSOJZI,O,X,X,X,O,O,O,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,O,X,O,X,X,X,X,X
LTSOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LTZIJOS,O,O,X,X,X,X,X,X,O,X,X,X,X
LTZISJO,O,X,X,X,X,X,X,X,O,X,X,X,O
LTZISOJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LTZIOJS,O,O,X,X,X,X,X,X,O,X,X,X,O
LTZIOSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTZJIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
LTZJSIO,O,X,O,X,X,O,X,O,O,X,X,X,X
LTZJSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LTZJOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,X,O,X,X,O,X,O,X,X,X,X,X
LTZSIOJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LTZSJIO,O,X,O,X,O,O,X,O,O,X,X,X,X
LTZSJOI,O,O,O,X,O,O,X,O,X,X,X,X,X
LTZSOIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LTZSOJI,O,O,O,X,O,O,X,O,X,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LTZOISJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZOJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,X,X,X,O,X,X,X,O
LTOIJZS,O,X,X,X,X,X,X,X,O,X,X,X,O
LTOISJZ,X,X,X,X,O,X,X,X,X,X,X,X,O
LTOISZJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOIZJS,X,X,X,X,X,X,X,X,O,X,X,X,O
LTOIZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOJISZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LTOJIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOJSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X
LTOJSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X
LTOSJZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOSZJI,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOZIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LTOZISJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOZJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,O,X,X,O,O,X,X,O
LITJSOZ,O,X,X,X,X,O,X,X,O,O,X,X,X
LITJZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LITJZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,O,O,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LITSJZO,X,X,X,X,O,O,X,X,O,O,X,X,O
LITSJOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
LITSZJO,X,X,X,X,X,O,X,X,O,O,X,X,O
LITSZOJ,O,X,X,X,X,O,X,X,X,O,X,X,O
LITSOJZ,O,X,X,X,O,O,X,X,X,O,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,X,O,X,X,O
LITZJSO,X,X,X,X,X,X,X,X,O,X,X,X,O
LITZJOS,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,O,X,X,X,O
LITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZOJS,X,X,X,X,X,X,X,X,O,X,X,X,O
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LITOJSZ,O,X,X,X,X,X,X,X,O,O,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LITOSJZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOSZJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LITOZJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTSZO,O,X,X,X,O,O,X,X,O,O,X,X,O
LIJTSOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
LIJTZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIJTZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,O,O,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTZO,O,X,O,X,O,O,O,O,O,X,X,X,X
LIJSTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
LIJSZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LIJSZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJSOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LIJZTSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIJZTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,O,X,O,X,O,O,O,X,X,X,X
LIJZSOT,O,X,O,X,O,X,O,O,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIJZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,O,O,O,X,X,O,X,X,O
LISTJOZ,O,X,X,X,O,O,O,X,X,O,X,X,X
LISTZJO,X,X,X,X,X,O,O,O,X,O,X,X,O
LISTZOJ,O,X,X,X,X,O,X,O,X,O,X,X,O
LISTOJZ,O,X,X,X,O,O,O,X,X,O,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,O,X,X,O
LISJTZO,X,X,O,X,O,O,O,O,X,X,X,X,X
LISJTOZ,O,X,X,X,O,O,O,X,X,X,X,X,X
LISJZTO,X,X,O,X,O,O,O,O,X,X,X,X,X
LISJZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LISJOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LISJOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LISZTJO,O,X,O,X,X,O,X,O,X,X,X,X,O
LISZTOJ,O,X,O,X,X,X,X,O,X,X,X,X,O
LISZJTO,O,X,O,X,X,O,O,O,X,X,X,X,X
LISZJOT,O,X,O,X,X,O,O,O,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LISZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X
LISOTZJ,O,X,X,X,X,O,X,X,X,O,X,X,X
LISOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,O,O,O,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZTJOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSJO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTOJS,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZJTSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZJTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X,O,O,X,X,X,X
LIZJSOT,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZJOST,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,O,X,X,X,X,O,X,X,X,X,O
LIZSTOJ,O,X,O,X,X,X,X,O,X,X,X,X,O
LIZSJTO,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZSOJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,O,X,X,O
LIOTJZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOTSJZ,X,X,X,X,O,X,X,X,X,O,X,X,O
LIOTSZJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LIOTZJS,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,X,X,O,X,X,X,X,O,X,X,O
LIOJTZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,O,O,X,X,X,O,X,X,O
LIOSTZJ,O,X,X,X,X,O,X,X,X,O,X,X,O
LIOSJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,O,X,X,X,X,X,X,O
LIOSZJT,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTISOZ,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIZO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJTSIOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTSZIO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJTSZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LJTSOIZ,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTSOZI,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,O,X,O,X,X,O,O,O,O,X,X,X,X
LJTZSOI,O,O,O,X,X,O,O,O,X,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTOSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X
LJTOSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,O,O,X,X,O,X,X,X,O
LJITSOZ,O,X,X,X,O,O,X,X,O,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LJITZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJITOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISTZO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJISTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
LJISZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJISZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJISOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,X,O,X,X,X,O
LJIZTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,O,X,O,X,O,O,O,X,X,X,X
LJIZSOT,O,X,O,X,O,X,O,O,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,O
LJIZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,X,O,O,O,O,O,O,O,X,X,X,X
LJSTIOZ,O,X,X,O,O,O,O,X,O,X,X,X,X
LJSTZIO,O,X,O,O,O,O,O,O,O,X,X,X,X
LJSTZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,O,O,O,O,X,O,X,X,X,X
LJSTOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJSITZO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJSITOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
LJSIZTO,O,X,O,X,O,O,O,O,O,X,X,X,X
LJSIZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJSIOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSIOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LJSZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSZOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSOTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LJSOTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJSOITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LJSOIZT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSOZTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJSOZIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,O,O,X,O,O,O,X,X,X,X,X
LJZTSOI,O,X,O,X,X,O,O,O,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LJZISOT,O,X,O,O,O,X,O,O,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LJZIOST,O,O,X,X,O,X,X,X,X,X,X,X,X
LJZSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJZSOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJZSOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LJZOIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJZOSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LJOTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
LJOITZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LJOISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOIZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LJOIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LJOSTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LJOSITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOSIZT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOSZTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOSZIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LJOZIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOZSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LJOZSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LSTIJZO,X,X,O,O,O,O,O,X,X,O,X,X,X
LSTIJOZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTIZJO,X,X,X,O,X,O,O,O,X,O,X,X,X
LSTIZOJ,O,X,X,O,X,O,X,O,X,O,X,X,X
LSTIOJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTJIZO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSTJIOZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTJZIO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSTJZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTJOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,O,O,O,X,O,X,X,X
LSTZIOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
LSTZJIO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSTZJOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LSTZOIJ,O,X,O,O,X,O,X,O,X,X,X,O,X
LSTZOJI,O,X,O,O,O,O,X,O,X,X,X,O,X
LSTOIJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTOIZJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LSTOJIZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSTOJZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,O,X,O,X,X,O,O,X
LSTOZJI,O,X,X,O,O,O,X,O,X,X,O,O,X
LSITJZO,X,X,O,X,O,O,O,X,X,O,X,X,O
LSITJOZ,O,X,X,X,O,O,O,X,X,O,X,X,X
LSITZJO,X,X,X,X,X,O,O,O,X,O,X,X,O
LSITZOJ,O,X,X,X,X,O,X,O,X,O,X,X,O
LSITOJZ,O,X,X,X,O,O,O,X,X,O,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,O,X,X,O
LSIJTZO,X,X,O,X,O,O,O,O,X,X,X,X,X
LSIJTOZ,O,X,X,X,O,O,O,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,O,O,O,X,X,X,X,X
LSIJZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LSIJOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LSIZTJO,O,X,O,X,X,O,X,O,X,X,X,X,O
LSIZTOJ,O,X,O,X,X,X,X,O,X,X,X,X,O
LSIZJTO,O,X,O,X,X,O,O,O,X,X,X,X,X
LSIZJOT,O,X,O,X,X,O,O,O,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LSIZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,O,X,X,X,O,O,X,X
LSIOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LSIOJZT,O,X,O,X,O,O,O,X,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LSIOZJT,O,X,X,X,X,O,X,X,X,X,O,X,X
LSJTIZO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSJTIOZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSJTZIO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSJTZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
LSJTOIZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSJTOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSJITZO,O,X,O,X,O,O,O,O,X,X,X,X,X
LSJITOZ,O,X,X,X,O,O,O,X,X,X,X,X,X
LSJIZTO,O,X,O,X,O,O,O,O,X,X,X,X,X
LSJIZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
LSJZTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJZOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSJOTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LSJOTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSJOITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LSJOIZT,O,X,O,O,O,O,O,O,X,X,O,X,X
LSJOZTI,O,X,O,O,O,O,O,O,X,X,O,X,X
LSJOZIT,O,X,O,O,O,O,O,O,X,X,O,X,X
LSZTIJO,O,X,O,O,X,O,O,O,X,O,X,X,X
LSZTIOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
LSZTJIO,O,X,O,O,O,O,O,O,X,O,X,X,X
LSZTJOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZTOIJ,O,X,O,O,X,O,X,O,X,X,X,O,X
LSZTOJI,O,X,O,O,O,O,X,O,X,X,X,O,X
LSZITJO,O,X,O,O,X,O,X,O,X,X,X,X,O
LSZITOJ,O,X,O,O,X,O,X,O,X,X,X,X,O
LSZIJTO,O,X,O,O,X,O,O,O,X,X,X,X,X
LSZIJOT,O,X,O,O,X,O,O,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,O
LSZIOJT,O,X,O,O,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZJOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LSZOTIJ,O,X,O,O,X,O,X,O,X,X,O,O,X
LSZOTJI,O,X,O,O,O,O,X,O,X,X,O,O,X
