sequence,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeC7IvhFxcB8kB+lBT?hB/nBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFCdBukBUhB/?nBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFcgBxcBThB/?nBSqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFFdBukBclB6?rBTsBXrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je5/IvhF2gBCdB/nBU?hBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFcBXdBqkBx?lBTnBGrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFdBqkBemB5?mB3lBTsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeG7IvhFxcBThB/nBC?lBUlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeSAJvhFxcBThB/nBU?gBWqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFukBclBXmBT?nBlmBCsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFFcBTgB3hB6?nB8rBRvB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je08IvhFflBlgBxmBC?lBTnBGrB
LZSTIJO,O,O,O,X,X,O,X,O,X,X,X,X
LZSTIOJ,O,O,O,X,O,O,X,X,X,X,O,X
LZSTJIO,O,O,O,X,X,O,X,O,X,X,X,X
LZSTJOI,O,O,O,X,X,O,X,O,X,X,X,X
LZSTOIJ,O,O,O,X,O,O,X,O,X,X,X,X
LZSTOJI,O,O,O,X,O,O,X,O,X,X,X,X
LZSITJO,O,X,O,X,X,O,X,X,X,X,X,X
LZSITOJ,O,X,O,X,O,O,X,X,X,X,O,X
LZSIJTO,O,X,O,X,X,O,O,O,X,X,X,X
LZSIJOT,O,X,O,X,X,O,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,O,X,X,X,X,O,X
LZSIOJT,O,X,O,X,O,X,X,X,X,X,O,X
LZSJTIO,O,O,O,X,X,O,X,O,X,X,X,X
LZSJTOI,O,O,O,X,X,O,X,O,X,X,X,X
LZSJITO,O,O,O,X,X,O,O,O,X,X,X,X
LZSJIOT,O,O,O,X,X,O,X,X,X,X,X,X
LZSJOTI,O,X,O,X,X,O,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,O,O,X,X,X,X,X
LZSOTIJ,O,X,O,X,X,O,X,X,X,X,X,X
LZSOTJI,O,X,O,X,X,O,X,X,X,X,X,X
LZSOITJ,O,X,X,X,X,O,X,X,X,X,X,X
LZSOIJT,O,X,O,X,O,O,O,X,X,X,X,X
LZSOJTI,O,X,O,X,X,O,X,X,X,X,X,X
LZSOJIT,O,O,O,X,O,O,O,X,X,X,X,X
LZOTIJS,X,X,O,O,X,O,O,X,X,X,X,X
LZOTISJ,X,X,O,O,X,O,X,X,X,X,X,X
LZOTJIS,O,X,O,O,X,O,O,X,X,X,X,X
LZOTJSI,O,X,O,O,X,O,X,X,X,X,X,X
LZOTSIJ,O,X,O,O,X,O,X,X,X,X,X,X
LZOTSJI,O,X,O,O,X,O,X,X,X,X,X,X
LZOITJS,X,X,X,O,X,O,O,X,X,X,X,X
LZOITSJ,X,X,X,O,X,O,X,X,X,X,X,X
LZOIJTS,X,X,X,O,X,O,O,X,X,X,X,X
LZOIJST,O,X,O,O,X,O,O,X,X,X,X,X
LZOISTJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,O,O,X,X,X,X,X
LZOJTIS,O,X,O,O,X,O,O,X,X,X,X,X
LZOJTSI,O,X,O,O,X,O,X,X,X,X,X,X
LZOJITS,X,X,X,O,X,O,O,X,X,X,X,X
LZOJIST,O,X,O,O,X,O,O,X,X,O,X,X
LZOJSTI,O,X,O,O,X,O,X,X,X,O,X,X
LZOJSIT,O,X,O,O,X,O,O,X,X,O,X,X
LZOSTIJ,O,X,O,O,X,O,X,X,X,X,X,X
LZOSTJI,O,X,O,O,X,O,X,X,X,X,X,X
LZOSITJ,O,X,X,O,X,O,X,X,X,X,X,X
LZOSIJT,O,X,O,X,X,O,O,X,X,X,X,X
LZOSJTI,O,X,O,O,X,O,X,X,X,O,X,X
LZOSJIT,O,X,O,O,X,O,O,X,X,O,X,X
LOTIJSZ,X,X,X,O,O,O,O,O,X,X,X,X
LOTIJZS,X,X,X,O,X,O,O,X,X,X,X,X
LOTISJZ,X,X,O,X,O,O,O,O,X,X,X,X
LOTISZJ,X,X,O,X,O,O,X,O,X,X,X,X
LOTIZJS,X,X,O,O,X,O,O,X,X,X,X,X
LOTIZSJ,X,X,O,O,X,O,X,X,X,X,X,X
LOTJISZ,X,O,X,O,O,O,O,O,X,X,X,X
LOTJIZS,X,O,X,O,X,O,O,X,X,X,X,X
LOTJSIZ,X,O,O,O,O,O,X,O,X,X,X,X
LOTJSZI,X,O,O,O,O,O,X,O,X,X,X,X
LOTJZIS,X,O,O,O,X,O,O,X,X,X,X,X
LOTJZSI,X,O,O,O,X,O,X,O,X,X,X,X
LOTSIJZ,X,O,O,X,O,O,O,O,X,X,X,X
LOTSIZJ,X,X,O,X,O,O,X,O,X,X,X,X
LOTSJIZ,X,O,O,O,O,O,X,O,X,X,X,X
LOTSJZI,X,O,O,O,O,O,X,O,X,X,X,X
LOTSZIJ,X,O,O,O,O,O,X,O,X,X,X,X
LOTSZJI,X,O,O,O,O,O,X,O,X,X,X,X
LOTZIJS,X,X,O,O,X,O,O,X,X,X,X,X
LOTZISJ,X,O,O,O,X,O,X,X,X,X,X,X
LOTZJIS,X,O,O,O,X,O,O,X,X,X,X,X
LOTZJSI,X,O,O,O,X,O,X,O,X,X,X,X
LOTZSIJ,X,O,O,O,X,O,X,O,X,X,X,X
LOTZSJI,X,O,O,O,X,O,X,O,X,X,X,X
LOITJSZ,X,X,X,O,O,O,O,X,X,X,X,X
LOITJZS,X,X,X,O,X,O,O,X,X,X,X,X
LOITSJZ,X,X,X,X,O,O,O,X,X,X,X,X
LOITSZJ,X,X,X,X,O,O,X,X,X,X,X,X
LOITZJS,X,X,X,O,X,O,O,X,X,X,X,X
LOITZSJ,X,X,X,O,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,O,O,O,X,X,X,X,X
LOIJTZS,X,X,X,O,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,O,O,O,O,X,X,X,X
LOIJSZT,X,X,X,X,O,O,O,X,X,X,X,X
LOIJZTS,X,X,X,O,X,O,O,X,X,X,X,X
LOIJZST,X,X,X,O,X,O,O,X,X,X,X,X
LOISTJZ,X,X,X,X,O,O,O,X,X,X,X,X
LOISTZJ,X,X,X,X,O,O,X,X,X,X,X,X
LOISJTZ,X,X,X,X,O,O,O,X,X,X,X,X
LOISJZT,X,X,X,X,O,O,O,X,X,X,X,X
LOISZTJ,X,X,X,X,X,O,X,X,X,X,X,X
LOISZJT,X,X,X,X,O,O,O,X,X,X,X,X
LOIZTJS,X,X,X,O,X,O,O,X,X,X,X,X
LOIZTSJ,X,X,X,O,X,O,X,X,X,X,X,X
LOIZJTS,X,X,X,O,X,O,O,X,X,X,X,X
LOIZJST,X,X,O,O,X,O,O,X,X,X,X,X
LOIZSTJ,X,X,X,O,X,O,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,O,O,X,X,X,X,X
LOJTISZ,X,O,X,O,O,O,O,O,X,X,X,X
LOJTIZS,X,O,X,O,X,O,O,X,X,X,X,X
LOJTSIZ,X,O,X,O,O,O,X,O,X,X,X,X
LOJTSZI,X,O,X,O,O,O,X,O,X,X,X,X
LOJTZIS,X,O,X,O,X,O,O,X,X,X,X,X
LOJTZSI,X,O,X,O,X,O,X,O,X,X,X,X
LOJITSZ,X,O,X,O,O,O,O,X,X,X,X,X
LOJITZS,X,O,X,O,X,O,O,X,X,X,X,X
LOJISTZ,X,O,X,O,O,O,O,O,X,X,X,X
LOJISZT,X,O,X,X,O,O,O,X,X,X,X,X
LOJIZTS,X,X,X,O,X,O,O,X,X,X,X,X
LOJIZST,X,O,X,O,X,O,O,X,X,O,X,X
LOJSTIZ,X,O,X,O,O,O,X,O,X,X,X,X
LOJSTZI,X,O,X,O,X,O,X,O,X,X,X,X
LOJSITZ,X,O,X,O,O,O,O,O,X,X,X,X
LOJSIZT,X,O,X,X,O,O,O,X,X,X,X,X
LOJSZTI,X,O,X,O,X,O,X,X,X,X,X,X
LOJSZIT,X,O,X,O,O,O,O,X,X,X,X,X
LOJZTIS,X,X,X,O,X,O,O,X,X,X,X,X
LOJZTSI,X,X,X,O,X,O,X,X,X,X,X,X
LOJZITS,X,X,X,O,X,O,O,X,X,X,X,X
LOJZIST,X,O,X,O,X,O,O,X,X,O,X,X
LOJZSTI,X,O,X,O,X,O,X,X,X,O,X,X
LOJZSIT,X,O,X,O,X,O,O,X,X,O,X,X
LOSTIJZ,X,O,O,X,O,O,O,O,X,X,X,X
LOSTIZJ,X,X,O,X,O,O,X,O,X,X,X,X
LOSTJIZ,X,O,O,O,O,O,X,O,X,X,X,X
LOSTJZI,X,O,O,O,O,O,X,O,X,X,X,X
LOSTZIJ,X,O,O,O,O,O,X,O,X,X,X,X
LOSTZJI,X,O,O,O,O,O,X,O,X,X,X,X
LOSITJZ,X,X,X,X,O,O,O,X,X,X,X,X
LOSITZJ,X,X,X,X,O,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,O,O,O,O,X,X,X,X
LOSIJZT,X,O,X,X,O,O,O,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,O,X,X,X,X,X,X
LOSIZJT,X,X,O,X,O,O,O,X,X,X,X,X
LOSJTIZ,X,O,X,O,O,O,X,O,X,X,X,X
LOSJTZI,X,O,X,O,X,O,X,O,X,X,X,X
LOSJITZ,X,O,X,O,O,O,O,O,X,X,X,X
LOSJIZT,X,O,X,X,O,O,O,X,X,X,X,X
LOSJZTI,X,O,X,O,X,O,X,X,X,X,X,X
LOSJZIT,X,O,X,O,O,O,O,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,O,X,X,X,X,X,X
LOSZTJI,X,O,O,O,X,O,X,X,X,X,X,X
LOSZITJ,X,O,X,O,X,O,X,X,X,X,X,X
LOSZIJT,X,O,O,X,O,O,O,X,X,X,X,X
LOSZJTI,X,O,O,O,X,O,X,X,X,O,X,X
LOSZJIT,X,O,O,O,O,O,O,X,X,O,X,X
LOZTIJS,X,X,O,O,X,O,O,X,X,X,X,X
LOZTISJ,X,X,O,O,X,O,X,X,X,X,X,X
LOZTJIS,X,X,O,O,X,O,O,X,X,X,X,X
LOZTJSI,X,X,O,O,X,O,X,X,X,X,X,X
LOZTSIJ,X,X,O,O,X,O,X,X,X,X,X,X
LOZTSJI,X,X,O,O,X,O,X,X,X,X,X,X
LOZITJS,X,X,X,O,X,O,O,X,X,X,X,X
LOZITSJ,X,X,X,O,X,O,X,X,X,X,X,X
LOZIJTS,X,X,X,O,X,O,O,X,X,X,X,X
LOZIJST,X,X,O,O,X,O,O,X,X,X,X,X
LOZISTJ,X,O,X,O,X,O,X,X,X,X,X,X
LOZISJT,X,O,X,X,X,O,O,X,X,X,X,X
LOZJTIS,X,X,O,O,X,O,O,X,X,X,X,X
LOZJTSI,X,X,O,O,X,O,X,X,X,X,X,X
LOZJITS,X,X,X,O,X,O,O,X,X,X,X,X
LOZJIST,X,O,O,O,X,O,O,X,X,O,X,X
LOZJSTI,X,O,O,O,X,O,X,X,X,O,X,X
LOZJSIT,X,O,O,O,X,O,O,X,X,O,X,X
LOZSTIJ,X,O,O,O,X,O,X,X,X,X,X,X
LOZSTJI,X,O,O,O,X,O,X,X,X,X,X,X
LOZSITJ,X,O,X,O,X,O,X,X,X,X,X,X
LOZSIJT,X,O,O,X,X,O,O,X,X,X,X,X
LOZSJTI,X,O,O,O,X,O,X,X,X,O,X,X
LOZSJIT,X,O,O,O,X,O,O,X,X,O,X,X
JTILSZO,X,O,X,X,X,X,O,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X,O,X,X,X
JTILZSO,X,O,X,X,X,X,O,X,X,X,X,X
JTILZOS,X,X,X,O,X,X,O,X,X,X,X,X
JTILOSZ,X,X,X,O,X,X,X,X,O,X,X,X
JTILOZS,X,X,X,O,X,X,O,X,X,X,X,X
JTISLZO,O,O,X,X,X,X,O,X,X,X,X,O
JTISLOZ,X,O,X,X,O,X,X,X,O,X,X,X
JTISZLO,O,O,X,X,X,X,X,X,X,X,X,O
JTISZOL,O,O,X,O,X,X,X,X,O,X,X,O
JTISOLZ,O,O,X,O,O,X,X,X,O,X,X,X
JTISOZL,O,X,X,O,O,X,X,X,O,X,X,O
JTIZLSO,O,O,X,X,X,X,O,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,O,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X,X,X,O
JTIZSOL,O,O,X,O,X,X,X,X,X,X,X,O
JTIZOLS,O,X,X,O,X,X,X,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,X,X,X,O,X,X
JTIOLSZ,X,O,X,O,O,X,X,X,O,X,X,X
JTIOLZS,X,O,X,O,X,X,O,X,X,X,X,X
JTIOSLZ,O,O,X,O,O,X,X,X,O,X,X,X
JTIOSZL,O,O,X,O,O,X,X,X,O,X,X,X
JTIOZLS,O,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,O,O,X,O,O,X,X,X,X,O,X,X
JTLISZO,X,O,X,X,X,O,O,O,X,X,X,X
JTLISOZ,X,O,X,X,X,O,X,O,O,X,X,X
JTLIZSO,X,O,X,X,X,O,O,X,X,X,X,X
JTLIZOS,X,X,X,O,X,O,O,X,X,X,X,X
JTLIOSZ,X,X,X,O,X,O,X,O,O,X,X,X
JTLIOZS,X,X,X,O,X,O,O,X,X,X,X,X
JTLSIZO,O,O,O,X,X,O,X,O,X,X,X,X
JTLSIOZ,X,O,X,X,X,O,X,O,O,X,X,X
JTLSZIO,O,O,O,X,X,O,X,O,X,X,X,X
JTLSZOI,O,O,O,X,X,O,X,O,O,X,X,X
JTLSOIZ,O,O,O,X,X,O,X,O,O,X,X,X
JTLSOZI,O,O,O,X,X,O,X,O,O,X,X,X
JTLZISO,O,O,O,X,X,O,O,X,X,X,X,X
JTLZIOS,O,X,O,O,X,O,O,X,X,X,X,X
JTLZSIO,O,O,O,X,X,O,X,O,X,X,X,X
JTLZSOI,O,O,O,X,X,O,X,O,O,X,X,X
JTLZOIS,O,X,O,X,X,O,O,X,X,X,X,X
JTLZOSI,O,X,O,X,X,O,X,O,O,X,X,X
JTLOISZ,X,X,X,O,X,X,O,O,O,X,X,X
JTLOIZS,X,X,X,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,O,O,X,X,X
JTLOSZI,O,X,O,O,X,X,X,O,O,X,X,X
JTLOZIS,O,X,O,O,X,X,O,X,X,X,X,X
JTLOZSI,O,X,O,O,X,X,X,O,O,X,X,X
JTSILZO,O,O,O,X,X,O,X,O,X,X,X,O
JTSILOZ,X,O,X,X,O,O,X,O,O,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X,X,X,O
JTSIZOL,O,O,X,O,X,X,X,X,O,X,X,O
JTSIOLZ,O,O,O,O,O,X,X,O,O,X,X,X
JTSIOZL,O,X,X,O,O,X,X,X,O,X,X,O
JTSLIZO,O,O,O,X,X,O,X,O,X,X,X,O
JTSLIOZ,X,O,X,X,O,O,X,O,O,X,X,X
JTSLZIO,O,O,O,X,X,O,X,O,X,X,X,O
JTSLZOI,O,O,O,X,X,O,X,O,O,X,X,X
JTSLOIZ,O,O,O,X,O,O,X,O,O,X,X,X
JTSLOZI,O,O,O,X,O,O,X,O,O,X,X,X
JTSZILO,O,O,X,X,X,X,X,X,X,X,X,O
JTSZIOL,O,O,X,O,X,X,X,X,O,X,X,O
JTSZLIO,O,O,X,X,X,O,X,X,X,X,X,O
JTSZLOI,O,O,X,X,X,O,X,X,O,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X,O,X,X,O
JTSZOLI,O,O,X,X,X,X,X,X,O,X,X,X
JTSOILZ,O,O,O,O,O,X,X,O,O,X,X,X
JTSOIZL,O,O,X,O,O,X,X,X,O,X,X,O
JTSOLIZ,O,O,O,O,O,O,X,O,O,X,X,X
JTSOLZI,O,O,O,O,O,O,X,O,O,X,X,X
JTSOZIL,O,O,X,O,O,X,X,X,O,X,X,O
JTSOZLI,O,O,X,O,O,X,X,X,O,X,X,X
JTZILSO,O,O,X,X,X,X,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X,X,X,X,X
JTZISOL,O,O,X,O,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,O,X,O,X,X,X,X,X,O,X,X
JTZLISO,O,O,X,X,X,X,X,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X,X,O,X,X,X
JTZLOIS,O,X,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,O,X,X,X
JTZSILO,O,O,X,X,X,X,X,X,X,X,X,X
JTZSIOL,O,O,X,O,X,X,X,X,O,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,X,X,X,X,O,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X,O,X,X,X
JTZSOLI,O,O,X,X,X,X,X,X,O,X,X,X
JTZOILS,O,O,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,X,O,X,X,X,X,X,O,X,X
JTZOLIS,O,O,X,O,X,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,O,X,X,X
JTZOSIL,O,O,X,O,X,X,X,X,O,O,X,X
JTZOSLI,O,O,X,O,X,X,X,X,O,O,X,X
JTOILSZ,X,O,X,O,O,X,O,X,O,X,X,X
JTOILZS,X,O,X,O,X,X,O,X,X,X,X,X
JTOISLZ,O,O,X,O,O,X,O,X,O,X,X,X
JTOISZL,O,O,X,O,O,X,X,X,O,X,X,X
JTOIZLS,O,O,X,O,X,X,O,X,X,X,X,X
JTOIZSL,O,O,X,O,O,X,X,X,X,O,X,X
JTOLISZ,X,O,X,O,O,X,O,O,O,X,X,X
JTOLIZS,X,O,X,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,O,O,O,O,X,X,O,O,X,X,X
JTOLSZI,O,O,O,O,O,X,X,O,O,X,X,X
JTOLZIS,O,O,O,O,X,X,O,X,X,X,X,X
JTOLZSI,O,O,O,O,X,X,X,O,O,X,X,X
JTOSILZ,O,O,O,O,O,X,X,O,O,X,X,X
JTOSIZL,O,O,X,O,O,X,X,X,O,X,X,X
JTOSLIZ,O,O,O,O,O,X,X,O,O,X,X,X
JTOSLZI,O,O,O,O,O,X,X,O,O,X,X,X
JTOSZIL,O,O,X,O,O,X,X,X,O,X,X,X
JTOSZLI,O,O,X,O,O,X,X,X,O,X,X,X
JTOZILS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,X,O,O,X,X,X,X,O,X,X
JTOZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X,O,X,X,X
JTOZSIL,O,O,X,O,O,X,X,X,O,O,X,X
JTOZSLI,O,O,X,O,O,X,X,X,O,O,X,X
JITLSZO,X,O,X,X,X,X,O,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X,O,X,X,X
JITLZSO,X,O,X,X,X,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,O,X,X,X,X,X
JITLOSZ,X,X,X,O,X,X,X,X,O,X,X,X
JITLOZS,X,X,X,O,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,O,X,X,X,X,O
JITSLOZ,X,O,X,X,O,X,X,X,O,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X,X,O
JITSZOL,O,O,X,O,X,X,X,X,O,X,X,O
JITSOLZ,O,O,X,O,O,X,X,X,O,X,X,X
JITSOZL,O,X,X,O,O,X,X,X,O,X,X,O
JITZLSO,O,O,X,X,X,X,O,X,X,X,X,X
JITZLOS,O,X,X,O,X,X,O,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X,X,X,O
JITZSOL,O,O,X,O,X,X,X,X,X,X,X,O
JITZOLS,O,X,X,O,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,O,X,X,X,X,X,O,O,X
JITOLSZ,X,O,X,O,O,X,X,X,O,X,X,X
JITOLZS,X,O,X,O,X,X,O,X,X,X,X,X
JITOSLZ,O,O,X,O,O,X,X,X,O,X,X,X
JITOSZL,O,O,X,O,O,X,X,X,O,X,X,X
JITOZLS,O,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,O,X,O,O,X,X,X,X,O,O,X
JILTSZO,X,O,X,X,X,O,O,O,X,X,X,X
JILTSOZ,X,O,X,X,X,O,X,O,O,X,X,X
JILTZSO,X,O,X,X,X,O,O,X,X,X,X,X
JILTZOS,X,X,X,O,X,O,O,X,X,X,X,X
JILTOSZ,X,X,X,O,X,O,X,X,O,X,X,X
JILTOZS,X,X,X,O,X,O,O,X,X,X,X,X
JILSTZO,X,O,X,X,X,O,O,O,X,X,X,O
JILSTOZ,X,O,X,X,O,O,X,O,O,X,X,X
JILSZTO,X,O,X,X,X,O,O,O,X,X,X,O
JILSZOT,X,O,X,X,X,O,X,X,X,X,X,X
JILSOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JILSOZT,X,O,X,X,O,O,X,X,X,X,X,X
JILZTSO,O,X,O,X,X,O,O,X,X,X,X,X
JILZTOS,X,X,X,O,X,O,O,X,X,X,X,X
JILZSTO,O,O,O,X,X,O,O,O,X,X,X,O
JILZSOT,O,O,O,X,X,O,X,X,X,X,X,X
JILZOTS,X,X,X,O,X,O,O,X,X,X,X,X
JILZOST,O,X,O,X,X,O,O,X,X,O,O,X
JILOTSZ,X,O,X,O,X,O,O,X,X,X,X,X
JILOTZS,X,O,X,O,X,O,O,X,X,X,X,X
JILOSTZ,X,O,X,O,X,O,O,O,X,X,X,X
JILOSZT,X,O,X,X,X,O,O,X,X,X,X,X
JILOZTS,X,X,X,O,X,O,O,X,X,X,X,X
JILOZST,X,O,X,X,X,O,O,X,X,O,O,X
JISTLZO,O,O,O,X,X,O,O,O,X,X,X,O
JISTLOZ,X,O,X,X,O,O,X,O,O,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X,X,O
JISTZOL,O,O,X,O,X,X,X,X,O,X,X,O
JISTOLZ,O,O,O,O,O,X,X,O,O,X,X,X
JISTOZL,O,X,X,O,O,X,X,X,O,X,X,O
JISLTZO,X,O,X,X,X,O,O,O,X,X,X,O
JISLTOZ,X,O,X,X,O,O,X,O,O,X,X,X
JISLZTO,O,O,O,X,X,O,O,O,X,X,X,O
JISLZOT,O,O,O,X,X,O,X,X,X,X,X,X
JISLOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JISLOZT,X,O,X,X,O,O,X,X,X,X,X,X
JISZTLO,O,X,X,X,X,X,X,X,X,X,X,O
JISZTOL,O,X,X,O,X,X,X,X,O,X,X,O
JISZLTO,O,O,X,X,X,X,X,X,X,X,X,O
JISZLOT,O,O,X,X,X,X,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,X,X,X,X,O,O,O
JISZOLT,O,X,X,X,X,X,X,X,X,O,O,X
JISOTLZ,X,O,X,O,O,X,X,X,O,X,X,X
JISOTZL,X,O,X,O,O,X,X,X,O,X,X,O
JISOLTZ,X,O,X,O,O,X,X,X,X,X,X,X
JISOLZT,X,O,X,X,O,X,X,X,X,X,X,X
JISOZTL,X,O,X,O,X,X,X,X,X,O,O,O
JISOZLT,O,O,X,X,O,X,X,X,X,O,O,X
JIZTLSO,O,O,X,X,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,O,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X,X,X,O
JIZTSOL,O,O,X,O,X,X,X,X,X,X,X,O
JIZTOLS,O,X,X,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,O,X,X,X,X,X,O,O,X
JIZLTSO,O,X,X,X,X,X,O,X,X,X,X,X
JIZLTOS,O,X,X,O,X,X,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,O,X,X,X,X,O
JIZLSOT,O,O,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,O,X,X,O,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X,X,O,O,X
JIZSTLO,O,X,X,X,X,X,X,X,X,X,X,O
JIZSTOL,O,X,X,O,X,X,X,X,O,X,O,O
JIZSLTO,O,O,X,X,X,X,X,X,X,X,X,O
JIZSLOT,O,O,X,X,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X,X,O,O,O
JIZSOLT,O,X,X,X,X,X,X,X,X,O,O,X
JIZOTLS,X,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,O,X,O,X,X,X,X,X,O,O,X
JIZOLTS,X,X,X,O,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,O,X,X,X,X,X,O,O,X
JIZOSTL,X,O,X,O,X,X,X,X,X,O,O,O
JIZOSLT,X,O,X,X,X,X,X,X,X,O,O,X
JIOTLSZ,X,O,X,O,O,X,O,X,X,X,X,X
JIOTLZS,X,O,X,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,O,X,O,O,X,O,X,X,X,X,X
JIOTSZL,X,O,X,O,O,X,X,X,X,X,X,X
JIOTZLS,X,O,X,O,X,X,O,X,X,X,X,X
JIOTZSL,X,O,X,O,O,X,X,X,X,O,O,X
JIOLTSZ,X,O,X,O,O,X,O,X,X,X,X,X
JIOLTZS,X,O,X,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,X,O,O,X,O,X,X,X,X,X
JIOLSZT,X,O,X,X,O,X,O,X,X,X,X,X
JIOLZTS,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZST,X,O,X,O,X,X,O,X,X,O,O,X
JIOSTLZ,X,O,X,O,O,X,O,X,O,X,X,X
JIOSTZL,X,O,X,O,O,X,X,X,O,X,X,O
JIOSLTZ,X,O,X,O,O,X,O,X,X,X,X,X
JIOSLZT,X,O,X,X,O,X,O,X,X,X,X,X
JIOSZTL,X,O,X,O,X,X,X,X,X,O,O,O
JIOSZLT,X,O,X,X,O,X,X,X,X,O,O,X
JIOZTLS,X,O,X,O,X,X,O,X,X,X,X,X
JIOZTSL,X,O,X,O,O,X,X,X,X,O,O,X
JIOZLTS,X,X,X,O,X,X,O,X,X,X,X,X
JIOZLST,O,O,X,O,X,X,O,X,X,O,O,X
JIOZSTL,X,O,X,O,X,X,X,X,X,O,O,O
JIOZSLT,X,O,X,X,O,X,X,X,X,O,O,X
JLTISZO,X,O,X,X,X,O,O,O,X,X,X,X
JLTISOZ,X,O,X,X,X,O,X,O,O,X,X,X
JLTIZSO,X,O,X,X,X,O,O,X,X,X,X,X
JLTIZOS,X,X,X,O,X,O,O,X,X,X,X,X
JLTIOSZ,X,X,X,O,X,O,X,O,O,X,X,X
JLTIOZS,X,X,X,O,X,O,O,X,X,X,X,X
JLTSIZO,O,O,O,X,X,O,X,O,X,X,X,X
JLTSIOZ,X,O,X,X,X,O,X,O,O,X,X,X
JLTSZIO,O,O,O,X,X,O,X,O,X,X,X,X
JLTSZOI,O,O,O,X,X,O,X,O,O,X,X,X
