sequence,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?iBlmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBmdBxhBl?mB3nB0rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBxcBejBS?mBVsBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBRdBmiBl?mBcsB/rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?mBlnBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFlbBajBxhBU?iBGmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBSiBejBR?mBlmBXsB
LSITJOZ,O,O,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X
LSIJTZO,X,O,X,X,X,O,O
LSIJTOZ,X,O,X,X,X,O,O
LSIJZTO,O,X,X,X,X,O,O
LSIJZOT,O,O,X,X,X,O,O
LSIJOTZ,X,O,X,X,X,O,O
LSIJOZT,O,O,X,X,X,O,O
LSIZTJO,O,X,X,X,O,X,X
LSIZTOJ,O,X,X,X,O,X,X
LSIZJTO,O,X,X,X,X,X,O
LSIZJOT,O,O,X,X,X,X,O
LSIZOTJ,O,X,X,X,O,X,X
LSIZOJT,O,O,X,X,X,X,O
LSIOTJZ,O,O,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,O,O
LSIOJZT,O,O,X,X,X,O,O
LSIOZTJ,O,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,X,O
LSJTIZO,X,O,X,X,X,O,X
LSJTIOZ,X,O,X,X,X,O,X
LSJTZIO,X,O,X,X,X,O,X
LSJTZOI,X,O,X,X,X,O,O
LSJTOIZ,X,O,X,X,X,O,X
LSJTOZI,X,O,X,X,X,O,O
LSJITZO,X,O,X,X,X,O,O
LSJITOZ,X,O,X,X,X,O,O
LSJIZTO,O,X,X,X,X,O,O
LSJIZOT,O,O,X,X,X,O,O
LSJIOTZ,X,O,X,X,X,O,O
LSJIOZT,O,O,X,X,X,O,O
LSJZTIO,O,O,X,O,X,O,X
LSJZTOI,O,O,X,O,X,O,O
LSJZITO,O,X,X,X,X,O,O
LSJZIOT,O,O,X,X,X,O,O
LSJZOTI,O,O,X,O,X,O,O
LSJZOIT,O,O,X,X,X,O,O
LSJOTIZ,X,O,X,X,X,O,X
LSJOTZI,X,O,X,X,X,O,O
LSJOITZ,X,O,X,X,X,O,O
LSJOIZT,O,O,X,X,X,O,O
LSJOZTI,O,O,X,O,X,O,O
LSJOZIT,O,O,X,X,X,O,O
LSZTIJO,O,O,O,X,O,X,X
LSZTIOJ,O,O,O,X,O,X,X
LSZTJIO,O,O,O,O,O,X,X
LSZTJOI,O,O,O,O,O,X,X
LSZTOIJ,O,O,O,X,O,X,X
LSZTOJI,O,O,O,O,O,X,X
LSZITJO,O,X,X,X,O,X,X
LSZITOJ,O,X,X,X,O,X,X
LSZIJTO,O,X,X,X,X,X,O
LSZIJOT,O,O,X,X,X,X,O
LSZIOTJ,O,X,X,X,O,X,X
LSZIOJT,O,O,X,X,X,X,O
LSZJTIO,O,O,X,O,X,O,X
LSZJTOI,O,O,X,O,X,O,O
LSZJITO,O,X,X,X,X,O,O
LSZJIOT,O,O,X,X,X,O,O
LSZJOTI,O,O,X,O,X,O,O
LSZJOIT,O,O,X,X,X,O,O
LSZOTIJ,O,O,O,X,O,X,X
LSZOTJI,O,O,O,O,O,X,X
LSZOITJ,O,X,X,X,O,X,X
LSZOIJT,O,O,X,X,X,X,O
LSZOJTI,O,O,X,O,X,O,O
LSZOJIT,O,O,X,X,X,O,O
LSOTIJZ,O,O,O,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,X,X,O,X
LSOTJZI,O,O,O,X,X,O,X
LSOTZIJ,O,O,O,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,O,O
LSOIJZT,O,O,X,X,X,O,O
LSOIZTJ,O,X,X,X,O,X,X
LSOIZJT,O,O,X,X,X,X,O
LSOJTIZ,X,O,X,X,X,O,X
LSOJTZI,X,O,X,X,X,O,O
LSOJITZ,X,O,X,X,X,O,O
LSOJIZT,O,O,X,X,X,O,O
LSOJZTI,O,O,X,O,X,O,O
LSOJZIT,O,O,X,X,X,O,O
LSOZTIJ,O,O,O,X,O,X,X
LSOZTJI,O,O,O,O,O,X,X
LSOZITJ,O,X,X,X,O,X,X
LSOZIJT,O,O,X,X,X,X,O
LSOZJTI,O,O,X,O,X,O,O
LSOZJIT,O,O,X,X,X,O,O
LZTIJSO,O,X,O,O,O,X,X
LZTIJOS,O,X,O,O,O,X,X
LZTISJO,O,X,O,X,O,X,X
LZTISOJ,O,X,O,X,O,X,X
LZTIOJS,O,X,O,O,O,X,X
LZTIOSJ,O,X,O,X,O,X,X
LZTJISO,O,X,O,O,O,X,X
LZTJIOS,O,X,O,O,O,O,X
LZTJSIO,O,X,O,O,O,O,X
LZTJSOI,O,X,O,O,O,O,X
LZTJOIS,O,X,O,O,O,O,X
LZTJOSI,O,X,O,O,O,O,X
LZTSIJO,O,O,O,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,X
LZTSJIO,O,O,O,O,O,X,X
LZTSJOI,O,O,O,O,O,X,X
LZTSOIJ,O,O,O,X,O,X,X
LZTSOJI,O,O,O,O,O,X,X
LZTOIJS,O,X,O,O,O,X,X
LZTOISJ,O,X,O,X,O,X,X
LZTOJIS,O,X,O,O,O,O,X
LZTOJSI,O,X,O,O,O,O,X
LZTOSIJ,O,O,O,X,O,X,X
LZTOSJI,O,O,O,O,O,X,X
LZITJSO,O,X,O,O,O,X,X
LZITJOS,O,X,O,O,O,X,X
LZITSJO,O,X,O,X,O,X,X
LZITSOJ,O,X,O,X,O,X,X
LZITOJS,O,X,O,O,O,X,X
LZITOSJ,O,X,O,X,O,X,X
LZIJTSO,X,X,X,O,O,X,X
LZIJTOS,O,X,X,O,O,X,X
LZIJSTO,X,X,X,X,X,X,O
LZIJSOT,O,X,X,X,X,X,O
LZIJOTS,O,X,O,O,O,X,X
LZIJOST,O,X,X,X,X,X,O
LZISTJO,O,X,X,X,O,X,X
LZISTOJ,O,X,X,X,O,X,X
LZISJTO,O,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,O,X,X,X,O,X,X
LZISOJT,O,X,X,X,X,X,X
LZIOTJS,O,X,O,O,O,X,X
LZIOTSJ,O,X,O,X,O,X,X
LZIOJTS,O,X,O,O,O,X,X
LZIOJST,O,X,X,X,X,X,O
LZIOSTJ,O,X,X,X,O,X,X
LZIOSJT,O,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,X,X
LZJTIOS,O,X,O,O,O,O,X
LZJTSIO,O,X,O,O,O,O,X
LZJTSOI,O,X,O,O,O,O,X
LZJTOIS,O,X,O,O,O,O,O
LZJTOSI,O,X,O,O,O,O,O
LZJITSO,X,X,X,O,O,X,X
LZJITOS,O,X,X,O,O,O,X
LZJISTO,X,X,X,X,X,X,O
LZJISOT,O,X,X,X,X,X,O
LZJIOTS,O,X,O,O,O,O,O
LZJIOST,O,X,X,X,X,X,O
LZJSTIO,O,X,X,O,X,O,X
LZJSTOI,O,X,X,O,X,O,O
LZJSITO,O,X,X,X,X,O,O
LZJSIOT,O,X,X,X,X,O,O
LZJSOTI,O,X,X,O,X,O,O
LZJSOIT,O,X,X,X,X,O,O
LZJOTIS,O,X,O,O,O,O,O
LZJOTSI,O,X,O,O,O,O,O
LZJOITS,O,X,O,O,O,O,O
LZJOIST,O,X,X,X,X,X,O
LZJOSTI,O,X,X,O,X,O,O
LZJOSIT,O,X,X,X,X,O,O
LZSTIJO,O,O,O,X,O,X,X
LZSTIOJ,O,O,O,X,O,X,X
LZSTJIO,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,X,O,X,X
LZSTOJI,O,O,O,O,O,X,X
LZSITJO,O,X,X,X,O,X,X
LZSITOJ,O,X,X,X,O,X,X
LZSIJTO,O,X,X,X,X,X,O
LZSIJOT,O,O,X,X,X,X,O
LZSIOTJ,O,X,X,X,O,X,X
LZSIOJT,O,O,X,X,X,X,O
LZSJTIO,O,O,X,O,X,O,X
LZSJTOI,O,O,X,O,X,O,O
LZSJITO,O,X,X,X,X,O,O
LZSJIOT,O,O,X,X,X,O,O
LZSJOTI,O,O,X,O,X,O,O
LZSJOIT,O,O,X,X,X,O,O
LZSOTIJ,O,O,O,X,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,X,X,X,O,X,X
LZSOIJT,O,O,X,X,X,X,O
LZSOJTI,O,O,X,O,X,O,O
LZSOJIT,O,O,X,X,X,O,O
LZOTIJS,O,X,O,O,O,X,X
LZOTISJ,O,X,O,X,O,X,X
LZOTJIS,O,X,O,O,O,O,X
LZOTJSI,O,X,O,O,O,O,X
LZOTSIJ,O,O,O,X,O,X,X
LZOTSJI,O,O,O,O,O,X,X
LZOITJS,O,X,O,O,O,X,X
LZOITSJ,O,X,O,X,O,X,X
LZOIJTS,O,X,O,O,O,X,X
LZOIJST,O,X,X,X,X,X,O
LZOISTJ,O,X,X,X,O,X,X
LZOISJT,O,X,X,X,X,X,X
LZOJTIS,O,X,O,O,O,O,O
LZOJTSI,O,X,O,O,O,O,O
LZOJITS,O,X,O,O,O,O,O
LZOJIST,O,X,X,X,X,X,O
LZOJSTI,O,X,X,O,X,O,O
LZOJSIT,O,X,X,X,X,O,O
LZOSTIJ,O,O,O,X,O,X,X
LZOSTJI,O,O,O,O,O,X,X
LZOSITJ,O,X,X,X,O,X,X
LZOSIJT,O,O,X,X,X,X,O
LZOSJTI,O,O,X,O,X,O,O
LZOSJIT,O,O,X,X,X,O,O
LOTIJSZ,X,X,O,X,X,O,X
LOTIJZS,O,X,O,X,O,O,X
LOTISJZ,X,O,O,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X
LOTIZJS,O,X,O,X,O,X,X
LOTIZSJ,O,X,O,X,O,X,X
LOTJISZ,X,X,O,X,X,O,X
LOTJIZS,O,X,O,X,O,O,X
LOTJSIZ,X,O,O,X,X,O,X
LOTJSZI,X,O,O,X,X,O,X
LOTJZIS,O,X,O,O,X,O,X
LOTJZSI,O,X,O,O,X,O,X
LOTSIJZ,X,O,O,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X
LOTSJIZ,X,O,O,X,X,O,X
LOTSJZI,X,O,O,X,X,O,X
LOTSZIJ,O,O,O,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X
LOTZIJS,O,X,O,O,O,X,X
LOTZISJ,O,X,O,X,O,X,X
LOTZJIS,O,X,O,O,O,O,X
LOTZJSI,O,X,O,O,O,O,X
LOTZSIJ,O,O,O,X,O,X,X
LOTZSJI,O,O,O,O,O,X,X
LOITJSZ,X,X,O,X,X,O,X
LOITJZS,O,X,O,X,O,O,X
LOITSJZ,X,O,O,X,X,X,X
LOITSZJ,O,O,O,X,X,X,X
LOITZJS,O,X,O,X,O,X,X
LOITZSJ,O,X,O,X,O,X,X
LOIJTSZ,X,X,X,X,X,O,X
LOIJTZS,O,X,X,X,X,O,X
LOIJSTZ,X,X,X,X,X,O,O
LOIJSZT,O,X,X,X,X,O,O
LOIJZTS,O,X,X,O,O,O,X
LOIJZST,O,X,X,X,X,X,O
LOISTJZ,O,O,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X
LOISJTZ,X,O,X,X,X,O,X
LOISJZT,O,O,X,X,X,O,X
LOISZTJ,O,X,X,X,O,X,X
LOISZJT,O,O,X,X,X,X,X
LOIZTJS,O,X,O,O,O,X,X
LOIZTSJ,O,X,O,X,O,X,X
LOIZJTS,O,X,X,O,O,X,X
LOIZJST,O,X,X,X,X,X,O
LOIZSTJ,O,X,X,X,O,X,X
LOIZSJT,O,X,X,X,X,X,X
LOJTISZ,X,X,O,X,X,O,X
LOJTIZS,O,X,O,X,X,O,X
LOJTSIZ,X,O,O,X,X,O,X
LOJTSZI,X,O,O,X,X,O,X
LOJTZIS,O,X,O,O,X,O,O
LOJTZSI,O,X,O,O,X,O,O
LOJITSZ,X,X,X,X,X,O,X
LOJITZS,O,X,X,X,X,O,X
LOJISTZ,X,X,X,X,X,O,O
LOJISZT,O,X,X,X,X,O,O
LOJIZTS,O,X,X,O,O,O,O
LOJIZST,O,X,X,X,X,X,O
LOJSTIZ,X,O,X,X,X,O,X
LOJSTZI,X,O,X,X,X,O,O
LOJSITZ,X,O,X,X,X,O,O
LOJSIZT,O,O,X,X,X,O,O
LOJSZTI,O,O,X,O,X,O,O
LOJSZIT,O,O,X,X,X,O,O
LOJZTIS,O,X,O,O,O,O,O
LOJZTSI,O,X,O,O,O,O,O
LOJZITS,O,X,O,O,O,O,O
LOJZIST,O,X,X,X,X,X,O
LOJZSTI,O,X,X,O,X,O,O
LOJZSIT,O,X,X,X,X,O,O
LOSTIJZ,O,O,O,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X
LOSTJIZ,O,O,O,X,X,O,X
LOSTJZI,O,O,O,X,X,O,X
LOSTZIJ,O,O,O,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,O,O
LOSIJZT,O,O,X,X,X,O,O
LOSIZTJ,O,X,X,X,O,X,X
LOSIZJT,O,O,X,X,X,X,O
LOSJTIZ,X,O,X,X,X,O,X
LOSJTZI,X,O,X,X,X,O,O
LOSJITZ,X,O,X,X,X,O,O
LOSJIZT,O,O,X,X,X,O,O
LOSJZTI,O,O,X,O,X,O,O
LOSJZIT,O,O,X,X,X,O,O
LOSZTIJ,O,O,O,X,O,X,X
LOSZTJI,O,O,O,O,O,X,X
LOSZITJ,O,X,X,X,O,X,X
LOSZIJT,O,O,X,X,X,X,O
LOSZJTI,O,O,X,O,X,O,O
LOSZJIT,O,O,X,X,X,O,O
LOZTIJS,O,X,O,O,O,X,X
LOZTISJ,O,X,O,X,O,X,X
LOZTJIS,O,X,O,O,O,O,X
LOZTJSI,O,X,O,O,O,O,X
LOZTSIJ,O,O,O,X,O,X,X
LOZTSJI,O,O,O,O,O,X,X
LOZITJS,O,X,O,O,O,X,X
LOZITSJ,O,X,O,X,O,X,X
LOZIJTS,O,X,O,O,O,X,X
LOZIJST,O,X,X,X,X,X,O
LOZISTJ,O,X,X,X,O,X,X
LOZISJT,O,X,X,X,X,X,X
LOZJTIS,O,X,O,O,O,O,O
LOZJTSI,O,X,O,O,O,O,O
LOZJITS,O,X,O,O,O,O,O
LOZJIST,O,X,X,X,X,X,O
LOZJSTI,O,X,X,O,X,O,O
LOZJSIT,O,X,X,X,X,O,O
LOZSTIJ,O,O,O,X,O,X,X
LOZSTJI,O,O,O,O,O,X,X
LOZSITJ,O,X,X,X,O,X,X
LOZSIJT,O,O,X,X,X,X,O
LOZSJTI,O,O,X,O,X,O,O
LOZSJIT,O,O,X,X,X,O,O
JTILSZO,X,X,O,X,X,O,X
JTILSOZ,X,X,O,X,X,O,X
JTILZSO,O,X,O,X,X,X,X
JTILZOS,O,X,O,X,X,O,X
JTILOSZ,X,X,O,X,X,O,X
JTILOZS,O,X,O,X,O,O,X
JTISLZO,X,X,X,X,X,X,O
JTISLOZ,X,X,X,X,X,O,O
JTISZLO,X,X,X,X,X,X,O
JTISZOL,X,X,X,X,X,X,O
JTISOLZ,X,X,X,X,X,O,O
JTISOZL,X,X,X,X,O,X,O
JTIZLSO,X,X,O,X,X,X,X
JTIZLOS,O,X,O,X,X,O,X
JTIZSLO,X,X,X,X,X,X,O
JTIZSOL,O,X,O,X,X,X,O
JTIZOLS,O,X,O,X,O,O,X
JTIZOSL,O,X,O,X,O,X,O
JTIOLSZ,X,X,O,X,X,O,X
JTIOLZS,O,X,O,X,O,O,X
JTIOSLZ,X,X,X,X,X,O,O
JTIOSZL,X,X,X,X,O,X,O
JTIOZLS,O,X,O,X,O,O,X
JTIOZSL,O,X,O,X,O,X,O
JTLISZO,X,X,O,X,X,O,X
JTLISOZ,X,X,O,X,X,O,X
JTLIZSO,O,X,O,X,X,X,X
JTLIZOS,O,X,O,X,X,O,X
JTLIOSZ,X,X,O,X,X,O,X
JTLIOZS,O,X,O,X,O,O,X
JTLSIZO,X,O,O,X,X,O,X
JTLSIOZ,X,O,O,X,X,O,X
JTLSZIO,X,O,O,X,X,O,X
JTLSZOI,X,O,O,X,X,O,X
JTLSOIZ,X,O,O,X,X,O,X
JTLSOZI,X,O,O,X,X,O,X
JTLZISO,O,X,O,O,X,X,X
JTLZIOS,O,X,O,O,X,O,X
JTLZSIO,O,X,O,O,X,O,X
JTLZSOI,O,X,O,O,X,O,X
JTLZOIS,O,X,O,O,X,O,O
JTLZOSI,O,X,O,O,X,O,O
JTLOISZ,X,X,O,X,X,O,X
JTLOIZS,O,X,O,X,O,O,X
JTLOSIZ,X,O,O,X,X,O,X
JTLOSZI,X,O,O,X,X,O,X
JTLOZIS,O,X,O,O,X,O,O
JTLOZSI,O,X,O,O,X,O,O
JTSILZO,X,O,X,X,X,X,O
JTSILOZ,X,O,X,X,X,O,O
JTSIZLO,X,O,X,X,X,X,O
JTSIZOL,X,O,X,X,X,X,O
JTSIOLZ,X,O,X,X,X,O,O
JTSIOZL,X,O,X,X,O,X,O
JTSLIZO,X,O,O,X,X,O,X
JTSLIOZ,X,O,O,X,X,O,X
JTSLZIO,X,O,O,X,X,O,X
JTSLZOI,X,O,O,X,X,O,O
JTSLOIZ,X,O,O,X,X,O,X
JTSLOZI,X,O,O,X,X,O,O
JTSZILO,X,O,X,X,X,X,O
JTSZIOL,X,O,O,X,X,X,O
JTSZLIO,X,O,O,X,X,X,X
JTSZLOI,X,O,O,X,X,X,O
JTSZOIL,X,O,O,X,X,X,O
JTSZOLI,X,O,O,X,X,X,O
JTSOILZ,X,O,X,X,X,O,O
JTSOIZL,X,O,X,X,O,X,O
JTSOLIZ,X,O,O,X,X,O,X
JTSOLZI,X,O,O,X,X,O,O
JTSOZIL,X,O,O,X,X,X,O
JTSOZLI,X,O,O,X,X,X,O
JTZILSO,O,X,O,O,O,X,X
JTZILOS,O,X,O,O,O,O,X
JTZISLO,X,X,X,X,X,X,O
JTZISOL,O,X,O,X,O,X,O
JTZIOLS,O,X,O,O,O,O,X
JTZIOSL,O,X,O,X,O,X,O
JTZLISO,O,X,O,O,O,X,X
JTZLIOS,O,X,O,O,O,O,X
JTZLSIO,O,X,O,O,O,O,X
JTZLSOI,O,X,O,O,O,O,X
JTZLOIS,O,X,O,O,O,O,O
JTZLOSI,O,X,O,O,O,O,O
JTZSILO,X,X,X,X,X,X,O
JTZSIOL,O,X,O,X,O,X,O
JTZSLIO,O,X,O,O,O,X,X
JTZSLOI,O,X,O,O,O,X,O
JTZSOIL,O,X,O,X,O,X,O
JTZSOLI,O,X,O,O,O,X,O
JTZOILS,O,X,O,O,O,O,X
JTZOISL,O,X,O,X,O,X,O
JTZOLIS,O,X,O,O,O,O,O
JTZOLSI,O,X,O,O,O,O,O
JTZOSIL,O,X,O,X,O,X,O
JTZOSLI,O,X,O,O,O,X,O
JTOILSZ,X,X,O,X,X,O,X
JTOILZS,O,X,O,X,O,O,X
JTOISLZ,X,X,X,X,X,O,O
JTOISZL,X,X,X,X,O,X,O
JTOIZLS,O,X,O,X,O,O,X
JTOIZSL,O,X,O,X,O,X,O
JTOLISZ,X,X,O,X,X,O,X
JTOLIZS,O,X,O,X,O,O,X
JTOLSIZ,X,O,O,X,X,O,X
JTOLSZI,X,O,O,X,X,O,X
JTOLZIS,O,X,O,O,X,O,O
JTOLZSI,O,X,O,O,X,O,O
JTOSILZ,X,O,X,X,X,O,O
JTOSIZL,X,O,X,X,O,X,O
JTOSLIZ,X,O,O,X,X,O,X
JTOSLZI,X,O,O,X,X,O,O
JTOSZIL,X,O,O,X,X,X,O
JTOSZLI,X,O,O,X,X,X,O
JTOZILS,O,X,O,O,O,O,X
JTOZISL,O,X,O,X,O,X,O
JTOZLIS,O,X,O,O,O,O,O
JTOZLSI,O,X,O,O,O,O,O
JTOZSIL,O,X,O,X,O,X,O
JTOZSLI,O,X,O,O,O,X,O
JITLSZO,X,X,O,X,X,O,X
JITLSOZ,X,X,O,X,X,O,X
JITLZSO,O,X,O,X,X,X,X
JITLZOS,O,X,O,X,X,O,X
JITLOSZ,X,X,O,X,X,O,X
JITLOZS,O,X,O,X,O,O,X
JITSLZO,X,X,X,X,X,X,O
JITSLOZ,X,X,X,X,X,O,O
JITSZLO,X,X,X,X,X,X,O
JITSZOL,X,X,X,X,X,X,O
JITSOLZ,X,X,X,X,X,O,O
JITSOZL,X,X,X,X,O,X,O
JITZLSO,X,X,O,X,X,X,X
JITZLOS,O,X,O,X,X,O,X
JITZSLO,X,X,X,X,X,X,O
JITZSOL,O,X,O,X,X,X,O
JITZOLS,O,X,O,X,O,O,X
JITZOSL,O,X,O,X,O,X,O
JITOLSZ,X,X,O,X,X,O,X
JITOLZS,O,X,O,X,O,O,X
JITOSLZ,X,X,X,X,X,O,O
JITOSZL,X,X,X,X,O,X,O
JITOZLS,O,X,O,X,O,O,X
JITOZSL,O,X,O,X,O,X,O
JILTSZO,X,X,X,X,X,O,X
JILTSOZ,X,X,X,X,X,O,X
JILTZSO,O,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,O,X
JILTOSZ,X,X,X,X,X,O,X
JILTOZS,O,X,X,X,X,O,X
JILSTZO,X,X,X,X,X,O,O
JILSTOZ,X,X,X,X,X,O,O
JILSZTO,O,X,X,X,X,O,O
JILSZOT,O,X,X,X,X,O,O
JILSOTZ,X,X,X,X,X,O,O
JILSOZT,O,X,X,X,X,O,O
JILZTSO,X,X,X,O,O,X,X
JILZTOS,O,X,X,O,O,O,X
JILZSTO,X,X,X,X,X,X,O
JILZSOT,O,X,X,X,X,X,O
JILZOTS,O,X,X,O,O,O,O
JILZOST,O,X,X,X,X,X,O
JILOTSZ,X,X,X,X,X,O,X
JILOTZS,O,X,X,X,X,O,X
JILOSTZ,X,X,X,X,X,O,O
JILOSZT,O,X,X,X,X,O,O
JILOZTS,O,X,X,O,O,O,O
JILOZST,O,X,X,X,X,X,O
JISTLZO,O,X,X,X,X,X,O
JISTLOZ,O,X,X,X,X,O,O
JISTZLO,O,X,X,X,X,X,O
JISTZOL,O,X,X,X,X,X,O
JISTOLZ,O,X,X,X,X,O,O
JISTOZL,O,X,X,X,X,X,O
JISLTZO,X,X,X,X,X,X,O
JISLTOZ,X,X,X,X,X,O,O
JISLZTO,O,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,X,O
JISLOTZ,X,X,X,X,X,O,O
JISLOZT,O,X,X,X,X,X,O
JISZTLO,X,X,X,X,X,X,O
JISZTOL,O,X,X,X,X,X,O
JISZLTO,X,X,X,X,X,X,O
JISZLOT,O,X,X,X,X,X,O
JISZOTL,O,X,X,X,X,X,O
JISZOLT,O,X,X,X,X,X,O
JISOTLZ,O,X,X,X,X,O,O
JISOTZL,O,X,X,X,X,X,O
JISOLTZ,X,X,X,X,X,O,O
JISOLZT,O,X,X,X,X,X,O
JISOZTL,O,X,X,X,X,X,O
JISOZLT,O,X,X,X,X,X,O
JIZTLSO,X,X,O,O,O,X,X
JIZTLOS,X,X,O,O,O,O,X
JIZTSLO,X,X,X,X,X,X,O
JIZTSOL,X,X,O,X,O,X,O
JIZTOLS,O,X,O,O,O,O,X
JIZTOSL,O,X,O,X,O,X,O
JIZLTSO,X,X,X,O,O,X,X
JIZLTOS,X,X,X,O,O,O,X
JIZLSTO,X,X,X,X,X,X,O
JIZLSOT,X,X,X,X,X,X,O
JIZLOTS,O,X,O,O,O,O,O
JIZLOST,O,X,X,X,X,X,O
JIZSTLO,X,X,X,X,X,X,O
JIZSTOL,X,X,X,X,X,X,O
JIZSLTO,X,X,X,X,X,X,O
JIZSLOT,X,X,X,X,X,X,O
JIZSOTL,O,X,O,X,X,X,O
JIZSOLT,O,X,X,X,X,X,O
JIZOTLS,O,X,O,O,O,O,X
JIZOTSL,O,X,O,X,O,X,O
JIZOLTS,O,X,O,O,O,O,O
JIZOLST,O,X,X,X,X,X,O
JIZOSTL,O,X,O,X,X,X,O
JIZOSLT,O,X,X,X,X,X,O
JIOTLSZ,X,X,O,X,X,O,X
JIOTLZS,O,X,O,X,O,O,X
JIOTSLZ,X,X,X,X,X,O,O
JIOTSZL,X,X,X,X,O,X,O
JIOTZLS,O,X,O,X,O,O,X
JIOTZSL,O,X,O,X,O,X,O
JIOLTSZ,X,X,X,X,X,O,X
JIOLTZS,O,X,X,X,X,O,X
JIOLSTZ,X,X,X,X,X,O,O
JIOLSZT,O,X,X,X,X,O,O
JIOLZTS,O,X,X,O,O,O,O
JIOLZST,O,X,X,X,X,X,O
JIOSTLZ,O,X,X,X,X,O,O
JIOSTZL,O,X,X,X,X,X,O
JIOSLTZ,X,X,X,X,X,O,O
JIOSLZT,O,X,X,X,X,X,O
JIOSZTL,O,X,X,X,X,X,O
JIOSZLT,O,X,X,X,X,X,O
JIOZTLS,O,X,O,O,O,O,X
JIOZTSL,O,X,O,X,O,X,O
JIOZLTS,O,X,O,O,O,O,O
JIOZLST,O,X,X,X,X,X,O
JIOZSTL,O,X,O,X,X,X,O
JIOZSLT,O,X,X,X,X,X,O
JLTISZO,X,X,O,X,X,O,X
JLTISOZ,X,X,O,X,X,O,X
JLTIZSO,O,X,O,X,X,X,X
JLTIZOS,O,X,O,X,X,O,X
JLTIOSZ,X,X,O,X,X,O,X
JLTIOZS,O,X,O,X,X,O,X
JLTSIZO,X,O,O,X,X,O,X
JLTSIOZ,X,O,O,X,X,O,X
JLTSZIO,X,O,O,X,X,O,X
JLTSZOI,X,O,O,X,X,O,X
JLTSOIZ,X,O,O,X,X,O,X
JLTSOZI,X,O,O,X,X,O,X
JLTZISO,O,X,O,O,X,X,X
JLTZIOS,O,X,O,O,X,O,X
JLTZSIO,O,X,O,O,X,O,X
JLTZSOI,O,X,O,O,X,O,X
JLTZOIS,O,X,O,O,X,O,O
JLTZOSI,O,X,O,O,X,O,O
JLTOISZ,X,X,O,X,X,O,X
JLTOIZS,O,X,O,X,X,O,X
JLTOSIZ,X,O,O,X,X,O,X
JLTOSZI,X,O,O,X,X,O,X
JLTOZIS,O,X,O,O,X,O,O
JLTOZSI,O,X,O,O,X,O,O
JLITSZO,X,X,X,X,X,O,X
JLITSOZ,X,X,X,X,X,O,X
JLITZSO,O,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,O,X
JLITOSZ,X,X,X,X,X,O,X
JLITOZS,O,X,X,X,X,O,X
JLISTZO,X,X,X,X,X,O,O
JLISTOZ,X,X,X,X,X,O,O
JLISZTO,O,X,X,X,X,O,O
JLISZOT,O,X,X,X,X,O,O
JLISOTZ,X,X,X,X,X,O,O
JLISOZT,O,X,X,X,X,O,O
JLIZTSO,X,X,X,O,O,X,X
JLIZTOS,O,X,X,O,O,O,X
JLIZSTO,X,X,X,X,X,X,O
JLIZSOT,O,X,X,X,X,X,O
JLIZOTS,O,X,X,O,O,O,O
JLIZOST,O,X,X,X,X,X,O
JLIOTSZ,X,X,X,X,X,O,X
JLIOTZS,O,X,X,X,X,O,X
JLIOSTZ,X,X,X,X,X,O,O
JLIOSZT,O,X,X,X,X,O,O
