sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
JOIZSLT,O,O,O,O,X,O,X,X,X,O,X,O
JOLTISZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,O,X,X,O,O
JOLTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLTSZI,O,O,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X,O,X,X,X,O
JOLTZSI,O,O,O,X,O,X,X,X,X,X,X,O
JOLITSZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,O,X,X,O,O
JOLISTZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X,O,X,X
JOLIZTS,O,O,X,X,X,X,X,O,X,O,X,O
JOLIZST,O,O,O,X,O,X,X,X,X,O,X,O
JOLSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLSTZI,O,O,X,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,X,X,O,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,X,O,X,X
JOLSZTI,O,O,X,X,O,X,X,X,O,X,X,X
JOLSZIT,O,O,X,X,O,X,X,X,X,O,X,X
JOLZTIS,O,O,X,X,X,X,X,O,X,O,X,O
JOLZTSI,O,O,O,X,O,X,X,X,X,O,X,O
JOLZITS,O,O,X,X,X,X,X,O,X,O,X,O
JOLZIST,O,O,O,X,O,X,X,X,X,O,X,O
JOLZSTI,O,O,O,X,O,X,X,X,X,X,X,O
JOLZSIT,O,O,O,X,O,X,X,X,X,O,X,O
JOSTILZ,O,O,X,X,X,X,X,O,X,X,X,X
JOSTIZL,O,X,X,X,X,X,X,O,X,O,X,X
JOSTLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOSTLZI,O,O,X,X,O,X,X,X,X,X,X,X
JOSTZIL,O,X,O,X,X,X,X,X,X,O,X,X
JOSTZLI,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,O,O,X,X,X,X
JOSITZL,O,X,X,X,X,X,O,O,X,O,X,X
JOSILTZ,O,O,X,X,O,X,X,O,X,X,X,X
JOSILZT,O,O,X,X,O,O,X,X,X,O,X,X
JOSIZTL,O,X,O,X,X,O,O,X,X,O,X,X
JOSIZLT,O,O,O,X,X,O,X,X,X,O,X,X
JOSLTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOSLTZI,O,O,X,X,O,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,O,X,X,O,X,X,X,X
JOSLIZT,O,O,X,X,O,O,X,X,X,O,X,X
JOSLZTI,O,O,X,X,O,X,X,X,O,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X,O,X,X
JOSZTIL,O,X,O,X,X,X,X,X,O,O,X,X
JOSZTLI,O,X,O,X,X,X,X,X,O,O,X,X
JOSZITL,O,X,O,X,X,X,O,X,X,O,X,X
JOSZILT,O,O,O,X,X,X,X,X,X,O,X,X
JOSZLTI,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X,X,O,X,X
JOZTILS,O,X,X,O,X,X,X,O,X,O,X,O
JOZTISL,O,X,O,O,X,X,X,O,X,O,X,O
JOZTLIS,O,X,X,X,X,X,X,O,X,O,X,O
JOZTLSI,O,X,O,X,O,X,X,X,X,O,X,O
JOZTSIL,O,X,O,O,X,X,X,X,X,O,X,O
JOZTSLI,O,X,O,X,X,X,X,X,X,O,X,O
JOZITLS,O,X,X,O,X,X,O,O,X,O,X,O
JOZITSL,O,X,O,O,X,X,O,O,X,O,X,O
JOZILTS,O,O,X,O,X,X,X,O,X,O,X,O
JOZILST,O,O,O,O,O,X,X,X,X,O,X,O
JOZISTL,O,X,O,O,X,X,O,X,X,O,X,O
JOZISLT,O,O,O,O,X,X,X,X,X,O,X,O
JOZLTIS,O,O,X,X,X,X,X,O,X,O,X,O
JOZLTSI,O,O,O,X,O,X,X,X,X,O,X,O
JOZLITS,O,O,X,X,X,X,X,O,X,O,X,O
JOZLIST,O,O,O,X,O,X,X,X,X,O,X,O
JOZLSTI,O,O,O,X,O,X,X,X,X,X,X,O
JOZLSIT,O,O,O,X,O,X,X,X,X,O,X,O
JOZSTIL,O,X,O,O,X,X,X,X,X,O,X,O
JOZSTLI,O,X,O,X,X,X,X,X,X,O,X,O
JOZSITL,O,X,O,O,X,X,O,X,X,O,X,O
JOZSILT,O,O,O,O,X,X,X,X,X,O,X,O
JOZSLTI,O,O,O,X,X,X,X,X,X,X,X,O
JOZSLIT,O,O,O,X,X,X,X,X,X,O,X,O
STILJZO,X,X,X,X,X,X,O,X,X,X,X,X
STILJOZ,X,X,X,X,X,X,O,X,X,X,X,X
STILZJO,X,X,X,O,X,O,O,X,X,X,X,O
STILZOJ,X,X,X,O,X,O,O,X,X,X,X,O
STILOJZ,X,X,X,X,X,X,O,X,X,X,X,X
STILOZJ,X,X,X,O,X,O,O,X,X,X,X,O
STIJLZO,X,X,X,X,X,X,O,O,X,X,X,X
STIJLOZ,X,X,X,X,X,X,O,O,X,X,X,X
STIJZLO,X,X,X,X,X,X,O,O,X,X,X,X
STIJZOL,X,X,X,X,X,X,O,O,X,X,X,X
STIJOLZ,X,X,X,X,X,X,O,O,X,X,X,X
STIJOZL,X,X,X,X,X,X,O,O,X,X,X,X
STIZLJO,X,X,X,O,X,O,O,X,X,X,X,O
STIZLOJ,X,X,X,O,X,O,O,X,X,X,X,O
STIZJLO,X,X,X,X,X,O,O,X,X,X,X,X
STIZJOL,X,X,X,O,X,O,O,X,X,X,X,O
STIZOLJ,X,X,X,O,X,O,O,X,X,X,X,O
STIZOJL,X,X,X,O,X,O,O,X,X,X,X,O
STIOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
STIOLZJ,X,X,X,O,X,O,O,X,X,X,X,O
STIOJLZ,X,X,X,X,X,X,O,O,X,X,X,X
STIOJZL,X,X,X,X,X,X,O,O,X,X,X,X
STIOZLJ,X,X,X,O,X,O,O,X,X,X,X,O
STIOZJL,X,X,X,O,X,O,O,X,X,X,X,O
STLIJZO,X,O,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,X,X,X,X,O,O
STLIZOJ,X,O,X,X,X,O,X,X,X,X,O,O
STLIOJZ,O,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,O,X,X,X,O,X,X,X,X,O,O
STLJIZO,X,O,X,X,O,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,X,X,X,X,O,X,X,O
STLZIOJ,O,O,X,X,X,X,X,X,O,X,X,O
STLZJIO,O,O,X,X,O,X,X,X,O,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,O,X,X,O
STLZOIJ,O,O,X,X,X,X,X,X,O,X,X,O
STLZOJI,O,O,X,X,O,X,X,X,O,X,X,O
STLOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,O,X,X,X,O,X,X,X,X,O,O
STLOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,O,X,X,O
STLOZJI,O,O,X,X,O,X,X,X,O,X,X,O
STJILZO,X,X,X,X,X,X,X,O,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,O,X,X,X,X
STJIZLO,X,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,O,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,O,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,O,X,O,X,X
STJLIZO,X,O,X,X,O,X,X,O,X,X,X,X
STJLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
STJLZIO,O,O,X,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,X,X,X,X,X,X,X
STJLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
STJLOZI,O,O,X,X,O,X,X,X,X,X,X,X
STJZILO,O,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,X,X,X,X,X,O,X,X
STJZLIO,O,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,X,X,X,X,X,O,X,X
STJZOLI,O,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,O,X,O,X,X
STJOLIZ,O,O,X,X,O,X,X,O,X,X,X,X
STJOLZI,O,O,X,X,O,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,X,X,X,O,X,X
STJOZLI,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,X,X,X,O,X,X,O,X,O,X,X,O
STZILOJ,O,X,X,O,X,X,O,X,O,X,X,O
STZIJLO,O,X,O,X,X,X,O,X,O,X,X,X
STZIJOL,O,X,O,O,X,X,O,X,O,X,X,O
STZIOLJ,O,X,X,O,X,X,O,X,O,X,X,O
STZIOJL,O,X,O,O,X,X,O,X,O,X,X,O
STZLIJO,X,X,X,X,X,X,X,X,O,X,X,O
STZLIOJ,O,X,X,X,X,X,X,X,O,X,X,O
STZLJIO,O,X,O,X,X,X,X,X,O,X,X,X
STZLJOI,O,X,O,X,X,X,X,X,O,X,X,O
STZLOIJ,O,X,X,O,X,X,X,X,O,X,X,O
STZLOJI,O,X,O,X,X,X,X,X,O,X,X,O
STZJILO,O,X,O,X,X,X,X,X,O,X,X,X
STZJIOL,O,X,O,X,X,X,X,X,O,O,X,X
STZJLIO,O,X,O,X,X,X,X,X,O,X,X,X
STZJLOI,O,X,O,X,X,X,X,X,O,X,X,X
STZJOIL,O,X,O,O,X,X,X,X,O,O,X,O
STZJOLI,O,X,O,X,X,X,X,X,O,X,X,O
STZOILJ,O,X,X,O,X,X,O,X,O,X,X,O
STZOIJL,O,X,O,O,X,X,O,X,O,X,X,O
STZOLIJ,O,X,X,O,X,X,X,X,O,X,X,O
STZOLJI,O,X,O,X,X,X,X,X,O,X,X,O
STZOJIL,O,X,O,O,X,X,X,X,O,O,X,O
STZOJLI,O,X,O,X,X,X,X,X,O,X,X,O
STOILJZ,X,X,X,X,X,X,O,X,X,X,X,X
STOILZJ,X,X,X,O,X,O,O,X,X,X,X,O
STOIJLZ,X,X,X,X,X,X,O,O,X,X,X,X
STOIJZL,X,X,X,X,X,X,O,O,X,X,X,X
STOIZLJ,X,X,X,O,X,O,O,X,X,X,X,O
STOIZJL,X,X,X,O,X,O,O,X,X,X,X,O
STOLIJZ,O,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,X,O,X,X,X,O,X,X,X,X,O,O
STOLJIZ,O,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,O,X,X,O
STOLZJI,O,O,X,X,O,X,X,X,O,X,X,O
STOJILZ,O,O,X,X,X,X,X,O,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,O,X,O,X,X
STOJLIZ,O,O,X,X,O,X,X,O,X,X,X,X
STOJLZI,O,O,X,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,X,X,O,X,X
STOJZLI,O,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,O,X,O,X,X,O
STOZIJL,O,X,O,O,X,X,O,X,O,X,X,O
STOZLIJ,O,X,X,O,X,X,X,X,O,X,X,O
STOZLJI,O,X,O,X,X,X,X,X,O,X,X,O
STOZJIL,O,X,O,O,X,X,X,X,O,O,X,O
STOZJLI,O,X,O,X,X,X,X,X,O,X,X,O
SITLJZO,X,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,O,X,X,X,X,X
SITLZJO,X,X,X,O,X,O,O,X,X,X,X,O
SITLZOJ,X,X,X,O,X,O,O,X,X,X,X,O
SITLOJZ,X,X,X,X,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,O,X,O,O,X,X,X,X,O
SITJLZO,X,X,X,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,O,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,X,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,X,X,X,O,X,O,O,X,X,X,X,O
SITZLOJ,X,X,X,O,X,O,O,X,X,X,X,O
SITZJLO,X,X,X,X,X,O,O,X,X,X,X,X
SITZJOL,X,X,X,O,X,O,O,X,X,X,X,O
SITZOLJ,X,X,X,O,X,O,O,X,X,X,X,O
SITZOJL,X,X,X,O,X,O,O,X,X,X,X,O
SITOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
SITOLZJ,X,X,X,O,X,O,O,X,X,X,X,O
SITOJLZ,X,X,X,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,O,X,X,X,X,X
SITOZLJ,X,X,X,O,X,O,O,X,X,X,X,O
SITOZJL,X,X,X,O,X,O,O,X,X,X,X,O
SILTJZO,X,O,X,X,X,X,O,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,O,X,X,X,X,X
SILTZJO,X,X,X,O,X,O,O,X,X,X,X,O
SILTZOJ,X,O,X,O,X,O,O,X,X,X,X,O
SILTOJZ,O,O,X,X,X,X,O,X,X,X,X,X
SILTOZJ,X,O,X,O,X,O,O,X,X,X,X,O
SILJTZO,X,O,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,O,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,O,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,O,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,O,O,X,O,X,X,O
SILZTOJ,O,X,X,O,X,O,O,X,O,X,X,O
SILZJTO,O,X,X,O,X,O,X,X,X,X,X,O
SILZJOT,O,X,X,O,X,O,X,X,X,X,X,O
SILZOTJ,O,X,X,O,X,O,O,X,O,X,X,O
SILZOJT,O,X,X,O,X,O,X,X,X,X,X,O
SILOTJZ,O,O,X,X,X,X,O,X,X,X,X,X
SILOTZJ,X,O,X,O,X,O,O,X,X,X,X,O
SILOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,O,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,O,O,X,O,X,X,O
SILOZJT,O,X,X,O,X,O,X,X,X,X,X,O
SIJTLZO,X,X,X,X,X,X,O,O,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,O,X,X,X,X
SIJTZLO,X,X,X,X,X,X,O,O,X,X,X,X
SIJTZOL,X,X,X,X,X,X,O,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,O,O,X,X,X,X
SIJTOZL,O,X,X,X,X,X,O,O,X,O,X,X
SIJLTZO,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,O,X,X,X,X
SIJLOZT,O,O,X,X,X,O,X,X,X,O,X,X
SIJZTLO,O,X,X,X,X,O,O,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,O,X,X,O,X,X
SIJZLTO,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,O,O,X,X,O,X,X
SIJZOLT,O,O,X,X,X,O,X,X,X,O,X,X
SIJOTLZ,O,O,X,X,X,X,O,O,X,X,X,X
SIJOTZL,O,X,X,X,X,X,O,O,X,O,X,X
SIJOLTZ,O,O,X,X,X,X,X,O,X,X,X,X
SIJOLZT,O,O,X,X,X,O,X,X,X,O,X,X
SIJOZTL,O,X,X,X,X,O,O,X,X,O,X,X
SIJOZLT,O,O,X,X,X,O,X,X,X,O,X,X
SIZTLJO,X,X,X,O,X,O,O,X,O,X,X,O
SIZTLOJ,O,X,X,O,X,O,O,X,O,X,X,O
SIZTJLO,O,X,X,X,X,O,O,X,O,X,X,X
SIZTJOL,O,X,X,O,X,O,O,X,O,X,X,O
SIZTOLJ,O,X,X,O,X,O,O,X,O,X,X,O
SIZTOJL,O,X,X,O,X,O,O,X,O,X,X,O
SIZLTJO,X,X,X,O,X,O,O,X,O,X,X,O
SIZLTOJ,X,X,X,O,X,O,O,X,O,X,X,O
SIZLJTO,X,X,X,O,X,O,X,X,X,X,X,O
SIZLJOT,X,X,X,O,X,O,X,X,X,X,X,O
SIZLOTJ,X,X,X,O,X,O,O,X,O,X,X,O
SIZLOJT,X,X,X,O,X,O,X,X,X,X,X,O
SIZJTLO,O,X,X,X,X,O,O,X,X,X,X,X
SIZJTOL,O,X,X,O,X,O,O,X,X,O,X,O
SIZJLTO,X,X,X,O,X,O,X,X,X,X,X,O
SIZJLOT,O,X,X,O,X,O,X,X,X,O,X,O
SIZJOTL,O,X,X,O,X,O,O,X,X,O,X,O
SIZJOLT,O,X,X,O,X,O,X,X,X,O,X,O
SIZOTLJ,O,X,X,O,X,O,O,X,O,X,X,O
SIZOTJL,O,X,X,O,X,O,O,X,O,X,X,O
SIZOLTJ,X,X,X,O,X,O,O,X,O,X,X,O
SIZOLJT,X,X,X,O,X,O,X,X,X,X,X,O
SIZOJTL,O,X,X,O,X,O,O,X,X,O,X,O
SIZOJLT,O,X,X,O,X,O,X,X,X,O,X,O
SIOTLJZ,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,O,O,X,X,X,X,O
SIOTJLZ,X,X,X,X,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,O,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,O,O,X,X,X,X,O
SIOTZJL,X,X,X,O,X,O,O,X,X,X,X,O
SIOLTJZ,O,O,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,O,O,X,X,X,X,O
SIOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,O,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,X,O,O,X,O,X,X,O
SIOLZJT,O,X,X,O,X,O,X,X,X,X,X,O
SIOJTLZ,O,O,X,X,X,X,O,O,X,X,X,X
SIOJTZL,O,X,X,X,X,X,O,O,X,O,X,X
SIOJLTZ,O,O,X,X,X,X,X,O,X,X,X,X
SIOJLZT,O,O,X,X,X,O,X,X,X,O,X,X
SIOJZTL,O,X,X,X,X,O,O,X,X,O,X,X
SIOJZLT,O,O,X,X,X,O,X,X,X,O,X,X
SIOZTLJ,O,X,X,O,X,O,O,X,O,X,X,O
SIOZTJL,O,X,X,O,X,O,O,X,O,X,X,O
SIOZLTJ,X,X,X,O,X,O,O,X,O,X,X,O
SIOZLJT,X,X,X,O,X,O,X,X,X,X,X,O
SIOZJTL,O,X,X,O,X,O,O,X,X,O,X,O
SIOZJLT,O,X,X,O,X,O,X,X,X,O,X,O
SLTIJZO,X,O,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,X,O,X,X,X,X,O,O
SLTIZOJ,X,O,X,X,X,O,X,X,X,X,O,O
SLTIOJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,O,X,X,X,X,O,O
SLTJIZO,X,O,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,X,X,O,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,X,X,O,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,O,X,X,O
SLTZIOJ,O,O,X,X,X,X,X,X,O,X,X,O
SLTZJIO,O,O,X,X,O,X,X,X,O,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,O,X,X,O
SLTZOIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLTZOJI,O,O,X,X,O,X,X,X,O,X,X,O
SLTOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,O,X,X,X,X,O,O
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLTOZJI,O,O,X,X,O,X,X,X,O,X,X,O
SLITJZO,X,O,X,X,O,X,O,X,X,X,X,X
SLITJOZ,O,O,X,X,O,X,O,X,X,X,X,X
SLITZJO,X,X,X,X,X,O,O,X,X,X,O,O
SLITZOJ,X,O,X,X,X,O,O,X,X,X,O,O
SLITOJZ,O,O,X,X,O,X,O,X,X,X,X,X
SLITOZJ,X,O,X,X,X,O,O,X,X,X,O,O
SLIJTZO,X,O,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,O,O,X,X,X,X,X,X
SLIJZOT,O,O,X,X,O,O,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,O,O,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,O,O,X,O,X,X,O
SLIZTOJ,O,X,X,X,X,O,O,X,O,X,X,O
SLIZJTO,O,X,X,X,X,O,X,X,X,X,X,O
SLIZJOT,O,X,X,X,X,O,X,X,X,X,X,O
SLIZOTJ,O,X,X,X,X,O,O,X,O,X,X,O
SLIZOJT,O,X,X,X,X,O,X,X,X,X,X,O
SLIOTJZ,O,O,X,X,O,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,O,O,X,X,X,O,O
SLIOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,O,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,O,O,X,O,X,X,O
SLIOZJT,O,X,X,X,X,O,X,X,X,X,X,O
SLJTIZO,X,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,O,X,X,O,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,X,X,O,X,X,X,X,X,X,X
SLJITZO,X,O,X,X,O,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,O,O,X,X,X,X,X,X
SLJIZOT,O,O,X,X,O,O,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,O,O,X,X,X,O,X,X
SLJZTIO,O,O,X,X,O,X,X,X,O,X,X,X
SLJZTOI,O,O,X,X,O,X,X,X,O,X,X,X
SLJZITO,O,O,X,X,O,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,O,X,X,X,X,O,X,X
SLJZOTI,O,O,X,X,O,X,X,X,O,X,X,X
SLJZOIT,O,O,X,X,O,X,X,X,X,O,X,X
SLJOTIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,X,X,O,O,X,X,X,O,X,X
SLJOZTI,O,O,X,X,O,X,X,X,O,X,X,X
SLJOZIT,O,O,X,X,O,X,X,X,X,O,X,X
SLZTIJO,O,X,X,X,X,X,X,X,O,X,X,O
SLZTIOJ,O,O,X,X,X,X,X,X,O,X,X,O
SLZTJIO,O,O,X,X,O,X,X,X,O,X,X,X
SLZTJOI,O,O,X,X,O,X,X,X,O,X,X,O
SLZTOIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLZTOJI,O,O,X,X,O,X,X,X,O,X,X,O
SLZITJO,O,X,X,X,X,O,O,X,O,X,X,O
SLZITOJ,O,X,X,X,X,O,O,X,O,X,X,O
SLZIJTO,O,X,X,X,X,O,X,X,X,X,X,O
SLZIJOT,O,X,X,X,X,O,X,X,X,X,X,O
SLZIOTJ,O,X,X,X,X,O,O,X,O,X,X,O
SLZIOJT,O,X,X,X,X,O,X,X,X,X,X,O
SLZJTIO,O,O,X,X,O,X,X,X,O,X,X,X
SLZJTOI,O,O,X,X,O,X,X,X,O,X,X,O
SLZJITO,O,O,X,X,O,X,X,X,X,X,X,O
SLZJIOT,O,O,X,X,O,X,X,X,X,O,X,O
SLZJOTI,O,O,X,X,O,X,X,X,O,X,X,O
SLZJOIT,O,O,X,X,O,X,X,X,X,O,X,O
SLZOTIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLZOTJI,O,O,X,X,O,X,X,X,O,X,X,O
SLZOITJ,O,X,X,X,X,O,O,X,O,X,X,O
SLZOIJT,O,X,X,X,X,O,X,X,X,X,X,O
SLZOJTI,O,O,X,X,O,X,X,X,O,X,X,O
SLZOJIT,O,O,X,X,O,X,X,X,X,O,X,O
SLOTIJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,X,O,X,X,X,X,O,O
SLOTJIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOTJZI,O,O,X,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLOTZJI,O,O,X,X,O,X,X,X,O,X,X,O
SLOITJZ,O,O,X,X,O,X,O,X,X,X,X,X
SLOITZJ,X,O,X,X,X,O,O,X,X,X,O,O
SLOIJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOIJZT,O,O,X,X,O,O,X,X,X,X,X,X
