sequence,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFfgB6gB?TcBOiB0mBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFzaBFcB?XdBclBmmBCrB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFSgBOhB?XdBUgBzmBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFCbBTcB?OiB0gB/qB1wB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFfgB6gB?OiBThB0mBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFCbB0cB?TgB/mBOnBlqB
SZITJOL,X,X,X,O,X,X
SZITOLJ,X,O,X,O,X,O
SZITOJL,X,O,X,O,X,X
SZILTJO,X,X,X,O,X,X
SZILTOJ,X,O,X,O,X,X
SZILJTO,X,O,X,X,X,X
SZILJOT,O,O,X,X,X,X
SZILOTJ,X,O,X,X,X,X
SZILOJT,O,O,X,X,X,X
SZIJTLO,X,X,X,X,X,X
SZIJTOL,X,O,X,X,X,X
SZIJLTO,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X
SZIJOLT,O,X,X,X,X,X
SZIOTLJ,X,O,X,X,X,X
SZIOTJL,X,O,X,X,X,X
SZIOLTJ,X,O,X,X,X,X
SZIOLJT,O,O,X,X,X,X
SZIOJTL,X,O,X,X,X,X
SZIOJLT,O,X,X,X,X,X
SZLTIJO,X,X,X,O,X,X
SZLTIOJ,X,O,X,O,X,X
SZLTJIO,X,X,X,O,X,X
SZLTJOI,X,X,X,O,X,X
SZLTOIJ,X,O,X,O,X,X
SZLTOJI,X,X,X,O,X,X
SZLITJO,X,X,X,O,X,X
SZLITOJ,X,O,X,O,X,X
SZLIJTO,X,O,X,X,X,X
SZLIJOT,O,O,X,X,X,X
SZLIOTJ,X,O,X,X,X,X
SZLIOJT,O,O,X,X,X,X
SZLJTIO,X,O,X,X,X,X
SZLJTOI,X,O,X,X,X,X
SZLJITO,X,O,X,X,X,X
SZLJIOT,O,O,X,X,X,X
SZLJOTI,X,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X
SZLOTIJ,X,O,X,X,X,X
SZLOTJI,X,X,X,X,X,X
SZLOITJ,X,O,X,X,X,X
SZLOIJT,O,O,X,X,X,X
SZLOJTI,X,O,X,X,X,X
SZLOJIT,O,O,X,X,X,X
SZJTILO,X,X,X,X,X,X
SZJTIOL,X,O,X,X,X,X
SZJTLIO,X,X,X,X,X,X
SZJTLOI,X,X,X,X,X,X
SZJTOIL,X,O,X,X,X,X
SZJTOLI,X,X,X,X,X,X
SZJITLO,X,X,X,X,X,X
SZJITOL,X,O,X,X,X,X
SZJILTO,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X
SZJIOTL,X,O,X,X,X,X
SZJIOLT,O,X,X,X,X,X
SZJLTIO,X,X,X,X,X,X
SZJLTOI,X,X,X,X,X,X
SZJLITO,X,X,X,X,X,X
SZJLIOT,O,X,X,X,X,X
SZJLOTI,X,X,X,X,X,X
SZJLOIT,O,X,X,X,X,X
SZJOTIL,X,O,X,X,X,X
SZJOTLI,X,X,X,X,X,X
SZJOITL,X,O,X,X,X,X
SZJOILT,O,X,X,X,X,X
SZJOLTI,X,X,X,X,X,X
SZJOLIT,O,X,X,X,X,X
SZOTILJ,X,O,X,X,X,X
SZOTIJL,X,O,X,X,X,X
SZOTLIJ,X,X,X,X,X,X
SZOTLJI,X,X,X,X,X,X
SZOTJIL,X,X,X,X,X,X
SZOTJLI,X,X,X,X,X,X
SZOITLJ,X,O,X,X,X,X
SZOITJL,X,O,X,X,X,X
SZOILTJ,X,O,X,X,X,X
SZOILJT,O,O,X,X,X,X
SZOIJTL,X,O,X,X,X,X
SZOIJLT,O,X,X,X,X,X
SZOLTIJ,X,O,X,X,X,X
SZOLTJI,X,X,X,X,X,X
SZOLITJ,X,O,X,X,X,X
SZOLIJT,O,O,X,X,X,X
SZOLJTI,X,O,X,X,X,X
SZOLJIT,O,O,X,X,X,X
SZOJTIL,X,O,X,X,X,X
SZOJTLI,X,X,X,X,X,X
SZOJITL,X,O,X,X,X,X
SZOJILT,O,X,X,X,X,X
SZOJLTI,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X
SOTILJZ,X,X,O,X,X,X
SOTILZJ,X,X,X,X,X,X
SOTIJLZ,X,X,O,X,X,X
SOTIJZL,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X
SOTLIJZ,X,X,O,X,X,X
SOTLIZJ,X,X,X,X,X,X
SOTLJIZ,X,X,O,X,X,X
SOTLJZI,X,X,X,X,X,X
SOTLZIJ,X,X,X,X,X,X
SOTLZJI,X,X,X,X,X,X
SOTJILZ,X,X,O,X,X,X
SOTJIZL,X,X,X,X,X,X
SOTJLIZ,X,X,O,X,X,X
SOTJLZI,X,X,X,X,X,X
SOTJZIL,X,X,X,X,X,X
SOTJZLI,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X
SOTZIJL,X,X,X,X,X,X
SOTZLIJ,X,X,X,X,X,X
SOTZLJI,X,X,X,X,X,X
SOTZJIL,X,X,X,X,X,X
SOTZJLI,X,X,X,X,X,X
SOITLJZ,X,X,O,X,X,X
SOITLZJ,X,X,X,X,X,X
SOITJLZ,X,X,O,X,X,X
SOITJZL,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X
SOITZJL,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,X
SOILTZJ,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,X
SOILJZT,X,X,O,X,X,X
SOILZTJ,X,X,X,X,X,X
SOILZJT,X,X,X,X,X,X
SOIJTLZ,X,X,O,X,X,X
SOIJTZL,X,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,X
SOIJLZT,X,X,O,X,X,X
SOIJZTL,X,O,X,X,X,X
SOIJZLT,X,X,X,X,X,X
SOIZTLJ,X,O,X,X,X,X
SOIZTJL,X,O,X,X,X,X
SOIZLTJ,X,O,X,X,X,X
SOIZLJT,X,O,X,X,X,X
SOIZJTL,X,O,X,X,X,X
SOIZJLT,X,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,X
SOLTIZJ,X,X,X,X,X,X
SOLTJIZ,X,X,X,X,X,X
SOLTJZI,X,X,X,X,X,X
SOLTZIJ,X,X,X,X,X,X
SOLTZJI,X,X,X,X,X,X
SOLITJZ,X,X,X,X,X,X
SOLITZJ,X,X,X,X,X,X
SOLIJTZ,X,X,X,X,X,X
SOLIJZT,X,X,O,X,X,X
SOLIZTJ,X,X,X,X,X,X
SOLIZJT,X,X,X,X,X,X
SOLJTIZ,X,X,X,X,X,X
SOLJTZI,X,X,X,X,X,X
SOLJITZ,X,X,X,X,X,X
SOLJIZT,X,X,O,X,X,X
SOLJZTI,X,X,X,X,X,X
SOLJZIT,X,X,X,X,X,X
SOLZTIJ,X,X,X,X,X,X
SOLZTJI,X,X,X,X,X,X
SOLZITJ,X,X,X,X,X,X
SOLZIJT,X,X,X,X,X,X
SOLZJTI,X,X,X,X,X,X
SOLZJIT,X,X,X,X,X,X
SOJTILZ,X,X,O,X,X,X
SOJTIZL,X,X,X,X,X,X
SOJTLIZ,X,X,O,X,X,X
SOJTLZI,X,X,X,X,X,X
SOJTZIL,X,X,X,X,X,X
SOJTZLI,X,X,X,X,X,X
SOJITLZ,X,X,O,X,X,X
SOJITZL,X,X,X,X,X,X
SOJILTZ,X,X,X,X,X,X
SOJILZT,X,X,O,X,X,X
SOJIZTL,X,O,X,X,X,X
SOJIZLT,X,X,X,X,X,X
SOJLTIZ,X,X,X,X,X,X
SOJLTZI,X,X,X,X,X,X
SOJLITZ,X,X,X,X,X,X
SOJLIZT,X,X,O,X,X,X
SOJLZTI,X,X,X,X,X,X
SOJLZIT,X,X,X,X,X,X
SOJZTIL,X,O,X,X,X,X
SOJZTLI,X,X,X,X,X,X
SOJZITL,X,O,X,X,X,X
SOJZILT,X,X,X,X,X,X
SOJZLTI,X,X,X,X,X,X
SOJZLIT,X,X,X,X,X,X
SOZTILJ,X,O,X,X,X,X
SOZTIJL,X,O,X,X,X,X
SOZTLIJ,X,X,X,X,X,X
SOZTLJI,X,X,X,X,X,X
SOZTJIL,X,X,X,X,X,X
SOZTJLI,X,X,X,X,X,X
SOZITLJ,X,O,X,X,X,X
SOZITJL,X,O,X,X,X,X
SOZILTJ,X,O,X,X,X,X
SOZILJT,X,O,X,X,X,X
SOZIJTL,X,O,X,X,X,X
SOZIJLT,X,X,X,X,X,X
SOZLTIJ,X,O,X,X,X,X
SOZLTJI,X,X,X,X,X,X
SOZLITJ,X,O,X,X,X,X
SOZLIJT,X,O,X,X,X,X
SOZLJTI,X,O,X,X,X,X
SOZLJIT,X,O,X,X,X,X
SOZJTIL,X,O,X,X,X,X
SOZJTLI,X,X,X,X,X,X
SOZJITL,X,O,X,X,X,X
SOZJILT,X,X,X,X,X,X
SOZJLTI,X,X,X,X,X,X
SOZJLIT,X,X,X,X,X,X
ZTILJSO,X,X,X,X,X,X
ZTILJOS,X,X,X,X,X,X
ZTILSJO,X,X,X,X,X,X
ZTILSOJ,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,X
ZTILOSJ,X,X,X,X,X,X
ZTIJLSO,X,X,X,X,X,X
ZTIJLOS,X,X,X,X,X,X
ZTIJSLO,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,X,X,X,X,X,X
ZTIOLSJ,X,X,X,X,X,X
ZTIOJLS,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,O,O,X,X,X,X
ZTLIJSO,X,X,X,X,X,X
ZTLIJOS,X,X,X,X,X,X
ZTLISJO,X,X,X,X,X,X
ZTLISOJ,X,X,X,X,X,X
ZTLIOJS,X,X,X,X,X,X
ZTLIOSJ,X,X,X,X,X,X
ZTLJISO,X,X,X,X,X,X
ZTLJIOS,X,X,X,X,X,X
ZTLJSIO,X,X,X,X,X,X
ZTLJSOI,X,X,X,X,X,X
ZTLJOIS,X,X,X,X,X,X
ZTLJOSI,X,X,X,X,X,X
ZTLSIJO,X,X,X,X,X,X
ZTLSIOJ,X,X,X,X,X,X
ZTLSJIO,X,X,X,X,X,X
ZTLSJOI,X,X,X,X,X,X
ZTLSOIJ,X,X,X,X,X,X
ZTLSOJI,X,X,X,X,X,X
ZTLOIJS,X,X,X,X,X,X
ZTLOISJ,X,X,X,X,X,X
ZTLOJIS,X,X,X,X,X,X
ZTLOJSI,X,X,X,X,X,X
ZTLOSIJ,X,X,X,X,X,X
ZTLOSJI,X,X,X,X,X,X
ZTJILSO,X,X,X,X,X,X
ZTJILOS,X,X,X,X,X,X
ZTJISLO,O,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X
ZTJIOLS,X,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,X,X,X,X,X,X
ZTJLIOS,X,X,X,X,X,X
ZTJLSIO,X,X,X,X,X,X
ZTJLSOI,X,X,X,X,X,X
ZTJLOIS,X,X,X,X,X,X
ZTJLOSI,X,X,X,X,X,X
ZTJSILO,O,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X
ZTJSLIO,O,X,X,X,X,X
ZTJSLOI,O,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X
ZTJSOLI,O,X,X,X,X,X
ZTJOILS,X,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X
ZTJOLIS,X,X,X,X,X,X
ZTJOLSI,X,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X
ZTJOSLI,O,X,X,X,X,X
ZTSILJO,O,X,X,X,X,X
ZTSILOJ,O,X,X,X,X,X
ZTSIJLO,O,X,X,X,X,X
ZTSIJOL,O,X,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,X
ZTSLIJO,O,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X
ZTSLJIO,O,X,X,X,X,X
ZTSLJOI,O,X,X,X,X,X
ZTSLOIJ,O,X,X,X,X,X
ZTSLOJI,O,X,X,X,X,X
ZTSJILO,O,X,X,X,X,X
ZTSJIOL,O,X,X,X,X,X
ZTSJLIO,O,X,X,X,X,X
ZTSJLOI,O,X,X,X,X,X
ZTSJOIL,O,X,X,X,X,X
ZTSJOLI,O,X,X,X,X,X
ZTSOILJ,O,O,X,X,X,X
ZTSOIJL,O,O,X,X,X,X
ZTSOLIJ,O,X,X,X,X,X
ZTSOLJI,O,X,X,X,X,X
ZTSOJIL,O,X,X,X,X,X
ZTSOJLI,O,X,X,X,X,X
ZTOILJS,X,X,X,X,X,X
ZTOILSJ,X,X,X,X,X,X
ZTOIJLS,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X
ZTOISLJ,O,O,X,X,X,X
ZTOISJL,O,O,X,X,X,X
ZTOLIJS,X,X,X,X,X,X
ZTOLISJ,X,X,X,X,X,X
ZTOLJIS,X,X,X,X,X,X
ZTOLJSI,X,X,X,X,X,X
ZTOLSIJ,X,X,X,X,X,X
ZTOLSJI,X,X,X,X,X,X
ZTOJILS,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X
ZTOJLIS,X,X,X,X,X,X
ZTOJLSI,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X
ZTOJSLI,O,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,X
ZTOSIJL,O,O,X,X,X,X
ZTOSLIJ,O,X,X,X,X,X
ZTOSLJI,O,X,X,X,X,X
ZTOSJIL,O,X,X,X,X,X
ZTOSJLI,O,X,X,X,X,X
ZITLJSO,X,X,X,X,X,X
ZITLJOS,X,X,X,X,X,X
ZITLSJO,X,X,X,X,X,X
ZITLSOJ,X,X,X,X,X,X
ZITLOJS,X,X,X,X,X,X
ZITLOSJ,X,X,X,X,X,X
ZITJLSO,X,X,X,X,X,X
ZITJLOS,X,X,X,X,X,X
ZITJSLO,O,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X
ZITJOLS,X,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X
ZITSJLO,O,X,X,X,X,X
ZITSJOL,O,X,X,X,X,X
ZITSOLJ,O,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,X,X,X,X,X,X
ZITOLSJ,X,X,X,X,X,X
ZITOJLS,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,O,O,X,X,X,X
ZITOSJL,O,O,X,X,X,X
ZILTJSO,X,O,X,X,X,X
ZILTJOS,X,O,X,X,X,X
ZILTSJO,X,X,X,X,X,X
ZILTSOJ,X,O,X,X,X,X
ZILTOJS,X,O,X,X,X,X
ZILTOSJ,X,O,X,X,X,X
ZILJTSO,X,O,X,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,X,O,X,X,X,X
ZILJSOT,X,O,X,X,X,X
ZILJOTS,X,O,X,X,X,X
ZILJOST,X,O,X,X,X,X
ZILSTJO,X,X,X,X,X,X
ZILSTOJ,X,O,X,X,X,X
ZILSJTO,X,O,X,X,X,X
ZILSJOT,X,O,X,X,X,X
ZILSOTJ,X,O,X,X,X,X
ZILSOJT,X,O,X,X,X,X
ZILOTJS,X,O,X,X,X,X
ZILOTSJ,X,O,X,X,X,X
ZILOJTS,X,O,X,X,X,X
ZILOJST,X,O,X,X,X,X
ZILOSTJ,X,O,X,X,X,X
ZILOSJT,X,O,X,X,X,X
ZIJTLSO,X,X,X,X,X,X
ZIJTLOS,X,X,X,X,X,X
ZIJTSLO,O,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,X
ZIJTOLS,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,X,X,X,X,X,X
ZIJLTOS,X,X,X,X,X,X
ZIJLSTO,X,X,X,X,X,X
ZIJLSOT,X,X,X,X,X,X
ZIJLOTS,X,X,X,X,X,X
ZIJLOST,X,X,X,X,X,X
ZIJSTLO,X,X,X,X,X,X
ZIJSTOL,X,O,X,X,X,X
ZIJSLTO,X,X,X,X,X,X
ZIJSLOT,O,X,X,X,X,X
ZIJSOTL,X,O,X,X,X,X
ZIJSOLT,O,X,X,X,X,X
ZIJOTLS,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X
ZIJOLTS,X,X,X,X,X,X
ZIJOLST,X,X,X,X,X,X
ZIJOSTL,X,O,X,X,X,X
ZIJOSLT,O,X,X,X,X,X
ZISTLJO,X,X,X,X,X,X
ZISTLOJ,X,X,X,X,X,X
ZISTJLO,X,X,X,X,X,X
ZISTJOL,X,X,X,X,X,X
ZISTOLJ,X,O,X,X,X,X
ZISTOJL,X,O,X,X,X,X
ZISLTJO,X,X,X,X,X,X
ZISLTOJ,X,O,X,X,X,X
ZISLJTO,X,O,X,X,X,X
ZISLJOT,O,O,X,X,X,X
ZISLOTJ,X,O,X,X,X,X
ZISLOJT,O,O,X,X,X,X
ZISJTLO,X,X,X,X,X,X
ZISJTOL,X,O,X,X,X,X
ZISJLTO,X,X,X,X,X,X
ZISJLOT,O,X,X,X,X,X
ZISJOTL,X,O,X,X,X,X
ZISJOLT,O,X,X,X,X,X
ZISOTLJ,X,O,X,X,X,X
ZISOTJL,X,O,X,X,X,X
ZISOLTJ,X,O,X,X,X,X
ZISOLJT,O,O,X,X,X,X
ZISOJTL,X,O,X,X,X,X
ZISOJLT,O,X,X,X,X,X
ZIOTLJS,X,X,X,X,X,X
ZIOTLSJ,X,X,X,X,X,X
ZIOTJLS,X,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,O,O,X,X,X,X
ZIOTSJL,O,O,X,X,X,X
ZIOLTJS,X,O,X,X,X,X
ZIOLTSJ,X,O,X,X,X,X
ZIOLJTS,X,O,X,X,X,X
ZIOLJST,X,O,X,X,X,X
ZIOLSTJ,X,O,X,X,X,X
ZIOLSJT,X,O,X,X,X,X
ZIOJTLS,X,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X
ZIOJLTS,X,X,X,X,X,X
ZIOJLST,X,X,X,X,X,X
ZIOJSTL,X,O,X,X,X,X
ZIOJSLT,O,X,X,X,X,X
ZIOSTLJ,X,O,X,X,X,X
ZIOSTJL,X,O,X,X,X,X
ZIOSLTJ,X,O,X,X,X,X
ZIOSLJT,O,O,X,X,X,X
ZIOSJTL,X,O,X,X,X,X
ZIOSJLT,O,X,X,X,X,X
ZLTIJSO,X,O,X,X,X,X
ZLTIJOS,X,O,X,X,X,X
ZLTISJO,X,X,X,X,X,X
ZLTISOJ,X,O,X,X,X,X
ZLTIOJS,X,O,X,X,X,X
ZLTIOSJ,X,O,X,X,X,X
ZLTJISO,X,O,X,X,X,X
ZLTJIOS,X,O,X,X,X,X
ZLTJSIO,X,O,X,X,X,X
ZLTJSOI,X,O,X,X,X,X
ZLTJOIS,X,O,X,X,X,X
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,X,X,X,X,X,X
ZLTSIOJ,X,O,X,X,X,X
ZLTSJIO,X,X,X,X,X,X
ZLTSJOI,X,X,X,X,X,X
ZLTSOIJ,X,O,X,X,X,X
ZLTSOJI,X,X,X,X,X,X
ZLTOIJS,X,O,X,X,X,X
ZLTOISJ,X,O,X,X,X,X
ZLTOJIS,X,O,X,X,X,X
ZLTOJSI,X,O,X,X,X,X
ZLTOSIJ,X,O,X,X,X,X
ZLTOSJI,X,X,X,X,X,X
ZLITJSO,X,O,X,X,X,X
ZLITJOS,X,O,X,X,X,X
ZLITSJO,X,X,X,X,X,X
ZLITSOJ,X,O,X,X,X,X
ZLITOJS,X,O,X,X,X,X
ZLITOSJ,X,O,X,X,X,X
ZLIJTSO,X,O,X,X,X,X
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,X,O,X,X,X,X
ZLIJSOT,X,O,X,X,X,X
ZLIJOTS,X,O,X,X,X,X
ZLIJOST,X,O,X,X,X,X
ZLISTJO,X,X,X,X,X,X
ZLISTOJ,X,O,X,X,X,X
ZLISJTO,X,O,X,X,X,X
ZLISJOT,X,O,X,X,X,X
ZLISOTJ,X,O,X,X,X,X
ZLISOJT,X,O,X,X,X,X
ZLIOTJS,X,O,X,X,X,X
ZLIOTSJ,X,O,X,X,X,X
ZLIOJTS,X,O,X,X,X,X
ZLIOJST,X,O,X,X,X,X
ZLIOSTJ,X,O,X,X,X,X
ZLIOSJT,X,O,X,X,X,X
ZLJTISO,X,O,X,X,X,X
ZLJTIOS,X,O,X,X,X,X
ZLJTSIO,X,O,X,X,X,X
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,X,O,X,X,X,X
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,X,O,X,X,X,X
ZLJITOS,X,O,X,X,X,X
ZLJISTO,X,O,X,X,X,X
ZLJISOT,X,O,X,X,X,X
ZLJIOTS,X,O,X,X,X,X
ZLJIOST,X,O,X,X,X,X
ZLJSTIO,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,X,X
ZLJSITO,X,O,X,X,X,X
ZLJSIOT,X,O,X,X,X,X
ZLJSOTI,X,O,X,X,X,X
ZLJSOIT,X,O,X,X,X,X
ZLJOTIS,X,O,X,X,X,X
ZLJOTSI,X,O,X,X,X,X
ZLJOITS,X,O,X,X,X,X
ZLJOIST,X,O,X,X,X,X
ZLJOSTI,X,O,X,X,X,X
ZLJOSIT,X,O,X,X,X,X
ZLSTIJO,X,X,X,X,X,X
ZLSTIOJ,X,O,X,X,X,X
ZLSTJIO,X,X,X,X,X,X
ZLSTJOI,X,X,X,X,X,X
ZLSTOIJ,X,O,X,X,X,X
ZLSTOJI,X,X,X,X,X,X
ZLSITJO,X,X,X,X,X,X
ZLSITOJ,X,O,X,X,X,X
ZLSIJTO,X,O,X,X,X,X
ZLSIJOT,X,O,X,X,X,X
ZLSIOTJ,X,O,X,X,X,X
ZLSIOJT,X,O,X,X,X,X
ZLSJTIO,X,O,X,X,X,X
ZLSJTOI,X,O,X,X,X,X
ZLSJITO,X,O,X,X,X,X
ZLSJIOT,X,O,X,X,X,X
ZLSJOTI,X,O,X,X,X,X
ZLSJOIT,X,O,X,X,X,X
ZLSOTIJ,X,O,X,X,X,X
ZLSOTJI,X,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X
ZLSOIJT,X,O,X,X,X,X
ZLSOJTI,X,O,X,X,X,X
ZLSOJIT,X,O,X,X,X,X
ZLOTIJS,X,O,X,X,X,X
ZLOTISJ,X,O,X,X,X,X
ZLOTJIS,X,O,X,X,X,X
ZLOTJSI,X,O,X,X,X,X
ZLOTSIJ,X,O,X,X,X,X
ZLOTSJI,X,X,X,X,X,X
ZLOITJS,X,O,X,X,X,X
ZLOITSJ,X,O,X,X,X,X
ZLOIJTS,X,O,X,X,X,X
ZLOIJST,X,O,X,X,X,X
ZLOISTJ,X,O,X,X,X,X
ZLOISJT,X,O,X,X,X,X
ZLOJTIS,X,O,X,X,X,X
ZLOJTSI,X,O,X,X,X,X
ZLOJITS,X,O,X,X,X,X
ZLOJIST,X,O,X,X,X,X
ZLOJSTI,X,O,X,X,X,X
ZLOJSIT,X,O,X,X,X,X
ZLOSTIJ,X,O,X,X,X,X
ZLOSTJI,X,X,X,X,X,X
ZLOSITJ,X,O,X,X,X,X
ZLOSIJT,X,O,X,X,X,X
ZLOSJTI,X,O,X,X,X,X
ZLOSJIT,X,O,X,X,X,X
ZJTILSO,X,X,X,X,X,X
ZJTILOS,X,X,X,X,X,X
ZJTISLO,O,X,X,X,X,X
ZJTISOL,O,O,X,X,X,X
ZJTIOLS,X,X,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,X,X
ZJTLSIO,X,X,X,X,X,X
ZJTLSOI,X,X,X,X,X,X
ZJTLOIS,X,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X
ZJTSILO,O,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X
ZJTSLIO,O,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,X
ZJTSOIL,O,O,X,X,X,X
ZJTSOLI,O,X,X,X,X,X
ZJTOILS,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,X,X,X,X,X,X
ZJTOLSI,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X
ZJTOSLI,O,X,X,X,X,X
ZJITLSO,X,X,X,X,X,X
ZJITLOS,X,X,X,X,X,X
ZJITSLO,O,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X
ZJITOLS,X,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,X,X,X,X,X,X
ZJILTOS,X,X,X,X,X,X
ZJILSTO,X,X,X,X,X,X
ZJILSOT,X,X,X,X,X,X
ZJILOTS,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X
ZJISTLO,X,X,X,X,X,X
ZJISTOL,X,O,X,X,X,X
ZJISLTO,X,X,X,X,X,X
ZJISLOT,O,X,X,X,X,X
ZJISOTL,X,O,X,X,X,X
ZJISOLT,O,X,X,X,X,X
ZJIOTLS,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X
ZJIOLTS,X,X,X,X,X,X
ZJIOLST,X,X,X,X,X,X
ZJIOSTL,X,O,X,X,X,X
ZJIOSLT,O,X,X,X,X,X
ZJLTISO,X,X,X,X,X,X
ZJLTIOS,X,X,X,X,X,X
ZJLTSIO,X,X,X,X,X,X
ZJLTSOI,X,X,X,X,X,X
ZJLTOIS,X,X,X,X,X,X
ZJLTOSI,X,X,X,X,X,X
ZJLITSO,X,X,X,X,X,X
ZJLITOS,X,X,X,X,X,X
ZJLISTO,X,X,X,X,X,X
ZJLISOT,X,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,X
ZJLIOST,X,X,X,X,X,X
ZJLSTIO,X,X,X,X,X,X
ZJLSTOI,X,X,X,X,X,X
ZJLSITO,X,X,X,X,X,X
ZJLSIOT,X,X,X,X,X,X
ZJLSOTI,X,X,X,X,X,X
ZJLSOIT,X,X,X,X,X,X
ZJLOTIS,X,X,X,X,X,X
ZJLOTSI,X,X,X,X,X,X
ZJLOITS,X,X,X,X,X,X
ZJLOIST,X,X,X,X,X,X
ZJLOSTI,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,X,X
ZJSTILO,X,X,X,X,X,X
ZJSTIOL,X,O,X,X,X,X
ZJSTLIO,X,X,X,X,X,X
ZJSTLOI,X,X,X,X,X,X
ZJSTOIL,X,O,X,X,X,X
ZJSTOLI,X,X,X,X,X,X
ZJSITLO,X,X,X,X,X,X
ZJSITOL,X,O,X,X,X,X
ZJSILTO,X,X,X,X,X,X
ZJSILOT,O,X,X,X,X,X
ZJSIOTL,X,O,X,X,X,X
ZJSIOLT,O,X,X,X,X,X
ZJSLTIO,X,X,X,X,X,X
ZJSLTOI,X,X,X,X,X,X
ZJSLITO,X,X,X,X,X,X
ZJSLIOT,O,X,X,X,X,X
ZJSLOTI,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,X,X
ZJSOTIL,X,O,X,X,X,X
ZJSOTLI,X,X,X,X,X,X
