sequence,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhF6gBxcBXeBemBzh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFxbBOiBXeBqlBTh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFlbBXeB6mBZnBzq?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Jel6IvhFUcBXeB6lBZnBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFehBXeBzhB6lBxr?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFVhBXeBZnB6qBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFTcBFeBRmB6lB/n?BmrB,v115@9gA8HeD8DeF8EeH8AeC8Jex6IvhFTcBFeBUmBasB/s?BGqB
SJZLIOT,O,O,X,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X
SJZOTIL,O,X,X,X,X,O,X,X
SJZOTLI,O,X,O,X,X,X,X,X
SJZOITL,X,X,X,X,X,O,X,X
SJZOILT,O,O,O,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X
SJZOLIT,O,O,O,X,X,X,X,X
SJOTILZ,O,X,X,X,X,X,X,X
SJOTIZL,O,X,X,X,X,O,X,X
SJOTLIZ,O,X,O,X,X,X,X,X
SJOTLZI,O,X,O,X,X,X,X,X
SJOTZIL,O,X,X,X,X,O,X,X
SJOTZLI,O,X,O,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,X,O,X,X
SJOILTZ,X,X,O,O,X,X,X,X
SJOILZT,O,X,O,O,X,X,X,X
SJOIZTL,X,X,X,X,X,O,X,X
SJOIZLT,O,X,O,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X,X
SJOLTZI,O,O,O,O,X,X,X,X
SJOLITZ,X,O,O,O,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X,X
SJOZTIL,O,X,X,X,X,O,X,X
SJOZTLI,O,X,O,X,X,X,X,X
SJOZITL,X,X,X,X,X,O,X,X
SJOZILT,O,O,O,X,X,X,X,X
SJOZLTI,O,O,O,X,X,X,X,X
SJOZLIT,O,O,O,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X
SZTILOJ,O,O,X,O,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X
SZTIJOL,O,O,X,X,O,X,X,X
SZTIOLJ,O,O,O,X,X,O,X,X
SZTIOJL,O,O,X,X,O,O,X,X
SZTLIJO,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,O,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X,X
SZTLOIJ,O,O,O,O,X,X,X,X
SZTLOJI,O,O,O,O,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X
SZTJOLI,O,O,O,X,X,X,X,X
SZTOILJ,O,O,O,X,X,O,X,X
SZTOIJL,O,O,X,X,X,O,X,X
SZTOLIJ,O,O,O,X,X,O,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,X,X,X,O,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,X
SZITLOJ,O,O,X,O,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X
SZITJOL,O,O,X,X,O,X,X,X
SZITOLJ,O,O,O,X,X,O,X,X
SZITOJL,O,O,X,X,O,O,X,X
SZILTJO,O,O,X,X,X,X,X,O
SZILTOJ,O,O,X,O,X,X,X,O
SZILJTO,O,O,X,X,X,X,X,O
SZILJOT,O,O,X,X,O,X,X,O
SZILOTJ,O,O,O,O,X,O,X,O
SZILOJT,O,O,O,O,O,X,X,O
SZIJTLO,O,O,X,X,X,X,X,X
SZIJTOL,O,X,X,X,O,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X
SZIJLOT,O,O,X,X,O,X,X,X
SZIJOTL,X,X,X,X,O,O,X,X
SZIJOLT,O,O,O,X,O,X,X,X
SZIOTLJ,X,X,O,X,X,O,X,X
SZIOTJL,X,X,X,X,O,O,X,X
SZIOLTJ,O,X,O,O,X,O,X,X
SZIOLJT,O,O,O,O,O,X,X,X
SZIOJTL,X,X,X,X,O,O,X,X
SZIOJLT,O,O,O,X,O,X,X,X
SZLTIJO,O,O,X,X,X,X,X,O
SZLTIOJ,O,O,X,O,X,X,X,O
SZLTJIO,O,O,X,X,X,X,X,O
SZLTJOI,O,O,X,X,X,X,X,O
SZLTOIJ,O,O,O,O,X,X,X,O
SZLTOJI,O,O,O,O,X,X,X,O
SZLITJO,O,O,X,X,X,X,X,O
SZLITOJ,O,O,X,O,X,X,X,O
SZLIJTO,O,O,X,X,X,X,X,O
SZLIJOT,O,O,X,X,O,X,X,O
SZLIOTJ,O,O,O,O,X,O,X,O
SZLIOJT,O,O,O,O,O,X,X,O
SZLJTIO,O,O,X,X,X,X,X,O
SZLJTOI,O,O,X,X,X,X,X,O
SZLJITO,O,O,X,X,X,X,X,O
SZLJIOT,O,O,X,X,X,X,X,O
SZLJOTI,O,O,X,X,X,X,X,O
SZLJOIT,O,O,X,X,X,X,X,O
SZLOTIJ,O,O,O,O,X,O,X,O
SZLOTJI,O,O,O,O,X,X,X,O
SZLOITJ,O,O,O,O,X,O,X,O
SZLOIJT,O,O,O,O,X,X,X,O
SZLOJTI,O,O,O,O,X,X,X,O
SZLOJIT,O,O,O,O,X,X,X,O
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,O,O,O,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,O,X
SZJITOL,O,X,X,X,O,X,O,X
SZJILTO,O,O,X,X,X,X,O,X
SZJILOT,O,O,X,X,O,X,O,X
SZJIOTL,X,X,X,X,O,O,O,X
SZJIOLT,O,O,O,X,O,X,O,X
SZJLTIO,O,O,X,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X
SZJOTIL,O,X,X,X,X,O,X,X
SZJOTLI,O,X,O,X,X,X,X,X
SZJOITL,X,X,X,X,X,O,X,X
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,O,O,O,X,X,X,X,X
SZJOLIT,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,X,X,O,X,X
SZOTIJL,O,O,X,X,X,O,X,X
SZOTLIJ,O,O,O,X,X,O,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,X,X,X,O,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,X,X,O,X,X,O,X,X
SZOITJL,X,X,X,X,O,O,X,X
SZOILTJ,O,X,O,O,X,O,X,X
SZOILJT,O,O,O,O,O,X,X,X
SZOIJTL,X,X,X,X,O,O,X,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,O,X,O,X,X
SZOLTJI,O,O,O,O,X,X,X,X
SZOLITJ,O,O,O,O,X,O,X,X
SZOLIJT,O,O,O,O,X,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,X,X,X,X
SZOJTIL,O,X,X,X,X,O,X,X
SZOJTLI,O,X,O,X,X,X,X,X
SZOJITL,X,X,X,X,X,O,X,X
SZOJILT,O,O,O,X,X,X,X,X
SZOJLTI,O,O,O,X,X,X,X,X
SZOJLIT,O,O,O,X,X,X,X,X
SOTILJZ,X,O,O,O,X,X,X,X
SOTILZJ,X,O,O,O,X,O,X,X
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,X,X,X,X,O,X,X
SOTIZLJ,O,X,O,X,X,O,X,X
SOTIZJL,O,X,X,X,X,O,X,X
SOTLIJZ,X,O,O,O,X,X,X,X
SOTLIZJ,X,O,O,O,X,O,X,X
SOTLJIZ,O,O,O,O,X,X,X,X
SOTLJZI,O,O,O,O,X,X,X,X
SOTLZIJ,X,O,O,O,X,O,X,X
SOTLZJI,O,O,O,O,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,X,X,X,X,O,X,X
SOTJLIZ,O,O,O,X,X,X,X,X
SOTJLZI,O,O,O,X,X,X,X,X
SOTJZIL,O,O,X,X,X,O,X,X
SOTJZLI,O,O,O,X,X,X,X,X
SOTZILJ,O,O,O,X,X,O,X,X
SOTZIJL,O,O,X,X,X,O,X,X
SOTZLIJ,O,O,O,X,X,O,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,X,X,X,O,X,X
SOTZJLI,O,O,O,X,X,X,X,X
SOITLJZ,X,X,O,O,X,X,X,X
SOITLZJ,X,X,O,O,X,O,X,X
SOITJLZ,O,X,X,X,O,X,X,X
SOITJZL,O,X,X,X,O,O,X,X
SOITZLJ,O,X,O,X,X,O,X,X
SOITZJL,O,X,X,X,O,O,X,X
SOILTJZ,X,X,O,O,X,X,X,X
SOILTZJ,X,X,O,O,X,O,X,X
SOILJTZ,X,X,O,O,O,X,X,X
SOILJZT,X,X,O,O,O,X,X,X
SOILZTJ,X,X,O,O,X,O,X,X
SOILZJT,X,X,O,O,O,X,X,X
SOIJTLZ,X,X,X,X,O,X,X,X
SOIJTZL,X,X,X,X,O,O,X,X
SOIJLTZ,X,X,O,O,O,X,X,X
SOIJLZT,O,X,O,O,O,X,X,X
SOIJZTL,X,X,X,X,O,O,X,X
SOIJZLT,O,X,O,X,O,X,X,X
SOIZTLJ,X,X,O,X,X,O,X,X
SOIZTJL,X,X,X,X,O,O,X,X
SOIZLTJ,O,X,O,O,X,O,X,X
SOIZLJT,O,X,O,O,O,X,X,X
SOIZJTL,X,X,X,X,O,O,X,X
SOIZJLT,O,X,O,X,O,X,X,X
SOLTIJZ,X,O,O,O,X,X,X,X
SOLTIZJ,X,O,O,O,X,O,X,X
SOLTJIZ,X,O,O,O,X,X,X,X
SOLTJZI,X,O,O,O,X,X,X,X
SOLTZIJ,X,O,O,O,X,O,X,X
SOLTZJI,X,O,O,O,X,X,X,X
SOLITJZ,X,O,O,O,X,X,X,X
SOLITZJ,X,O,O,O,X,O,X,X
SOLIJTZ,X,O,O,O,X,X,X,X
SOLIJZT,X,O,O,O,X,X,X,X
SOLIZTJ,X,O,O,O,X,O,X,X
SOLIZJT,X,O,O,O,X,X,X,X
SOLJTIZ,X,O,O,O,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X
SOLJITZ,X,O,O,O,X,X,X,X
SOLJIZT,X,O,O,O,X,X,X,X
SOLJZTI,X,O,O,O,X,X,X,X
SOLJZIT,X,O,O,O,X,X,X,X
SOLZTIJ,X,O,O,O,X,O,X,X
SOLZTJI,X,O,O,O,X,X,X,X
SOLZITJ,X,O,O,O,X,O,X,X
SOLZIJT,X,O,O,O,X,X,X,X
SOLZJTI,X,O,O,O,X,X,X,X
SOLZJIT,X,O,O,O,X,X,X,X
SOJTILZ,O,X,X,X,X,X,X,X
SOJTIZL,O,X,X,X,X,O,X,X
SOJTLIZ,O,X,O,X,X,X,X,X
SOJTLZI,O,X,O,X,X,X,X,X
SOJTZIL,O,X,X,X,X,O,X,X
SOJTZLI,O,X,O,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X,X
SOJITZL,X,X,X,X,X,O,X,X
SOJILTZ,X,X,O,O,X,X,X,X
SOJILZT,O,X,O,O,X,X,X,X
SOJIZTL,X,X,X,X,X,O,X,X
SOJIZLT,O,X,O,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X,X
SOJLTZI,O,O,O,O,X,X,X,X
SOJLITZ,X,O,O,O,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X
SOJZTIL,O,X,X,X,X,O,X,X
SOJZTLI,O,X,O,X,X,X,X,X
SOJZITL,X,X,X,X,X,O,X,X
SOJZILT,O,O,O,X,X,X,X,X
SOJZLTI,O,O,O,X,X,X,X,X
SOJZLIT,O,O,O,X,X,X,X,X
SOZTILJ,O,O,O,X,X,O,X,X
SOZTIJL,O,O,X,X,X,O,X,X
SOZTLIJ,O,O,O,X,X,O,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,X,X,X,O,X,X
SOZTJLI,O,O,O,X,X,X,X,X
SOZITLJ,X,X,O,X,X,O,X,X
SOZITJL,X,X,X,X,O,O,X,X
SOZILTJ,O,X,O,O,X,O,X,X
SOZILJT,O,O,O,O,O,X,X,X
SOZIJTL,X,X,X,X,O,O,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,O,X,O,X,X
SOZLTJI,O,O,O,O,X,X,X,X
SOZLITJ,O,O,O,O,X,O,X,X
SOZLIJT,O,O,O,O,X,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X,X
SOZJTIL,O,X,X,X,X,O,X,X
SOZJTLI,O,X,O,X,X,X,X,X
SOZJITL,X,X,X,X,X,O,X,X
SOZJILT,O,O,O,X,X,X,X,X
SOZJLTI,O,O,O,X,X,X,X,X
SOZJLIT,O,O,O,X,X,X,X,X
ZTILJSO,O,O,X,X,X,X,X,X
ZTILJOS,O,O,X,X,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X,O
ZTILSOJ,O,O,X,O,X,X,X,O
ZTILOJS,X,O,X,O,X,X,X,X
ZTILOSJ,X,O,X,O,X,X,X,O
ZTIJLSO,O,O,X,X,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,O,X,X,X
ZTIJOLS,O,X,X,X,O,X,X,X
ZTIJOSL,O,O,X,X,O,X,X,X
ZTISLJO,O,O,X,X,X,X,X,X
ZTISLOJ,O,O,X,O,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X
ZTISJOL,O,O,X,X,O,X,X,X
ZTISOLJ,O,O,O,X,X,O,X,X
ZTISOJL,O,O,X,X,O,O,X,X
ZTIOLJS,X,O,O,X,X,X,X,X
ZTIOLSJ,X,O,O,X,X,O,X,X
ZTIOJLS,O,X,X,X,O,X,X,X
ZTIOJSL,O,O,X,X,O,O,X,X
ZTIOSLJ,X,O,O,X,X,O,X,X
ZTIOSJL,O,O,X,X,O,O,X,X
ZTLIJSO,O,O,X,X,X,X,X,X
ZTLIJOS,O,O,X,X,X,X,X,X
ZTLISJO,O,O,X,X,X,X,X,O
ZTLISOJ,O,O,X,O,X,X,X,O
ZTLIOJS,X,O,X,O,X,X,X,X
ZTLIOSJ,X,O,X,O,X,X,X,O
ZTLJISO,O,O,X,X,X,X,X,O
ZTLJIOS,O,O,X,X,X,X,X,O
ZTLJSIO,O,O,X,X,X,X,X,O
ZTLJSOI,O,O,X,X,X,X,X,O
ZTLJOIS,O,O,X,X,X,X,X,O
ZTLJOSI,O,O,X,X,X,X,X,O
ZTLSIJO,O,O,X,X,X,X,X,O
ZTLSIOJ,O,O,X,O,X,X,X,O
ZTLSJIO,O,O,X,X,X,X,X,O
ZTLSJOI,O,O,X,X,X,X,X,O
ZTLSOIJ,O,O,O,O,X,X,X,O
ZTLSOJI,O,O,O,O,X,X,X,O
ZTLOIJS,X,O,O,O,X,X,X,X
ZTLOISJ,X,O,O,O,X,X,X,O
ZTLOJIS,O,O,O,O,X,X,X,O
ZTLOJSI,O,O,O,O,X,X,X,O
ZTLOSIJ,O,O,O,O,X,X,X,O
ZTLOSJI,O,O,O,O,X,X,X,O
ZTJILSO,O,O,X,X,X,X,O,X
ZTJILOS,O,O,X,X,X,X,O,X
ZTJISLO,O,O,X,X,X,X,O,X
ZTJISOL,O,O,X,X,X,X,O,X
ZTJIOLS,O,X,X,X,X,X,O,X
ZTJIOSL,O,O,X,X,X,X,O,X
ZTJLISO,O,O,X,X,X,X,X,X
ZTJLIOS,O,O,X,X,X,X,X,X
ZTJLSIO,O,O,X,X,X,X,X,X
ZTJLSOI,O,O,X,X,X,X,X,X
ZTJLOIS,O,O,X,X,X,X,X,X
ZTJLOSI,O,O,X,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,O,O,O,X,X,X,X,X
ZTJOILS,O,X,X,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X
ZTJOLIS,O,O,O,X,X,X,X,X
ZTJOLSI,O,O,O,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X,X,X
ZTJOSLI,O,O,O,X,X,X,X,X
ZTSILJO,O,O,X,X,X,X,X,X
ZTSILOJ,O,O,X,O,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,X
ZTSIJOL,O,O,X,X,O,X,X,X
ZTSIOLJ,O,O,O,X,X,O,X,X
ZTSIOJL,O,O,X,X,O,O,X,X
ZTSLIJO,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,X,O,X,X,X,X
ZTSLJIO,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,X,X,X,X,X,X
ZTSLOIJ,O,O,O,O,X,X,X,X
ZTSLOJI,O,O,O,O,X,X,X,X
ZTSJILO,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,X,X,X,X,X,X
ZTSJLOI,O,O,X,X,X,X,X,X
ZTSJOIL,O,O,X,X,X,X,X,X
ZTSJOLI,O,O,O,X,X,X,X,X
ZTSOILJ,O,O,O,X,X,O,X,X
ZTSOIJL,O,O,X,X,X,O,X,X
ZTSOLIJ,O,O,O,X,X,O,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,O,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,X,O,O,X,X,X,X,X
ZTOILSJ,X,O,O,X,X,O,X,X
ZTOIJLS,O,X,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,O,X,X
ZTOISLJ,X,O,O,X,X,O,X,X
ZTOISJL,O,O,X,X,X,O,X,X
ZTOLIJS,X,O,O,X,X,X,X,X
ZTOLISJ,X,O,O,X,X,O,X,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,X,X
ZTOLSIJ,O,O,O,X,X,O,X,X
ZTOLSJI,O,O,O,X,X,X,X,X
ZTOJILS,O,X,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,O,X,X
ZTOJLIS,O,O,O,X,X,X,X,X
ZTOJLSI,O,O,O,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,O,X,X
ZTOJSLI,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,O,X,X,O,X,X
ZTOSIJL,O,O,X,X,X,O,X,X
ZTOSLIJ,O,O,O,X,X,O,X,X
ZTOSLJI,O,O,O,X,X,X,X,X
ZTOSJIL,O,O,X,X,X,O,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,X
ZITLSJO,O,O,X,X,X,X,X,O
ZITLSOJ,O,O,X,O,X,X,X,O
ZITLOJS,X,O,X,O,X,X,X,X
ZITLOSJ,X,O,X,O,X,X,X,O
ZITJLSO,O,O,X,X,X,X,X,X
ZITJLOS,O,O,X,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,O,X,X,O,X,X,X
ZITJOLS,O,X,X,X,O,X,X,X
ZITJOSL,O,O,X,X,O,X,X,X
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,X,O,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,O,O,X,X,O,X,X,X
ZITSOLJ,O,O,O,X,X,O,X,X
ZITSOJL,O,O,X,X,O,O,X,X
ZITOLJS,X,O,O,X,X,X,X,X
ZITOLSJ,X,O,O,X,X,O,X,X
ZITOJLS,O,X,X,X,O,X,X,X
ZITOJSL,O,O,X,X,O,O,X,X
ZITOSLJ,X,O,O,X,X,O,X,X
ZITOSJL,O,O,X,X,O,O,X,X
ZILTJSO,O,O,X,X,X,X,X,X
ZILTJOS,O,O,X,X,X,X,X,X
ZILTSJO,O,O,X,X,X,X,X,O
ZILTSOJ,O,O,X,O,X,X,X,O
ZILTOJS,X,O,X,O,X,X,X,X
ZILTOSJ,X,O,X,O,X,X,X,O
ZILJTSO,O,O,X,X,X,X,X,O
ZILJTOS,O,O,X,X,X,X,X,O
ZILJSTO,O,O,X,X,X,X,X,O
ZILJSOT,O,O,X,X,O,X,X,O
ZILJOTS,X,X,X,X,O,X,X,O
ZILJOST,O,X,X,X,O,X,X,O
ZILSTJO,O,O,X,X,X,X,X,O
ZILSTOJ,O,O,X,O,X,X,X,O
ZILSJTO,O,O,X,X,X,X,X,O
ZILSJOT,O,O,X,X,O,X,X,O
ZILSOTJ,O,O,O,O,X,O,X,O
ZILSOJT,O,O,O,O,O,X,X,O
ZILOTJS,X,O,O,O,X,X,X,X
ZILOTSJ,X,O,O,O,X,O,X,O
ZILOJTS,X,X,O,O,O,X,X,O
ZILOJST,X,O,O,O,O,X,X,O
ZILOSTJ,X,O,O,O,X,O,X,O
ZILOSJT,X,O,O,O,O,X,X,O
ZIJTLSO,O,O,X,X,X,X,O,X
ZIJTLOS,O,O,X,X,X,X,O,X
ZIJTSLO,O,O,X,X,X,X,O,X
ZIJTSOL,O,O,X,X,O,X,O,X
ZIJTOLS,O,X,X,X,O,X,O,X
ZIJTOSL,O,O,X,X,O,X,O,X
ZIJLTSO,O,O,X,X,X,X,O,X
ZIJLTOS,O,O,X,X,X,X,O,X
ZIJLSTO,O,O,X,X,X,X,O,O
ZIJLSOT,O,O,X,X,O,X,O,O
ZIJLOTS,X,X,X,X,O,X,O,X
ZIJLOST,O,X,X,X,O,X,O,O
ZIJSTLO,O,O,X,X,X,X,O,X
ZIJSTOL,O,X,X,X,O,X,O,X
ZIJSLTO,O,O,X,X,X,X,O,X
ZIJSLOT,O,O,X,X,O,X,O,X
ZIJSOTL,X,X,X,X,O,O,O,X
ZIJSOLT,O,O,O,X,O,X,O,X
ZIJOTLS,X,X,X,X,O,X,O,X
ZIJOTSL,X,X,X,X,O,O,O,X
ZIJOLTS,X,X,O,X,O,X,O,X
ZIJOLST,O,X,O,X,O,X,O,X
ZIJOSTL,X,X,X,X,O,O,O,X
ZIJOSLT,O,X,O,X,O,X,O,X
ZISTLJO,O,O,X,X,X,X,X,X
ZISTLOJ,O,O,X,O,X,X,X,X
ZISTJLO,O,O,X,X,X,X,X,X
ZISTJOL,O,O,X,X,O,X,X,X
ZISTOLJ,O,O,O,X,X,O,X,X
ZISTOJL,O,O,X,X,O,O,X,X
ZISLTJO,O,O,X,X,X,X,X,O
ZISLTOJ,O,O,X,O,X,X,X,O
ZISLJTO,O,O,X,X,X,X,X,O
ZISLJOT,O,O,X,X,O,X,X,O
ZISLOTJ,O,O,O,O,X,O,X,O
ZISLOJT,O,O,O,O,O,X,X,O
ZISJTLO,O,O,X,X,X,X,X,X
ZISJTOL,O,X,X,X,O,X,X,X
ZISJLTO,O,O,X,X,X,X,X,X
ZISJLOT,O,O,X,X,O,X,X,X
ZISJOTL,X,X,X,X,O,O,X,X
ZISJOLT,O,O,O,X,O,X,X,X
ZISOTLJ,X,X,O,X,X,O,X,X
ZISOTJL,X,X,X,X,O,O,X,X
ZISOLTJ,O,X,O,O,X,O,X,X
ZISOLJT,O,O,O,O,O,X,X,X
ZISOJTL,X,X,X,X,O,O,X,X
ZISOJLT,O,O,O,X,O,X,X,X
ZIOTLJS,X,O,O,X,X,X,X,X
ZIOTLSJ,X,O,O,X,X,O,X,X
ZIOTJLS,X,X,X,X,O,X,X,X
ZIOTJSL,X,O,X,X,O,O,X,X
ZIOTSLJ,X,O,O,X,X,O,X,X
ZIOTSJL,X,O,X,X,O,O,X,X
ZIOLTJS,X,O,O,O,X,X,X,X
ZIOLTSJ,X,O,O,O,X,O,X,O
ZIOLJTS,X,X,O,O,O,X,X,X
ZIOLJST,X,X,O,O,O,X,X,O
ZIOLSTJ,X,X,O,O,X,O,X,O
ZIOLSJT,X,O,O,O,O,X,X,O
ZIOJTLS,X,X,X,X,O,X,X,X
ZIOJTSL,X,X,X,X,O,O,X,X
ZIOJLTS,X,X,O,X,O,X,X,X
ZIOJLST,X,X,O,X,O,X,X,X
ZIOJSTL,X,X,X,X,O,O,X,X
ZIOJSLT,X,X,O,X,O,X,X,X
ZIOSTLJ,X,X,O,X,X,O,X,X
ZIOSTJL,X,X,X,X,O,O,X,X
ZIOSLTJ,X,X,O,O,X,O,X,X
ZIOSLJT,X,O,O,O,O,X,X,X
ZIOSJTL,X,X,X,X,O,O,X,X
ZIOSJLT,X,O,O,X,O,X,X,X
ZLTIJSO,O,O,X,X,X,X,X,X
ZLTIJOS,O,O,X,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X,O
ZLTISOJ,O,O,X,O,X,X,X,O
ZLTIOJS,X,O,X,O,X,X,X,X
ZLTIOSJ,X,O,X,O,X,X,X,O
ZLTJISO,O,O,X,X,X,X,X,O
ZLTJIOS,O,O,X,X,X,X,X,O
ZLTJSIO,O,O,X,X,X,X,X,O
ZLTJSOI,O,O,X,X,X,X,X,O
ZLTJOIS,O,O,X,X,X,X,X,O
ZLTJOSI,O,O,X,X,X,X,X,O
ZLTSIJO,O,O,X,X,X,X,X,O
ZLTSIOJ,O,O,X,O,X,X,X,O
ZLTSJIO,O,O,X,X,X,X,X,O
ZLTSJOI,O,O,X,X,X,X,X,O
ZLTSOIJ,O,O,O,O,X,X,X,O
ZLTSOJI,O,O,O,O,X,X,X,O
ZLTOIJS,X,O,O,O,X,X,X,X
ZLTOISJ,X,O,O,O,X,X,X,O
ZLTOJIS,O,O,O,O,X,X,X,O
ZLTOJSI,O,O,O,O,X,X,X,O
ZLTOSIJ,O,O,O,O,X,X,X,O
ZLTOSJI,O,O,O,O,X,X,X,O
ZLITJSO,O,O,X,X,X,X,X,X
ZLITJOS,O,O,X,X,X,X,X,X
ZLITSJO,O,O,X,X,X,X,X,O
ZLITSOJ,O,O,X,O,X,X,X,O
ZLITOJS,X,O,X,O,X,X,X,X
ZLITOSJ,X,O,X,O,X,X,X,O
ZLIJTSO,O,O,X,X,X,X,X,O
ZLIJTOS,O,O,X,X,X,X,X,O
ZLIJSTO,O,O,X,X,X,X,X,O
ZLIJSOT,O,O,X,X,O,X,X,O
ZLIJOTS,X,X,X,X,O,X,X,O
ZLIJOST,O,X,X,X,O,X,X,O
ZLISTJO,O,O,X,X,X,X,X,O
ZLISTOJ,O,O,X,O,X,X,X,O
ZLISJTO,O,O,X,X,X,X,X,O
ZLISJOT,O,O,X,X,O,X,X,O
ZLISOTJ,O,O,O,O,X,O,X,O
ZLISOJT,O,O,O,O,O,X,X,O
ZLIOTJS,X,O,O,O,X,X,X,X
ZLIOTSJ,X,O,O,O,X,O,X,O
