sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
ISLTZOJ,O,X,O,X,X,X,O,O
ISLTOJZ,X,X,O,X,X,X,X,X
ISLTOZJ,O,X,O,X,X,X,X,O
ISLJTZO,X,X,O,X,X,X,O,X
ISLJTOZ,X,X,O,X,X,X,X,X
ISLJZTO,O,X,X,X,X,X,O,X
ISLJZOT,O,X,X,X,X,X,X,X
ISLJOTZ,X,X,O,X,X,X,X,X
ISLJOZT,O,X,X,X,X,X,X,X
ISLZTJO,O,X,X,X,X,X,O,X
ISLZTOJ,O,X,X,X,X,X,O,X
ISLZJTO,O,X,X,X,X,X,O,X
ISLZJOT,O,X,X,X,X,X,X,X
ISLZOTJ,O,X,X,X,X,X,X,X
ISLZOJT,O,X,X,X,X,X,X,X
ISLOTJZ,X,X,O,X,X,X,X,X
ISLOTZJ,O,X,O,X,X,X,X,O
ISLOJTZ,X,X,O,X,X,X,X,X
ISLOJZT,O,X,X,X,X,X,X,X
ISLOZTJ,O,X,X,X,X,X,X,X
ISLOZJT,O,X,X,X,X,X,X,X
ISJTLZO,X,X,X,X,X,X,O,X
ISJTLOZ,X,X,X,X,X,O,X,X
ISJTZLO,X,X,X,O,X,O,O,X
ISJTZOL,X,X,X,O,X,O,O,X
ISJTOLZ,X,X,X,X,X,O,X,X
ISJTOZL,X,X,X,O,X,O,O,X
ISJLTZO,X,X,O,X,X,X,O,X
ISJLTOZ,X,X,O,X,X,X,X,X
ISJLZTO,O,X,X,X,X,X,O,X
ISJLZOT,O,X,X,X,X,X,X,X
ISJLOTZ,X,X,O,X,X,X,X,X
ISJLOZT,O,X,X,X,X,X,X,X
ISJZTLO,O,X,X,O,X,O,O,X
ISJZTOL,O,X,X,O,X,O,O,X
ISJZLTO,O,X,X,X,X,X,O,X
ISJZLOT,O,X,X,X,X,X,X,X
ISJZOTL,O,X,X,O,X,O,O,X
ISJZOLT,O,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,O,X,X
ISJOTZL,X,X,X,O,X,O,O,X
ISJOLTZ,X,X,O,X,X,X,X,X
ISJOLZT,O,X,X,X,X,X,X,X
ISJOZTL,O,X,X,O,X,O,O,X
ISJOZLT,O,X,X,X,X,X,X,X
ISZTLJO,O,X,X,X,X,O,O,O
ISZTLOJ,O,X,X,X,X,O,O,O
ISZTJLO,O,X,X,X,X,O,O,O
ISZTJOL,O,X,X,X,X,O,O,O
ISZTOLJ,O,X,X,X,X,O,O,O
ISZTOJL,O,X,X,X,X,O,O,O
ISZLTJO,O,X,X,X,X,X,O,O
ISZLTOJ,O,X,X,X,X,X,O,O
ISZLJTO,O,X,X,X,X,X,O,X
ISZLJOT,O,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,X,X,O
ISZLOJT,O,X,X,X,X,X,X,X
ISZJTLO,O,X,X,X,X,O,O,O
ISZJTOL,O,X,X,X,X,O,O,O
ISZJLTO,O,X,X,X,X,X,O,X
ISZJLOT,O,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,O,O,O
ISZJOLT,O,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,X,X,O,O,O
ISZOTJL,O,X,X,X,X,O,O,O
ISZOLTJ,O,X,X,X,X,X,X,O
ISZOLJT,O,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,O,O,O
ISZOJLT,O,X,X,X,X,X,X,X
ISOTLJZ,X,X,O,X,X,O,X,X
ISOTLZJ,O,X,O,X,X,X,X,O
ISOTJLZ,X,X,X,X,X,O,X,X
ISOTJZL,X,X,X,O,X,O,O,X
ISOTZLJ,O,X,O,X,X,O,O,O
ISOTZJL,O,X,O,X,X,O,O,O
ISOLTJZ,X,X,O,X,X,X,X,X
ISOLTZJ,O,X,O,X,X,X,X,O
ISOLJTZ,X,X,O,X,X,X,X,X
ISOLJZT,O,X,X,X,X,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,X,X,X
ISOJTLZ,X,X,X,X,X,O,X,X
ISOJTZL,X,X,X,O,X,O,O,X
ISOJLTZ,X,X,O,X,X,X,X,X
ISOJLZT,O,X,X,X,X,X,X,X
ISOJZTL,O,X,X,O,X,O,O,X
ISOJZLT,O,X,X,X,X,X,X,X
ISOZTLJ,O,X,X,X,X,O,O,O
ISOZTJL,O,X,X,X,X,O,O,O
ISOZLTJ,O,X,X,X,X,X,X,O
ISOZLJT,O,X,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,O,O,O
ISOZJLT,O,X,X,X,X,X,X,X
IZTLJSO,X,X,X,X,X,O,O,X
IZTLJOS,X,X,X,X,X,O,X,X
IZTLSJO,O,X,X,X,X,O,O,O
IZTLSOJ,O,X,X,X,X,O,O,O
IZTLOJS,X,X,X,X,X,O,X,X
IZTLOSJ,O,X,X,X,X,O,X,O
IZTJLSO,X,O,X,X,X,O,O,X
IZTJLOS,X,O,X,X,X,O,X,X
IZTJSLO,O,O,X,X,X,O,O,O
IZTJSOL,O,O,X,X,X,O,O,O
IZTJOLS,X,O,X,X,X,O,X,X
IZTJOSL,O,O,X,X,X,O,X,O
IZTSLJO,O,O,X,X,X,O,O,O
IZTSLOJ,O,O,X,X,X,O,O,O
IZTSJLO,O,O,X,X,X,O,O,O
IZTSJOL,O,O,X,X,X,O,O,O
IZTSOLJ,O,O,X,X,X,O,O,O
IZTSOJL,O,O,X,X,X,O,O,O
IZTOLJS,X,O,X,X,X,O,X,X
IZTOLSJ,O,O,X,X,X,O,X,O
IZTOJLS,X,O,X,X,X,O,X,X
IZTOJSL,O,O,X,X,X,O,X,O
IZTOSLJ,O,O,X,X,X,O,X,O
IZTOSJL,O,O,X,X,X,O,X,O
IZLTJSO,X,X,X,X,O,O,O,X
IZLTJOS,X,X,X,X,O,O,X,X
IZLTSJO,O,X,X,X,O,O,O,O
IZLTSOJ,O,X,X,X,O,O,O,O
IZLTOJS,X,X,X,X,O,O,X,X
IZLTOSJ,O,X,X,X,O,O,X,O
IZLJTSO,X,X,X,X,O,O,O,X
IZLJTOS,X,X,X,X,O,O,X,X
IZLJSTO,O,X,X,X,O,X,O,X
IZLJSOT,O,X,X,X,O,X,X,X
IZLJOTS,X,X,X,X,O,O,X,X
IZLJOST,O,X,X,X,O,X,X,X
IZLSTJO,O,X,X,X,O,X,O,O
IZLSTOJ,O,X,X,X,O,X,O,O
IZLSJTO,O,X,X,X,O,X,O,X
IZLSJOT,O,X,X,X,O,X,X,X
IZLSOTJ,O,X,X,X,O,X,X,O
IZLSOJT,O,X,X,X,O,X,X,X
IZLOTJS,X,X,X,X,O,O,X,X
IZLOTSJ,O,X,X,X,O,O,X,O
IZLOJTS,X,X,X,X,O,O,X,X
IZLOJST,O,X,X,X,O,X,X,X
IZLOSTJ,O,X,X,X,O,X,X,O
IZLOSJT,O,X,X,X,O,X,X,X
IZJTLSO,X,O,X,X,X,O,O,X
IZJTLOS,X,O,X,X,X,O,X,X
IZJTSLO,O,O,X,X,X,O,O,O
IZJTSOL,O,O,X,X,X,O,O,O
IZJTOLS,X,O,X,X,X,O,X,X
IZJTOSL,O,O,X,X,X,O,X,O
IZJLTSO,X,O,X,X,O,O,O,X
IZJLTOS,X,O,X,X,O,O,X,X
IZJLSTO,O,X,X,X,O,X,O,X
IZJLSOT,O,X,X,X,O,X,X,X
IZJLOTS,X,O,X,X,O,O,X,X
IZJLOST,O,X,X,X,O,X,X,X
IZJSTLO,O,O,X,X,O,O,O,O
IZJSTOL,O,O,X,X,O,O,O,O
IZJSLTO,O,X,X,X,X,X,O,X
IZJSLOT,O,X,X,X,X,X,X,X
IZJSOTL,O,O,X,X,O,O,O,O
IZJSOLT,O,X,X,X,X,X,X,X
IZJOTLS,X,O,X,X,X,O,X,X
IZJOTSL,O,O,X,X,X,O,X,O
IZJOLTS,X,O,X,X,O,O,X,X
IZJOLST,O,X,X,X,O,X,X,X
IZJOSTL,O,O,X,X,O,O,O,O
IZJOSLT,O,X,X,X,X,X,X,X
IZSTLJO,O,X,X,X,O,O,O,O
IZSTLOJ,O,X,X,X,O,O,O,O
IZSTJLO,O,X,X,X,O,O,O,O
IZSTJOL,O,X,X,X,O,O,O,O
IZSTOLJ,O,X,X,X,O,O,O,O
IZSTOJL,O,X,X,X,O,O,O,O
IZSLTJO,O,X,X,X,X,X,O,O
IZSLTOJ,O,X,X,X,X,X,O,O
IZSLJTO,O,X,X,X,X,X,O,X
IZSLJOT,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,X,O
IZSLOJT,O,X,X,X,X,X,X,X
IZSJTLO,O,X,X,X,O,O,O,O
IZSJTOL,O,X,X,X,O,O,O,O
IZSJLTO,O,X,X,X,X,X,O,X
IZSJLOT,O,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,O,O,O,O
IZSJOLT,O,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,O,O,O,O
IZSOTJL,O,X,X,X,O,O,O,O
IZSOLTJ,O,X,X,X,X,X,X,O
IZSOLJT,O,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,O,O,O,O
IZSOJLT,O,X,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,O,X,X
IZOTLSJ,O,O,X,X,X,O,X,O
IZOTJLS,X,O,X,X,X,O,X,X
IZOTJSL,O,O,X,X,X,O,X,O
IZOTSLJ,O,O,X,X,X,O,X,O
IZOTSJL,O,O,X,X,X,O,X,O
IZOLTJS,X,O,X,X,O,O,X,X
IZOLTSJ,O,O,X,X,O,O,X,O
IZOLJTS,X,O,X,X,O,O,X,X
IZOLJST,O,X,X,X,O,X,X,X
IZOLSTJ,O,X,X,X,O,X,X,O
IZOLSJT,O,X,X,X,O,X,X,X
IZOJTLS,X,O,X,X,X,O,X,X
IZOJTSL,O,O,X,X,X,O,X,O
IZOJLTS,X,O,X,X,O,O,X,X
IZOJLST,O,X,X,X,O,X,X,X
IZOJSTL,O,O,X,X,O,O,X,O
IZOJSLT,O,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,X,O,O,X,O
IZOSTJL,O,O,X,X,O,O,X,O
IZOSLTJ,O,X,X,X,X,X,X,O
IZOSLJT,O,X,X,X,X,X,X,X
IZOSJTL,O,O,X,X,O,O,X,O
IZOSJLT,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,O,X,X,O,X,X
IOTLJZS,X,O,O,X,X,O,X,X
IOTLSJZ,X,O,O,X,X,O,X,X
IOTLSZJ,O,O,O,X,X,X,X,X
IOTLZJS,X,O,O,X,X,O,X,X
IOTLZSJ,O,O,O,X,X,O,X,X
IOTJLSZ,X,O,X,X,X,O,X,X
IOTJLZS,X,O,X,X,X,O,X,X
IOTJSLZ,X,O,X,X,X,O,X,X
IOTJSZL,X,O,X,O,X,O,X,X
IOTJZLS,X,O,X,O,X,O,X,X
IOTJZSL,X,O,X,O,X,O,X,X
IOTSLJZ,X,O,O,X,X,O,X,X
IOTSLZJ,O,O,O,X,X,X,X,O
IOTSJLZ,X,O,X,X,X,O,X,X
IOTSJZL,X,O,X,O,X,O,X,X
IOTSZLJ,O,O,O,X,X,O,X,O
IOTSZJL,O,O,O,X,X,O,X,O
IOTZLJS,X,O,O,X,X,O,X,X
IOTZLSJ,O,O,O,X,X,O,X,O
IOTZJLS,X,O,X,X,X,O,X,X
IOTZJSL,O,O,X,X,X,O,X,O
IOTZSLJ,O,O,O,X,X,O,X,O
IOTZSJL,O,O,O,X,X,O,X,O
IOLTJSZ,X,O,O,X,O,O,X,X
IOLTJZS,X,O,O,X,X,O,X,X
IOLTSJZ,X,O,O,X,O,O,X,X
IOLTSZJ,O,O,O,X,O,X,X,X
IOLTZJS,X,O,O,X,O,O,X,X
IOLTZSJ,O,O,O,X,O,O,X,X
IOLJTSZ,X,O,O,X,O,O,X,X
IOLJTZS,X,O,O,X,X,O,X,X
IOLJSTZ,X,X,O,X,O,X,X,X
IOLJSZT,O,X,X,X,X,X,X,X
IOLJZTS,X,O,X,X,O,O,X,X
IOLJZST,O,X,X,X,O,X,X,X
IOLSTJZ,X,X,O,X,O,X,X,X
IOLSTZJ,O,X,O,X,O,X,X,X
IOLSJTZ,X,X,O,X,O,X,X,X
IOLSJZT,O,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,O,O,X,X
IOLZTSJ,O,O,X,X,O,O,X,X
IOLZJTS,X,O,X,X,O,O,X,X
IOLZJST,O,X,X,X,O,X,X,X
IOLZSTJ,O,X,X,X,O,X,X,X
IOLZSJT,O,X,X,X,O,X,X,X
IOJTLSZ,X,O,X,X,X,O,X,X
IOJTLZS,X,O,X,X,X,O,X,X
IOJTSLZ,X,O,X,X,X,O,X,X
IOJTSZL,X,O,X,O,X,O,X,X
IOJTZLS,X,O,X,O,X,O,X,X
IOJTZSL,X,O,X,O,X,O,X,X
IOJLTSZ,X,O,O,X,O,O,X,X
IOJLTZS,X,O,O,X,X,O,X,X
IOJLSTZ,X,X,O,X,O,X,X,X
IOJLSZT,O,X,X,X,X,X,X,X
IOJLZTS,X,O,X,O,O,O,X,X
IOJLZST,O,X,X,X,O,X,X,X
IOJSTLZ,X,O,X,X,X,O,X,X
IOJSTZL,X,O,X,O,X,O,X,X
IOJSLTZ,X,X,O,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X
IOJSZTL,O,O,X,O,X,O,X,X
IOJSZLT,O,X,X,X,X,X,X,X
IOJZTLS,X,O,X,O,X,O,X,X
IOJZTSL,O,O,X,O,X,O,X,X
IOJZLTS,X,O,X,O,O,O,X,X
IOJZLST,O,X,X,X,O,X,X,X
IOJZSTL,O,O,X,O,O,O,X,X
IOJZSLT,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,O,X,X,O,X,X
IOSTLZJ,O,O,O,X,X,X,X,O
IOSTJLZ,X,O,X,X,X,O,X,X
IOSTJZL,X,O,X,O,X,O,X,X
IOSTZLJ,O,O,O,X,X,O,X,O
IOSTZJL,O,O,O,X,X,O,X,O
IOSLTJZ,X,X,O,X,X,X,X,X
IOSLTZJ,O,X,O,X,X,X,X,O
IOSLJTZ,X,X,O,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,O,X,X
IOSJTZL,X,O,X,O,X,O,X,X
IOSJLTZ,X,X,O,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X
IOSJZTL,O,O,X,O,X,O,X,X
IOSJZLT,O,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,X,X,O,X,O
IOSZTJL,O,O,X,X,X,O,X,O
IOSZLTJ,O,X,X,X,X,X,X,O
IOSZLJT,O,X,X,X,X,X,X,X
IOSZJTL,O,O,X,X,X,O,X,O
IOSZJLT,O,X,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,O,X,X
IOZTLSJ,O,O,X,X,X,O,X,O
IOZTJLS,X,O,X,X,X,O,X,X
IOZTJSL,O,O,X,X,X,O,X,O
IOZTSLJ,O,O,X,X,X,O,X,O
IOZTSJL,O,O,X,X,X,O,X,O
IOZLTJS,X,O,X,X,O,O,X,X
IOZLTSJ,O,O,X,X,O,O,X,O
IOZLJTS,X,O,X,X,O,O,X,X
IOZLJST,O,X,X,X,O,X,X,X
IOZLSTJ,O,X,X,X,O,X,X,O
IOZLSJT,O,X,X,X,O,X,X,X
IOZJTLS,X,O,X,X,X,O,X,X
IOZJTSL,O,O,X,X,X,O,X,O
IOZJLTS,X,O,X,X,O,O,X,X
IOZJLST,O,X,X,X,O,X,X,X
IOZJSTL,O,O,X,X,O,O,X,O
IOZJSLT,O,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,O,O,X,O
IOZSTJL,O,O,X,X,O,O,X,O
IOZSLTJ,O,X,X,X,X,X,X,O
IOZSLJT,O,X,X,X,X,X,X,X
IOZSJTL,O,O,X,X,O,O,X,O
IOZSJLT,O,X,X,X,X,X,X,X
LTIJSZO,X,X,O,X,O,X,X,X
LTIJSOZ,X,X,O,X,O,X,X,X
LTIJZSO,X,X,O,X,X,X,X,X
LTIJZOS,X,X,O,X,X,X,X,X
LTIJOSZ,X,X,O,X,O,X,X,X
LTIJOZS,X,X,O,X,X,X,X,X
LTISJZO,X,X,O,X,O,X,X,X
LTISJOZ,X,X,O,X,O,X,X,X
LTISZJO,O,X,O,X,O,X,X,X
LTISZOJ,O,X,O,X,O,X,X,X
LTISOJZ,X,X,O,X,O,X,X,X
LTISOZJ,O,X,O,X,O,X,X,X
LTIZJSO,X,X,O,X,O,X,X,X
LTIZJOS,X,X,O,X,O,X,X,X
LTIZSJO,O,X,O,X,O,X,X,X
LTIZSOJ,O,X,O,X,O,X,X,X
LTIZOJS,X,X,O,X,O,X,X,X
LTIZOSJ,O,X,O,X,O,X,X,X
LTIOJSZ,X,X,O,X,O,X,X,X
LTIOJZS,X,X,O,X,X,X,X,X
LTIOSJZ,X,X,O,X,O,X,X,X
LTIOSZJ,O,X,O,X,O,X,X,X
LTIOZJS,X,X,O,X,O,X,X,X
LTIOZSJ,O,X,O,X,O,X,X,X
LTJISZO,X,O,O,X,O,X,X,X
LTJISOZ,X,O,O,X,O,X,X,X
LTJIZSO,X,O,O,X,X,X,X,X
LTJIZOS,X,O,O,X,X,X,X,X
LTJIOSZ,X,O,O,X,O,X,X,X
LTJIOZS,X,O,O,X,X,X,X,X
LTJSIZO,X,O,O,X,O,X,X,X
LTJSIOZ,X,O,O,X,O,X,X,X
LTJSZIO,X,O,O,O,O,X,X,X
LTJSZOI,X,O,O,O,O,X,X,X
LTJSOIZ,X,O,O,X,O,X,X,X
LTJSOZI,X,O,O,O,O,X,X,X
LTJZISO,X,O,O,O,O,X,X,X
LTJZIOS,X,O,O,O,O,X,X,X
LTJZSIO,X,O,O,O,O,X,X,X
LTJZSOI,X,O,O,O,O,X,X,X
LTJZOIS,X,O,O,O,O,X,X,X
LTJZOSI,X,O,O,O,O,X,X,X
LTJOISZ,X,O,O,X,O,X,X,X
LTJOIZS,X,O,O,X,X,X,X,X
LTJOSIZ,X,O,O,X,O,X,X,X
LTJOSZI,X,O,O,O,O,X,X,X
LTJOZIS,X,O,O,O,O,X,X,X
LTJOZSI,X,O,O,O,O,X,X,X
LTSIJZO,X,O,O,X,O,X,X,X
LTSIJOZ,X,O,O,X,O,X,X,X
LTSIZJO,O,X,O,X,O,X,X,O
LTSIZOJ,O,X,O,X,O,X,X,O
LTSIOJZ,X,O,O,X,O,X,X,X
LTSIOZJ,O,O,O,X,O,X,X,O
LTSJIZO,X,O,O,X,O,X,X,X
LTSJIOZ,X,O,O,X,O,X,X,X
LTSJZIO,O,O,O,O,O,X,X,O
LTSJZOI,O,O,O,O,O,X,X,O
LTSJOIZ,X,O,O,X,O,X,X,X
LTSJOZI,O,O,O,O,O,X,X,O
LTSZIJO,O,X,O,X,O,X,X,O
LTSZIOJ,O,X,O,X,O,X,X,O
LTSZJIO,O,O,O,X,O,X,X,O
LTSZJOI,O,O,O,X,O,X,X,O
LTSZOIJ,O,O,O,X,O,X,X,O
LTSZOJI,O,O,O,X,O,X,X,O
LTSOIJZ,X,O,O,X,O,X,X,X
LTSOIZJ,O,O,O,X,O,X,X,O
LTSOJIZ,X,O,O,X,O,X,X,X
LTSOJZI,O,O,O,O,O,X,X,O
LTSOZIJ,O,O,O,X,O,X,X,O
LTSOZJI,O,O,O,X,O,X,X,O
LTZIJSO,X,X,O,X,O,X,X,X
LTZIJOS,X,X,O,X,O,X,X,X
LTZISJO,O,X,O,X,O,X,X,O
LTZISOJ,O,X,O,X,O,X,X,O
LTZIOJS,X,X,O,X,O,X,X,X
LTZIOSJ,O,X,O,X,O,X,X,O
LTZJISO,X,O,O,X,O,X,X,X
LTZJIOS,X,O,O,X,O,X,X,X
LTZJSIO,X,O,O,X,O,X,X,X
LTZJSOI,X,O,O,X,O,X,X,X
LTZJOIS,X,O,O,X,O,X,X,X
LTZJOSI,X,O,O,X,O,X,X,X
LTZSIJO,O,O,O,X,O,X,X,O
LTZSIOJ,O,O,O,X,O,X,X,O
LTZSJIO,O,O,O,X,O,X,X,O
LTZSJOI,O,O,O,X,O,X,X,O
LTZSOIJ,O,O,O,X,O,X,X,O
LTZSOJI,O,O,O,X,O,X,X,O
LTZOIJS,X,O,O,X,O,X,X,X
LTZOISJ,O,O,O,X,O,X,X,O
LTZOJIS,X,O,O,X,O,X,X,X
LTZOJSI,X,O,O,X,O,X,X,X
LTZOSIJ,O,O,O,X,O,X,X,O
LTZOSJI,O,O,O,X,O,X,X,O
LTOIJSZ,X,O,O,X,O,X,X,X
LTOIJZS,X,O,O,X,X,X,X,X
LTOISJZ,X,O,O,X,O,X,X,X
LTOISZJ,O,O,O,X,O,X,X,X
LTOIZJS,X,O,O,X,O,X,X,X
LTOIZSJ,O,O,O,X,O,X,X,X
LTOJISZ,X,O,O,X,O,X,X,X
LTOJIZS,X,O,O,X,X,X,X,X
LTOJSIZ,X,O,O,X,O,X,X,X
LTOJSZI,X,O,O,O,O,X,X,X
LTOJZIS,X,O,O,O,O,X,X,X
LTOJZSI,X,O,O,O,O,X,X,X
LTOSIJZ,X,O,O,X,O,X,X,X
LTOSIZJ,O,O,O,X,O,X,X,O
LTOSJIZ,X,O,O,X,O,X,X,X
LTOSJZI,O,O,O,O,O,X,X,O
LTOSZIJ,O,O,O,X,O,X,X,O
LTOSZJI,O,O,O,X,O,X,X,O
LTOZIJS,X,O,O,X,O,X,X,X
LTOZISJ,O,O,O,X,O,X,X,O
LTOZJIS,X,O,O,X,O,X,X,X
LTOZJSI,X,O,O,X,O,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,O
LTOZSJI,O,O,O,X,O,X,X,O
LITJSZO,X,X,O,X,O,X,X,X
LITJSOZ,X,X,O,X,O,O,X,X
LITJZSO,X,X,O,X,X,O,X,X
LITJZOS,X,X,O,X,X,O,X,X
LITJOSZ,X,X,O,X,O,O,X,X
LITJOZS,X,X,O,X,X,O,X,X
LITSJZO,X,X,O,X,O,X,X,X
LITSJOZ,X,X,O,X,O,O,X,X
LITSZJO,O,X,O,X,O,X,X,X
LITSZOJ,O,X,O,X,O,X,X,X
LITSOJZ,X,X,O,X,O,O,X,X
LITSOZJ,O,X,O,X,O,X,X,X
LITZJSO,X,X,O,X,O,O,X,X
LITZJOS,X,X,O,X,O,O,X,X
LITZSJO,O,X,O,X,O,O,X,X
LITZSOJ,O,X,O,X,O,O,X,X
LITZOJS,X,X,O,X,O,O,X,X
LITZOSJ,O,X,O,X,O,O,X,X
LITOJSZ,X,X,O,X,O,O,X,X
LITOJZS,X,X,O,X,X,O,X,X
LITOSJZ,X,X,O,X,O,O,X,X
LITOSZJ,O,X,O,X,O,X,X,X
LITOZJS,X,X,O,X,O,O,X,X
LITOZSJ,O,X,O,X,O,O,X,X
LIJTSZO,X,X,O,X,O,X,X,X
LIJTSOZ,X,X,O,X,O,O,X,X
LIJTZSO,X,X,O,X,X,O,X,X
LIJTZOS,X,X,O,X,X,O,X,X
LIJTOSZ,X,X,O,X,O,O,X,X
LIJTOZS,X,X,O,X,X,O,X,X
LIJSTZO,X,X,O,X,O,X,X,X
LIJSTOZ,X,X,O,X,O,X,X,X
LIJSZTO,O,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,O,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,O,O,X,X
LIJZTOS,X,X,X,X,O,O,X,X
LIJZSTO,O,X,X,X,O,X,X,X
LIJZSOT,O,X,X,X,O,X,X,X
LIJZOTS,X,X,X,X,O,O,X,X
LIJZOST,O,X,X,X,O,X,X,X
LIJOTSZ,X,X,O,X,O,O,X,X
LIJOTZS,X,X,O,X,X,O,X,X
LIJOSTZ,X,X,O,X,O,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,O,X,X
LIJOZST,O,X,X,X,O,X,X,X
LISTJZO,X,X,O,X,O,X,X,X
LISTJOZ,X,X,O,X,O,X,X,X
LISTZJO,O,X,O,X,O,X,X,X
LISTZOJ,O,X,O,X,O,X,X,X
LISTOJZ,X,X,O,X,O,X,X,X
LISTOZJ,O,X,O,X,O,X,X,X
LISJTZO,X,X,O,X,O,X,X,X
LISJTOZ,X,X,O,X,O,X,X,X
LISJZTO,O,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,O,X,X,X
LISJOZT,O,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X
LISZJTO,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,O,X,X,X
LISOTZJ,O,X,O,X,O,X,X,X
LISOJTZ,X,X,O,X,O,X,X,X
LISOJZT,O,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,O,X,X
LIZTJOS,X,X,X,X,O,O,X,X
LIZTSJO,O,X,X,X,O,O,X,X
LIZTSOJ,O,X,X,X,O,O,X,X
LIZTOJS,X,X,X,X,O,O,X,X
LIZTOSJ,O,X,X,X,O,O,X,X
LIZJTSO,X,X,X,X,O,O,X,X
LIZJTOS,X,X,X,X,O,O,X,X
LIZJSTO,O,X,X,X,O,X,X,X
LIZJSOT,O,X,X,X,O,X,X,X
LIZJOTS,X,X,X,X,O,O,X,X
LIZJOST,O,X,X,X,O,X,X,X
LIZSTJO,O,X,X,X,O,X,X,X
LIZSTOJ,O,X,X,X,O,X,X,X
LIZSJTO,O,X,X,X,O,X,X,X
LIZSJOT,O,X,X,X,O,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X
LIZSOJT,O,X,X,X,O,X,X,X
LIZOTJS,X,X,X,X,O,O,X,X
LIZOTSJ,O,X,X,X,O,O,X,X
LIZOJTS,X,X,X,X,O,O,X,X
LIZOJST,O,X,X,X,O,X,X,X
LIZOSTJ,O,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,O,X,X,X
LIOTJSZ,X,X,O,X,O,O,X,X
LIOTJZS,X,X,O,X,X,O,X,X
LIOTSJZ,X,X,O,X,O,O,X,X
LIOTSZJ,O,X,O,X,O,X,X,X
LIOTZJS,X,X,O,X,O,O,X,X
LIOTZSJ,O,X,O,X,O,O,X,X
LIOJTSZ,X,X,O,X,O,O,X,X
LIOJTZS,X,X,O,X,X,O,X,X
LIOJSTZ,X,X,O,X,O,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,O,X,X
LIOJZST,O,X,X,X,O,X,X,X
