sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
JTLZOSI,X,O,O,O,O,X,X,X
JTLOISZ,X,O,O,X,X,X,X,X
JTLOIZS,X,O,O,X,O,X,X,X
JTLOSIZ,X,O,O,O,O,X,X,X
JTLOSZI,X,O,O,O,O,X,X,X
JTLOZIS,X,O,O,X,O,X,X,X
JTLOZSI,X,O,O,O,O,X,X,X
JTSILZO,X,X,O,X,O,X,X,X
JTSILOZ,X,X,O,X,O,X,X,X
JTSIZLO,O,X,O,X,O,X,X,O
JTSIZOL,O,X,O,X,O,X,X,O
JTSIOLZ,X,X,O,X,O,X,X,X
JTSIOZL,O,X,O,X,O,X,X,O
JTSLIZO,X,O,O,X,O,X,X,X
JTSLIOZ,X,O,O,X,O,X,X,X
JTSLZIO,X,O,O,X,O,X,X,X
JTSLZOI,X,O,O,X,O,X,X,X
JTSLOIZ,X,O,O,X,O,X,X,X
JTSLOZI,X,O,O,X,O,X,X,X
JTSZILO,O,O,O,X,O,X,X,O
JTSZIOL,O,O,O,X,O,X,X,O
JTSZLIO,O,O,O,X,O,X,X,O
JTSZLOI,O,O,O,X,O,X,X,O
JTSZOIL,O,O,O,X,O,X,X,O
JTSZOLI,O,O,O,X,O,X,X,O
JTSOILZ,X,O,O,X,O,X,X,X
JTSOIZL,O,O,O,X,O,X,X,O
JTSOLIZ,X,O,O,X,O,X,X,X
JTSOLZI,X,O,O,X,O,X,X,X
JTSOZIL,O,O,O,X,O,X,X,O
JTSOZLI,O,O,O,X,O,X,X,O
JTZILSO,X,O,O,X,O,X,X,X
JTZILOS,X,O,O,X,O,X,X,X
JTZISLO,O,X,O,X,O,X,X,O
JTZISOL,O,X,O,X,O,X,X,O
JTZIOLS,X,O,O,X,O,X,X,X
JTZIOSL,O,O,O,X,O,X,X,O
JTZLISO,X,O,O,X,O,X,X,X
JTZLIOS,X,O,O,X,O,X,X,X
JTZLSIO,O,O,O,O,O,X,X,O
JTZLSOI,O,O,O,O,O,X,X,O
JTZLOIS,X,O,O,X,O,X,X,X
JTZLOSI,O,O,O,O,O,X,X,O
JTZSILO,O,X,O,X,O,X,X,O
JTZSIOL,O,X,O,X,O,X,X,O
JTZSLIO,O,O,O,X,O,X,X,O
JTZSLOI,O,O,O,X,O,X,X,O
JTZSOIL,O,O,O,X,O,X,X,O
JTZSOLI,O,O,O,X,O,X,X,O
JTZOILS,X,O,O,X,O,X,X,X
JTZOISL,O,O,O,X,O,X,X,O
JTZOLIS,X,O,O,X,O,X,X,X
JTZOLSI,O,O,O,O,O,X,X,O
JTZOSIL,O,O,O,X,O,X,X,O
JTZOSLI,O,O,O,X,O,X,X,O
JTOILSZ,X,O,O,X,X,X,X,X
JTOILZS,X,O,O,X,O,X,X,X
JTOISLZ,X,O,O,X,O,X,X,X
JTOISZL,O,O,O,X,O,X,X,X
JTOIZLS,X,O,O,X,O,X,X,X
JTOIZSL,O,O,O,X,O,X,X,X
JTOLISZ,X,O,O,X,X,X,X,X
JTOLIZS,X,O,O,X,O,X,X,X
JTOLSIZ,X,O,O,O,O,X,X,X
JTOLSZI,X,O,O,O,O,X,X,X
JTOLZIS,X,O,O,X,O,X,X,X
JTOLZSI,X,O,O,O,O,X,X,X
JTOSILZ,X,O,O,X,O,X,X,X
JTOSIZL,O,O,O,X,O,X,X,O
JTOSLIZ,X,O,O,X,O,X,X,X
JTOSLZI,X,O,O,X,O,X,X,X
JTOSZIL,O,O,O,X,O,X,X,O
JTOSZLI,O,O,O,X,O,X,X,O
JTOZILS,X,O,O,X,O,X,X,X
JTOZISL,O,O,O,X,O,X,X,O
JTOZLIS,X,O,O,X,O,X,X,X
JTOZLSI,O,O,O,O,O,X,X,O
JTOZSIL,O,O,O,X,O,X,X,O
JTOZSLI,O,O,O,X,O,X,X,O
JITLSZO,X,X,O,X,X,O,X,X
JITLSOZ,X,X,O,X,X,O,X,X
JITLZSO,X,X,O,X,O,X,X,X
JITLZOS,X,X,O,X,O,O,X,X
JITLOSZ,X,X,O,X,X,O,X,X
JITLOZS,X,X,O,X,O,O,X,X
JITSLZO,X,X,O,X,O,O,X,X
JITSLOZ,X,X,O,X,O,O,X,X
JITSZLO,O,X,O,X,O,O,X,X
JITSZOL,O,X,O,X,O,O,X,X
JITSOLZ,X,X,O,X,O,O,X,X
JITSOZL,O,X,O,X,O,O,X,X
JITZLSO,X,X,O,X,O,X,X,X
JITZLOS,X,X,O,X,O,O,X,X
JITZSLO,O,X,O,X,O,X,X,X
JITZSOL,O,X,O,X,O,X,X,X
JITZOLS,X,X,O,X,O,O,X,X
JITZOSL,O,X,O,X,O,X,X,X
JITOLSZ,X,X,O,X,X,O,X,X
JITOLZS,X,X,O,X,O,O,X,X
JITOSLZ,X,X,O,X,O,O,X,X
JITOSZL,O,X,O,X,O,O,X,X
JITOZLS,X,X,O,X,O,O,X,X
JITOZSL,O,X,O,X,O,X,X,X
JILTSZO,X,X,O,X,X,O,X,X
JILTSOZ,X,X,O,X,X,O,X,X
JILTZSO,X,X,O,X,O,X,X,X
JILTZOS,X,X,O,X,O,O,X,X
JILTOSZ,X,X,O,X,X,O,X,X
JILTOZS,X,X,O,X,O,O,X,X
JILSTZO,X,X,X,X,O,O,X,X
JILSTOZ,X,X,X,X,O,O,X,X
JILSZTO,O,X,X,X,O,X,X,X
JILSZOT,O,X,X,X,O,X,X,X
JILSOTZ,X,X,X,X,O,O,X,X
JILSOZT,O,X,X,X,O,X,X,X
JILZTSO,X,X,O,X,O,X,X,X
JILZTOS,X,X,O,X,O,X,X,X
JILZSTO,O,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X,X
JILZOTS,X,X,O,X,O,X,X,X
JILZOST,O,X,X,X,X,X,X,X
JILOTSZ,X,X,O,X,X,O,X,X
JILOTZS,X,X,O,X,O,O,X,X
JILOSTZ,X,X,X,X,O,O,X,X
JILOSZT,O,X,X,X,O,X,X,X
JILOZTS,X,X,O,X,O,X,X,X
JILOZST,O,X,X,X,X,X,X,X
JISTLZO,X,X,X,X,O,O,X,X
JISTLOZ,X,X,X,X,O,O,X,X
JISTZLO,O,X,X,X,O,O,X,X
JISTZOL,O,X,X,X,O,O,X,X
JISTOLZ,X,X,X,X,O,O,X,X
JISTOZL,O,X,X,X,O,O,X,X
JISLTZO,X,X,X,X,O,O,X,X
JISLTOZ,X,X,X,X,O,O,X,X
JISLZTO,O,X,X,X,O,X,X,X
JISLZOT,O,X,X,X,O,X,X,X
JISLOTZ,X,X,X,X,O,O,X,X
JISLOZT,O,X,X,X,O,X,X,X
JISZTLO,O,X,X,X,O,X,X,X
JISZTOL,O,X,X,X,O,X,X,X
JISZLTO,O,X,X,X,O,X,X,X
JISZLOT,O,X,X,X,O,X,X,X
JISZOTL,O,X,X,X,O,X,X,X
JISZOLT,O,X,X,X,O,X,X,X
JISOTLZ,X,X,X,X,O,O,X,X
JISOTZL,O,X,X,X,O,O,X,X
JISOLTZ,X,X,X,X,O,O,X,X
JISOLZT,O,X,X,X,O,X,X,X
JISOZTL,O,X,X,X,O,X,X,X
JISOZLT,O,X,X,X,O,X,X,X
JIZTLSO,X,X,O,X,O,X,X,X
JIZTLOS,X,X,O,X,O,X,X,X
JIZTSLO,O,X,O,X,O,X,X,X
JIZTSOL,O,X,O,X,O,X,X,X
JIZTOLS,X,X,O,X,O,X,X,X
JIZTOSL,O,X,O,X,O,X,X,X
JIZLTSO,X,X,O,X,O,X,X,X
JIZLTOS,X,X,O,X,O,X,X,X
JIZLSTO,O,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X,X
JIZLOTS,X,X,O,X,O,X,X,X
JIZLOST,O,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X
JIZSLTO,O,X,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,X,O,X,X,X
JIZOTSL,O,X,O,X,O,X,X,X
JIZOLTS,X,X,O,X,O,X,X,X
JIZOLST,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,O,X,X
JIOTLZS,X,X,O,X,O,O,X,X
JIOTSLZ,X,X,O,X,O,O,X,X
JIOTSZL,O,X,O,X,O,O,X,X
JIOTZLS,X,X,O,X,O,O,X,X
JIOTZSL,O,X,O,X,O,X,X,X
JIOLTSZ,X,X,O,X,X,O,X,X
JIOLTZS,X,X,O,X,O,O,X,X
JIOLSTZ,X,X,X,X,O,O,X,X
JIOLSZT,O,X,X,X,O,X,X,X
JIOLZTS,X,X,O,X,O,X,X,X
JIOLZST,O,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,O,X,X
JIOSTZL,O,X,X,X,O,O,X,X
JIOSLTZ,X,X,X,X,O,O,X,X
JIOSLZT,O,X,X,X,O,X,X,X
JIOSZTL,O,X,X,X,O,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X
JIOZTLS,X,X,O,X,O,X,X,X
JIOZTSL,O,X,O,X,O,X,X,X
JIOZLTS,X,X,O,X,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,X,X
JLTISOZ,X,O,O,X,X,X,X,X
JLTIZSO,X,O,O,X,O,X,X,X
JLTIZOS,X,O,O,X,O,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,X
JLTIOZS,X,O,O,X,O,X,X,X
JLTSIZO,X,O,O,O,O,X,X,X
JLTSIOZ,X,O,O,O,O,X,X,X
JLTSZIO,X,O,O,O,O,X,X,X
JLTSZOI,X,O,O,O,O,X,X,X
JLTSOIZ,X,O,O,O,O,X,X,X
JLTSOZI,X,O,O,O,O,X,X,X
JLTZISO,X,O,O,X,O,X,X,X
JLTZIOS,X,O,O,X,O,X,X,X
JLTZSIO,X,O,O,O,O,X,X,X
JLTZSOI,X,O,O,O,O,X,X,X
JLTZOIS,X,O,O,X,O,X,X,X
JLTZOSI,X,O,O,O,O,X,X,X
JLTOISZ,X,O,O,X,X,X,X,X
JLTOIZS,X,O,O,X,O,X,X,X
JLTOSIZ,X,O,O,O,O,X,X,X
JLTOSZI,X,O,O,O,O,X,X,X
JLTOZIS,X,O,O,X,O,X,X,X
JLTOZSI,X,O,O,O,O,X,X,X
JLITSZO,X,O,O,X,X,O,X,X
JLITSOZ,X,O,O,X,X,O,X,X
JLITZSO,X,O,O,X,O,X,X,X
JLITZOS,X,O,O,X,O,O,X,X
JLITOSZ,X,O,O,X,X,O,X,X
JLITOZS,X,O,O,X,O,O,X,X
JLISTZO,X,O,X,O,O,O,X,X
JLISTOZ,X,O,X,O,O,O,X,X
JLISZTO,O,X,X,X,O,X,O,X
JLISZOT,O,X,X,X,O,X,X,X
JLISOTZ,X,O,X,O,O,O,X,X
JLISOZT,O,X,X,X,O,X,X,X
JLIZTSO,X,X,O,X,O,X,O,X
JLIZTOS,X,X,O,X,O,X,X,X
JLIZSTO,O,X,X,X,X,X,O,X
JLIZSOT,O,X,X,X,X,X,X,X
JLIZOTS,X,X,O,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,X,X,O,X,X
JLIOTZS,X,O,O,X,O,O,X,X
JLIOSTZ,X,O,X,O,O,O,X,X
JLIOSZT,O,X,X,X,O,X,X,X
JLIOZTS,X,X,O,X,O,X,X,X
JLIOZST,O,X,X,X,X,X,X,X
JLSTIZO,X,O,O,O,O,X,O,X
JLSTIOZ,X,O,O,O,O,X,X,X
JLSTZIO,X,O,O,O,O,X,O,X
JLSTZOI,X,O,O,O,O,X,O,X
JLSTOIZ,X,O,O,O,O,X,X,X
JLSTOZI,X,O,O,O,O,X,O,X
JLSITZO,X,O,X,O,O,X,O,X
JLSITOZ,X,O,X,O,O,X,X,X
JLSIZTO,O,X,X,X,O,X,O,X
JLSIZOT,O,X,X,X,O,X,X,X
JLSIOTZ,X,O,X,O,O,X,X,X
JLSIOZT,O,X,X,X,O,X,X,X
JLSZTIO,O,X,O,O,O,X,O,X
JLSZTOI,O,X,O,O,O,X,O,X
JLSZITO,O,X,X,X,O,X,O,X
JLSZIOT,O,X,X,X,O,X,X,X
JLSZOTI,O,X,O,O,O,X,O,X
JLSZOIT,O,X,X,X,O,X,X,X
JLSOTIZ,X,O,O,O,O,X,X,X
JLSOTZI,X,O,O,O,O,X,O,X
JLSOITZ,X,O,X,O,O,X,X,X
JLSOIZT,O,X,X,X,O,X,X,X
JLSOZTI,O,X,O,O,O,X,O,X
JLSOZIT,O,X,X,X,O,X,X,X
JLZTISO,X,X,O,X,O,X,O,X
JLZTIOS,X,X,O,X,O,X,X,X
JLZTSIO,O,X,O,O,O,X,O,X
JLZTSOI,O,X,O,O,O,X,O,X
JLZTOIS,X,X,O,X,O,X,X,X
JLZTOSI,O,X,O,O,O,X,X,X
JLZITSO,X,X,O,X,O,X,O,X
JLZITOS,X,X,O,X,O,X,X,X
JLZISTO,O,X,X,X,X,X,O,X
JLZISOT,O,X,X,X,X,X,X,X
JLZIOTS,X,X,O,X,O,X,X,X
JLZIOST,O,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,O,X,O,X
JLZSTOI,O,X,O,O,O,X,O,X
JLZSITO,O,X,X,X,O,X,O,X
JLZSIOT,O,X,X,X,O,X,X,X
JLZSOTI,O,X,O,O,O,X,O,X
JLZSOIT,O,X,X,X,O,X,X,X
JLZOTIS,X,X,O,X,O,X,X,X
JLZOTSI,O,X,O,O,O,X,X,X
JLZOITS,X,X,O,X,O,X,X,X
JLZOIST,O,X,X,X,X,X,X,X
JLZOSTI,O,X,O,O,O,X,X,X
JLZOSIT,O,X,X,X,O,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X
JLOTIZS,X,O,O,X,O,X,X,X
JLOTSIZ,X,O,O,O,O,X,X,X
JLOTSZI,X,O,O,O,O,X,X,X
JLOTZIS,X,O,O,X,O,X,X,X
JLOTZSI,X,O,O,O,O,X,X,X
JLOITSZ,X,O,O,X,X,O,X,X
JLOITZS,X,O,O,X,O,O,X,X
JLOISTZ,X,O,X,O,O,O,X,X
JLOISZT,O,X,X,X,O,X,X,X
JLOIZTS,X,X,O,X,O,X,X,X
JLOIZST,O,X,X,X,X,X,X,X
JLOSTIZ,X,O,O,O,O,X,X,X
JLOSTZI,X,O,O,O,O,X,X,X
JLOSITZ,X,O,X,O,O,X,X,X
JLOSIZT,O,X,X,X,O,X,X,X
JLOSZTI,O,X,O,O,O,X,X,X
JLOSZIT,O,X,X,X,O,X,X,X
JLOZTIS,X,X,O,X,O,X,X,X
JLOZTSI,O,X,O,O,O,X,X,X
JLOZITS,X,X,O,X,O,X,X,X
JLOZIST,O,X,X,X,X,X,X,X
JLOZSTI,O,X,O,O,O,X,X,X
JLOZSIT,O,X,X,X,O,X,X,X
JSTILZO,X,X,O,X,O,X,O,X
JSTILOZ,X,X,O,X,O,X,X,X
JSTIZLO,O,X,O,X,O,X,O,O
JSTIZOL,O,X,O,X,O,X,O,O
JSTIOLZ,X,X,O,X,O,X,X,X
JSTIOZL,O,X,O,X,O,X,X,O
JSTLIZO,X,O,O,X,O,X,O,X
JSTLIOZ,X,O,O,X,O,X,X,X
JSTLZIO,X,O,O,X,O,X,O,X
JSTLZOI,X,O,O,X,O,X,O,X
JSTLOIZ,X,O,O,X,O,X,X,X
JSTLOZI,X,O,O,X,O,X,O,X
JSTZILO,O,O,O,X,O,X,O,O
JSTZIOL,O,O,O,X,O,X,O,O
JSTZLIO,O,O,O,X,O,X,O,O
JSTZLOI,O,O,O,X,O,X,O,O
JSTZOIL,O,O,O,X,O,X,O,O
JSTZOLI,O,O,O,X,O,X,O,O
JSTOILZ,X,O,O,X,O,X,X,X
JSTOIZL,O,O,O,X,O,X,X,O
JSTOLIZ,X,O,O,X,O,X,X,X
JSTOLZI,X,O,O,X,O,X,O,X
JSTOZIL,O,O,O,X,O,X,O,O
JSTOZLI,O,O,O,X,O,X,O,O
JSITLZO,X,X,X,X,O,X,O,X
JSITLOZ,X,X,X,X,O,X,X,X
JSITZLO,O,X,X,X,O,X,O,O
JSITZOL,O,X,X,X,O,X,O,O
JSITOLZ,X,X,X,X,O,X,X,X
JSITOZL,O,X,X,X,O,X,X,O
JSILTZO,X,X,X,X,O,X,O,X
JSILTOZ,X,X,X,X,O,X,X,X
JSILZTO,O,X,X,X,O,X,O,X
JSILZOT,O,X,X,X,O,X,X,X
JSILOTZ,X,X,X,X,O,X,X,X
JSILOZT,O,X,X,X,O,X,X,X
JSIZTLO,O,X,X,X,O,X,O,O
JSIZTOL,O,X,X,X,O,X,O,O
JSIZLTO,O,X,X,X,O,X,O,X
JSIZLOT,O,X,X,X,O,X,X,X
JSIZOTL,O,X,X,X,O,X,X,O
JSIZOLT,O,X,X,X,O,X,X,X
JSIOTLZ,X,X,X,X,O,X,X,X
JSIOTZL,O,X,X,X,O,X,X,O
JSIOLTZ,X,X,X,X,O,X,X,X
JSIOLZT,O,X,X,X,O,X,X,X
JSIOZTL,O,X,X,X,O,X,X,O
JSIOZLT,O,X,X,X,O,X,X,X
JSLTIZO,X,O,O,X,O,X,O,X
JSLTIOZ,X,O,O,X,O,X,X,X
JSLTZIO,X,O,O,X,O,X,O,X
JSLTZOI,X,O,O,X,O,X,O,X
JSLTOIZ,X,O,O,X,O,X,X,X
JSLTOZI,X,O,O,X,O,X,O,X
JSLITZO,X,O,X,X,O,X,O,X
JSLITOZ,X,O,X,X,O,X,X,X
JSLIZTO,O,X,X,X,O,X,O,X
JSLIZOT,O,X,X,X,O,X,X,X
JSLIOTZ,X,O,X,X,O,X,X,X
JSLIOZT,O,X,X,X,O,X,X,X
JSLZTIO,O,X,O,X,O,X,O,X
JSLZTOI,O,X,O,X,O,X,O,X
JSLZITO,O,X,X,X,O,X,O,X
JSLZIOT,O,X,X,X,O,X,X,X
JSLZOTI,O,X,O,X,O,X,O,X
JSLZOIT,O,X,X,X,O,X,X,X
JSLOTIZ,X,O,O,X,O,X,X,X
JSLOTZI,X,O,O,X,O,X,O,X
JSLOITZ,X,O,X,X,O,X,X,X
JSLOIZT,O,X,X,X,O,X,X,X
JSLOZTI,O,X,O,X,O,X,O,X
JSLOZIT,O,X,X,X,O,X,X,X
JSZTILO,O,X,O,X,O,X,O,X
JSZTIOL,O,X,O,X,O,X,O,X
JSZTLIO,O,X,O,X,O,X,O,X
JSZTLOI,O,X,O,X,O,X,O,X
JSZTOIL,O,X,O,X,O,X,O,X
JSZTOLI,O,X,O,X,O,X,O,X
JSZITLO,O,X,X,X,O,X,O,O
JSZITOL,O,X,X,X,O,X,O,O
JSZILTO,O,X,X,X,O,X,O,X
JSZILOT,O,X,X,X,O,X,X,X
JSZIOTL,O,X,X,X,O,X,X,O
JSZIOLT,O,X,X,X,O,X,X,X
JSZLTIO,O,X,O,X,O,X,O,X
JSZLTOI,O,X,O,X,O,X,O,X
JSZLITO,O,X,X,X,O,X,O,X
JSZLIOT,O,X,X,X,O,X,X,X
JSZLOTI,O,X,O,X,O,X,O,X
JSZLOIT,O,X,X,X,O,X,X,X
JSZOTIL,O,X,O,X,O,X,O,X
JSZOTLI,O,X,O,X,O,X,O,X
JSZOITL,O,X,X,X,O,X,X,O
JSZOILT,O,X,X,X,O,X,X,X
JSZOLTI,O,X,O,X,O,X,O,X
JSZOLIT,O,X,X,X,O,X,X,X
JSOTILZ,X,O,O,X,O,X,X,X
JSOTIZL,O,O,O,X,O,X,X,O
JSOTLIZ,X,O,O,X,O,X,X,X
JSOTLZI,X,O,O,X,O,X,O,X
JSOTZIL,O,O,O,X,O,X,O,O
JSOTZLI,O,O,O,X,O,X,O,O
JSOITLZ,X,O,X,X,O,X,X,X
JSOITZL,O,O,X,X,O,X,X,O
JSOILTZ,X,O,X,X,O,X,X,X
JSOILZT,O,X,X,X,O,X,X,X
JSOIZTL,O,X,X,X,O,X,X,O
JSOIZLT,O,X,X,X,O,X,X,X
JSOLTIZ,X,O,O,X,O,X,X,X
JSOLTZI,X,O,O,X,O,X,O,X
JSOLITZ,X,O,X,X,O,X,X,X
JSOLIZT,O,X,X,X,O,X,X,X
JSOLZTI,O,X,O,X,O,X,O,X
JSOLZIT,O,X,X,X,O,X,X,X
JSOZTIL,O,X,O,X,O,X,O,X
JSOZTLI,O,X,O,X,O,X,O,X
JSOZITL,O,X,X,X,O,X,X,O
JSOZILT,O,X,X,X,O,X,X,X
JSOZLTI,O,X,O,X,O,X,O,X
JSOZLIT,O,X,X,X,O,X,X,X
JZTILSO,X,X,O,X,O,X,O,X
JZTILOS,X,X,O,X,O,X,X,X
JZTISLO,O,X,O,X,O,X,O,O
JZTISOL,O,X,O,X,O,X,O,O
JZTIOLS,X,X,O,X,O,X,X,X
JZTIOSL,O,X,O,X,O,X,X,O
JZTLISO,X,X,O,X,O,X,O,X
JZTLIOS,X,X,O,X,O,X,X,X
JZTLSIO,O,X,O,O,O,X,O,O
JZTLSOI,O,X,O,O,O,X,O,O
JZTLOIS,X,X,O,X,O,X,X,X
JZTLOSI,O,X,O,O,O,X,X,O
JZTSILO,O,X,O,X,O,X,O,O
JZTSIOL,O,X,O,X,O,X,O,O
JZTSLIO,O,X,O,X,O,X,O,O
JZTSLOI,O,X,O,X,O,X,O,O
JZTSOIL,O,X,O,X,O,X,O,O
JZTSOLI,O,X,O,X,O,X,O,O
JZTOILS,X,X,O,X,O,X,X,X
JZTOISL,O,X,O,X,O,X,X,O
JZTOLIS,X,X,O,X,O,X,X,X
JZTOLSI,O,X,O,O,O,X,X,O
JZTOSIL,O,X,O,X,O,X,X,O
JZTOSLI,O,X,O,X,O,X,X,O
JZITLSO,X,X,O,X,O,X,O,X
JZITLOS,X,X,O,X,O,X,X,X
JZITSLO,O,X,O,X,O,X,O,O
JZITSOL,O,X,O,X,O,X,O,O
JZITOLS,X,X,O,X,O,X,X,X
JZITOSL,O,X,O,X,O,X,X,O
JZILTSO,X,X,O,X,O,X,O,X
JZILTOS,X,X,O,X,O,X,X,X
JZILSTO,O,X,X,X,X,X,O,X
JZILSOT,O,X,X,X,X,X,X,X
JZILOTS,X,X,O,X,O,X,X,X
JZILOST,O,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,O,X
JZISTOL,O,X,X,X,X,X,O,X
JZISLTO,O,X,X,X,X,X,O,X
JZISLOT,O,X,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X
JZISOLT,O,X,X,X,X,X,X,X
JZIOTLS,X,X,O,X,O,X,X,X
JZIOTSL,O,X,O,X,O,X,X,O
JZIOLTS,X,X,O,X,O,X,X,X
JZIOLST,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X,X,X
JZLTISO,X,X,O,X,O,X,O,X
JZLTIOS,X,X,O,X,O,X,X,X
JZLTSIO,O,X,O,O,O,X,O,O
JZLTSOI,O,X,O,O,O,X,O,O
JZLTOIS,X,X,O,X,O,X,X,X
JZLTOSI,O,X,O,O,O,X,X,O
JZLITSO,X,X,O,X,O,X,O,X
JZLITOS,X,X,O,X,O,X,X,X
JZLISTO,O,X,X,X,X,X,O,X
JZLISOT,O,X,X,X,X,X,X,X
JZLIOTS,X,X,O,X,O,X,X,X
JZLIOST,O,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,O,X,O,X
JZLSTOI,O,X,O,O,O,X,O,X
JZLSITO,O,X,X,X,O,X,O,X
JZLSIOT,O,X,X,X,O,X,X,X
JZLSOTI,O,X,O,O,O,X,O,X
JZLSOIT,O,X,X,X,O,X,X,X
JZLOTIS,X,X,O,X,O,X,X,X
JZLOTSI,O,X,O,O,O,X,X,O
JZLOITS,X,X,O,X,O,X,X,X
JZLOIST,O,X,X,X,X,X,X,X
JZLOSTI,O,X,O,O,O,X,X,X
JZLOSIT,O,X,X,X,O,X,X,X
JZSTILO,O,X,O,X,O,X,O,O
JZSTIOL,O,X,O,X,O,X,O,O
JZSTLIO,O,X,O,X,O,X,O,O
JZSTLOI,O,X,O,X,O,X,O,O
JZSTOIL,O,X,O,X,O,X,O,O
JZSTOLI,O,X,O,X,O,X,O,O
JZSITLO,O,X,X,X,O,X,O,O
JZSITOL,O,X,X,X,O,X,O,O
JZSILTO,O,X,X,X,O,X,O,X
JZSILOT,O,X,X,X,O,X,X,X
JZSIOTL,O,X,X,X,O,X,X,O
JZSIOLT,O,X,X,X,O,X,X,X
JZSLTIO,O,X,O,X,O,X,O,X
JZSLTOI,O,X,O,X,O,X,O,X
JZSLITO,O,X,X,X,O,X,O,X
JZSLIOT,O,X,X,X,O,X,X,X
JZSLOTI,O,X,O,X,O,X,O,X
JZSLOIT,O,X,X,X,O,X,X,X
JZSOTIL,O,X,O,X,O,X,O,O
JZSOTLI,O,X,O,X,O,X,O,O
JZSOITL,O,X,X,X,O,X,X,O
JZSOILT,O,X,X,X,O,X,X,X
JZSOLTI,O,X,O,X,O,X,O,X
JZSOLIT,O,X,X,X,O,X,X,X
JZOTILS,X,X,O,X,O,X,X,X
JZOTISL,O,X,O,X,O,X,X,O
JZOTLIS,X,X,O,X,O,X,X,X
JZOTLSI,O,X,O,O,O,X,X,O
JZOTSIL,O,X,O,X,O,X,X,O
JZOTSLI,O,X,O,X,O,X,X,O
JZOITLS,X,X,O,X,O,X,X,X
JZOITSL,O,X,O,X,O,X,X,O
JZOILTS,X,X,O,X,O,X,X,X
JZOILST,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,X,X,X
JZOLTIS,X,X,O,X,O,X,X,X
JZOLTSI,O,X,O,O,O,X,X,O
JZOLITS,X,X,O,X,O,X,X,X
JZOLIST,O,X,X,X,X,X,X,X
JZOLSTI,O,X,O,O,O,X,X,X
JZOLSIT,O,X,X,X,O,X,X,X
JZOSTIL,O,X,O,X,O,X,X,O
JZOSTLI,O,X,O,X,O,X,X,O
JZOSITL,O,X,X,X,O,X,X,O
JZOSILT,O,X,X,X,O,X,X,X
JZOSLTI,O,X,O,X,O,X,X,X
JZOSLIT,O,X,X,X,O,X,X,X
JOTILSZ,X,O,O,X,X,X,X,X
JOTILZS,X,O,O,X,O,X,X,X
JOTISLZ,X,O,O,X,O,X,X,X
JOTISZL,O,O,O,X,O,X,X,X
JOTIZLS,X,O,O,X,O,X,X,X
JOTIZSL,O,O,O,X,O,X,X,X
JOTLISZ,X,O,O,X,X,X,X,X
JOTLIZS,X,O,O,X,O,X,X,X
JOTLSIZ,X,O,O,O,O,X,X,X
JOTLSZI,X,O,O,O,O,X,X,X
JOTLZIS,X,O,O,X,O,X,X,X
JOTLZSI,X,O,O,O,O,X,X,X
JOTSILZ,X,O,O,X,O,X,X,X
