sequence,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jei6IvhFFcBXdBckBZ?lBWmBzqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeT6IvhFxcBlgB3hBi?kB0lB2vB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCcBXdBzfBV?mBmqBUqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFufB3bBFdBT?hBiqB0qB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCbBXdBUlBF?mBOrBTqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jex8IvhF0fBlgB3hBO?kBTlByvB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFzaBXdBamBG?hB0qBFqB
LSITJZO,X,O,O,O,X,O,X
LSITJOZ,X,O,O,O,X,X,X
LSITZJO,O,X,X,O,O,O,X
LSITZOJ,O,O,O,O,O,O,X
LSITOJZ,X,O,O,O,X,X,X
LSITOZJ,X,O,O,O,X,O,X
LSIJTZO,O,O,O,O,X,O,X
LSIJTOZ,X,O,O,O,X,X,X
LSIJZTO,O,O,X,O,X,O,X
LSIJZOT,O,O,X,O,X,X,X
LSIJOTZ,X,O,O,O,X,X,X
LSIJOZT,X,O,X,O,X,X,X
LSIZTJO,O,X,X,O,O,O,O
LSIZTOJ,O,O,O,O,O,O,O
LSIZJTO,O,O,X,O,X,O,O
LSIZJOT,O,O,X,O,X,X,X
LSIZOTJ,O,O,X,O,X,O,O
LSIZOJT,O,O,X,O,X,X,X
LSIOTJZ,X,O,O,O,X,X,X
LSIOTZJ,O,O,O,O,X,O,X
LSIOJTZ,O,O,O,O,X,X,X
LSIOJZT,O,O,X,O,X,X,X
LSIOZTJ,O,O,X,O,X,O,X
LSIOZJT,O,O,X,O,X,X,X
LSJTIZO,O,O,O,O,X,O,X
LSJTIOZ,X,O,O,O,X,X,X
LSJTZIO,O,O,O,X,X,O,X
LSJTZOI,O,O,O,X,X,O,X
LSJTOIZ,X,O,O,O,X,X,X
LSJTOZI,X,O,O,O,X,X,X
LSJITZO,O,O,O,O,X,O,X
LSJITOZ,X,O,O,O,X,X,X
LSJIZTO,O,O,X,O,X,O,X
LSJIZOT,O,O,X,O,X,X,X
LSJIOTZ,X,O,O,O,X,X,X
LSJIOZT,X,O,X,O,X,X,X
LSJZTIO,O,O,X,X,X,O,X
LSJZTOI,O,O,X,X,X,O,X
LSJZITO,O,O,X,X,X,O,X
LSJZIOT,O,O,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X
LSJZOIT,X,O,X,X,X,X,X
LSJOTIZ,X,O,O,O,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,O,X,X,X
LSJOIZT,X,O,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X
LSJOZIT,X,O,X,O,X,X,X
LSZTIJO,O,X,X,X,O,O,O
LSZTIOJ,O,O,O,X,O,O,O
LSZTJIO,O,X,X,X,O,O,X
LSZTJOI,O,X,X,X,X,O,X
LSZTOIJ,O,O,O,X,O,O,X
LSZTOJI,O,O,X,X,X,O,X
LSZITJO,O,X,X,X,O,O,O
LSZITOJ,O,O,O,X,O,O,O
LSZIJTO,O,O,X,X,X,O,O
LSZIJOT,O,O,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,O,O
LSZIOJT,O,O,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X
LSZJTOI,O,O,X,X,X,O,X
LSZJITO,O,O,X,X,X,O,O
LSZJIOT,O,O,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,O,X
LSZOTJI,O,O,X,X,X,O,X
LSZOITJ,O,O,X,X,X,O,O
LSZOIJT,O,O,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X
LSOTIJZ,X,O,O,O,X,X,X
LSOTIZJ,O,O,O,O,X,O,X
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,O,X
LSOTZJI,O,O,X,O,X,O,X
LSOITJZ,X,O,O,O,X,X,X
LSOITZJ,O,O,O,O,X,O,X
LSOIJTZ,O,O,O,O,X,X,X
LSOIJZT,O,O,X,O,X,X,X
LSOIZTJ,O,O,X,O,X,O,X
LSOIZJT,O,O,X,O,X,X,X
LSOJTIZ,O,O,O,O,X,X,X
LSOJTZI,O,O,O,O,X,X,X
LSOJITZ,O,O,O,O,X,X,X
LSOJIZT,O,O,X,O,X,X,X
LSOJZTI,O,O,X,O,X,X,X
LSOJZIT,O,O,X,O,X,X,X
LSOZTIJ,O,O,X,O,X,O,X
LSOZTJI,O,O,X,O,X,O,X
LSOZITJ,O,O,X,O,X,O,X
LSOZIJT,O,O,X,O,X,X,X
LSOZJTI,O,O,X,O,X,X,X
LSOZJIT,O,O,X,O,X,X,X
LZTIJSO,O,X,X,O,O,X,O
LZTIJOS,O,X,X,O,O,X,O
LZTISJO,O,X,X,O,O,O,O
LZTISOJ,O,X,X,O,O,O,O
LZTIOJS,O,X,X,O,O,X,O
LZTIOSJ,O,X,X,O,O,X,O
LZTJISO,O,X,X,O,O,X,X
LZTJIOS,X,X,X,O,O,X,X
LZTJSIO,O,X,X,X,O,O,X
LZTJSOI,O,X,X,X,X,O,X
LZTJOIS,X,X,X,O,X,X,X
LZTJOSI,O,X,X,O,X,X,X
LZTSIJO,O,X,X,X,O,O,O
LZTSIOJ,O,O,X,X,O,O,O
LZTSJIO,O,X,X,X,O,O,X
LZTSJOI,O,X,X,X,X,O,X
LZTSOIJ,O,O,X,X,O,O,X
LZTSOJI,O,O,X,X,X,O,X
LZTOIJS,O,X,X,O,O,X,X
LZTOISJ,O,X,X,O,O,X,X
LZTOJIS,O,X,X,O,X,X,X
LZTOJSI,O,X,X,O,X,X,X
LZTOSIJ,O,O,X,O,O,O,X
LZTOSJI,O,O,X,O,X,O,X
LZITJSO,O,X,X,O,O,X,O
LZITJOS,O,X,X,O,O,X,O
LZITSJO,O,X,X,O,O,O,O
LZITSOJ,O,X,X,O,O,O,O
LZITOJS,O,X,X,O,O,X,O
LZITOSJ,O,X,X,O,O,X,O
LZIJTSO,O,X,X,O,O,X,O
LZIJTOS,O,X,X,O,O,X,O
LZIJSTO,O,O,X,O,X,O,O
LZIJSOT,O,O,X,O,X,X,X
LZIJOTS,O,X,X,O,X,X,X
LZIJOST,O,O,X,O,X,X,X
LZISTJO,O,X,X,O,O,O,O
LZISTOJ,O,O,X,O,O,O,O
LZISJTO,O,O,X,O,X,O,O
LZISJOT,O,O,X,O,X,X,X
LZISOTJ,O,O,X,O,X,O,O
LZISOJT,O,O,X,O,X,X,X
LZIOTJS,O,X,X,O,O,X,O
LZIOTSJ,O,X,X,O,O,X,O
LZIOJTS,O,X,X,O,X,X,X
LZIOJST,O,O,X,O,X,X,X
LZIOSTJ,O,O,X,O,X,O,O
LZIOSJT,O,O,X,O,X,X,X
LZJTISO,O,X,X,O,O,X,X
LZJTIOS,O,X,X,O,O,X,X
LZJTSIO,O,O,X,X,O,O,X
LZJTSOI,O,O,X,X,X,O,X
LZJTOIS,X,X,X,O,X,X,X
LZJTOSI,O,O,X,O,X,X,X
LZJITSO,O,X,X,O,O,X,O
LZJITOS,O,X,X,O,O,X,O
LZJISTO,O,O,X,O,X,O,O
LZJISOT,O,O,X,O,X,X,X
LZJIOTS,O,X,X,O,X,X,X
LZJIOST,O,O,X,O,X,X,X
LZJSTIO,O,O,X,X,X,O,X
LZJSTOI,O,O,X,X,X,O,X
LZJSITO,O,O,X,X,X,O,O
LZJSIOT,O,O,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X
LZJOTIS,O,X,X,O,X,X,X
LZJOTSI,O,O,X,O,X,X,X
LZJOITS,O,X,X,O,X,X,X
LZJOIST,O,O,X,O,X,X,X
LZJOSTI,O,O,X,O,X,X,X
LZJOSIT,O,O,X,O,X,X,X
LZSTIJO,O,X,X,X,O,O,O
LZSTIOJ,O,O,X,X,O,O,O
LZSTJIO,O,X,X,X,O,O,X
LZSTJOI,O,X,X,X,X,O,X
LZSTOIJ,O,O,X,X,O,O,X
LZSTOJI,O,O,X,X,X,O,X
LZSITJO,O,X,X,X,O,O,O
LZSITOJ,O,O,X,X,O,O,O
LZSIJTO,O,O,X,X,X,O,O
LZSIJOT,O,O,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,O,O
LZSIOJT,O,O,X,X,X,X,X
LZSJTIO,O,O,X,X,X,O,X
LZSJTOI,O,O,X,X,X,O,X
LZSJITO,O,O,X,X,X,O,O
LZSJIOT,O,O,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X
LZSOTIJ,O,O,X,X,X,O,X
LZSOTJI,O,O,X,X,X,O,X
LZSOITJ,O,O,X,X,X,O,O
LZSOIJT,O,O,X,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X
LZOTIJS,O,X,X,O,O,X,X
LZOTISJ,O,X,X,O,O,X,X
LZOTJIS,O,X,X,O,X,X,X
LZOTJSI,O,X,X,O,X,X,X
LZOTSIJ,O,O,X,O,O,O,X
LZOTSJI,O,O,X,O,X,O,X
LZOITJS,O,X,X,O,O,X,O
LZOITSJ,O,X,X,O,O,X,O
LZOIJTS,O,X,X,O,X,X,X
LZOIJST,O,O,X,O,X,X,X
LZOISTJ,O,O,X,O,X,O,O
LZOISJT,O,O,X,O,X,X,X
LZOJTIS,O,X,X,O,X,X,X
LZOJTSI,O,O,X,O,X,X,X
LZOJITS,O,X,X,O,X,X,X
LZOJIST,O,O,X,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,X,O,X,X,X
LZOSTIJ,O,O,X,O,X,O,X
LZOSTJI,O,O,X,O,X,O,X
LZOSITJ,O,O,X,O,X,O,O
LZOSIJT,O,O,X,O,X,X,X
LZOSJTI,O,O,X,O,X,X,X
LZOSJIT,O,O,X,O,X,X,X
LOTIJSZ,X,O,O,O,X,X,X
LOTIJZS,X,X,O,O,X,X,X
LOTISJZ,X,O,O,O,X,X,X
LOTISZJ,X,O,O,O,X,X,X
LOTIZJS,X,X,X,O,X,X,X
LOTIZSJ,X,X,O,O,X,X,X
LOTJISZ,X,O,O,O,X,X,X
LOTJIZS,X,X,X,O,X,X,X
LOTJSIZ,X,O,O,O,X,X,X
LOTJSZI,X,O,X,O,X,X,X
LOTJZIS,X,X,X,O,X,X,X
LOTJZSI,X,O,X,O,X,X,X
LOTSIJZ,X,O,O,O,X,X,X
LOTSIZJ,X,O,O,O,X,X,X
LOTSJIZ,X,O,O,O,X,X,X
LOTSJZI,X,O,X,O,X,X,X
LOTSZIJ,X,O,O,O,X,X,X
LOTSZJI,X,O,X,O,X,X,X
LOTZIJS,X,X,X,O,X,X,X
LOTZISJ,X,X,O,O,X,X,X
LOTZJIS,X,X,X,O,X,X,X
LOTZJSI,X,X,X,O,X,X,X
LOTZSIJ,X,O,O,O,X,X,X
LOTZSJI,X,O,X,O,X,X,X
LOITJSZ,X,O,O,O,X,X,X
LOITJZS,X,X,O,O,X,X,X
LOITSJZ,X,O,O,O,X,X,X
LOITSZJ,X,O,O,O,X,X,X
LOITZJS,X,X,X,O,X,X,X
LOITZSJ,X,X,O,O,X,X,X
LOIJTSZ,O,O,O,O,X,X,X
LOIJTZS,O,X,O,O,X,X,X
LOIJSTZ,O,O,O,O,X,X,X
LOIJSZT,O,O,X,O,X,X,X
LOIJZTS,O,X,X,O,X,X,X
LOIJZST,O,O,X,O,X,X,X
LOISTJZ,X,O,O,O,X,X,X
LOISTZJ,O,O,O,O,X,O,X
LOISJTZ,O,O,O,O,X,X,X
LOISJZT,O,O,X,O,X,X,X
LOISZTJ,O,O,X,O,X,O,X
LOISZJT,O,O,X,O,X,X,X
LOIZTJS,O,X,X,O,X,X,X
LOIZTSJ,O,X,X,O,X,X,X
LOIZJTS,O,X,X,O,X,X,X
LOIZJST,O,O,X,O,X,X,X
LOIZSTJ,O,O,X,O,X,O,X
LOIZSJT,O,O,X,O,X,X,X
LOJTISZ,O,O,O,O,X,X,X
LOJTIZS,O,X,O,O,X,X,X
LOJTSIZ,O,O,O,O,X,X,X
LOJTSZI,O,O,O,O,X,X,X
LOJTZIS,O,X,O,O,X,X,X
LOJTZSI,O,O,O,O,X,X,X
LOJITSZ,O,O,O,O,X,X,X
LOJITZS,O,X,O,O,X,X,X
LOJISTZ,O,O,O,O,X,X,X
LOJISZT,O,O,X,O,X,X,X
LOJIZTS,O,X,X,O,X,X,X
LOJIZST,O,O,X,O,X,X,X
LOJSTIZ,O,O,O,O,X,X,X
LOJSTZI,O,O,O,O,X,X,X
LOJSITZ,O,O,O,O,X,X,X
LOJSIZT,O,O,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X
LOJZTIS,O,X,X,O,X,X,X
LOJZTSI,O,O,X,O,X,X,X
LOJZITS,O,X,X,O,X,X,X
LOJZIST,O,O,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X
LOSTIJZ,X,O,O,O,X,X,X
LOSTIZJ,O,O,O,O,X,O,X
LOSTJIZ,O,O,O,O,X,X,X
LOSTJZI,O,O,X,O,X,X,X
LOSTZIJ,O,O,O,O,X,O,X
LOSTZJI,O,O,X,O,X,O,X
LOSITJZ,X,O,O,O,X,X,X
LOSITZJ,O,O,O,O,X,O,X
LOSIJTZ,O,O,O,O,X,X,X
LOSIJZT,O,O,X,O,X,X,X
LOSIZTJ,O,O,X,O,X,O,X
LOSIZJT,O,O,X,O,X,X,X
LOSJTIZ,O,O,O,O,X,X,X
LOSJTZI,O,O,O,O,X,X,X
LOSJITZ,O,O,O,O,X,X,X
LOSJIZT,O,O,X,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X
LOSJZIT,O,O,X,O,X,X,X
LOSZTIJ,O,O,X,O,X,O,X
LOSZTJI,O,O,X,O,X,O,X
LOSZITJ,O,O,X,O,X,O,X
LOSZIJT,O,O,X,O,X,X,X
LOSZJTI,O,O,X,O,X,X,X
LOSZJIT,O,O,X,O,X,X,X
LOZTIJS,O,X,X,O,X,X,X
LOZTISJ,O,X,X,O,X,X,X
LOZTJIS,O,X,X,O,X,X,X
LOZTJSI,O,X,X,O,X,X,X
LOZTSIJ,O,O,X,O,X,O,X
LOZTSJI,O,O,X,O,X,O,X
LOZITJS,O,X,X,O,X,X,X
LOZITSJ,O,X,X,O,X,X,X
LOZIJTS,O,X,X,O,X,X,X
LOZIJST,O,O,X,O,X,X,X
LOZISTJ,O,O,X,O,X,O,X
LOZISJT,O,O,X,O,X,X,X
LOZJTIS,O,X,X,O,X,X,X
LOZJTSI,O,O,X,O,X,X,X
LOZJITS,O,X,X,O,X,X,X
LOZJIST,O,O,X,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,X,O,X,X,X
LOZSTIJ,O,O,X,O,X,O,X
LOZSTJI,O,O,X,O,X,O,X
LOZSITJ,O,O,X,O,X,O,X
LOZSIJT,O,O,X,O,X,X,X
LOZSJTI,O,O,X,O,X,X,X
LOZSJIT,O,O,X,O,X,X,X
JTILSZO,O,O,O,O,X,X,X
JTILSOZ,X,O,O,O,X,X,X
JTILZSO,O,X,O,O,X,X,X
JTILZOS,O,X,O,O,X,X,X
JTILOSZ,X,O,O,O,X,X,X
JTILOZS,X,X,O,O,X,X,X
JTISLZO,O,O,O,O,X,X,X
JTISLOZ,X,O,O,O,X,X,X
JTISZLO,O,O,O,X,O,X,X
JTISZOL,O,X,O,X,O,X,X
JTISOLZ,X,O,O,O,X,X,X
JTISOZL,O,X,O,O,X,X,X
JTIZLSO,O,X,O,O,O,X,X
JTIZLOS,O,X,O,O,O,X,X
JTIZSLO,O,X,O,X,O,X,X
JTIZSOL,O,X,O,X,O,X,X
JTIZOLS,O,X,O,X,O,X,X
JTIZOSL,O,X,O,O,O,X,X
JTIOLSZ,X,X,O,O,X,X,X
JTIOLZS,X,X,O,O,X,X,X
JTIOSLZ,X,X,O,O,X,X,X
JTIOSZL,O,X,O,O,X,X,X
JTIOZLS,O,X,O,X,X,X,X
JTIOZSL,O,X,O,O,X,X,X
JTLISZO,O,O,O,O,X,X,X
JTLISOZ,X,O,O,O,X,X,X
JTLIZSO,O,X,O,O,X,X,X
JTLIZOS,O,X,O,O,X,X,X
JTLIOSZ,X,O,O,O,X,X,X
JTLIOZS,X,X,O,O,X,X,X
JTLSIZO,O,O,O,O,X,X,X
JTLSIOZ,X,O,O,O,X,X,X
JTLSZIO,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,X,O,O,O,X,X,X
JTLSOZI,X,O,O,O,X,X,X
JTLZISO,O,X,O,O,X,X,X
JTLZIOS,O,X,O,O,X,X,X
JTLZSIO,O,O,O,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X
JTLZOIS,X,X,O,O,X,X,X
JTLZOSI,O,O,O,O,X,X,X
JTLOISZ,X,O,O,O,X,X,X
JTLOIZS,X,X,O,O,X,X,X
JTLOSIZ,X,O,O,O,X,X,X
JTLOSZI,X,O,O,O,X,X,X
JTLOZIS,X,X,O,O,X,X,X
JTLOZSI,X,O,O,O,X,X,X
JTSILZO,O,O,O,O,X,X,X
JTSILOZ,X,O,O,O,X,X,X
JTSIZLO,O,O,O,X,O,X,X
JTSIZOL,O,X,O,X,O,X,X
JTSIOLZ,X,O,O,O,X,X,X
JTSIOZL,O,X,O,O,X,X,X
JTSLIZO,O,O,O,O,X,X,X
JTSLIOZ,X,O,O,O,X,X,X
JTSLZIO,O,O,O,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X
JTSLOIZ,X,O,O,O,X,X,X
JTSLOZI,X,O,O,O,X,X,X
JTSZILO,O,O,O,X,O,X,X
JTSZIOL,O,X,O,X,O,X,X
JTSZLIO,O,O,O,X,O,X,X
JTSZLOI,O,O,O,X,X,X,X
JTSZOIL,O,X,O,X,X,X,X
JTSZOLI,O,X,O,X,X,X,X
JTSOILZ,X,O,O,O,X,X,X
JTSOIZL,O,X,O,O,X,X,X
JTSOLIZ,X,O,O,O,X,X,X
JTSOLZI,X,O,O,X,X,X,X
JTSOZIL,O,X,O,O,X,X,X
JTSOZLI,O,X,O,X,X,X,X
JTZILSO,O,X,O,O,O,X,X
JTZILOS,O,X,O,O,O,X,X
JTZISLO,O,X,O,X,O,X,X
JTZISOL,O,X,O,X,O,X,X
JTZIOLS,O,X,O,X,O,X,X
JTZIOSL,O,X,O,O,O,X,X
JTZLISO,O,X,O,O,O,X,X
JTZLIOS,O,X,O,O,O,X,X
JTZLSIO,O,X,O,X,O,X,X
JTZLSOI,O,X,O,X,X,X,X
JTZLOIS,X,X,O,O,X,X,X
JTZLOSI,O,X,O,O,X,X,X
JTZSILO,O,X,O,X,O,X,X
JTZSIOL,O,X,O,X,O,X,X
JTZSLIO,O,X,O,X,O,X,X
JTZSLOI,O,X,O,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X
JTZSOLI,O,X,O,X,X,X,X
JTZOILS,O,X,O,X,X,X,X
JTZOISL,O,X,O,O,X,X,X
JTZOLIS,X,X,O,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X
JTZOSIL,O,X,O,O,X,X,X
JTZOSLI,O,X,O,X,X,X,X
JTOILSZ,X,X,O,O,X,X,X
JTOILZS,X,X,O,O,X,X,X
JTOISLZ,X,X,O,O,X,X,X
JTOISZL,O,X,O,O,X,X,X
JTOIZLS,O,X,O,X,X,X,X
JTOIZSL,O,X,O,O,X,X,X
JTOLISZ,X,X,O,O,X,X,X
JTOLIZS,X,X,O,O,X,X,X
JTOLSIZ,X,X,O,O,X,X,X
JTOLSZI,X,X,O,O,X,X,X
JTOLZIS,X,X,O,O,X,X,X
JTOLZSI,X,X,O,O,X,X,X
JTOSILZ,X,X,O,O,X,X,X
JTOSIZL,O,X,O,O,X,X,X
JTOSLIZ,X,X,O,O,X,X,X
JTOSLZI,X,X,O,X,X,X,X
JTOSZIL,O,X,O,O,X,X,X
JTOSZLI,O,X,O,X,X,X,X
JTOZILS,O,X,O,X,X,X,X
JTOZISL,O,X,O,O,X,X,X
JTOZLIS,X,X,O,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X
JTOZSIL,O,X,O,O,X,X,X
JTOZSLI,O,X,O,X,X,X,X
JITLSZO,O,O,O,O,X,X,X
JITLSOZ,X,O,O,O,X,X,X
JITLZSO,O,X,O,O,X,X,X
JITLZOS,O,X,O,O,X,X,X
JITLOSZ,X,O,O,O,X,X,X
JITLOZS,X,X,O,O,X,X,X
JITSLZO,O,O,O,O,X,X,X
JITSLOZ,X,O,O,O,X,X,X
JITSZLO,O,O,O,X,O,X,X
JITSZOL,O,X,O,X,O,X,X
JITSOLZ,X,O,O,O,X,X,X
JITSOZL,O,X,O,O,X,X,X
JITZLSO,O,X,O,O,O,X,X
JITZLOS,O,X,O,O,O,X,X
JITZSLO,O,X,O,X,O,X,X
JITZSOL,O,X,O,X,O,X,X
JITZOLS,O,X,O,X,O,X,X
JITZOSL,O,X,O,O,O,X,X
JITOLSZ,X,X,O,O,X,X,X
JITOLZS,X,X,O,O,X,X,X
JITOSLZ,X,X,O,O,X,X,X
JITOSZL,O,X,O,O,X,X,X
JITOZLS,O,X,O,X,X,X,X
JITOZSL,O,X,O,O,X,X,X
JILTSZO,O,O,O,O,X,X,X
JILTSOZ,X,O,O,O,X,X,X
JILTZSO,O,X,O,O,X,X,X
JILTZOS,O,X,O,O,X,X,X
JILTOSZ,X,O,O,O,X,X,X
JILTOZS,X,X,O,O,X,X,X
JILSTZO,O,O,O,O,X,O,X
JILSTOZ,X,O,O,O,X,X,X
JILSZTO,O,O,X,O,X,O,X
JILSZOT,O,O,X,O,X,X,X
JILSOTZ,X,O,O,O,X,X,X
JILSOZT,X,O,X,O,X,X,X
JILZTSO,O,X,X,O,X,X,X
JILZTOS,O,X,X,O,X,X,X
JILZSTO,O,O,X,O,X,O,X
JILZSOT,O,O,X,O,X,X,X
JILZOTS,O,X,X,O,X,X,X
JILZOST,O,O,X,O,X,X,X
JILOTSZ,X,O,O,O,X,X,X
JILOTZS,X,X,O,O,X,X,X
JILOSTZ,X,O,O,O,X,X,X
JILOSZT,X,O,X,O,X,X,X
JILOZTS,X,X,X,O,X,X,X
JILOZST,X,O,X,O,X,X,X
JISTLZO,O,O,O,O,X,X,X
JISTLOZ,X,O,O,O,X,X,X
JISTZLO,O,O,O,X,O,O,X
JISTZOL,O,X,O,X,O,O,X
JISTOLZ,X,O,O,O,X,X,X
JISTOZL,O,X,O,O,X,X,X
JISLTZO,O,O,O,O,X,O,X
JISLTOZ,X,O,O,O,X,X,X
JISLZTO,O,O,X,O,X,O,X
JISLZOT,O,O,X,O,X,X,X
JISLOTZ,X,O,O,O,X,X,X
JISLOZT,X,O,X,O,X,X,X
JISZTLO,O,O,O,X,O,O,X
JISZTOL,O,X,O,X,O,O,X
JISZLTO,O,O,X,X,X,O,O
JISZLOT,O,O,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,O,O,O,O,X,X,X
JISOTZL,O,X,O,O,X,X,X
JISOLTZ,O,O,O,O,X,X,X
JISOLZT,O,O,X,X,X,X,X
JISOZTL,O,X,O,O,X,X,X
JISOZLT,O,X,X,X,X,X,X
JIZTLSO,O,X,O,O,O,X,X
JIZTLOS,O,X,O,O,O,X,X
JIZTSLO,O,X,O,X,O,X,X
JIZTSOL,O,X,O,X,O,X,X
JIZTOLS,O,X,O,X,O,X,X
JIZTOSL,O,X,O,O,O,X,X
JIZLTSO,O,X,X,O,O,X,O
JIZLTOS,O,X,X,O,O,X,O
JIZLSTO,O,O,X,O,X,O,O
JIZLSOT,O,O,X,O,X,X,X
JIZLOTS,O,X,X,O,X,X,X
JIZLOST,O,O,X,O,X,X,X
JIZSTLO,O,O,O,X,O,O,X
JIZSTOL,O,X,O,X,O,O,X
JIZSLTO,O,O,X,X,X,O,O
JIZSLOT,O,O,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X
JIZOLTS,O,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X
JIZOSTL,O,X,O,O,X,X,X
JIZOSLT,O,X,X,X,X,X,X
JIOTLSZ,O,X,O,O,X,X,X
JIOTLZS,O,X,O,O,X,X,X
JIOTSLZ,O,X,O,O,X,X,X
JIOTSZL,O,X,O,O,X,X,X
JIOTZLS,O,X,O,X,X,X,X
JIOTZSL,O,X,O,O,X,X,X
JIOLTSZ,O,O,O,O,X,X,X
JIOLTZS,O,X,O,O,X,X,X
JIOLSTZ,O,O,O,O,X,X,X
JIOLSZT,O,O,X,O,X,X,X
JIOLZTS,O,X,X,O,X,X,X
JIOLZST,O,O,X,O,X,X,X
JIOSTLZ,O,O,O,O,X,X,X
JIOSTZL,O,X,O,O,X,X,X
JIOSLTZ,O,O,O,O,X,X,X
JIOSLZT,O,O,X,X,X,X,X
JIOSZTL,O,X,O,O,X,X,X
JIOSZLT,O,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X
JIOZLTS,O,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X
JIOZSTL,O,X,O,O,X,X,X
JIOZSLT,O,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,X
JLTISOZ,X,O,O,O,X,X,X
JLTIZSO,O,X,O,O,X,X,X
JLTIZOS,O,X,O,O,X,X,X
JLTIOSZ,X,O,O,O,X,X,X
JLTIOZS,X,X,O,O,X,X,X
JLTSIZO,O,O,O,O,X,X,X
JLTSIOZ,X,O,O,O,X,X,X
JLTSZIO,O,O,O,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X
JLTSOIZ,X,O,O,O,X,X,X
JLTSOZI,X,O,O,O,X,X,X
JLTZISO,O,X,O,O,X,X,X
JLTZIOS,O,X,O,O,X,X,X
JLTZSIO,O,O,O,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X
JLTZOIS,X,X,O,O,X,X,X
JLTZOSI,O,O,O,O,X,X,X
JLTOISZ,X,O,O,O,X,X,X
JLTOIZS,X,X,O,O,X,X,X
JLTOSIZ,X,O,O,O,X,X,X
JLTOSZI,X,O,O,O,X,X,X
JLTOZIS,X,X,O,O,X,X,X
JLTOZSI,X,O,O,O,X,X,X
JLITSZO,O,O,O,O,X,X,X
JLITSOZ,X,O,O,O,X,X,X
JLITZSO,O,X,O,O,X,X,X
JLITZOS,O,X,O,O,X,X,X
JLITOSZ,X,O,O,O,X,X,X
JLITOZS,X,X,O,O,X,X,X
JLISTZO,O,O,O,O,X,O,X
JLISTOZ,X,O,O,O,X,X,X
JLISZTO,O,O,X,O,X,O,X
JLISZOT,O,O,X,O,X,X,X
JLISOTZ,X,O,O,O,X,X,X
JLISOZT,X,O,X,O,X,X,X
JLIZTSO,O,X,X,O,X,X,X
JLIZTOS,O,X,X,O,X,X,X
JLIZSTO,O,O,X,O,X,O,X
JLIZSOT,O,O,X,O,X,X,X
JLIZOTS,O,X,X,O,X,X,X
JLIZOST,O,O,X,O,X,X,X
JLIOTSZ,X,O,O,O,X,X,X
JLIOTZS,X,X,O,O,X,X,X
JLIOSTZ,X,O,O,O,X,X,X
