sequence,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhB0cBxdBSnBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhBxcBTeBCiBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBRdBSjB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBzdB+jBUiB3h?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBWjBUiB3hBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBGdBTeB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBUdBajB5jB1m?BftB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFCcBFeBThBxnB/n?BctB
ISLTOZJ,O,X,X,X,X,X,O,X
ISLJTZO,O,O,X,X,X,O,O,X
ISLJTOZ,O,X,X,X,X,X,O,X
ISLJZTO,O,O,X,X,X,O,O,X
ISLJZOT,O,O,X,X,X,O,X,X
ISLJOTZ,X,X,X,X,X,X,O,X
ISLJOZT,O,O,X,X,X,O,X,X
ISLZTJO,O,O,X,O,O,O,O,X
ISLZTOJ,O,O,X,X,X,O,O,X
ISLZJTO,O,O,X,X,O,O,O,X
ISLZJOT,O,O,X,X,O,O,X,X
ISLZOTJ,X,O,X,X,X,O,X,X
ISLZOJT,O,O,X,X,X,O,X,X
ISLOTJZ,X,X,X,X,X,X,O,X
ISLOTZJ,X,X,X,X,X,X,O,X
ISLOJTZ,X,X,X,X,X,X,O,X
ISLOJZT,O,O,X,X,X,O,X,X
ISLOZTJ,X,O,X,X,X,O,X,X
ISLOZJT,O,O,X,X,X,O,X,X
ISJTLZO,O,O,X,X,X,O,O,X
ISJTLOZ,O,X,X,X,X,X,O,X
ISJTZLO,O,O,X,X,X,O,O,X
ISJTZOL,O,O,X,X,X,O,O,X
ISJTOLZ,O,X,X,X,X,X,O,X
ISJTOZL,O,X,X,X,X,X,O,X
ISJLTZO,O,O,X,X,X,O,O,X
ISJLTOZ,O,X,X,X,X,X,O,X
ISJLZTO,O,O,X,X,X,O,O,X
ISJLZOT,O,O,X,X,X,O,X,X
ISJLOTZ,X,X,X,X,X,X,O,X
ISJLOZT,O,O,X,X,X,O,X,X
ISJZTLO,O,O,O,X,X,O,O,X
ISJZTOL,O,O,O,X,X,O,O,X
ISJZLTO,O,O,O,X,X,O,O,X
ISJZLOT,O,O,O,X,X,O,X,X
ISJZOTL,O,O,O,X,X,O,X,X
ISJZOLT,O,O,O,X,X,O,X,X
ISJOTLZ,X,X,X,X,X,X,O,O
ISJOTZL,X,X,X,X,X,X,O,O
ISJOLTZ,X,X,X,X,X,X,O,O
ISJOLZT,X,O,X,X,X,O,X,O
ISJOZTL,X,O,O,X,X,O,X,O
ISJOZLT,X,O,O,X,X,O,X,O
ISZTLJO,O,O,O,O,O,O,O,X
ISZTLOJ,O,O,O,X,X,O,O,X
ISZTJLO,O,O,O,O,O,O,O,X
ISZTJOL,O,O,O,O,X,O,O,X
ISZTOLJ,O,O,O,X,X,O,O,X
ISZTOJL,O,O,O,X,X,O,O,X
ISZLTJO,O,O,O,O,O,O,O,X
ISZLTOJ,O,O,O,X,X,O,O,X
ISZLJTO,O,O,O,X,O,O,O,X
ISZLJOT,O,O,O,X,O,O,X,X
ISZLOTJ,X,O,O,X,X,O,X,X
ISZLOJT,O,O,O,X,X,O,X,X
ISZJTLO,O,O,O,X,X,O,O,X
ISZJTOL,O,O,O,X,X,O,O,X
ISZJLTO,O,O,O,X,O,O,O,X
ISZJLOT,O,O,O,X,O,O,X,X
ISZJOTL,O,O,O,X,X,O,X,X
ISZJOLT,O,O,O,X,X,O,X,X
ISZOTLJ,X,O,O,X,X,O,X,X
ISZOTJL,X,O,O,X,X,O,X,X
ISZOLTJ,X,O,O,X,X,O,X,X
ISZOLJT,X,O,O,X,X,O,X,X
ISZOJTL,O,O,O,X,X,O,X,X
ISZOJLT,O,O,O,X,X,O,X,X
ISOTLJZ,X,X,X,X,X,X,O,O
ISOTLZJ,X,X,X,X,X,X,O,O
ISOTJLZ,X,X,X,X,X,X,O,O
ISOTJZL,X,X,X,X,X,X,O,O
ISOTZLJ,X,X,X,X,X,X,O,O
ISOTZJL,X,X,X,X,X,X,O,O
ISOLTJZ,X,X,X,X,X,X,O,O
ISOLTZJ,X,X,X,X,X,X,O,O
ISOLJTZ,X,X,X,X,X,X,O,O
ISOLJZT,X,O,X,X,X,O,X,O
ISOLZTJ,X,O,X,X,X,O,X,O
ISOLZJT,X,O,X,X,X,O,X,O
ISOJTLZ,X,X,X,X,X,X,O,O
ISOJTZL,X,X,X,X,X,X,O,O
ISOJLTZ,X,X,X,X,X,X,O,O
ISOJLZT,X,O,X,X,X,O,X,O
ISOJZTL,X,O,O,X,X,O,X,O
ISOJZLT,X,O,O,X,X,O,X,O
ISOZTLJ,X,O,O,X,X,O,X,O
ISOZTJL,X,O,O,X,X,O,X,O
ISOZLTJ,X,O,O,X,X,O,X,O
ISOZLJT,X,O,O,X,X,O,X,O
ISOZJTL,X,O,O,X,X,O,X,O
ISOZJLT,X,O,O,X,X,O,X,O
IZTLJSO,X,O,O,O,O,O,X,X
IZTLJOS,X,O,O,O,O,O,X,X
IZTLSJO,X,O,O,O,O,O,X,X
IZTLSOJ,X,O,O,X,X,O,X,X
IZTLOJS,X,O,O,O,O,O,X,X
IZTLOSJ,X,O,O,X,X,O,X,X
IZTJLSO,X,O,O,O,O,O,X,X
IZTJLOS,X,O,O,O,O,O,X,X
IZTJSLO,X,O,O,O,O,O,O,X
IZTJSOL,X,O,O,O,X,O,O,X
IZTJOLS,X,O,O,O,O,O,X,X
IZTJOSL,X,O,X,O,X,O,O,X
IZTSLJO,X,O,O,O,O,O,O,X
IZTSLOJ,X,O,O,X,X,O,O,X
IZTSJLO,X,O,O,O,O,O,O,X
IZTSJOL,X,O,O,O,X,O,O,X
IZTSOLJ,X,O,O,X,X,O,O,X
IZTSOJL,X,O,O,X,X,O,O,X
IZTOLJS,X,O,O,O,O,O,X,X
IZTOLSJ,X,O,O,X,X,O,X,X
IZTOJLS,X,O,O,O,O,O,X,X
IZTOJSL,X,O,X,O,X,O,O,X
IZTOSLJ,X,O,X,X,X,O,O,X
IZTOSJL,X,O,X,X,X,O,O,X
IZLTJSO,X,X,O,O,O,O,X,X
IZLTJOS,X,X,O,O,O,O,X,X
IZLTSJO,X,X,O,O,O,O,X,X
IZLTSOJ,X,X,O,X,X,O,X,X
IZLTOJS,X,X,O,O,O,O,X,X
IZLTOSJ,X,X,X,X,X,O,X,X
IZLJTSO,X,X,O,O,O,O,X,X
IZLJTOS,X,X,O,O,O,O,X,X
IZLJSTO,X,O,O,X,O,O,X,X
IZLJSOT,X,O,O,X,O,O,X,X
IZLJOTS,X,X,O,X,O,O,X,X
IZLJOST,X,O,O,X,O,O,X,X
IZLSTJO,X,O,O,O,O,O,X,X
IZLSTOJ,X,O,O,X,X,O,X,X
IZLSJTO,X,O,O,X,O,O,X,X
IZLSJOT,X,O,O,X,O,O,X,X
IZLSOTJ,X,O,O,X,X,O,X,X
IZLSOJT,X,O,O,X,X,O,X,X
IZLOTJS,X,X,O,O,O,O,X,X
IZLOTSJ,X,X,O,X,X,O,X,X
IZLOJTS,X,X,O,X,O,O,X,X
IZLOJST,X,O,O,X,O,O,X,X
IZLOSTJ,X,O,O,X,X,O,X,X
IZLOSJT,X,O,O,X,X,O,X,X
IZJTLSO,X,O,O,O,O,O,X,X
IZJTLOS,X,O,O,O,O,O,X,X
IZJTSLO,X,O,O,O,O,O,O,X
IZJTSOL,X,O,O,O,X,O,O,X
IZJTOLS,X,O,O,O,O,O,X,X
IZJTOSL,X,O,X,O,X,O,O,X
IZJLTSO,X,X,O,O,O,O,X,X
IZJLTOS,X,X,O,O,O,O,X,X
IZJLSTO,X,O,O,X,O,O,X,X
IZJLSOT,X,O,O,X,O,O,X,X
IZJLOTS,X,X,O,X,O,O,X,X
IZJLOST,X,O,O,X,O,O,X,X
IZJSTLO,X,O,O,X,X,O,O,X
IZJSTOL,X,O,O,X,X,O,O,X
IZJSLTO,X,O,O,X,O,O,O,X
IZJSLOT,X,O,O,X,O,O,X,X
IZJSOTL,X,O,O,X,X,O,X,X
IZJSOLT,X,O,O,X,X,O,X,X
IZJOTLS,X,O,O,X,X,O,X,O
IZJOTSL,X,O,X,X,X,O,O,O
IZJOLTS,X,X,O,X,O,O,X,O
IZJOLST,X,O,O,X,O,O,X,O
IZJOSTL,X,O,O,X,X,O,X,O
IZJOSLT,X,O,O,X,X,O,X,O
IZSTLJO,X,O,O,O,O,O,O,X
IZSTLOJ,X,O,O,X,X,O,O,X
IZSTJLO,X,O,O,O,O,O,O,X
IZSTJOL,X,O,O,O,X,O,O,X
IZSTOLJ,X,O,O,X,X,O,O,X
IZSTOJL,X,O,O,X,X,O,O,X
IZSLTJO,X,O,O,O,O,O,O,X
IZSLTOJ,X,O,O,X,X,O,O,X
IZSLJTO,X,O,O,X,O,O,O,X
IZSLJOT,X,O,O,X,O,O,X,X
IZSLOTJ,X,O,O,X,X,O,X,X
IZSLOJT,X,O,O,X,X,O,X,X
IZSJTLO,X,O,O,X,X,O,O,X
IZSJTOL,X,O,O,X,X,O,O,X
IZSJLTO,X,O,O,X,O,O,O,X
IZSJLOT,X,O,O,X,O,O,X,X
IZSJOTL,X,O,O,X,X,O,X,X
IZSJOLT,X,O,O,X,X,O,X,X
IZSOTLJ,X,O,O,X,X,O,X,X
IZSOTJL,X,O,O,X,X,O,X,X
IZSOLTJ,X,O,O,X,X,O,X,X
IZSOLJT,X,O,O,X,X,O,X,X
IZSOJTL,X,O,O,X,X,O,X,X
IZSOJLT,X,O,O,X,X,O,X,X
IZOTLJS,X,O,O,O,O,O,X,O
IZOTLSJ,X,O,O,X,X,O,X,O
IZOTJLS,X,O,O,O,O,O,X,O
IZOTJSL,X,O,X,O,X,O,O,O
IZOTSLJ,X,O,X,X,X,O,O,O
IZOTSJL,X,O,X,X,X,O,O,O
IZOLTJS,X,X,O,O,O,O,X,O
IZOLTSJ,X,X,O,X,X,O,X,O
IZOLJTS,X,X,O,X,O,O,X,O
IZOLJST,X,O,O,X,O,O,X,O
IZOLSTJ,X,O,O,X,X,O,X,O
IZOLSJT,X,O,O,X,X,O,X,O
IZOJTLS,X,O,O,X,X,O,X,O
IZOJTSL,X,O,X,X,X,O,O,O
IZOJLTS,X,X,O,X,O,O,X,O
IZOJLST,X,O,O,X,O,O,X,O
IZOJSTL,X,O,O,X,X,O,X,O
IZOJSLT,X,O,O,X,X,O,X,O
IZOSTLJ,X,O,O,X,X,O,X,O
IZOSTJL,X,O,O,X,X,O,X,O
IZOSLTJ,X,O,O,X,X,O,X,O
IZOSLJT,X,O,O,X,X,O,X,O
IZOSJTL,X,O,O,X,X,O,X,O
IZOSJLT,X,O,O,X,X,O,X,O
IOTLJSZ,X,X,X,O,X,X,O,O
IOTLJZS,X,X,X,O,X,X,X,O
IOTLSJZ,X,X,X,X,X,X,O,O
IOTLSZJ,X,X,X,X,X,X,O,O
IOTLZJS,X,X,X,O,O,X,X,O
IOTLZSJ,X,X,X,X,X,X,X,O
IOTJLSZ,X,X,X,O,X,X,O,O
IOTJLZS,X,X,X,O,X,X,X,O
IOTJSLZ,X,X,X,O,X,X,O,O
IOTJSZL,X,X,X,O,X,X,O,O
IOTJZLS,X,X,X,O,X,X,X,O
IOTJZSL,X,X,X,O,X,X,O,O
IOTSLJZ,X,X,X,X,X,X,O,O
IOTSLZJ,X,X,X,X,X,X,O,O
IOTSJLZ,X,X,X,X,X,X,O,O
IOTSJZL,X,X,X,X,X,X,O,O
IOTSZLJ,X,X,X,X,X,X,O,O
IOTSZJL,X,X,X,X,X,X,O,O
IOTZLJS,X,X,X,O,O,X,X,O
IOTZLSJ,X,X,X,X,X,X,X,O
IOTZJLS,X,X,X,O,O,X,X,O
IOTZJSL,X,X,X,O,X,X,O,O
IOTZSLJ,X,X,X,X,X,X,O,O
IOTZSJL,X,X,X,X,X,X,O,O
IOLTJSZ,X,X,X,O,X,X,O,O
IOLTJZS,X,X,X,O,X,X,X,O
IOLTSJZ,X,X,X,X,X,X,O,O
IOLTSZJ,X,X,X,X,X,X,O,O
IOLTZJS,X,X,X,O,O,X,X,O
IOLTZSJ,X,X,X,X,X,X,X,O
IOLJTSZ,X,X,X,X,X,X,O,O
IOLJTZS,X,X,X,X,X,X,X,O
IOLJSTZ,X,X,X,X,X,X,X,O
IOLJSZT,X,X,X,X,X,X,X,O
IOLJZTS,X,X,X,X,X,X,X,O
IOLJZST,X,X,X,X,X,X,X,O
IOLSTJZ,X,X,X,X,X,X,X,O
IOLSTZJ,X,X,X,X,X,X,X,O
IOLSJTZ,X,X,X,X,X,X,X,O
IOLSJZT,X,X,X,X,X,O,X,O
IOLSZTJ,X,X,X,X,X,O,X,O
IOLSZJT,X,X,X,X,X,O,X,O
IOLZTJS,X,X,X,O,O,O,X,O
IOLZTSJ,X,X,X,X,X,O,X,O
IOLZJTS,X,X,X,X,O,O,X,O
IOLZJST,X,X,X,X,O,O,X,O
IOLZSTJ,X,X,X,X,X,O,X,O
IOLZSJT,X,X,X,X,X,O,X,O
IOJTLSZ,X,X,X,X,X,X,O,O
IOJTLZS,X,X,X,X,X,X,X,O
IOJTSLZ,X,X,X,X,X,X,O,O
IOJTSZL,X,X,X,X,X,X,O,O
IOJTZLS,X,X,X,X,X,X,X,O
IOJTZSL,X,X,X,X,X,X,O,O
IOJLTSZ,X,X,X,X,X,X,O,O
IOJLTZS,X,X,X,X,X,X,X,O
IOJLSTZ,X,X,X,X,X,X,X,O
IOJLSZT,X,X,X,X,X,X,X,O
IOJLZTS,X,X,X,X,X,X,X,O
IOJLZST,X,X,X,X,X,X,X,O
IOJSTLZ,X,X,X,X,X,X,O,O
IOJSTZL,X,X,X,X,X,X,O,O
IOJSLTZ,X,X,X,X,X,X,O,O
IOJSLZT,X,X,X,X,X,X,X,O
IOJSZTL,X,X,O,X,X,X,X,O
IOJSZLT,X,X,O,X,X,X,X,O
IOJZTLS,X,X,O,X,X,X,X,O
IOJZTSL,X,X,X,X,X,X,O,O
IOJZLTS,X,X,O,X,X,X,X,O
IOJZLST,X,X,O,X,X,X,X,O
IOJZSTL,X,X,O,X,X,X,X,O
IOJZSLT,X,X,O,X,X,X,X,O
IOSTLJZ,X,X,X,X,X,X,O,O
IOSTLZJ,X,X,X,X,X,X,O,O
IOSTJLZ,X,X,X,X,X,X,O,O
IOSTJZL,X,X,X,X,X,X,O,O
IOSTZLJ,X,X,X,X,X,X,O,O
IOSTZJL,X,X,X,X,X,X,O,O
IOSLTJZ,X,X,X,X,X,X,O,O
IOSLTZJ,X,X,X,X,X,X,O,O
IOSLJTZ,X,X,X,X,X,X,O,O
IOSLJZT,X,X,X,X,X,O,X,O
IOSLZTJ,X,X,X,X,X,O,X,O
IOSLZJT,X,X,X,X,X,O,X,O
IOSJTLZ,X,X,X,X,X,X,O,O
IOSJTZL,X,X,X,X,X,X,O,O
IOSJLTZ,X,X,X,X,X,X,O,O
IOSJLZT,X,X,X,X,X,O,X,O
IOSJZTL,X,X,O,X,X,O,X,O
IOSJZLT,X,X,O,X,X,O,X,O
IOSZTLJ,X,X,O,X,X,O,X,O
IOSZTJL,X,X,O,X,X,O,X,O
IOSZLTJ,X,X,O,X,X,O,X,O
IOSZLJT,X,X,O,X,X,O,X,O
IOSZJTL,X,X,O,X,X,O,X,O
IOSZJLT,X,X,O,X,X,O,X,O
IOZTLJS,X,X,O,O,O,O,X,O
IOZTLSJ,X,X,O,X,X,O,X,O
IOZTJLS,X,X,O,O,O,O,X,O
IOZTJSL,X,X,X,O,X,O,O,O
IOZTSLJ,X,X,X,X,X,O,O,O
IOZTSJL,X,X,X,X,X,O,O,O
IOZLTJS,X,X,O,O,O,O,X,O
IOZLTSJ,X,X,O,X,X,O,X,O
IOZLJTS,X,X,O,X,O,O,X,O
IOZLJST,X,X,O,X,O,O,X,O
IOZLSTJ,X,X,O,X,X,O,X,O
IOZLSJT,X,X,O,X,X,O,X,O
IOZJTLS,X,X,O,X,X,O,X,O
IOZJTSL,X,X,X,X,X,O,O,O
IOZJLTS,X,X,O,X,O,O,X,O
IOZJLST,X,X,O,X,O,O,X,O
IOZJSTL,X,X,O,X,X,O,X,O
IOZJSLT,X,X,O,X,X,O,X,O
IOZSTLJ,X,X,O,X,X,O,X,O
IOZSTJL,X,X,O,X,X,O,X,O
IOZSLTJ,X,X,O,X,X,O,X,O
IOZSLJT,X,X,O,X,X,O,X,O
IOZSJTL,X,X,O,X,X,O,X,O
IOZSJLT,X,X,O,X,X,O,X,O
LTIJSZO,O,O,X,O,X,X,O,X
LTIJSOZ,O,X,X,O,X,X,O,X
LTIJZSO,O,O,X,O,O,X,X,X
LTIJZOS,X,O,X,O,O,X,X,X
LTIJOSZ,O,X,X,O,X,X,O,X
LTIJOZS,O,X,X,O,X,X,X,X
LTISJZO,O,O,X,O,X,O,O,X
LTISJOZ,O,X,X,O,X,X,O,X
LTISZJO,O,O,X,O,O,O,O,X
LTISZOJ,O,O,X,X,X,O,O,X
LTISOJZ,O,X,X,X,X,X,O,X
LTISOZJ,O,X,X,X,X,X,O,X
LTIZJSO,O,O,X,O,O,O,X,X
LTIZJOS,X,O,X,O,O,O,X,X
LTIZSJO,O,O,X,O,O,O,X,X
LTIZSOJ,O,O,X,X,X,O,X,X
LTIZOJS,X,O,X,O,O,O,X,X
LTIZOSJ,X,O,X,X,X,O,X,X
LTIOJSZ,O,X,X,O,X,X,O,X
LTIOJZS,O,X,X,O,X,X,X,X
LTIOSJZ,O,X,X,X,X,X,O,X
LTIOSZJ,O,X,X,X,X,X,O,X
LTIOZJS,O,X,X,O,O,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X
LTJISZO,O,O,X,O,X,X,O,X
LTJISOZ,O,X,X,O,X,X,O,X
LTJIZSO,O,O,X,O,O,X,X,X
LTJIZOS,X,O,X,O,O,X,X,X
LTJIOSZ,O,X,X,O,X,X,O,X
LTJIOZS,O,X,X,O,X,X,X,X
LTJSIZO,O,O,X,O,X,X,O,X
LTJSIOZ,O,X,X,O,X,X,O,X
LTJSZIO,O,O,X,O,X,X,O,X
LTJSZOI,O,O,X,O,X,X,O,X
LTJSOIZ,O,X,X,O,X,X,O,X
LTJSOZI,O,O,X,O,X,X,O,X
LTJZISO,O,O,X,O,O,X,X,X
LTJZIOS,X,O,X,O,O,X,X,X
LTJZSIO,O,O,X,O,O,X,O,X
LTJZSOI,O,O,X,O,O,X,O,X
LTJZOIS,O,O,X,O,O,X,X,X
LTJZOSI,O,O,X,O,O,X,O,X
LTJOISZ,O,X,X,O,X,X,O,O
LTJOIZS,O,X,X,O,X,X,X,O
LTJOSIZ,O,X,X,O,X,X,O,X
LTJOSZI,O,O,X,O,X,X,O,X
LTJOZIS,O,O,X,O,X,X,X,X
LTJOZSI,O,O,X,O,X,X,O,X
LTSIJZO,O,O,X,O,X,O,O,X
LTSIJOZ,O,X,X,O,X,X,O,X
LTSIZJO,O,O,X,O,O,O,O,X
LTSIZOJ,O,O,X,X,X,O,O,X
LTSIOJZ,O,X,X,X,X,X,O,X
LTSIOZJ,O,X,X,X,X,X,O,X
LTSJIZO,O,O,X,O,X,O,O,X
LTSJIOZ,O,X,X,O,X,X,O,X
LTSJZIO,O,O,X,O,X,O,O,X
LTSJZOI,O,O,X,O,X,O,O,X
LTSJOIZ,O,X,X,O,X,X,O,X
LTSJOZI,O,O,X,O,X,X,O,X
LTSZIJO,O,O,X,O,O,O,O,X
LTSZIOJ,O,O,X,X,X,O,O,X
LTSZJIO,O,O,X,O,O,O,O,X
LTSZJOI,O,O,X,O,O,O,O,X
LTSZOIJ,O,O,X,X,X,O,O,X
LTSZOJI,O,O,X,X,X,O,O,X
LTSOIJZ,O,X,X,X,X,X,O,X
LTSOIZJ,O,X,X,X,X,X,O,X
LTSOJIZ,O,X,X,X,X,X,O,X
LTSOJZI,O,O,X,X,X,X,O,X
LTSOZIJ,O,O,X,X,X,X,O,X
LTSOZJI,O,O,X,X,X,X,O,X
LTZIJSO,O,O,X,O,O,O,X,X
LTZIJOS,X,O,X,O,O,O,X,X
LTZISJO,O,O,X,O,O,O,X,X
LTZISOJ,O,O,X,X,X,O,X,X
LTZIOJS,X,O,X,O,O,O,X,X
LTZIOSJ,X,O,X,X,X,O,X,X
LTZJISO,O,O,X,O,O,O,X,X
LTZJIOS,X,O,X,O,O,O,X,X
LTZJSIO,O,O,X,O,O,O,O,X
LTZJSOI,O,O,X,O,O,O,O,X
LTZJOIS,O,O,X,O,O,O,X,X
LTZJOSI,O,O,X,O,O,O,O,X
LTZSIJO,O,O,X,O,O,O,O,X
LTZSIOJ,O,O,X,X,X,O,O,X
LTZSJIO,O,O,X,O,O,O,O,X
LTZSJOI,O,O,X,O,O,O,O,X
LTZSOIJ,O,O,X,X,X,O,O,X
LTZSOJI,O,O,X,X,X,O,O,X
LTZOIJS,O,O,X,O,O,O,X,X
LTZOISJ,O,O,X,X,X,O,X,X
LTZOJIS,O,O,X,O,O,O,X,X
LTZOJSI,O,O,X,O,O,O,O,X
LTZOSIJ,O,O,X,X,X,O,O,X
LTZOSJI,O,O,X,X,X,O,O,X
LTOIJSZ,O,X,X,O,X,X,O,O
LTOIJZS,O,X,X,O,X,X,X,O
LTOISJZ,O,X,X,X,X,X,O,O
LTOISZJ,O,X,X,X,X,X,O,O
LTOIZJS,O,X,X,O,O,X,X,O
LTOIZSJ,O,X,X,X,X,X,X,O
LTOJISZ,O,X,X,O,X,X,O,O
LTOJIZS,O,X,X,O,X,X,X,O
LTOJSIZ,O,X,X,O,X,X,O,X
LTOJSZI,O,O,X,O,X,X,O,X
LTOJZIS,O,O,X,O,X,X,X,X
LTOJZSI,O,O,X,O,X,X,O,X
LTOSIJZ,O,X,X,X,X,X,O,X
LTOSIZJ,O,X,X,X,X,X,O,X
LTOSJIZ,O,X,X,X,X,X,O,X
LTOSJZI,O,O,X,X,X,X,O,X
LTOSZIJ,O,O,X,X,X,X,O,X
LTOSZJI,O,O,X,X,X,X,O,X
LTOZIJS,O,O,X,O,O,X,X,X
LTOZISJ,O,O,X,X,X,X,X,X
LTOZJIS,O,O,X,O,O,X,X,X
LTOZJSI,O,O,X,O,O,X,O,X
LTOZSIJ,O,O,X,X,X,X,O,X
LTOZSJI,O,O,X,X,X,X,O,X
LITJSZO,O,O,X,O,X,X,O,X
LITJSOZ,O,X,X,O,X,X,O,X
LITJZSO,O,O,X,O,O,X,X,X
LITJZOS,X,O,X,O,O,X,X,X
LITJOSZ,O,X,X,O,X,X,O,X
LITJOZS,O,X,X,O,X,X,X,X
LITSJZO,O,O,X,O,X,O,O,X
LITSJOZ,O,X,X,O,X,X,O,X
LITSZJO,O,O,X,O,O,O,O,X
LITSZOJ,O,O,X,X,X,O,O,X
LITSOJZ,O,X,X,X,X,X,O,X
LITSOZJ,O,X,X,X,X,X,O,X
LITZJSO,O,O,X,O,O,O,X,X
LITZJOS,X,O,X,O,O,O,X,X
LITZSJO,O,O,X,O,O,O,X,X
LITZSOJ,O,O,X,X,X,O,X,X
LITZOJS,X,O,X,O,O,O,X,X
LITZOSJ,X,O,X,X,X,O,X,X
LITOJSZ,O,X,X,O,X,X,O,X
LITOJZS,O,X,X,O,X,X,X,X
LITOSJZ,O,X,X,X,X,X,O,X
LITOSZJ,O,X,X,X,X,X,O,X
LITOZJS,O,X,X,O,O,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,X,O,X
LIJTSOZ,O,X,X,O,X,X,O,X
LIJTZSO,O,O,X,O,O,X,X,X
LIJTZOS,X,O,X,O,O,X,X,X
LIJTOSZ,O,X,X,O,X,X,O,X
LIJTOZS,O,X,X,O,X,X,X,X
LIJSTZO,O,O,X,X,X,O,O,X
LIJSTOZ,O,X,X,X,X,X,O,X
LIJSZTO,O,O,X,X,X,O,O,X
LIJSZOT,O,O,X,X,X,O,X,X
LIJSOTZ,X,X,X,X,X,X,O,X
LIJSOZT,O,O,X,X,X,O,X,X
LIJZTSO,X,X,X,O,O,O,X,X
LIJZTOS,X,X,X,O,O,O,X,X
LIJZSTO,O,O,X,X,O,O,X,X
LIJZSOT,O,O,X,X,O,O,X,X
LIJZOTS,X,X,X,X,O,O,X,X
LIJZOST,X,O,X,X,O,O,X,X
LIJOTSZ,X,X,X,X,X,X,O,O
LIJOTZS,X,X,X,X,X,X,X,O
LIJOSTZ,X,X,X,X,X,X,X,O
LIJOSZT,O,X,X,X,X,X,X,O
LIJOZTS,X,X,X,X,X,X,X,O
LIJOZST,X,X,X,X,X,X,X,O
LISTJZO,O,O,X,O,X,O,O,X
LISTJOZ,O,X,X,O,X,X,O,X
LISTZJO,O,O,X,O,O,O,O,X
LISTZOJ,O,O,X,X,X,O,O,X
LISTOJZ,O,X,X,X,X,X,O,X
LISTOZJ,O,X,X,X,X,X,O,X
LISJTZO,O,O,X,X,X,O,O,X
LISJTOZ,O,X,X,X,X,X,O,X
LISJZTO,O,O,X,X,X,O,O,X
LISJZOT,O,O,X,X,X,O,X,X
LISJOTZ,X,X,X,X,X,X,O,X
LISJOZT,O,O,X,X,X,O,X,X
LISZTJO,O,O,X,O,O,O,O,X
LISZTOJ,O,O,X,X,X,O,O,X
LISZJTO,O,O,X,X,O,O,O,X
LISZJOT,O,O,X,X,O,O,X,X
LISZOTJ,X,O,X,X,X,O,X,X
LISZOJT,O,O,X,X,X,O,X,X
LISOTJZ,X,X,X,X,X,X,O,X
LISOTZJ,X,X,X,X,X,X,O,X
LISOJTZ,X,X,X,X,X,X,O,X
LISOJZT,O,O,X,X,X,O,X,X
LISOZTJ,X,O,X,X,X,O,X,X
LISOZJT,O,O,X,X,X,O,X,X
LIZTJSO,X,X,X,O,O,O,X,X
LIZTJOS,X,X,X,O,O,O,X,X
LIZTSJO,X,X,X,O,O,O,X,X
LIZTSOJ,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,O,O,O,X,X
LIZTOSJ,X,X,X,X,X,O,X,X
LIZJTSO,X,X,X,O,O,O,X,X
LIZJTOS,X,X,X,O,O,O,X,X
LIZJSTO,O,O,X,X,O,O,X,X
LIZJSOT,O,O,X,X,O,O,X,X
LIZJOTS,X,X,X,X,O,O,X,X
LIZJOST,X,O,X,X,O,O,X,X
LIZSTJO,O,O,X,O,O,O,X,X
LIZSTOJ,X,O,X,X,X,O,X,X
LIZSJTO,O,O,X,X,O,O,X,X
LIZSJOT,O,O,X,X,O,O,X,X
LIZSOTJ,X,O,X,X,X,O,X,X
LIZSOJT,O,O,X,X,X,O,X,X
LIZOTJS,X,X,X,O,O,O,X,X
LIZOTSJ,X,X,X,X,X,O,X,X
LIZOJTS,X,X,X,X,O,O,X,X
LIZOJST,X,O,X,X,O,O,X,X
LIZOSTJ,X,O,X,X,X,O,X,X
LIZOSJT,X,O,X,X,X,O,X,X
LIOTJSZ,X,X,X,O,X,X,O,O
LIOTJZS,X,X,X,O,X,X,X,O
LIOTSJZ,X,X,X,X,X,X,O,O
LIOTSZJ,X,X,X,X,X,X,O,O
LIOTZJS,X,X,X,O,O,X,X,O
LIOTZSJ,X,X,X,X,X,X,X,O
LIOJTSZ,X,X,X,X,X,X,O,O
LIOJTZS,X,X,X,X,X,X,X,O
LIOJSTZ,X,X,X,X,X,X,X,O
LIOJSZT,O,X,X,X,X,X,X,O
LIOJZTS,X,X,X,X,X,X,X,O
LIOJZST,X,X,X,X,X,X,X,O
LIOSTJZ,X,X,X,X,X,X,X,O
LIOSTZJ,X,X,X,X,X,X,X,O
