sequence,v115@FhB8FeD8CeH8AeH8Jex6IvhFXcB8hBCeBTfB2lBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFxbB8hBCeBmgB/pBFqB,v115@FhB8FeD8CeH8AeH8Je2/IvhFRbBzcBCeBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeK/IvhFzaBWiBxdB3gBUhBlpB,v115@FhB8FeD8CeH8AeH8Jey/IvhFWiBxdB3gBTfBUhBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFibBWiBxdBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeZ/IvhFufB3bBzcBCeBVmB8pB,v115@FhB8FeD8CeH8AeH8Jel6IvhFmcBCeBThBxkBclB/pB
JTSIOZL,X,O,X,X,X,O,X,X
JTSLIZO,O,O,X,O,O,O,X,X
JTSLIOZ,X,O,X,O,O,O,X,X
JTSLZIO,O,O,X,O,O,O,O,X
JTSLZOI,O,O,X,O,O,O,O,X
JTSLOIZ,O,O,X,O,O,O,X,X
JTSLOZI,O,O,X,O,O,O,O,X
JTSZILO,O,O,X,O,O,O,O,X
JTSZIOL,O,O,X,X,X,O,O,X
JTSZLIO,O,O,X,O,O,O,O,X
JTSZLOI,O,O,X,O,O,O,O,X
JTSZOIL,O,O,X,X,X,O,O,X
JTSZOLI,O,O,X,X,X,O,O,X
JTSOILZ,O,O,X,O,O,O,X,X
JTSOIZL,O,O,X,X,X,O,X,X
JTSOLIZ,O,O,X,O,O,O,X,X
JTSOLZI,O,O,X,O,O,O,O,X
JTSOZIL,O,O,X,X,X,O,O,X
JTSOZLI,O,O,X,X,X,O,O,X
JTZILSO,O,O,X,O,X,O,O,X
JTZILOS,O,X,X,O,X,X,O,X
JTZISLO,O,O,X,O,O,O,O,X
JTZISOL,O,O,X,X,X,O,O,X
JTZIOLS,O,X,X,X,X,X,O,X
JTZIOSL,O,X,X,X,X,X,O,X
JTZLISO,O,O,X,O,X,O,O,X
JTZLIOS,O,X,X,O,X,X,O,X
JTZLSIO,O,O,X,O,X,O,O,X
JTZLSOI,O,O,X,O,X,O,O,X
JTZLOIS,O,X,X,O,X,X,O,X
JTZLOSI,O,O,X,O,X,X,O,X
JTZSILO,O,O,X,O,O,O,O,X
JTZSIOL,O,O,X,X,X,O,O,X
JTZSLIO,O,O,X,O,O,O,O,X
JTZSLOI,O,O,X,O,O,O,O,X
JTZSOIL,O,O,X,X,X,O,O,X
JTZSOLI,O,O,X,X,X,O,O,X
JTZOILS,O,X,X,X,X,X,O,X
JTZOISL,O,X,X,X,X,X,O,X
JTZOLIS,O,X,X,X,X,X,O,X
JTZOLSI,O,O,X,X,X,X,O,X
JTZOSIL,O,O,X,X,X,X,O,X
JTZOSLI,O,O,X,X,X,X,O,X
JTOILSZ,O,X,X,O,X,X,X,O
JTOILZS,O,X,X,O,X,X,O,O
JTOISLZ,O,X,X,O,O,X,X,O
JTOISZL,O,X,X,X,X,X,X,O
JTOIZLS,O,X,X,X,X,X,O,O
JTOIZSL,O,X,X,X,X,X,O,O
JTOLISZ,O,X,X,O,X,X,X,O
JTOLIZS,O,X,X,O,X,X,O,O
JTOLSIZ,O,O,X,O,X,X,X,X
JTOLSZI,O,O,X,O,X,X,O,X
JTOLZIS,O,X,X,O,X,X,O,X
JTOLZSI,O,O,X,O,X,X,O,X
JTOSILZ,O,O,X,O,O,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,O,X,X,X
JTOSLZI,O,O,X,O,O,X,O,X
JTOSZIL,O,O,X,X,X,X,O,X
JTOSZLI,O,O,X,X,X,X,O,X
JTOZILS,O,X,X,X,X,X,O,X
JTOZISL,O,X,X,X,X,X,O,X
JTOZLIS,O,X,X,X,X,X,O,X
JTOZLSI,O,O,X,X,X,X,O,X
JTOZSIL,O,O,X,X,X,X,O,X
JTOZSLI,O,O,X,X,X,X,O,X
JITLSZO,O,O,X,O,O,X,X,X
JITLSOZ,X,O,X,O,O,X,X,X
JITLZSO,O,O,X,O,X,X,O,X
JITLZOS,O,X,X,O,X,X,O,X
JITLOSZ,O,X,X,O,X,X,X,X
JITLOZS,O,X,X,O,X,X,O,X
JITSLZO,O,O,X,O,O,O,X,X
JITSLOZ,X,O,X,O,O,O,X,X
JITSZLO,O,O,X,O,O,O,X,X
JITSZOL,O,O,X,X,X,O,X,X
JITSOLZ,X,O,X,O,O,O,X,X
JITSOZL,X,O,X,X,X,O,X,X
JITZLSO,O,O,X,O,X,O,O,X
JITZLOS,O,X,X,O,X,X,O,X
JITZSLO,O,O,X,O,O,O,O,X
JITZSOL,O,O,X,X,X,O,O,X
JITZOLS,O,X,X,X,X,X,O,X
JITZOSL,O,X,X,X,X,X,O,X
JITOLSZ,O,X,X,O,X,X,X,X
JITOLZS,O,X,X,O,X,X,O,X
JITOSLZ,O,X,X,O,O,X,X,X
JITOSZL,O,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,O,X
JITOZSL,O,X,X,X,X,X,O,X
JILTSZO,O,O,X,O,O,X,X,X
JILTSOZ,X,O,X,O,O,X,X,X
JILTZSO,O,O,X,O,X,X,O,X
JILTZOS,O,X,X,O,X,X,O,X
JILTOSZ,O,X,X,O,X,X,X,X
JILTOZS,O,X,X,O,X,X,O,X
JILSTZO,X,X,X,O,O,O,X,X
JILSTOZ,X,X,X,O,O,O,X,X
JILSZTO,O,O,X,X,O,O,X,X
JILSZOT,O,O,X,X,O,O,X,X
JILSOTZ,X,X,X,X,O,O,X,X
JILSOZT,X,O,X,X,O,O,X,X
JILZTSO,O,O,X,X,X,O,O,X
JILZTOS,O,X,X,X,X,X,O,X
JILZSTO,O,O,X,X,X,O,O,X
JILZSOT,O,O,X,X,X,O,X,X
JILZOTS,X,X,X,X,X,X,O,X
JILZOST,O,O,X,X,X,O,X,X
JILOTSZ,X,X,X,X,X,X,X,O
JILOTZS,X,X,X,X,X,X,O,O
JILOSTZ,X,X,X,X,X,X,X,O
JILOSZT,X,X,X,X,X,X,X,O
JILOZTS,X,X,X,X,X,X,X,O
JILOZST,O,X,X,X,X,X,X,O
JISTLZO,X,X,X,O,O,O,X,X
JISTLOZ,X,X,X,O,O,O,X,X
JISTZLO,X,X,X,O,O,O,X,X
JISTZOL,X,X,X,X,X,O,X,X
JISTOLZ,X,X,X,O,O,O,X,X
JISTOZL,X,X,X,X,X,O,X,X
JISLTZO,X,X,X,O,O,O,X,X
JISLTOZ,X,X,X,O,O,O,X,X
JISLZTO,O,O,X,X,O,O,X,X
JISLZOT,O,O,X,X,O,O,X,X
JISLOTZ,X,X,X,X,O,O,X,X
JISLOZT,X,O,X,X,O,O,X,X
JISZTLO,O,O,X,O,O,O,X,X
JISZTOL,X,O,X,X,X,O,X,X
JISZLTO,O,O,X,X,O,O,X,X
JISZLOT,O,O,X,X,O,O,X,X
JISZOTL,X,O,X,X,X,O,X,X
JISZOLT,O,O,X,X,X,O,X,X
JISOTLZ,X,X,X,O,O,O,X,X
JISOTZL,X,X,X,X,X,O,X,X
JISOLTZ,X,X,X,X,O,O,X,X
JISOLZT,X,O,X,X,O,O,X,X
JISOZTL,X,O,X,X,X,O,X,X
JISOZLT,X,O,X,X,X,O,X,X
JIZTLSO,O,O,X,O,X,O,O,X
JIZTLOS,O,X,X,O,X,X,O,X
JIZTSLO,O,O,X,O,O,O,O,X
JIZTSOL,O,O,X,X,X,O,O,X
JIZTOLS,O,X,X,X,X,X,O,X
JIZTOSL,O,X,X,X,X,X,O,X
JIZLTSO,O,O,X,X,X,O,O,X
JIZLTOS,O,X,X,X,X,X,O,X
JIZLSTO,O,O,X,X,X,O,O,X
JIZLSOT,O,O,X,X,X,O,X,X
JIZLOTS,X,X,X,X,X,X,O,X
JIZLOST,O,O,X,X,X,O,X,X
JIZSTLO,O,O,X,O,O,O,O,X
JIZSTOL,O,O,X,X,X,O,O,X
JIZSLTO,O,O,X,X,O,O,O,X
JIZSLOT,O,O,X,X,O,O,X,X
JIZSOTL,X,O,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,O,X,X
JIZOTLS,X,X,X,X,X,X,O,X
JIZOTSL,X,X,X,X,X,X,O,X
JIZOLTS,X,X,X,X,X,X,O,X
JIZOLST,O,O,X,X,X,O,X,X
JIZOSTL,X,O,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,O,X,X
JIOTLSZ,X,X,X,O,X,X,X,O
JIOTLZS,X,X,X,O,X,X,O,O
JIOTSLZ,X,X,X,O,O,X,X,O
JIOTSZL,X,X,X,X,X,X,X,O
JIOTZLS,X,X,X,X,X,X,O,O
JIOTZSL,X,X,X,X,X,X,O,O
JIOLTSZ,X,X,X,X,X,X,X,O
JIOLTZS,X,X,X,X,X,X,O,O
JIOLSTZ,X,X,X,X,X,X,X,O
JIOLSZT,X,X,X,X,X,X,X,O
JIOLZTS,X,X,X,X,X,X,X,O
JIOLZST,O,X,X,X,X,X,X,O
JIOSTLZ,X,X,X,O,O,O,X,O
JIOSTZL,X,X,X,X,X,O,X,O
JIOSLTZ,X,X,X,X,O,O,X,O
JIOSLZT,X,X,X,X,O,O,X,O
JIOSZTL,X,X,X,X,X,O,X,O
JIOSZLT,X,X,X,X,X,O,X,O
JIOZTLS,X,X,X,X,X,X,X,O
JIOZTSL,X,X,X,X,X,X,X,O
JIOZLTS,X,X,X,X,X,X,X,O
JIOZLST,O,X,X,X,X,O,X,O
JIOZSTL,X,X,X,X,X,O,X,O
JIOZSLT,O,X,X,X,X,O,X,O
JLTISZO,O,O,X,O,O,X,X,X
JLTISOZ,X,O,X,O,O,X,X,X
JLTIZSO,O,O,X,O,X,X,O,X
JLTIZOS,O,X,X,O,X,X,O,X
JLTIOSZ,O,X,X,O,X,X,X,X
JLTIOZS,O,X,X,O,X,X,O,X
JLTSIZO,O,O,X,O,O,X,X,X
JLTSIOZ,X,O,X,O,O,X,X,X
JLTSZIO,O,O,X,O,O,X,O,X
JLTSZOI,O,O,X,O,O,X,O,X
JLTSOIZ,O,O,X,O,O,X,X,X
JLTSOZI,O,O,X,O,O,X,O,X
JLTZISO,O,O,X,O,X,X,O,X
JLTZIOS,O,X,X,O,X,X,O,X
JLTZSIO,O,O,X,O,X,X,O,X
JLTZSOI,O,O,X,O,X,X,O,X
JLTZOIS,O,X,X,O,X,X,O,X
JLTZOSI,O,O,X,O,X,X,O,X
JLTOISZ,O,X,X,O,X,X,X,O
JLTOIZS,O,X,X,O,X,X,O,O
JLTOSIZ,O,O,X,O,X,X,X,X
JLTOSZI,O,O,X,O,X,X,O,X
JLTOZIS,O,X,X,O,X,X,O,X
JLTOZSI,O,O,X,O,X,X,O,X
JLITSZO,O,O,X,O,O,X,X,X
JLITSOZ,X,O,X,O,O,X,X,X
JLITZSO,O,O,X,O,X,X,O,X
JLITZOS,O,X,X,O,X,X,O,X
JLITOSZ,O,X,X,O,X,X,X,X
JLITOZS,O,X,X,O,X,X,O,X
JLISTZO,X,X,X,O,O,O,X,X
JLISTOZ,X,X,X,O,O,O,X,X
JLISZTO,O,O,X,X,O,O,X,X
JLISZOT,O,O,X,X,O,O,X,X
JLISOTZ,X,X,X,X,O,O,X,X
JLISOZT,X,O,X,X,O,O,X,X
JLIZTSO,O,O,X,X,X,O,O,X
JLIZTOS,O,X,X,X,X,X,O,X
JLIZSTO,O,O,X,X,X,O,O,X
JLIZSOT,O,O,X,X,X,O,X,X
JLIZOTS,X,X,X,X,X,X,O,X
JLIZOST,O,O,X,X,X,O,X,X
JLIOTSZ,X,X,X,X,X,X,X,O
JLIOTZS,X,X,X,X,X,X,O,O
JLIOSTZ,X,X,X,X,X,X,X,O
JLIOSZT,X,X,X,X,X,X,X,O
JLIOZTS,X,X,X,X,X,X,X,O
JLIOZST,O,X,X,X,X,X,X,O
JLSTIZO,O,O,O,O,O,O,X,X
JLSTIOZ,X,O,O,O,O,O,X,X
JLSTZIO,O,O,O,O,O,O,X,X
JLSTZOI,O,O,O,O,O,O,X,X
JLSTOIZ,O,O,O,O,O,O,X,X
JLSTOZI,O,O,O,O,O,O,X,X
JLSITZO,X,X,O,O,O,O,X,X
JLSITOZ,X,X,O,O,O,O,X,X
JLSIZTO,O,O,O,X,O,O,X,X
JLSIZOT,O,O,O,X,O,O,X,X
JLSIOTZ,X,X,O,X,O,O,X,X
JLSIOZT,X,O,O,X,O,O,X,X
JLSZTIO,O,O,O,X,O,O,X,X
JLSZTOI,O,O,O,X,O,O,X,X
JLSZITO,O,O,O,X,O,O,X,X
JLSZIOT,O,O,O,X,O,O,X,X
JLSZOTI,O,O,O,X,O,O,X,X
JLSZOIT,O,O,O,X,O,O,X,X
JLSOTIZ,X,O,O,X,O,O,X,X
JLSOTZI,X,O,O,X,O,O,X,X
JLSOITZ,X,X,O,X,O,O,X,O
JLSOIZT,X,O,O,X,O,O,X,O
JLSOZTI,X,O,O,X,O,O,X,X
JLSOZIT,X,O,O,X,O,O,X,X
JLZTISO,O,O,X,X,X,O,O,X
JLZTIOS,O,X,X,X,X,X,O,X
JLZTSIO,O,O,X,X,X,O,O,X
JLZTSOI,O,O,X,X,X,O,O,X
JLZTOIS,O,X,X,X,X,X,O,X
JLZTOSI,O,O,X,X,X,X,O,X
JLZITSO,O,O,X,X,X,O,O,X
JLZITOS,O,X,X,X,X,X,O,X
JLZISTO,O,O,X,X,X,O,O,X
JLZISOT,O,O,X,X,X,O,X,X
JLZIOTS,X,X,X,X,X,X,O,X
JLZIOST,O,O,X,X,X,O,X,X
JLZSTIO,O,O,O,X,X,O,O,X
JLZSTOI,O,O,O,X,X,O,O,X
JLZSITO,O,O,O,X,X,O,O,X
JLZSIOT,O,O,O,X,X,O,X,X
JLZSOTI,O,O,O,X,X,O,X,X
JLZSOIT,O,O,O,X,X,O,X,X
JLZOTIS,O,X,X,X,X,X,O,X
JLZOTSI,O,O,X,X,X,X,O,X
JLZOITS,X,X,X,X,X,X,O,O
JLZOIST,O,O,X,X,X,O,X,O
JLZOSTI,O,O,O,X,X,O,X,X
JLZOSIT,O,O,O,X,X,O,X,X
JLOTISZ,O,X,X,X,X,X,X,O
JLOTIZS,O,X,X,X,X,X,O,O
JLOTSIZ,O,O,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,O,X
JLOTZIS,O,X,X,X,X,X,O,X
JLOTZSI,O,O,X,X,X,X,O,X
JLOITSZ,X,X,X,X,X,X,X,O
JLOITZS,X,X,X,X,X,X,O,O
JLOISTZ,X,X,X,X,X,X,X,O
JLOISZT,X,X,X,X,X,X,X,O
JLOIZTS,X,X,X,X,X,X,X,O
JLOIZST,O,X,X,X,X,X,X,O
JLOSTIZ,X,X,O,X,X,X,X,X
JLOSTZI,X,O,O,X,X,X,X,X
JLOSITZ,X,X,O,X,X,X,X,O
JLOSIZT,X,O,O,X,X,X,X,O
JLOSZTI,X,O,O,X,X,X,X,X
JLOSZIT,X,O,O,X,X,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,X,O
JLOZIST,O,O,X,X,X,X,X,O
JLOZSTI,O,O,O,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X
JSTILZO,O,O,O,O,O,O,X,X
JSTILOZ,X,O,O,O,O,O,X,X
JSTIZLO,O,O,O,O,O,O,X,X
JSTIZOL,O,O,O,X,X,O,X,X
JSTIOLZ,X,O,O,O,O,O,X,X
JSTIOZL,X,O,O,X,X,O,X,X
JSTLIZO,O,O,O,O,O,O,X,X
JSTLIOZ,X,O,O,O,O,O,X,X
JSTLZIO,O,O,O,O,O,O,X,X
JSTLZOI,O,O,O,O,O,O,X,X
JSTLOIZ,O,O,O,O,O,O,X,X
JSTLOZI,O,O,O,O,O,O,X,X
JSTZILO,O,O,O,O,O,O,X,X
JSTZIOL,O,O,O,X,X,O,X,X
JSTZLIO,O,O,O,O,O,O,X,X
JSTZLOI,O,O,O,O,O,O,X,X
JSTZOIL,O,O,O,X,X,O,X,X
JSTZOLI,O,O,O,X,X,O,X,X
JSTOILZ,O,O,O,O,O,O,X,X
JSTOIZL,O,O,O,X,X,O,X,X
JSTOLIZ,O,O,O,O,O,O,X,X
JSTOLZI,O,O,O,O,O,O,X,X
JSTOZIL,O,O,O,X,X,O,X,X
JSTOZLI,O,O,O,X,X,O,X,X
JSITLZO,X,X,O,O,O,O,X,X
JSITLOZ,X,X,O,O,O,O,X,X
JSITZLO,X,X,O,O,O,O,X,X
JSITZOL,X,X,O,X,X,O,X,X
JSITOLZ,X,X,O,O,O,O,X,X
JSITOZL,X,X,X,X,X,O,X,X
JSILTZO,X,X,O,O,O,O,X,X
JSILTOZ,X,X,O,O,O,O,X,X
JSILZTO,O,O,O,X,O,O,X,X
JSILZOT,O,O,O,X,O,O,X,X
JSILOTZ,X,X,O,X,O,O,X,X
JSILOZT,X,O,O,X,O,O,X,X
JSIZTLO,O,O,O,O,O,O,X,X
JSIZTOL,X,O,O,X,X,O,X,X
JSIZLTO,O,O,O,X,O,O,X,X
JSIZLOT,O,O,O,X,O,O,X,X
JSIZOTL,X,O,O,X,X,O,X,X
JSIZOLT,O,O,O,X,X,O,X,X
JSIOTLZ,X,X,O,O,O,O,X,X
JSIOTZL,X,X,O,X,X,O,X,X
JSIOLTZ,X,X,O,X,O,O,X,X
JSIOLZT,X,O,O,X,O,O,X,X
JSIOZTL,X,O,O,X,X,O,X,X
JSIOZLT,X,O,O,X,X,O,X,X
JSLTIZO,O,O,O,O,O,O,X,X
JSLTIOZ,X,O,O,O,O,O,X,X
JSLTZIO,O,O,O,O,O,O,X,X
JSLTZOI,O,O,O,O,O,O,X,X
JSLTOIZ,O,O,O,O,O,O,X,X
JSLTOZI,O,O,O,O,O,O,X,X
JSLITZO,X,X,O,O,O,O,X,X
JSLITOZ,X,X,O,O,O,O,X,X
JSLIZTO,O,O,O,X,O,O,X,X
JSLIZOT,O,O,O,X,O,O,X,X
JSLIOTZ,X,X,O,X,O,O,X,X
JSLIOZT,X,O,O,X,O,O,X,X
JSLZTIO,O,O,O,X,O,O,X,X
JSLZTOI,O,O,O,X,O,O,X,X
JSLZITO,O,O,O,X,O,O,X,X
JSLZIOT,O,O,O,X,O,O,X,X
JSLZOTI,O,O,O,X,O,O,X,X
JSLZOIT,O,O,O,X,O,O,X,X
JSLOTIZ,X,O,O,X,O,O,X,X
JSLOTZI,X,O,O,X,O,O,X,X
JSLOITZ,X,X,O,X,O,O,X,O
JSLOIZT,X,O,O,X,O,O,X,O
JSLOZTI,X,O,O,X,O,O,X,X
JSLOZIT,X,O,O,X,O,O,X,X
JSZTILO,O,O,O,O,O,O,X,X
JSZTIOL,O,O,O,X,X,O,X,X
JSZTLIO,O,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,O,X,X
JSZTOIL,O,O,O,X,X,O,X,X
JSZTOLI,O,O,O,X,X,O,X,X
JSZITLO,O,O,O,O,O,O,X,X
JSZITOL,O,O,O,X,X,O,X,X
JSZILTO,O,O,O,X,O,O,X,X
JSZILOT,O,O,O,X,O,O,X,X
JSZIOTL,X,O,O,X,X,O,X,X
JSZIOLT,O,O,O,X,X,O,X,X
JSZLTIO,O,O,O,X,O,O,X,X
JSZLTOI,O,O,O,X,O,O,X,X
JSZLITO,O,O,O,X,O,O,X,X
JSZLIOT,O,O,O,X,O,O,X,X
JSZLOTI,O,O,O,X,O,O,X,X
JSZLOIT,O,O,O,X,O,O,X,X
JSZOTIL,O,O,O,X,X,O,X,X
JSZOTLI,O,O,O,X,X,O,X,X
JSZOITL,X,O,O,X,X,O,X,X
JSZOILT,O,O,O,X,X,O,X,X
JSZOLTI,O,O,O,X,X,O,X,X
JSZOLIT,O,O,O,X,X,O,X,X
JSOTILZ,X,O,O,O,O,O,X,X
JSOTIZL,X,O,O,X,X,O,X,X
JSOTLIZ,X,O,O,O,O,O,X,X
JSOTLZI,X,O,O,O,O,O,X,X
JSOTZIL,X,O,O,X,X,O,X,X
JSOTZLI,X,O,O,X,X,O,X,X
JSOITLZ,X,X,O,O,O,O,X,O
JSOITZL,X,X,O,X,X,O,X,O
JSOILTZ,X,X,O,X,O,O,X,O
JSOILZT,X,O,O,X,O,O,X,O
JSOIZTL,X,O,O,X,X,O,X,O
JSOIZLT,X,O,O,X,X,O,X,O
JSOLTIZ,X,O,O,X,O,O,X,X
JSOLTZI,X,O,O,X,O,O,X,X
JSOLITZ,X,X,O,X,O,O,X,O
JSOLIZT,X,O,O,X,O,O,X,O
JSOLZTI,X,O,O,X,O,O,X,X
JSOLZIT,X,O,O,X,O,O,X,X
JSOZTIL,X,O,O,X,X,O,X,X
JSOZTLI,X,O,O,X,X,O,X,X
JSOZITL,X,O,O,X,X,O,X,X
JSOZILT,X,O,O,X,X,O,X,X
JSOZLTI,X,O,O,X,X,O,X,X
JSOZLIT,X,O,O,X,X,O,X,X
JZTILSO,O,O,X,O,X,O,O,X
JZTILOS,O,X,X,O,X,X,O,X
JZTISLO,O,O,X,O,O,O,O,X
JZTISOL,O,O,X,X,X,O,O,X
JZTIOLS,O,X,X,X,X,X,O,X
JZTIOSL,O,X,X,X,X,X,O,X
JZTLISO,O,O,X,O,X,O,O,X
JZTLIOS,O,X,X,O,X,X,O,X
JZTLSIO,O,O,X,O,X,O,O,X
JZTLSOI,O,O,X,O,X,O,O,X
JZTLOIS,O,X,X,O,X,X,O,X
JZTLOSI,O,O,X,O,X,X,O,X
JZTSILO,O,O,X,O,O,O,O,X
JZTSIOL,O,O,X,X,X,O,O,X
JZTSLIO,O,O,X,O,O,O,O,X
JZTSLOI,O,O,X,O,O,O,O,X
JZTSOIL,O,O,X,X,X,O,O,X
JZTSOLI,O,O,X,X,X,O,O,X
JZTOILS,O,X,X,X,X,X,O,X
JZTOISL,O,X,X,X,X,X,O,X
JZTOLIS,O,X,X,X,X,X,O,X
JZTOLSI,O,O,X,X,X,X,O,X
JZTOSIL,O,O,X,X,X,X,O,X
JZTOSLI,O,O,X,X,X,X,O,X
JZITLSO,O,O,X,O,X,O,O,X
JZITLOS,O,X,X,O,X,X,O,X
JZITSLO,O,O,X,O,O,O,O,X
JZITSOL,O,O,X,X,X,O,O,X
JZITOLS,O,X,X,X,X,X,O,X
JZITOSL,O,X,X,X,X,X,O,X
JZILTSO,O,O,X,X,X,O,O,X
JZILTOS,O,X,X,X,X,X,O,X
JZILSTO,O,O,X,X,X,O,O,X
JZILSOT,O,O,X,X,X,O,X,X
JZILOTS,X,X,X,X,X,X,O,X
JZILOST,O,O,X,X,X,O,X,X
JZISTLO,O,O,X,O,O,O,O,X
JZISTOL,O,O,X,X,X,O,O,X
JZISLTO,O,O,X,X,O,O,O,X
JZISLOT,O,O,X,X,O,O,X,X
JZISOTL,X,O,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,O,X,X
JZIOTLS,X,X,X,X,X,X,O,X
JZIOTSL,X,X,X,X,X,X,O,X
JZIOLTS,X,X,X,X,X,X,O,X
JZIOLST,O,O,X,X,X,O,X,X
JZIOSTL,X,O,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,O,X,X
JZLTISO,O,O,X,X,X,O,O,X
JZLTIOS,O,X,X,X,X,X,O,X
JZLTSIO,O,O,X,X,X,O,O,X
JZLTSOI,O,O,X,X,X,O,O,X
JZLTOIS,O,X,X,X,X,X,O,X
JZLTOSI,O,O,X,X,X,X,O,X
JZLITSO,O,O,X,X,X,O,O,X
JZLITOS,O,X,X,X,X,X,O,X
JZLISTO,O,O,X,X,X,O,O,X
JZLISOT,O,O,X,X,X,O,X,X
JZLIOTS,X,X,X,X,X,X,O,X
JZLIOST,O,O,X,X,X,O,X,X
JZLSTIO,O,O,O,X,X,O,O,X
JZLSTOI,O,O,O,X,X,O,O,X
JZLSITO,O,O,O,X,X,O,O,X
JZLSIOT,O,O,O,X,X,O,X,X
JZLSOTI,O,O,O,X,X,O,X,X
JZLSOIT,O,O,O,X,X,O,X,X
JZLOTIS,O,X,X,X,X,X,O,X
JZLOTSI,O,O,X,X,X,X,O,X
JZLOITS,X,X,X,X,X,X,O,O
JZLOIST,O,O,X,X,X,O,X,O
JZLOSTI,O,O,O,X,X,O,X,X
JZLOSIT,O,O,O,X,X,O,X,X
JZSTILO,O,O,O,O,O,O,O,X
JZSTIOL,O,O,O,X,X,O,O,X
JZSTLIO,O,O,O,O,O,O,O,X
JZSTLOI,O,O,O,O,O,O,O,X
JZSTOIL,O,O,O,X,X,O,O,X
JZSTOLI,O,O,O,X,X,O,O,X
JZSITLO,O,O,O,O,O,O,O,X
JZSITOL,O,O,O,X,X,O,O,X
JZSILTO,O,O,O,X,O,O,O,X
JZSILOT,O,O,O,X,O,O,X,X
JZSIOTL,X,O,O,X,X,O,X,X
JZSIOLT,O,O,O,X,X,O,X,X
JZSLTIO,O,O,O,X,O,O,O,X
JZSLTOI,O,O,O,X,O,O,O,X
JZSLITO,O,O,O,X,O,O,O,X
JZSLIOT,O,O,O,X,O,O,X,X
JZSLOTI,O,O,O,X,O,O,X,X
JZSLOIT,O,O,O,X,O,O,X,X
JZSOTIL,O,O,O,X,X,O,X,X
JZSOTLI,O,O,O,X,X,O,X,X
JZSOITL,X,O,O,X,X,O,X,X
JZSOILT,O,O,O,X,X,O,X,X
JZSOLTI,O,O,O,X,X,O,X,X
JZSOLIT,O,O,O,X,X,O,X,X
JZOTILS,O,X,X,X,X,X,O,X
JZOTISL,O,X,X,X,X,X,O,X
JZOTLIS,O,X,X,X,X,X,O,X
JZOTLSI,O,O,X,X,X,X,O,X
JZOTSIL,O,O,X,X,X,X,O,X
JZOTSLI,O,O,X,X,X,X,O,X
JZOITLS,X,X,X,X,X,X,O,O
JZOITSL,X,X,X,X,X,X,O,O
JZOILTS,X,X,X,X,X,X,O,O
JZOILST,O,O,X,X,X,O,X,O
JZOISTL,X,O,X,X,X,O,X,O
JZOISLT,O,O,X,X,X,O,X,O
JZOLTIS,O,X,X,X,X,X,O,X
JZOLTSI,O,O,X,X,X,X,O,X
JZOLITS,X,X,X,X,X,X,O,O
JZOLIST,O,O,X,X,X,O,X,O
JZOLSTI,O,O,O,X,X,O,X,X
JZOLSIT,O,O,O,X,X,O,X,X
JZOSTIL,O,O,O,X,X,O,X,X
JZOSTLI,O,O,O,X,X,O,X,X
JZOSITL,X,O,O,X,X,O,X,X
JZOSILT,O,O,O,X,X,O,X,X
JZOSLTI,O,O,O,X,X,O,X,X
JZOSLIT,O,O,O,X,X,O,X,X
JOTILSZ,O,X,X,O,X,X,X,O
JOTILZS,O,X,X,O,X,X,O,O
JOTISLZ,O,X,X,O,O,X,X,O
JOTISZL,O,X,X,X,X,X,X,O
JOTIZLS,O,X,X,X,X,X,O,O
JOTIZSL,O,X,X,X,X,X,O,O
JOTLISZ,O,X,X,O,X,X,X,O
JOTLIZS,O,X,X,O,X,X,O,O
JOTLSIZ,O,O,X,O,X,X,X,X
JOTLSZI,O,O,X,O,X,X,O,X
JOTLZIS,O,X,X,O,X,X,O,X
JOTLZSI,O,O,X,O,X,X,O,X
JOTSILZ,O,O,X,O,O,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,X,X,X
JOTSLZI,O,O,X,O,O,X,O,X
JOTSZIL,O,O,X,X,X,X,O,X
JOTSZLI,O,O,X,X,X,X,O,X
JOTZILS,O,X,X,X,X,X,O,X
JOTZISL,O,X,X,X,X,X,O,X
JOTZLIS,O,X,X,X,X,X,O,X
JOTZLSI,O,O,X,X,X,X,O,X
JOTZSIL,O,O,X,X,X,X,O,X
JOTZSLI,O,O,X,X,X,X,O,X
JOITLSZ,X,X,X,O,X,X,X,O
JOITLZS,X,X,X,O,X,X,O,O
JOITSLZ,X,X,X,O,O,X,X,O
