sequence,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFGjBilBfsBlnBUr?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFihBGjBRnBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThBxiBesBftB6t?BFrB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhF2mBRiBSoBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFFjBTlBKrBfsB0n?B+tB,v115@9gC8GeB8HeB8HeD8CeA8LeaGJvhFfnBxiBTlBGoB1w?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFymBziB5oBXmB1w?BmsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlBcrBysB+t?BXsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlB3mBGoByw?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThB2nB5oBatBFr?BXsB,v115@9gC8GeB8HeB8HeD8CeA8Le3AJvhFSoBlmBmqBxsBzr?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFTlBKrBfsBlnBct?BGtB,v115@9gC8GeB8HeB8HeD8CeA8LezAJvhF6oB2qBRnB3rBUt?BFsB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhF0hBGjB3nBxqBTt?BywB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhFfnB0iBStBxqB2w?BTtB
LIJZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
LISTJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISTZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISTOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJTZO,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O
LISJTOZ,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LISJZTO,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
LISJZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
LISZTOJ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
LISZJTO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
LISZJOT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISOJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIZTSOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIZTOJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LIZJSOT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZSTJO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
LIZSTOJ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
LIZSJTO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
LIZSJOT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LIOTZJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LIOJTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIOSTZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
LIOSJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIOSZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTSZIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZSIO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOSZI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJITSOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJISTOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O
LJISZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIZTOS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LJSTIOZ,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJSTZIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJSTZOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LJSITOZ,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJSIZTO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJSIZOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJSIOZT,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJSZTIO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSZTOI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZITO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSZIOT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZOTI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZOIT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSOTIZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LJSOZIT,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LJZTISO,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJZTIOS,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZTSIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZTSOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZTOIS,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZTOSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZITSO,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJZITOS,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZISTO,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJZISOT,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X
LJZIOTS,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJZIOST,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJZSTIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZSTOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSITO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZSIOT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSOTI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSOIT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZOTIS,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJZOTSI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJZOITS,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJZOIST,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJZOSTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJOTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOTZSI,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOSTZI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOSIZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSZIT,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZTIS,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZTSI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZITS,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZIST,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZSTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZSIT,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTIJZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTIZJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJIZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTJZIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZJIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTZJOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZOJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSITJZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSITJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSITZJO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
LSITZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LSITOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIJTZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSIJTOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSIJZTO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O
LSIJZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O
LSIZTOJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
LSIZJTO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O
LSIZJOT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIZOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIOJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIOZJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJTZIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSJITOZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJIZTO,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LSJIZOT,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSJZTOI,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSJZITO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSJZIOT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSJZOTI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSJZOIT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LSJOZIT,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LSZTIJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LSZTJOI,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LSZTOIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LSZITJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LSZITOJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LSZIJTO,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZIJOT,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZIOJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSZJTIO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZJTOI,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZJITO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZJIOT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZJOTI,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZJOIT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSZOITJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSZOIJT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LSZOJTI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LSZOJIT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LSOTIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTJZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOTZJI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOITZJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSOIJZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOIZJT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOJITZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSOJIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOZTJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOZITJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LZTIJOS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LZTISJO,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
LZTISOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
LZTJIOS,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTJSIO,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
LZTJSOI,O,X,O,X,X,O,O,X,O,X,X,X,O,X,X
LZTJOIS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
LZTJOSI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
LZTSIJO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
LZTSIOJ,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LZTSJIO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
LZTSJOI,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
LZTSOIJ,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LZTSOJI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
LZTOIJS,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
LZTOISJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LZTOSJI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
