sequence,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF0cBmdB5jBf?oBimBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFmcB5jBcmBa?oB3iBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFxcBcmBiiB+?oBXjBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFlcB3dBcjBx?mBStBmrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFfjB6jBcmBZ?nBWyBlrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF6jBRiBOmBX?iBUoBFsB
JZLOTIS,X,O,O,O,X,O
JZLOTSI,X,O,O,O,X,X
JZLOITS,O,O,X,O,X,O
JZLOIST,O,O,X,O,O,O
JZLOSTI,O,X,X,O,O,X
JZLOSIT,O,O,X,O,O,X
JZSTILO,X,O,O,X,O,X
JZSTIOL,O,O,O,X,O,X
JZSTLIO,X,O,O,X,O,X
JZSTLOI,X,O,O,X,O,X
JZSTOIL,O,O,O,X,O,X
JZSTOLI,X,O,O,X,O,X
JZSITLO,X,O,X,X,O,X
JZSITOL,O,O,X,X,O,X
JZSILTO,X,X,X,X,O,X
JZSILOT,O,O,X,X,O,X
JZSIOTL,O,O,X,X,O,X
JZSIOLT,O,O,X,X,O,X
JZSLTIO,X,X,X,X,O,X
JZSLTOI,X,X,X,X,O,X
JZSLITO,X,X,X,X,O,X
JZSLIOT,O,O,X,X,O,X
JZSLOTI,X,X,X,X,O,X
JZSLOIT,O,O,X,X,O,X
JZSOTIL,O,O,O,X,O,X
JZSOTLI,X,O,O,X,O,X
JZSOITL,O,O,X,X,O,X
JZSOILT,O,O,X,X,O,X
JZSOLTI,X,X,X,X,O,X
JZSOLIT,O,O,X,X,O,X
JZOTILS,O,O,O,O,X,O
JZOTISL,O,O,O,X,O,X
JZOTLIS,O,O,O,O,X,O
JZOTLSI,O,O,O,O,X,X
JZOTSIL,O,O,O,X,O,X
JZOTSLI,O,O,O,X,O,X
JZOITLS,O,O,O,O,X,X
JZOITSL,O,O,O,X,O,X
JZOILTS,O,O,X,O,X,O
JZOILST,O,O,X,O,O,O
JZOISTL,O,O,X,X,O,X
JZOISLT,O,O,X,X,O,X
JZOLTIS,X,O,O,O,X,O
JZOLTSI,X,O,O,O,X,X
JZOLITS,O,O,X,O,X,O
JZOLIST,O,O,X,O,O,O
JZOLSTI,O,X,X,O,O,X
JZOLSIT,O,O,X,O,O,X
JZOSTIL,O,O,O,X,O,X
JZOSTLI,X,O,O,X,O,X
JZOSITL,O,O,X,X,O,X
JZOSILT,O,O,X,X,O,X
JZOSLTI,X,X,X,X,O,X
JZOSLIT,O,O,X,X,O,X
JOTILSZ,O,X,X,O,X,X
JOTILZS,O,O,O,O,X,X
JOTISLZ,O,X,X,O,O,X
JOTISZL,O,X,X,X,O,X
JOTIZLS,O,O,O,O,X,X
JOTIZSL,O,O,O,X,O,X
JOTLISZ,O,X,X,O,X,X
JOTLIZS,O,O,O,O,X,X
JOTLSIZ,O,X,X,O,X,X
JOTLSZI,O,X,O,O,X,X
JOTLZIS,O,O,O,O,X,X
JOTLZSI,O,O,O,O,X,X
JOTSILZ,O,X,X,O,O,X
JOTSIZL,O,X,X,X,O,X
JOTSLIZ,O,X,X,O,O,X
JOTSLZI,O,X,O,O,O,X
JOTSZIL,O,X,O,X,O,X
JOTSZLI,O,X,O,X,O,X
JOTZILS,O,O,O,O,X,O
JOTZISL,O,O,O,X,O,X
JOTZLIS,O,O,O,O,X,O
JOTZLSI,O,O,O,O,X,X
JOTZSIL,O,O,O,X,O,X
JOTZSLI,O,O,O,X,O,X
JOITLSZ,O,X,X,O,X,X
JOITLZS,O,O,O,O,X,X
JOITSLZ,O,X,X,O,O,X
JOITSZL,O,X,X,X,O,X
JOITZLS,O,O,O,O,X,X
JOITZSL,O,O,O,X,O,X
JOILTSZ,O,X,X,O,X,X
JOILTZS,O,O,X,O,X,X
JOILSTZ,O,X,X,O,O,X
JOILSZT,O,X,X,O,O,X
JOILZTS,O,O,X,O,X,X
JOILZST,O,O,X,O,O,X
JOISTLZ,O,X,X,O,O,X
JOISTZL,O,X,X,X,O,X
JOISLTZ,O,X,X,O,O,X
JOISLZT,O,X,X,O,O,X
JOISZTL,O,O,X,X,O,X
JOISZLT,O,O,X,X,O,X
JOIZTLS,O,O,O,O,X,X
JOIZTSL,O,O,O,X,O,X
JOIZLTS,O,O,X,O,X,X
JOIZLST,O,O,X,O,O,X
JOIZSTL,O,O,X,X,O,X
JOIZSLT,O,O,X,X,O,X
JOLTISZ,X,X,X,O,X,X
JOLTIZS,X,O,O,O,X,X
JOLTSIZ,X,X,X,O,X,X
JOLTSZI,X,X,O,O,X,X
JOLTZIS,X,O,O,O,X,X
JOLTZSI,X,O,O,O,X,X
JOLITSZ,O,X,X,O,X,X
JOLITZS,O,O,X,O,X,X
JOLISTZ,O,X,X,O,O,X
JOLISZT,O,X,X,O,O,X
JOLIZTS,O,O,X,O,X,X
JOLIZST,O,O,X,O,O,X
JOLSTIZ,O,X,X,O,O,X
JOLSTZI,O,X,X,O,O,X
JOLSITZ,O,X,X,O,O,X
JOLSIZT,O,X,X,O,O,X
JOLSZTI,O,X,X,O,O,X
JOLSZIT,O,X,X,O,O,X
JOLZTIS,X,O,O,O,X,X
JOLZTSI,X,O,O,O,X,X
JOLZITS,O,O,X,O,X,X
JOLZIST,O,O,X,O,O,X
JOLZSTI,O,X,X,O,O,X
JOLZSIT,O,O,X,O,O,X
JOSTILZ,O,X,X,O,O,X
JOSTIZL,O,X,X,X,O,X
JOSTLIZ,O,X,X,O,O,X
JOSTLZI,O,X,O,O,O,X
JOSTZIL,O,X,O,X,O,X
JOSTZLI,O,X,O,X,O,X
JOSITLZ,O,X,X,O,O,X
JOSITZL,O,X,X,X,O,X
JOSILTZ,O,X,X,O,O,X
JOSILZT,O,X,X,O,O,X
JOSIZTL,O,O,X,X,O,X
JOSIZLT,O,O,X,X,O,X
JOSLTIZ,O,X,X,O,O,X
JOSLTZI,O,X,X,O,O,X
JOSLITZ,O,X,X,O,O,X
JOSLIZT,O,X,X,O,O,X
JOSLZTI,O,X,X,O,O,X
JOSLZIT,O,X,X,O,O,X
JOSZTIL,O,O,O,X,O,X
JOSZTLI,X,O,O,X,O,X
JOSZITL,O,O,X,X,O,X
JOSZILT,O,O,X,X,O,X
JOSZLTI,O,X,X,X,O,X
JOSZLIT,O,O,X,X,O,X
JOZTILS,O,O,O,O,X,O
JOZTISL,O,O,O,X,O,X
JOZTLIS,O,O,O,O,X,O
JOZTLSI,O,O,O,O,X,X
JOZTSIL,O,O,O,X,O,X
JOZTSLI,O,O,O,X,O,X
JOZITLS,O,O,O,O,X,X
JOZITSL,O,O,O,X,O,X
JOZILTS,O,O,X,O,X,O
JOZILST,O,O,X,O,O,O
JOZISTL,O,O,X,X,O,X
JOZISLT,O,O,X,X,O,X
JOZLTIS,X,O,O,O,X,O
JOZLTSI,X,O,O,O,X,X
JOZLITS,O,O,X,O,X,O
JOZLIST,O,O,X,O,O,O
JOZLSTI,O,X,X,O,O,X
JOZLSIT,O,O,X,O,O,X
JOZSTIL,O,O,O,X,O,X
JOZSTLI,X,O,O,X,O,X
JOZSITL,O,O,X,X,O,X
JOZSILT,O,O,X,X,O,X
JOZSLTI,X,X,X,X,O,X
JOZSLIT,O,O,X,X,O,X
STILJZO,O,X,X,X,X,X
STILJOZ,O,X,X,X,X,X
STILZJO,O,O,X,X,X,X
STILZOJ,O,O,X,X,X,X
STILOJZ,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,X
STIJLZO,O,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X
STIJZLO,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X
STIJOZL,O,X,X,X,X,X
STIZLJO,O,O,X,X,X,X
STIZLOJ,O,O,X,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,X,X,X,X
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,O,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X
STIOJLZ,O,X,X,X,X,X
STIOJZL,O,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X
STLIZJO,O,O,X,O,X,X
STLIZOJ,O,O,X,O,X,X
STLIOJZ,O,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X
STLJIZO,O,X,X,O,X,X
STLJIOZ,O,X,X,O,X,X
STLJZIO,O,X,X,O,X,X
STLJZOI,O,X,X,O,X,X
STLJOIZ,O,X,X,O,X,X
STLJOZI,O,X,X,O,X,X
STLZIJO,O,O,X,O,X,X
STLZIOJ,O,O,X,O,X,X
STLZJIO,O,O,X,X,X,X
STLZJOI,O,O,X,O,X,X
STLZOIJ,O,O,X,O,X,X
STLZOJI,O,O,X,O,X,X
STLOIJZ,O,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X
STLOJIZ,O,X,X,O,X,X
STLOJZI,O,X,X,O,X,X
STLOZIJ,O,O,X,O,X,X
STLOZJI,O,O,X,O,X,X
STJILZO,O,X,X,O,X,X
STJILOZ,O,X,X,O,X,X
STJIZLO,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,O,X,X,O,X,X
STJIOZL,O,X,X,X,X,X
STJLIZO,O,X,X,O,X,X
STJLIOZ,O,X,X,O,X,X
STJLZIO,O,X,O,O,X,X
STJLZOI,O,X,O,O,X,X
STJLOIZ,O,X,X,O,X,X
STJLOZI,O,X,O,O,X,X
STJZILO,O,X,O,X,X,X
STJZIOL,O,X,O,X,X,X
STJZLIO,O,X,O,X,X,X
STJZLOI,O,X,O,X,X,X
STJZOIL,O,X,O,X,X,X
STJZOLI,O,X,O,X,X,X
STJOILZ,O,X,X,O,X,X
STJOIZL,O,X,X,X,X,X
STJOLIZ,O,X,X,O,X,X
STJOLZI,O,X,O,O,X,X
STJOZIL,O,X,O,X,X,X
STJOZLI,O,X,O,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,O,O,X,X,X,O
STZIJLO,O,O,O,X,X,X
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,X,X,X,O
STZIOJL,O,O,O,X,X,X
STZLIJO,O,O,X,X,X,X
STZLIOJ,O,O,X,X,X,O
STZLJIO,O,O,X,X,X,X
STZLJOI,O,O,X,X,X,X
STZLOIJ,O,O,X,X,X,O
STZLOJI,O,O,X,X,X,X
STZJILO,O,O,O,X,X,X
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,O,X,X,X
STZJLOI,O,O,O,X,X,X
STZJOIL,O,O,O,X,X,X
STZJOLI,O,O,O,X,X,X
STZOILJ,O,O,X,X,X,O
STZOIJL,O,O,O,X,X,X
STZOLIJ,O,O,X,X,X,O
STZOLJI,O,O,X,X,X,X
STZOJIL,O,O,O,X,X,X
STZOJLI,O,O,O,X,X,X
STOILJZ,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,X
STOIJLZ,O,X,X,X,X,X
STOIJZL,O,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X
STOIZJL,O,O,X,X,X,X
STOLIJZ,O,X,X,X,X,X
STOLIZJ,O,O,X,O,X,X
STOLJIZ,O,X,X,O,X,X
STOLJZI,O,X,X,O,X,X
STOLZIJ,O,O,X,O,X,X
STOLZJI,O,O,X,O,X,X
STOJILZ,O,X,X,O,X,X
STOJIZL,O,X,X,X,X,X
STOJLIZ,O,X,X,O,X,X
STOJLZI,O,X,O,O,X,X
STOJZIL,O,X,O,X,X,X
STOJZLI,O,X,O,X,X,X
STOZILJ,O,O,X,X,X,O
STOZIJL,O,O,O,X,X,X
STOZLIJ,O,O,X,X,X,O
STOZLJI,O,O,X,X,X,X
STOZJIL,O,O,O,X,X,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X
SITLZJO,O,O,X,X,X,X
SITLZOJ,O,O,X,X,X,X
SITLOJZ,O,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X
SITJLZO,O,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X
SITJZLO,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X
SITJOZL,O,X,X,X,X,X
SITZLJO,O,O,X,X,X,X
SITZLOJ,O,O,X,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,O,X,X,X,X
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,O,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X
SITOJLZ,O,X,X,X,X,X
SITOJZL,O,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,O,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X
SILTZJO,O,O,X,X,X,X
SILTZOJ,O,O,X,X,X,X
SILTOJZ,O,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X
SILJOZT,O,X,X,X,X,X
SILZTJO,O,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X
SILZJTO,O,X,X,X,X,X
SILZJOT,O,O,X,X,X,X
SILZOTJ,O,X,X,X,X,X
SILZOJT,O,O,X,X,X,X
SILOTJZ,O,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X
SILOJTZ,O,X,X,X,X,X
SILOJZT,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X
SILOZJT,O,O,X,X,X,X
SIJTLZO,O,X,X,X,O,X
SIJTLOZ,O,X,X,X,O,X
SIJTZLO,O,X,X,X,O,X
SIJTZOL,O,X,X,X,O,X
SIJTOLZ,O,X,X,X,O,X
SIJTOZL,O,X,X,X,O,X
SIJLTZO,O,X,X,X,O,X
SIJLTOZ,O,X,X,X,O,X
SIJLZTO,O,X,X,X,O,X
SIJLZOT,O,X,X,X,O,X
SIJLOTZ,O,X,X,X,O,X
SIJLOZT,O,X,X,X,O,X
SIJZTLO,X,O,X,X,O,X
SIJZTOL,O,O,X,X,O,X
SIJZLTO,O,X,X,X,O,X
SIJZLOT,O,O,X,X,O,X
SIJZOTL,O,O,X,X,O,X
SIJZOLT,O,O,X,X,O,X
SIJOTLZ,O,X,X,X,O,X
SIJOTZL,O,X,X,X,O,X
SIJOLTZ,O,X,X,X,O,X
SIJOLZT,O,X,X,X,O,X
SIJOZTL,O,O,X,X,O,X
SIJOZLT,O,O,X,X,O,X
SIZTLJO,O,O,X,X,X,X
SIZTLOJ,O,O,X,X,X,X
SIZTJLO,O,O,O,X,X,X
SIZTJOL,O,O,O,X,X,X
SIZTOLJ,O,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X
SIZLTJO,O,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X
SIZLOTJ,O,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X
SIZJTLO,X,O,X,X,O,X
SIZJTOL,O,O,X,X,O,X
SIZJLTO,O,X,X,X,O,X
SIZJLOT,O,O,X,X,O,X
SIZJOTL,O,O,X,X,O,X
SIZJOLT,O,O,X,X,O,X
SIZOTLJ,O,O,X,X,X,X
SIZOTJL,O,O,O,X,X,X
SIZOLTJ,O,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X
SIZOJTL,O,O,X,X,O,X
SIZOJLT,O,O,X,X,O,X
SIOTLJZ,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,O,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X
SIOTZJL,O,O,X,X,X,X
SIOLTJZ,O,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X
SIOLJTZ,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X
SIOJTLZ,O,X,X,X,O,X
SIOJTZL,O,X,X,X,O,X
SIOJLTZ,O,X,X,X,O,X
SIOJLZT,O,X,X,X,O,X
SIOJZTL,O,O,X,X,O,X
SIOJZLT,O,O,X,X,O,X
SIOZTLJ,O,O,X,X,X,X
SIOZTJL,O,O,O,X,X,X
SIOZLTJ,O,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X
SIOZJTL,O,O,X,X,O,X
SIOZJLT,O,O,X,X,O,X
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X
SLTIZOJ,O,O,X,O,X,X
SLTIOJZ,O,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X
SLTJIZO,O,X,X,O,X,X
SLTJIOZ,O,X,X,O,X,X
SLTJZIO,O,X,X,O,X,X
SLTJZOI,O,X,X,O,X,X
SLTJOIZ,O,X,X,O,X,X
SLTJOZI,O,X,X,O,X,X
SLTZIJO,O,O,X,O,X,X
SLTZIOJ,O,O,X,O,X,X
SLTZJIO,O,O,X,X,X,X
SLTZJOI,O,O,X,O,X,X
SLTZOIJ,O,O,X,O,X,X
SLTZOJI,O,O,X,O,X,X
SLTOIJZ,O,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X
SLTOJIZ,O,X,X,O,X,X
SLTOJZI,O,X,X,O,X,X
SLTOZIJ,O,O,X,O,X,X
SLTOZJI,O,O,X,O,X,X
SLITJZO,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X
SLITZJO,O,O,X,O,X,X
SLITZOJ,O,O,X,O,X,X
SLITOJZ,O,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X
SLIZTJO,O,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,X
SLIZJTO,O,X,X,O,X,X
SLIZJOT,O,O,X,O,X,X
SLIZOTJ,O,X,X,O,X,X
SLIZOJT,O,O,X,O,X,X
SLIOTJZ,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X
SLIOJTZ,O,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X
SLIOZJT,O,O,X,O,X,X
SLJTIZO,O,X,X,O,X,X
SLJTIOZ,O,X,X,O,X,X
SLJTZIO,O,X,X,O,X,X
SLJTZOI,O,X,X,O,X,X
SLJTOIZ,O,X,X,O,X,X
SLJTOZI,O,X,X,O,X,X
SLJITZO,O,X,X,O,X,X
SLJITOZ,O,X,X,O,X,X
SLJIZTO,O,X,X,O,X,X
SLJIZOT,O,X,X,O,X,X
SLJIOTZ,O,X,X,O,X,X
SLJIOZT,O,X,X,O,X,X
SLJZTIO,O,X,X,O,X,X
SLJZTOI,O,X,X,O,X,X
SLJZITO,O,X,X,O,X,X
SLJZIOT,O,X,X,O,X,X
SLJZOTI,O,X,X,O,X,X
SLJZOIT,O,X,X,O,X,X
SLJOTIZ,O,X,X,O,X,X
SLJOTZI,O,X,X,O,X,X
SLJOITZ,O,X,X,O,X,X
SLJOIZT,O,X,X,O,X,X
SLJOZTI,O,X,X,O,X,X
SLJOZIT,O,X,X,O,X,X
SLZTIJO,O,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,X
SLZTJIO,O,X,X,O,X,X
SLZTJOI,O,X,X,O,X,X
SLZTOIJ,O,X,X,O,X,X
SLZTOJI,O,X,X,O,X,X
SLZITJO,O,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X
SLZIJOT,O,O,X,O,X,X
SLZIOTJ,O,X,X,O,X,X
SLZIOJT,O,O,X,O,X,X
SLZJTIO,O,X,X,O,X,X
SLZJTOI,O,X,X,O,X,X
SLZJITO,O,X,X,O,X,X
SLZJIOT,O,O,X,O,X,X
SLZJOTI,O,X,X,O,X,X
SLZJOIT,O,O,X,O,X,X
SLZOTIJ,O,X,X,O,X,X
SLZOTJI,O,X,X,O,X,X
SLZOITJ,O,X,X,O,X,X
SLZOIJT,O,O,X,O,X,X
SLZOJTI,O,X,X,O,X,X
SLZOJIT,O,O,X,O,X,X
SLOTIJZ,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X
SLOTJIZ,O,X,X,O,X,X
SLOTJZI,O,X,X,O,X,X
SLOTZIJ,O,O,X,O,X,X
SLOTZJI,O,O,X,O,X,X
SLOITJZ,O,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X
SLOIJTZ,O,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X
SLOIZJT,O,O,X,O,X,X
SLOJTIZ,O,X,X,O,X,X
SLOJTZI,O,X,X,O,X,X
SLOJITZ,O,X,X,O,X,X
SLOJIZT,O,X,X,O,X,X
SLOJZTI,O,X,X,O,X,X
SLOJZIT,O,X,X,O,X,X
SLOZTIJ,O,X,X,O,X,X
SLOZTJI,O,X,X,O,X,X
SLOZITJ,O,X,X,O,X,X
SLOZIJT,O,O,X,O,X,X
SLOZJTI,O,X,X,O,X,X
SLOZJIT,O,O,X,O,X,X
SJTILZO,O,X,X,O,O,X
SJTILOZ,O,X,X,O,O,X
SJTIZLO,O,X,X,X,O,X
SJTIZOL,O,X,X,X,O,X
SJTIOLZ,O,X,X,O,O,X
SJTIOZL,O,X,X,X,O,X
SJTLIZO,O,X,X,O,O,X
SJTLIOZ,O,X,X,O,O,X
SJTLZIO,O,X,O,O,O,X
SJTLZOI,O,X,O,O,O,X
SJTLOIZ,O,X,X,O,O,X
SJTLOZI,O,X,O,O,O,X
SJTZILO,O,X,O,X,O,X
SJTZIOL,O,X,O,X,O,X
SJTZLIO,O,X,O,X,O,X
SJTZLOI,O,X,O,X,O,X
SJTZOIL,O,X,O,X,O,X
SJTZOLI,O,X,O,X,O,X
SJTOILZ,O,X,X,O,O,X
SJTOIZL,O,X,X,X,O,X
SJTOLIZ,O,X,X,O,O,X
SJTOLZI,O,X,O,O,O,X
SJTOZIL,O,X,O,X,O,X
SJTOZLI,O,X,O,X,O,X
SJITLZO,O,X,X,O,O,X
SJITLOZ,O,X,X,O,O,X
SJITZLO,O,X,X,X,O,X
SJITZOL,O,X,X,X,O,X
SJITOLZ,O,X,X,O,O,X
SJITOZL,O,X,X,X,O,X
SJILTZO,O,X,X,O,O,X
SJILTOZ,O,X,X,O,O,X
SJILZTO,O,X,X,O,O,X
SJILZOT,O,X,X,O,O,X
SJILOTZ,O,X,X,O,O,X
SJILOZT,O,X,X,O,O,X
SJIZTLO,X,O,X,X,O,X
SJIZTOL,O,O,X,X,O,X
SJIZLTO,O,X,X,X,O,X
SJIZLOT,O,O,X,X,O,X
SJIZOTL,O,O,X,X,O,X
SJIZOLT,O,O,X,X,O,X
SJIOTLZ,O,X,X,O,O,X
SJIOTZL,O,X,X,X,O,X
SJIOLTZ,O,X,X,O,O,X
SJIOLZT,O,X,X,O,O,X
SJIOZTL,O,O,X,X,O,X
SJIOZLT,O,O,X,X,O,X
SJLTIZO,O,X,X,O,O,X
SJLTIOZ,O,X,X,O,O,X
SJLTZIO,O,X,X,O,O,X
SJLTZOI,O,X,X,O,O,X
SJLTOIZ,O,X,X,O,O,X
SJLTOZI,O,X,X,O,O,X
SJLITZO,O,X,X,O,O,X
SJLITOZ,O,X,X,O,O,X
SJLIZTO,O,X,X,O,O,X
SJLIZOT,O,X,X,O,O,X
SJLIOTZ,O,X,X,O,O,X
SJLIOZT,O,X,X,O,O,X
SJLZTIO,O,X,X,O,O,X
SJLZTOI,O,X,X,O,O,X
SJLZITO,O,X,X,O,O,X
SJLZIOT,O,X,X,O,O,X
SJLZOTI,O,X,X,O,O,X
SJLZOIT,O,X,X,O,O,X
SJLOTIZ,O,X,X,O,O,X
SJLOTZI,O,X,X,O,O,X
SJLOITZ,O,X,X,O,O,X
SJLOIZT,O,X,X,O,O,X
SJLOZTI,O,X,X,O,O,X
SJLOZIT,O,X,X,O,O,X
SJZTILO,X,O,O,X,O,X
SJZTIOL,O,O,O,X,O,X
SJZTLIO,X,O,O,X,O,X
SJZTLOI,X,O,O,X,O,X
SJZTOIL,O,O,O,X,O,X
SJZTOLI,X,O,O,X,O,X
SJZITLO,X,O,X,X,O,X
SJZITOL,O,O,X,X,O,X
SJZILTO,O,X,X,X,O,X
SJZILOT,O,O,X,X,O,X
SJZIOTL,O,O,X,X,O,X
SJZIOLT,O,O,X,X,O,X
SJZLTIO,O,X,X,X,O,X
SJZLTOI,O,X,X,X,O,X
SJZLITO,O,X,X,X,O,X
SJZLIOT,O,O,X,X,O,X
SJZLOTI,O,X,X,X,O,X
SJZLOIT,O,O,X,X,O,X
SJZOTIL,O,O,O,X,O,X
SJZOTLI,X,O,O,X,O,X
SJZOITL,O,O,X,X,O,X
SJZOILT,O,O,X,X,O,X
SJZOLTI,O,X,X,X,O,X
SJZOLIT,O,O,X,X,O,X
SJOTILZ,O,X,X,O,O,X
SJOTIZL,O,X,X,X,O,X
SJOTLIZ,O,X,X,O,O,X
SJOTLZI,O,X,O,O,O,X
SJOTZIL,O,X,O,X,O,X
SJOTZLI,O,X,O,X,O,X
SJOITLZ,O,X,X,O,O,X
SJOITZL,O,X,X,X,O,X
SJOILTZ,O,X,X,O,O,X
SJOILZT,O,X,X,O,O,X
SJOIZTL,O,O,X,X,O,X
SJOIZLT,O,O,X,X,O,X
SJOLTIZ,O,X,X,O,O,X
SJOLTZI,O,X,X,O,O,X
SJOLITZ,O,X,X,O,O,X
SJOLIZT,O,X,X,O,O,X
SJOLZTI,O,X,X,O,O,X
SJOLZIT,O,X,X,O,O,X
SJOZTIL,O,O,O,X,O,X
SJOZTLI,X,O,O,X,O,X
SJOZITL,O,O,X,X,O,X
SJOZILT,O,O,X,X,O,X
SJOZLTI,O,X,X,X,O,X
SJOZLIT,O,O,X,X,O,X
SZTILJO,O,O,X,X,X,X
SZTILOJ,O,O,X,X,X,O
SZTIJLO,O,O,O,X,X,X
SZTIJOL,O,O,O,X,X,X
SZTIOLJ,O,O,X,X,X,O
SZTIOJL,O,O,O,X,X,X
SZTLIJO,O,O,X,X,X,X
SZTLIOJ,O,O,X,X,X,O
SZTLJIO,O,O,X,X,X,X
SZTLJOI,O,O,X,X,X,X
SZTLOIJ,O,O,X,X,X,O
SZTLOJI,O,O,X,X,X,X
SZTJILO,O,O,O,X,X,X
SZTJIOL,O,O,O,X,X,X
SZTJLIO,O,O,O,X,X,X
SZTJLOI,O,O,O,X,X,X
SZTJOIL,O,O,O,X,X,X
SZTJOLI,O,O,O,X,X,X
SZTOILJ,O,O,X,X,X,O
SZTOIJL,O,O,O,X,X,X
SZTOLIJ,O,O,X,X,X,O
SZTOLJI,O,O,X,X,X,X
SZTOJIL,O,O,O,X,X,X
SZTOJLI,O,O,O,X,X,X
SZITLJO,O,O,X,X,X,X
SZITLOJ,O,O,X,X,X,X
SZITJLO,O,O,O,X,X,X
SZITJOL,O,O,O,X,X,X
SZITOLJ,O,O,X,X,X,X
SZITOJL,O,O,O,X,X,X
SZILTJO,O,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X
SZILJTO,O,X,X,X,X,X
SZILJOT,O,O,X,X,X,X
SZILOTJ,O,X,X,X,X,O
SZILOJT,O,O,X,X,X,O
