sequence,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Jez7IvhFUd?BajB5jB2lBfnBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeU8IvhFaj?B5jBTgBOnB3hBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Je37IvhFUd?BajB5jBllBzmBOrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFaj?B5jBThBOnBfrBlrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeG+IvhFTg?BxhB/oBUhBanBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFGe?BFiB/oBCmBZmBzrB
SZITLJO,O,X,X,O,X,X
SZITLOJ,O,X,X,X,X,X
SZITJLO,O,X,X,O,X,X
SZITJOL,O,X,X,O,X,X
SZITOLJ,O,X,X,X,X,X
SZITOJL,O,X,X,O,X,X
SZILTJO,O,X,X,O,X,O
SZILTOJ,O,X,X,X,X,O
SZILJTO,O,X,X,O,X,O
SZILJOT,O,X,X,O,X,X
SZILOTJ,O,X,O,X,X,X
SZILOJT,O,X,X,O,X,X
SZIJTLO,O,X,X,O,X,X
SZIJTOL,O,X,X,O,X,X
SZIJLTO,O,X,X,O,X,O
SZIJLOT,O,X,X,O,X,X
SZIJOTL,O,X,X,O,X,X
SZIJOLT,O,X,X,O,X,X
SZIOTLJ,O,X,O,X,X,X
SZIOTJL,O,X,O,O,X,X
SZIOLTJ,O,X,O,X,X,X
SZIOLJT,O,X,X,O,X,X
SZIOJTL,O,X,X,O,X,X
SZIOJLT,O,X,X,O,X,X
SZLTIJO,O,X,X,O,X,O
SZLTIOJ,O,X,X,X,X,O
SZLTJIO,O,X,X,O,X,O
SZLTJOI,O,X,X,O,X,O
SZLTOIJ,O,X,X,X,X,O
SZLTOJI,O,X,X,X,X,O
SZLITJO,O,X,X,O,X,O
SZLITOJ,O,X,X,X,X,O
SZLIJTO,O,X,X,O,X,O
SZLIJOT,O,X,X,O,X,X
SZLIOTJ,O,X,O,X,X,X
SZLIOJT,O,X,X,O,X,X
SZLJTIO,O,X,X,O,X,O
SZLJTOI,O,X,X,O,X,O
SZLJITO,O,X,X,O,X,O
SZLJIOT,O,X,X,O,X,X
SZLJOTI,O,X,X,O,X,O
SZLJOIT,O,X,X,O,X,X
SZLOTIJ,O,X,O,X,X,O
SZLOTJI,O,X,O,X,X,O
SZLOITJ,O,X,O,X,X,X
SZLOIJT,O,X,X,O,X,X
SZLOJTI,O,X,X,O,X,O
SZLOJIT,O,X,X,O,X,X
SZJTILO,O,X,X,O,X,X
SZJTIOL,O,X,X,O,X,X
SZJTLIO,O,X,X,O,X,O
SZJTLOI,O,X,X,O,X,O
SZJTOIL,O,X,X,O,O,X
SZJTOLI,O,X,X,O,X,X
SZJITLO,O,X,X,O,X,X
SZJITOL,O,X,X,O,X,X
SZJILTO,O,X,X,O,X,O
SZJILOT,O,X,X,O,X,X
SZJIOTL,O,X,X,O,X,X
SZJIOLT,O,X,X,O,X,X
SZJLTIO,O,X,X,O,X,O
SZJLTOI,O,X,X,O,X,O
SZJLITO,O,X,X,O,X,O
SZJLIOT,O,X,X,O,X,X
SZJLOTI,O,X,X,O,X,O
SZJLOIT,O,X,X,O,X,X
SZJOTIL,O,X,X,O,O,X
SZJOTLI,O,X,X,O,X,X
SZJOITL,O,X,X,O,O,X
SZJOILT,O,X,X,O,O,X
SZJOLTI,O,X,X,O,X,O
SZJOLIT,O,X,X,O,X,X
SZOTILJ,O,X,O,X,X,X
SZOTIJL,O,X,O,O,O,X
SZOTLIJ,O,X,O,X,X,X
SZOTLJI,O,X,O,X,X,X
SZOTJIL,O,X,O,O,O,X
SZOTJLI,O,X,O,O,X,X
SZOITLJ,O,X,O,X,X,X
SZOITJL,O,X,O,O,X,X
SZOILTJ,O,X,O,X,X,X
SZOILJT,O,X,X,O,X,X
SZOIJTL,O,X,X,O,O,X
SZOIJLT,O,X,X,O,O,X
SZOLTIJ,O,X,O,X,X,O
SZOLTJI,O,X,O,X,X,O
SZOLITJ,O,X,O,X,X,X
SZOLIJT,O,X,X,O,X,X
SZOLJTI,O,X,X,O,X,O
SZOLJIT,O,X,X,O,X,X
SZOJTIL,O,X,X,O,O,X
SZOJTLI,O,X,X,O,X,X
SZOJITL,O,X,X,O,O,X
SZOJILT,O,X,X,O,O,X
SZOJLTI,O,X,X,O,X,O
SZOJLIT,O,X,X,O,X,X
SOTILJZ,O,X,O,X,O,X
SOTILZJ,O,X,O,X,X,X
SOTIJLZ,O,O,O,X,O,X
SOTIJZL,O,O,O,X,O,X
SOTIZLJ,O,X,O,X,X,X
SOTIZJL,O,O,O,X,O,X
SOTLIJZ,O,X,O,X,O,X
SOTLIZJ,O,X,O,X,X,X
SOTLJIZ,O,X,O,X,O,X
SOTLJZI,O,X,O,X,X,X
SOTLZIJ,O,X,O,X,X,X
SOTLZJI,O,X,O,X,X,X
SOTJILZ,O,O,O,X,O,X
SOTJIZL,O,O,O,X,O,X
SOTJLIZ,O,O,O,X,O,X
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,O,O,X,O,X
SOTJZLI,O,O,O,X,X,X
SOTZILJ,O,X,O,X,X,X
SOTZIJL,O,O,O,X,O,X
SOTZLIJ,O,X,O,X,X,X
SOTZLJI,O,X,O,X,X,X
SOTZJIL,O,O,O,X,O,X
SOTZJLI,O,O,O,X,X,X
SOITLJZ,O,X,O,X,O,X
SOITLZJ,O,X,O,X,X,X
SOITJLZ,O,O,O,X,O,X
SOITJZL,O,O,O,X,O,X
SOITZLJ,O,X,O,X,X,X
SOITZJL,O,O,O,X,O,X
SOILTJZ,O,X,O,X,X,X
SOILTZJ,O,X,O,X,X,X
SOILJTZ,O,O,X,X,O,X
SOILJZT,O,O,X,X,O,X
SOILZTJ,O,X,O,X,X,X
SOILZJT,O,X,X,X,X,X
SOIJTLZ,O,O,X,X,O,X
SOIJTZL,O,O,X,X,O,X
SOIJLTZ,O,O,X,X,O,X
SOIJLZT,O,O,X,X,O,X
SOIJZTL,O,X,X,X,O,X
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,O,X,O,X,X,X
SOIZTJL,O,X,O,X,X,X
SOIZLTJ,O,X,O,X,X,X
SOIZLJT,O,X,X,X,X,X
SOIZJTL,O,X,X,X,O,X
SOIZJLT,O,O,X,X,O,X
SOLTIJZ,O,X,O,X,O,X
SOLTIZJ,O,X,O,X,X,X
SOLTJIZ,O,X,O,X,O,X
SOLTJZI,O,X,O,X,X,X
SOLTZIJ,O,X,O,X,X,X
SOLTZJI,O,X,O,X,X,X
SOLITJZ,O,X,O,X,X,X
SOLITZJ,O,X,O,X,X,X
SOLIJTZ,O,O,X,X,O,X
SOLIJZT,O,O,X,X,O,X
SOLIZTJ,O,X,O,X,X,X
SOLIZJT,O,X,X,X,X,X
SOLJTIZ,O,O,X,X,O,X
SOLJTZI,O,O,X,X,X,X
SOLJITZ,O,O,X,X,O,X
SOLJIZT,O,O,X,X,O,X
SOLJZTI,O,X,X,X,X,X
SOLJZIT,O,O,X,X,X,X
SOLZTIJ,O,X,O,X,X,X
SOLZTJI,O,X,O,X,X,X
SOLZITJ,O,X,O,X,X,X
SOLZIJT,O,X,X,X,X,X
SOLZJTI,O,X,X,X,X,X
SOLZJIT,O,X,X,X,X,X
SOJTILZ,O,O,X,X,O,X
SOJTIZL,O,O,X,X,O,X
SOJTLIZ,O,O,X,X,O,X
SOJTLZI,O,O,X,X,X,X
SOJTZIL,O,O,X,X,O,X
SOJTZLI,O,O,X,X,X,X
SOJITLZ,O,O,X,X,O,X
SOJITZL,O,O,X,X,O,X
SOJILTZ,O,O,X,X,O,X
SOJILZT,O,O,X,X,O,X
SOJIZTL,O,X,X,X,O,X
SOJIZLT,O,O,X,X,O,X
SOJLTIZ,O,O,X,X,O,X
SOJLTZI,O,O,X,X,X,X
SOJLITZ,O,O,X,X,O,X
SOJLIZT,O,O,X,X,O,X
SOJLZTI,O,X,X,X,X,X
SOJLZIT,O,O,X,X,X,X
SOJZTIL,O,X,X,X,O,X
SOJZTLI,O,X,X,X,X,X
SOJZITL,O,X,X,X,O,X
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,X,X,X,X,O
SOJZLIT,O,O,X,X,X,X
SOZTILJ,O,X,O,X,X,X
SOZTIJL,O,X,O,X,O,X
SOZTLIJ,O,X,O,X,X,X
SOZTLJI,O,X,O,X,X,X
SOZTJIL,O,X,O,X,O,X
SOZTJLI,O,X,O,X,X,X
SOZITLJ,O,X,O,X,X,X
SOZITJL,O,X,O,X,X,X
SOZILTJ,O,X,O,X,X,X
SOZILJT,O,X,X,X,X,X
SOZIJTL,O,X,X,X,O,X
SOZIJLT,O,O,X,X,O,X
SOZLTIJ,O,X,O,X,X,O
SOZLTJI,O,X,O,X,X,O
SOZLITJ,O,X,O,X,X,X
SOZLIJT,O,X,X,X,X,X
SOZLJTI,O,X,X,X,X,O
SOZLJIT,O,X,X,X,X,X
SOZJTIL,O,X,X,X,O,X
SOZJTLI,O,X,X,X,X,X
SOZJITL,O,X,X,X,O,X
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,X,X,X,X,O
SOZJLIT,O,O,X,X,X,X
ZTILJSO,O,X,X,O,X,X
ZTILJOS,O,X,X,X,X,X
ZTILSJO,O,X,X,O,X,X
ZTILSOJ,O,X,O,X,X,X
ZTILOJS,X,X,O,X,X,X
ZTILOSJ,X,X,O,X,X,X
ZTIJLSO,O,X,X,O,X,X
ZTIJLOS,O,O,X,X,X,X
ZTIJSLO,O,X,X,O,X,X
ZTIJSOL,O,X,X,O,X,X
ZTIJOLS,O,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,X,X,O,X,X
ZTISLOJ,O,X,O,X,X,X
ZTISJLO,O,X,X,O,X,X
ZTISJOL,O,X,X,O,X,X
ZTISOLJ,O,X,O,X,X,X
ZTISOJL,O,X,O,O,X,X
ZTIOLJS,X,O,O,X,X,X
ZTIOLSJ,X,X,O,X,X,X
ZTIOJLS,X,O,O,X,X,X
ZTIOJSL,X,O,O,X,X,X
ZTIOSLJ,X,X,O,X,X,X
ZTIOSJL,X,O,O,X,X,X
ZTLIJSO,O,X,X,O,X,X
ZTLIJOS,O,X,X,X,X,X
ZTLISJO,O,X,X,O,X,O
ZTLISOJ,O,X,O,X,X,O
ZTLIOJS,X,X,O,X,X,X
ZTLIOSJ,X,X,O,X,X,X
ZTLJISO,O,X,X,O,X,X
ZTLJIOS,O,X,X,X,X,X
ZTLJSIO,O,X,X,O,X,O
ZTLJSOI,O,X,X,O,X,O
ZTLJOIS,O,X,X,X,X,X
ZTLJOSI,O,X,X,X,X,X
ZTLSIJO,O,X,X,O,X,O
ZTLSIOJ,O,X,O,X,X,O
ZTLSJIO,O,X,X,O,X,O
ZTLSJOI,O,X,X,O,X,O
ZTLSOIJ,O,X,O,X,X,O
ZTLSOJI,O,X,O,X,X,O
ZTLOIJS,X,X,O,X,X,X
ZTLOISJ,X,X,O,X,X,X
ZTLOJIS,X,X,O,X,X,X
ZTLOJSI,X,X,O,X,X,X
ZTLOSIJ,X,X,O,X,X,O
ZTLOSJI,X,X,O,X,X,O
ZTJILSO,O,X,X,O,X,X
ZTJILOS,O,O,X,X,X,X
ZTJISLO,O,X,X,O,X,X
ZTJISOL,O,X,X,O,X,X
ZTJIOLS,O,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,O,X,X,O,X,X
ZTJLIOS,O,O,X,X,X,X
ZTJLSIO,O,X,X,O,X,X
ZTJLSOI,O,X,X,O,X,X
ZTJLOIS,O,O,X,X,X,X
ZTJLOSI,O,O,X,X,X,X
ZTJSILO,O,X,X,O,X,X
ZTJSIOL,O,X,X,O,X,X
ZTJSLIO,O,X,X,O,X,X
ZTJSLOI,O,X,X,O,X,X
ZTJSOIL,O,X,X,O,X,X
ZTJSOLI,O,X,X,O,X,X
ZTJOILS,O,O,X,X,X,X
ZTJOISL,O,O,X,X,X,X
ZTJOLIS,O,O,X,X,X,X
ZTJOLSI,O,O,X,X,X,X
ZTJOSIL,O,O,X,X,X,X
ZTJOSLI,O,O,X,X,X,X
ZTSILJO,O,X,X,O,X,X
ZTSILOJ,O,X,O,X,X,X
ZTSIJLO,O,X,X,O,X,X
ZTSIJOL,O,X,X,O,X,X
ZTSIOLJ,O,X,O,X,X,X
ZTSIOJL,O,X,O,O,X,X
ZTSLIJO,O,X,X,O,X,O
ZTSLIOJ,O,X,O,X,X,O
ZTSLJIO,O,X,X,O,X,O
ZTSLJOI,O,X,X,O,X,O
ZTSLOIJ,O,X,O,X,X,O
ZTSLOJI,O,X,O,X,X,O
ZTSJILO,O,X,X,O,X,X
ZTSJIOL,O,X,X,O,X,X
ZTSJLIO,O,X,X,O,X,O
ZTSJLOI,O,X,X,O,X,O
ZTSJOIL,O,X,X,O,O,X
ZTSJOLI,O,X,X,O,X,X
ZTSOILJ,O,X,O,X,X,X
ZTSOIJL,O,X,O,O,O,X
ZTSOLIJ,O,X,O,X,X,X
ZTSOLJI,O,X,O,X,X,X
ZTSOJIL,O,X,O,O,O,X
ZTSOJLI,O,X,O,O,X,X
ZTOILJS,X,O,O,X,X,X
ZTOILSJ,X,X,O,X,X,X
ZTOIJLS,X,O,O,X,X,X
ZTOIJSL,X,O,O,X,X,X
ZTOISLJ,X,X,O,X,X,X
ZTOISJL,X,O,O,X,O,X
ZTOLIJS,X,O,O,X,X,X
ZTOLISJ,X,X,O,X,X,X
ZTOLJIS,X,O,O,X,X,X
ZTOLJSI,X,O,O,X,X,X
ZTOLSIJ,X,X,O,X,X,X
ZTOLSJI,X,X,O,X,X,X
ZTOJILS,X,O,O,X,X,X
ZTOJISL,X,O,O,X,X,X
ZTOJLIS,X,O,O,X,X,X
ZTOJLSI,X,O,O,X,X,X
ZTOJSIL,X,O,O,X,X,X
ZTOJSLI,X,O,O,X,X,X
ZTOSILJ,X,X,O,X,X,X
ZTOSIJL,X,O,O,X,O,X
ZTOSLIJ,X,X,O,X,X,X
ZTOSLJI,X,X,O,X,X,X
ZTOSJIL,X,O,O,X,O,X
ZTOSJLI,X,O,O,X,X,X
ZITLJSO,O,X,X,O,X,X
ZITLJOS,O,X,X,X,X,X
ZITLSJO,O,X,X,O,X,X
ZITLSOJ,O,X,O,X,X,X
ZITLOJS,X,X,O,X,X,X
ZITLOSJ,X,X,O,X,X,X
ZITJLSO,O,X,X,O,X,X
ZITJLOS,O,O,X,X,X,X
ZITJSLO,O,X,X,O,X,X
ZITJSOL,O,X,X,O,X,X
ZITJOLS,O,O,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,X,X,O,X,X
ZITSLOJ,O,X,O,X,X,X
ZITSJLO,O,X,X,O,X,X
ZITSJOL,O,X,X,O,X,X
ZITSOLJ,O,X,O,X,X,X
ZITSOJL,O,X,O,O,X,X
ZITOLJS,X,O,O,X,X,X
ZITOLSJ,X,X,O,X,X,X
ZITOJLS,X,O,O,X,X,X
ZITOJSL,X,O,O,X,X,X
ZITOSLJ,X,X,O,X,X,X
ZITOSJL,X,O,O,X,X,X
ZILTJSO,O,X,X,O,X,X
ZILTJOS,O,X,X,X,X,X
ZILTSJO,O,X,X,O,X,O
ZILTSOJ,O,X,O,X,X,O
ZILTOJS,X,X,O,X,X,X
ZILTOSJ,X,X,O,X,X,X
ZILJTSO,O,X,X,O,X,X
ZILJTOS,O,O,X,X,X,X
ZILJSTO,O,X,X,O,X,X
ZILJSOT,O,X,X,O,X,X
ZILJOTS,O,O,O,X,X,X
ZILJOST,O,O,X,O,X,X
ZILSTJO,O,X,X,O,X,O
ZILSTOJ,O,X,X,X,X,O
ZILSJTO,O,X,X,O,X,O
ZILSJOT,O,X,X,O,X,X
ZILSOTJ,O,X,O,X,X,X
ZILSOJT,O,X,X,O,X,X
ZILOTJS,X,X,O,X,X,X
ZILOTSJ,X,X,O,X,X,X
ZILOJTS,X,O,O,X,X,X
ZILOJST,X,O,X,O,X,X
ZILOSTJ,O,X,O,X,X,X
ZILOSJT,O,X,X,O,X,X
ZIJTLSO,O,X,X,O,X,X
ZIJTLOS,O,O,X,X,X,X
ZIJTSLO,O,X,X,O,X,X
ZIJTSOL,O,X,X,O,X,X
ZIJTOLS,O,O,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,O,X,X,O,X,X
ZIJLTOS,O,O,X,X,X,X
ZIJLSTO,O,X,X,O,X,X
ZIJLSOT,O,X,X,O,X,X
ZIJLOTS,O,O,O,X,X,X
ZIJLOST,O,O,X,O,X,X
ZIJSTLO,O,X,X,O,X,X
ZIJSTOL,O,X,X,O,X,X
ZIJSLTO,O,X,X,O,X,X
ZIJSLOT,O,X,X,O,X,X
ZIJSOTL,O,X,X,O,X,X
ZIJSOLT,O,X,X,O,X,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,O,O,X,X,X
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,O,X,O,X,X
ZIJOSTL,O,X,X,O,X,X
ZIJOSLT,O,O,X,O,X,X
ZISTLJO,O,X,X,O,X,X
ZISTLOJ,O,X,X,X,X,X
ZISTJLO,O,X,X,O,X,X
ZISTJOL,O,X,X,O,X,X
ZISTOLJ,O,X,X,X,X,X
ZISTOJL,O,X,X,O,X,X
ZISLTJO,O,X,X,O,X,O
ZISLTOJ,O,X,X,X,X,O
ZISLJTO,O,X,X,O,X,O
ZISLJOT,O,X,X,O,X,X
ZISLOTJ,O,X,O,X,X,X
ZISLOJT,O,X,X,O,X,X
ZISJTLO,O,X,X,O,X,X
ZISJTOL,O,X,X,O,X,X
ZISJLTO,O,X,X,O,X,O
ZISJLOT,O,X,X,O,X,X
ZISJOTL,O,X,X,O,X,X
ZISJOLT,O,X,X,O,X,X
ZISOTLJ,O,X,O,X,X,X
ZISOTJL,O,X,O,O,X,X
ZISOLTJ,O,X,O,X,X,X
ZISOLJT,O,X,X,O,X,X
ZISOJTL,O,X,X,O,X,X
ZISOJLT,O,X,X,O,X,X
ZIOTLJS,X,O,O,X,X,X
ZIOTLSJ,X,X,O,X,X,X
ZIOTJLS,X,O,O,X,X,X
ZIOTJSL,X,O,O,X,X,X
ZIOTSLJ,X,X,O,X,X,X
ZIOTSJL,X,O,O,X,X,X
ZIOLTJS,X,X,O,X,X,X
ZIOLTSJ,X,X,O,X,X,X
ZIOLJTS,X,O,O,X,X,X
ZIOLJST,X,O,X,O,X,X
ZIOLSTJ,O,X,O,X,X,X
ZIOLSJT,O,X,X,O,X,X
ZIOJTLS,X,O,O,X,X,X
ZIOJTSL,X,O,O,X,X,X
ZIOJLTS,X,O,O,X,X,X
ZIOJLST,X,O,X,O,X,X
ZIOJSTL,X,X,X,O,X,X
ZIOJSLT,X,O,X,O,X,X
ZIOSTLJ,O,X,O,X,X,X
ZIOSTJL,O,X,O,O,X,X
ZIOSLTJ,O,X,O,X,X,X
ZIOSLJT,O,X,X,O,X,X
ZIOSJTL,O,X,X,O,X,X
ZIOSJLT,O,O,X,O,X,X
ZLTIJSO,O,X,X,O,X,X
ZLTIJOS,O,X,X,X,X,X
ZLTISJO,O,X,X,O,X,O
ZLTISOJ,O,X,O,X,X,O
ZLTIOJS,X,X,O,X,X,X
ZLTIOSJ,X,X,O,X,X,X
ZLTJISO,O,X,X,O,X,X
ZLTJIOS,O,X,X,X,X,X
ZLTJSIO,O,X,X,O,X,O
ZLTJSOI,O,X,X,O,X,O
ZLTJOIS,O,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X
ZLTSIJO,O,X,X,O,X,O
ZLTSIOJ,O,X,O,X,X,O
ZLTSJIO,O,X,X,O,X,O
ZLTSJOI,O,X,X,O,X,O
ZLTSOIJ,O,X,O,X,X,O
ZLTSOJI,O,X,O,X,X,O
ZLTOIJS,X,X,O,X,X,X
ZLTOISJ,X,X,O,X,X,X
ZLTOJIS,X,X,O,X,X,X
ZLTOJSI,X,X,O,X,X,X
ZLTOSIJ,X,X,O,X,X,O
ZLTOSJI,X,X,O,X,X,O
ZLITJSO,O,X,X,O,X,X
ZLITJOS,O,X,X,X,X,X
ZLITSJO,O,X,X,O,X,O
ZLITSOJ,O,X,O,X,X,O
ZLITOJS,X,X,O,X,X,X
ZLITOSJ,X,X,O,X,X,X
ZLIJTSO,O,X,X,O,X,X
ZLIJTOS,O,O,X,X,X,X
ZLIJSTO,O,X,X,O,X,X
ZLIJSOT,O,X,X,O,X,X
ZLIJOTS,O,O,O,X,X,X
ZLIJOST,O,O,X,O,X,X
ZLISTJO,O,X,X,O,X,O
ZLISTOJ,O,X,X,X,X,O
ZLISJTO,O,X,X,O,X,O
ZLISJOT,O,X,X,O,X,X
ZLISOTJ,O,X,O,X,X,X
ZLISOJT,O,X,X,O,X,X
ZLIOTJS,X,X,O,X,X,X
ZLIOTSJ,X,X,O,X,X,X
ZLIOJTS,X,O,O,X,X,X
ZLIOJST,X,O,X,O,X,X
ZLIOSTJ,O,X,O,X,X,X
ZLIOSJT,O,X,X,O,X,X
ZLJTISO,O,X,X,O,X,X
ZLJTIOS,O,O,X,X,X,X
ZLJTSIO,O,X,X,O,X,O
ZLJTSOI,O,X,X,O,X,O
ZLJTOIS,O,O,X,X,X,X
ZLJTOSI,O,O,X,X,X,X
ZLJITSO,O,X,X,O,X,X
ZLJITOS,O,O,X,X,X,X
ZLJISTO,O,X,X,O,X,X
ZLJISOT,O,X,X,O,X,X
ZLJIOTS,O,O,O,X,X,X
ZLJIOST,O,O,X,O,X,X
ZLJSTIO,O,X,X,O,X,O
ZLJSTOI,O,X,X,O,X,O
ZLJSITO,O,X,X,O,X,O
ZLJSIOT,O,X,X,O,X,X
ZLJSOTI,O,X,X,O,X,O
ZLJSOIT,O,X,X,O,X,X
ZLJOTIS,O,O,O,X,X,X
ZLJOTSI,O,O,O,X,X,X
ZLJOITS,O,O,O,X,X,X
ZLJOIST,O,O,X,O,X,X
ZLJOSTI,O,X,X,O,X,X
ZLJOSIT,O,O,X,O,X,X
ZLSTIJO,O,X,X,O,X,O
ZLSTIOJ,O,X,X,X,X,O
ZLSTJIO,O,X,X,O,X,O
ZLSTJOI,O,X,X,O,X,O
ZLSTOIJ,O,X,X,X,X,O
ZLSTOJI,O,X,X,X,X,O
ZLSITJO,O,X,X,O,X,O
ZLSITOJ,O,X,X,X,X,O
ZLSIJTO,O,X,X,O,X,O
ZLSIJOT,O,X,X,O,X,X
ZLSIOTJ,O,X,O,X,X,X
ZLSIOJT,O,X,X,O,X,X
ZLSJTIO,O,X,X,O,X,O
ZLSJTOI,O,X,X,O,X,O
ZLSJITO,O,X,X,O,X,O
ZLSJIOT,O,X,X,O,X,X
ZLSJOTI,O,X,X,O,X,O
ZLSJOIT,O,X,X,O,X,X
ZLSOTIJ,O,X,O,X,X,O
ZLSOTJI,O,X,O,X,X,O
ZLSOITJ,O,X,O,X,X,X
ZLSOIJT,O,X,X,O,X,X
ZLSOJTI,O,X,X,O,X,O
ZLSOJIT,O,X,X,O,X,X
ZLOTIJS,X,X,O,X,X,X
ZLOTISJ,X,X,O,X,X,X
ZLOTJIS,X,X,O,X,X,X
ZLOTJSI,X,X,O,X,X,X
ZLOTSIJ,X,X,O,X,X,O
ZLOTSJI,X,X,O,X,X,O
ZLOITJS,X,X,O,X,X,X
ZLOITSJ,X,X,O,X,X,X
ZLOIJTS,X,O,O,X,X,X
ZLOIJST,X,O,X,O,X,X
ZLOISTJ,O,X,O,X,X,X
ZLOISJT,O,X,X,O,X,X
ZLOJTIS,X,O,O,X,X,X
ZLOJTSI,X,O,O,X,X,X
ZLOJITS,X,O,O,X,X,X
ZLOJIST,X,O,X,O,X,X
ZLOJSTI,X,X,X,O,X,X
ZLOJSIT,X,O,X,O,X,X
ZLOSTIJ,O,X,O,X,X,O
ZLOSTJI,O,X,O,X,X,O
ZLOSITJ,O,X,O,X,X,X
ZLOSIJT,O,X,X,O,X,X
ZLOSJTI,O,X,X,O,X,O
ZLOSJIT,O,X,X,O,X,X
ZJTILSO,O,X,X,O,X,X
ZJTILOS,O,O,X,X,X,X
ZJTISLO,O,X,X,O,X,X
ZJTISOL,O,X,X,O,X,X
ZJTIOLS,O,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,O,X,X,O,X,X
ZJTLIOS,O,O,X,X,X,X
ZJTLSIO,O,X,X,O,X,X
ZJTLSOI,O,X,X,O,X,X
ZJTLOIS,O,O,X,X,X,X
ZJTLOSI,O,O,X,X,X,X
ZJTSILO,O,X,X,O,X,X
ZJTSIOL,O,X,X,O,X,X
ZJTSLIO,O,X,X,O,X,X
ZJTSLOI,O,X,X,O,X,X
ZJTSOIL,O,X,X,O,X,X
ZJTSOLI,O,X,X,O,X,X
ZJTOILS,O,O,X,X,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,O,O,X,X,X,X
ZJTOLSI,O,O,X,X,X,X
ZJTOSIL,O,O,X,X,X,X
ZJTOSLI,O,O,X,X,X,X
ZJITLSO,O,X,X,O,X,X
ZJITLOS,O,O,X,X,X,X
ZJITSLO,O,X,X,O,X,X
ZJITSOL,O,X,X,O,X,X
ZJITOLS,O,O,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,O,X,X,O,X,X
ZJILTOS,O,O,X,X,X,X
ZJILSTO,O,X,X,O,X,X
ZJILSOT,O,X,X,O,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,O,O,X,O,X,X
ZJISTLO,O,X,X,O,X,X
ZJISTOL,O,X,X,O,X,X
ZJISLTO,O,X,X,O,X,X
ZJISLOT,O,X,X,O,X,X
ZJISOTL,O,X,X,O,X,X
ZJISOLT,O,X,X,O,X,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,O,O,X,X,X
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,O,X,O,X,X
ZJIOSTL,O,X,X,O,X,X
ZJIOSLT,O,O,X,O,X,X
ZJLTISO,O,X,X,O,X,X
ZJLTIOS,O,O,X,X,X,X
ZJLTSIO,O,X,X,O,X,O
ZJLTSOI,O,X,X,O,X,O
ZJLTOIS,O,O,X,X,X,X
ZJLTOSI,O,O,X,X,X,X
ZJLITSO,O,X,X,O,X,X
ZJLITOS,O,O,X,X,X,X
ZJLISTO,O,X,X,O,X,X
ZJLISOT,O,X,X,O,X,X
ZJLIOTS,O,O,O,X,X,X
ZJLIOST,O,O,X,O,X,X
ZJLSTIO,O,X,X,O,X,O
ZJLSTOI,O,X,X,O,X,O
ZJLSITO,O,X,X,O,X,O
ZJLSIOT,O,X,X,O,X,X
ZJLSOTI,O,X,X,O,X,O
ZJLSOIT,O,X,X,O,X,X
ZJLOTIS,O,O,O,X,X,X
ZJLOTSI,O,O,O,X,X,X
ZJLOITS,O,O,O,X,X,X
ZJLOIST,O,O,X,O,X,X
ZJLOSTI,O,X,X,O,X,X
ZJLOSIT,O,O,X,O,X,X
ZJSTILO,O,X,X,O,X,X
ZJSTIOL,O,X,X,O,X,X
ZJSTLIO,O,X,X,O,X,O
ZJSTLOI,O,X,X,O,X,O
ZJSTOIL,O,X,X,O,X,X
ZJSTOLI,O,X,X,O,X,X
ZJSITLO,O,X,X,O,X,X
ZJSITOL,O,X,X,O,X,X
ZJSILTO,O,X,X,O,X,O
ZJSILOT,O,X,X,O,X,X
ZJSIOTL,O,X,X,O,X,X
ZJSIOLT,O,X,X,O,X,X
ZJSLTIO,O,X,X,O,X,O
ZJSLTOI,O,X,X,O,X,O
ZJSLITO,O,X,X,O,X,O
ZJSLIOT,O,X,X,O,X,X
ZJSLOTI,O,X,X,O,X,O
