sequence,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFTdBejB?5jBVsBXrB0rB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFldB5jB?mhB8nBzrBXrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB0iB?6oBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhFmdB5jB?0iBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFUdBGeB?1mB/oBSsBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jei9IvhF5jBziB?lmBXsBuqBcrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JefBJvhFSiBTeB?UnBGoBlmBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB6oB?0mBlnBzqBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBUhB?/oBTnBSwBFsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFldB5jB?8nBmmBSwBfsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeU9IvhFajB5jB?FhBWsBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR9IvhFSjBFhB?8mBGoBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeaDJvhF5jBFhB?XiBcsBurBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhF/iBTjB?UhBVsBGoBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBFiB?/oB6rBcsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhF0mBxnB?6oBlnBzqBXsB
LTJOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTJOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSIZOJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSJIZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
LTSJZOI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
LTSZIJO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
LTSZIOJ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LTSZJIO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
LTSZJOI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LTSZOIJ,X,X,O,X,O,X,X,O,O,X,X,X,O,O,O,X
LTSZOJI,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
LTSOIJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTSOJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
LTSOZIJ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
LTSOZJI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
LTZIJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LTZIJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZISJO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
LTZISOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LTZIOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,O,X
LTZJISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LTZJIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZJSIO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
LTZJSOI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LTZJOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZJOSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTZSIJO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
LTZSIOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LTZSJIO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
LTZSJOI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LTZSOIJ,X,X,O,X,O,X,X,O,O,X,X,X,O,O,O,X
LTZSOJI,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
LTZOIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZOISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,O,X
LTZOJIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTZOJSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X
LTZOSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
LTOIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOIJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOISJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LTOISZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LTOIZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
LTOJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTOJZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZSI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTOSJIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTOSZIJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTOSZJI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTOZIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTOZISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
LTOZJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTOZJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LTOZSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSJZO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSZOJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITZJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LITZJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LITZSJO,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LITZSOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LITZOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LITZOSJ,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LITOZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOZSJ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSZTO,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LIJZTOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJZSTO,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOZTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTJZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LISTOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LISJTOZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LISJZTO,X,X,O,X,O,X,X,X,O,O,O,X,X,X,O,X
LISJZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LISJOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LISZTJO,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LISZTOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISZJTO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
LISZJOT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISOZTJ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LIZTJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZTSJO,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LIZTSOJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O
LIZTOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZTOSJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O
LIZJTSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LIZJTOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZJSTO,X,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSTJO,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LIZSTOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
LIZSJTO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
LIZSJOT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZOTSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LIZOJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZOSTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOTSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOTZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOJTZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOJZTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOSJTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOSZTJ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LIOZJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOZJST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOZSTJ,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LJTZISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LJTZIOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZSIO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJTZSOI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LJTOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJITSOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJISTOZ,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LJISZTO,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X
LJISZOT,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LJISOTZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LJIZTSO,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
LJIZTOS,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJIZSTO,X,X,O,X,X,X,O,O,X,O,O,O,O,X,X,X
LJIZSOT,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LJIZOTS,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LJIOZTS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJSTIZO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
LJSTZOI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJSTOIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
LJSITOZ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSIZTO,X,X,O,X,O,X,O,X,O,O,O,O,X,X,O,X
LJSIZOT,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X
LJSIOTZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X
LJSZTIO,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
LJSZTOI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LJSZITO,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X
LJSZIOT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJSZOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
LJSZOIT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJSOZTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
LJSOZIT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LJZTIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LJZTSOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LJZTOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LJZITOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZISTO,X,X,O,X,X,X,X,O,O,O,O,O,O,X,X,X
LJZISOT,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJZSTIO,X,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X
LJZSTOI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LJZSITO,X,X,O,X,X,X,X,O,O,O,X,O,O,X,O,X
LJZSIOT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJZSOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
LJZSOIT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJOTZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJOITZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LJOIZTS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJOSZTI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJOSZIT,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJOZSTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LSTIJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTIZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSTIOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LSTJIZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
LSTJZOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LSTJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
