sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
ITZSLOJ,O,O,X,X,O,X,O,X,X,X,X,X
ITZSJLO,O,O,X,X,O,X,X,X,X,X,X,X
ITZSJOL,O,O,X,X,X,X,X,O,X,X,X,X
ITZSOLJ,O,O,X,X,X,X,X,X,X,X,X,X
ITZSOJL,O,O,X,X,X,X,X,O,O,X,X,X
ITZOLJS,O,O,X,X,O,X,O,O,O,X,X,X
ITZOLSJ,O,O,X,X,O,X,O,X,X,X,X,X
ITZOJLS,O,O,X,X,O,X,X,O,O,X,X,X
ITZOJSL,O,O,X,X,X,X,X,O,O,X,X,X
ITZOSLJ,O,O,X,X,X,X,X,X,X,X,X,X
ITZOSJL,O,O,X,X,X,X,X,O,O,X,X,X
ITOLJSZ,X,O,X,X,X,X,X,X,X,X,X,X
ITOLJZS,O,O,X,X,X,X,X,X,O,X,X,X
ITOLSJZ,X,O,X,X,X,X,X,X,X,X,X,X
ITOLSZJ,O,X,X,X,O,X,X,X,X,X,X,X
ITOLZJS,O,O,X,X,O,X,X,X,O,X,X,X
ITOLZSJ,O,O,X,X,O,X,X,X,X,X,X,X
ITOJLSZ,X,O,X,X,X,X,X,X,X,X,X,X
ITOJLZS,O,O,X,X,X,X,X,X,O,X,X,X
ITOJSLZ,X,O,X,O,X,X,X,X,X,X,X,X
ITOJSZL,X,X,X,O,X,X,X,X,O,X,X,X
ITOJZLS,O,O,X,X,X,X,X,O,O,X,X,X
ITOJZSL,O,O,X,X,X,X,X,O,O,X,X,X
ITOSLJZ,O,O,X,O,X,X,X,X,X,X,X,X
ITOSLZJ,O,X,X,O,X,X,X,X,X,X,X,X
ITOSJLZ,O,O,X,O,X,X,X,X,X,X,X,X
ITOSJZL,O,X,X,O,X,X,X,X,O,X,X,X
ITOSZLJ,O,X,X,O,X,X,X,X,X,X,X,X
ITOSZJL,O,X,X,O,X,X,X,X,O,X,X,X
ITOZLJS,O,O,X,X,O,X,X,O,O,X,X,X
ITOZLSJ,O,O,X,X,O,X,X,X,X,X,X,X
ITOZJLS,O,O,X,X,O,X,X,O,O,X,X,X
ITOZJSL,O,O,X,X,X,X,X,O,O,X,X,X
ITOZSLJ,O,O,X,X,X,X,X,X,X,X,X,X
ITOZSJL,O,O,X,X,X,X,X,O,O,X,X,X
ILTJSZO,X,O,X,X,O,X,X,X,X,X,X,X
ILTJSOZ,X,O,X,X,X,X,X,X,X,X,X,X
ILTJZSO,O,O,X,X,O,X,X,X,X,X,X,X
ILTJZOS,O,O,X,X,O,X,X,O,X,X,X,X
ILTJOSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILTJOZS,O,O,X,X,X,X,X,X,X,X,X,X
ILTSJZO,O,O,X,X,O,X,X,X,X,X,X,X
ILTSJOZ,O,O,X,X,X,X,X,X,X,X,X,X
ILTSZJO,O,O,X,X,O,X,X,X,X,X,X,X
ILTSZOJ,O,O,X,X,O,X,X,X,X,X,X,X
ILTSOJZ,O,O,X,X,X,X,X,X,X,X,X,X
ILTSOZJ,O,X,X,X,O,X,X,X,X,X,X,O
ILTZJSO,O,O,X,X,O,X,X,X,X,X,X,X
ILTZJOS,O,O,X,X,O,X,O,O,X,X,X,X
ILTZSJO,O,O,X,X,O,X,X,X,X,X,X,X
ILTZSOJ,O,O,X,X,O,X,O,X,X,X,X,X
ILTZOJS,O,O,X,X,O,X,O,O,O,X,X,X
ILTZOSJ,O,O,X,X,O,X,O,X,X,X,X,X
ILTOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILTOJZS,O,O,X,X,X,X,X,X,O,X,X,X
ILTOSJZ,X,O,X,X,X,X,X,X,X,X,X,X
ILTOSZJ,O,X,X,X,O,X,X,X,X,X,X,O
ILTOZJS,O,O,X,X,O,X,O,X,O,X,X,X
ILTOZSJ,O,O,X,X,O,X,O,X,X,X,X,X
ILJTSZO,X,O,X,X,O,X,X,X,X,X,X,X
ILJTSOZ,X,O,X,X,X,X,X,X,X,X,X,X
ILJTZSO,O,O,X,X,O,X,X,X,X,X,X,X
ILJTZOS,O,O,X,X,O,X,X,O,X,X,X,X
ILJTOSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILJTOZS,O,O,X,X,X,X,X,X,X,X,X,X
ILJSTZO,O,O,X,X,X,X,X,X,X,X,X,X
ILJSTOZ,O,O,X,X,X,X,X,X,X,X,X,X
ILJSZTO,O,X,X,X,X,X,X,X,X,X,X,X
ILJSZOT,O,O,X,X,X,X,X,X,X,X,X,X
ILJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILJSOZT,X,X,X,X,X,X,X,X,X,X,X,O
ILJZTSO,O,O,X,X,O,X,X,X,X,X,X,X
ILJZTOS,O,O,X,X,O,X,O,O,X,X,X,X
ILJZSTO,O,X,X,X,O,X,X,X,X,X,X,X
ILJZSOT,O,O,X,X,X,X,X,X,X,X,X,X
ILJZOTS,O,O,X,X,O,X,O,X,X,X,X,X
ILJZOST,O,O,X,X,X,X,X,X,X,X,X,X
ILJOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILJOTZS,X,O,X,X,X,X,X,X,X,X,X,X
ILJOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILJOSZT,X,X,X,X,X,X,X,X,X,X,X,O
ILJOZTS,X,O,X,X,X,X,O,X,X,X,X,X
ILJOZST,X,O,X,X,X,X,X,X,X,X,X,X
ILSTJZO,O,O,X,X,O,X,X,X,X,X,X,X
ILSTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
ILSTZJO,O,O,X,X,O,X,X,X,X,X,X,X
ILSTZOJ,O,O,X,X,O,X,X,X,X,X,X,X
ILSTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
ILSTOZJ,O,X,X,X,O,X,X,X,X,X,X,O
ILSJTZO,O,O,X,X,X,X,X,X,X,X,X,X
ILSJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
ILSJZTO,O,X,X,X,X,X,X,X,X,X,X,X
ILSJZOT,O,O,X,X,X,X,X,X,X,X,X,X
ILSJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILSJOZT,X,X,X,X,X,X,X,X,X,X,X,O
ILSZTJO,O,X,X,X,O,X,X,X,X,X,X,X
ILSZTOJ,O,X,X,X,O,X,O,X,X,X,X,X
ILSZJTO,O,X,X,X,O,X,X,X,X,X,X,X
ILSZJOT,O,O,X,X,X,X,X,X,X,X,X,X
ILSZOTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILSZOJT,O,O,X,X,X,X,X,X,X,X,X,O
ILSOTJZ,O,X,X,X,X,X,X,X,X,X,X,X
ILSOTZJ,O,X,X,X,X,X,X,X,X,X,X,O
ILSOJTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILSOJZT,X,X,X,X,X,X,X,X,X,X,X,O
ILSOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILSOZJT,O,X,X,X,X,X,X,X,X,X,X,O
ILZTJSO,O,O,X,X,O,X,X,X,X,X,X,X
ILZTJOS,O,O,X,X,O,X,O,O,X,X,X,X
ILZTSJO,O,O,X,X,O,X,X,X,X,X,X,X
ILZTSOJ,O,O,X,X,O,X,O,X,X,X,X,X
ILZTOJS,O,O,X,X,O,O,O,O,X,X,X,X
ILZTOSJ,O,O,X,X,O,O,O,X,X,X,X,X
ILZJTSO,O,O,X,X,O,X,X,X,X,X,X,X
ILZJTOS,O,O,X,X,O,X,O,O,X,X,X,X
ILZJSTO,O,X,X,X,O,X,X,X,X,X,X,X
ILZJSOT,O,O,X,X,X,X,X,X,X,X,X,X
ILZJOTS,O,O,X,X,O,X,O,X,X,X,X,X
ILZJOST,O,O,X,X,X,X,X,X,X,X,X,X
ILZSTJO,O,X,X,X,O,X,X,X,X,X,X,X
ILZSTOJ,O,X,X,X,O,X,O,X,X,X,X,X
ILZSJTO,O,X,X,X,O,X,X,X,X,X,X,X
ILZSJOT,O,O,X,X,X,X,X,X,X,X,X,X
ILZSOTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILZSOJT,O,O,X,X,X,X,X,X,X,X,X,O
ILZOTJS,O,O,X,X,O,O,O,X,X,X,X,X
ILZOTSJ,O,X,X,X,O,O,O,X,X,X,X,X
ILZOJTS,O,O,X,X,O,O,O,X,X,X,X,X
ILZOJST,O,O,X,X,X,X,X,X,X,X,X,X
ILZOSTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILZOSJT,O,O,X,X,X,X,X,X,X,X,X,O
ILOTJSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILOTJZS,O,O,X,X,X,X,X,X,O,X,X,X
ILOTSJZ,X,O,X,X,X,X,X,X,X,X,X,X
ILOTSZJ,O,X,X,X,O,X,X,X,X,X,X,O
ILOTZJS,O,O,X,X,O,X,O,X,O,X,X,X
ILOTZSJ,O,O,X,X,O,X,O,X,X,X,X,X
ILOJTSZ,X,O,X,X,X,X,X,X,X,X,X,X
ILOJTZS,X,O,X,X,X,X,X,X,O,X,X,X
ILOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILOJSZT,X,X,X,X,X,X,X,X,X,X,X,O
ILOJZTS,X,O,X,X,X,O,O,X,X,X,X,X
ILOJZST,X,O,X,X,X,X,X,X,X,X,X,X
ILOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X
ILOSTZJ,O,X,X,X,X,X,X,X,X,X,X,O
ILOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X
ILOSJZT,X,X,X,X,X,X,X,X,X,X,X,O
ILOSZTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILOSZJT,O,X,X,X,X,X,X,X,X,X,X,O
ILOZTJS,O,O,X,X,O,O,O,X,X,X,X,X
ILOZTSJ,O,X,X,X,O,O,O,X,X,X,X,X
ILOZJTS,O,O,X,X,O,O,O,X,X,X,X,X
ILOZJST,O,O,X,X,X,X,X,X,X,X,X,X
ILOZSTJ,O,X,X,X,X,X,O,X,X,X,X,O
ILOZSJT,O,O,X,X,X,X,X,X,X,X,X,O
IJTLSZO,X,O,X,X,O,X,X,X,X,X,X,X
IJTLSOZ,X,O,X,X,X,X,X,X,X,X,X,X
IJTLZSO,O,O,X,X,O,X,X,X,X,X,X,X
IJTLZOS,O,O,X,X,O,X,X,O,X,X,X,X
IJTLOSZ,X,O,X,X,X,X,X,X,X,X,X,X
IJTLOZS,O,O,X,X,X,X,X,X,X,X,X,X
IJTSLZO,O,O,X,X,X,X,X,X,X,X,X,X
IJTSLOZ,O,O,O,X,X,X,X,X,X,X,X,X
IJTSZLO,O,O,X,X,X,X,X,X,X,X,X,X
IJTSZOL,O,O,X,X,X,X,X,O,X,X,X,X
IJTSOLZ,O,O,X,X,X,X,X,X,X,X,X,X
IJTSOZL,O,X,X,X,X,X,X,X,X,X,X,X
IJTZLSO,O,O,X,X,O,X,X,X,X,X,X,X
IJTZLOS,O,O,X,X,O,X,X,O,X,X,X,X
IJTZSLO,O,O,X,X,O,X,X,X,X,X,X,X
IJTZSOL,O,O,X,X,X,X,X,O,X,X,X,X
IJTZOLS,O,O,X,X,O,X,X,O,O,X,X,X
IJTZOSL,O,O,X,X,X,X,X,O,O,X,X,X
IJTOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
IJTOLZS,O,O,X,X,X,X,X,X,O,X,X,X
IJTOSLZ,X,O,X,X,X,X,X,X,X,X,X,X
IJTOSZL,X,X,X,X,X,X,X,X,O,X,X,X
IJTOZLS,O,O,X,X,X,X,X,O,O,X,X,X
IJTOZSL,O,O,X,X,X,X,X,O,O,X,X,X
IJLTSZO,X,O,X,X,O,X,X,X,X,X,X,X
IJLTSOZ,X,O,X,X,X,X,X,X,X,X,X,X
IJLTZSO,O,O,X,X,O,X,X,X,X,X,X,X
IJLTZOS,O,O,X,X,O,X,X,O,X,X,X,X
IJLTOSZ,X,O,X,X,X,X,X,X,X,X,X,X
IJLTOZS,O,O,X,X,X,X,X,X,X,X,X,X
IJLSTZO,O,O,X,X,X,X,X,X,X,X,X,X
IJLSTOZ,O,O,O,X,X,X,X,X,X,X,X,X
IJLSZTO,O,X,X,X,X,X,X,X,X,X,X,X
IJLSZOT,O,O,O,X,X,X,X,X,X,X,X,X
IJLSOTZ,X,X,O,X,X,X,X,X,X,X,X,X
IJLSOZT,X,X,O,X,X,X,X,X,X,X,X,O
IJLZTSO,O,O,X,X,O,X,X,X,X,X,X,X
IJLZTOS,O,O,X,X,O,X,O,O,X,X,X,X
IJLZSTO,O,X,X,X,O,X,X,X,X,X,X,X
IJLZSOT,O,O,X,X,X,X,X,X,X,X,X,X
IJLZOTS,O,O,X,X,O,X,O,X,X,X,X,X
IJLZOST,O,O,X,X,X,X,X,X,X,X,X,X
IJLOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
IJLOTZS,X,O,X,X,X,X,X,X,X,X,X,X
IJLOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
IJLOSZT,X,X,X,X,X,X,X,X,X,X,X,O
IJLOZTS,X,O,X,X,X,X,O,X,X,X,X,X
IJLOZST,X,O,X,X,X,X,X,X,X,X,X,X
IJSTLZO,O,O,X,X,X,X,X,X,X,X,X,X
IJSTLOZ,O,O,O,X,X,X,X,X,X,X,X,X
IJSTZLO,O,O,X,X,X,X,X,X,X,X,X,X
IJSTZOL,O,O,X,X,X,X,X,O,X,X,X,X
IJSTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
IJSTOZL,O,X,X,X,X,X,X,X,X,X,X,X
IJSLTZO,O,O,X,X,X,X,X,X,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
IJSLZTO,O,X,X,X,X,X,X,X,X,X,X,X
IJSLZOT,O,O,O,X,X,X,X,X,X,X,X,X
IJSLOTZ,X,X,O,X,X,X,X,X,X,X,X,X
IJSLOZT,X,X,O,X,X,X,X,X,X,X,X,O
IJSZTLO,O,O,X,X,X,X,X,X,X,X,X,X
IJSZTOL,O,O,X,X,X,X,X,O,X,X,X,X
IJSZLTO,O,X,X,X,X,X,X,X,X,X,X,X
IJSZLOT,O,O,O,X,X,X,X,X,X,X,X,X
IJSZOTL,O,X,X,X,X,X,X,X,X,X,X,X
IJSZOLT,O,O,X,X,X,X,X,X,X,X,X,X
IJSOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJSOTZL,X,X,O,X,X,X,X,X,X,X,X,X
IJSOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
IJSOLZT,X,X,O,X,X,X,X,X,X,X,X,X
IJSOZTL,X,X,X,X,X,X,X,X,X,X,X,X
IJSOZLT,X,X,O,X,X,X,X,X,X,X,X,X
IJZTLSO,O,O,X,X,O,X,X,X,X,X,X,X
IJZTLOS,O,O,X,X,O,X,O,O,X,X,X,X
IJZTSLO,O,O,X,X,O,X,X,X,X,X,X,X
IJZTSOL,O,O,X,X,X,X,X,O,X,X,X,X
IJZTOLS,O,O,X,X,O,X,X,O,X,X,X,X
IJZTOSL,O,O,X,X,X,X,X,O,X,X,X,X
IJZLTSO,O,O,X,X,O,X,X,X,X,X,X,X
IJZLTOS,O,O,X,X,O,X,O,O,X,X,X,X
IJZLSTO,O,X,X,X,O,X,X,X,X,X,X,X
IJZLSOT,O,O,X,X,X,X,X,X,X,X,X,X
IJZLOTS,O,O,X,X,O,X,O,X,X,X,X,X
IJZLOST,O,O,X,X,X,X,X,X,X,X,X,X
IJZSTLO,O,O,X,X,O,X,X,X,X,X,X,X
IJZSTOL,O,O,X,X,X,X,X,O,X,X,X,X
IJZSLTO,O,X,X,X,O,X,X,X,X,X,X,X
IJZSLOT,O,O,O,X,X,X,X,X,X,X,X,X
IJZSOTL,O,X,X,X,X,X,X,X,X,X,X,X
IJZSOLT,O,O,X,X,X,X,X,X,X,X,X,X
IJZOTLS,O,O,X,X,O,X,X,O,X,X,X,X
IJZOTSL,O,O,X,X,X,X,X,O,X,X,X,X
IJZOLTS,O,O,X,X,O,X,X,X,X,X,X,X
IJZOLST,O,O,X,X,X,X,X,X,X,X,X,X
IJZOSTL,O,X,X,X,X,X,X,X,X,X,X,X
IJZOSLT,O,O,X,X,X,X,X,X,X,X,X,X
IJOTLSZ,X,O,O,X,X,X,X,X,X,X,X,X
IJOTLZS,X,O,X,X,X,X,X,X,O,X,X,X
IJOTSLZ,X,O,O,X,X,X,X,X,X,X,X,X
IJOTSZL,X,X,O,X,X,X,X,X,O,X,X,X
IJOTZLS,X,O,X,X,X,X,X,O,O,X,X,X
IJOTZSL,X,O,O,X,X,X,X,O,O,X,X,X
IJOLTSZ,X,O,X,X,X,X,X,X,X,X,X,X
IJOLTZS,X,O,X,X,X,X,X,X,O,X,X,X
IJOLSTZ,X,X,O,X,X,X,X,X,X,X,X,X
IJOLSZT,X,X,O,X,X,X,X,X,X,X,X,X
IJOLZTS,X,O,X,X,X,X,X,X,X,X,X,X
IJOLZST,X,O,X,X,X,X,X,X,X,X,X,X
IJOSTLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJOSTZL,X,X,O,X,X,X,X,X,O,X,X,X
IJOSLTZ,X,X,O,X,X,X,X,X,X,X,X,X
IJOSLZT,X,X,O,X,X,X,X,X,X,X,X,X
IJOSZTL,X,X,X,X,X,X,X,X,X,X,X,X
IJOSZLT,X,X,O,X,X,X,X,X,X,X,X,X
IJOZTLS,X,O,X,X,X,X,X,O,O,X,X,X
IJOZTSL,X,O,X,X,X,X,X,O,O,X,X,X
IJOZLTS,X,O,X,X,X,X,X,X,X,X,X,X
IJOZLST,X,O,X,X,X,X,X,X,X,X,X,X
IJOZSTL,X,X,X,X,X,X,X,X,X,X,X,X
IJOZSLT,X,O,O,X,X,X,X,X,X,X,X,X
ISTLJZO,O,O,X,X,O,X,X,X,X,X,X,X
ISTLJOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISTLZJO,O,O,X,X,O,X,X,X,X,X,X,X
ISTLZOJ,O,O,X,X,O,X,X,X,X,X,X,X
ISTLOJZ,O,O,X,O,X,X,X,X,X,X,X,X
ISTLOZJ,O,X,X,O,O,X,X,X,X,X,X,O
ISTJLZO,O,O,X,X,X,X,X,X,X,X,X,X
ISTJLOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISTJZLO,O,O,X,X,X,X,X,X,X,X,X,X
ISTJZOL,O,O,X,X,X,X,X,O,X,X,X,X
ISTJOLZ,O,O,X,O,X,X,X,X,X,X,X,X
ISTJOZL,O,X,X,O,X,X,X,X,X,X,X,X
ISTZLJO,O,O,X,X,O,X,X,X,X,X,X,X
ISTZLOJ,O,O,X,X,O,X,X,X,X,X,X,X
ISTZJLO,O,O,X,X,O,X,X,X,X,X,X,X
ISTZJOL,O,O,X,X,X,X,X,O,X,X,X,X
ISTZOLJ,O,O,X,O,X,X,X,X,X,X,X,X
ISTZOJL,O,O,X,O,X,X,X,O,O,X,X,X
ISTOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
ISTOLZJ,O,X,X,O,X,X,X,X,X,X,X,X
ISTOJLZ,O,O,X,O,X,X,X,X,X,X,X,X
ISTOJZL,O,X,X,O,X,X,X,X,O,X,X,X
ISTOZLJ,O,X,X,O,X,X,X,X,X,X,X,X
ISTOZJL,O,X,X,O,X,X,X,X,O,X,X,X
ISLTJZO,O,O,X,X,O,X,X,X,X,X,X,X
ISLTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLTZJO,O,O,X,X,O,X,X,X,X,X,X,X
ISLTZOJ,O,O,X,X,O,X,X,X,X,X,X,X
ISLTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLTOZJ,O,X,X,X,O,X,X,X,X,X,X,O
ISLJTZO,O,O,X,X,X,X,X,X,X,X,X,X
ISLJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
ISLJZTO,O,X,X,X,X,X,X,X,X,X,X,X
ISLJZOT,O,O,O,X,X,X,X,X,X,X,X,X
ISLJOTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISLJOZT,X,X,O,X,X,X,X,X,X,X,X,O
ISLZTJO,O,X,X,X,O,X,X,X,X,O,X,X
ISLZTOJ,O,X,X,X,O,X,O,X,X,O,X,X
ISLZJTO,O,X,X,X,O,X,X,X,X,O,X,X
ISLZJOT,O,O,X,X,X,X,X,X,X,X,X,X
ISLZOTJ,O,X,X,X,X,X,O,X,X,O,X,O
ISLZOJT,O,O,X,X,X,X,X,X,X,X,X,O
ISLOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
ISLOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ISLOJTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISLOJZT,X,X,O,X,X,X,X,X,X,X,X,O
ISLOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
ISLOZJT,O,X,X,X,X,X,X,X,X,X,X,O
ISJTLZO,O,O,X,X,X,X,X,X,X,X,X,X
ISJTLOZ,O,O,O,X,X,X,X,X,X,X,X,X
ISJTZLO,O,O,X,X,X,X,X,X,X,X,X,X
ISJTZOL,O,O,X,X,X,X,X,O,X,X,X,X
ISJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
ISJTOZL,O,X,X,X,X,X,X,X,X,X,X,X
ISJLTZO,O,O,X,X,X,X,X,X,X,X,X,X
ISJLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
ISJLZTO,O,X,X,X,X,X,X,X,X,X,X,X
ISJLZOT,O,O,O,X,X,X,X,X,X,X,X,X
ISJLOTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISJLOZT,X,X,O,X,X,X,X,X,X,X,X,O
ISJZTLO,O,O,X,X,X,X,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,O,X,X,X,X
ISJZLTO,O,X,X,X,X,X,X,X,X,X,X,X
ISJZLOT,O,O,O,X,X,X,X,X,X,X,X,X
ISJZOTL,O,X,X,X,X,X,X,X,X,X,X,X
ISJZOLT,O,O,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,O,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISJOLZT,X,X,O,X,X,X,X,X,X,X,X,X
ISJOZTL,X,X,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,X,O,X,X,X,X,X,X,X,X,X
ISZTLJO,O,O,X,X,O,X,X,X,X,O,X,X
ISZTLOJ,O,O,X,X,O,X,O,X,X,O,X,X
ISZTJLO,O,O,X,X,O,X,X,X,X,O,X,X
ISZTJOL,O,O,X,X,X,X,X,O,X,O,X,X
ISZTOLJ,O,O,X,X,X,X,X,X,X,O,X,X
ISZTOJL,O,O,X,X,X,X,X,O,X,O,X,X
ISZLTJO,O,X,X,X,O,X,X,X,X,O,X,X
ISZLTOJ,O,X,X,X,O,X,O,X,X,O,X,X
ISZLJTO,O,X,X,X,O,X,X,X,X,O,X,X
ISZLJOT,O,O,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,X,O,X,X,O,X,O
ISZLOJT,O,O,X,X,X,X,X,X,X,X,X,O
ISZJTLO,O,O,X,X,O,X,X,X,X,O,X,X
ISZJTOL,O,O,X,X,X,X,X,O,X,O,X,X
ISZJLTO,O,X,X,X,O,X,X,X,X,O,X,X
ISZJLOT,O,O,X,X,X,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,X,X,X,X,X
ISZJOLT,O,O,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,X,X,X,X,X,X,O,X,X
ISZOTJL,O,X,X,X,X,X,X,X,X,O,X,X
ISZOLTJ,O,X,X,X,X,X,X,X,X,O,X,X
ISZOLJT,O,O,X,X,X,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,X,X,X,X
ISZOJLT,O,O,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,X,O,O,X,X,X,X,X,X,X,X
ISOTLZJ,O,X,X,O,X,X,X,X,X,X,O,X
ISOTJLZ,O,X,O,O,X,X,X,X,X,X,X,X
ISOTJZL,O,X,O,O,X,X,X,X,O,X,X,X
ISOTZLJ,O,X,X,O,X,X,X,X,X,X,O,X
ISOTZJL,O,X,X,O,X,X,X,X,O,X,X,X
ISOLTJZ,O,X,O,X,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
ISOLJTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISOLJZT,X,X,O,X,X,X,X,X,X,X,X,O
ISOLZTJ,O,X,X,X,X,X,X,X,X,X,X,O
ISOLZJT,O,X,X,X,X,X,X,X,X,X,X,O
ISOJTLZ,X,X,O,O,X,X,X,X,X,X,X,X
ISOJTZL,X,X,O,O,X,X,X,X,O,X,X,X
ISOJLTZ,X,X,O,X,X,X,X,X,X,X,X,X
ISOJLZT,X,X,O,X,X,X,X,X,X,X,X,X
ISOJZTL,X,X,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,X,O,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
ISOZTJL,O,X,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X,X,X,X,X
IZTLJSO,O,O,X,X,O,X,X,X,X,X,X,X
IZTLJOS,O,O,X,X,O,X,O,O,X,X,X,X
IZTLSJO,O,O,X,X,O,X,X,X,X,O,X,X
IZTLSOJ,O,O,X,X,O,X,O,X,X,O,X,X
IZTLOJS,O,O,X,X,O,X,O,O,O,X,X,X
IZTLOSJ,O,O,X,X,O,X,O,X,X,O,X,X
IZTJLSO,O,O,X,X,O,X,X,X,X,X,X,X
IZTJLOS,O,O,X,X,O,X,O,O,X,X,X,X
IZTJSLO,O,O,X,X,O,X,X,X,X,O,X,X
IZTJSOL,O,O,X,X,X,X,X,O,X,O,X,X
IZTJOLS,O,O,X,X,O,X,X,O,O,X,X,X
IZTJOSL,O,O,X,X,X,X,X,O,O,O,X,X
IZTSLJO,O,O,X,X,O,X,X,X,X,O,X,X
IZTSLOJ,O,O,X,X,O,X,O,X,X,O,X,X
IZTSJLO,O,O,X,X,O,X,X,X,X,O,X,X
IZTSJOL,O,O,X,X,X,X,X,O,X,O,X,X
