sequence,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBGeBCiB/?oBUiBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFCcB/iB0hBT?jBGoBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhBciB6?oBXjBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhB0iB6?oB/sBFtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBFdB8iB+?jBfnBCtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbB6jBfnBU?oBlnBGsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBqhBliBc?oB/sBGtB
SIJLTZO,O,X,X,O,O,X,X
SIJLTOZ,O,X,X,O,O,X,X
SIJLZTO,X,X,X,O,O,X,X
SIJLZOT,O,X,X,O,O,X,X
SIJLOTZ,O,X,X,O,O,X,X
SIJLOZT,O,X,X,O,O,X,X
SIJZTLO,O,X,X,O,X,X,X
SIJZTOL,O,X,X,O,X,X,X
SIJZLTO,X,X,X,O,X,O,X
SIJZLOT,O,X,X,O,X,O,X
SIJZOTL,O,X,X,O,X,X,X
SIJZOLT,O,X,X,O,X,O,X
SIJOTLZ,O,X,O,O,X,X,X
SIJOTZL,O,X,O,O,X,X,X
SIJOLTZ,O,X,X,O,O,X,X
SIJOLZT,O,X,X,O,O,X,X
SIJOZTL,O,X,X,O,X,X,X
SIJOZLT,O,X,X,O,X,O,X
SIZTLJO,O,O,X,O,X,O,X
SIZTLOJ,O,O,X,O,X,O,O
SIZTJLO,O,O,X,O,X,X,X
SIZTJOL,O,O,X,O,X,X,X
SIZTOLJ,O,O,X,O,X,O,X
SIZTOJL,O,O,X,O,X,X,X
SIZLTJO,X,O,X,O,X,O,X
SIZLTOJ,X,O,X,O,X,O,O
SIZLJTO,X,O,X,O,O,O,X
SIZLJOT,O,X,X,O,O,O,X
SIZLOTJ,X,O,X,O,X,O,O
SIZLOJT,O,X,X,O,O,O,X
SIZJTLO,O,O,X,O,X,X,X
SIZJTOL,O,O,X,O,X,X,X
SIZJLTO,X,O,X,O,X,O,X
SIZJLOT,O,X,X,O,X,O,X
SIZJOTL,O,X,X,O,X,X,X
SIZJOLT,O,X,X,O,X,O,X
SIZOTLJ,O,O,X,O,X,O,X
SIZOTJL,O,O,X,O,X,X,X
SIZOLTJ,X,O,X,O,X,O,O
SIZOLJT,O,X,X,O,O,O,X
SIZOJTL,O,X,X,O,X,X,X
SIZOJLT,O,X,X,O,X,O,X
SIOTLJZ,O,X,O,O,O,X,X
SIOTLZJ,O,X,O,O,X,X,X
SIOTJLZ,O,X,O,O,X,X,X
SIOTJZL,O,X,O,O,X,X,X
SIOTZLJ,O,X,O,O,X,O,X
SIOTZJL,O,X,O,O,X,X,X
SIOLTJZ,O,X,O,O,O,X,X
SIOLTZJ,O,X,O,O,X,X,X
SIOLJTZ,O,X,X,O,O,X,X
SIOLJZT,O,X,X,O,O,X,X
SIOLZTJ,X,X,X,O,X,O,O
SIOLZJT,O,X,X,O,O,O,X
SIOJTLZ,O,X,O,O,X,X,X
SIOJTZL,O,X,O,O,X,X,X
SIOJLTZ,O,X,X,O,O,X,X
SIOJLZT,O,X,X,O,O,X,X
SIOJZTL,O,X,X,O,X,X,X
SIOJZLT,O,X,X,O,X,O,X
SIOZTLJ,O,X,X,O,X,O,X
SIOZTJL,O,X,X,O,X,X,X
SIOZLTJ,X,X,X,O,X,O,O
SIOZLJT,O,X,X,O,O,O,X
SIOZJTL,O,X,X,O,X,X,X
SIOZJLT,O,X,X,O,X,O,X
SLTIJZO,O,X,O,O,O,X,X
SLTIJOZ,O,X,O,O,O,X,X
SLTIZJO,O,O,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X
SLTIOJZ,O,X,O,O,O,X,X
SLTIOZJ,O,O,O,O,X,X,X
SLTJIZO,O,X,O,O,O,X,X
SLTJIOZ,O,X,O,O,O,X,X
SLTJZIO,O,X,O,O,O,X,X
SLTJZOI,O,X,O,O,O,X,X
SLTJOIZ,O,X,O,O,O,X,X
SLTJOZI,O,X,O,O,O,X,X
SLTZIJO,O,O,O,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,X
SLTZJIO,O,O,O,O,X,X,X
SLTZJOI,O,O,O,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,X
SLTZOJI,O,O,O,O,X,X,X
SLTOIJZ,O,X,O,O,O,X,X
SLTOIZJ,O,O,O,O,X,X,X
SLTOJIZ,O,X,O,O,O,X,X
SLTOJZI,O,X,O,O,O,X,X
SLTOZIJ,O,O,O,O,X,X,X
SLTOZJI,O,O,O,O,X,X,X
SLITJZO,O,X,O,O,O,X,X
SLITJOZ,O,X,O,O,O,X,X
SLITZJO,O,O,O,O,X,X,X
SLITZOJ,O,O,O,O,X,X,X
SLITOJZ,O,X,O,O,O,X,X
SLITOZJ,O,O,O,O,X,X,X
SLIJTZO,O,X,X,O,O,X,X
SLIJTOZ,O,X,X,O,O,X,X
SLIJZTO,X,X,X,O,O,X,X
SLIJZOT,O,X,X,O,O,X,X
SLIJOTZ,O,X,X,O,O,X,X
SLIJOZT,O,X,X,O,O,X,X
SLIZTJO,X,O,X,O,X,O,X
SLIZTOJ,X,O,X,O,X,O,O
SLIZJTO,X,O,X,O,O,O,X
SLIZJOT,O,X,X,O,O,O,X
SLIZOTJ,X,O,X,O,X,O,O
SLIZOJT,O,X,X,O,O,O,X
SLIOTJZ,O,X,O,O,O,X,X
SLIOTZJ,O,X,O,O,X,X,X
SLIOJTZ,O,X,X,O,O,X,X
SLIOJZT,O,X,X,O,O,X,X
SLIOZTJ,X,X,X,O,X,O,O
SLIOZJT,O,X,X,O,O,O,X
SLJTIZO,O,X,X,O,O,X,X
SLJTIOZ,O,X,X,O,O,X,X
SLJTZIO,O,X,X,O,O,X,X
SLJTZOI,O,X,X,O,O,X,X
SLJTOIZ,O,X,X,O,O,X,X
SLJTOZI,O,X,X,O,O,X,X
SLJITZO,O,X,X,O,O,X,X
SLJITOZ,O,X,X,O,O,X,X
SLJIZTO,X,X,X,O,O,X,X
SLJIZOT,O,X,X,O,O,X,X
SLJIOTZ,O,X,X,O,O,X,X
SLJIOZT,O,X,X,O,O,X,X
SLJZTIO,X,X,X,O,O,X,X
SLJZTOI,X,X,X,O,O,X,X
SLJZITO,X,X,X,O,O,X,X
SLJZIOT,O,X,X,O,O,X,X
SLJZOTI,X,X,X,O,O,X,X
SLJZOIT,O,X,X,O,O,X,X
SLJOTIZ,O,X,X,O,O,X,X
SLJOTZI,O,X,X,O,O,X,X
SLJOITZ,O,X,X,O,O,X,X
SLJOIZT,O,X,X,O,O,X,X
SLJOZTI,X,X,X,O,O,X,X
SLJOZIT,O,X,X,O,O,X,X
SLZTIJO,X,O,X,O,X,O,X
SLZTIOJ,X,O,X,O,X,O,O
SLZTJIO,X,O,X,O,X,X,X
SLZTJOI,X,O,X,O,X,X,X
SLZTOIJ,X,O,X,O,X,O,O
SLZTOJI,X,O,X,O,X,X,X
SLZITJO,X,O,X,O,X,O,X
SLZITOJ,X,O,X,O,X,O,O
SLZIJTO,X,O,X,O,O,O,X
SLZIJOT,O,X,X,O,O,O,X
SLZIOTJ,X,O,X,O,X,O,O
SLZIOJT,O,X,X,O,O,O,X
SLZJTIO,X,O,X,O,O,X,X
SLZJTOI,X,O,X,O,O,X,X
SLZJITO,X,O,X,O,O,O,X
SLZJIOT,O,X,X,O,O,O,X
SLZJOTI,X,X,X,O,O,X,X
SLZJOIT,O,X,X,O,O,O,X
SLZOTIJ,X,O,X,O,X,O,O
SLZOTJI,X,O,X,O,X,X,X
SLZOITJ,X,O,X,O,X,O,O
SLZOIJT,O,X,X,O,O,O,X
SLZOJTI,X,X,X,O,O,X,X
SLZOJIT,O,X,X,O,O,O,X
SLOTIJZ,O,X,O,O,O,X,X
SLOTIZJ,O,X,O,O,X,X,X
SLOTJIZ,O,X,O,O,O,X,X
SLOTJZI,O,X,O,O,O,X,X
SLOTZIJ,O,X,O,O,X,X,X
SLOTZJI,O,X,O,O,X,X,X
SLOITJZ,O,X,O,O,O,X,X
SLOITZJ,O,X,O,O,X,X,X
SLOIJTZ,O,X,X,O,O,X,X
SLOIJZT,O,X,X,O,O,X,X
SLOIZTJ,X,X,X,O,X,O,O
SLOIZJT,O,X,X,O,O,O,X
SLOJTIZ,O,X,X,O,O,X,X
SLOJTZI,O,X,X,O,O,X,X
SLOJITZ,O,X,X,O,O,X,X
SLOJIZT,O,X,X,O,O,X,X
SLOJZTI,X,X,X,O,O,X,X
SLOJZIT,O,X,X,O,O,X,X
SLOZTIJ,X,X,X,O,X,O,O
SLOZTJI,X,X,X,O,X,X,X
SLOZITJ,X,X,X,O,X,O,O
SLOZIJT,O,X,X,O,O,O,X
SLOZJTI,X,X,X,O,O,X,X
SLOZJIT,O,X,X,O,O,O,X
SJTILZO,O,X,O,O,X,X,X
SJTILOZ,O,X,O,O,X,X,X
SJTIZLO,O,X,O,O,X,X,X
SJTIZOL,O,X,O,O,X,X,X
SJTIOLZ,O,X,O,O,X,X,X
SJTIOZL,O,X,O,O,X,X,X
SJTLIZO,O,X,O,O,X,X,X
SJTLIOZ,O,X,O,O,X,X,X
SJTLZIO,O,X,O,O,X,X,X
SJTLZOI,O,X,O,O,X,X,X
SJTLOIZ,O,X,O,O,X,X,X
SJTLOZI,O,X,O,O,X,X,X
SJTZILO,O,X,O,O,X,X,X
SJTZIOL,O,X,O,O,X,X,X
SJTZLIO,O,X,O,O,X,X,X
SJTZLOI,O,X,O,O,X,X,X
SJTZOIL,O,X,O,O,X,X,X
SJTZOLI,O,X,O,O,X,X,X
SJTOILZ,O,X,O,O,X,X,X
SJTOIZL,O,X,O,O,X,X,X
SJTOLIZ,O,X,O,O,X,X,X
SJTOLZI,O,X,O,O,X,X,X
SJTOZIL,O,X,O,O,X,X,X
SJTOZLI,O,X,O,O,X,X,X
SJITLZO,O,X,O,O,X,X,X
SJITLOZ,O,X,O,O,X,X,X
SJITZLO,O,X,O,O,X,X,X
SJITZOL,O,X,O,O,X,X,X
SJITOLZ,O,X,O,O,X,X,X
SJITOZL,O,X,O,O,X,X,X
SJILTZO,O,X,X,O,O,X,X
SJILTOZ,O,X,X,O,O,X,X
SJILZTO,X,X,X,O,O,X,X
SJILZOT,O,X,X,O,O,X,X
SJILOTZ,O,X,X,O,O,X,X
SJILOZT,O,X,X,O,O,X,X
SJIZTLO,O,X,X,O,X,X,X
SJIZTOL,O,X,X,O,X,X,X
SJIZLTO,X,X,X,O,X,O,X
SJIZLOT,O,X,X,O,X,O,X
SJIZOTL,O,X,X,O,X,X,X
SJIZOLT,O,X,X,O,X,O,X
SJIOTLZ,O,X,O,O,X,X,X
SJIOTZL,O,X,O,O,X,X,X
SJIOLTZ,O,X,X,O,O,X,X
SJIOLZT,O,X,X,O,O,X,X
SJIOZTL,O,X,X,O,X,X,X
SJIOZLT,O,X,X,O,X,O,X
SJLTIZO,O,X,X,O,O,X,X
SJLTIOZ,O,X,X,O,O,X,X
SJLTZIO,O,X,X,O,O,X,X
SJLTZOI,O,X,X,O,O,X,X
SJLTOIZ,O,X,X,O,O,X,X
SJLTOZI,O,X,X,O,O,X,X
SJLITZO,O,X,X,O,O,X,X
SJLITOZ,O,X,X,O,O,X,X
SJLIZTO,X,X,X,O,O,X,X
SJLIZOT,O,X,X,O,O,X,X
SJLIOTZ,O,X,X,O,O,X,X
SJLIOZT,O,X,X,O,O,X,X
SJLZTIO,X,X,X,O,O,X,X
SJLZTOI,X,X,X,O,O,X,X
SJLZITO,X,X,X,O,O,X,X
SJLZIOT,O,X,X,O,O,X,X
SJLZOTI,X,X,X,O,O,X,X
SJLZOIT,O,X,X,O,O,X,X
SJLOTIZ,O,X,X,O,O,X,X
SJLOTZI,O,X,X,O,O,X,X
SJLOITZ,O,X,X,O,O,X,X
SJLOIZT,O,X,X,O,O,X,X
SJLOZTI,X,X,X,O,O,X,X
SJLOZIT,O,X,X,O,O,X,X
SJZTILO,O,X,X,O,X,X,X
SJZTIOL,O,X,X,O,X,X,X
SJZTLIO,O,X,X,O,X,X,X
SJZTLOI,O,X,X,O,X,X,X
SJZTOIL,O,X,X,O,X,X,X
SJZTOLI,O,X,X,O,X,X,X
SJZITLO,O,X,X,O,X,X,X
SJZITOL,O,X,X,O,X,X,X
SJZILTO,X,X,X,O,X,O,X
SJZILOT,O,X,X,O,X,O,X
SJZIOTL,O,X,X,O,X,X,X
SJZIOLT,O,X,X,O,X,O,X
SJZLTIO,X,X,X,O,X,X,X
SJZLTOI,X,X,X,O,X,X,X
SJZLITO,X,X,X,O,X,O,X
SJZLIOT,O,X,X,O,X,O,X
SJZLOTI,X,X,X,O,X,X,X
SJZLOIT,O,X,X,O,X,O,X
SJZOTIL,O,X,X,O,X,X,X
SJZOTLI,O,X,X,O,X,X,X
SJZOITL,O,X,X,O,X,X,X
SJZOILT,O,X,X,O,X,O,X
SJZOLTI,X,X,X,O,X,X,X
SJZOLIT,O,X,X,O,X,O,X
SJOTILZ,O,X,O,O,X,X,X
SJOTIZL,O,X,O,O,X,X,X
SJOTLIZ,O,X,O,O,X,X,X
SJOTLZI,O,X,O,O,X,X,X
SJOTZIL,O,X,O,O,X,X,X
SJOTZLI,O,X,O,O,X,X,X
SJOITLZ,O,X,O,O,X,X,X
SJOITZL,O,X,O,O,X,X,X
SJOILTZ,O,X,X,O,O,X,X
SJOILZT,O,X,X,O,O,X,X
SJOIZTL,O,X,X,O,X,X,X
SJOIZLT,O,X,X,O,X,O,X
SJOLTIZ,O,X,X,O,O,X,X
SJOLTZI,O,X,X,O,O,X,X
SJOLITZ,O,X,X,O,O,X,X
SJOLIZT,O,X,X,O,O,X,X
SJOLZTI,X,X,X,O,O,X,X
SJOLZIT,O,X,X,O,O,X,X
SJOZTIL,O,X,X,O,X,X,X
SJOZTLI,O,X,X,O,X,X,X
SJOZITL,O,X,X,O,X,X,X
SJOZILT,O,X,X,O,X,O,X
SJOZLTI,X,X,X,O,X,X,X
SJOZLIT,O,X,X,O,X,O,X
SZTILJO,O,O,X,O,X,O,X
SZTILOJ,O,O,X,O,X,O,O
SZTIJLO,O,O,X,O,X,X,X
SZTIJOL,O,O,X,O,X,X,X
SZTIOLJ,O,O,X,O,X,O,X
SZTIOJL,O,O,X,O,X,X,X
SZTLIJO,O,O,X,O,X,O,X
SZTLIOJ,O,O,X,O,X,O,O
SZTLJIO,O,O,X,O,X,X,X
SZTLJOI,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,O,X,O,O
SZTLOJI,O,O,X,O,X,X,X
SZTJILO,O,O,X,O,X,X,X
SZTJIOL,O,O,X,O,X,X,X
SZTJLIO,O,O,X,O,X,X,X
SZTJLOI,O,O,X,O,X,X,X
SZTJOIL,O,O,X,O,X,X,X
SZTJOLI,O,O,X,O,X,X,X
SZTOILJ,O,O,X,O,X,O,X
SZTOIJL,O,O,X,O,X,X,X
SZTOLIJ,O,O,X,O,X,O,X
SZTOLJI,O,O,X,O,X,X,X
SZTOJIL,O,O,X,O,X,X,X
SZTOJLI,O,O,X,O,X,X,X
SZITLJO,O,O,X,O,X,O,X
SZITLOJ,O,O,X,O,X,O,O
SZITJLO,O,O,X,O,X,X,X
SZITJOL,O,O,X,O,X,X,X
SZITOLJ,O,O,X,O,X,O,X
SZITOJL,O,O,X,O,X,X,X
SZILTJO,X,O,X,O,X,O,X
SZILTOJ,X,O,X,O,X,O,O
SZILJTO,X,O,X,O,O,O,X
SZILJOT,O,X,X,O,O,O,X
SZILOTJ,X,O,X,O,X,O,O
SZILOJT,O,X,X,O,O,O,X
SZIJTLO,O,O,X,O,X,X,X
SZIJTOL,O,O,X,O,X,X,X
SZIJLTO,X,O,X,O,X,O,X
SZIJLOT,O,X,X,O,X,O,X
SZIJOTL,O,X,X,O,X,X,X
SZIJOLT,O,X,X,O,X,O,X
SZIOTLJ,O,O,X,O,X,O,X
SZIOTJL,O,O,X,O,X,X,X
SZIOLTJ,X,O,X,O,X,O,O
SZIOLJT,O,X,X,O,O,O,X
SZIOJTL,O,X,X,O,X,X,X
SZIOJLT,O,X,X,O,X,O,X
SZLTIJO,X,O,X,O,X,O,X
SZLTIOJ,X,O,X,O,X,O,O
SZLTJIO,X,O,X,O,X,X,X
SZLTJOI,X,O,X,O,X,X,X
SZLTOIJ,X,O,X,O,X,O,O
SZLTOJI,X,O,X,O,X,X,X
SZLITJO,X,O,X,O,X,O,X
SZLITOJ,X,O,X,O,X,O,O
SZLIJTO,X,O,X,O,O,O,X
SZLIJOT,O,X,X,O,O,O,X
SZLIOTJ,X,O,X,O,X,O,O
SZLIOJT,O,X,X,O,O,O,X
SZLJTIO,X,O,X,O,O,X,X
SZLJTOI,X,O,X,O,O,X,X
SZLJITO,X,O,X,O,O,O,X
SZLJIOT,O,X,X,O,O,O,X
SZLJOTI,X,X,X,O,O,X,X
SZLJOIT,O,X,X,O,O,O,X
SZLOTIJ,X,O,X,O,X,O,O
SZLOTJI,X,O,X,O,X,X,X
SZLOITJ,X,O,X,O,X,O,O
SZLOIJT,O,X,X,O,O,O,X
SZLOJTI,X,X,X,O,O,X,X
SZLOJIT,O,X,X,O,O,O,X
SZJTILO,O,O,X,O,X,X,X
SZJTIOL,O,O,X,O,X,X,X
SZJTLIO,O,O,X,O,X,X,X
SZJTLOI,O,O,X,O,X,X,X
SZJTOIL,O,O,X,O,X,X,X
SZJTOLI,O,O,X,O,X,X,X
SZJITLO,O,O,X,O,X,X,X
SZJITOL,O,O,X,O,X,X,X
SZJILTO,X,O,X,O,X,O,X
SZJILOT,O,X,X,O,X,O,X
SZJIOTL,O,X,X,O,X,X,X
SZJIOLT,O,X,X,O,X,O,X
SZJLTIO,X,O,X,O,X,X,X
SZJLTOI,X,O,X,O,X,X,X
SZJLITO,X,O,X,O,X,O,X
SZJLIOT,O,X,X,O,X,O,X
SZJLOTI,X,X,X,O,X,X,X
SZJLOIT,O,X,X,O,X,O,X
SZJOTIL,O,X,X,O,X,X,X
SZJOTLI,O,X,X,O,X,X,X
SZJOITL,O,X,X,O,X,X,X
SZJOILT,O,X,X,O,X,O,X
SZJOLTI,X,X,X,O,X,X,X
SZJOLIT,O,X,X,O,X,O,X
SZOTILJ,O,O,X,O,X,O,X
SZOTIJL,O,O,X,O,X,X,X
SZOTLIJ,O,O,X,O,X,O,X
SZOTLJI,O,O,X,O,X,X,X
SZOTJIL,O,O,X,O,X,X,X
SZOTJLI,O,O,X,O,X,X,X
SZOITLJ,O,O,X,O,X,O,X
SZOITJL,O,O,X,O,X,X,X
SZOILTJ,X,O,X,O,X,O,O
SZOILJT,O,X,X,O,O,O,X
SZOIJTL,O,X,X,O,X,X,X
SZOIJLT,O,X,X,O,X,O,X
SZOLTIJ,X,O,X,O,X,O,O
SZOLTJI,X,O,X,O,X,X,X
SZOLITJ,X,O,X,O,X,O,O
SZOLIJT,O,X,X,O,O,O,X
SZOLJTI,X,X,X,O,O,X,X
SZOLJIT,O,X,X,O,O,O,X
SZOJTIL,O,X,X,O,X,X,X
SZOJTLI,O,X,X,O,X,X,X
SZOJITL,O,X,X,O,X,X,X
SZOJILT,O,X,X,O,X,O,X
SZOJLTI,X,X,X,O,X,X,X
SZOJLIT,O,X,X,O,X,O,X
SOTILJZ,O,X,O,O,O,X,X
SOTILZJ,O,X,O,O,X,X,X
SOTIJLZ,O,X,O,O,X,X,X
SOTIJZL,O,X,O,O,X,X,X
SOTIZLJ,O,X,O,O,X,O,X
SOTIZJL,O,X,O,O,X,X,X
SOTLIJZ,O,X,O,O,O,X,X
SOTLIZJ,O,X,O,O,X,X,X
SOTLJIZ,O,X,O,O,O,X,X
SOTLJZI,O,X,O,O,O,X,X
SOTLZIJ,O,X,O,O,X,X,X
SOTLZJI,O,X,O,O,X,X,X
SOTJILZ,O,X,O,O,X,X,X
SOTJIZL,O,X,O,O,X,X,X
SOTJLIZ,O,X,O,O,X,X,X
SOTJLZI,O,X,O,O,X,X,X
SOTJZIL,O,X,O,O,X,X,X
SOTJZLI,O,X,O,O,X,X,X
SOTZILJ,O,X,O,O,X,O,X
SOTZIJL,O,X,O,O,X,X,X
SOTZLIJ,O,X,O,O,X,O,X
SOTZLJI,O,X,O,O,X,X,X
SOTZJIL,O,X,O,O,X,X,X
SOTZJLI,O,X,O,O,X,X,X
SOITLJZ,O,X,O,O,O,X,X
SOITLZJ,O,X,O,O,X,X,X
SOITJLZ,O,X,O,O,X,X,X
SOITJZL,O,X,O,O,X,X,X
SOITZLJ,O,X,O,O,X,O,X
SOITZJL,O,X,O,O,X,X,X
SOILTJZ,O,X,O,O,O,X,X
SOILTZJ,O,X,O,O,X,X,X
SOILJTZ,O,X,X,O,O,X,X
SOILJZT,O,X,X,O,O,X,X
SOILZTJ,X,X,X,O,X,O,O
SOILZJT,O,X,X,O,O,O,X
SOIJTLZ,O,X,O,O,X,X,X
SOIJTZL,O,X,O,O,X,X,X
SOIJLTZ,O,X,X,O,O,X,X
SOIJLZT,O,X,X,O,O,X,X
SOIJZTL,O,X,X,O,X,X,X
SOIJZLT,O,X,X,O,X,O,X
SOIZTLJ,O,X,X,O,X,O,X
SOIZTJL,O,X,X,O,X,X,X
SOIZLTJ,X,X,X,O,X,O,O
SOIZLJT,O,X,X,O,O,O,X
SOIZJTL,O,X,X,O,X,X,X
SOIZJLT,O,X,X,O,X,O,X
SOLTIJZ,O,X,O,O,O,X,X
SOLTIZJ,O,X,O,O,X,X,X
SOLTJIZ,O,X,O,O,O,X,X
SOLTJZI,O,X,O,O,O,X,X
SOLTZIJ,O,X,O,O,X,X,X
SOLTZJI,O,X,O,O,X,X,X
SOLITJZ,O,X,O,O,O,X,X
SOLITZJ,O,X,O,O,X,X,X
SOLIJTZ,O,X,X,O,O,X,X
SOLIJZT,O,X,X,O,O,X,X
SOLIZTJ,X,X,X,O,X,O,O
SOLIZJT,O,X,X,O,O,O,X
SOLJTIZ,O,X,X,O,O,X,X
SOLJTZI,O,X,X,O,O,X,X
SOLJITZ,O,X,X,O,O,X,X
SOLJIZT,O,X,X,O,O,X,X
SOLJZTI,X,X,X,O,O,X,X
SOLJZIT,O,X,X,O,O,X,X
SOLZTIJ,X,X,X,O,X,O,O
SOLZTJI,X,X,X,O,X,X,X
SOLZITJ,X,X,X,O,X,O,O
SOLZIJT,O,X,X,O,O,O,X
SOLZJTI,X,X,X,O,O,X,X
SOLZJIT,O,X,X,O,O,O,X
SOJTILZ,O,X,O,O,X,X,X
SOJTIZL,O,X,O,O,X,X,X
SOJTLIZ,O,X,O,O,X,X,X
SOJTLZI,O,X,O,O,X,X,X
SOJTZIL,O,X,O,O,X,X,X
SOJTZLI,O,X,O,O,X,X,X
SOJITLZ,O,X,O,O,X,X,X
SOJITZL,O,X,O,O,X,X,X
SOJILTZ,O,X,X,O,O,X,X
SOJILZT,O,X,X,O,O,X,X
SOJIZTL,O,X,X,O,X,X,X
SOJIZLT,O,X,X,O,X,O,X
SOJLTIZ,O,X,X,O,O,X,X
SOJLTZI,O,X,X,O,O,X,X
SOJLITZ,O,X,X,O,O,X,X
SOJLIZT,O,X,X,O,O,X,X
SOJLZTI,X,X,X,O,O,X,X
SOJLZIT,O,X,X,O,O,X,X
SOJZTIL,O,X,X,O,X,X,X
SOJZTLI,O,X,X,O,X,X,X
SOJZITL,O,X,X,O,X,X,X
SOJZILT,O,X,X,O,X,O,X
SOJZLTI,X,X,X,O,X,X,X
SOJZLIT,O,X,X,O,X,O,X
SOZTILJ,O,X,X,O,X,O,X
SOZTIJL,O,X,X,O,X,X,X
SOZTLIJ,O,X,X,O,X,O,X
SOZTLJI,O,X,X,O,X,X,X
SOZTJIL,O,X,X,O,X,X,X
SOZTJLI,O,X,X,O,X,X,X
SOZITLJ,O,X,X,O,X,O,X
SOZITJL,O,X,X,O,X,X,X
SOZILTJ,X,X,X,O,X,O,O
SOZILJT,O,X,X,O,O,O,X
SOZIJTL,O,X,X,O,X,X,X
SOZIJLT,O,X,X,O,X,O,X
SOZLTIJ,X,X,X,O,X,O,O
SOZLTJI,X,X,X,O,X,X,X
SOZLITJ,X,X,X,O,X,O,O
SOZLIJT,O,X,X,O,O,O,X
SOZLJTI,X,X,X,O,O,X,X
SOZLJIT,O,X,X,O,O,O,X
SOZJTIL,O,X,X,O,X,X,X
SOZJTLI,O,X,X,O,X,X,X
SOZJITL,O,X,X,O,X,X,X
SOZJILT,O,X,X,O,X,O,X
SOZJLTI,X,X,X,O,X,X,X
SOZJLIT,O,X,X,O,X,O,X
ZTILJSO,X,O,O,X,X,X,X
ZTILJOS,X,O,O,X,X,X,O
ZTILSJO,O,O,O,X,X,O,X
ZTILSOJ,O,O,O,X,X,O,O
ZTILOJS,X,O,O,X,X,X,O
ZTILOSJ,O,O,O,X,X,O,O
ZTIJLSO,X,O,O,X,X,X,X
ZTIJLOS,X,O,O,X,X,X,O
ZTIJSLO,X,O,O,X,X,X,X
ZTIJSOL,X,O,O,X,X,X,X
ZTIJOLS,X,O,O,X,X,X,X
ZTIJOSL,X,O,O,X,X,X,X
ZTISLJO,O,O,O,X,X,O,X
ZTISLOJ,O,O,O,X,X,O,O
ZTISJLO,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,X,X,O,X
ZTISOJL,O,O,O,X,X,X,X
ZTIOLJS,X,O,O,X,X,X,O
ZTIOLSJ,O,O,O,X,X,O,O
ZTIOJLS,X,O,O,X,X,X,X
ZTIOJSL,X,O,O,X,X,X,X
ZTIOSLJ,O,O,O,X,X,O,X
ZTIOSJL,O,O,O,X,X,X,X
ZTLIJSO,X,O,O,X,X,X,X
ZTLIJOS,X,O,O,X,X,X,O
ZTLISJO,O,O,O,X,X,O,X
ZTLISOJ,O,O,O,X,X,O,O
ZTLIOJS,X,O,O,X,X,X,O
ZTLIOSJ,O,O,O,X,X,O,O
ZTLJISO,X,O,O,X,X,X,X
ZTLJIOS,X,O,O,X,X,X,O
ZTLJSIO,X,O,O,X,X,X,X
ZTLJSOI,X,O,O,X,X,X,X
ZTLJOIS,X,O,O,X,X,X,O
ZTLJOSI,X,O,O,X,X,X,X
ZTLSIJO,O,O,O,X,X,O,X
ZTLSIOJ,O,O,O,X,X,O,O
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X
ZTLSOIJ,O,O,O,X,X,O,O
ZTLSOJI,O,O,O,X,X,X,X
ZTLOIJS,X,O,O,X,X,X,O
ZTLOISJ,O,O,O,X,X,O,O
ZTLOJIS,X,O,O,X,X,X,O
ZTLOJSI,X,O,O,X,X,X,X
ZTLOSIJ,O,O,O,X,X,O,O
ZTLOSJI,O,O,O,X,X,X,X
ZTJILSO,X,O,O,X,X,X,X
ZTJILOS,X,O,O,X,X,X,O
ZTJISLO,X,O,O,X,X,X,X
ZTJISOL,X,O,O,X,X,X,X
ZTJIOLS,X,O,O,X,X,X,X
ZTJIOSL,X,O,O,X,X,X,X
ZTJLISO,X,O,O,X,X,X,X
ZTJLIOS,X,O,O,X,X,X,O
ZTJLSIO,X,O,O,X,X,X,X
ZTJLSOI,X,O,O,X,X,X,X
ZTJLOIS,X,O,O,X,X,X,O
ZTJLOSI,X,O,O,X,X,X,X
ZTJSILO,X,O,O,X,X,X,X
ZTJSIOL,X,O,O,X,X,X,X
ZTJSLIO,X,O,O,X,X,X,X
ZTJSLOI,X,O,O,X,X,X,X
ZTJSOIL,X,O,O,X,X,X,X
ZTJSOLI,X,O,O,X,X,X,X
ZTJOILS,X,O,O,X,X,X,X
ZTJOISL,X,O,O,X,X,X,X
