sequence,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?3gBTjB8qB+rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjB6rBzqB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBzdB?+jBxlBXmBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjBCrBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBCeB?TjBxlBGrBXrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBzdB?+jBxlB0lBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBCeB?TjBxlBGrB0qB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBfjB?6jBxlBTmBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBGeB?UjBxlB6qBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?/mBTjB0lBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhFxdB9lB?XiBTjBmlBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFCeB9lB?TjB3mBerB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFzdB+jB?9lBihBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFWjB9lB?ihBTjBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je9FJvhF0hBxiB?mgBTjBXrBCsB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhF9jB5lB?XiBigBmiBTrB
TLZOISJ,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TLZOJIS,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TLZOJSI,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TLZOSIJ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TLZOSJI,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TLOIJSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TLOIJZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TLOISJZ,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
TLOISZJ,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,O
TLOIZJS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TLOIZSJ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
TLOJISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TLOJIZS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TLOJSZI,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TLOJZIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TLOJZSI,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TLOSIJZ,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
TLOSIZJ,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
TLOSJIZ,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
TLOSJZI,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
TLOSZIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
TLOSZJI,X,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
TLOZIJS,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TLOZISJ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
TLOZJIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TLOZJSI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TLOZSIJ,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
TLOZSJI,X,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
TJILSZO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJILSOZ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TJILZSO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJILZOS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJISLZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TJISLOZ,O,X,O,X,X,O,O,O,X,X,X,X,O,O,X,X
TJISZLO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O
TJISZOL,X,X,O,X,O,O,O,O,O,X,X,X,X,X,O,O
TJISOLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
TJISOZL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TJIZLSO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJIZLOS,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TJIZSLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJIZSOL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TJIZOLS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJIZOSL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJIOLZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
TJIOSZL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O
TJIOZLS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJIOZSL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TJLISZO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLISOZ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TJLIZSO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLIZOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLSIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TJLSIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJLSZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TJLSZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
TJLSOIZ,X,X,O,X,X,O,O,O,X,X,O,X,O,O,X,X
TJLSOZI,X,X,O,X,X,O,O,O,X,X,O,X,O,O,X,X
TJLZISO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TJLZSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLZOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TJLOIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJLOSZI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJLOZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TJSILOZ,O,X,O,X,X,O,O,O,X,X,X,X,O,O,X,X
TJSIZLO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O
TJSIZOL,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TJSIOLZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TJSIOZL,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TJSLIZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TJSLIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJSLZIO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJSLZOI,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJSLOIZ,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
TJSLOZI,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
TJSZILO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TJSZIOL,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TJSZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
TJSZLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TJSZOIL,O,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X
TJSZOLI,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TJSOILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TJSOIZL,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O
TJSOLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TJSOLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TJSOZIL,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O
TJSOZLI,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X
TJZILSO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJZILOS,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TJZISLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJZISOL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TJZIOLS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJZIOSL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TJZLISO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TJZLIOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TJZLSIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJZLSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJZLOIS,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TJZLOSI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TJZSILO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJZSIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJZSLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
TJZSLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TJZSOIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TJZSOLI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TJZOILS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJZOISL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJZOLIS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJZOLSI,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZOSIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TJZOSLI,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TJOILSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TJOILZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
TJOISZL,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O
TJOIZLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOIZSL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TJOLISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
TJOLIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
TJOLSZI,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
TJOLZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
TJOSILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TJOSIZL,X,O,O,X,O,O,O,O,X,X,O,O,X,X,X,O
TJOSLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TJOSLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TJOSZIL,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
TJOSZLI,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X
TJOZILS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOZISL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOZLSI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TJOZSIL,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOZSLI,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,X
TSILJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSILJOZ,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X
TSILZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSILZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TSILOJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSIJLOZ,X,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TSIJZLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSIJZOL,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O
TSIJOLZ,X,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X
TSIJOZL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TSIZLJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSIZLOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TSIZJLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSIZJOL,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O
TSIZOLJ,X,X,X,X,O,X,O,O,O,X,O,X,X,X,O,O
TSIZOJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
TSIOLJZ,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TSIOLZJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
TSIOJLZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TSIOJZL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O
TSIOZLJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,O,O
TSIOZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
TSLIJZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLIJOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TSLIZJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,O
TSLIZOJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O
TSLIOJZ,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
TSLIOZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TSLJIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLJIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TSLJZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLJZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
TSLJOIZ,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
TSLJOZI,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
TSLZIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
TSLZIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,O,O
TSLZJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
TSLZJOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
TSLZOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TSLZOJI,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
TSLOIJZ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
TSLOIZJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O
TSLOJIZ,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,X
TSLOJZI,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,X
TSLOZIJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O
TSLOZJI,X,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X
TSJILZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSJILOZ,O,X,O,X,X,O,O,O,X,X,X,X,O,O,X,X
TSJIZLO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O
TSJIZOL,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSJIOLZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TSJIOZL,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X
TSJLIZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSJLIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TSJLZIO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSJLZOI,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TSJLOIZ,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
TSJLOZI,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
TSJZILO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSJZIOL,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
TSJZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
TSJZLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TSJZOIL,O,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X
TSJZOLI,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSJOILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
TSJOIZL,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O
TSJOLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TSJOLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
TSJOZIL,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O
TSJOZLI,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X
TSZILJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TSZILOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
TSZIJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TSZIJOL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
TSZIOLJ,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TSZIOJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
TSZLIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
TSZLIOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
TSZLJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
TSZLJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TSZLOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TSZLOJI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TSZJILO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TSZJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TSZJLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
TSZJLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TSZJOIL,O,O,O,O,X,O,X,X,O,O,O,O,X,X,X,X
TSZJOLI,O,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X
TSZOILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
TSZOIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
TSZOLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TSZOLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
TSZOJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
TSZOJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TSOILJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TSOILZJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
TSOIJLZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSOIJZL,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,O
TSOIZLJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
TSOIZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
TSOLIJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TSOLIZJ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
TSOLJIZ,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
TSOLJZI,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
TSOLZIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TSOLZJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
TSOJILZ,O,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X
TSOJIZL,X,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O
TSOJLIZ,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
TSOJLZI,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
TSOJZIL,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O
TSOJZLI,O,O,X,X,O,O,O,O,O,X,O,O,O,X,X,X
TSOZILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
TSOZIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
TSOZLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
TSOZLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
TSOZJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
TSOZJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TZILJSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZILJOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TZILSJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TZILSOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZILOJS,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZILOSJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZIJLSO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZIJLOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZIJSLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZIJSOL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZIJOLS,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZIJOSL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZISLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TZISLOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
TZISJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
TZISJOL,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,O
TZISOLJ,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O
TZISOJL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
TZIOLJS,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOLSJ,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TZIOJLS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIOJSL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIOSLJ,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
TZIOSJL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TZLIJSO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLIJOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLISJO,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
TZLISOJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLIOJS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TZLIOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJISO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLJIOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLJSIO,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZLJSOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJOIS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLJOSI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZLSIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLSIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TZLSJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TZLSJOI,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TZLSOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TZLSOJI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
TZLOIJS,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLOISJ,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TZLOJIS,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLOJSI,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TZLOSIJ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TZLOSJI,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TZJILSO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TZJILOS,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZJISLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZJISOL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZJIOLS,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TZJIOSL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZJLISO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZJLIOS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZJLSIO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
