sequence,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBasB8sB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBysBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBxdB?3gBSnBOoBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBFnB8sBisB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeU7IvhFRdBSjB?lhB3gBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iB8sBasB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBSjB?3gBRnBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFCeBTgB?lhBXjB2sBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFSjBTgB?lhBmnB3nBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iBysBUsB
JOIZLTS,O,O,O,O,O,X,X,X,O,X
JOIZLST,O,O,O,O,X,O,O,X,X,O
JOIZSTL,O,X,O,O,X,O,O,O,X,X
JOIZSLT,O,O,O,O,X,O,O,O,X,X
JOLTISZ,O,O,O,X,O,X,X,O,O,O
JOLTIZS,X,O,O,X,O,X,X,X,O,X
JOLTSIZ,O,O,O,X,O,X,X,O,O,O
JOLTSZI,X,O,O,X,O,X,X,O,O,O
JOLTZIS,X,O,O,X,O,X,X,X,O,X
JOLTZSI,X,O,O,X,O,X,X,X,O,X
JOLITSZ,O,O,O,X,O,X,X,O,O,O
JOLITZS,X,O,O,X,O,X,X,X,O,X
JOLISTZ,O,O,O,X,X,X,X,O,O,O
JOLISZT,O,O,O,O,X,X,X,O,X,O
JOLIZTS,O,O,O,O,O,X,X,X,O,X
JOLIZST,O,O,O,O,X,O,X,X,X,O
JOLSTIZ,O,O,O,X,O,X,X,O,O,O
JOLSTZI,X,O,O,X,O,X,O,O,O,O
JOLSITZ,O,O,O,X,X,X,X,O,O,O
JOLSIZT,O,O,O,O,X,X,X,O,X,O
JOLSZTI,O,O,O,X,O,X,O,O,X,O
JOLSZIT,O,O,O,X,X,X,X,O,X,O
JOLZTIS,O,O,O,O,O,X,X,X,O,X
JOLZTSI,O,O,O,O,O,X,X,X,O,X
JOLZITS,O,O,O,O,O,X,X,X,O,X
JOLZIST,O,O,O,O,X,O,X,X,X,O
JOLZSTI,O,O,O,X,O,O,X,X,X,O
JOLZSIT,O,O,O,O,X,O,X,X,X,O
JOSTILZ,O,O,O,X,O,X,O,O,O,X
JOSTIZL,O,X,O,O,O,X,O,O,X,X
JOSTLIZ,X,X,O,X,O,X,X,O,O,X
JOSTLZI,X,X,O,X,O,X,O,O,O,X
JOSTZIL,X,X,O,X,O,X,O,O,X,X
JOSTZLI,X,X,O,X,O,X,O,O,X,X
JOSITLZ,O,O,O,X,X,X,O,O,O,X
JOSITZL,O,X,O,O,X,X,O,O,X,X
JOSILTZ,O,O,O,X,X,X,O,O,O,O
JOSILZT,O,O,O,O,X,X,O,O,X,O
JOSIZTL,O,X,O,O,X,O,O,O,X,X
JOSIZLT,O,O,O,O,X,O,O,O,X,X
JOSLTIZ,O,O,O,X,O,X,X,O,O,O
JOSLTZI,X,O,O,X,O,X,O,O,O,O
JOSLITZ,O,O,O,X,X,X,X,O,O,O
JOSLIZT,O,O,O,O,X,X,X,O,X,O
JOSLZTI,O,O,O,X,O,X,O,O,X,O
JOSLZIT,O,O,O,X,X,X,X,O,X,O
JOSZTIL,O,X,O,O,O,O,O,O,X,X
JOSZTLI,O,X,O,O,O,O,O,O,X,X
JOSZITL,O,X,O,O,X,O,O,O,X,X
JOSZILT,O,O,O,O,X,O,O,O,X,X
JOSZLTI,O,X,O,X,O,O,O,O,X,X
JOSZLIT,O,X,O,O,X,O,X,O,X,X
JOZTILS,O,X,O,O,O,X,X,X,O,X
JOZTISL,O,X,X,O,O,O,X,O,X,X
JOZTLIS,O,X,O,O,O,X,X,X,O,X
JOZTLSI,O,X,O,O,O,X,X,X,O,X
JOZTSIL,O,X,X,O,O,O,X,O,X,X
JOZTSLI,O,X,X,O,O,O,X,O,X,X
JOZITLS,O,X,O,O,O,X,X,X,O,X
JOZITSL,O,X,X,O,O,O,X,O,X,X
JOZILTS,O,O,O,O,O,X,X,X,O,X
JOZILST,O,O,O,O,X,O,X,X,X,O
JOZISTL,O,X,O,O,X,O,X,O,X,X
JOZISLT,O,O,O,O,X,O,X,O,X,X
JOZLTIS,O,O,O,O,O,X,X,X,O,X
JOZLTSI,O,O,O,O,O,X,X,X,O,X
JOZLITS,O,O,O,O,O,X,X,X,O,X
JOZLIST,O,O,O,O,X,O,X,X,X,O
JOZLSTI,O,O,O,X,O,O,X,X,X,O
JOZLSIT,O,O,O,O,X,O,X,X,X,O
JOZSTIL,O,X,O,O,O,O,X,O,X,X
JOZSTLI,O,X,O,O,O,O,X,O,X,X
JOZSITL,O,X,O,O,X,O,X,O,X,X
JOZSILT,O,O,O,O,X,O,X,O,X,X
JOZSLTI,O,X,O,X,O,O,X,O,X,X
JOZSLIT,O,X,O,O,X,O,X,O,X,X
STILJZO,O,O,O,X,X,X,O,X,X,X
STILJOZ,O,O,O,X,X,X,X,X,X,X
STILZJO,O,O,O,X,O,X,O,X,X,X
STILZOJ,O,O,O,X,O,X,O,X,X,X
STILOJZ,X,O,X,X,X,X,O,X,X,X
STILOZJ,X,X,O,X,X,X,O,X,X,X
STIJLZO,O,O,O,X,X,X,O,X,X,X
STIJLOZ,O,O,O,X,X,X,X,X,X,X
STIJZLO,O,X,O,O,X,X,O,X,X,X
STIJZOL,O,X,O,O,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,X,O,X,X,X
STIJOZL,O,X,O,O,X,X,O,X,X,X
STIZLJO,O,X,O,X,O,X,O,X,X,X
STIZLOJ,X,X,O,X,O,X,O,X,X,X
STIZJLO,O,X,O,O,X,X,O,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,O,X,X,X
STIZOJL,O,X,O,X,X,X,O,X,X,X
STIOLJZ,X,X,O,X,X,X,O,X,X,X
STIOLZJ,X,X,O,X,X,X,O,X,X,X
STIOJLZ,X,X,O,X,X,X,O,X,X,X
STIOJZL,X,X,O,X,X,X,O,X,X,X
STIOZLJ,X,X,O,X,X,X,O,X,X,X
STIOZJL,X,X,O,X,X,X,O,X,X,X
STLIJZO,O,O,O,X,X,X,O,X,X,X
STLIJOZ,O,O,O,X,X,X,X,X,X,O
STLIZJO,O,O,O,X,O,X,O,X,X,X
STLIZOJ,O,O,O,X,O,X,O,X,X,X
STLIOJZ,X,O,X,X,X,X,O,X,X,O
STLIOZJ,X,O,O,X,X,X,O,X,X,O
STLJIZO,O,O,O,X,X,X,O,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,O
STLJZIO,X,O,O,X,X,X,O,X,X,X
STLJZOI,X,O,O,X,X,X,O,X,X,O
STLJOIZ,O,O,O,X,X,X,X,X,X,O
STLJOZI,X,O,O,X,X,X,X,X,X,O
STLZIJO,O,O,O,X,O,X,O,X,X,X
STLZIOJ,O,O,O,X,O,X,O,X,X,X
STLZJIO,O,O,O,X,O,X,O,X,X,X
STLZJOI,O,O,O,X,O,X,O,X,X,O
STLZOIJ,O,O,O,X,O,X,O,X,X,O
STLZOJI,O,O,O,X,O,X,O,X,X,O
STLOIJZ,O,O,O,X,X,X,O,X,O,O
STLOIZJ,O,O,O,X,X,X,O,X,X,O
STLOJIZ,O,O,O,X,X,X,X,X,O,O
STLOJZI,X,O,O,X,X,X,O,X,O,O
STLOZIJ,O,O,O,X,X,X,O,X,X,O
STLOZJI,O,O,O,X,X,X,O,X,X,O
STJILZO,O,O,O,X,O,X,O,X,X,X
STJILOZ,O,O,O,X,X,X,X,O,X,X
STJIZLO,O,X,O,O,O,X,O,X,X,X
STJIZOL,O,X,O,O,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,X,O,O,X,X
STJIOZL,O,X,O,O,X,X,O,O,X,X
STJLIZO,X,X,O,X,O,X,O,X,X,X
STJLIOZ,X,X,O,X,X,X,X,O,X,X
STJLZIO,X,X,O,X,O,X,O,X,X,X
STJLZOI,X,X,O,X,O,X,O,O,X,X
STJLOIZ,X,X,O,X,X,X,X,O,O,X
STJLOZI,X,X,O,X,X,X,X,O,O,X
STJZILO,X,X,O,X,O,X,O,X,X,X
STJZIOL,X,X,O,X,X,X,X,X,X,X
STJZLIO,X,X,O,X,O,X,O,X,X,X
STJZLOI,X,X,O,X,O,X,O,O,X,X
STJZOIL,X,X,O,X,X,X,O,O,X,X
STJZOLI,X,X,O,X,X,X,O,O,X,X
STJOILZ,O,O,O,X,X,X,O,O,O,X
STJOIZL,O,X,O,O,X,X,O,O,X,X
STJOLIZ,X,X,O,X,X,X,X,O,O,X
STJOLZI,X,X,O,X,X,X,O,O,O,X
STJOZIL,X,X,O,X,X,X,O,O,X,X
STJOZLI,X,X,O,X,X,X,O,O,X,X
STZILJO,O,X,O,X,O,X,O,X,X,X
STZILOJ,X,X,O,X,O,X,O,X,X,X
STZIJLO,O,X,O,O,X,X,O,X,X,X
STZIJOL,O,X,O,O,X,O,X,X,X,X
STZIOLJ,O,X,O,X,X,O,O,X,X,X
STZIOJL,O,X,O,X,X,O,O,X,X,X
STZLIJO,O,X,O,X,O,X,O,X,X,X
STZLIOJ,X,X,O,X,O,X,O,X,X,X
STZLJIO,O,X,O,X,O,X,O,X,X,X
STZLJOI,O,X,O,X,O,O,O,X,X,X
STZLOIJ,O,X,O,X,O,O,O,X,X,X
STZLOJI,O,X,O,X,O,O,O,X,X,X
STZJILO,O,X,O,O,O,X,O,X,X,X
STZJIOL,O,X,O,O,X,O,X,X,X,X
STZJLIO,O,X,O,X,O,X,O,X,X,X
STZJLOI,O,X,O,X,O,O,O,X,X,X
STZJOIL,O,X,O,O,X,O,O,X,X,X
STZJOLI,O,X,O,X,X,O,O,X,X,X
STZOILJ,O,X,O,X,O,O,O,X,X,X
STZOIJL,O,X,O,O,X,O,O,X,X,X
STZOLIJ,O,X,O,X,O,O,O,X,X,X
STZOLJI,O,X,O,X,O,O,O,X,X,X
STZOJIL,O,X,O,O,O,O,O,X,X,X
STZOJLI,O,X,O,X,O,O,O,X,X,X
STOILJZ,O,O,O,X,X,X,O,X,O,O
STOILZJ,O,O,O,X,O,X,O,X,X,O
STOIJLZ,O,O,O,X,X,X,O,O,O,X
STOIJZL,O,X,O,O,X,X,O,O,X,X
STOIZLJ,O,X,O,X,O,O,O,X,X,X
STOIZJL,O,X,O,O,X,O,O,X,X,X
STOLIJZ,O,O,O,X,X,X,O,X,O,O
STOLIZJ,O,O,O,X,O,X,O,X,X,O
STOLJIZ,O,O,O,X,X,X,X,X,O,O
STOLJZI,X,O,O,X,X,X,O,X,O,O
STOLZIJ,O,O,O,X,O,X,O,X,X,O
STOLZJI,O,O,O,X,O,X,O,X,X,O
STOJILZ,O,O,O,X,O,X,O,O,O,X
STOJIZL,O,X,O,O,O,X,O,O,X,X
STOJLIZ,X,X,O,X,O,X,X,O,O,X
STOJLZI,X,X,O,X,O,X,O,O,O,X
STOJZIL,X,X,O,X,O,X,O,O,X,X
STOJZLI,X,X,O,X,O,X,O,O,X,X
STOZILJ,O,X,O,X,O,O,O,X,X,X
STOZIJL,O,X,O,O,X,O,O,X,X,X
STOZLIJ,O,X,O,X,O,O,O,X,X,X
STOZLJI,O,X,O,X,O,O,O,X,X,X
STOZJIL,O,X,O,O,O,O,O,X,X,X
STOZJLI,O,X,O,X,O,O,O,X,X,X
SITLJZO,O,O,O,X,X,X,O,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,X,O,X,X,X
SITLZOJ,O,O,O,X,X,X,O,X,X,X
SITLOJZ,X,O,X,X,X,X,O,X,X,X
SITLOZJ,X,X,O,X,X,X,O,X,X,X
SITJLZO,O,O,O,X,X,X,O,X,X,X
SITJLOZ,O,O,O,X,X,X,X,X,X,X
SITJZLO,O,X,O,O,X,X,O,X,X,X
SITJZOL,O,X,O,O,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,X,O,X,X,X
SITJOZL,O,X,O,O,X,X,O,X,X,X
SITZLJO,O,X,O,X,X,X,O,X,X,X
SITZLOJ,X,X,O,X,X,X,O,X,X,X
SITZJLO,O,X,O,O,X,X,O,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,O,X,X,X
SITZOJL,O,X,O,X,X,X,O,X,X,X
SITOLJZ,X,X,O,X,X,X,O,X,X,X
SITOLZJ,X,X,O,X,X,X,O,X,X,X
SITOJLZ,X,X,O,X,X,X,O,X,X,X
SITOJZL,X,X,O,X,X,X,O,X,X,X
SITOZLJ,X,X,O,X,X,X,O,X,X,X
SITOZJL,X,X,O,X,X,X,O,X,X,X
SILTJZO,O,O,O,X,X,X,O,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,X,O,X,X,X
SILTZOJ,O,O,O,X,X,X,O,X,X,X
SILTOJZ,X,O,X,X,X,X,O,X,X,X
SILTOZJ,X,O,O,X,X,X,O,X,X,X
SILJTZO,O,O,O,X,X,X,O,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,X,X,X
SILJZOT,O,O,O,O,X,X,X,X,X,X
SILJOTZ,O,O,O,X,X,X,X,X,X,X
SILJOZT,O,O,O,O,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,X,O,X,X,X
SILZTOJ,O,O,O,X,X,X,O,X,X,X
SILZJTO,O,O,O,O,X,X,O,X,X,X
SILZJOT,O,O,O,O,X,X,X,X,X,X
SILZOTJ,O,O,O,X,X,X,O,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,O,X,X,X
SILOTZJ,O,O,O,X,X,X,O,X,X,X
SILOJTZ,O,O,X,X,X,X,O,X,X,X
SILOJZT,O,O,X,X,X,X,O,X,X,X
SILOZTJ,O,O,O,X,X,X,O,X,X,X
SILOZJT,O,O,X,X,X,X,O,X,X,X
SIJTLZO,O,O,O,X,X,X,O,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,O,X,X
SIJTZLO,O,X,O,O,X,X,O,X,X,X
SIJTZOL,O,X,O,O,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,O,O,X,X
SIJTOZL,O,X,O,O,X,X,O,O,X,X
SIJLTZO,O,O,O,X,X,X,O,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,O,X,X
SIJLZTO,O,O,O,O,X,X,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,X,X,O,X,X
SIJLOZT,O,O,O,O,X,X,X,O,X,X
SIJZTLO,O,X,O,O,X,X,O,X,X,X
SIJZTOL,O,X,O,O,X,X,X,X,X,X
SIJZLTO,O,O,O,O,X,X,O,X,X,X
SIJZLOT,O,O,O,O,X,X,X,X,X,X
SIJZOTL,O,X,O,O,X,X,X,X,X,X
SIJZOLT,O,O,X,O,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,O,O,X,X
SIJOTZL,O,X,O,O,X,X,O,O,X,X
SIJOLTZ,O,O,O,X,X,X,O,O,X,X
SIJOLZT,O,O,O,O,X,X,O,O,X,X
SIJOZTL,O,X,O,O,X,X,O,O,X,X
SIJOZLT,O,O,O,O,X,X,O,O,X,X
SIZTLJO,O,X,O,O,X,X,O,X,X,X
SIZTLOJ,X,X,O,X,X,X,O,X,X,X
SIZTJLO,O,X,O,O,X,X,O,X,X,X
SIZTJOL,O,X,O,O,X,X,X,X,X,X
SIZTOLJ,O,X,O,X,X,X,O,X,X,X
SIZTOJL,O,X,O,O,X,X,O,X,X,X
SIZLTJO,O,O,O,X,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,X,O,X,X,X
SIZLJTO,O,O,O,O,X,X,O,X,X,X
SIZLJOT,O,O,O,O,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,O,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,X,X,O,X,X,X
SIZJTOL,O,X,O,O,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,O,X,X,X
SIZJLOT,O,O,O,O,X,X,X,X,X,X
SIZJOTL,O,X,O,O,X,X,X,X,X,X
SIZJOLT,O,O,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,O,X,X,X,O,X,X,X
SIZOTJL,O,X,O,O,X,X,O,X,X,X
SIZOLTJ,O,X,O,X,X,X,O,X,X,X
SIZOLJT,O,X,O,O,X,X,O,X,X,X
SIZOJTL,O,X,O,O,X,X,O,X,X,X
SIZOJLT,O,X,O,O,X,X,O,X,X,X
SIOTLJZ,O,O,O,X,X,X,O,X,X,X
SIOTLZJ,O,O,O,X,X,X,O,X,X,X
SIOTJLZ,O,O,O,X,X,X,O,O,X,X
SIOTJZL,O,X,O,O,X,X,O,O,X,X
SIOTZLJ,O,X,O,X,X,X,O,X,X,X
SIOTZJL,O,X,O,O,X,X,O,X,X,X
SIOLTJZ,O,O,O,X,X,X,O,X,X,X
SIOLTZJ,O,O,O,X,X,X,O,X,X,X
SIOLJTZ,O,O,O,X,X,X,O,O,X,X
SIOLJZT,O,O,O,O,X,X,O,O,X,X
SIOLZTJ,O,O,O,X,X,X,O,X,X,X
SIOLZJT,O,O,O,O,X,X,O,X,X,X
SIOJTLZ,O,O,O,X,X,X,O,O,X,X
SIOJTZL,O,X,O,O,X,X,O,O,X,X
SIOJLTZ,O,O,O,X,X,X,O,O,X,X
SIOJLZT,O,O,O,O,X,X,O,O,X,X
SIOJZTL,O,X,O,O,X,X,O,O,X,X
SIOJZLT,O,O,O,O,X,X,O,O,X,X
SIOZTLJ,O,X,O,X,X,X,O,X,X,X
SIOZTJL,O,X,O,O,X,X,O,X,X,X
SIOZLTJ,O,O,O,X,X,X,O,X,X,X
SIOZLJT,O,O,O,O,X,X,O,X,X,X
SIOZJTL,O,X,O,O,X,X,O,O,X,X
SIOZJLT,O,O,O,O,X,X,O,O,X,X
SLTIJZO,O,O,O,X,X,X,O,X,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,O
SLTIZJO,O,O,O,X,O,X,O,X,X,X
SLTIZOJ,O,O,O,X,O,X,O,X,X,X
SLTIOJZ,X,O,X,X,X,X,O,X,X,O
SLTIOZJ,X,O,O,X,X,X,O,X,X,O
SLTJIZO,O,O,O,X,X,X,O,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,O
SLTJZIO,X,O,O,X,X,X,O,X,X,X
SLTJZOI,X,O,O,X,X,X,O,X,X,O
SLTJOIZ,O,O,O,X,X,X,X,X,X,O
SLTJOZI,X,O,O,X,X,X,X,X,X,O
SLTZIJO,O,O,O,X,O,X,O,X,X,X
SLTZIOJ,O,O,O,X,O,X,O,X,X,X
SLTZJIO,O,O,O,X,O,X,O,X,X,X
SLTZJOI,O,O,O,X,O,X,O,X,X,O
SLTZOIJ,O,O,O,X,O,X,O,X,X,O
SLTZOJI,O,O,O,X,O,X,O,X,X,O
SLTOIJZ,O,O,O,X,X,X,O,X,O,O
SLTOIZJ,O,O,O,X,X,X,O,X,X,O
SLTOJIZ,O,O,O,X,X,X,X,X,O,O
SLTOJZI,X,O,O,X,X,X,O,X,O,O
SLTOZIJ,O,O,O,X,X,X,O,X,X,O
SLTOZJI,O,O,O,X,X,X,O,X,X,O
SLITJZO,O,O,O,X,X,X,O,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,O
SLITZJO,O,O,O,X,X,X,O,X,X,X
SLITZOJ,O,O,O,X,X,X,O,X,X,X
SLITOJZ,X,O,X,X,X,X,O,X,X,O
SLITOZJ,X,O,O,X,X,X,O,X,X,O
SLIJTZO,O,O,O,X,X,X,O,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,O
SLIJZTO,O,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,O,O,X,X,X,X,X,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,O
SLIJOZT,O,O,O,O,X,X,X,X,X,O
SLIZTJO,O,O,O,X,X,X,O,X,X,X
SLIZTOJ,O,O,O,X,X,X,O,X,X,X
SLIZJTO,O,O,O,O,X,X,O,X,X,X
SLIZJOT,O,O,O,O,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,O,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,O,X,X,O
SLIOTZJ,O,O,O,X,X,X,O,X,X,O
SLIOJTZ,O,O,X,X,X,X,O,X,X,O
SLIOJZT,O,O,X,X,X,X,O,X,X,O
SLIOZTJ,O,O,O,X,X,X,O,X,X,O
SLIOZJT,O,O,X,X,X,X,O,X,X,O
SLJTIZO,O,O,O,X,O,X,O,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,O,X,O
SLJTZIO,X,O,O,X,O,X,O,X,X,X
SLJTZOI,X,O,O,X,O,X,O,O,X,O
SLJTOIZ,O,O,O,X,X,X,X,O,O,O
SLJTOZI,X,O,O,X,X,X,X,O,O,O
SLJITZO,O,O,O,X,X,X,O,X,X,X
SLJITOZ,O,O,O,X,X,X,X,O,X,O
SLJIZTO,O,O,O,O,X,X,O,X,X,X
SLJIZOT,O,O,O,O,X,X,X,X,X,X
SLJIOTZ,O,O,O,X,X,X,X,O,X,O
SLJIOZT,O,O,O,O,X,X,X,O,X,O
SLJZTIO,O,O,O,X,O,X,O,X,X,X
SLJZTOI,O,O,O,X,O,X,O,O,X,O
SLJZITO,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,O,X,O
SLJZOIT,O,O,O,X,X,X,X,O,X,O
SLJOTIZ,O,O,O,X,X,X,X,O,O,O
SLJOTZI,X,O,O,X,X,X,X,O,O,O
SLJOITZ,O,O,O,X,X,X,X,O,O,O
SLJOIZT,O,O,O,O,X,X,X,O,X,O
SLJOZTI,O,O,O,X,X,X,X,O,X,O
SLJOZIT,O,O,O,X,X,X,X,O,X,O
SLZTIJO,O,O,O,X,O,X,O,X,X,X
SLZTIOJ,O,O,O,X,O,X,O,X,X,X
SLZTJIO,O,O,O,X,O,X,O,X,X,X
SLZTJOI,O,O,O,X,O,X,O,X,X,O
SLZTOIJ,O,O,O,X,O,X,O,X,X,O
SLZTOJI,O,O,O,X,O,X,O,X,X,O
SLZITJO,O,O,O,X,X,X,O,X,X,X
SLZITOJ,O,O,O,X,X,X,O,X,X,X
SLZIJTO,O,O,O,O,X,X,O,X,X,X
SLZIJOT,O,O,O,O,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,X,O,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,O,X,O,X,X,X
SLZJTOI,O,O,O,X,O,X,O,X,X,O
SLZJITO,O,O,O,O,X,X,X,X,X,X
SLZJIOT,O,O,O,O,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,O
SLZJOIT,O,O,O,O,X,X,X,X,X,O
SLZOTIJ,O,O,O,X,X,X,O,X,X,O
SLZOTJI,O,O,O,X,X,X,O,X,X,O
SLZOITJ,O,O,O,X,X,X,O,X,X,O
SLZOIJT,O,O,O,O,X,X,O,X,X,O
SLZOJTI,O,O,O,X,X,X,O,X,X,O
SLZOJIT,O,O,O,O,X,X,X,X,X,O
SLOTIJZ,O,O,O,X,X,X,O,X,O,O
SLOTIZJ,O,O,O,X,X,X,O,X,X,O
SLOTJIZ,O,O,O,X,X,X,X,X,O,O
SLOTJZI,X,O,O,X,X,X,O,X,O,O
SLOTZIJ,O,O,O,X,X,X,O,X,X,O
SLOTZJI,O,O,O,X,X,X,O,X,X,O
SLOITJZ,O,O,O,X,X,X,O,X,O,O
SLOITZJ,O,O,O,X,X,X,O,X,X,O
SLOIJTZ,O,O,O,X,X,X,O,O,O,O
SLOIJZT,O,O,O,O,X,X,O,O,X,O
SLOIZTJ,O,O,O,X,X,X,O,X,X,O
SLOIZJT,O,O,O,O,X,X,O,X,X,O
SLOJTIZ,O,O,O,X,X,X,X,O,O,O
SLOJTZI,X,O,O,X,X,X,O,O,O,O
SLOJITZ,O,O,O,X,X,X,X,O,O,O
SLOJIZT,O,O,O,O,X,X,X,O,X,O
SLOJZTI,O,O,O,X,X,X,O,O,X,O
SLOJZIT,O,O,O,X,X,X,X,O,X,O
SLOZTIJ,O,O,O,X,X,X,O,X,X,O
SLOZTJI,O,O,O,X,X,X,O,X,X,O
SLOZITJ,O,O,O,X,X,X,O,X,X,O
SLOZIJT,O,O,O,O,X,X,O,X,X,O
SLOZJTI,O,O,O,X,X,X,O,X,X,O
SLOZJIT,O,O,O,O,X,X,X,X,X,O
SJTILZO,O,O,O,X,O,X,O,X,X,X
SJTILOZ,O,O,O,X,X,X,X,O,X,X
SJTIZLO,O,X,O,O,O,X,O,X,X,X
SJTIZOL,O,X,O,O,X,X,X,X,X,X
SJTIOLZ,O,O,O,X,X,X,O,O,X,X
SJTIOZL,O,X,O,O,X,X,O,O,X,X
SJTLIZO,X,X,O,X,O,X,O,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,O,X,X
SJTLZIO,X,X,O,X,O,X,O,X,X,X
SJTLZOI,X,X,O,X,O,X,O,O,X,X
SJTLOIZ,X,X,O,X,X,X,X,O,O,X
SJTLOZI,X,X,O,X,X,X,X,O,O,X
SJTZILO,X,X,O,X,O,X,O,X,X,X
SJTZIOL,X,X,O,X,X,X,X,X,X,X
SJTZLIO,X,X,O,X,O,X,O,X,X,X
SJTZLOI,X,X,O,X,O,X,O,O,X,X
SJTZOIL,X,X,O,X,X,X,O,O,X,X
SJTZOLI,X,X,O,X,X,X,O,O,X,X
SJTOILZ,O,O,O,X,X,X,O,O,O,X
SJTOIZL,O,X,O,O,X,X,O,O,X,X
SJTOLIZ,X,X,O,X,X,X,X,O,O,X
SJTOLZI,X,X,O,X,X,X,O,O,O,X
SJTOZIL,X,X,O,X,X,X,O,O,X,X
SJTOZLI,X,X,O,X,X,X,O,O,X,X
SJITLZO,O,O,O,X,X,X,O,X,X,X
SJITLOZ,O,O,O,X,X,X,X,O,X,X
SJITZLO,O,X,O,O,X,X,O,X,X,X
SJITZOL,O,X,O,O,X,X,X,X,X,X
SJITOLZ,O,O,O,X,X,X,O,O,X,X
SJITOZL,O,X,O,O,X,X,O,O,X,X
SJILTZO,O,O,O,X,X,X,O,X,X,X
SJILTOZ,O,O,O,X,X,X,X,O,X,X
SJILZTO,O,O,O,O,X,X,O,X,X,X
SJILZOT,O,O,O,O,X,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X,O,X,X
SJILOZT,O,O,O,O,X,X,X,O,X,X
SJIZTLO,O,X,O,O,X,X,O,X,X,X
SJIZTOL,O,X,O,O,X,X,X,X,X,X
SJIZLTO,O,O,O,O,X,X,O,X,X,X
SJIZLOT,O,O,O,O,X,X,X,X,X,X
SJIZOTL,O,X,O,O,X,X,X,X,X,X
SJIZOLT,O,O,X,O,X,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,O,O,X,X
SJIOTZL,O,X,O,O,X,X,O,O,X,X
SJIOLTZ,O,O,O,X,X,X,O,O,X,X
SJIOLZT,O,O,O,O,X,X,O,O,X,X
