sequence,v115@7gB8HeB8FeF8EeF8AeF8Jem6IvhFRcBSiBTfB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFzaBGdBRhB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFxbBTdBflBlgBqm?B8qB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFibBchBTdBflB5l?B1wB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFTbBSiBflBRrB8q?BlrB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFfgBxbBTdBWmB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhF0bBxcBzfBSmBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFlbBGdBxkB0mB/q?BirB,v115@7gB8HeB8FeF8EeF8AeF8Je36IvhFTdBxgB2kBChB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFGbBUgBxhBThBXn?BlqB
JTOLZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JTOLZSI,O,X,O,O,X,O,O,X,O,X,X,X,X
JTOSILZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JTOSIZL,O,X,X,O,X,X,X,X,O,X,X,X,X
JTOSLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X
JTOSLZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JTOSZIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JTOSZLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JTOZILS,O,X,X,X,X,X,O,O,O,X,X,O,X
JTOZISL,X,X,X,O,X,X,O,O,O,X,X,X,X
JTOZLIS,O,X,O,X,X,X,O,O,O,X,X,O,X
JTOZLSI,O,X,O,O,X,O,O,X,O,X,X,X,X
JTOZSIL,O,X,X,O,X,X,O,X,O,X,X,X,X
JTOZSLI,O,X,O,O,X,X,O,X,O,X,X,X,X
JITLSZO,X,X,X,X,O,X,O,X,X,X,X,O,X
JITLSOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,X,X,O,O,X,X,X,O,O
JITLZOS,X,O,X,X,X,X,O,O,O,X,X,O,O
JITLOSZ,X,O,X,X,X,X,X,X,O,X,X,X,X
JITLOZS,X,O,X,X,X,X,O,O,O,X,X,O,X
JITSLZO,X,X,X,O,O,X,X,X,X,X,X,O,X
JITSLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JITSZLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JITSZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,O,X,O,X,O,X
JITZLOS,X,O,X,X,X,X,X,O,O,O,X,O,X
JITZSLO,X,X,X,O,X,X,X,O,X,O,X,O,X
JITZSOL,X,X,X,O,X,X,X,O,X,O,X,X,X
JITZOLS,X,X,X,X,X,X,X,O,O,O,X,O,X
JITZOSL,X,X,X,O,X,X,X,O,O,O,X,X,X
JITOLSZ,X,O,X,X,X,X,O,X,O,X,X,X,X
JITOLZS,X,O,X,X,X,X,O,O,O,X,X,O,X
JITOSLZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JITOSZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JITOZLS,X,X,X,X,X,X,O,O,O,O,X,O,X
JITOZSL,X,X,X,O,X,X,O,O,O,O,X,X,X
JILTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,O,X,X,X,X,O
JILTZOS,X,O,X,X,X,X,X,O,O,X,X,X,O
JILTOSZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JILTOZS,X,O,O,X,X,X,X,O,O,X,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JILSZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JILSZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JILSOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JILSOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,O,X,O,O
JILZTOS,X,O,O,X,X,X,X,O,O,O,X,O,O
JILZSTO,X,X,O,X,O,X,X,X,X,O,X,O,O
JILZSOT,X,O,O,X,O,X,X,O,X,O,X,X,X
JILZOTS,X,O,O,X,X,X,X,O,X,O,X,O,O
JILZOST,X,O,O,X,X,X,X,O,X,O,X,X,X
JILOTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,O,X,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,O,X,O,X,X,X
JILOZST,X,O,O,X,X,X,X,O,X,O,X,X,X
JISTLZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JISTLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JISTZLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JISLZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JISLZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JISLOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JISLOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JISZTLO,X,X,X,O,O,X,X,X,X,O,X,X,X
JISZTOL,X,X,X,O,O,X,X,X,X,O,X,X,X
JISZLTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JISZLOT,X,O,O,X,O,X,X,X,X,O,X,X,X
JISZOTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JISZOLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JISOTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JISOTZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JISOLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JISOZLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JIZTLSO,X,O,X,X,X,X,X,X,X,O,X,O,X
JIZTLOS,X,O,X,X,X,X,X,O,O,O,X,O,X
JIZTSLO,X,O,X,X,X,X,X,X,X,O,X,O,X
JIZTSOL,X,X,X,X,X,X,X,X,X,O,X,X,X
JIZTOLS,X,O,X,X,X,X,X,O,O,O,X,O,X
JIZTOSL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X,X,O,X,O,X
JIZLTOS,X,O,O,X,X,X,X,O,O,O,X,O,X
JIZLSTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JIZLSOT,X,O,O,X,O,X,X,O,X,O,X,X,X
JIZLOTS,X,O,O,X,X,X,X,O,X,O,X,O,X
JIZLOST,X,O,O,X,X,X,X,O,X,O,X,X,X
JIZSTLO,X,X,X,X,O,X,X,X,X,O,X,X,X
JIZSTOL,X,X,X,X,O,X,X,X,X,O,X,X,X
JIZSLTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JIZSLOT,X,O,O,X,O,X,X,O,X,O,X,X,X
JIZSOTL,X,X,X,X,O,X,X,X,X,O,X,X,X
JIZSOLT,X,X,O,X,O,X,X,O,X,O,X,X,X
JIZOTLS,X,X,X,X,X,X,X,O,X,O,X,X,X
JIZOTSL,X,X,X,X,X,X,X,X,X,O,X,X,X
JIZOLTS,X,O,O,X,X,X,X,O,X,O,X,O,X
JIZOLST,X,O,O,X,X,X,X,O,X,O,X,X,X
JIZOSTL,X,X,X,X,X,X,X,X,X,O,X,X,X
JIZOSLT,X,X,O,X,X,X,X,O,X,O,X,X,X
JIOTLSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JIOTLZS,X,O,X,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,O,O,X,O,X,X,X
JIOTZSL,X,X,X,O,X,X,O,O,X,O,X,X,X
JIOLTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOLSZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,O,X,O,X,X,X
JIOLZST,X,O,O,X,X,X,X,O,X,O,X,X,X
JIOSTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JIOSZLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JIOZTLS,X,X,X,X,X,X,X,O,X,O,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,O,X,X,X
JIOZLTS,X,O,O,X,X,X,X,O,X,O,X,O,X
JIOZLST,X,O,O,X,X,X,X,O,X,O,X,X,X
JIOZSTL,X,X,X,X,X,X,X,X,X,O,X,X,X
JIOZSLT,X,X,O,X,X,X,X,O,X,O,X,X,X
JLTISZO,O,X,X,X,O,O,O,X,X,X,X,O,X
JLTISOZ,O,O,X,X,X,O,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,O,X,X,X,X,O,O
JLTIZOS,X,O,X,X,X,X,O,X,O,X,X,O,O
JLTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JLTSIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
JLTSIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JLTSZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
JLTSZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLTSOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JLTSOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
JLTZISO,X,O,X,X,X,X,O,O,X,X,X,O,O
JLTZIOS,X,O,O,X,X,X,O,O,O,X,X,O,O
JLTZSIO,X,O,O,O,X,O,O,O,X,X,X,O,O
JLTZSOI,X,O,O,O,X,O,X,X,O,X,X,X,X
JLTZOIS,X,O,O,X,X,X,O,O,O,X,X,O,O
JLTZOSI,X,O,O,O,X,O,X,X,O,X,X,X,X
JLTOISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JLTOIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
JLTOSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JLTOSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JLTOZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
JLTOZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
JLITSZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLITSOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X,X,X,X,O
JLITZOS,X,O,X,X,X,X,X,X,O,X,X,X,O
JLITOSZ,O,O,O,X,X,X,X,X,O,X,X,X,X
JLITOZS,O,O,O,X,X,X,X,X,O,X,X,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JLISZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLISZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JLISOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
JLISOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,X,X,X,X,X,X,O,X,O,O
JLIZTOS,O,O,O,X,X,X,X,X,O,O,X,O,O
JLIZSTO,O,X,O,X,O,X,X,X,X,O,X,O,O
JLIZSOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JLIZOTS,O,O,O,X,X,X,X,X,X,O,X,O,O
JLIZOST,O,O,O,X,X,X,X,X,X,O,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X,X,O,X,X,X
JLIOZST,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSTIZO,X,X,X,O,O,O,X,X,X,X,X,X,X
JLSTIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JLSTZIO,X,X,O,O,X,O,X,X,X,X,X,X,X
JLSTZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLSTOIZ,X,O,O,O,X,O,X,X,O,X,X,X,X
JLSTOZI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLSITZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JLSITOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
JLSIZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSIZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSIOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JLSIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JLSZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
JLSZTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSZIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JLSZOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLSZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JLSOTZI,X,X,O,O,X,O,X,X,X,X,X,X,X
JLSOITZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JLSOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JLSOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLSOZIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,X,X,X,X,O,O
JLZTIOS,O,O,O,X,X,X,X,X,O,X,X,O,O
JLZTSIO,O,O,O,X,X,X,X,X,X,X,X,O,O
JLZTSOI,O,O,O,X,X,X,X,X,O,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,O,X,X,O,O
JLZTOSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X,O,X,O,O
JLZITOS,O,O,O,X,X,X,X,X,O,O,X,O,O
JLZISTO,O,X,O,X,O,X,X,X,X,O,X,O,O
JLZISOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JLZIOTS,O,O,O,X,X,X,X,X,X,O,X,O,O
JLZIOST,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X,X,X,X,O,O
JLZSTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JLZSITO,O,X,O,X,O,X,X,X,X,X,X,O,O
JLZSIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JLZSOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,O,X,X,O,O
JLZOTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X,X,X,O,O
JLZOIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
JLOTIZS,O,O,O,X,X,X,O,X,O,X,X,X,X
JLOTSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
JLOTSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
JLOTZIS,O,O,O,X,X,X,O,X,O,X,X,X,X
JLOTZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
JLOITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOISZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JLOSTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
JLOSITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
JLOSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,O,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTILZO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSTILOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSTIZLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JSTIZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSTLIZO,X,X,X,O,O,X,O,X,X,X,X,O,X
JSTLIOZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSTLZIO,X,X,O,O,X,X,O,X,X,X,X,O,X
JSTLZOI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSTLOIZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSTZILO,X,X,X,O,X,X,X,O,X,X,X,O,X
JSTZIOL,X,X,X,O,X,X,X,O,X,X,X,X,X
JSTZLIO,X,X,O,O,X,X,X,O,X,X,X,O,X
JSTZLOI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSTZOIL,X,X,X,O,X,X,X,X,O,X,X,X,X
JSTZOLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSTOILZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JSTOIZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JSTOLIZ,X,X,O,O,X,X,O,X,O,X,X,X,X
JSTOLZI,X,X,O,O,X,X,O,X,O,X,X,X,X
JSTOZIL,X,X,X,O,X,X,O,X,O,X,X,X,X
JSTOZLI,X,X,O,O,X,X,O,X,O,X,X,X,X
JSITLZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSITLOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSITZLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSITZOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JSITOZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSILTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSILTOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSILZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JSILZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSILOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSILOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSIZTLO,X,X,X,O,O,X,X,X,X,O,X,X,X
JSIZTOL,X,X,X,O,O,X,X,X,X,O,X,X,X
JSIZLTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JSIZLOT,X,O,O,X,O,X,X,X,X,O,X,X,X
JSIZOTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JSIZOLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JSIOTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JSIOTZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOZTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JSIOZLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JSLTIZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLTZIO,X,X,O,O,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JSLTOZI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSLITZO,X,X,X,O,O,X,X,X,X,X,X,X,X
JSLITOZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSLIZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JSLIZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSLZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
JSLZTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JSLZITO,X,X,O,X,O,X,X,X,X,X,X,X,X
JSLZIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSLZOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSLZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLOTZI,X,X,O,O,X,X,X,X,X,X,X,X,X
JSLOITZ,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSLOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSLOZIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZTILO,X,O,X,O,X,X,X,X,X,X,X,O,X
JSZTIOL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZTLIO,X,O,O,O,X,X,X,X,X,X,X,O,X
JSZTLOI,X,O,O,O,X,X,X,X,O,X,X,X,X
JSZTOIL,X,X,X,O,X,X,X,X,O,X,X,X,X
JSZTOLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JSZITLO,X,X,X,O,O,X,X,X,X,O,X,X,X
JSZITOL,X,X,X,O,O,X,X,X,X,O,X,X,X
JSZILTO,X,X,O,X,O,X,X,X,X,O,X,O,X
JSZILOT,X,O,O,X,O,X,X,X,X,O,X,X,X
JSZIOTL,X,X,X,O,O,X,X,X,X,O,X,X,X
JSZIOLT,X,X,O,X,O,X,X,X,X,O,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X,X,X,X,O,X
JSZLTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
JSZLITO,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZLIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSZLOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSZLOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZOTIL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZOTLI,X,X,O,O,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZOILT,X,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLIT,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOTIZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,O,X,X,O,X,X,X,X,X,X
JSOTLZI,X,X,O,O,X,X,O,X,X,X,X,X,X
JSOTZIL,X,X,X,O,X,X,O,X,X,X,X,X,X
JSOTZLI,X,X,O,O,X,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOIZTL,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOIZLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSOLTZI,X,X,O,O,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOLZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOZTLI,X,X,O,O,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOZILT,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOZLTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOZLIT,X,X,O,X,X,X,X,X,X,X,X,X,X
JZTILSO,X,O,X,X,X,X,X,O,X,O,X,O,X
JZTILOS,X,O,X,X,X,X,X,O,O,O,X,O,X
JZTISLO,X,O,X,O,X,X,X,O,X,O,X,O,X
JZTISOL,X,X,X,O,X,X,X,O,X,O,O,X,X
JZTIOLS,X,O,X,X,X,X,X,O,O,O,X,O,X
JZTIOSL,X,X,X,O,X,X,X,O,O,O,O,X,X
JZTLISO,O,O,X,X,X,X,O,O,X,X,X,O,X
JZTLIOS,O,O,O,X,X,X,O,O,O,X,X,O,X
JZTLSIO,O,O,O,O,X,X,O,O,X,X,X,O,X
JZTLSOI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTLOIS,O,O,O,X,X,X,O,O,O,X,X,O,X
JZTLOSI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTSILO,O,O,X,O,X,X,X,O,X,X,X,O,X
JZTSIOL,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,O,X,X,X,O,X
JZTSLOI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTSOIL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZTSOLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JZTOILS,O,O,X,X,X,X,O,O,O,X,X,O,X
JZTOISL,X,X,X,O,X,X,O,O,O,X,O,X,X
JZTOLIS,O,O,O,X,X,X,O,O,O,X,X,O,X
