sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
JLOZTIS,O,O,X,O,X,O,X,X,X,X,X,X,O,X
JLOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JLOZITS,O,O,X,O,X,O,O,X,X,X,X,X,O,X
JLOZIST,O,O,X,O,X,O,O,X,X,X,X,X,O,X
JLOZSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
JSTILOZ,O,O,X,O,O,X,X,O,O,O,O,X,O,X
JSTIZLO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
JSTIZOL,O,O,X,O,O,X,X,X,O,X,O,O,O,O
JSTIOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
JSTIOZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JSTLIZO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JSTLIOZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
JSTLZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JSTLZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
JSTLOIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
JSTLOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
JSTZILO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
JSTZIOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
JSTZLIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
JSTZLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
JSTZOIL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
JSTZOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
JSTOILZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
JSTOIZL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
JSTOLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
JSTOLZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
JSTOZIL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
JSTOZLI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
JSITLZO,O,O,X,X,O,X,X,X,O,O,O,X,O,X
JSITLOZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
JSITZLO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
JSITZOL,O,O,X,X,O,X,X,X,O,X,O,O,O,O
JSITOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
JSITOZL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
JSILTZO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSILTOZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSILZTO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSILZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JSILOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSILOZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
JSIZTOL,O,O,X,X,O,X,X,X,O,X,O,O,O,O
JSIZLTO,O,O,X,X,O,O,X,X,O,X,O,X,O,O
JSIZLOT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
JSIZOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,O
JSIZOLT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
JSIOTLZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
JSIOTZL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JSIOLTZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
JSIOLZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JSIOZTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JSIOZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JSLTIZO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JSLTIOZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JSLTZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JSLTZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
JSLTOIZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JSLTOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
JSLITZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JSLITOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JSLIZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSLIOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JSLZTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JSLZTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
JSLZITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JSLZIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSLZOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSLZOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSLOTIZ,O,O,X,X,O,O,X,X,O,O,O,X,O,X
JSLOTZI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
JSLOITZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JSLOIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JSLOZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSZTILO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
JSZTIOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
JSZTLIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
JSZTLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
JSZTOIL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
JSZTOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
JSZITLO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
JSZITOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
JSZILTO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
JSZILOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
JSZIOTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
JSZIOLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
JSZLTIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
JSZLTOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
JSZLITO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
JSZLIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
JSZLOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSZLOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSZOTIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
JSZOTLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
JSZOITL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
JSZOILT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
JSZOLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSZOLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSOTILZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
JSOTIZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JSOTLIZ,O,O,X,O,O,O,X,O,O,X,O,X,O,X
JSOTLZI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JSOTZIL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JSOTZLI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JSOITLZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
JSOITZL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JSOILTZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
JSOILZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JSOIZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JSOLTIZ,O,O,X,X,O,O,X,X,O,X,O,X,O,X
JSOLTZI,O,O,X,O,O,X,X,X,O,X,O,X,O,X
JSOLITZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
JSOLIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JSOLZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSOLZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSOZTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X
JSOZTLI,O,O,X,O,O,O,X,X,X,X,X,O,O,X
JSOZITL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JSOZILT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSOZLTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JZTILSO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZTILOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZTISLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
JZTISOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
JZTIOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZTIOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
JZTLISO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZTLIOS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
JZTLSIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZTLSOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZTLOIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
JZTLOSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZTSILO,O,O,X,O,O,X,X,X,O,X,X,X,O,X
JZTSIOL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JZTSLIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
JZTSLOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
JZTSOIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
JZTSOLI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
JZTOILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZTOISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
JZTOLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
JZTOLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZTOSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
JZTOSLI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
JZITLSO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZITLOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZITSLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
JZITSOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
JZITOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZITOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
JZILTSO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
JZILTOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZILSTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
JZILSOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
JZILOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JZILOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZISTLO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
JZISTOL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JZISLTO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
JZISLOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZISOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZIOTLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
JZIOTSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
JZIOLTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
JZIOLST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
JZIOSTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JZIOSLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JZLTISO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
JZLTIOS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZLTSIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLTSOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
JZLTOIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZLTOSI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
JZLITSO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
JZLITOS,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZLISTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
JZLISOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
JZLIOTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JZLIOST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZLSTIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
JZLSTOI,O,O,O,X,O,X,X,X,X,X,O,X,X,X
JZLSITO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
JZLSIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JZLOTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JZLOITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JZLOIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZLOSTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JZSTIOL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
JZSTLIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
JZSTLOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
JZSTOIL,O,O,O,X,O,X,X,X,O,X,O,O,O,X
JZSTOLI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
JZSITLO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JZSITOL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
JZSILTO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JZSILOT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSIOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSIOLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
JZSLTOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
JZSLITO,O,O,O,X,O,O,X,X,O,X,O,X,O,X
JZSLIOT,O,O,O,X,O,O,X,X,X,X,X,X,O,X
JZSLOTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSLOIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
JZSOTIL,O,O,X,X,O,X,X,X,X,X,X,O,O,X
JZSOTLI,O,O,X,X,O,X,X,X,X,X,X,O,O,X
JZSOITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSOILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSOLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZSOLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
JZOTILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
JZOTISL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZOTLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
JZOTLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZOTSIL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
JZOTSLI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
JZOITLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
JZOITSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
JZOILTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
JZOILST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
JZOISTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JZOISLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JZOLTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JZOLTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JZOLITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JZOLIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JZOLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZOSTLI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZOSITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZOSILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZOSLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JZOSLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
JOTILSZ,X,O,X,X,O,X,O,O,O,X,X,X,O,X
JOTILZS,O,O,X,X,O,X,O,O,X,X,X,X,O,X
JOTISLZ,X,O,X,X,X,X,X,O,O,X,X,X,O,X
JOTISZL,X,O,X,O,X,X,X,X,O,X,X,O,O,X
JOTIZLS,O,O,X,O,O,X,X,O,X,X,X,X,O,X
JOTIZSL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
JOTLISZ,X,O,X,O,O,X,O,O,O,X,X,X,O,X
JOTLIZS,O,O,X,O,O,X,O,O,X,X,X,X,O,X
JOTLSIZ,X,O,X,O,O,X,X,O,O,X,X,X,O,X
JOTLSZI,X,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTLZIS,O,O,X,O,O,X,X,O,X,X,X,X,O,X
JOTLZSI,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JOTSILZ,O,O,X,X,O,X,X,O,O,X,X,X,O,X
JOTSIZL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTSLIZ,O,O,X,O,O,X,X,O,O,X,X,X,O,X
JOTSLZI,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTSZIL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTSZLI,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTZILS,O,O,X,O,O,X,X,O,X,X,X,X,O,X
JOTZISL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
JOTZLIS,O,O,X,O,O,X,X,O,X,X,X,X,O,X
JOTZLSI,O,X,X,O,O,X,X,X,X,X,X,X,O,X
JOTZSIL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOTZSLI,O,O,X,O,O,X,X,X,O,X,X,O,O,X
JOITLSZ,X,O,X,X,X,X,O,O,O,X,X,X,O,X
JOITLZS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
JOITSLZ,X,O,X,X,X,X,X,O,O,X,X,X,O,X
JOITSZL,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOITZLS,O,O,X,X,X,X,X,O,X,X,X,X,O,X
JOITZSL,O,O,X,X,X,X,X,X,O,X,X,X,O,X
JOILTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
JOILSTZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X
JOILSZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,X,O,X,X,X,X,X,O,O,X,O,X,O,X
JOISTZL,X,O,X,X,X,X,X,X,O,X,O,X,O,X
JOISLTZ,X,O,X,X,X,X,O,X,O,X,O,X,X,X
JOISLZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOISZLT,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOIZTLS,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JOIZTSL,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOIZLTS,O,X,X,X,X,X,O,X,X,X,X,X,O,X
JOIZLST,O,O,X,X,X,X,O,X,X,X,X,X,O,X
JOIZSTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JOLTISZ,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JOLTIZS,O,X,X,X,X,X,O,O,X,X,X,X,O,X
JOLTSIZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JOLTSZI,X,X,X,O,X,X,X,X,X,X,X,X,O,X
JOLTZIS,O,X,X,O,X,X,X,O,X,X,X,X,O,X
JOLTZSI,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLISTZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X
JOLISZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLIZST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,O,X,X,X,X,O,X,O,X
JOLSTZI,X,O,X,O,X,X,X,X,X,X,O,X,O,X
JOLSITZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X
JOLSIZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLSZTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOLSZIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOLZTIS,O,O,X,O,X,O,X,X,X,X,X,X,O,X
JOLZTSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLZITS,O,O,X,O,X,O,O,X,X,X,X,X,O,X
JOLZIST,O,O,X,O,X,O,O,X,X,X,X,X,O,X
JOLZSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
JOSTIZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JOSTLIZ,O,O,X,O,O,O,X,O,O,X,O,X,O,X
JOSTLZI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JOSTZIL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JOSTZLI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
JOSITLZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
JOSITZL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
JOSILTZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
JOSILZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOSIZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOSLTIZ,O,O,X,X,O,O,X,X,O,X,O,X,O,X
JOSLTZI,O,O,X,O,O,X,X,X,O,X,O,X,O,X
JOSLITZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
JOSLIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOSLZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JOSLZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JOSZTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X
JOSZTLI,O,O,X,O,O,O,X,X,X,X,X,O,O,X
JOSZITL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JOSZILT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JOSZLTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JOSZLIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JOZTILS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
JOZTISL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JOZTLIS,O,X,X,O,O,O,X,O,X,X,X,X,O,X
JOZTLSI,O,X,X,O,O,X,X,X,X,X,X,X,O,X
JOZTSIL,O,X,X,O,O,X,X,X,X,X,X,X,O,X
JOZTSLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X
JOZITLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
JOZITSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
JOZILTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
JOZILST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
JOZISTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JOZISLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
JOZLTIS,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JOZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZLITS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
JOZLIST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
JOZLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOZSTLI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOZSITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOZSILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOZSLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
JOZSLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
STILJZO,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STILJOZ,O,O,O,O,O,X,X,X,O,O,O,X,X,X
STILZJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
STILZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STILOJZ,O,O,O,O,O,X,X,O,O,O,O,X,X,X
STILOZJ,O,X,O,O,O,X,X,O,O,O,X,X,X,X
