sequence,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFCe?BUgBFhBXjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFGe?BUgBFhBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFqi?BTeBUgBFhBGrBXrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BqiBTeBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BCeBFgBXjBUmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BWjBFgBXjBCrBUrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BGeB1lBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjB6rBzqB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BuiBcjBFgBqqB/rB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFGe?BylBziB5mBfrBlqB
LOJTZSI,X,O,O,O,X,O,O,O,O,X,X
LOJITSZ,X,X,X,X,X,O,O,X,X,X,O
LOJITZS,X,O,O,X,X,O,O,X,X,X,O
LOJISTZ,X,X,X,X,X,X,X,X,X,X,O
LOJISZT,X,O,O,X,X,X,X,X,X,X,O
LOJIZTS,X,O,O,X,X,X,O,O,O,X,O
LOJIZST,X,O,O,X,X,X,O,X,X,X,O
LOJSTIZ,X,X,X,O,X,O,O,X,X,X,X
LOJSTZI,X,O,O,O,X,O,O,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X,X,X,X,O
LOJSIZT,X,O,O,X,X,X,X,X,X,X,O
LOJSZTI,X,O,O,O,X,X,O,X,X,X,X
LOJSZIT,X,O,O,O,X,X,O,X,X,X,O
LOJZTIS,X,O,O,O,X,O,O,O,O,X,O
LOJZTSI,X,O,O,O,X,O,O,O,O,X,X
LOJZITS,X,O,O,O,X,O,O,O,O,X,O
LOJZIST,X,O,O,O,X,X,O,X,X,X,O
LOJZSTI,X,O,O,O,X,O,O,X,X,X,X
LOJZSIT,X,O,O,O,X,X,O,X,X,X,O
LOSTIJZ,X,X,X,O,O,O,O,X,X,O,X
LOSTIZJ,X,X,X,O,O,X,O,X,X,O,X
LOSTJIZ,X,X,X,O,O,O,O,X,X,O,X
LOSTJZI,X,O,X,O,X,O,O,X,X,O,X
LOSTZIJ,X,O,O,O,O,X,O,X,X,O,X
LOSTZJI,X,O,O,O,X,X,O,X,X,O,X
LOSITJZ,X,X,X,O,O,X,X,X,X,O,O
LOSITZJ,X,X,X,O,O,X,X,X,X,O,O
LOSIJTZ,X,X,X,X,O,X,X,X,X,X,O
LOSIJZT,X,O,O,X,X,X,X,X,X,O,O
LOSIZTJ,X,O,O,O,O,X,X,X,X,O,O
LOSIZJT,X,O,O,O,X,X,X,X,X,O,O
LOSJTIZ,X,X,X,O,O,O,O,X,X,O,X
LOSJTZI,X,O,O,O,X,O,O,X,X,O,X
LOSJITZ,X,X,X,X,O,X,X,X,X,X,O
LOSJIZT,X,O,O,X,X,X,X,X,X,O,O
LOSJZTI,X,O,O,O,X,X,O,X,X,O,X
LOSJZIT,X,O,O,O,X,X,O,X,X,O,O
LOSZTIJ,X,O,O,O,O,X,O,X,X,O,X
LOSZTJI,X,O,O,O,X,X,O,X,X,O,X
LOSZITJ,X,O,O,O,O,X,X,X,X,O,O
LOSZIJT,X,O,O,O,X,X,O,X,X,O,O
LOSZJTI,X,O,O,O,X,X,O,X,X,O,X
LOSZJIT,X,O,O,O,X,X,O,X,X,O,O
LOZTIJS,X,O,O,O,X,O,O,O,O,X,O
LOZTISJ,X,O,O,O,X,O,O,X,X,X,O
LOZTJIS,X,O,O,O,X,O,O,O,O,X,O
LOZTJSI,X,O,O,O,X,O,O,O,O,X,X
LOZTSIJ,X,O,O,O,X,O,O,X,X,X,X
LOZTSJI,X,O,O,O,X,O,O,X,X,X,X
LOZITJS,X,O,O,O,X,O,O,O,O,X,O
LOZITSJ,X,O,O,O,X,O,O,X,X,X,O
LOZIJTS,X,O,O,O,X,O,O,O,O,X,O
LOZIJST,X,O,O,O,X,X,O,X,X,O,O
LOZISTJ,X,O,O,O,X,X,X,X,X,O,O
LOZISJT,X,O,O,O,X,X,O,X,X,O,O
LOZJTIS,X,O,O,O,X,O,O,O,O,X,O
LOZJTSI,X,O,O,O,X,O,O,O,O,X,X
LOZJITS,X,O,O,O,X,O,O,O,O,X,O
LOZJIST,X,O,O,O,X,X,O,X,X,O,O
LOZJSTI,X,O,O,O,X,O,O,X,X,O,X
LOZJSIT,X,O,O,O,X,X,O,X,X,O,O
LOZSTIJ,X,O,O,O,X,O,O,X,X,O,X
LOZSTJI,X,O,O,O,X,O,O,X,X,O,X
LOZSITJ,X,O,O,O,X,X,X,X,X,O,O
LOZSIJT,X,O,O,O,X,X,O,X,X,O,O
LOZSJTI,X,O,O,O,X,O,O,X,X,O,X
LOZSJIT,X,O,O,O,X,X,O,X,X,O,O
JTILSZO,X,X,X,X,O,O,X,X,X,X,X
JTILSOZ,X,X,X,X,O,O,X,X,X,X,X
JTILZSO,X,X,O,X,O,O,X,O,X,X,X
JTILZOS,X,X,O,X,O,O,O,O,X,X,X
JTILOSZ,X,X,X,X,O,O,X,X,X,X,X
JTILOZS,X,X,O,X,X,O,X,X,X,X,X
JTISLZO,O,X,X,X,O,X,X,X,X,X,X
JTISLOZ,X,X,X,X,O,X,X,X,X,X,X
JTISZLO,O,X,X,X,O,X,X,X,X,X,X
JTISZOL,O,X,X,X,O,X,O,X,X,X,X
JTISOLZ,X,X,X,X,O,O,X,X,X,X,X
JTISOZL,X,X,X,X,O,O,X,X,X,X,X
JTIZLSO,O,X,O,X,O,X,X,O,O,X,X
JTIZLOS,X,X,O,X,O,X,O,O,X,X,X
JTIZSLO,O,X,O,X,O,X,X,O,O,X,X
JTIZSOL,O,X,X,X,O,X,O,O,O,X,X
JTIZOLS,X,X,O,X,O,X,O,X,X,X,X
JTIZOSL,O,X,X,X,O,O,O,O,O,X,X
JTIOLSZ,X,X,X,X,O,O,X,X,X,X,X
JTIOLZS,X,X,X,X,X,O,O,X,X,X,X
JTIOSLZ,X,X,X,X,O,O,X,X,X,X,X
JTIOSZL,X,X,X,X,O,O,O,X,X,X,X
JTIOZLS,X,X,X,X,O,X,O,X,X,X,X
JTIOZSL,X,X,X,X,O,O,O,X,X,X,X
JTLISZO,X,X,X,X,O,O,O,X,X,X,X
JTLISOZ,X,X,X,X,O,O,X,X,X,X,X
JTLIZSO,X,X,O,X,O,O,O,O,X,X,X
JTLIZOS,X,X,O,X,O,O,O,O,X,X,X
JTLIOSZ,X,X,X,X,O,O,X,X,X,X,X
JTLIOZS,X,X,O,X,X,O,O,X,X,X,X
JTLSIZO,O,X,X,O,O,O,O,X,X,X,X
JTLSIOZ,X,X,X,O,O,O,X,X,X,X,X
JTLSZIO,O,X,O,O,O,O,O,O,X,X,X
JTLSZOI,O,X,O,O,O,O,X,O,X,X,X
JTLSOIZ,X,X,X,O,O,O,X,X,X,X,X
JTLSOZI,O,X,O,O,O,O,X,X,X,X,X
JTLZISO,O,X,O,X,O,O,O,O,O,X,X
JTLZIOS,X,X,O,O,O,O,O,O,X,X,X
JTLZSIO,O,X,O,O,O,O,O,O,O,X,X
JTLZSOI,O,X,O,O,O,O,X,O,O,X,X
JTLZOIS,X,X,O,O,O,O,O,O,X,X,X
JTLZOSI,X,X,O,O,O,O,X,O,X,X,X
JTLOISZ,X,X,X,X,O,O,X,X,X,X,X
JTLOIZS,X,X,O,X,X,O,O,X,X,X,X
JTLOSIZ,X,X,X,O,O,O,X,X,X,X,X
JTLOSZI,X,X,O,O,O,O,X,X,X,X,X
JTLOZIS,X,X,O,O,X,O,O,O,X,X,X
JTLOZSI,X,X,O,O,X,O,X,O,X,X,X
JTSILZO,O,X,X,X,O,X,X,X,X,X,X
JTSILOZ,X,X,X,X,O,X,X,X,X,X,X
JTSIZLO,O,X,X,X,O,X,X,X,X,X,X
JTSIZOL,O,X,X,X,O,X,O,X,X,X,X
JTSIOLZ,X,X,X,X,O,O,X,X,X,X,X
JTSIOZL,X,X,X,X,O,O,X,X,X,X,X
JTSLIZO,O,X,X,X,O,X,X,X,X,X,X
JTSLIOZ,X,X,X,X,O,X,X,X,X,X,X
JTSLZIO,O,X,O,X,O,X,X,X,X,X,X
JTSLZOI,O,X,O,X,O,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,O,X,X,X,X,X,X
JTSLOZI,O,X,O,X,O,X,X,X,X,X,X
JTSZILO,O,X,O,X,O,X,X,O,O,X,X
JTSZIOL,O,X,X,X,O,X,O,O,O,X,X
JTSZLIO,O,X,O,X,O,X,X,O,O,X,X
JTSZLOI,O,X,O,X,O,X,X,O,O,X,X
JTSZOIL,O,X,X,X,O,X,X,O,O,X,X
JTSZOLI,O,X,X,X,O,X,X,O,O,X,X
JTSOILZ,X,X,X,X,O,O,X,X,X,X,X
JTSOIZL,X,X,X,X,O,O,X,X,X,X,X
JTSOLIZ,X,X,X,X,O,O,X,X,X,X,X
JTSOLZI,O,X,X,X,O,O,X,X,X,X,X
JTSOZIL,O,X,X,X,O,O,X,X,X,X,X
JTSOZLI,O,X,X,X,O,O,X,X,X,X,X
JTZILSO,O,X,O,X,O,X,O,O,O,X,X
JTZILOS,X,X,O,O,O,X,O,O,X,X,X
JTZISLO,O,X,O,X,O,X,X,O,O,X,X
JTZISOL,O,X,X,X,O,X,O,O,O,X,X
JTZIOLS,X,O,O,X,O,X,O,X,X,X,X
JTZIOSL,O,O,X,X,O,O,O,O,O,X,X
JTZLISO,O,X,O,X,O,X,O,O,O,X,X
JTZLIOS,X,X,O,O,O,X,O,O,X,X,X
JTZLSIO,O,X,O,O,O,X,O,O,O,X,X
JTZLSOI,O,X,O,O,O,X,X,O,O,X,X
JTZLOIS,X,X,O,O,O,X,O,O,X,X,X
JTZLOSI,X,X,O,O,O,X,X,O,X,X,X
JTZSILO,O,X,O,X,O,X,X,O,O,X,X
JTZSIOL,O,X,X,X,O,X,O,O,O,X,X
JTZSLIO,O,X,O,X,O,X,X,O,O,X,X
JTZSLOI,O,X,O,X,O,X,X,O,O,X,X
JTZSOIL,O,X,X,X,O,X,X,O,O,X,X
JTZSOLI,O,X,X,X,O,X,X,O,O,X,X
JTZOILS,X,O,O,X,O,X,O,X,X,X,X
JTZOISL,O,O,X,X,O,O,O,O,O,X,X
JTZOLIS,X,O,O,X,O,O,O,X,X,X,X
JTZOLSI,X,O,O,X,O,O,O,X,X,X,X
JTZOSIL,O,O,X,X,O,O,O,O,O,X,X
JTZOSLI,O,O,X,X,O,O,O,O,O,X,X
JTOILSZ,X,X,X,X,O,O,O,X,X,X,X
JTOILZS,X,X,X,X,X,O,O,X,X,X,X
JTOISLZ,X,X,X,X,O,O,X,X,X,X,X
JTOISZL,X,X,X,X,O,O,O,X,X,X,X
JTOIZLS,X,O,X,X,O,X,O,X,O,X,X
JTOIZSL,X,O,X,X,O,O,O,X,O,X,X
JTOLISZ,X,X,X,X,O,O,O,X,X,X,X
JTOLIZS,X,X,O,X,X,O,O,X,X,X,X
JTOLSIZ,X,X,X,X,O,O,O,X,X,X,X
JTOLSZI,X,X,O,X,O,O,O,X,X,X,X
JTOLZIS,X,O,O,X,X,O,O,X,O,X,X
JTOLZSI,X,O,O,X,X,O,O,X,O,X,X
JTOSILZ,X,X,X,X,O,O,X,X,X,X,X
JTOSIZL,X,X,X,X,O,O,O,X,X,X,X
JTOSLIZ,X,X,X,X,O,O,O,X,X,X,X
JTOSLZI,O,X,X,X,O,O,O,X,X,X,X
JTOSZIL,O,O,X,X,O,O,O,X,O,X,X
JTOSZLI,O,O,X,X,O,O,O,X,O,X,X
JTOZILS,X,O,O,X,O,X,O,X,O,X,X
JTOZISL,O,O,X,X,O,O,O,O,O,X,X
JTOZLIS,X,O,O,X,O,O,O,X,O,X,X
JTOZLSI,X,O,O,X,O,O,O,X,O,X,X
JTOZSIL,O,O,X,X,O,O,O,O,O,X,X
JTOZSLI,O,O,X,X,O,O,O,O,O,X,X
JITLSZO,X,X,X,X,O,O,X,X,X,X,X
JITLSOZ,X,X,X,X,O,O,X,X,X,X,X
JITLZSO,X,X,O,X,O,O,X,O,X,X,X
JITLZOS,X,X,O,X,O,O,O,O,X,X,X
JITLOSZ,X,X,X,X,O,O,X,X,X,X,X
JITLOZS,X,X,O,X,X,O,X,X,X,X,X
JITSLZO,O,X,X,X,O,X,X,X,X,X,X
JITSLOZ,X,X,X,X,O,X,X,X,X,X,X
JITSZLO,O,X,X,X,O,X,X,X,X,X,X
JITSZOL,O,X,X,X,O,X,O,X,X,X,X
JITSOLZ,X,X,X,X,O,O,X,X,X,X,X
JITSOZL,X,X,X,X,O,O,X,X,X,X,X
JITZLSO,O,X,O,X,O,X,X,O,O,X,X
JITZLOS,X,X,O,X,O,X,O,O,X,X,X
JITZSLO,O,X,O,X,O,X,X,O,O,X,X
JITZSOL,O,X,X,X,O,X,O,O,O,X,X
JITZOLS,X,X,O,X,O,X,O,X,X,X,X
JITZOSL,O,X,X,X,O,O,O,O,O,X,X
JITOLSZ,X,X,X,X,O,O,X,X,X,X,X
JITOLZS,X,X,X,X,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,O,O,X,X,X,X,X
JITOSZL,X,X,X,X,O,O,X,X,X,X,X
JITOZLS,X,X,X,X,O,X,O,X,X,X,X
JITOZSL,X,X,X,X,O,O,O,X,X,X,X
JILTSZO,X,X,X,X,O,O,O,X,X,X,X
JILTSOZ,X,X,X,X,O,O,X,X,X,X,X
JILTZSO,X,X,O,X,O,O,O,O,X,X,X
JILTZOS,X,X,O,X,O,O,O,O,X,X,X
JILTOSZ,X,X,X,X,O,O,X,X,X,X,X
JILTOZS,X,X,O,X,X,O,O,X,X,X,X
JILSTZO,O,X,X,X,O,O,X,X,X,X,X
JILSTOZ,X,X,X,X,O,O,X,X,X,X,X
JILSZTO,O,X,O,X,O,X,X,O,X,O,X
JILSZOT,O,X,O,X,O,X,X,X,X,O,X
JILSOTZ,X,X,X,X,O,X,X,X,X,X,X
JILSOZT,O,X,O,X,O,X,X,X,X,O,X
JILZTSO,O,X,O,X,X,O,O,O,O,O,X
JILZTOS,X,O,O,X,X,O,O,O,X,X,X
JILZSTO,O,X,O,X,O,X,O,O,X,O,X
JILZSOT,O,X,O,X,O,X,O,X,X,O,X
JILZOTS,X,O,O,X,X,O,O,O,X,X,X
JILZOST,X,O,O,X,O,X,O,X,X,O,X
JILOTSZ,X,X,X,X,X,O,X,X,X,X,X
JILOTZS,X,O,O,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X,X
JILOSZT,X,O,O,X,O,X,X,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,O,X,X,X
JILOZST,X,O,O,X,X,X,X,X,X,X,X
JISTLZO,O,X,X,X,O,X,X,X,X,X,X
JISTLOZ,X,X,X,X,O,X,X,X,X,X,X
JISTZLO,O,X,X,X,O,X,X,X,X,X,X
JISTZOL,O,X,X,X,O,X,X,X,X,X,X
JISTOLZ,X,X,X,X,O,O,X,X,X,X,X
JISTOZL,X,X,X,X,O,O,X,X,X,X,X
JISLTZO,O,X,X,X,O,O,X,X,X,X,X
JISLTOZ,X,X,X,X,O,O,X,X,X,X,X
JISLZTO,O,X,O,X,O,X,X,O,X,O,X
JISLZOT,O,X,O,X,O,X,X,X,X,O,X
JISLOTZ,X,X,X,X,O,X,X,X,X,X,X
JISLOZT,O,X,O,X,O,X,X,X,X,O,X
JISZTLO,O,X,O,X,O,X,X,O,O,O,X
JISZTOL,O,X,X,X,O,X,X,O,O,O,X
JISZLTO,O,X,O,X,O,X,X,O,X,O,X
JISZLOT,O,X,O,X,O,X,X,X,X,O,X
JISZOTL,O,X,X,X,O,X,X,X,X,O,X
JISZOLT,O,X,X,X,O,X,X,X,X,O,X
JISOTLZ,X,X,X,X,O,X,X,X,X,X,X
JISOTZL,X,X,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,X,X,O,X,X,X,X,X,X
JISOLZT,O,X,X,X,O,X,X,X,X,X,X
JISOZTL,O,X,X,X,O,X,X,X,X,O,X
JISOZLT,O,X,X,X,O,X,X,X,X,O,X
JIZTLSO,O,X,O,X,O,X,O,O,O,O,X
JIZTLOS,X,X,O,X,O,X,O,O,X,X,X
JIZTSLO,O,X,O,X,O,X,X,O,O,O,X
JIZTSOL,O,X,X,X,O,X,O,O,O,O,X
JIZTOLS,X,O,O,X,O,X,O,X,X,X,X
JIZTOSL,O,O,X,X,O,O,O,O,O,O,X
JIZLTSO,O,X,O,X,X,O,O,O,O,O,X
JIZLTOS,X,O,O,X,X,O,O,O,X,X,X
JIZLSTO,O,X,O,X,O,X,O,O,X,O,X
JIZLSOT,O,X,O,X,O,X,O,X,X,O,X
JIZLOTS,X,O,O,X,X,X,O,O,X,X,X
JIZLOST,X,O,O,X,O,X,O,X,X,O,X
JIZSTLO,O,X,O,X,O,X,X,O,O,O,X
JIZSTOL,O,X,X,X,O,X,O,O,O,O,X
JIZSLTO,O,X,O,X,O,X,O,O,X,O,X
JIZSLOT,O,X,O,X,O,X,O,X,X,O,X
JIZSOTL,O,X,X,X,O,X,O,X,X,O,X
JIZSOLT,O,X,X,X,O,X,O,X,X,O,X
JIZOTLS,X,O,O,X,O,X,O,X,X,X,X
JIZOTSL,O,O,X,X,O,X,O,O,O,O,X
JIZOLTS,X,O,O,X,X,X,O,O,X,X,X
JIZOLST,X,O,O,X,O,X,O,X,X,O,X
JIZOSTL,O,O,X,X,O,X,O,X,X,O,X
JIZOSLT,O,O,X,X,O,X,O,X,X,O,X
JIOTLSZ,X,X,X,X,O,O,X,X,X,X,X
JIOTLZS,X,O,X,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,O,X,X,X,X,X
JIOTSZL,X,X,X,X,O,O,X,X,X,X,X
JIOTZLS,X,O,X,X,O,X,X,X,O,X,X
JIOTZSL,X,O,X,X,O,O,X,X,O,X,X
JIOLTSZ,X,X,X,X,X,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,X,X,X
JIOLSZT,X,O,O,X,O,X,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,O,O,X,X
JIOLZST,X,O,O,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,O,X,X,X,X,X,X
JIOSLZT,O,O,X,X,O,X,X,X,X,X,X
JIOSZTL,O,O,X,X,O,X,X,X,O,X,X
JIOSZLT,O,O,X,X,O,X,X,X,X,X,X
JIOZTLS,X,O,O,X,X,X,X,X,O,X,X
JIOZTSL,O,O,X,X,O,X,X,O,O,O,X
JIOZLTS,X,O,O,X,X,X,X,O,O,X,X
JIOZLST,X,O,O,X,O,X,X,X,X,O,X
JIOZSTL,O,O,X,X,O,X,X,X,O,O,X
JIOZSLT,O,O,X,X,O,X,X,X,X,O,X
JLTISZO,X,X,X,X,O,O,O,X,X,X,X
JLTISOZ,X,X,X,X,O,O,X,X,X,X,X
JLTIZSO,X,X,O,X,O,O,O,O,X,X,X
JLTIZOS,X,X,O,X,O,O,O,O,X,X,X
JLTIOSZ,X,X,X,X,O,O,O,X,X,X,X
JLTIOZS,X,X,O,X,X,O,O,X,X,X,X
JLTSIZO,O,X,X,O,O,O,O,X,X,X,X
JLTSIOZ,X,X,X,O,O,O,X,X,X,X,X
JLTSZIO,O,X,O,O,O,O,O,O,X,X,X
JLTSZOI,O,X,O,O,O,O,X,O,X,X,X
JLTSOIZ,X,X,X,O,O,O,X,X,X,X,X
JLTSOZI,O,X,O,O,O,O,X,X,X,X,X
JLTZISO,O,X,O,X,O,O,O,O,O,X,X
JLTZIOS,X,O,O,O,O,O,O,O,X,X,X
JLTZSIO,O,X,O,O,O,O,O,O,O,X,X
JLTZSOI,O,X,O,O,O,O,X,O,O,X,X
JLTZOIS,X,O,O,O,O,O,O,O,X,X,X
JLTZOSI,X,O,O,O,O,O,O,O,X,X,X
JLTOISZ,X,X,X,X,O,O,O,X,X,X,X
JLTOIZS,X,O,O,X,X,O,O,X,X,X,X
JLTOSIZ,X,X,X,O,O,O,O,X,X,X,X
JLTOSZI,X,O,O,O,O,O,O,X,X,X,X
JLTOZIS,X,O,O,O,X,O,O,O,X,X,X
JLTOZSI,X,O,O,O,X,O,O,O,X,X,X
JLITSZO,X,X,X,X,O,O,O,X,X,X,X
JLITSOZ,X,X,X,X,O,O,X,X,X,X,X
JLITZSO,X,X,O,X,O,O,O,O,X,X,X
JLITZOS,X,X,O,X,O,O,O,O,X,X,X
JLITOSZ,X,X,X,X,O,O,X,X,X,X,X
JLITOZS,X,X,O,X,X,O,O,X,X,X,X
JLISTZO,O,X,X,X,O,O,X,X,X,X,X
JLISTOZ,X,X,X,X,O,O,X,X,X,X,X
JLISZTO,O,X,O,X,O,X,X,O,X,O,X
JLISZOT,O,X,O,X,O,X,X,X,X,O,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X,X
JLISOZT,O,X,O,X,O,X,X,X,X,O,X
JLIZTSO,O,X,O,X,X,O,O,O,O,O,X
JLIZTOS,X,O,O,X,X,O,O,O,X,X,X
JLIZSTO,O,X,O,X,O,X,O,O,X,O,X
JLIZSOT,O,X,O,X,O,X,O,X,X,O,X
JLIZOTS,X,O,O,X,X,O,O,O,X,X,X
JLIZOST,X,O,O,X,O,X,O,X,X,O,X
JLIOTSZ,X,X,X,X,X,O,X,X,X,X,X
JLIOTZS,X,O,O,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,X,X
JLIOSZT,X,O,O,X,O,X,X,X,X,X,X
JLIOZTS,X,O,O,X,X,X,X,O,X,X,X
JLIOZST,X,O,O,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,O,O,O,O,X,X,X,X
JLSTIOZ,X,X,X,O,O,O,X,X,X,X,X
JLSTZIO,O,X,O,O,O,O,O,O,X,X,X
JLSTZOI,O,X,O,O,O,O,X,O,X,X,X
JLSTOIZ,X,X,X,O,O,O,X,X,X,X,X
JLSTOZI,O,X,O,O,O,O,X,X,X,X,X
JLSITZO,O,X,X,X,O,O,X,X,X,X,X
JLSITOZ,X,X,X,X,O,O,X,X,X,X,X
JLSIZTO,O,X,O,X,O,X,X,O,X,X,X
JLSIZOT,O,X,O,X,O,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,X,X,X
JLSIOZT,O,X,O,X,O,X,X,X,X,X,X
JLSZTIO,O,X,O,O,O,O,O,O,X,X,X
JLSZTOI,O,X,O,O,O,O,X,O,X,X,X
JLSZITO,O,X,O,X,O,X,O,O,X,X,X
JLSZIOT,O,X,O,O,O,X,O,X,X,X,X
JLSZOTI,O,X,O,O,O,O,X,X,X,X,X
JLSZOIT,O,X,O,O,O,X,X,X,X,X,X
JLSOTIZ,X,X,X,O,O,O,X,X,X,X,X
JLSOTZI,O,X,O,O,O,O,X,X,X,X,X
JLSOITZ,X,X,X,X,O,X,X,X,X,X,X
JLSOIZT,O,X,O,X,O,X,X,X,X,X,X
JLSOZTI,O,X,O,O,O,X,X,X,X,X,X
JLSOZIT,O,X,O,O,O,X,X,X,X,X,X
JLZTISO,O,X,O,X,O,O,O,O,O,O,X
JLZTIOS,X,O,O,O,O,O,O,O,X,X,X
JLZTSIO,O,X,O,O,O,O,O,O,O,X,X
JLZTSOI,O,X,O,O,O,O,X,O,O,X,X
JLZTOIS,X,O,O,O,O,O,O,O,X,X,X
JLZTOSI,X,O,O,O,O,O,O,O,X,X,X
JLZITSO,O,X,O,X,X,O,O,O,O,O,X
JLZITOS,X,O,O,X,X,O,O,O,X,X,X
JLZISTO,O,X,O,X,O,X,O,O,X,O,X
JLZISOT,O,X,O,X,O,X,O,X,X,O,X
JLZIOTS,X,O,O,O,X,O,O,O,X,X,X
JLZIOST,X,O,O,O,O,X,O,X,X,O,X
JLZSTIO,O,X,O,O,O,O,O,O,X,X,X
JLZSTOI,O,X,O,O,O,O,X,O,X,X,X
JLZSITO,O,X,O,X,O,X,O,O,X,O,X
JLZSIOT,O,X,O,O,O,X,O,X,X,O,X
JLZSOTI,O,X,O,O,O,O,X,X,X,X,X
JLZSOIT,O,X,O,O,O,X,X,X,X,X,X
JLZOTIS,X,O,O,O,O,O,O,O,X,X,O
JLZOTSI,X,O,O,O,O,O,O,O,X,X,X
JLZOITS,X,O,O,O,X,O,O,O,X,X,O
JLZOIST,X,O,O,O,O,X,O,X,X,O,O
JLZOSTI,X,O,O,O,O,O,O,X,X,X,X
JLZOSIT,X,O,O,O,O,X,O,X,X,X,O
JLOTISZ,X,X,X,X,O,O,O,X,X,X,O
JLOTIZS,X,O,O,X,X,O,O,X,X,X,O
JLOTSIZ,X,X,X,O,O,O,O,X,X,X,X
JLOTSZI,X,O,O,O,O,O,O,X,X,X,X
JLOTZIS,X,O,O,O,X,O,O,O,O,X,O
JLOTZSI,X,O,O,O,X,O,O,O,O,X,X
JLOITSZ,X,X,X,X,X,O,O,X,X,X,O
JLOITZS,X,O,O,X,X,O,O,X,X,X,O
JLOISTZ,X,X,X,X,O,X,X,X,X,X,O
JLOISZT,X,O,O,X,O,X,X,X,X,X,O
JLOIZTS,X,O,O,X,X,X,O,O,O,X,O
JLOIZST,X,O,O,X,X,X,O,X,X,X,O
JLOSTIZ,X,X,X,O,O,O,O,X,X,X,X
JLOSTZI,X,O,O,O,O,O,O,X,X,X,X
JLOSITZ,X,X,X,X,O,X,X,X,X,X,O
JLOSIZT,X,O,O,X,O,X,X,X,X,X,O
JLOSZTI,X,O,O,O,O,X,O,X,X,X,X
JLOSZIT,X,O,O,O,O,X,O,X,X,X,O
JLOZTIS,X,O,O,O,X,O,O,O,O,X,O
JLOZTSI,X,O,O,O,X,O,O,O,O,X,X
JLOZITS,X,O,O,O,X,O,O,O,O,X,O
JLOZIST,X,O,O,O,X,X,O,X,X,X,O
JLOZSTI,X,O,O,O,X,O,O,X,X,X,X
JLOZSIT,X,O,O,O,X,X,O,X,X,X,O
JSTILZO,O,X,X,X,O,X,X,X,X,X,X
JSTILOZ,X,X,X,X,O,X,X,X,X,X,X
JSTIZLO,O,X,X,X,O,X,X,X,X,X,X
JSTIZOL,O,X,X,X,O,X,O,X,X,X,X
JSTIOLZ,X,X,X,X,O,O,X,X,X,X,X
JSTIOZL,X,X,X,X,O,O,X,X,X,X,X
JSTLIZO,O,X,X,O,O,X,X,X,X,X,X
JSTLIOZ,X,X,X,O,O,X,X,X,X,X,X
JSTLZIO,O,X,O,O,O,X,X,X,X,X,X
JSTLZOI,O,X,O,O,O,X,X,X,X,X,X
JSTLOIZ,X,X,X,O,O,X,X,X,X,X,X
JSTLOZI,O,X,O,O,O,X,X,X,X,X,X
JSTZILO,O,X,O,O,O,X,X,O,O,X,X
JSTZIOL,O,X,X,X,O,X,O,O,O,X,X
JSTZLIO,O,X,O,O,O,X,X,O,O,X,X
JSTZLOI,O,X,O,O,O,X,X,O,O,X,X
JSTZOIL,O,X,X,X,O,X,X,O,O,X,X
JSTZOLI,O,X,X,X,O,X,X,O,O,X,X
JSTOILZ,X,X,X,X,O,O,X,X,X,X,X
