sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB
LJZOTIS,X,X,O,O,X,X,X
LJZOTSI,X,X,O,O,X,X,X
LJZOITS,X,X,O,O,X,X,X
LJZOIST,X,X,O,O,X,X,X
LJZOSTI,X,X,X,O,X,X,X
LJZOSIT,X,X,O,O,X,X,X
LJOTISZ,X,X,X,O,O,X,X
LJOTIZS,X,X,X,O,X,X,O
LJOTSIZ,X,X,X,O,O,X,X
LJOTSZI,X,X,X,O,O,X,X
LJOTZIS,X,X,X,O,X,X,O
LJOTZSI,X,X,X,O,X,X,X
LJOITSZ,X,X,X,O,O,X,X
LJOITZS,X,X,X,O,X,X,O
LJOISTZ,X,X,X,O,O,X,X
LJOISZT,X,X,X,O,O,X,X
LJOIZTS,X,X,O,O,X,X,X
LJOIZST,X,X,O,O,X,X,X
LJOSTIZ,X,X,X,O,O,X,X
LJOSTZI,X,X,X,X,X,X,X
LJOSITZ,X,X,X,O,O,X,X
LJOSIZT,X,X,X,O,O,X,X
LJOSZTI,X,X,X,O,X,X,X
LJOSZIT,X,X,X,O,O,X,X
LJOZTIS,X,X,O,O,X,X,X
LJOZTSI,X,X,X,O,X,X,X
LJOZITS,X,X,O,O,X,X,X
LJOZIST,X,X,O,O,X,X,X
LJOZSTI,X,X,X,O,X,X,X
LJOZSIT,X,X,O,O,X,X,X
LSTIJZO,O,X,O,O,X,O,X
LSTIJOZ,O,X,X,O,O,O,X
LSTIZJO,O,O,O,O,X,O,X
LSTIZOJ,O,O,O,O,X,O,O
LSTIOJZ,O,X,X,O,O,O,X
LSTIOZJ,O,O,X,O,X,O,O
LSTJIZO,O,X,O,O,X,O,X
LSTJIOZ,O,X,X,O,O,O,X
LSTJZIO,O,X,O,O,X,O,X
LSTJZOI,O,X,O,O,X,O,X
LSTJOIZ,O,X,X,O,O,O,X
LSTJOZI,O,X,X,O,X,O,X
LSTZIJO,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,X,O,O
LSTZJIO,O,O,O,O,X,O,X
LSTZJOI,O,O,O,O,X,O,X
LSTZOIJ,O,O,O,O,X,O,O
LSTZOJI,O,O,O,O,X,O,X
LSTOIJZ,O,X,X,O,O,O,X
LSTOIZJ,O,O,X,O,X,O,O
LSTOJIZ,O,X,X,O,O,O,X
LSTOJZI,O,X,X,O,X,O,X
LSTOZIJ,O,O,X,O,X,O,O
LSTOZJI,O,O,X,O,X,O,X
LSITJZO,O,X,O,X,X,O,X
LSITJOZ,O,X,X,X,O,O,X
LSITZJO,O,O,O,X,X,O,X
LSITZOJ,O,O,O,O,X,O,O
LSITOJZ,O,X,X,O,O,O,X
LSITOZJ,O,O,X,O,X,O,O
LSIJTZO,O,X,X,O,X,O,X
LSIJTOZ,O,X,X,O,O,O,X
LSIJZTO,O,O,X,O,X,O,X
LSIJZOT,O,O,O,O,O,X,X
LSIJOTZ,O,X,X,O,O,X,X
LSIJOZT,O,O,X,O,O,X,X
LSIZTJO,O,O,O,X,X,O,X
LSIZTOJ,O,O,O,O,X,O,X
LSIZJTO,O,O,X,O,X,O,X
LSIZJOT,O,O,O,O,O,X,X
LSIZOTJ,O,O,O,O,X,X,X
LSIZOJT,O,O,O,O,O,X,X
LSIOTJZ,O,X,X,O,O,X,X
LSIOTZJ,O,O,X,O,X,X,O
LSIOJTZ,O,X,X,O,O,X,X
LSIOJZT,O,O,X,O,O,X,X
LSIOZTJ,O,O,X,O,X,X,X
LSIOZJT,O,O,X,O,O,X,X
LSJTIZO,O,X,X,O,X,O,X
LSJTIOZ,O,X,X,O,O,O,X
LSJTZIO,O,X,X,O,X,O,X
LSJTZOI,O,X,X,O,X,O,X
LSJTOIZ,O,X,X,O,O,O,X
LSJTOZI,O,X,X,X,X,O,X
LSJITZO,O,X,X,O,X,O,X
LSJITOZ,O,X,X,O,O,O,X
LSJIZTO,O,O,X,O,X,O,X
LSJIZOT,O,O,O,O,O,X,X
LSJIOTZ,O,X,X,O,O,X,X
LSJIOZT,O,O,X,O,O,X,X
LSJZTIO,O,O,X,O,X,O,X
LSJZTOI,O,O,X,O,X,O,X
LSJZITO,O,O,X,O,X,O,X
LSJZIOT,O,O,O,O,O,X,X
LSJZOTI,O,O,X,O,X,X,X
LSJZOIT,O,O,O,O,O,X,X
LSJOTIZ,O,X,X,O,O,X,X
LSJOTZI,O,X,X,X,X,X,X
LSJOITZ,O,X,X,O,O,X,X
LSJOIZT,O,O,X,O,O,X,X
LSJOZTI,O,O,X,O,X,X,X
LSJOZIT,O,O,X,O,O,X,X
LSZTIJO,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,X,O,X
LSZTJIO,O,O,O,O,X,O,X
LSZTJOI,O,O,O,O,X,O,X
LSZTOIJ,O,O,O,O,X,O,X
LSZTOJI,O,O,O,O,X,O,X
LSZITJO,O,O,O,X,X,O,X
LSZITOJ,O,O,O,O,X,O,X
LSZIJTO,O,O,X,O,X,O,X
LSZIJOT,O,O,O,O,O,X,X
LSZIOTJ,O,O,O,O,X,X,X
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,X,O,X,O,X
LSZJTOI,O,O,X,O,X,O,X
LSZJITO,O,O,X,O,X,O,X
LSZJIOT,O,O,O,O,O,X,X
LSZJOTI,O,O,X,O,X,X,X
LSZJOIT,O,O,O,O,O,X,X
LSZOTIJ,O,O,O,O,X,X,X
LSZOTJI,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,O,X,O,X,X,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,O,X,X,O,O,X,X
LSOTIZJ,O,O,X,O,X,X,O
LSOTJIZ,O,X,X,O,O,X,X
LSOTJZI,O,X,X,O,X,X,X
LSOTZIJ,O,O,X,O,X,X,O
LSOTZJI,O,O,X,O,X,X,X
LSOITJZ,O,X,X,O,O,X,X
LSOITZJ,O,O,X,O,X,X,O
LSOIJTZ,O,X,X,O,O,X,X
LSOIJZT,O,O,X,O,O,X,X
LSOIZTJ,O,O,X,O,X,X,X
LSOIZJT,O,O,X,O,O,X,X
LSOJTIZ,O,X,X,O,O,X,X
LSOJTZI,O,X,X,X,X,X,X
LSOJITZ,O,X,X,O,O,X,X
LSOJIZT,O,O,X,O,O,X,X
LSOJZTI,O,O,X,O,X,X,X
LSOJZIT,O,O,X,O,O,X,X
LSOZTIJ,O,O,X,O,X,X,X
LSOZTJI,O,O,X,O,X,X,X
LSOZITJ,O,O,X,O,X,X,X
LSOZIJT,O,O,X,O,O,X,X
LSOZJTI,O,O,X,O,X,X,X
LSOZJIT,O,O,X,O,O,X,X
LZTIJSO,O,O,O,O,X,X,X
LZTIJOS,O,O,O,O,X,X,O
LZTISJO,O,O,O,O,X,X,X
LZTISOJ,O,O,O,O,X,X,O
LZTIOJS,O,O,O,O,X,X,O
LZTIOSJ,O,O,O,O,X,X,O
LZTJISO,O,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,X,O
LZTJSIO,O,O,O,O,X,O,X
LZTJSOI,O,O,O,O,X,O,X
LZTJOIS,O,O,O,O,X,X,O
LZTJOSI,O,O,O,O,X,O,X
LZTSIJO,O,O,O,O,X,O,X
LZTSIOJ,O,O,O,O,X,O,O
LZTSJIO,O,O,O,O,X,O,X
LZTSJOI,O,O,O,O,X,O,X
LZTSOIJ,O,O,O,O,X,O,O
LZTSOJI,O,O,O,O,X,O,X
LZTOIJS,O,O,O,O,X,X,O
LZTOISJ,O,O,O,O,X,X,O
LZTOJIS,O,O,O,O,X,X,O
LZTOJSI,O,O,O,O,X,O,X
LZTOSIJ,O,O,O,O,X,O,O
LZTOSJI,O,O,O,O,X,O,X
LZITJSO,X,O,O,O,X,X,X
LZITJOS,X,O,O,O,X,X,O
LZITSJO,X,O,O,O,X,X,X
LZITSOJ,X,O,O,O,X,X,O
LZITOJS,X,O,O,O,X,X,O
LZITOSJ,X,O,O,O,X,X,O
LZIJTSO,X,O,O,X,X,X,X
LZIJTOS,X,O,O,O,X,X,X
LZIJSTO,O,O,X,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X
LZIJOTS,X,O,O,O,X,X,X
LZIJOST,O,O,O,O,X,X,X
LZISTJO,O,O,O,X,X,X,X
LZISTOJ,O,O,O,O,X,X,X
LZISJTO,O,O,X,O,X,X,X
LZISJOT,O,O,O,O,X,X,X
LZISOTJ,O,O,O,O,X,X,X
LZISOJT,O,O,O,O,X,X,X
LZIOTJS,X,O,O,O,X,X,O
LZIOTSJ,X,O,O,O,X,X,O
LZIOJTS,X,O,O,O,X,X,X
LZIOJST,O,O,O,O,X,X,X
LZIOSTJ,O,O,O,O,X,X,X
LZIOSJT,O,O,O,O,X,X,X
LZJTISO,X,O,O,O,X,X,X
LZJTIOS,X,O,O,O,X,X,X
LZJTSIO,X,O,O,O,X,O,X
LZJTSOI,X,O,O,O,X,O,X
LZJTOIS,X,O,O,O,X,X,X
LZJTOSI,X,O,O,O,X,O,X
LZJITSO,X,O,O,X,X,X,X
LZJITOS,X,O,O,O,X,X,X
LZJISTO,O,O,X,O,X,X,X
LZJISOT,O,O,O,O,X,X,X
LZJIOTS,X,O,O,O,X,X,X
LZJIOST,O,O,O,O,X,X,X
LZJSTIO,O,O,X,O,X,O,X
LZJSTOI,O,O,X,O,X,O,X
LZJSITO,O,O,X,O,X,O,X
LZJSIOT,O,O,O,O,X,X,X
LZJSOTI,O,O,X,O,X,X,X
LZJSOIT,O,O,O,O,X,X,X
LZJOTIS,X,O,O,O,X,X,X
LZJOTSI,X,O,O,O,X,X,X
LZJOITS,X,O,O,O,X,X,X
LZJOIST,O,O,O,O,X,X,X
LZJOSTI,O,O,X,O,X,X,X
LZJOSIT,O,O,O,O,X,X,X
LZSTIJO,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,X,O,X
LZSTOJI,O,O,O,O,X,O,X
LZSITJO,O,O,O,X,X,O,X
LZSITOJ,O,O,O,O,X,O,X
LZSIJTO,O,O,X,O,X,O,X
LZSIJOT,O,O,O,O,X,X,X
LZSIOTJ,O,O,O,O,X,X,X
LZSIOJT,O,O,O,O,X,X,X
LZSJTIO,O,O,X,O,X,O,X
LZSJTOI,O,O,X,O,X,O,X
LZSJITO,O,O,X,O,X,O,X
LZSJIOT,O,O,O,O,X,X,X
LZSJOTI,O,O,X,O,X,X,X
LZSJOIT,O,O,O,O,X,X,X
LZSOTIJ,O,O,O,O,X,X,X
LZSOTJI,O,O,O,O,X,X,X
LZSOITJ,O,O,O,O,X,X,X
LZSOIJT,O,O,O,O,X,X,X
LZSOJTI,O,O,X,O,X,X,X
LZSOJIT,O,O,O,O,X,X,X
LZOTIJS,O,O,O,O,X,X,O
LZOTISJ,O,O,O,O,X,X,O
LZOTJIS,O,O,O,O,X,X,O
LZOTJSI,O,O,O,O,X,X,X
LZOTSIJ,O,O,O,O,X,X,O
LZOTSJI,O,O,O,O,X,X,X
LZOITJS,X,O,O,O,X,X,O
LZOITSJ,X,O,O,O,X,X,O
LZOIJTS,X,O,O,O,X,X,X
LZOIJST,O,O,O,O,X,X,X
LZOISTJ,O,O,O,O,X,X,X
LZOISJT,O,O,O,O,X,X,X
LZOJTIS,X,O,O,O,X,X,X
LZOJTSI,X,O,O,O,X,X,X
LZOJITS,X,O,O,O,X,X,X
LZOJIST,O,O,O,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,O,O,X,X,X
LZOSTIJ,O,O,O,O,X,X,X
LZOSTJI,O,O,O,O,X,X,X
LZOSITJ,O,O,O,O,X,X,X
LZOSIJT,O,O,O,O,X,X,X
LZOSJTI,O,O,X,O,X,X,X
LZOSJIT,O,O,O,O,X,X,X
LOTIJSZ,X,X,X,O,O,X,X
LOTIJZS,X,X,O,O,X,X,O
LOTISJZ,O,O,X,O,O,X,X
LOTISZJ,O,O,X,O,O,X,O
LOTIZJS,O,O,O,X,X,X,O
LOTIZSJ,O,O,O,X,X,X,O
LOTJISZ,X,X,X,O,O,X,X
LOTJIZS,X,X,O,O,X,X,O
LOTJSIZ,X,X,X,O,O,X,X
LOTJSZI,X,X,X,O,O,X,X
LOTJZIS,X,X,O,O,X,X,O
LOTJZSI,X,X,O,O,X,X,X
LOTSIJZ,O,O,X,O,O,X,X
LOTSIZJ,O,O,X,O,O,X,O
LOTSJIZ,O,O,X,O,O,X,X
LOTSJZI,O,O,X,O,O,X,X
LOTSZIJ,O,O,X,O,O,X,O
LOTSZJI,O,O,X,O,O,X,X
LOTZIJS,O,O,O,O,X,X,O
LOTZISJ,O,O,O,O,X,X,O
LOTZJIS,O,O,O,O,X,X,O
LOTZJSI,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,X,X,O
LOTZSJI,O,O,O,O,X,X,X
LOITJSZ,X,X,X,O,O,X,X
LOITJZS,X,X,O,O,X,X,O
LOITSJZ,O,O,X,O,O,X,X
LOITSZJ,O,O,X,O,O,X,O
LOITZJS,O,O,O,X,X,X,O
LOITZSJ,O,O,O,X,X,X,O
LOIJTSZ,X,X,X,O,O,X,X
LOIJTZS,X,X,X,O,X,X,O
LOIJSTZ,X,X,X,O,O,X,X
LOIJSZT,X,X,X,O,O,X,X
LOIJZTS,X,X,O,O,X,X,X
LOIJZST,X,X,O,O,X,X,X
LOISTJZ,O,X,X,O,O,X,X
LOISTZJ,O,O,X,O,X,X,O
LOISJTZ,O,X,X,O,O,X,X
LOISJZT,O,O,X,O,O,X,X
LOISZTJ,O,O,X,O,X,X,X
LOISZJT,O,O,X,O,O,X,X
LOIZTJS,X,O,O,X,X,X,O
LOIZTSJ,X,O,O,X,X,X,O
LOIZJTS,X,O,O,X,X,X,X
LOIZJST,O,O,O,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X
LOJTISZ,X,X,X,O,O,X,X
LOJTIZS,X,X,X,O,X,X,O
LOJTSIZ,X,X,X,O,O,X,X
LOJTSZI,X,X,X,O,O,X,X
LOJTZIS,X,X,X,O,X,X,O
LOJTZSI,X,X,X,O,X,X,X
LOJITSZ,X,X,X,O,O,X,X
LOJITZS,X,X,X,O,X,X,O
LOJISTZ,X,X,X,O,O,X,X
LOJISZT,X,X,X,O,O,X,X
LOJIZTS,X,X,O,O,X,X,X
LOJIZST,X,X,O,O,X,X,X
LOJSTIZ,X,X,X,O,O,X,X
LOJSTZI,X,X,X,X,X,X,X
LOJSITZ,X,X,X,O,O,X,X
LOJSIZT,X,X,X,O,O,X,X
LOJSZTI,X,X,X,O,X,X,X
LOJSZIT,X,X,X,O,O,X,X
LOJZTIS,X,X,O,O,X,X,X
LOJZTSI,X,X,X,O,X,X,X
LOJZITS,X,X,O,O,X,X,X
LOJZIST,X,X,O,O,X,X,X
LOJZSTI,X,X,X,O,X,X,X
LOJZSIT,X,X,O,O,X,X,X
LOSTIJZ,O,X,X,O,O,X,X
LOSTIZJ,O,O,X,O,X,X,O
LOSTJIZ,O,X,X,O,O,X,X
LOSTJZI,O,X,X,O,X,X,X
LOSTZIJ,O,O,X,O,X,X,O
LOSTZJI,O,O,X,O,X,X,X
LOSITJZ,O,X,X,O,O,X,X
LOSITZJ,O,O,X,O,X,X,O
LOSIJTZ,O,X,X,O,O,X,X
LOSIJZT,O,O,X,O,O,X,X
LOSIZTJ,O,O,X,O,X,X,X
LOSIZJT,O,O,X,O,O,X,X
LOSJTIZ,O,X,X,O,O,X,X
LOSJTZI,O,X,X,X,X,X,X
LOSJITZ,O,X,X,O,O,X,X
LOSJIZT,O,O,X,O,O,X,X
LOSJZTI,O,O,X,O,X,X,X
LOSJZIT,O,O,X,O,O,X,X
LOSZTIJ,O,O,X,O,X,X,X
LOSZTJI,O,O,X,O,X,X,X
LOSZITJ,O,O,X,O,X,X,X
LOSZIJT,O,O,X,O,O,X,X
LOSZJTI,O,O,X,O,X,X,X
LOSZJIT,O,O,X,O,O,X,X
LOZTIJS,O,O,O,O,X,X,O
LOZTISJ,O,O,O,O,X,X,O
LOZTJIS,O,O,O,O,X,X,O
LOZTJSI,O,O,O,O,X,X,X
LOZTSIJ,O,O,O,O,X,X,O
LOZTSJI,O,O,O,O,X,X,X
LOZITJS,X,O,O,O,X,X,O
LOZITSJ,X,O,O,O,X,X,O
LOZIJTS,X,O,O,O,X,X,X
LOZIJST,O,O,O,O,X,X,X
LOZISTJ,O,O,O,O,X,X,X
LOZISJT,O,O,O,O,X,X,X
LOZJTIS,X,O,O,O,X,X,X
LOZJTSI,X,O,O,O,X,X,X
LOZJITS,X,O,O,O,X,X,X
LOZJIST,O,O,O,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,X,X,X
LOZSTJI,O,O,O,O,X,X,X
LOZSITJ,O,O,O,O,X,X,X
LOZSIJT,O,O,O,O,X,X,X
LOZSJTI,O,O,X,O,X,X,X
LOZSJIT,O,O,O,O,X,X,X
JTILSZO,X,X,O,O,O,X,X
JTILSOZ,X,X,X,O,O,X,X
JTILZSO,X,X,O,O,X,X,X
JTILZOS,X,X,O,O,X,X,O
JTILOSZ,X,X,X,O,O,X,X
JTILOZS,X,X,O,O,X,X,O
JTISLZO,O,O,O,O,O,O,X
JTISLOZ,O,O,X,O,O,O,X
JTISZLO,O,O,O,O,O,O,X
JTISZOL,O,O,O,O,O,O,X
JTISOLZ,O,O,X,O,O,O,X
JTISOZL,O,O,X,O,O,O,X
JTIZLSO,O,O,O,O,X,X,X
JTIZLOS,O,O,O,O,X,X,O
JTIZSLO,O,O,O,O,O,O,X
JTIZSOL,O,O,O,O,O,O,X
JTIZOLS,O,O,O,O,X,X,O
JTIZOSL,O,O,O,O,O,O,X
JTIOLSZ,X,X,X,O,O,X,X
JTIOLZS,X,X,O,O,X,X,O
JTIOSLZ,O,O,X,O,O,O,X
JTIOSZL,O,O,X,O,O,O,X
JTIOZLS,O,O,O,O,X,X,O
JTIOZSL,O,O,O,O,O,O,X
JTLISZO,X,X,O,O,O,X,X
JTLISOZ,X,X,X,O,O,X,X
JTLIZSO,X,X,O,O,X,X,X
JTLIZOS,X,X,O,O,X,X,O
JTLIOSZ,X,X,X,O,O,X,X
JTLIOZS,X,X,O,O,X,X,O
JTLSIZO,X,X,O,O,O,O,X
JTLSIOZ,X,X,X,O,O,O,X
JTLSZIO,X,X,O,O,O,O,X
JTLSZOI,X,X,O,O,O,O,X
JTLSOIZ,X,X,X,O,O,O,X
JTLSOZI,X,X,X,O,O,O,X
JTLZISO,X,X,O,O,X,X,X
JTLZIOS,X,X,O,O,X,X,O
JTLZSIO,X,X,O,O,X,O,X
JTLZSOI,X,X,O,O,X,O,X
JTLZOIS,X,X,O,O,X,X,O
JTLZOSI,X,X,O,O,X,O,X
JTLOISZ,X,X,X,O,O,X,X
JTLOIZS,X,X,O,O,X,X,O
JTLOSIZ,X,X,X,O,O,O,X
JTLOSZI,X,X,X,O,O,O,X
JTLOZIS,X,X,O,O,X,X,O
JTLOZSI,X,X,O,O,X,O,X
JTSILZO,O,O,O,O,O,O,X
JTSILOZ,O,O,X,O,O,O,X
JTSIZLO,O,O,O,O,O,O,X
JTSIZOL,O,O,O,O,O,O,X
JTSIOLZ,O,O,X,O,O,O,X
JTSIOZL,O,O,X,O,O,O,X
JTSLIZO,O,O,O,O,O,O,X
JTSLIOZ,O,O,X,O,O,O,X
JTSLZIO,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,X
JTSLOIZ,O,O,X,O,O,O,X
JTSLOZI,O,O,X,O,O,O,X
JTSZILO,O,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,O,X
JTSZLIO,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,O,X
JTSOILZ,O,O,X,O,O,O,X
JTSOIZL,O,O,X,O,O,O,X
JTSOLIZ,O,O,X,O,O,O,X
JTSOLZI,O,O,X,O,O,O,X
JTSOZIL,O,O,X,O,O,O,X
JTSOZLI,O,O,X,O,O,O,X
JTZILSO,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,X,X,O
JTZISLO,O,O,O,O,O,O,X
JTZISOL,O,O,O,O,O,O,X
JTZIOLS,O,O,O,O,X,X,O
JTZIOSL,O,O,O,O,O,O,X
JTZLISO,O,O,O,O,X,X,X
JTZLIOS,O,O,O,O,X,X,O
JTZLSIO,O,O,O,O,X,O,X
JTZLSOI,O,O,O,O,X,O,X
JTZLOIS,O,O,O,O,X,X,O
JTZLOSI,O,O,O,O,X,O,X
JTZSILO,O,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,O,X
JTZSLIO,O,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,O,O,X
JTZSOLI,O,O,O,O,O,O,X
JTZOILS,O,O,O,O,X,X,O
JTZOISL,O,O,O,O,O,O,X
JTZOLIS,O,O,O,O,X,X,O
JTZOLSI,O,O,O,O,X,O,X
JTZOSIL,O,O,O,O,O,O,X
JTZOSLI,O,O,O,O,O,O,X
JTOILSZ,X,X,X,O,O,X,X
JTOILZS,X,X,O,O,X,X,O
JTOISLZ,O,O,X,O,O,O,X
JTOISZL,O,O,X,O,O,O,X
JTOIZLS,O,O,O,O,X,X,O
JTOIZSL,O,O,O,O,O,O,X
JTOLISZ,X,X,X,O,O,X,X
JTOLIZS,X,X,O,O,X,X,O
JTOLSIZ,X,X,X,O,O,O,X
JTOLSZI,X,X,X,O,O,O,X
JTOLZIS,X,X,O,O,X,X,O
JTOLZSI,X,X,O,O,X,O,X
JTOSILZ,O,O,X,O,O,O,X
JTOSIZL,O,O,X,O,O,O,X
JTOSLIZ,O,O,X,O,O,O,X
JTOSLZI,O,O,X,O,O,O,X
JTOSZIL,O,O,X,O,O,O,X
JTOSZLI,O,O,X,O,O,O,X
JTOZILS,O,O,O,O,X,X,O
JTOZISL,O,O,O,O,O,O,X
JTOZLIS,O,O,O,O,X,X,O
JTOZLSI,O,O,O,O,X,O,X
JTOZSIL,O,O,O,O,O,O,X
JTOZSLI,O,O,O,O,O,O,X
JITLSZO,X,X,O,X,O,X,X
JITLSOZ,X,X,X,X,O,X,X
JITLZSO,X,X,O,X,X,X,X
JITLZOS,X,X,O,O,X,X,O
JITLOSZ,X,X,X,O,O,X,X
JITLOZS,X,X,O,O,X,X,O
JITSLZO,O,O,O,X,O,O,X
JITSLOZ,O,O,X,X,O,O,X
JITSZLO,O,O,O,X,O,O,X
JITSZOL,O,O,O,X,O,O,X
JITSOLZ,O,O,X,X,O,O,X
JITSOZL,O,O,X,X,O,O,X
JITZLSO,O,O,O,X,X,X,X
JITZLOS,O,O,O,O,X,X,O
JITZSLO,O,O,O,X,O,O,X
JITZSOL,O,O,O,X,O,O,X
JITZOLS,O,O,O,O,X,X,O
JITZOSL,O,O,O,X,O,O,X
JITOLSZ,X,X,X,O,O,X,X
JITOLZS,X,X,O,O,X,X,O
JITOSLZ,O,O,X,X,O,O,X
JITOSZL,O,O,X,X,O,O,X
JITOZLS,O,O,O,X,X,X,O
JITOZSL,O,O,O,X,O,O,X
JILTSZO,X,X,O,X,O,X,X
JILTSOZ,X,X,X,X,O,X,X
JILTZSO,X,X,O,X,X,X,X
JILTZOS,X,X,O,O,X,X,O
JILTOSZ,X,X,X,O,O,X,X
JILTOZS,X,X,O,O,X,X,O
JILSTZO,X,X,X,O,X,X,X
JILSTOZ,X,X,X,O,O,X,X
JILSZTO,X,X,X,O,X,X,X
JILSZOT,X,X,O,O,O,X,X
JILSOTZ,X,X,X,O,O,X,X
JILSOZT,X,X,X,O,O,X,X
JILZTSO,X,X,O,X,X,X,X
JILZTOS,X,X,O,O,X,X,X
JILZSTO,X,X,X,O,X,X,X
JILZSOT,X,X,O,O,X,X,X
JILZOTS,X,X,O,O,X,X,X
JILZOST,X,X,O,O,X,X,X
JILOTSZ,X,X,X,O,O,X,X
JILOTZS,X,X,X,O,X,X,O
JILOSTZ,X,X,X,O,O,X,X
JILOSZT,X,X,X,O,O,X,X
JILOZTS,X,X,O,O,X,X,X
JILOZST,X,X,O,O,X,X,X
JISTLZO,O,X,X,O,O,O,X
JISTLOZ,O,X,X,O,O,O,X
JISTZLO,O,X,X,O,O,O,X
JISTZOL,O,X,X,O,O,O,X
JISTOLZ,O,X,X,O,O,O,X
JISTOZL,O,X,X,X,O,O,X
JISLTZO,O,X,X,O,X,O,X
JISLTOZ,O,X,X,O,O,O,X
JISLZTO,O,O,X,O,X,O,X
JISLZOT,O,O,O,O,O,X,X
JISLOTZ,O,X,X,O,O,X,X
JISLOZT,O,O,X,O,O,X,X
JISZTLO,O,O,X,O,X,O,X
JISZTOL,O,O,X,O,X,O,X
JISZLTO,O,O,X,O,X,O,X
JISZLOT,O,O,O,O,O,X,X
JISZOTL,O,O,X,O,X,O,X
JISZOLT,O,O,O,O,O,X,X
JISOTLZ,O,X,X,O,O,O,X
JISOTZL,O,X,X,X,O,O,X
JISOLTZ,O,X,X,O,O,X,X
JISOLZT,O,O,X,O,O,X,X
JISOZTL,O,O,X,O,X,O,X
JISOZLT,O,O,X,O,O,X,X
JIZTLSO,X,O,O,X,X,X,X
JIZTLOS,X,O,O,O,X,X,X
JIZTSLO,O,O,O,X,O,O,X
JIZTSOL,O,O,O,X,O,O,X
JIZTOLS,X,O,O,O,X,X,X
JIZTOSL,O,O,O,X,O,O,X
JIZLTSO,X,O,O,X,X,X,X
JIZLTOS,X,O,O,O,X,X,X
JIZLSTO,O,O,X,O,X,X,X
JIZLSOT,O,O,O,O,X,X,X
JIZLOTS,X,O,O,O,X,X,X
JIZLOST,O,O,O,O,X,X,X
JIZSTLO,O,O,X,O,X,O,X
JIZSTOL,O,O,X,O,X,O,X
JIZSLTO,O,O,X,O,X,O,X
JIZSLOT,O,O,O,O,O,X,X
JIZSOTL,O,O,X,O,X,O,X
JIZSOLT,O,O,O,O,O,X,X
JIZOTLS,X,O,O,O,X,X,X
JIZOTSL,O,O,O,X,O,X,X
JIZOLTS,X,O,O,O,X,X,X
JIZOLST,O,O,O,O,X,X,X
JIZOSTL,O,O,X,O,X,X,X
JIZOSLT,O,O,O,O,O,X,X
JIOTLSZ,X,X,X,O,O,X,X
JIOTLZS,X,X,X,O,X,X,O
JIOTSLZ,O,O,X,X,O,X,X
JIOTSZL,O,O,X,X,O,X,X
JIOTZLS,O,O,X,X,X,X,O
JIOTZSL,O,O,X,X,O,X,X
JIOLTSZ,X,X,X,O,O,X,X
JIOLTZS,X,X,X,O,X,X,O
JIOLSTZ,X,X,X,O,O,X,X
JIOLSZT,X,X,X,O,O,X,X
JIOLZTS,X,X,O,O,X,X,X
JIOLZST,X,X,O,O,X,X,X
JIOSTLZ,O,X,X,O,O,X,X
JIOSTZL,O,X,X,X,O,X,X
