sequence,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBl?nBctBCtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbBXeBigB+?oBlnB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfBl?nBctB6sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbB0dBigB+?oBlnBXtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBF?jBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcB5jB0?nBatBlsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfB1?nBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBldBx?nBCtBctB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeF8IvhFXeBxfBCtBc?tBmpBTsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBVjBx?nBStB0sB
JZOSLIT,O,O,X,X,O,O,X,O,X,X
JOTILSZ,X,O,X,O,X,X,O,O,X,X
JOTILZS,X,O,X,O,X,X,O,O,X,X
JOTISLZ,X,O,X,X,O,X,O,O,X,X
JOTISZL,O,X,X,X,X,O,X,X,X,X
JOTIZLS,X,X,X,O,X,O,X,X,X,X
JOTIZSL,X,X,X,X,X,O,X,X,X,X
JOTLISZ,X,O,X,O,O,X,O,O,X,X
JOTLIZS,X,O,X,O,O,X,O,O,X,X
JOTLSIZ,X,O,X,O,O,X,O,O,X,X
JOTLSZI,X,O,X,O,O,X,O,X,X,X
JOTLZIS,X,O,X,O,O,X,O,X,X,X
JOTLZSI,X,O,X,O,O,X,O,X,X,X
JOTSILZ,X,O,X,X,O,X,O,O,X,X
JOTSIZL,O,X,X,X,X,O,X,X,X,X
JOTSLIZ,X,O,X,O,O,X,O,O,X,X
JOTSLZI,X,O,X,O,O,X,O,X,X,X
JOTSZIL,O,X,X,X,X,O,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X
JOTZILS,O,X,X,O,X,O,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X,X,X
JOTZLIS,O,O,X,O,X,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X,X,X
JOTZSIL,O,X,X,X,X,O,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X,X
JOITLSZ,X,O,X,O,X,X,O,O,X,O
JOITLZS,X,O,X,O,X,X,O,O,X,X
JOITSLZ,X,O,X,X,O,X,O,O,X,O
JOITSZL,O,X,X,X,X,O,X,X,X,O
JOITZLS,X,X,X,O,X,O,X,X,X,X
JOITZSL,X,X,X,X,X,O,X,X,X,O
JOILTSZ,X,O,X,O,O,X,O,O,X,X
JOILTZS,X,O,X,O,O,X,O,O,X,X
JOILSTZ,X,O,X,O,O,X,O,O,X,X
JOILSZT,O,O,X,X,O,O,X,O,X,X
JOILZTS,X,O,X,O,O,O,X,O,X,X
JOILZST,X,O,X,X,O,O,X,O,X,X
JOISTLZ,X,X,X,X,O,X,O,O,X,O
JOISTZL,O,X,X,X,X,O,X,X,X,O
JOISLTZ,X,O,X,X,O,X,O,O,X,X
JOISLZT,O,O,X,X,O,O,X,O,X,X
JOISZTL,O,X,O,X,X,O,X,X,X,X
JOISZLT,O,X,X,X,O,O,X,O,X,X
JOIZTLS,O,X,O,X,X,O,X,X,X,X
JOIZTSL,O,X,O,X,X,O,X,X,X,X
JOIZLTS,X,X,X,X,X,O,X,O,X,X
JOIZLST,O,X,X,X,X,O,X,O,X,X
JOIZSTL,O,X,O,X,X,O,X,X,X,X
JOIZSLT,O,X,X,X,O,O,X,O,X,X
JOLTISZ,X,O,X,O,O,X,O,O,X,X
JOLTIZS,X,O,X,O,O,X,O,O,X,X
JOLTSIZ,X,O,X,O,O,X,O,O,X,X
JOLTSZI,X,O,X,O,O,X,O,X,X,X
JOLTZIS,X,O,X,O,O,X,O,X,X,X
JOLTZSI,X,O,X,O,O,X,O,X,X,X
JOLITSZ,X,O,X,O,O,X,O,O,X,X
JOLITZS,X,O,X,O,O,X,O,O,X,X
JOLISTZ,X,O,X,O,O,X,O,O,X,X
JOLISZT,O,O,X,X,O,O,X,O,X,X
JOLIZTS,X,O,X,O,O,O,X,O,X,X
JOLIZST,X,O,X,X,O,O,X,O,X,X
JOLSTIZ,X,O,X,O,O,X,O,O,X,X
JOLSTZI,X,O,X,O,O,X,O,X,X,X
JOLSITZ,X,O,X,O,O,X,O,O,X,X
JOLSIZT,O,O,X,X,O,O,X,O,X,X
JOLSZTI,O,O,X,X,O,X,X,X,X,X
JOLSZIT,O,O,X,X,O,O,X,O,X,X
JOLZTIS,O,O,X,O,O,X,X,X,X,X
JOLZTSI,O,O,X,O,O,X,X,X,X,X
JOLZITS,X,O,X,O,O,O,X,O,X,X
JOLZIST,O,O,X,X,O,O,X,O,X,X
JOLZSTI,O,O,X,X,O,X,X,X,X,X
JOLZSIT,O,O,X,X,O,O,X,O,X,X
JOSTILZ,X,O,X,X,O,X,O,O,X,X
JOSTIZL,O,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,O,O,X,O,O,X,X
JOSTLZI,X,O,X,O,O,X,O,X,X,X
JOSTZIL,O,X,X,X,X,O,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,X
JOSITLZ,X,X,X,X,O,X,O,O,X,O
JOSITZL,O,X,X,X,X,O,X,X,X,O
JOSILTZ,X,O,X,X,O,X,O,O,X,X
JOSILZT,O,O,X,X,O,O,X,O,X,X
JOSIZTL,O,X,O,X,X,O,X,X,X,X
JOSIZLT,O,X,X,X,O,O,X,O,X,X
JOSLTIZ,X,O,X,O,O,X,O,O,X,X
JOSLTZI,X,O,X,O,O,X,O,X,X,X
JOSLITZ,X,O,X,O,O,X,O,O,X,X
JOSLIZT,O,O,X,X,O,O,X,O,X,X
JOSLZTI,O,O,X,X,O,X,X,X,X,X
JOSLZIT,O,O,X,X,O,O,X,O,X,X
JOSZTIL,O,X,O,X,X,O,X,X,X,X
JOSZTLI,O,X,O,X,X,X,X,X,X,X
JOSZITL,O,X,O,X,X,O,X,X,X,X
JOSZILT,O,X,X,X,O,O,X,O,X,X
JOSZLTI,O,O,X,X,O,X,X,X,X,X
JOSZLIT,O,O,X,X,O,O,X,O,X,X
JOZTILS,O,X,O,O,X,O,X,X,X,X
JOZTISL,O,X,O,X,X,O,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X,X,X
JOZTSIL,O,X,O,X,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,O,X,X,X,X
JOZITSL,O,X,O,X,X,O,X,X,X,X
JOZILTS,X,X,X,X,X,O,X,O,X,X
JOZILST,O,X,X,X,X,O,X,O,X,X
JOZISTL,O,X,O,X,X,O,X,X,X,X
JOZISLT,O,X,X,X,O,O,X,O,X,X
JOZLTIS,O,O,X,O,O,X,X,X,X,X
JOZLTSI,O,O,X,O,O,X,X,X,X,X
JOZLITS,X,O,X,O,O,O,X,O,X,X
JOZLIST,O,O,X,X,O,O,X,O,X,X
JOZLSTI,O,O,X,X,O,X,X,X,X,X
JOZLSIT,O,O,X,X,O,O,X,O,X,X
JOZSTIL,O,X,O,X,X,O,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X,X,X,X
JOZSITL,O,X,O,X,X,O,X,X,X,X
JOZSILT,O,X,X,X,O,O,X,O,X,X
JOZSLTI,O,O,X,X,O,X,X,X,X,X
JOZSLIT,O,O,X,X,O,O,X,O,X,X
STILJZO,X,X,X,X,X,X,O,X,X,X
STILJOZ,X,X,X,X,X,X,O,X,X,O
STILZJO,X,X,X,X,X,X,X,X,O,X
STILZOJ,X,X,X,X,X,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,O,X,X,O
STILOZJ,X,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,O,O,X,X
STIJLOZ,X,X,X,X,X,X,O,O,X,O
STIJZLO,X,X,X,X,X,O,O,X,X,X
STIJZOL,X,X,X,X,X,O,X,X,X,O
STIJOLZ,X,X,X,X,O,X,O,O,X,O
STIJOZL,O,X,X,X,X,O,X,X,X,O
STIZLJO,X,X,X,X,X,O,X,X,X,X
STIZLOJ,X,X,X,X,X,O,X,X,X,X
STIZJLO,X,X,X,X,X,O,X,X,X,X
STIZJOL,X,X,X,X,X,O,X,X,X,O
STIZOLJ,X,X,X,X,X,O,X,X,X,X
STIZOJL,X,X,X,X,X,O,X,X,X,O
STIOLJZ,X,X,X,X,X,X,X,X,X,O
STIOLZJ,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,X,O,X,X,O,X,O
STIOJZL,O,X,X,X,X,O,X,X,X,O
STIOZLJ,X,X,X,X,X,O,X,X,X,X
STIOZJL,X,X,X,X,X,O,X,X,X,O
STLIJZO,X,X,X,X,O,X,O,O,X,X
STLIJOZ,X,X,X,X,O,X,O,O,X,X
STLIZJO,X,X,X,X,O,X,X,X,O,X
STLIZOJ,X,X,X,X,O,X,X,X,O,X
STLIOJZ,X,X,X,X,O,X,O,O,X,X
STLIOZJ,X,X,X,X,O,X,X,X,X,X
STLJIZO,X,X,X,X,O,X,O,O,X,X
STLJIOZ,X,X,X,X,O,X,O,O,X,X
STLJZIO,X,X,X,X,O,X,O,X,X,X
STLJZOI,X,X,X,X,O,X,O,X,X,X
STLJOIZ,X,X,X,X,O,X,O,O,X,X
STLJOZI,X,X,X,X,O,X,O,X,X,X
STLZIJO,X,X,X,X,O,X,X,X,O,X
STLZIOJ,X,X,X,X,O,X,X,X,O,X
STLZJIO,X,X,X,X,O,X,O,X,O,X
STLZJOI,X,X,X,X,O,X,O,X,X,X
STLZOIJ,X,X,X,X,O,X,X,X,O,X
STLZOJI,X,X,X,X,O,X,O,X,X,X
STLOIJZ,X,X,X,X,O,X,O,O,X,X
STLOIZJ,X,X,X,X,O,X,X,X,X,X
STLOJIZ,X,X,X,X,O,X,O,O,X,X
STLOJZI,X,X,X,X,O,X,O,X,X,X
STLOZIJ,X,X,X,X,O,X,X,X,X,X
STLOZJI,X,X,X,X,O,X,O,X,X,X
STJILZO,X,X,X,X,X,X,O,O,X,X
STJILOZ,X,X,X,X,X,X,O,O,X,X
STJIZLO,X,X,O,X,X,O,O,X,X,X
STJIZOL,X,X,O,X,X,O,X,X,X,X
STJIOLZ,X,X,X,X,O,X,O,O,X,X
STJIOZL,O,X,X,X,X,O,X,X,X,X
STJLIZO,X,X,X,X,O,X,O,O,X,X
STJLIOZ,X,X,X,X,O,X,O,O,X,X
STJLZIO,X,X,X,X,O,X,O,X,X,X
STJLZOI,X,X,X,X,O,X,O,X,X,X
STJLOIZ,X,X,X,X,O,X,O,O,X,X
STJLOZI,X,X,X,X,O,X,O,X,X,X
STJZILO,O,X,O,X,X,O,O,X,X,X
STJZIOL,O,X,O,X,X,O,X,X,X,X
STJZLIO,O,X,O,X,X,X,O,X,X,X
STJZLOI,O,X,O,X,X,X,O,X,X,X
STJZOIL,O,X,O,X,X,O,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,O,X,O,O,X,X
STJOIZL,O,X,X,X,X,O,X,X,X,X
STJOLIZ,X,X,X,X,O,X,O,O,X,X
STJOLZI,X,X,X,X,O,X,O,X,X,X
STJOZIL,O,X,X,X,X,O,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,X,O,X,X,X,X
STZILOJ,O,X,X,X,X,O,X,X,X,X
STZIJLO,O,X,O,X,X,O,X,X,X,X
STZIJOL,O,X,O,X,X,O,X,X,X,X
STZIOLJ,O,X,X,X,X,O,X,X,X,X
STZIOJL,O,X,O,X,X,O,X,X,X,X
STZLIJO,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,X,O,X,X,X
STZLJOI,O,X,O,X,X,X,O,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,O,X,X,X
STZJILO,O,X,O,X,X,O,O,X,X,X
STZJIOL,O,X,O,X,X,O,X,X,X,X
STZJLIO,O,X,O,X,X,X,O,X,X,X
STZJLOI,O,X,O,X,X,X,O,X,X,X
STZJOIL,O,X,O,X,X,O,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,O,X,X,X,X
STZOIJL,O,X,O,X,X,O,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X,X
STZOJIL,O,X,O,X,X,O,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,O
STOILZJ,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,O,X,X,O,X,O
STOIJZL,O,X,X,X,X,O,X,X,X,O
STOIZLJ,X,X,X,X,X,O,X,X,X,X
STOIZJL,X,X,X,X,X,O,X,X,X,O
STOLIJZ,X,X,X,X,O,X,O,O,X,X
STOLIZJ,X,X,X,X,O,X,X,X,X,X
STOLJIZ,X,X,X,X,O,X,O,O,X,X
STOLJZI,X,X,X,X,O,X,O,X,X,X
STOLZIJ,X,X,X,X,O,X,X,X,X,X
STOLZJI,X,X,X,X,O,X,O,X,X,X
STOJILZ,X,X,X,X,O,X,O,O,X,X
STOJIZL,O,X,X,X,X,O,X,X,X,X
STOJLIZ,X,X,X,X,O,X,O,O,X,X
STOJLZI,X,X,X,X,O,X,O,X,X,X
STOJZIL,O,X,X,X,X,O,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,X,X,X
STOZIJL,O,X,X,X,X,O,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,O,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,X,O,X,X,X
SITLJOZ,X,X,X,X,X,X,O,X,X,O
SITLZJO,X,X,X,X,X,X,X,X,O,X
SITLZOJ,X,X,X,X,X,X,X,X,O,X
SITLOJZ,X,X,X,X,X,X,O,X,X,O
SITLOZJ,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,X,O,O,X,X
SITJLOZ,X,X,X,X,X,X,O,O,X,O
SITJZLO,X,X,X,X,X,O,O,X,X,X
SITJZOL,X,X,X,X,X,O,X,X,X,O
SITJOLZ,X,X,X,X,O,X,O,O,X,O
SITJOZL,O,X,X,X,X,O,X,X,X,O
SITZLJO,X,X,X,X,X,O,X,X,X,X
SITZLOJ,X,X,X,X,X,O,X,X,X,X
SITZJLO,X,X,X,X,X,O,X,X,X,X
SITZJOL,X,X,X,X,X,O,X,X,X,O
SITZOLJ,X,X,X,X,X,O,X,X,X,X
SITZOJL,X,X,X,X,X,O,X,X,X,O
SITOLJZ,X,X,X,X,X,X,X,X,X,O
SITOLZJ,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,X,X,O,X,O
SITOJZL,O,X,X,X,X,O,X,X,X,O
SITOZLJ,X,X,X,X,X,O,X,X,X,X
SITOZJL,X,X,X,X,X,O,X,X,X,O
SILTJZO,X,X,X,X,O,X,O,O,X,X
SILTJOZ,X,X,X,X,O,X,O,O,X,O
SILTZJO,X,X,X,X,O,X,X,X,O,X
SILTZOJ,X,X,X,X,O,X,X,X,O,X
SILTOJZ,X,X,X,X,O,X,O,O,X,O
SILTOZJ,X,X,X,X,O,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,O,O,X,X
SILJTOZ,X,X,X,X,O,X,O,O,X,X
SILJZTO,X,X,X,X,O,O,O,O,X,X
SILJZOT,X,X,X,X,O,O,X,O,X,X
SILJOTZ,X,X,X,X,O,X,O,O,X,X
SILJOZT,O,X,X,X,O,O,X,O,X,X
SILZTJO,X,X,X,X,O,O,X,X,O,X
SILZTOJ,X,X,X,X,O,O,X,X,O,X
SILZJTO,X,X,X,X,O,O,X,O,O,X
SILZJOT,X,X,X,X,O,O,X,O,X,X
SILZOTJ,X,X,X,X,O,O,X,X,O,X
SILZOJT,X,X,X,X,O,O,X,O,X,X
SILOTJZ,X,X,X,X,O,X,X,O,X,O
SILOTZJ,X,X,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,O,X,X
SILOJZT,O,X,X,X,O,O,X,O,X,X
SILOZTJ,X,X,X,X,O,O,X,X,X,X
SILOZJT,X,X,X,X,O,O,X,O,X,X
SIJTLZO,X,X,X,X,X,X,O,O,X,X
SIJTLOZ,X,X,X,X,X,X,O,O,X,O
SIJTZLO,X,X,O,X,X,O,O,X,X,X
SIJTZOL,X,X,O,X,X,O,X,X,X,O
SIJTOLZ,X,X,X,X,O,X,O,O,X,O
SIJTOZL,O,X,X,X,X,O,X,X,X,O
SIJLTZO,X,X,X,X,O,X,O,O,X,X
SIJLTOZ,X,X,X,X,O,X,O,O,X,X
SIJLZTO,X,X,O,X,O,O,O,O,X,X
SIJLZOT,X,X,X,X,O,O,X,O,X,X
SIJLOTZ,X,X,X,X,O,X,O,O,X,X
SIJLOZT,O,X,X,X,O,O,X,O,X,X
SIJZTLO,O,X,O,X,X,O,O,X,X,X
SIJZTOL,O,X,O,X,X,O,X,X,X,X
SIJZLTO,X,X,O,X,X,O,O,O,X,X
SIJZLOT,O,X,X,X,X,O,X,O,X,X
SIJZOTL,O,X,O,X,X,O,X,X,X,X
SIJZOLT,O,X,X,X,O,O,X,O,X,X
SIJOTLZ,X,X,X,X,O,X,O,O,X,O
SIJOTZL,O,X,X,X,X,O,X,X,X,O
SIJOLTZ,X,X,X,X,O,X,O,O,X,X
SIJOLZT,O,X,X,X,O,O,X,O,X,X
SIJOZTL,O,X,O,X,X,O,X,X,X,X
SIJOZLT,O,X,X,X,O,O,X,O,X,X
SIZTLJO,O,X,X,X,X,O,X,X,X,X
SIZTLOJ,O,X,X,X,X,O,X,X,X,X
SIZTJLO,O,X,O,X,X,O,X,X,X,X
SIZTJOL,O,X,O,X,X,O,X,X,X,O
SIZTOLJ,O,X,X,X,X,O,X,X,X,X
SIZTOJL,O,X,O,X,X,O,X,X,X,O
SIZLTJO,X,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,X,X,X,X,O,X,X,X,X
SIZLJTO,X,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,X,X,X,O,X,X,X,X
SIZLOTJ,X,X,X,X,X,O,X,X,X,X
SIZLOJT,O,X,X,X,X,O,X,X,X,X
SIZJTLO,O,X,O,X,X,O,X,X,X,X
SIZJTOL,O,X,O,X,X,O,X,X,X,X
SIZJLTO,X,X,O,X,X,O,X,O,X,X
SIZJLOT,O,X,X,X,X,O,X,O,X,X
SIZJOTL,O,X,O,X,X,O,X,X,X,X
SIZJOLT,O,X,X,X,O,O,X,O,X,X
SIZOTLJ,O,X,X,X,X,O,X,X,X,X
SIZOTJL,O,X,X,X,X,O,X,X,X,O
SIZOLTJ,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,X,X,X,X,O,X,X,X,X
SIZOJTL,O,X,X,X,X,O,X,X,X,X
SIZOJLT,O,X,X,X,O,O,X,O,X,X
SIOTLJZ,X,X,X,X,X,X,X,X,X,O
SIOTLZJ,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,X,X,O,X,O
SIOTJZL,O,X,X,X,X,O,X,X,X,O
SIOTZLJ,X,X,X,X,X,O,X,X,X,X
SIOTZJL,X,X,X,X,X,O,X,X,X,O
SIOLTJZ,X,X,X,X,O,X,X,O,X,O
SIOLTZJ,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,X,X,O,X,X
SIOLJZT,O,X,X,X,O,O,X,O,X,X
SIOLZTJ,X,X,X,X,O,O,X,X,X,X
SIOLZJT,X,X,X,X,O,O,X,O,X,X
SIOJTLZ,X,X,X,X,O,X,X,O,X,O
SIOJTZL,O,X,X,X,X,O,X,X,X,O
SIOJLTZ,X,X,X,X,O,X,X,O,X,X
SIOJLZT,O,X,X,X,O,O,X,O,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X,X
SIOJZLT,O,X,X,X,O,O,X,O,X,X
SIOZTLJ,O,X,X,X,X,O,X,X,X,X
SIOZTJL,O,X,X,X,X,O,X,X,X,O
SIOZLTJ,X,X,X,X,X,O,X,X,X,X
SIOZLJT,O,X,X,X,X,O,X,X,X,X
SIOZJTL,O,X,X,X,X,O,X,X,X,X
SIOZJLT,O,X,X,X,O,O,X,O,X,X
SLTIJZO,X,X,X,X,O,X,O,O,X,X
SLTIJOZ,X,X,X,X,O,X,O,O,X,X
SLTIZJO,X,X,X,X,O,X,X,X,O,X
SLTIZOJ,X,X,X,X,O,X,X,X,O,X
SLTIOJZ,X,X,X,X,O,X,O,O,X,X
SLTIOZJ,X,X,X,X,O,X,X,X,X,X
SLTJIZO,X,X,X,X,O,X,O,O,X,X
SLTJIOZ,X,X,X,X,O,X,O,O,X,X
SLTJZIO,X,X,X,X,O,X,O,X,X,X
SLTJZOI,X,X,X,X,O,X,O,X,X,X
SLTJOIZ,X,X,X,X,O,X,O,O,X,X
SLTJOZI,X,X,X,X,O,X,O,X,X,X
SLTZIJO,X,X,X,X,O,X,X,X,O,X
SLTZIOJ,X,X,X,X,O,X,X,X,O,X
SLTZJIO,X,X,X,X,O,X,O,X,O,X
SLTZJOI,X,X,X,X,O,X,O,X,X,X
SLTZOIJ,X,X,X,X,O,X,X,X,O,X
SLTZOJI,X,X,X,X,O,X,O,X,X,X
SLTOIJZ,X,X,X,X,O,X,O,O,X,X
SLTOIZJ,X,X,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,X,X,O,X,O,O,X,X
SLTOJZI,X,X,X,X,O,X,O,X,X,X
SLTOZIJ,X,X,X,X,O,X,X,X,X,X
SLTOZJI,X,X,X,X,O,X,O,X,X,X
SLITJZO,X,X,X,X,O,X,O,O,X,X
SLITJOZ,X,X,X,X,O,X,O,O,X,O
SLITZJO,X,X,X,X,O,X,X,X,O,X
SLITZOJ,X,X,X,X,O,X,X,X,O,X
SLITOJZ,X,X,X,X,O,X,O,O,X,O
SLITOZJ,X,X,X,X,O,X,X,X,X,X
SLIJTZO,X,O,X,O,O,X,O,O,X,X
SLIJTOZ,X,O,X,O,O,X,O,O,X,X
SLIJZTO,X,X,X,X,O,O,O,O,X,X
SLIJZOT,X,O,X,X,O,O,X,O,X,X
SLIJOTZ,X,O,X,O,O,X,O,O,X,X
SLIJOZT,O,O,X,X,O,O,X,O,X,X
SLIZTJO,X,X,X,X,O,O,X,X,O,X
SLIZTOJ,X,X,X,X,O,O,X,X,O,X
SLIZJTO,X,X,X,X,O,O,X,O,O,X
SLIZJOT,X,X,X,X,O,O,X,O,X,X
SLIZOTJ,X,X,X,X,O,O,X,X,O,X
SLIZOJT,X,X,X,X,O,O,X,O,X,X
SLIOTJZ,X,X,X,X,O,X,X,O,X,O
SLIOTZJ,X,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,O,X,O,O,X,X,O,X,X
SLIOJZT,O,O,X,X,O,O,X,O,X,X
SLIOZTJ,X,X,X,X,O,O,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,O,X,X
SLJTIZO,X,O,X,O,O,X,O,O,X,X
SLJTIOZ,X,O,X,O,O,X,O,O,X,X
SLJTZIO,X,O,X,O,O,X,O,X,X,X
SLJTZOI,X,O,X,O,O,X,O,X,X,X
SLJTOIZ,X,O,X,O,O,X,O,O,X,X
SLJTOZI,X,O,X,O,O,X,O,X,X,X
SLJITZO,X,O,X,O,O,X,O,O,X,X
SLJITOZ,X,O,X,O,O,X,O,O,X,X
SLJIZTO,X,X,O,X,O,O,O,O,X,X
SLJIZOT,X,O,X,X,O,O,X,O,X,X
SLJIOTZ,X,O,X,O,O,X,O,O,X,X
SLJIOZT,O,O,X,X,O,O,X,O,X,X
SLJZTIO,O,X,O,X,O,X,O,X,X,X
SLJZTOI,O,X,O,X,O,X,O,X,X,X
SLJZITO,X,X,O,X,O,O,O,O,X,X
SLJZIOT,O,O,X,X,O,O,X,O,X,X
SLJZOTI,O,O,X,X,O,X,X,X,X,X
SLJZOIT,O,O,X,X,O,O,X,O,X,X
SLJOTIZ,X,O,X,O,O,X,O,O,X,X
SLJOTZI,X,O,X,O,O,X,O,X,X,X
SLJOITZ,X,O,X,O,O,X,O,O,X,X
SLJOIZT,O,O,X,X,O,O,X,O,X,X
SLJOZTI,O,O,X,X,O,X,X,X,X,X
SLJOZIT,O,O,X,X,O,O,X,O,X,X
SLZTIJO,O,X,X,X,O,X,X,X,O,X
SLZTIOJ,O,X,X,X,O,X,X,X,O,X
SLZTJIO,O,X,O,X,O,X,O,X,O,X
SLZTJOI,O,X,O,X,O,X,O,X,X,X
SLZTOIJ,O,X,X,X,O,X,X,X,O,X
SLZTOJI,O,X,O,X,O,X,O,X,X,X
SLZITJO,X,X,X,X,O,O,X,X,O,X
SLZITOJ,X,X,X,X,O,O,X,X,O,X
SLZIJTO,X,X,X,X,O,O,X,O,O,X
SLZIJOT,O,X,X,X,O,O,X,O,X,X
SLZIOTJ,X,X,X,X,O,O,X,X,O,X
SLZIOJT,O,X,X,X,O,O,X,O,X,X
SLZJTIO,O,X,O,X,O,X,O,X,O,X
SLZJTOI,O,X,O,X,O,X,O,X,X,X
SLZJITO,X,X,O,X,O,O,O,O,O,X
SLZJIOT,O,X,X,X,O,O,X,O,X,X
SLZJOTI,O,X,X,X,O,X,X,X,X,X
SLZJOIT,O,X,X,X,O,O,X,O,X,X
SLZOTIJ,O,X,X,X,O,X,X,X,O,X
SLZOTJI,O,X,X,X,O,X,X,X,X,X
SLZOITJ,X,X,X,X,O,O,X,X,O,X
SLZOIJT,O,X,X,X,O,O,X,O,X,X
SLZOJTI,O,X,X,X,O,X,X,X,X,X
SLZOJIT,O,X,X,X,O,O,X,O,X,X
SLOTIJZ,X,X,X,X,O,X,O,O,X,X
SLOTIZJ,X,X,X,X,O,X,X,X,X,X
SLOTJIZ,X,X,X,X,O,X,O,O,X,X
SLOTJZI,X,X,X,X,O,X,O,X,X,X
SLOTZIJ,X,X,X,X,O,X,X,X,X,X
SLOTZJI,X,X,X,X,O,X,O,X,X,X
SLOITJZ,X,X,X,X,O,X,X,O,X,O
SLOITZJ,X,X,X,X,O,X,X,X,X,X
SLOIJTZ,X,O,X,O,O,X,X,O,X,X
SLOIJZT,O,O,X,X,O,O,X,O,X,X
SLOIZTJ,X,X,X,X,O,O,X,X,X,X
SLOIZJT,X,X,X,X,O,O,X,O,X,X
SLOJTIZ,X,O,X,O,O,X,O,O,X,X
SLOJTZI,X,O,X,O,O,X,O,X,X,X
SLOJITZ,X,O,X,O,O,X,O,O,X,X
SLOJIZT,O,O,X,X,O,O,X,O,X,X
SLOJZTI,O,O,X,X,O,X,X,X,X,X
SLOJZIT,O,O,X,X,O,O,X,O,X,X
SLOZTIJ,O,X,X,X,O,X,X,X,X,X
SLOZTJI,O,X,X,X,O,X,X,X,X,X
SLOZITJ,X,X,X,X,O,O,X,X,X,X
SLOZIJT,O,X,X,X,O,O,X,O,X,X
SLOZJTI,O,X,X,X,O,X,X,X,X,X
SLOZJIT,O,X,X,X,O,O,X,O,X,X
SJTILZO,X,O,X,X,X,X,O,O,X,X
SJTILOZ,X,O,X,X,X,X,O,O,X,X
