sequence,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFUcBRdBFgBT?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFzbBRdBUgBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldB6lB/?mBUiBeqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhF8gBRdBKlBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldBigBU?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jel7IvhFRdBmfB6mBT?iB3lB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jey/IvhFWhB3dBTlBx?mBlmB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeR7IvhFzcBuiBigBc?qBlmB/pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Je39IvhFxfBylBWnBT?lBlmB0pB
SIJLZTO,O,X,O,X,X,X,X,X,O
SIJLZOT,O,O,O,X,X,X,X,X,O
SIJLOTZ,X,X,O,O,X,O,X,X,O
SIJLOZT,X,X,O,X,X,O,X,X,O
SIJZTLO,O,X,O,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,X
SIJZLTO,O,X,O,X,X,X,X,X,O
SIJZLOT,O,O,O,X,X,X,X,X,O
SIJZOTL,X,X,O,X,X,X,X,X,X
SIJZOLT,X,O,O,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,O,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,O,O,X,O,O,X,O
SIJOLZT,X,X,O,X,X,O,O,X,O
SIJOZTL,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,O,X,X
SIZTLJO,X,O,O,X,X,X,X,X,X
SIZTLOJ,X,O,O,X,X,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X
SIZTJOL,X,O,O,X,X,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,X,X,X
SIZTOJL,X,X,O,X,X,X,X,X,X
SIZLTJO,X,O,O,X,X,X,X,X,X
SIZLTOJ,X,O,O,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,O
SIZLJOT,X,O,O,X,X,X,X,X,O
SIZLOTJ,X,O,O,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,O
SIZJLOT,X,O,O,X,X,X,X,X,O
SIZJOTL,X,X,O,X,X,X,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,O,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X
SIZOJLT,X,X,O,X,X,X,O,X,X
SIOTLJZ,X,X,O,O,X,X,O,X,X
SIOTLZJ,O,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,O,O,X,X,O,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,X,X,X
SIOTZJL,X,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,O,O,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X
SIOLJTZ,O,X,X,O,X,O,O,X,O
SIOLJZT,O,X,X,X,X,O,O,X,O
SIOLZTJ,X,X,O,X,X,O,X,X,X
SIOLZJT,X,X,X,X,X,O,O,X,X
SIOJTLZ,O,X,O,X,X,X,O,X,X
SIOJTZL,O,X,O,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,O,O,X,O
SIOJLZT,O,X,O,X,X,O,O,X,O
SIOJZTL,O,X,O,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,O,X,X
SIOZTLJ,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,O,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,O,X,X
SIOZJTL,X,X,O,X,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,O,X,X
SLTIJZO,X,O,X,O,X,X,X,X,O
SLTIJOZ,X,O,O,O,X,O,X,X,O
SLTIZJO,X,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X,X
SLTIOJZ,X,O,O,O,X,O,X,X,X
SLTIOZJ,X,O,O,X,X,O,X,X,X
SLTJIZO,X,O,O,O,X,X,X,X,O
SLTJIOZ,X,O,O,O,X,O,X,X,O
SLTJZIO,X,O,O,O,X,X,X,X,X
SLTJZOI,X,O,O,O,X,O,X,X,X
SLTJOIZ,X,O,O,O,X,O,X,X,X
SLTJOZI,X,O,O,O,X,O,X,X,X
SLTZIJO,X,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X,X
SLTZJIO,X,O,X,O,X,X,X,X,X
SLTZJOI,X,O,X,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,O,X,X,X
SLTZOJI,O,O,X,O,X,O,X,X,X
SLTOIJZ,X,O,O,O,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,O,X,X,X
SLTOJIZ,O,O,O,O,X,O,X,X,X
SLTOJZI,O,O,O,O,X,O,X,X,X
SLTOZIJ,O,O,X,X,X,O,X,X,X
SLTOZJI,O,O,X,O,X,O,X,X,X
SLITJZO,X,O,X,O,X,X,X,X,O
SLITJOZ,X,O,O,O,X,O,X,X,O
SLITZJO,X,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,X
SLITOJZ,X,O,O,O,X,O,X,X,X
SLITOZJ,X,O,O,X,X,O,X,X,X
SLIJTZO,O,X,X,O,X,X,X,X,O
SLIJTOZ,X,X,O,O,X,O,X,X,O
SLIJZTO,O,X,O,X,X,X,X,X,O
SLIJZOT,O,O,O,X,X,X,X,X,O
SLIJOTZ,X,X,O,O,X,O,X,X,O
SLIJOZT,X,X,O,X,X,O,X,X,O
SLIZTJO,X,O,O,X,X,X,X,X,X
SLIZTOJ,X,O,O,X,X,X,X,X,X
SLIZJTO,X,X,O,X,X,X,X,X,O
SLIZJOT,X,O,O,X,X,X,X,X,O
SLIZOTJ,X,O,O,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,O,O,X,X
SLIOTZJ,O,X,O,X,X,O,X,X,X
SLIOJTZ,O,X,X,O,X,O,O,X,O
SLIOJZT,O,X,X,X,X,O,O,X,O
SLIOZTJ,X,X,O,X,X,O,X,X,X
SLIOZJT,X,X,X,X,X,O,O,X,X
SLJTIZO,O,X,O,O,X,X,X,X,O
SLJTIOZ,X,X,O,O,X,O,X,X,O
SLJTZIO,O,X,O,O,X,X,X,X,X
SLJTZOI,O,X,O,O,X,O,X,X,X
SLJTOIZ,O,X,O,O,X,O,X,X,X
SLJTOZI,O,X,O,O,X,O,X,X,X
SLJITZO,O,X,O,O,X,X,X,X,O
SLJITOZ,X,X,O,O,X,O,X,X,O
SLJIZTO,O,X,O,X,X,X,X,X,O
SLJIZOT,O,O,O,X,X,X,X,X,O
SLJIOTZ,X,X,O,O,X,O,X,X,O
SLJIOZT,X,X,O,X,X,O,X,X,O
SLJZTIO,X,X,O,X,X,X,X,X,X
SLJZTOI,X,X,O,X,X,O,X,X,X
SLJZITO,O,X,O,X,X,X,X,X,O
SLJZIOT,O,O,O,X,X,X,X,X,O
SLJZOTI,X,O,O,O,X,O,X,X,X
SLJZOIT,O,O,O,X,X,O,X,X,X
SLJOTIZ,O,X,O,O,X,O,X,X,X
SLJOTZI,O,X,O,O,X,O,X,X,X
SLJOITZ,O,X,O,O,X,O,X,X,O
SLJOIZT,O,X,O,X,X,O,X,X,O
SLJOZTI,X,X,O,O,X,O,X,X,X
SLJOZIT,O,X,O,X,X,O,X,X,X
SLZTIJO,X,O,O,X,X,X,X,X,X
SLZTIOJ,X,O,O,X,X,X,X,X,X
SLZTJIO,X,O,O,O,X,X,X,X,X
SLZTJOI,X,O,O,O,X,O,X,X,X
SLZTOIJ,X,O,O,X,X,O,X,X,X
SLZTOJI,X,O,O,O,X,O,X,X,X
SLZITJO,X,O,O,X,X,X,X,X,X
SLZITOJ,X,O,O,X,X,X,X,X,X
SLZIJTO,X,X,O,X,X,X,X,X,O
SLZIJOT,X,O,O,X,X,X,X,X,O
SLZIOTJ,X,O,O,X,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,X,X
SLZJTIO,X,X,O,X,X,X,X,X,X
SLZJTOI,X,X,O,X,X,O,X,X,X
SLZJITO,X,X,O,X,X,X,X,X,O
SLZJIOT,X,O,O,X,X,X,X,X,O
SLZJOTI,X,O,O,O,X,O,X,X,X
SLZJOIT,X,O,O,X,X,O,X,X,X
SLZOTIJ,X,O,O,X,X,O,X,X,X
SLZOTJI,X,O,O,O,X,O,X,X,X
SLZOITJ,X,O,O,X,X,O,X,X,X
SLZOIJT,X,O,X,X,X,O,X,X,X
SLZOJTI,X,O,O,O,X,O,X,X,X
SLZOJIT,X,O,O,X,X,O,X,X,X
SLOTIJZ,X,X,O,O,X,O,O,X,X
SLOTIZJ,O,X,O,X,X,O,X,X,X
SLOTJIZ,O,X,O,O,X,O,O,X,X
SLOTJZI,O,X,O,O,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,O,X,X,X
SLOTZJI,O,X,X,O,X,O,X,X,X
SLOITJZ,X,X,O,O,X,O,O,X,X
SLOITZJ,O,X,O,X,X,O,X,X,X
SLOIJTZ,O,X,X,O,X,O,O,X,O
SLOIJZT,O,X,X,X,X,O,O,X,O
SLOIZTJ,X,X,O,X,X,O,X,X,X
SLOIZJT,X,X,X,X,X,O,O,X,X
SLOJTIZ,O,X,O,O,X,O,O,X,X
SLOJTZI,O,X,O,O,X,O,X,X,X
SLOJITZ,O,X,O,O,X,O,O,X,O
SLOJIZT,O,X,O,X,X,O,O,X,O
SLOJZTI,X,X,O,O,X,O,X,X,X
SLOJZIT,O,X,O,X,X,O,O,X,X
SLOZTIJ,X,X,O,X,X,O,X,X,X
SLOZTJI,X,X,O,O,X,O,X,X,X
SLOZITJ,X,X,O,X,X,O,X,X,X
SLOZIJT,X,X,X,X,X,O,O,X,X
SLOZJTI,X,X,O,O,X,O,X,X,X
SLOZJIT,X,X,O,X,X,O,O,X,X
SJTILZO,O,X,O,X,X,X,X,X,O
SJTILOZ,X,X,O,X,X,X,X,X,O
SJTIZLO,O,X,O,X,X,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X,X
SJTIOLZ,X,X,O,X,X,X,X,X,X
SJTIOZL,X,X,O,X,X,X,X,X,X
SJTLIZO,O,X,O,X,X,X,X,X,O
SJTLIOZ,X,X,O,X,O,O,X,X,O
SJTLZIO,O,X,O,X,X,X,X,X,X
SJTLZOI,O,X,O,X,X,O,X,X,X
SJTLOIZ,O,X,O,X,O,O,X,X,X
SJTLOZI,O,X,O,X,X,O,X,X,X
SJTZILO,O,X,O,X,X,X,X,X,X
SJTZIOL,X,X,O,X,X,X,X,X,X
SJTZLIO,O,X,O,X,X,X,X,O,X
SJTZLOI,O,X,O,X,X,X,X,O,X
SJTZOIL,O,X,O,X,X,X,X,X,X
SJTZOLI,O,X,O,X,X,X,X,O,X
SJTOILZ,O,X,O,X,X,X,X,X,X
SJTOIZL,O,X,O,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,O,O,X,X,X
SJTOLZI,O,X,O,X,X,O,X,X,X
SJTOZIL,O,X,O,X,X,X,X,X,X
SJTOZLI,O,X,O,X,X,X,X,O,X
SJITLZO,O,X,O,X,X,X,X,X,O
SJITLOZ,X,X,O,X,X,X,X,X,O
SJITZLO,O,X,O,X,X,X,X,X,X
SJITZOL,X,X,O,X,X,X,X,X,X
SJITOLZ,X,X,O,X,X,X,X,X,X
SJITOZL,X,X,O,X,X,X,X,X,X
SJILTZO,O,X,O,O,X,X,X,X,O
SJILTOZ,X,X,O,O,X,O,X,X,O
SJILZTO,O,X,O,X,X,X,X,X,O
SJILZOT,O,O,O,X,X,X,X,X,O
SJILOTZ,X,X,O,O,X,O,X,X,O
SJILOZT,X,X,O,X,X,O,X,X,O
SJIZTLO,O,X,O,X,X,X,X,X,X
SJIZTOL,X,X,O,X,X,X,X,X,X
SJIZLTO,O,X,O,X,X,X,X,X,O
SJIZLOT,O,O,O,X,X,X,X,X,O
SJIZOTL,X,X,O,X,X,X,X,X,X
SJIZOLT,X,O,O,X,X,X,X,X,X
SJIOTLZ,X,X,O,X,X,X,O,X,X
SJIOTZL,X,X,O,X,X,X,X,X,X
SJIOLTZ,X,X,O,O,X,O,O,X,O
SJIOLZT,X,X,O,X,X,O,O,X,O
SJIOZTL,X,X,O,X,X,X,X,X,X
SJIOZLT,X,X,O,X,X,X,O,X,X
SJLTIZO,O,X,O,O,X,X,X,X,O
SJLTIOZ,X,X,O,O,O,O,X,X,O
SJLTZIO,O,X,O,O,X,X,X,X,X
SJLTZOI,O,X,O,O,X,O,X,X,X
SJLTOIZ,O,X,O,O,O,O,X,X,X
SJLTOZI,O,X,O,O,X,O,X,X,X
SJLITZO,O,X,O,O,X,X,X,X,O
SJLITOZ,X,X,O,O,O,O,X,X,O
SJLIZTO,O,X,O,X,O,X,X,X,O
SJLIZOT,O,O,O,X,O,X,X,X,O
SJLIOTZ,X,X,O,O,O,O,X,X,O
SJLIOZT,X,X,O,X,O,O,X,X,O
SJLZTIO,X,X,O,X,O,X,X,X,X
SJLZTOI,X,X,O,X,O,O,X,X,X
SJLZITO,O,X,O,X,O,X,X,X,O
SJLZIOT,O,O,O,X,O,X,X,X,O
SJLZOTI,X,O,O,O,O,O,X,X,X
SJLZOIT,O,O,O,X,O,O,X,X,X
SJLOTIZ,O,X,O,O,O,O,X,X,X
SJLOTZI,O,X,O,O,X,O,X,X,X
SJLOITZ,O,X,O,O,O,O,X,X,O
SJLOIZT,O,X,O,X,O,O,X,X,O
SJLOZTI,X,X,O,O,O,O,X,X,X
SJLOZIT,O,X,O,X,O,O,X,X,X
SJZTILO,O,X,O,X,X,X,X,X,X
SJZTIOL,X,X,O,X,O,X,X,X,X
SJZTLIO,O,X,O,X,O,X,X,O,X
SJZTLOI,O,X,O,X,O,X,X,O,X
SJZTOIL,O,X,O,X,O,X,X,X,X
SJZTOLI,O,X,O,X,O,X,X,O,X
SJZITLO,O,X,O,X,X,X,X,X,X
SJZITOL,X,X,O,X,O,X,X,X,X
SJZILTO,O,X,O,X,X,X,X,X,O
SJZILOT,O,O,O,X,X,X,X,X,O
SJZIOTL,X,X,O,X,O,X,X,X,X
SJZIOLT,X,O,O,X,X,X,X,X,X
SJZLTIO,X,X,O,X,O,X,X,O,X
SJZLTOI,X,X,O,X,O,O,X,O,X
SJZLITO,O,X,O,X,O,X,X,X,O
SJZLIOT,O,O,O,X,O,X,X,X,O
SJZLOTI,X,O,O,X,O,O,X,X,X
SJZLOIT,O,O,O,X,O,O,X,X,X
SJZOTIL,O,X,O,X,O,X,X,X,X
SJZOTLI,O,X,O,X,O,X,X,X,X
SJZOITL,O,X,O,X,O,X,X,X,X
SJZOILT,O,O,O,X,X,X,X,X,X
SJZOLTI,X,O,O,X,O,O,X,X,X
SJZOLIT,O,O,O,X,O,O,X,X,X
SJOTILZ,O,X,O,X,X,X,X,X,X
SJOTIZL,O,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,O,X,O,O,O,X,X
SJOTLZI,O,X,O,X,X,O,X,X,X
SJOTZIL,O,X,O,X,X,X,X,X,X
SJOTZLI,O,X,O,X,X,X,X,X,X
SJOITLZ,O,X,O,X,X,X,O,X,X
SJOITZL,O,X,O,X,X,X,X,X,X
SJOILTZ,O,X,O,O,X,O,O,X,O
SJOILZT,O,X,O,X,X,O,O,X,O
SJOIZTL,O,X,O,X,X,X,X,X,X
SJOIZLT,O,X,O,X,X,X,O,X,X
SJOLTIZ,O,X,O,O,O,O,O,X,X
SJOLTZI,O,X,O,O,X,O,X,X,X
SJOLITZ,O,X,O,O,O,O,O,X,O
SJOLIZT,O,X,O,X,O,O,O,X,O
SJOLZTI,X,X,O,O,O,O,X,X,X
SJOLZIT,O,X,O,X,O,O,O,X,X
SJOZTIL,O,X,O,X,O,X,X,X,X
SJOZTLI,O,X,O,X,O,X,X,X,X
SJOZITL,O,X,O,X,O,X,X,X,X
SJOZILT,O,X,O,X,X,X,X,X,X
SJOZLTI,X,X,O,X,O,O,X,X,X
SJOZLIT,O,X,O,X,O,O,O,X,X
SZTILJO,X,O,O,X,X,X,X,X,X
SZTILOJ,X,O,O,X,X,X,X,X,X
SZTIJLO,X,O,O,X,X,X,X,X,X
SZTIJOL,X,O,O,X,O,X,X,X,X
SZTIOLJ,X,O,O,X,X,X,X,X,X
SZTIOJL,X,X,O,X,O,X,X,X,X
SZTLIJO,X,O,O,X,X,X,X,X,X
SZTLIOJ,X,O,O,X,X,X,X,X,X
SZTLJIO,X,O,O,X,X,X,X,O,X
SZTLJOI,X,O,O,X,X,X,X,O,X
SZTLOIJ,X,O,O,X,X,X,X,X,X
SZTLOJI,X,O,O,X,X,X,X,O,X
SZTJILO,X,O,O,X,X,X,X,X,X
SZTJIOL,X,O,O,X,O,X,X,X,X
SZTJLIO,X,O,O,X,O,X,X,O,X
SZTJLOI,X,O,O,X,O,X,X,O,X
SZTJOIL,X,O,O,X,O,X,X,X,X
SZTJOLI,X,O,O,X,O,X,X,O,X
SZTOILJ,X,O,O,X,X,X,X,X,X
SZTOIJL,X,X,O,X,O,X,X,X,X
SZTOLIJ,X,O,O,X,X,X,X,X,X
SZTOLJI,X,O,O,X,X,X,X,O,X
SZTOJIL,X,O,O,X,O,X,X,X,X
SZTOJLI,X,O,O,X,O,X,X,O,X
SZITLJO,X,O,O,X,X,X,X,X,X
SZITLOJ,X,O,O,X,X,X,X,X,X
SZITJLO,X,O,O,X,X,X,X,X,X
SZITJOL,X,O,O,X,O,X,X,X,X
SZITOLJ,X,O,O,X,X,X,X,X,X
SZITOJL,X,X,O,X,O,X,X,X,X
SZILTJO,X,O,O,X,X,X,X,X,X
SZILTOJ,X,O,O,X,X,X,X,X,X
SZILJTO,X,X,O,X,X,X,X,X,O
SZILJOT,X,O,O,X,X,X,X,X,O
SZILOTJ,X,O,O,X,X,X,X,X,X
SZILOJT,X,O,X,X,X,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X,X
SZIJTOL,X,X,O,X,O,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X,O
SZIJLOT,X,O,O,X,X,X,X,X,O
SZIJOTL,X,X,O,X,O,X,X,X,X
SZIJOLT,X,O,O,X,X,X,X,X,X
SZIOTLJ,X,X,O,X,X,X,X,X,X
SZIOTJL,X,X,O,X,O,X,X,X,X
SZIOLTJ,X,O,O,X,X,X,X,X,X
SZIOLJT,X,O,X,X,X,X,O,X,X
SZIOJTL,X,X,O,X,X,X,X,X,X
SZIOJLT,X,X,O,X,X,X,O,X,X
SZLTIJO,X,O,O,X,X,X,X,X,X
SZLTIOJ,X,O,O,X,X,X,X,X,X
SZLTJIO,X,O,O,X,X,X,X,O,X
SZLTJOI,X,O,O,X,X,O,X,O,X
SZLTOIJ,X,O,O,X,X,O,X,X,X
SZLTOJI,X,O,O,X,X,O,X,O,X
SZLITJO,X,O,O,X,X,X,X,X,X
SZLITOJ,X,O,O,X,X,X,X,X,X
SZLIJTO,X,X,O,X,X,X,X,X,O
SZLIJOT,X,O,O,X,X,X,X,X,O
SZLIOTJ,X,O,O,X,X,X,X,X,X
SZLIOJT,X,O,X,X,X,X,X,X,X
SZLJTIO,X,X,O,X,X,X,X,O,X
SZLJTOI,X,X,O,X,X,O,X,O,X
SZLJITO,X,X,O,X,X,X,X,X,O
SZLJIOT,X,O,O,X,X,X,X,X,O
SZLJOTI,X,O,O,X,X,O,X,X,X
SZLJOIT,X,O,O,X,X,O,X,X,X
SZLOTIJ,X,O,O,X,X,O,X,X,X
SZLOTJI,X,O,O,X,X,O,X,X,X
SZLOITJ,X,O,O,X,X,O,X,X,X
SZLOIJT,X,O,X,X,X,O,X,X,X
SZLOJTI,X,O,O,X,X,O,X,X,X
SZLOJIT,X,O,O,X,X,O,X,X,X
SZJTILO,X,X,O,X,X,X,X,X,X
SZJTIOL,X,X,O,X,O,X,X,X,X
SZJTLIO,X,X,O,X,O,X,X,O,X
SZJTLOI,X,X,O,X,O,X,X,O,X
SZJTOIL,X,X,O,X,O,X,X,X,X
SZJTOLI,X,X,O,X,O,X,X,O,X
SZJITLO,X,X,O,X,X,X,X,X,X
SZJITOL,X,X,O,X,O,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X,O
SZJILOT,X,O,O,X,X,X,X,X,O
SZJIOTL,X,X,O,X,O,X,X,X,X
SZJIOLT,X,O,O,X,X,X,X,X,X
SZJLTIO,X,X,O,X,O,X,X,O,X
SZJLTOI,X,X,O,X,O,O,X,O,X
SZJLITO,X,X,O,X,O,X,X,X,O
SZJLIOT,X,O,O,X,O,X,X,X,O
SZJLOTI,X,O,O,X,O,O,X,X,X
SZJLOIT,X,O,O,X,O,O,X,X,X
SZJOTIL,X,X,O,X,O,X,X,X,X
SZJOTLI,X,X,O,X,O,X,X,X,X
SZJOITL,X,X,O,X,O,X,X,X,X
SZJOILT,X,O,O,X,X,X,X,X,X
SZJOLTI,X,O,O,X,O,O,X,X,X
SZJOLIT,X,O,O,X,O,O,X,X,X
SZOTILJ,X,O,O,X,X,X,X,X,X
SZOTIJL,X,X,O,X,O,X,X,X,X
SZOTLIJ,X,O,O,X,X,X,X,X,X
SZOTLJI,X,O,O,X,X,X,X,X,X
SZOTJIL,X,O,O,X,O,X,X,X,X
SZOTJLI,X,O,O,X,O,X,X,X,X
SZOITLJ,X,X,O,X,X,X,X,X,X
SZOITJL,X,X,O,X,O,X,X,X,X
SZOILTJ,X,O,O,X,X,X,X,X,X
SZOILJT,X,O,X,X,X,X,O,X,X
SZOIJTL,X,X,O,X,X,X,X,X,X
SZOIJLT,X,X,O,X,X,X,O,X,X
SZOLTIJ,X,O,O,X,X,O,X,X,X
SZOLTJI,X,O,O,X,X,O,X,X,X
SZOLITJ,X,O,O,X,X,O,X,X,X
SZOLIJT,X,O,X,X,X,O,O,X,X
SZOLJTI,X,O,O,X,X,O,X,X,X
SZOLJIT,X,O,O,X,X,O,O,X,X
SZOJTIL,X,X,O,X,O,X,X,X,X
SZOJTLI,X,X,O,X,O,X,X,X,X
SZOJITL,X,X,O,X,O,X,X,X,X
SZOJILT,X,O,O,X,X,X,X,X,X
SZOJLTI,X,O,O,X,O,O,X,X,X
SZOJLIT,X,O,O,X,O,O,O,X,X
SOTILJZ,X,X,O,O,X,X,O,X,X
SOTILZJ,O,X,O,X,X,X,X,X,X
SOTIJLZ,X,X,O,O,X,X,O,X,X
SOTIJZL,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,O,X,X,X,X,X,X
SOTIZJL,X,X,O,X,X,X,X,X,X
SOTLIJZ,X,X,O,O,X,O,O,X,X
SOTLIZJ,O,X,O,X,X,O,X,X,X
SOTLJIZ,O,X,O,O,X,O,O,X,X
SOTLJZI,O,X,O,O,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,O,X,X,X
SOTLZJI,O,X,X,O,X,O,X,X,X
SOTJILZ,O,X,O,O,X,X,X,X,X
SOTJIZL,O,X,O,X,X,X,X,X,X
SOTJLIZ,O,X,O,O,O,O,O,X,X
SOTJLZI,O,X,O,O,X,O,X,X,X
SOTJZIL,O,X,O,X,X,X,X,X,X
SOTJZLI,O,X,O,X,X,X,X,X,X
SOTZILJ,O,X,O,X,X,X,X,X,X
SOTZIJL,X,X,O,X,O,X,X,X,X
SOTZLIJ,O,X,O,X,X,X,X,X,X
SOTZLJI,O,X,O,X,X,X,X,X,X
SOTZJIL,X,X,O,X,O,X,X,X,X
SOTZJLI,X,X,O,X,O,X,X,X,X
SOITLJZ,X,X,O,O,X,X,O,X,X
SOITLZJ,O,X,O,X,X,X,X,X,X
SOITJLZ,X,X,O,O,X,X,O,X,X
SOITJZL,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,O,X,X,X,X,X,X
SOITZJL,X,X,O,X,X,X,X,X,X
SOILTJZ,X,X,O,O,X,O,O,X,X
SOILTZJ,O,X,O,X,X,O,X,X,X
SOILJTZ,O,X,X,O,X,O,O,X,O
SOILJZT,O,X,X,X,X,O,O,X,O
SOILZTJ,X,X,O,X,X,O,X,X,X
SOILZJT,X,X,X,X,X,O,O,X,X
SOIJTLZ,O,X,O,X,X,X,O,X,X
SOIJTZL,O,X,O,X,X,X,X,X,X
SOIJLTZ,O,X,O,O,X,O,O,X,O
SOIJLZT,O,X,O,X,X,O,O,X,O
SOIJZTL,O,X,O,X,X,X,X,X,X
SOIJZLT,O,X,O,X,X,X,O,X,X
SOIZTLJ,X,X,O,X,X,X,X,X,X
SOIZTJL,X,X,O,X,X,X,X,X,X
SOIZLTJ,X,X,O,X,X,X,X,X,X
SOIZLJT,X,X,X,X,X,X,O,X,X
SOIZJTL,X,X,O,X,X,X,X,X,X
SOIZJLT,X,X,O,X,X,X,O,X,X
SOLTIJZ,X,X,O,O,X,O,O,X,X
SOLTIZJ,O,X,O,X,X,O,X,X,X
SOLTJIZ,O,X,O,O,X,O,O,X,X
SOLTJZI,O,X,O,O,X,O,X,X,X
SOLTZIJ,O,X,X,X,X,O,X,X,X
SOLTZJI,O,X,X,O,X,O,X,X,X
SOLITJZ,X,X,O,O,X,O,O,X,X
SOLITZJ,O,X,O,X,X,O,X,X,X
SOLIJTZ,O,X,X,O,X,O,O,X,O
SOLIJZT,O,X,X,X,X,O,O,X,O
SOLIZTJ,X,X,O,X,X,O,X,X,X
SOLIZJT,X,X,X,X,X,O,O,X,X
SOLJTIZ,O,X,O,O,X,O,O,X,X
SOLJTZI,O,X,O,O,X,O,X,X,X
SOLJITZ,O,X,O,O,X,O,O,X,O
SOLJIZT,O,X,O,X,X,O,O,X,O
SOLJZTI,X,X,O,O,X,O,X,X,X
SOLJZIT,O,X,O,X,X,O,O,X,X
SOLZTIJ,X,X,O,X,X,O,X,X,X
SOLZTJI,X,X,O,O,X,O,X,X,X
SOLZITJ,X,X,O,X,X,O,X,X,X
SOLZIJT,X,X,X,X,X,O,O,X,X
SOLZJTI,X,X,O,O,X,O,X,X,X
SOLZJIT,X,X,O,X,X,O,O,X,X
SOJTILZ,O,X,O,X,X,X,X,X,X
SOJTIZL,O,X,O,X,X,X,X,X,X
SOJTLIZ,O,X,O,X,O,O,O,X,X
SOJTLZI,O,X,O,X,X,O,X,X,X
SOJTZIL,O,X,O,X,X,X,X,X,X
SOJTZLI,O,X,O,X,X,X,X,X,X
SOJITLZ,O,X,O,X,X,X,O,X,X
SOJITZL,O,X,O,X,X,X,X,X,X
SOJILTZ,O,X,O,O,X,O,O,X,O
SOJILZT,O,X,O,X,X,O,O,X,O
SOJIZTL,O,X,O,X,X,X,X,X,X
SOJIZLT,O,X,O,X,X,X,O,X,X
SOJLTIZ,O,X,O,O,O,O,O,X,X
SOJLTZI,O,X,O,O,X,O,X,X,X
SOJLITZ,O,X,O,O,O,O,O,X,O
SOJLIZT,O,X,O,X,O,O,O,X,O
SOJLZTI,X,X,O,O,O,O,X,X,X
SOJLZIT,O,X,O,X,O,O,O,X,X
SOJZTIL,O,X,O,X,O,X,X,X,X
SOJZTLI,O,X,O,X,O,X,X,X,X
SOJZITL,O,X,O,X,O,X,X,X,X
