sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
ZIJSOLT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
ZIJOTLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZIJOTSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZIJOLTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZIJOLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIJOSTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZIJOSLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZISTLJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZISTLOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZISTJLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZISTJOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZISTOLJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZISTOJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZISLTJO,O,X,O,O,O,X,X,X,X,X,O,X,O,O
ZISLTOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZISLJTO,O,X,O,O,O,O,X,X,X,X,O,X,O,O
ZISLJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZISLOTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZISLOJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZISJTLO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
ZISJTOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZISJLTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZISJLOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZISJOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZISJOLT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZISOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZISOTJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZISOLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZISOLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZISOJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZISOJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZIOTLJS,X,O,X,X,O,X,X,X,O,O,O,X,X,X
ZIOTLSJ,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZIOTJLS,X,O,X,O,O,X,X,O,O,O,O,X,X,X
ZIOTJSL,X,X,X,O,O,X,X,O,O,O,X,X,X,X
ZIOTSLJ,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZIOTSJL,X,O,X,O,O,X,X,X,O,O,X,X,X,X
ZIOLTJS,X,O,X,X,O,X,X,O,X,X,O,X,O,X
ZIOLTSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X
ZIOLJTS,X,O,X,X,X,O,O,X,X,X,O,X,X,X
ZIOLJST,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZIOLSTJ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZIOLSJT,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZIOJTLS,X,X,X,X,X,O,O,X,O,O,X,X,X,X
ZIOJTSL,O,X,X,X,X,O,O,X,O,O,X,X,X,X
ZIOJLTS,X,O,X,X,X,O,O,X,O,O,X,X,X,X
ZIOJLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIOJSTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZIOJSLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZIOSTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZIOSTJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZIOSLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZIOSLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZIOSJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZIOSJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLTIJSO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
ZLTIJOS,O,O,X,O,O,X,X,O,O,O,O,X,O,X
ZLTISJO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
ZLTISOJ,O,O,X,O,O,X,X,X,O,X,O,O,O,O
ZLTIOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
ZLTIOSJ,O,O,X,O,O,X,X,X,O,X,O,O,O,X
ZLTJISO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZLTJIOS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
ZLTJSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZLTJSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
ZLTJOIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
ZLTJOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
ZLTSIJO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
ZLTSIOJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
ZLTSJIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
ZLTSJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
ZLTSOIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
ZLTSOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
ZLTOIJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
ZLTOISJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
ZLTOJIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
ZLTOJSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
ZLTOSIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
ZLTOSJI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
ZLITJSO,O,O,X,X,O,X,X,X,O,O,O,X,O,X
ZLITJOS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
ZLITSJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
ZLITSOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
ZLITOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
ZLITOSJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
ZLIJTSO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLIJTOS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLIJSTO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLIJSOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLIJOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLIJOST,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLISTJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
ZLISTOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
ZLISJTO,O,O,X,X,O,O,X,X,O,X,O,X,O,O
ZLISJOT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
ZLISOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,O
ZLISOJT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
ZLIOTJS,O,O,X,X,O,X,X,O,O,X,O,X,O,X
ZLIOTSJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZLIOJTS,O,O,X,X,X,O,O,X,O,X,O,X,X,X
ZLIOJST,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLIOSTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLIOSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLJTISO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZLJTIOS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZLJTSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZLJTSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
ZLJTOIS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZLJTOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
ZLJITSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZLJITOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZLJISTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
ZLJISOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
ZLJIOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLJIOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLJSTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZLJSTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
ZLJSITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZLJSIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLJSOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLJSOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLJOTIS,O,O,X,X,O,O,X,X,O,O,O,X,O,X
ZLJOTSI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
ZLJOITS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZLJOIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLJOSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLJOSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLSTIJO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
ZLSTIOJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
ZLSTJIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
ZLSTJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
ZLSTOIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
ZLSTOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
ZLSITJO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
ZLSITOJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
ZLSIJTO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
ZLSIJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZLSIOTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZLSIOJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZLSJTIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
ZLSJTOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
ZLSJITO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
ZLSJIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZLSJOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLSJOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLSOTIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZLSOTJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZLSOITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZLSOIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZLSOJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLSOJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZLOTIJS,O,O,X,X,O,X,X,O,O,X,O,X,O,X
ZLOTISJ,O,O,X,O,O,X,X,X,O,X,O,O,O,X
ZLOTJIS,O,O,X,O,O,O,X,O,O,X,O,X,O,X
ZLOTJSI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
ZLOTSIJ,O,O,X,O,O,X,X,X,O,X,O,O,O,X
ZLOTSJI,O,O,X,O,O,X,X,X,O,X,O,O,O,X
ZLOITJS,O,O,X,X,O,X,X,O,O,X,O,X,O,X
ZLOITSJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
ZLOIJTS,O,O,X,X,X,O,O,X,O,X,O,X,X,X
ZLOIJST,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLOISTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLOISJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLOJTIS,O,O,X,X,O,O,X,X,O,X,O,X,O,X
ZLOJTSI,O,O,X,O,O,X,X,X,O,X,O,X,O,X
ZLOJITS,O,O,X,X,X,O,O,X,O,X,O,X,X,X
ZLOJIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZLOJSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLOJSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLOSTIJ,O,O,X,O,O,X,X,X,X,X,X,O,O,X
ZLOSTJI,O,O,X,O,O,O,X,X,X,X,X,O,O,X
ZLOSITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZLOSIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLOSJTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZLOSJIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZJTILSO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
ZJTILOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTISLO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZJTISOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZJTIOLS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTIOSL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
ZJTLISO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTLIOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTLSIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTLSOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
ZJTLOIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
ZJTSILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZJTSIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZJTSLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZJTSLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZJTSOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZJTSOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZJTOILS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTOISL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
ZJTOLIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
ZJTOSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZJTOSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZJITLSO,O,X,O,X,X,O,O,X,O,O,O,X,X,X
ZJITLOS,O,X,O,X,X,O,O,X,O,O,O,X,X,X
ZJITSLO,O,X,O,X,X,O,O,X,X,O,X,X,X,O
ZJITSOL,O,X,O,X,X,X,O,X,O,O,X,X,X,X
ZJITOLS,O,X,O,X,X,O,O,X,O,O,O,X,X,X
ZJITOSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZJILTSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZJILTOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
ZJILSOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJILOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZJILOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJISTLO,O,O,O,O,X,O,O,X,X,O,X,X,X,X
ZJISTOL,O,O,O,O,X,X,O,X,O,O,X,X,X,X
ZJISLTO,O,O,O,O,X,O,O,X,O,O,X,X,X,O
ZJISLOT,O,O,O,O,X,O,O,X,X,X,X,X,X,O
ZJISOTL,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJISOLT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJIOTLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZJIOTSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZJIOLTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZJIOLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJLTISO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZJLTIOS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZJLTSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZJLTSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
ZJLTOIS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
ZJLTOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
ZJLITSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZJLITOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
ZJLISOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJLIOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZJLIOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLSTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZJLSTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
ZJLSITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZJLSIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJLSOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJLSOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJLOTIS,O,O,X,X,O,O,X,X,O,O,O,X,O,X
ZJLOTSI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
ZJLOITS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
ZJLOIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLOSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZJLOSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZJSTILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZJSTIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZJSTLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZJSTLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZJSTOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZJSTOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZJSITLO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZJSITOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZJSILTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZJSILOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZJSIOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJSLTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZJSLTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
ZJSLITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZJSLIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZJSLOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJSLOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJSOTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJSOITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSOILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJSOLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJSOLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJOTILS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZJOTISL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
ZJOTLIS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZJOTLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZJOTSIL,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZJOTSLI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZJOITLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZJOITSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZJOILTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZJOILST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJOISTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZJOISLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,O,O,X,X,O,O,X,X,O,X
ZJOLTSI,O,O,X,O,O,X,X,X,O,O,X,X,O,X
ZJOLITS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZJOLIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJOLSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZJOLSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZJOSTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOSITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJOSILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJOSLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZJOSLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSTILJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSTILOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTIJLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTIJOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSTIOLJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTIOJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSTLIJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSTLIOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTLJIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSTLJOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSTLOIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTLOJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSTJILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSTJIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSTJLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSTJLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSTJOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSTJOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSTOILJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTOIJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSTOLIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSTOLJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSTOJIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSTOJLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSITLJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSITLOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSITJLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSITJOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSITOLJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSITOJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZSILTJO,O,X,O,O,O,X,X,X,X,X,O,X,O,O
ZSILTOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSILJTO,O,X,O,O,O,O,X,X,X,X,O,X,O,O
ZSILJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSILOTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSILOJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSIJTLO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
ZSIJTOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSIJLTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSIJLOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSIJOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSIOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZSIOTJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSIOLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSIOJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSIOJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZSLTIJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSLTIOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSLTJIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSLTJOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSLTOIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSLTOJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSLITJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSLITOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSLIJTO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSLIJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSLIOTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSLIOJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSLJTIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSLJTOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSLJITO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSLJIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSLJOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
