sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
IJSTOZL,X,O,O,X,O,X,X,X,X
IJSLTZO,X,O,O,X,X,X,X,X,O
IJSLTOZ,X,O,O,X,O,X,X,X,X
IJSLZTO,X,O,O,X,X,X,X,X,O
IJSLZOT,X,X,O,X,X,X,X,X,X
IJSLOTZ,X,O,X,X,O,X,X,X,X
IJSLOZT,X,X,X,X,O,X,X,X,X
IJSZTLO,X,O,O,X,X,X,O,X,O
IJSZTOL,X,O,O,X,O,X,O,X,X
IJSZLTO,X,O,X,X,X,X,O,X,O
IJSZLOT,X,X,X,X,X,X,O,X,X
IJSZOTL,X,X,O,X,O,X,O,X,X
IJSZOLT,X,X,X,X,O,X,O,X,X
IJSOTLZ,X,O,X,X,O,X,X,X,X
IJSOTZL,X,O,X,X,O,X,X,X,X
IJSOLTZ,X,O,X,X,O,X,X,X,X
IJSOLZT,X,X,X,X,O,X,X,X,X
IJSOZTL,X,X,X,X,O,X,X,X,X
IJSOZLT,X,X,X,X,O,X,X,X,X
IJZTLSO,X,O,O,X,X,O,O,O,O
IJZTLOS,X,O,O,X,X,O,O,O,O
IJZTSLO,X,O,O,X,X,O,O,X,X
IJZTSOL,X,O,O,X,O,O,O,X,X
IJZTOLS,X,O,O,X,X,O,O,X,X
IJZTOSL,X,O,O,X,O,O,O,X,X
IJZLTSO,X,O,O,X,X,O,O,O,O
IJZLTOS,X,O,O,X,X,O,O,O,O
IJZLSTO,X,O,O,X,X,X,O,X,O
IJZLSOT,X,X,O,X,X,X,O,X,X
IJZLOTS,X,O,O,X,X,O,O,X,X
IJZLOST,X,X,O,X,X,X,O,X,X
IJZSTLO,X,O,O,X,X,X,O,X,O
IJZSTOL,X,O,O,X,O,X,O,X,X
IJZSLTO,X,O,X,X,X,X,O,X,O
IJZSLOT,X,X,X,X,X,X,O,X,X
IJZSOTL,X,X,O,X,O,X,O,X,X
IJZSOLT,X,X,X,X,O,X,O,X,X
IJZOTLS,X,O,O,X,X,O,O,X,X
IJZOTSL,X,O,O,X,O,O,O,X,X
IJZOLTS,X,O,O,X,X,O,O,X,X
IJZOLST,X,X,X,X,X,X,O,X,X
IJZOSTL,X,X,O,X,O,X,O,X,X
IJZOSLT,X,X,X,X,O,X,O,X,X
IJOTLSZ,X,O,O,X,O,X,X,X,X
IJOTLZS,X,O,O,X,X,X,X,X,X
IJOTSLZ,X,O,O,X,O,X,X,X,X
IJOTSZL,X,O,O,X,O,X,X,X,X
IJOTZLS,X,O,O,X,X,X,O,X,X
IJOTZSL,X,O,O,X,O,X,O,X,X
IJOLTSZ,X,O,O,X,O,X,X,X,X
IJOLTZS,X,O,O,X,X,X,X,X,X
IJOLSTZ,X,O,X,X,O,X,X,X,X
IJOLSZT,X,O,X,X,O,X,X,X,X
IJOLZTS,X,O,O,X,X,X,X,X,X
IJOLZST,X,O,O,X,X,X,X,X,X
IJOSTLZ,X,O,X,X,O,X,X,X,X
IJOSTZL,X,O,X,X,O,X,X,X,X
IJOSLTZ,X,O,X,X,O,X,X,X,X
IJOSLZT,X,O,X,X,O,X,X,X,X
IJOSZTL,X,O,X,X,O,X,X,X,X
IJOSZLT,X,O,X,X,O,X,X,X,X
IJOZTLS,X,O,O,X,X,X,O,X,X
IJOZTSL,X,O,O,X,O,X,O,X,X
IJOZLTS,X,O,O,X,X,X,O,X,X
IJOZLST,X,O,X,X,X,X,O,X,X
IJOZSTL,X,O,O,X,O,X,O,X,X
IJOZSLT,X,O,X,X,O,X,O,X,X
ISTLJZO,X,O,X,O,X,X,X,O,O
ISTLJOZ,X,O,X,X,X,X,X,O,X
ISTLZJO,X,O,X,O,X,X,X,O,O
ISTLZOJ,O,O,X,O,X,X,X,O,O
ISTLOJZ,O,O,X,O,X,X,X,O,X
ISTLOZJ,O,O,X,O,X,X,X,O,O
ISTJLZO,X,O,X,O,X,X,X,X,O
ISTJLOZ,X,O,X,X,O,X,X,X,X
ISTJZLO,X,O,X,O,X,X,X,X,O
ISTJZOL,X,O,X,X,O,X,X,X,X
ISTJOLZ,X,O,X,X,O,X,X,X,X
ISTJOZL,X,O,X,X,O,X,X,X,X
ISTZLJO,X,O,X,O,X,X,X,O,O
ISTZLOJ,O,O,X,O,X,X,X,O,O
ISTZJLO,X,O,X,O,X,X,X,X,O
ISTZJOL,X,O,X,X,X,X,X,X,X
ISTZOLJ,O,O,X,O,X,X,X,X,O
ISTZOJL,O,O,X,O,X,X,X,X,X
ISTOLJZ,O,O,X,O,X,X,X,X,X
ISTOLZJ,O,O,X,O,X,X,X,X,O
ISTOJLZ,O,O,X,O,O,X,X,X,X
ISTOJZL,O,O,X,O,O,X,X,X,X
ISTOZLJ,O,O,X,O,X,X,X,X,O
ISTOZJL,O,O,X,O,O,X,X,X,X
ISLTJZO,X,O,X,O,X,X,X,O,O
ISLTJOZ,X,O,X,X,X,X,X,O,X
ISLTZJO,X,O,X,O,X,X,X,O,O
ISLTZOJ,O,O,X,O,X,X,X,O,O
ISLTOJZ,O,O,X,O,X,X,X,O,X
ISLTOZJ,O,O,X,O,X,X,X,O,O
ISLJTZO,X,O,X,O,X,X,X,X,O
ISLJTOZ,X,O,X,X,X,X,X,X,X
ISLJZTO,X,O,X,X,X,X,X,X,O
ISLJZOT,X,X,X,X,X,X,X,X,X
ISLJOTZ,X,O,X,X,X,X,X,X,X
ISLJOZT,X,X,X,X,X,X,X,X,X
ISLZTJO,X,O,X,O,X,X,X,O,O
ISLZTOJ,O,O,X,O,X,X,X,O,O
ISLZJTO,X,O,X,X,X,X,X,X,O
ISLZJOT,X,X,X,X,X,X,X,X,X
ISLZOTJ,O,X,X,O,X,X,X,X,O
ISLZOJT,O,X,X,X,X,X,X,X,X
ISLOTJZ,O,O,X,O,X,X,X,X,X
ISLOTZJ,O,O,X,O,X,X,X,X,O
ISLOJTZ,O,O,X,O,X,X,X,X,X
ISLOJZT,O,O,X,X,X,X,X,X,X
ISLOZTJ,O,O,X,O,X,X,X,X,O
ISLOZJT,O,O,X,X,X,X,X,X,X
ISJTLZO,X,O,X,O,X,X,X,X,O
ISJTLOZ,X,O,X,X,O,X,X,X,X
ISJTZLO,X,O,X,O,X,X,X,X,O
ISJTZOL,X,O,X,X,O,X,X,X,X
ISJTOLZ,X,O,X,X,O,X,X,X,X
ISJTOZL,X,O,X,X,O,X,X,X,X
ISJLTZO,X,O,X,O,X,X,X,X,O
ISJLTOZ,X,O,X,X,O,X,X,X,X
ISJLZTO,X,O,X,X,X,X,X,X,O
ISJLZOT,X,X,X,X,X,X,X,X,X
ISJLOTZ,X,O,X,X,O,X,X,X,X
ISJLOZT,X,X,X,X,O,X,X,X,X
ISJZTLO,X,O,X,X,X,X,X,X,O
ISJZTOL,X,O,X,X,O,X,X,X,X
ISJZLTO,X,O,X,X,X,X,X,X,O
ISJZLOT,X,X,X,X,X,X,X,X,X
ISJZOTL,X,X,X,X,O,X,X,X,X
ISJZOLT,X,X,X,X,O,X,X,X,X
ISJOTLZ,X,O,X,X,O,X,X,X,X
ISJOTZL,X,O,X,X,O,X,X,X,X
ISJOLTZ,X,O,X,X,O,X,X,X,X
ISJOLZT,X,X,X,X,O,X,X,X,X
ISJOZTL,X,X,X,X,O,X,X,X,X
ISJOZLT,X,X,X,X,O,X,X,X,X
ISZTLJO,X,O,X,O,X,X,X,O,O
ISZTLOJ,O,O,X,O,X,X,X,O,O
ISZTJLO,X,O,X,O,X,X,X,X,O
ISZTJOL,X,O,X,X,X,X,X,X,X
ISZTOLJ,O,O,X,O,X,X,X,X,O
ISZTOJL,O,O,X,O,X,X,X,X,X
ISZLTJO,X,O,X,O,X,X,X,O,O
ISZLTOJ,O,O,X,O,X,X,X,O,O
ISZLJTO,X,O,X,X,X,X,X,X,O
ISZLJOT,X,X,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,O,X,X,X,X,O
ISZLOJT,O,X,X,X,X,X,X,X,X
ISZJTLO,X,O,X,X,X,X,X,X,O
ISZJTOL,X,O,X,X,X,X,X,X,X
ISZJLTO,X,O,X,X,X,X,X,X,O
ISZJLOT,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,X,X,X,X,X
ISZJOLT,X,X,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,O,X,X,X,X,O
ISZOTJL,O,X,X,O,X,X,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,X,O
ISZOLJT,O,X,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,X
ISZOJLT,O,X,X,X,X,X,X,X,X
ISOTLJZ,O,O,X,O,X,X,X,X,X
ISOTLZJ,O,O,X,O,X,X,X,X,O
ISOTJLZ,O,O,X,O,O,X,X,X,X
ISOTJZL,O,O,X,O,O,X,X,X,X
ISOTZLJ,O,O,X,O,X,X,X,X,O
ISOTZJL,O,O,X,O,O,X,X,X,X
ISOLTJZ,O,O,X,O,X,X,X,X,X
ISOLTZJ,O,O,X,O,X,X,X,X,O
ISOLJTZ,O,O,X,O,X,X,X,X,X
ISOLJZT,O,O,X,X,X,X,X,X,X
ISOLZTJ,O,O,X,O,X,X,X,X,O
ISOLZJT,O,O,X,X,X,X,X,X,X
ISOJTLZ,O,O,X,O,O,X,X,X,X
ISOJTZL,O,O,X,O,O,X,X,X,X
ISOJLTZ,O,O,X,O,O,X,X,X,X
ISOJLZT,O,O,X,X,O,X,X,X,X
ISOJZTL,O,O,X,X,O,X,X,X,X
ISOJZLT,O,O,X,X,O,X,X,X,X
ISOZTLJ,O,O,X,O,X,X,X,X,O
ISOZTJL,O,O,X,O,O,X,X,X,X
ISOZLTJ,O,O,X,O,X,X,X,X,O
ISOZLJT,O,O,X,X,X,X,X,X,X
ISOZJTL,O,O,X,X,O,X,X,X,X
ISOZJLT,O,O,X,X,O,X,X,X,X
IZTLJSO,X,O,O,X,X,O,X,O,O
IZTLJOS,X,O,O,X,X,O,X,O,O
IZTLSJO,X,O,O,O,X,O,X,O,O
IZTLSOJ,O,O,O,O,X,O,X,O,O
IZTLOJS,X,O,O,X,X,O,X,O,O
IZTLOSJ,O,O,O,O,X,O,X,O,O
IZTJLSO,X,O,O,X,X,O,O,O,O
IZTJLOS,X,O,O,X,X,O,O,O,O
IZTJSLO,X,O,O,X,X,O,O,X,X
IZTJSOL,X,O,O,X,X,O,O,X,X
IZTJOLS,X,O,O,X,X,O,O,X,X
IZTJOSL,X,O,O,X,X,O,O,X,X
IZTSLJO,X,O,O,O,X,O,X,O,O
IZTSLOJ,O,O,O,O,X,O,X,O,O
IZTSJLO,X,O,O,O,X,O,O,X,O
IZTSJOL,X,O,O,X,X,O,O,X,X
IZTSOLJ,O,O,O,O,X,O,X,X,O
IZTSOJL,O,O,O,O,X,O,O,X,X
IZTOLJS,X,O,O,X,X,O,X,O,O
IZTOLSJ,O,O,O,O,X,O,X,O,O
IZTOJLS,X,O,O,X,X,O,O,X,X
IZTOJSL,X,O,O,X,X,O,O,X,X
IZTOSLJ,O,O,O,O,X,O,X,X,X
IZTOSJL,O,O,O,O,X,O,O,X,X
IZLTJSO,X,O,O,X,X,O,X,O,O
IZLTJOS,X,O,O,X,X,O,X,O,O
IZLTSJO,X,O,O,O,X,O,X,O,O
IZLTSOJ,O,O,O,O,X,O,X,O,O
IZLTOJS,X,O,O,X,X,O,X,O,O
IZLTOSJ,O,O,O,O,X,O,X,O,O
IZLJTSO,X,O,O,X,X,O,X,O,O
IZLJTOS,X,O,O,X,X,O,X,O,O
IZLJSTO,X,O,O,X,X,X,X,X,O
IZLJSOT,X,X,O,X,X,X,X,X,X
IZLJOTS,X,O,O,X,X,O,X,X,X
IZLJOST,X,X,O,X,X,X,X,X,X
IZLSTJO,X,O,X,O,X,X,X,O,O
IZLSTOJ,O,O,X,O,X,X,X,O,O
IZLSJTO,X,O,X,X,X,X,X,X,O
IZLSJOT,X,X,X,X,X,X,X,X,X
IZLSOTJ,O,X,X,O,X,X,X,X,O
IZLSOJT,O,X,X,X,X,X,X,X,X
IZLOTJS,X,O,O,X,X,O,X,O,O
IZLOTSJ,O,O,O,O,X,O,X,O,O
IZLOJTS,X,O,O,X,X,O,X,X,X
IZLOJST,O,O,O,X,X,X,X,X,X
IZLOSTJ,O,O,X,O,X,X,X,X,O
IZLOSJT,O,O,X,X,X,X,X,X,X
IZJTLSO,X,O,O,X,X,O,O,O,O
IZJTLOS,X,O,O,X,X,O,O,O,O
IZJTSLO,X,O,O,X,X,O,O,X,X
IZJTSOL,X,O,O,X,X,O,O,X,X
IZJTOLS,X,O,O,X,X,O,O,X,X
IZJTOSL,X,O,O,X,X,O,O,X,X
IZJLTSO,X,O,O,X,X,O,O,O,O
IZJLTOS,X,O,O,X,X,O,O,O,O
IZJLSTO,X,O,X,X,X,X,O,X,O
IZJLSOT,X,X,X,X,X,X,O,X,X
IZJLOTS,X,O,O,X,X,O,O,X,X
IZJLOST,X,X,X,X,X,X,O,X,X
IZJSTLO,X,O,O,X,X,X,O,X,O
IZJSTOL,X,O,O,X,X,X,O,X,X
IZJSLTO,X,O,X,X,X,X,O,X,O
IZJSLOT,X,X,X,X,X,X,O,X,X
IZJSOTL,X,X,O,X,X,X,O,X,X
IZJSOLT,X,X,X,X,X,X,O,X,X
IZJOTLS,X,O,O,X,X,O,O,X,X
IZJOTSL,X,O,O,X,X,O,O,X,X
IZJOLTS,X,O,O,X,X,O,O,X,X
IZJOLST,X,X,X,X,X,X,O,X,X
IZJOSTL,X,X,O,X,X,X,O,X,X
IZJOSLT,X,X,X,X,X,X,O,X,X
IZSTLJO,X,O,X,O,X,X,X,O,O
IZSTLOJ,O,O,X,O,X,X,X,O,O
IZSTJLO,X,O,X,O,X,X,O,X,O
IZSTJOL,X,O,X,X,X,X,O,X,X
IZSTOLJ,O,O,X,O,X,X,X,X,O
IZSTOJL,O,O,X,O,X,X,O,X,X
IZSLTJO,X,O,X,O,X,X,X,O,O
IZSLTOJ,O,O,X,O,X,X,X,O,O
IZSLJTO,X,O,X,X,X,X,X,X,O
IZSLJOT,X,X,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,O,X,X,X,X,O
IZSLOJT,O,X,X,X,X,X,X,X,X
IZSJTLO,X,O,X,X,X,X,O,X,O
IZSJTOL,X,O,X,X,X,X,O,X,X
IZSJLTO,X,O,X,X,X,X,O,X,O
IZSJLOT,X,X,X,X,X,X,O,X,X
IZSJOTL,X,X,X,X,X,X,O,X,X
IZSJOLT,X,X,X,X,X,X,O,X,X
IZSOTLJ,O,X,X,O,X,X,X,X,O
IZSOTJL,O,X,X,O,X,X,O,X,X
IZSOLTJ,O,X,X,O,X,X,X,X,O
IZSOLJT,O,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,O,X,X
IZSOJLT,O,X,X,X,X,X,O,X,X
IZOTLJS,X,O,O,X,X,O,X,O,O
IZOTLSJ,O,O,O,O,X,O,X,O,O
IZOTJLS,X,O,O,X,X,O,O,X,X
IZOTJSL,X,O,O,X,X,O,O,X,X
IZOTSLJ,O,O,O,O,X,O,X,X,X
IZOTSJL,O,O,O,O,X,O,O,X,X
IZOLTJS,X,O,O,X,X,O,X,O,O
IZOLTSJ,O,O,O,O,X,O,X,O,O
IZOLJTS,X,O,O,X,X,O,X,X,X
IZOLJST,O,O,O,X,X,X,X,X,X
IZOLSTJ,O,O,X,O,X,X,X,X,O
IZOLSJT,O,O,X,X,X,X,X,X,X
IZOJTLS,X,O,O,X,X,O,O,X,X
IZOJTSL,X,O,O,X,X,O,O,X,X
IZOJLTS,X,O,O,X,X,O,O,X,X
IZOJLST,O,O,X,X,X,X,O,X,X
IZOJSTL,O,O,O,X,X,X,O,X,X
IZOJSLT,O,O,X,X,X,X,O,X,X
IZOSTLJ,O,O,X,O,X,X,X,X,O
IZOSTJL,O,O,X,O,X,X,O,X,X
IZOSLTJ,O,O,X,O,X,X,X,X,O
IZOSLJT,O,O,X,X,X,X,X,X,X
IZOSJTL,O,O,X,X,X,X,O,X,X
IZOSJLT,O,O,X,X,X,X,O,X,X
IOTLJSZ,X,O,X,X,X,X,X,O,X
IOTLJZS,X,O,X,X,X,X,X,O,X
IOTLSJZ,O,O,X,O,X,X,X,O,X
IOTLSZJ,O,O,X,O,X,X,X,O,X
IOTLZJS,X,O,X,X,X,X,X,O,O
IOTLZSJ,O,O,X,O,X,X,X,O,O
IOTJLSZ,X,O,X,X,O,X,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X,X
IOTJSLZ,X,O,X,X,O,X,X,X,X
IOTJSZL,X,O,X,X,O,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X
IOTJZSL,X,O,X,X,O,X,X,X,X
IOTSLJZ,O,O,X,O,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X,X
IOTSJLZ,O,O,X,O,O,X,X,X,X
IOTSJZL,O,O,X,O,O,X,X,X,X
IOTSZLJ,O,O,X,O,X,X,X,X,X
IOTSZJL,O,O,X,O,O,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,O,O
IOTZLSJ,O,O,X,O,X,X,X,O,O
IOTZJLS,X,O,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,X,X,X,X
IOTZSLJ,O,O,X,O,X,X,X,X,X
IOTZSJL,O,O,X,O,X,X,X,X,X
IOLTJSZ,X,O,X,X,X,X,X,O,X
IOLTJZS,X,O,X,X,X,X,X,O,X
IOLTSJZ,O,O,X,O,X,X,X,O,X
IOLTSZJ,O,O,X,O,X,X,X,O,X
IOLTZJS,X,O,X,X,X,X,X,O,O
IOLTZSJ,O,O,X,O,X,X,X,O,O
IOLJTSZ,X,O,X,X,X,X,X,X,X
IOLJTZS,X,O,X,X,X,X,X,X,X
IOLJSTZ,O,O,X,X,X,X,X,X,X
IOLJSZT,O,O,X,X,X,X,X,X,X
IOLJZTS,X,O,X,X,X,X,X,X,X
IOLJZST,O,O,X,X,X,X,X,X,X
IOLSTJZ,O,O,X,O,X,X,X,X,X
IOLSTZJ,O,O,X,O,X,X,X,X,O
IOLSJTZ,O,O,X,O,X,X,X,X,X
IOLSJZT,O,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,O,X,X,X,X,O
IOLSZJT,O,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,X,X,O,O
IOLZTSJ,O,O,X,O,X,X,X,O,O
IOLZJTS,X,O,X,X,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,O,X,X,X,X,O
IOLZSJT,O,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,X,X,O,X,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,X
IOJTSLZ,X,O,X,X,O,X,X,X,X
IOJTSZL,X,O,X,X,O,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X,X,X
IOJTZSL,X,O,X,X,O,X,X,X,X
IOJLTSZ,X,O,X,X,O,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X
IOJLSTZ,O,O,X,X,O,X,X,X,X
IOJLSZT,O,O,X,X,O,X,X,X,X
IOJLZTS,X,O,X,X,X,X,X,X,X
IOJLZST,O,O,X,X,X,X,X,X,X
IOJSTLZ,O,O,X,X,O,X,X,X,X
IOJSTZL,O,O,X,X,O,X,X,X,X
IOJSLTZ,O,O,X,X,O,X,X,X,X
IOJSLZT,O,O,X,X,O,X,X,X,X
IOJSZTL,O,O,X,X,O,X,X,X,X
IOJSZLT,O,O,X,X,O,X,X,X,X
IOJZTLS,X,O,X,X,X,X,X,X,X
IOJZTSL,X,O,X,X,O,X,X,X,X
IOJZLTS,X,O,X,X,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,X,X,X
IOJZSTL,O,O,X,X,O,X,X,X,X
IOJZSLT,O,O,X,X,O,X,X,X,X
IOSTLJZ,O,O,X,O,X,X,X,X,X
IOSTLZJ,O,O,X,O,X,X,X,X,O
IOSTJLZ,O,O,X,O,O,X,X,X,X
IOSTJZL,O,O,X,O,O,X,X,X,X
IOSTZLJ,O,O,X,O,X,X,X,X,O
IOSTZJL,O,O,X,O,O,X,X,X,X
IOSLTJZ,O,O,X,O,X,X,X,X,X
IOSLTZJ,O,O,X,O,X,X,X,X,O
IOSLJTZ,O,O,X,O,X,X,X,X,X
IOSLJZT,O,O,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,O,X,X,X,X,O
IOSLZJT,O,O,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,O,O,X,X,X,X
IOSJTZL,O,O,X,O,O,X,X,X,X
IOSJLTZ,O,O,X,O,O,X,X,X,X
IOSJLZT,O,O,X,X,O,X,X,X,X
IOSJZTL,O,O,X,X,O,X,X,X,X
IOSJZLT,O,O,X,X,O,X,X,X,X
IOSZTLJ,O,O,X,O,X,X,X,X,O
IOSZTJL,O,O,X,O,O,X,X,X,X
IOSZLTJ,O,O,X,O,X,X,X,X,O
IOSZLJT,O,O,X,X,X,X,X,X,X
IOSZJTL,O,O,X,X,O,X,X,X,X
IOSZJLT,O,O,X,X,O,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,O,O
IOZTLSJ,O,O,X,O,X,X,X,O,O
IOZTJLS,X,O,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X
IOZTSJL,O,O,X,O,X,X,X,X,X
IOZLTJS,X,O,X,X,X,X,X,O,O
IOZLTSJ,O,O,X,O,X,X,X,O,O
IOZLJTS,X,O,X,X,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,O,X,X,X,X,O
IOZLSJT,O,O,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X
IOZJTSL,X,O,X,X,X,X,X,X,X
IOZJLTS,X,O,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X,X,X
IOZJSLT,O,O,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,O,X,X,X,X,O
IOZSTJL,O,O,X,O,X,X,X,X,X
IOZSLTJ,O,O,X,O,X,X,X,X,O
IOZSLJT,O,O,X,X,X,X,X,X,X
IOZSJTL,O,O,X,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,X,X,X,X
LTIJSZO,X,O,O,X,X,X,X,O,X
LTIJSOZ,X,O,O,X,X,X,X,O,X
LTIJZSO,X,O,O,X,X,X,X,O,O
LTIJZOS,X,O,O,X,X,X,X,O,O
LTIJOSZ,X,O,O,X,X,X,X,O,X
LTIJOZS,X,O,O,X,X,X,X,O,X
LTISJZO,X,O,O,O,X,X,X,O,O
LTISJOZ,X,O,O,X,X,X,X,O,X
LTISZJO,X,O,O,O,X,X,X,O,O
LTISZOJ,O,O,O,O,X,X,X,O,O
LTISOJZ,O,O,O,O,X,X,X,O,X
LTISOZJ,O,O,O,O,X,X,X,O,O
LTIZJSO,X,O,O,X,X,X,X,O,O
LTIZJOS,X,O,O,X,X,X,X,O,O
LTIZSJO,X,O,O,O,X,X,X,O,O
LTIZSOJ,O,O,O,O,X,X,X,O,O
LTIZOJS,X,O,O,X,X,X,X,O,O
LTIZOSJ,O,O,O,O,X,X,X,O,O
LTIOJSZ,X,O,X,X,X,X,X,O,X
LTIOJZS,X,O,X,X,X,X,X,O,X
LTIOSJZ,O,O,X,O,X,X,X,O,X
LTIOSZJ,O,O,X,O,X,X,X,O,X
LTIOZJS,X,O,X,X,X,X,X,O,O
LTIOZSJ,O,O,X,O,X,X,X,O,O
LTJISZO,X,O,O,X,X,X,X,O,X
LTJISOZ,X,O,O,X,O,X,X,O,X
LTJIZSO,X,O,O,X,X,X,O,O,O
LTJIZOS,X,O,O,X,X,X,O,O,O
LTJIOSZ,X,O,O,X,O,X,X,O,X
LTJIOZS,X,O,O,X,X,X,X,O,X
LTJSIZO,X,O,O,O,X,X,X,X,O
LTJSIOZ,X,O,O,X,O,X,X,X,X
LTJSZIO,X,O,O,O,X,O,X,X,O
LTJSZOI,O,O,O,O,X,O,X,X,X
LTJSOIZ,O,O,O,O,O,X,X,X,X
LTJSOZI,O,O,O,O,O,X,X,X,X
LTJZISO,X,O,O,X,X,O,O,O,O
LTJZIOS,X,O,O,X,X,O,O,O,O
LTJZSIO,X,O,O,O,X,O,O,X,O
LTJZSOI,O,O,O,O,X,O,O,X,X
LTJZOIS,X,O,O,X,X,O,O,X,X
LTJZOSI,O,O,O,O,X,O,O,X,X
LTJOISZ,X,O,O,X,O,X,X,X,X
LTJOIZS,X,O,O,X,X,X,X,X,X
LTJOSIZ,O,O,O,O,O,X,X,X,X
LTJOSZI,O,O,O,O,O,X,X,X,X
LTJOZIS,X,O,O,X,X,X,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,X
LTSIJZO,X,O,O,O,X,X,X,O,O
LTSIJOZ,X,O,O,X,X,X,X,O,X
LTSIZJO,X,O,O,O,X,X,X,O,O
LTSIZOJ,O,O,O,O,X,X,X,O,O
LTSIOJZ,O,O,O,O,X,X,X,O,X
LTSIOZJ,O,O,O,O,X,X,X,O,O
LTSJIZO,X,O,O,O,X,X,X,X,O
LTSJIOZ,X,O,O,X,O,X,X,X,X
LTSJZIO,X,O,O,O,X,O,X,X,O
LTSJZOI,O,O,O,O,X,O,X,X,X
LTSJOIZ,O,O,O,O,O,X,X,X,X
LTSJOZI,O,O,O,O,O,X,X,X,X
LTSZIJO,X,O,O,O,X,O,X,O,O
LTSZIOJ,O,O,O,O,X,O,X,O,O
LTSZJIO,X,O,O,O,X,O,X,X,O
LTSZJOI,O,O,O,O,X,O,X,X,X
LTSZOIJ,O,O,O,O,X,O,X,X,O
LTSZOJI,O,O,O,O,X,O,X,X,X
LTSOIJZ,O,O,O,O,X,X,X,X,X
LTSOIZJ,O,O,O,O,X,X,X,X,O
LTSOJIZ,O,O,O,O,O,X,X,X,X
LTSOJZI,O,O,O,O,O,X,X,X,X
LTSOZIJ,O,O,O,O,X,X,X,X,O
LTSOZJI,O,O,O,O,O,X,X,X,X
LTZIJSO,X,O,O,X,X,O,X,O,O
LTZIJOS,X,O,O,X,X,O,X,O,O
LTZISJO,X,O,O,O,X,O,X,O,O
LTZISOJ,O,O,O,O,X,O,X,O,O
LTZIOJS,X,O,O,X,X,O,X,O,O
LTZIOSJ,O,O,O,O,X,O,X,O,O
LTZJISO,X,O,O,X,X,O,O,O,O
LTZJIOS,X,O,O,X,X,O,O,O,O
LTZJSIO,X,O,O,O,X,O,O,X,O
LTZJSOI,O,O,O,O,X,O,O,X,X
LTZJOIS,X,O,O,X,X,O,O,X,X
LTZJOSI,O,O,O,O,X,O,O,X,X
LTZSIJO,X,O,O,O,X,O,X,O,O
LTZSIOJ,O,O,O,O,X,O,X,O,O
LTZSJIO,X,O,O,O,X,O,O,X,O
