sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
ISJZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISJOTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
ISJOTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
ISJOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ISJOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
ISJOZTL,X,X,X,X,O,X,X,O,X,X,O,X,X
ISJOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZTLJO,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZTLOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZTJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISZTJOL,X,X,X,X,X,X,O,O,O,O,X,O,X
ISZTOLJ,O,X,O,X,X,X,X,X,O,O,X,O,X
ISZTOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
ISZLTJO,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZLTOJ,O,O,O,O,X,X,X,X,O,O,X,O,X
ISZLJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
ISZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X
ISZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISZJTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
ISZJLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZJLOT,O,O,X,X,X,X,X,O,X,X,X,X,X
ISZJOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZJOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZOTLJ,O,X,O,O,X,X,X,X,O,O,O,O,X
ISZOTJL,X,X,X,X,X,X,X,X,O,O,O,O,X
ISZOLTJ,O,O,O,O,X,X,X,X,X,O,X,X,X
ISZOLJT,O,O,O,O,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,X,X,X,X,O,X,O,X,X,X
ISZOJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
ISOTLJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOTLZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOTJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ISOTJZL,X,X,X,X,O,X,X,X,X,X,O,X,X
ISOTZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
ISOTZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
ISOLTJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOLTZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOLJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOLJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,X,O,X,O,X,X,X,O,O,X,X,X
ISOLZJT,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOJTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
ISOJTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
ISOJLTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
ISOJLZT,X,X,O,X,O,X,X,O,X,X,X,X,X
ISOJZTL,X,X,X,X,O,X,X,O,X,O,O,X,X
ISOJZLT,X,X,O,X,X,X,X,O,X,X,X,X,X
ISOZTLJ,O,X,O,O,X,X,X,X,O,O,O,O,X
ISOZTJL,X,X,X,X,O,X,X,X,O,O,O,O,X
ISOZLTJ,O,X,O,O,X,X,X,X,X,O,X,X,X
ISOZLJT,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOZJTL,X,X,X,X,O,X,X,O,X,O,O,X,X
ISOZJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IZTLJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
IZTLJOS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZTLSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
IZTLSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IZTLOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZTLOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
IZTJLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IZTJLOS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZTJSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
IZTJSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZTJOLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZTJOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
IZTSLJO,X,O,O,O,X,X,X,X,O,O,X,O,X
IZTSLOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
IZTSJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZTSJOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZTSOLJ,O,O,O,X,X,X,X,X,O,O,X,O,X
IZTSOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
IZTOLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZTOLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
IZTOJLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZTOJSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IZTOSLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IZTOSJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IZLTJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
IZLTJOS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZLTSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
IZLTSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IZLTOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZLTOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
IZLJTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
IZLJTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
IZLJSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
IZLJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IZLJOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZLJOST,O,O,X,X,O,X,X,O,X,X,X,X,X
IZLSTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
IZLSTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IZLSJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
IZLSJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZLSOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
IZLSOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZLOTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZLOTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
IZLOJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IZLOJST,O,O,X,O,O,X,X,O,X,X,X,X,X
IZLOSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
IZLOSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJTLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
IZJTLOS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZJTSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
IZJTSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZJTOLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZJTOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
IZJLTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
IZJLTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
IZJLSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
IZJLSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IZJLOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZJLOST,O,O,X,X,O,X,X,O,X,X,X,X,X
IZJSTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZJSTOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZJSLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
IZJSLOT,O,O,X,X,X,X,X,O,X,X,X,X,X
IZJSOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
IZJSOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZJOTLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZJOTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
IZJOLTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IZJOLST,O,O,X,O,O,X,X,O,X,X,X,X,X
IZJOSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
IZJOSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
IZSTLJO,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSTLOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSTJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZSTJOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZSTOLJ,O,O,O,X,X,X,X,X,O,O,X,O,X
IZSTOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
IZSLTJO,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSLTOJ,O,O,O,O,X,X,X,X,O,O,X,O,X
IZSLJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
IZSLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X
IZSLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZSJTOL,X,X,X,X,X,O,O,O,O,O,X,O,X
IZSJLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
IZSJLOT,O,O,X,X,X,X,X,O,X,X,X,X,X
IZSJOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
IZSJOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSOTLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IZSOTJL,X,X,X,X,X,X,X,X,O,O,O,O,X
IZSOLTJ,O,O,O,O,X,X,X,X,X,O,X,X,X
IZSOLJT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,X,X,O,X,O,X,O,X,X,X
IZSOJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IZOTLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZOTLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
IZOTJLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZOTJSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IZOTSLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IZOTSJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IZOLTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
IZOLJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IZOLJST,O,O,X,O,O,X,X,O,X,X,X,X,X
IZOLSTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IZOLSJT,O,O,O,O,O,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IZOJTSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IZOJLTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IZOJLST,O,O,X,O,O,X,X,O,X,X,X,X,X
IZOJSTL,X,X,X,X,O,O,X,O,X,O,O,O,X
IZOJSLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IZOSTLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IZOSTJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IZOSLTJ,O,O,O,O,X,X,X,X,X,O,X,O,X
IZOSLJT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,X,O,O,X,O,X,O,O,O,X
IZOSJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOTLJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
IOTLSZJ,X,O,X,X,O,X,X,X,X,X,O,O,X
IOTLZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,O,O,X,X,O,X,X,X,X,X,O,O,X
IOTJLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTJSZL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTJZLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJZSL,X,X,X,X,O,X,X,O,X,X,O,O,X
IOTSLJZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTSLZJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTSJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTSJZL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTSZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
IOTSZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
IOTZLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
IOTZJLS,O,O,X,X,O,X,X,O,X,X,X,X,X
IOTZJSL,X,X,X,X,O,X,X,O,X,O,O,O,X
IOTZSLJ,O,O,O,O,X,X,X,X,X,O,O,O,X
IOTZSJL,X,X,X,X,O,X,X,X,X,O,O,O,X
IOLTJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLTSJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
IOLTSZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
IOLTZJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,O,O,O,X,X,X,X,X,O,O,X
IOLJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOLJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLSTJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
IOLSTZJ,X,O,O,O,O,X,X,X,X,X,O,O,X
IOLSJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
IOLSJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IOLSZJT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
IOLZJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
IOLZJST,O,O,X,O,O,X,X,O,X,X,X,X,X
IOLZSTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IOLZSJT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
IOJTSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
IOJTZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
IOJTZSL,X,X,X,X,O,O,X,O,X,X,O,O,X
IOJLTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJLTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOJLSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOJSTZL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOJSLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOJSLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJSZTL,X,X,X,X,O,X,X,O,X,O,O,O,X
IOJSZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
IOJZTSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOJZLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
IOJZLST,O,X,X,O,O,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOJZSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
IOSTLJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
IOSTLZJ,X,X,O,X,O,X,X,X,X,X,O,O,X
IOSTJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOSTJZL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOSTZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
IOSTZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
IOSLTJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
IOSLTZJ,X,X,O,X,O,X,X,X,X,X,O,O,X
IOSLJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
IOSLJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,O,X,O,X,X,X,O,O,X,O,X
IOSLZJT,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
IOSJTZL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOSJLTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
IOSJLZT,X,X,O,X,O,X,X,O,X,X,X,X,X
IOSJZTL,X,X,X,X,O,X,X,O,X,O,O,O,X
IOSJZLT,X,X,O,X,X,X,X,O,X,X,X,X,X
IOSZTLJ,O,X,O,O,X,X,X,X,O,O,O,O,X
IOSZTJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IOSZLTJ,O,X,O,O,X,X,X,X,X,O,X,O,X
IOSZLJT,O,X,O,O,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,O,X,X,O,X,O,O,O,X
IOSZJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOZTLJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,X,O,O,X,X,X,X,O,O,O,X
IOZTJLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IOZTJSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOZTSLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IOZTSJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IOZLTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,O,O,O,X,X,X,O,O,O,O,X
IOZLJTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IOZLJST,O,O,X,O,O,X,X,O,X,X,X,X,X
IOZLSTJ,O,O,O,O,O,X,X,X,O,O,X,O,X
IOZLSJT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOZJTLS,O,O,X,X,O,O,X,O,X,X,X,X,X
IOZJTSL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOZJLTS,O,O,X,O,O,O,X,O,X,X,X,X,X
IOZJLST,O,O,X,O,O,X,X,O,X,X,X,X,X
IOZJSTL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOZJSLT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOZSTLJ,O,O,O,O,X,X,X,X,O,O,O,O,X
IOZSTJL,X,X,X,X,O,X,X,X,O,O,O,O,X
IOZSLTJ,O,O,O,O,X,X,X,X,X,O,X,O,X
IOZSLJT,O,O,O,O,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,O,O,X,O,X,O,O,O,X
IOZSJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
LTIJSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LTISJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTISZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTISZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
LTISOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTISOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LTIZJOS,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIZSJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTIZSOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
LTIZOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LTIOJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,O,X,X,O,X,X,X,X,X,X,O,X
LTIOZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LTJISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJIZOS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,X,O,O,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,O,O,X,O,X,X,X,O
LTJSZOI,O,O,O,O,O,O,O,X,O,X,X,X,O
LTJSOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
LTJSOZI,O,O,X,X,O,O,O,X,X,X,X,X,X
LTJZISO,O,X,X,O,O,X,X,X,O,X,X,X,X
LTJZIOS,O,O,X,X,O,O,X,X,X,X,X,X,X
LTJZSIO,O,O,O,O,O,O,O,X,O,X,X,X,O
LTJZSOI,O,O,O,O,O,O,O,X,O,X,X,X,O
LTJZOIS,O,O,X,O,O,O,X,X,X,X,X,X,X
LTJZOSI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOIZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
LTJOSZI,O,O,X,X,O,O,X,X,X,X,X,X,X
LTJOZIS,O,O,X,X,O,O,X,X,X,X,X,X,X
LTJOZSI,O,O,X,X,O,O,X,X,X,X,X,X,X
LTSIJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSIZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTSIZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
LTSIOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSJIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
LTSJIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LTSJZIO,X,O,O,O,O,X,O,X,O,X,X,X,O
LTSJZOI,X,O,O,O,O,X,O,X,O,X,X,X,O
LTSJOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LTSJOZI,X,O,X,X,O,X,O,X,X,X,X,X,X
LTSZIJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTSZIOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
LTSZJIO,X,O,O,O,O,X,O,X,O,X,X,X,O
LTSZJOI,X,O,O,O,O,X,O,X,O,X,X,X,O
LTSZOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LTSZOJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LTSOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LTSOZJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LTZIJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LTZIJOS,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZISJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTZISOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
LTZIOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LTZJISO,O,X,X,O,O,X,X,X,O,X,X,X,X
LTZJIOS,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZJSIO,O,O,O,O,O,O,O,X,O,X,X,X,O
LTZJSOI,O,O,O,O,O,O,O,X,O,X,X,X,O
LTZJOIS,O,O,X,O,O,O,X,X,X,X,X,X,X
LTZJOSI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTZSIJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LTZSIOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
LTZSJIO,X,O,O,O,O,X,O,X,O,X,X,X,O
LTZSJOI,X,O,O,O,O,X,O,X,O,X,X,X,O
LTZSOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LTZSOJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LTZOIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZOISJ,O,O,X,O,O,X,X,X,O,X,O,O,X
