sequence,v115@vhHU7IvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJ3dB+tBtsByrBTkByuBRwB,v115@vhHMBJvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJvhB+tBtsByrBTkByuBRwB,v115@vhHO6I5fB0gBNqBKpBTtBSxBXrB,v115@vhH++IvfBMnB6tBdqBKpBzsBRwB,v115@vhHK6IMjBvlB+tBtsBTkByuBRwB,v115@vhH6+IUbBvfBToBdqBKpBWyBRwB,v115@vhH01IvfB6tBWrBdqBKpBzsBRwB,v115@vhHX5IMjB+tBtsByrBTkByuBRwB,v115@vhHT5IvfBMoBunBdqBKpBSyBRwB,v115@vhHT1IMjBifB+tBtsB3kByuBRwB,v115@vhH6+IsiBvfBToBdqBKpBWyBRwB,v115@vhH6+I0VBvfBToBdqBKpBWyBRwB,v115@vhHG5IKaBvjBtnBKpBTtBUsBRqB,v115@vhH++I0VBvfB6tBdqBKpBzsBRwB,v115@vhHX5IKaBMjB+tBtsBTkByuBRwB,v115@vhHK9I0hB+kBNrBTlBSyBXsBxuB,v115@vhH++IUbBvfB6tBdqBKpBzsBRwB,v115@vhHK6IMjB3dB+tBtsBTkByuBRwB,v115@vhHT5IUbBvfBGjBdqBKpBSyBRwB,v115@vhHT5I0VBvfBGjBdqBKpBSyBRwB,v115@vhH++I6tBTnB9rB3lBMpByxBRvB,v115@vhHT5IMoBunBdsBXmBKpBSyBxvB,v115@vhHe+I3hBKkBznBdsBSyBUrBxuB,v115@vhHq6I5oBUhBtqBzkByxB3rB2uB,v115@vhHX5ITVBMjBKkB+tBtsByuBRwB,v115@vhH6DJ3hBZkBznBdsBSyBUrBWvB,v115@vhHU8IXjBdnBStBuqBTrBipBxxB,v115@vhH38IWmBTfBdsBypBSyBUrBxuB,v115@vhHG5IvjBtnBZkBKrBTtBUsBCqB,v115@vhHi1IMfB5oBdlB+rBisB3qBTpB,v115@vhH01IvfBGjBznBdqBKpBSyBRwB,v115@vhHX5IMjBzfBKkB+tBtsByuBRwB,v115@vhH01IvfBCjBToBdqBKpBWyBRwB,v115@vhHU9IynBTfB+tBtrB3sBipBRvB,v115@vhH01I+jBvfB6sBdqBKpBTtBRwB,v115@vhHa+IznBdsBXmBspBOpBSyBxvB,v115@vhHT5ItiBMoBRmBKqBOpBSyBXsB,v115@vhHe9IvfBMnB6tBdqBKpBzsBRwB,v115@vhHq7IMjBvlB+tBtsBTkByuBRwB,v115@vhHqCJukBvsBUmBNqBKpBTtBRwB,v115@vhHe9IvfBMoBTnBdqBKpBSyBRwB,v115@vhHG3IzbB3hBKkBdsBSyBUrBxuB,v115@vhHT3IqbB3hBZkBdsBSyBUrBWvB,v115@vhHi3IzcB5oBUhBtqByxB3rB2uB,v115@vhHX5IMjBKfB+tBtsBiqBTpBRwB,v115@vhHK/IulBvtBUnBNrBKqBTpBRxB,v115@vhHG5IvjBiaBtnBKpBTtBUsBRqB,v115@vhH+/IThBCoBdsBXlBSyBUrBxuB,v115@vhH+/IThBCoBdsB0lBSyB3pBxvB,v115@vhHKDJukBvsBUmBNqBKpBTtBRwB,v115@vhH+DJ6kBvsBUmBNqBKpBTtBRwB,v115@vhHM/I5oBmiBdlBSsByxB3qBTpB,v115@vhHq6I6tBPtB0mBtqBzkB2uBxwB,v115@vhH++I0VBvfBToBdqBKpBSwBxxB,v115@vhH01IvfB5oBznBdqBKpB2xBSwB,v115@vhH01IvfBSoBdqBKpBTtBGsBRwB,v115@vhHT1ISmBPlBZkBdsBSyBUrBWvB,v115@vhHT4IMoBunBdsBXmBKpBSyBxvB,v115@vhH01IvfBTjBWtBdqBKpBSwBxxB,v115@vhHi6IMoB9lB3fBSyBxrB2vBTpB,v115@vhHx2IUcBtlBvsBqrB2pBTtByvB,v115@vhHM+ISoBPnBZkBNrBTtBSxBWvB,v115@vhHK6IPjB5oBNnBKpBzsB0rBGqB,v115@vhHG3I3hBKkBznBdsBSyBUrBxuB,v115@vhHi3I5oBUhBtqBzkByxB3rB2uB
IZTJLOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
IZTJSLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZTJSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZTJOLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
IZTJOSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
IZTSLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
IZTSLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
IZTSJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IZTSJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IZTSOLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IZTSOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZTOLJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
IZTOLSJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IZTOJLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
IZTOJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
IZTOSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IZTOSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZLTJSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
IZLTJOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
IZLTSJO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
IZLTSOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
IZLTOJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
IZLTOSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IZLJTSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
IZLJTOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
IZLJSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,O,X
IZLJSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,O,X,O,O,X
IZLJOTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
IZLJOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O,X,O,X,X
IZLSTJO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,X
IZLSTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X
IZLSJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X
IZLSJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,O,X,O,O,X
IZLSOTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,X,X,O,O,X,O,X,O,O,X
IZLSOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,O,X
IZLOTJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
IZLOTSJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
IZLOJTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
IZLOJST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,O,X,O,X,X,O,O,X,O,O,X,O,X,X
IZLOSTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,O,X,O,O,X
IZLOSJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,X,X,O,O,X,O,O,X,O,O,X
IZJTLSO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZJTLOS,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
IZJTSLO,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZJTSOL,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZJTOLS,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
IZJTOSL,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
IZJLTSO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
IZJLTOS,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
IZJLSTO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,O,X
IZJLSOT,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,O,X,O,O,X
IZJLOTS,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
IZJLOST,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O,X,O,X,X
IZJSTLO,X,O,X,O,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O
IZJSTOL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,O,O,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O
IZJSLTO,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,X,O,O,O,O,O,O,X,O,X,X,X,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X,O,O
IZJSLOT,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,O,O,O,O,O,X,O,X,O,O,O
IZJSOTL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,O,O,X,X,O,O,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,O,O
IZJSOLT,X,O,X,X,X,O,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O
IZJOTLS,X,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
IZJOTSL,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
IZJOLTS,X,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,X,X
IZJOLST,X,O,X,X,X,O,O,O,X,O,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,X
IZJOSTL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,O,O,X,O,O,X,X,O,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X
IZJOSLT,X,O,X,X,X,O,O,O,X,O,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,O,X,O,O,O,X,X,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,X
IZSTLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O
IZSTLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X
IZSTJLO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O
IZSTJOL,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O
IZSTOLJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O,O,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X
IZSTOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O,O,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
IZSLTJO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O
IZSLTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X
IZSLJTO,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,O,X,X,O,O
IZSLJOT,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O
IZSLOTJ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X
IZSLOJT,O,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,X,O,O,O
IZSJTLO,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O
IZSJTOL,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,O,O
IZSJLTO,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,O,X,X,O,O
IZSJLOT,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O
IZSJOTL,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O
IZSJOLT,O,X,X,X,X,O,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O
IZSOTLJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X
