sequence,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcBOiB?6jBUgBziBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbBOiB?6jB3gBziBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbBKiB?zdB+jB3gBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcBKiB?zdB+jBUgBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbB6jB?3gBmiBTiBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcB6jB?UgBmiBTiBFsB
OJIZSLT,O,O,X,X,X,X
OJLTISZ,O,X,X,X,X,X
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,O,X,X,X,X
OJLTZIS,O,O,X,X,X,X
OJLTZSI,O,O,X,X,X,X
OJLITSZ,O,X,X,X,X,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,O,X,X,X,X
OJLIZTS,O,O,X,X,X,X
OJLIZST,O,O,X,X,X,X
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,O,X,X,X,X
OJLSITZ,O,O,X,X,X,X
OJLSIZT,O,O,X,X,O,X
OJLSZTI,O,O,X,X,O,O
OJLSZIT,O,O,X,X,O,O
OJLZTIS,O,O,X,X,X,X
OJLZTSI,O,O,X,X,X,X
OJLZITS,O,O,X,X,X,X
OJLZIST,O,O,X,X,X,O
OJLZSTI,O,O,X,X,O,O
OJLZSIT,O,O,X,X,O,O
OJSTILZ,O,O,O,O,X,X
OJSTIZL,X,O,O,X,X,X
OJSTLIZ,O,O,O,O,X,X
OJSTLZI,O,O,O,O,X,X
OJSTZIL,O,O,O,O,X,X
OJSTZLI,O,O,O,O,X,X
OJSITLZ,O,O,O,O,X,X
OJSITZL,X,O,O,X,X,X
OJSILTZ,O,O,X,X,X,X
OJSILZT,O,O,X,X,O,X
OJSIZTL,O,O,O,X,X,X
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,O,O,X,X,X,X
OJSLTZI,O,O,X,X,X,X
OJSLITZ,O,O,X,X,X,X
OJSLIZT,O,O,X,X,O,X
OJSLZTI,O,O,X,X,O,O
OJSLZIT,O,O,X,X,O,O
OJSZTIL,O,O,O,O,X,X
OJSZTLI,O,O,O,O,X,X
OJSZITL,O,O,O,O,X,X
OJSZILT,O,O,X,X,O,O
OJSZLTI,O,O,X,X,O,O
OJSZLIT,O,O,X,X,O,O
OJZTILS,O,O,O,O,X,X
OJZTISL,O,X,O,O,X,X
OJZTLIS,O,O,O,O,X,X
OJZTLSI,O,O,O,O,X,X
OJZTSIL,O,O,O,O,X,X
OJZTSLI,O,O,O,O,X,X
OJZITLS,O,O,O,O,X,X
OJZITSL,O,X,X,O,X,X
OJZILTS,O,O,X,X,X,X
OJZILST,O,O,X,X,X,O
OJZISTL,O,O,X,O,X,X
OJZISLT,O,O,X,X,X,O
OJZLTIS,O,O,X,X,X,X
OJZLTSI,O,O,X,X,X,X
OJZLITS,O,O,X,X,X,X
OJZLIST,O,O,X,X,X,O
OJZLSTI,O,O,X,X,O,O
OJZLSIT,O,O,X,X,O,O
OJZSTIL,O,O,O,O,X,X
OJZSTLI,O,O,O,O,X,X
OJZSITL,O,O,O,O,X,X
OJZSILT,O,O,X,X,O,O
OJZSLTI,O,O,X,X,O,O
OJZSLIT,O,O,X,X,O,O
OSTILJZ,O,O,O,O,O,X
OSTILZJ,O,O,O,X,O,X
OSTIJLZ,O,O,O,O,O,X
OSTIJZL,O,O,O,X,O,X
OSTIZLJ,O,O,O,X,O,X
OSTIZJL,O,O,O,X,O,X
OSTLIJZ,O,O,O,O,O,X
OSTLIZJ,O,O,O,X,O,X
OSTLJIZ,O,O,O,O,O,X
OSTLJZI,O,O,O,O,O,O
OSTLZIJ,O,O,O,O,O,O
OSTLZJI,O,O,O,O,O,O
OSTJILZ,O,O,O,O,O,X
OSTJIZL,O,O,O,X,O,X
OSTJLIZ,O,O,O,O,O,X
OSTJLZI,O,O,O,O,O,O
OSTJZIL,O,O,O,O,O,O
OSTJZLI,O,O,O,O,O,O
OSTZILJ,O,O,O,O,O,O
OSTZIJL,O,O,O,O,O,O
OSTZLIJ,O,O,O,O,O,O
OSTZLJI,O,O,O,O,O,O
OSTZJIL,O,O,O,O,O,O
OSTZJLI,O,O,O,O,O,O
OSITLJZ,O,O,O,O,O,X
OSITLZJ,O,O,O,X,O,X
OSITJLZ,O,O,O,O,O,X
OSITJZL,O,O,O,X,O,X
OSITZLJ,O,O,O,X,O,X
OSITZJL,O,O,O,X,O,X
OSILTJZ,O,O,X,X,O,X
OSILTZJ,O,O,X,X,O,X
OSILJTZ,O,O,X,X,X,X
OSILJZT,O,O,X,X,O,X
OSILZTJ,O,O,X,X,O,X
OSILZJT,O,O,X,X,O,X
OSIJTLZ,O,O,O,O,X,X
OSIJTZL,X,O,O,X,X,X
OSIJLTZ,O,O,X,X,X,X
OSIJLZT,O,O,X,X,O,X
OSIJZTL,O,O,O,X,X,X
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,O,O,O,X,O,X
OSIZTJL,O,O,O,X,O,X
OSIZLTJ,O,O,X,X,O,X
OSIZLJT,O,O,X,X,O,X
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,X,X,O,X
OSLTIJZ,O,O,X,X,O,X
OSLTIZJ,O,O,X,X,O,X
OSLTJIZ,O,O,X,X,O,X
OSLTJZI,O,O,X,X,O,O
OSLTZIJ,O,O,X,X,O,O
OSLTZJI,O,O,X,X,O,O
OSLITJZ,O,O,X,X,O,X
OSLITZJ,O,O,X,X,O,X
OSLIJTZ,O,O,X,X,X,X
OSLIJZT,O,O,X,X,O,X
OSLIZTJ,O,O,X,X,O,X
OSLIZJT,O,O,X,X,O,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,O,O,X,X,X,X
OSLJITZ,O,O,X,X,X,X
OSLJIZT,O,O,X,X,O,X
OSLJZTI,O,O,X,X,O,O
OSLJZIT,O,O,X,X,O,O
OSLZTIJ,O,O,X,X,O,O
OSLZTJI,O,O,X,X,O,O
OSLZITJ,O,O,X,X,O,O
OSLZIJT,O,O,X,X,O,O
OSLZJTI,O,O,X,X,O,O
OSLZJIT,O,O,X,X,O,O
OSJTILZ,O,O,O,O,X,X
OSJTIZL,X,O,O,X,X,X
OSJTLIZ,O,O,O,O,X,X
OSJTLZI,O,O,O,O,X,X
OSJTZIL,O,O,O,O,X,X
OSJTZLI,O,O,O,O,X,X
OSJITLZ,O,O,O,O,X,X
OSJITZL,X,O,O,X,X,X
OSJILTZ,O,O,X,X,X,X
OSJILZT,O,O,X,X,O,X
OSJIZTL,O,O,O,X,X,X
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,O,O,X,X,X,X
OSJLTZI,O,O,X,X,X,X
OSJLITZ,O,O,X,X,X,X
OSJLIZT,O,O,X,X,O,X
OSJLZTI,O,O,X,X,O,O
OSJLZIT,O,O,X,X,O,O
OSJZTIL,O,O,O,O,X,X
OSJZTLI,O,O,O,O,X,X
OSJZITL,O,O,O,O,X,X
OSJZILT,O,O,X,X,O,O
OSJZLTI,O,O,X,X,O,O
OSJZLIT,O,O,X,X,O,O
OSZTILJ,O,O,O,O,O,O
OSZTIJL,O,O,O,O,O,O
OSZTLIJ,O,O,O,O,O,O
OSZTLJI,O,O,O,O,O,O
OSZTJIL,O,O,O,O,O,O
OSZTJLI,O,O,O,O,O,O
OSZITLJ,O,O,O,O,O,O
OSZITJL,O,O,O,O,O,O
OSZILTJ,O,O,X,X,O,O
OSZILJT,O,O,X,X,O,O
OSZIJTL,O,O,O,O,X,X
OSZIJLT,O,O,X,X,O,O
OSZLTIJ,O,O,X,X,O,O
OSZLTJI,O,O,X,X,O,O
OSZLITJ,O,O,X,X,O,O
OSZLIJT,O,O,X,X,O,O
OSZLJTI,O,O,X,X,O,O
OSZLJIT,O,O,X,X,O,O
OSZJTIL,O,O,O,O,X,X
OSZJTLI,O,O,O,O,X,X
OSZJITL,O,O,O,O,X,X
OSZJILT,O,O,X,X,O,O
OSZJLTI,O,O,X,X,O,O
OSZJLIT,O,O,X,X,O,O
OZTILJS,O,O,O,O,X,O
OZTILSJ,O,O,X,O,X,O
OZTIJLS,O,O,O,O,X,O
OZTIJSL,O,O,X,O,X,O
OZTISLJ,O,O,X,O,X,O
OZTISJL,O,O,X,O,X,O
OZTLIJS,O,O,O,O,X,O
OZTLISJ,O,O,X,O,X,O
OZTLJIS,O,O,O,O,X,O
OZTLJSI,O,O,O,O,O,O
OZTLSIJ,O,O,O,O,O,O
OZTLSJI,O,O,O,O,O,O
OZTJILS,O,O,O,O,X,O
OZTJISL,O,O,O,O,X,O
OZTJLIS,O,O,O,O,X,O
OZTJLSI,O,O,O,O,O,O
OZTJSIL,O,O,O,O,O,O
OZTJSLI,O,O,O,O,O,O
OZTSILJ,O,O,O,O,O,O
OZTSIJL,O,O,O,O,O,O
OZTSLIJ,O,O,O,O,O,O
OZTSLJI,O,O,O,O,O,O
OZTSJIL,O,O,O,O,O,O
OZTSJLI,O,O,O,O,O,O
OZITLJS,O,O,O,O,X,O
OZITLSJ,O,O,X,O,X,O
OZITJLS,O,O,O,O,X,O
OZITJSL,O,O,X,O,X,O
OZITSLJ,O,O,X,O,X,O
OZITSJL,O,O,X,O,X,O
OZILTJS,O,O,X,X,X,O
OZILTSJ,O,O,X,X,X,O
OZILJTS,O,O,X,X,X,X
OZILJST,O,O,X,X,X,O
OZILSTJ,O,O,X,X,X,O
OZILSJT,O,O,X,X,X,O
OZIJTLS,O,O,O,O,X,X
OZIJTSL,O,X,X,O,X,X
OZIJLTS,O,O,X,X,X,X
OZIJLST,O,O,X,X,X,O
OZIJSTL,O,O,X,O,X,X
OZIJSLT,O,O,X,X,X,O
OZISTLJ,O,O,X,O,X,O
OZISTJL,O,O,X,O,X,O
OZISLTJ,O,O,X,X,X,O
OZISLJT,O,O,X,X,X,O
OZISJTL,O,O,X,O,X,X
OZISJLT,O,O,X,X,X,O
OZLTIJS,O,O,X,X,X,O
OZLTISJ,O,O,X,X,X,O
OZLTJIS,O,O,X,X,X,O
OZLTJSI,O,O,X,X,O,O
OZLTSIJ,O,O,X,X,O,O
OZLTSJI,O,O,X,X,O,O
OZLITJS,O,O,X,X,X,O
OZLITSJ,O,O,X,X,X,O
OZLIJTS,O,O,X,X,X,X
OZLIJST,O,O,X,X,X,O
OZLISTJ,O,O,X,X,X,O
OZLISJT,O,O,X,X,X,O
OZLJTIS,O,O,X,X,X,X
OZLJTSI,O,O,X,X,X,X
OZLJITS,O,O,X,X,X,X
OZLJIST,O,O,X,X,X,O
OZLJSTI,O,O,X,X,O,O
OZLJSIT,O,O,X,X,O,O
OZLSTIJ,O,O,X,X,O,O
OZLSTJI,O,O,X,X,O,O
OZLSITJ,O,O,X,X,O,O
OZLSIJT,O,O,X,X,O,O
OZLSJTI,O,O,X,X,O,O
OZLSJIT,O,O,X,X,O,O
OZJTILS,O,O,O,O,X,X
OZJTISL,O,X,O,O,X,X
OZJTLIS,O,O,O,O,X,X
OZJTLSI,O,O,O,O,X,X
OZJTSIL,O,O,O,O,X,X
OZJTSLI,O,O,O,O,X,X
OZJITLS,O,O,O,O,X,X
OZJITSL,O,X,X,O,X,X
OZJILTS,O,O,X,X,X,X
OZJILST,O,O,X,X,X,O
OZJISTL,O,O,X,O,X,X
OZJISLT,O,O,X,X,X,O
OZJLTIS,O,O,X,X,X,X
OZJLTSI,O,O,X,X,X,X
OZJLITS,O,O,X,X,X,X
OZJLIST,O,O,X,X,X,O
OZJLSTI,O,O,X,X,O,O
OZJLSIT,O,O,X,X,O,O
OZJSTIL,O,O,O,O,X,X
OZJSTLI,O,O,O,O,X,X
OZJSITL,O,O,O,O,X,X
OZJSILT,O,O,X,X,O,O
OZJSLTI,O,O,X,X,O,O
OZJSLIT,O,O,X,X,O,O
OZSTILJ,O,O,O,O,O,O
OZSTIJL,O,O,O,O,O,O
OZSTLIJ,O,O,O,O,O,O
OZSTLJI,O,O,O,O,O,O
OZSTJIL,O,O,O,O,O,O
OZSTJLI,O,O,O,O,O,O
OZSITLJ,O,O,O,O,O,O
OZSITJL,O,O,O,O,O,O
OZSILTJ,O,O,X,X,O,O
OZSILJT,O,O,X,X,O,O
OZSIJTL,O,O,O,O,X,X
OZSIJLT,O,O,X,X,O,O
OZSLTIJ,O,O,X,X,O,O
OZSLTJI,O,O,X,X,O,O
OZSLITJ,O,O,X,X,O,O
OZSLIJT,O,O,X,X,O,O
OZSLJTI,O,O,X,X,O,O
OZSLJIT,O,O,X,X,O,O
OZSJTIL,O,O,O,O,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,O,O,O,X,X
OZSJILT,O,O,X,X,O,O
OZSJLTI,O,O,X,X,O,O
OZSJLIT,O,O,X,X,O,O
