sequence,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFuiBcjB?lgBanBXmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBSjB?lhBzlBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhF3dBcjB?6lBOmBFnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFSiBTeB?lgBXmBmnB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Jex9IvhFlgBcmB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFGeBlgB?UiBXmBysBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhFRdBcjB?lhBzlB2sBqsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeZCJvhFWjBlgB?cmBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR9IvhFSjBlgB?3hBmnBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF1hBxdB?SnBOoBzlB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JelAJvhFcmBxiB?OnBXjBCmBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je+BJvhFlgBxiB?inBzlBXoB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeR8IvhFlgBXmB?inBcoBGnBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeWCJvhFcjBlgB?xmBzlB/sBatB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSCJvhFlgBOoB?xmBzlBUnBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeG8IvhFZiBCeB?VmBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeF8IvhFxdBSmB?OnBXjB0lBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JeSDJvhFlgBxmB?8sBfnBzlBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je1AJvhF6hBZiB?cjBzlBftBusB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8JecDJvhFlgBxmB?fnBqsBzqBmsB,v115@zgC8GeB8HeC8FeD8BeA8CeH8BeA8Je37IvhF0hB5nB?OoBzlBanBFtB
ISJZTLO,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ISJZTOL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ISJZLTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ISJZLOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ISJZOTL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISJZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ISJOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ISJOLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ISJOZTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ISJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISZTLJO,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ISZTLOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ISZTJLO,O,O,X,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,O,X
ISZTJOL,O,O,X,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
ISZTOLJ,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X
ISZTOJL,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
ISZLTJO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ISZLTOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZLJTO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLJOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISZLOJT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZJTLO,O,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJTOL,O,O,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJLTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZJLOT,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ISZJOLT,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISZOTJL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ISZOLTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ISZOLJT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ISZOJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOTLZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOTJLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ISOTZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOTZJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ISOLTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ISOLTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOLJTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISOLZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISOJTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOJTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ISOJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISOJZTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ISOJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISOZTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOZTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
ISOZLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ISOZLJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ISOZJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ISOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZTLJSO,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X
IZTLJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZTLSJO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
IZTLSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
IZTLOJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTLOSJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
IZTJLSO,O,O,O,O,X,X,X,O,O,X,O,O,X,O,O,X,X,O,X,O,X
IZTJLOS,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IZTJSLO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
IZTJSOL,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
IZTJOLS,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
IZTJOSL,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
IZTSLJO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
IZTSLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
IZTSJLO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
IZTSJOL,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
IZTSOLJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
IZTSOJL,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
IZTOLJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
IZTOJLS,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
IZTOJSL,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
IZTOSLJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
IZTOSJL,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
IZLTJSO,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O,X,O,X
IZLTJOS,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IZLTSJO,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X
IZLTSOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
IZLTOJS,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
IZLJTSO,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
IZLJTOS,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IZLJSTO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZLJOTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLJOST,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZLSTJO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IZLSTOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
IZLSJTO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
IZLOJTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLSO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,X
IZJTLOS,O,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
IZJTSLO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,O,X
IZJTSOL,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJTOLS,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
IZJTOSL,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
IZJLTSO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
IZJLTOS,O,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IZJLSTO,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJLSOT,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJLOTS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZJLOST,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJSTLO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSTOL,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSLTO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJSLOT,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJSOLT,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZJOTLS,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
IZJOTSL,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
IZJOLTS,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IZJOLST,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IZJOSTL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IZJOSLT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IZSTLJO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
IZSTLOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
IZSTJLO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
IZSTJOL,O,O,X,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
IZSTOLJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X
IZSTOJL,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
IZSLTJO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
IZSLTOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
IZSLJTO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSLOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJTOL,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJLTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJLOT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IZSJOLT,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOTJL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOLTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOLJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IZSOJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
IZOTJLS,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IZOTJSL,X,O,X,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
IZOTSLJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
IZOTSJL,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IZOLTJS,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
IZOLJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOLJST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOLSTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOJTLS,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IZOJTSL,X,O,X,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IZOJLTS,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOJLST,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOJSLT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
IZOSTLJ,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
IZOSTJL,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IZOSLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IZOSLJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSJTL,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O
IZOSJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTLJSZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
IOTLJZS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTLSZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTLZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOTJLSZ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
IOTJLZS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
IOTJSLZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTJSZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTJZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IOTJZSL,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
IOTSLJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTSLZJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTSJLZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTSZLJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOTSZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOTZLJS,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X
IOTZJLS,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOTZJSL,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O
IOTZSLJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X
IOTZSJL,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,O
IOLTJSZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X
IOLTJZS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOLTSZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOLTZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOLJTSZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOLJSTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLJSZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOLJZTS,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOLJZST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSTJZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOLSTZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOLSJTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOLSJZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOLSZTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
IOLSZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLZTJS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLZJST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLZSTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJTLSZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X
IOJTLZS,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
IOJTSZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOJTZLS,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
IOJTZSL,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O
IOJLTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJLTZS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOJLSZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJLZTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOJLZST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOJSTZL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
IOJSLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
IOJSLZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJSZTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IOJSZLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
IOJZTLS,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
IOJZTSL,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
IOJZLTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O
IOJZLST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJZSLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
IOSTLZJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
