sequence,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhF0cBTfBlgBSnB/q?B2wB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFXcBifBGiBFlB8q?BzrB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gBTcB2kBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBzgBumBcn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFXbBRhBcnBThBFl?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFGbBTcBUgBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFxbBlgB3hBcnBmk?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBWmBTiB0m?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFWiBTfBKlBFmBXn?B8qB,v115@5gD8HeB8HeD8EeF8AeF8Je37IvhF1hBTfBcnBmfBxq?BCrB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFTfB0gB/qBCsBOr?BFsB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFXcBxkB8qBCsBOq?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Je36IvhFxgBTiB2kBChB0m?BlqB
LTSOJZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LTSOZIJ,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LTSOZJI,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LTZIJSO,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X
LTZIJOS,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X
LTZISJO,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
LTZISOJ,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
LTZIOJS,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X
LTZIOSJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X
LTZJISO,X,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LTZJIOS,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZJSIO,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
LTZJSOI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LTZJOIS,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZJOSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LTZSIJO,X,O,O,X,O,O,O,O,O,O,O,X,X,X,O,X
LTZSIOJ,X,O,O,X,O,X,O,O,O,O,O,X,X,X,O,X
LTZSJIO,X,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LTZSJOI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LTZSOIJ,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LTZSOJI,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
LTZOIJS,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZOISJ,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZOJSI,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LTZOSIJ,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LTZOSJI,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LTOIJSZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTOIJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LTOISJZ,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LTOISZJ,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X
LTOIZJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJISZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTOJIZS,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTOJSIZ,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
LTOJSZI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LTOJZIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LTOJZSI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LTOSIJZ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
LTOSJIZ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LTOSJZI,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LTOSZIJ,X,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LTOSZJI,X,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LTOZIJS,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOZJSI,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LTOZSIJ,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LTOZSJI,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LITJSZO,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LITJSOZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LITJZSO,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LITJZOS,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LITJOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LITSJZO,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LITSJOZ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
LITSZJO,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LITSZOJ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LITSOJZ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LITZJSO,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LITZJOS,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LITZSJO,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LITZOJS,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LITOJSZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LITOJZS,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LITOSJZ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LITOZJS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSTZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJZSTO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJZSOT,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJZOTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOST,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LISTJZO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LISTZJO,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LISTZOJ,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LISTOJZ,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LISTOZJ,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
LISJTZO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LISJTOZ,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
LISJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LISJOZT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LISZTOJ,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LISZJTO,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZJOT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZOTJ,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X
LISZOJT,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X
LISOTJZ,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LISOTZJ,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
LISOJTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LISOJZT,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LISOZTJ,X,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X
LISOZJT,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X
LIZTJSO,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
LIZTJOS,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,X
LIZTSJO,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
LIZTSOJ,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
LIZTOJS,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X
LIZTOSJ,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X
LIZJTSO,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
LIZJTOS,X,O,X,X,O,X,O,O,O,O,X,X,O,X,O,X
LIZJSTO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
LIZJSOT,X,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X
LIZJOTS,X,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X
LIZJOST,X,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X
LIZSTJO,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X
LIZSTOJ,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X
LIZSJTO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
LIZSJOT,X,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
LIZSOTJ,X,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X
LIZSOJT,X,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X
LIZOTJS,X,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
LIZOTSJ,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
LIZOJTS,X,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X
LIZOJST,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X
LIZOSTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
LIZOSJT,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X
LIOTJSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LIOTZJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOJZTS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LIOSJTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOSJZT,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOSZTJ,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LIOSZJT,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LIOZTJS,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOZTSJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIOZJTS,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOZJST,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
LIOZSJT,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LJTISZO,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
LJTISOZ,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LJTIZSO,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJTIZOS,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LJTSIZO,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X
LJTSIOZ,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
LJTSZIO,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X
LJTSZOI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
LJTSOZI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LJTZISO,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X
LJTZIOS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTZOSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTOISZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LJTOIZS,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
LJTOSZI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
LJTOZIS,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTOZSI,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X
LJITSZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LJITZOS,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISTZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LJIZSTO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIZSOT,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIZOTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
LJSTIOZ,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X
LJSTZIO,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
LJSTZOI,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LJSTOIZ,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X
LJSTOZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LJSITZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSITOZ,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
LJSIZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
LJSZITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZIOT,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZOTI,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X
LJSZOIT,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJSOITZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LJZTISO,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X
LJZTIOS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJZTSIO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJZTSOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZTOIS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJZTOSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZITSO,O,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X
LJZITOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJZISTO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LJZISOT,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LJZIOTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJZIOST,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
LJZSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSITO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LJZSIOT,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LJZSOTI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZOTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZOTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
LJZOITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOIST,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJZOSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOTZSI,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTIZ,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
LJOSTZI,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOSIZT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZTI,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
LJOSZIT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LJOZTIS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOZTSI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOZSTI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJZO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
LSTIZJO,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X,X
LSTIZOJ,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X
LSTIOJZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LSTIOZJ,O,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X
LSTJIZO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X
LSTJZIO,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
LSTJZOI,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
LSTJOIZ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X
LSTJOZI,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LSTZIJO,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LSTZJOI,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
LSTZOIJ,O,O,O,X,O,X,O,O,X,X,O,O,X,O,X,X
LSTZOJI,O,O,X,X,O,X,O,O,X,X,O,O,X,O,X,X
LSTOIJZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTOIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
LSTOJIZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTOJZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LSTOZIJ,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LSTOZJI,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
LSITJZO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
LSITJOZ,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LSITZJO,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LSITZOJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LSITOJZ,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LSITOZJ,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
LSIJTZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIJTOZ,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
LSIJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LSIJOZT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
