sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
JIOTZSL,X,O,X,X,O,X,X,O,X,X
JIOLTSZ,X,X,X,O,O,X,X,O,X,X
JIOLTZS,X,X,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,X,O,O,X,X,O,X,X
JIOLSZT,X,O,X,O,O,X,X,O,X,X
JIOLZTS,X,X,X,X,O,X,X,X,X,X
JIOLZST,O,O,X,O,O,X,X,X,X,X
JIOSTLZ,O,O,X,O,O,X,X,O,X,X
JIOSTZL,O,O,X,X,O,X,X,O,X,X
JIOSLTZ,X,O,X,O,O,X,X,O,X,X
JIOSLZT,O,O,X,O,O,O,X,O,O,X
JIOSZTL,X,O,X,X,O,O,X,X,X,O
JIOSZLT,O,O,X,O,O,O,X,O,O,X
JIOZTLS,X,O,X,X,O,X,X,X,X,X
JIOZTSL,X,O,X,X,O,O,X,O,X,O
JIOZLTS,X,X,X,X,O,X,X,X,X,O
JIOZLST,O,O,X,O,O,O,X,X,X,O
JIOZSTL,X,O,X,X,O,O,X,X,X,O
JIOZSLT,X,O,X,O,O,O,X,O,O,X
JLTISZO,O,O,X,X,O,X,O,X,X,X
JLTISOZ,O,O,X,O,X,X,O,X,X,X
JLTIZSO,O,O,X,X,O,X,X,X,X,X
JLTIZOS,O,X,X,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,O,X,X,X
JLTIOZS,O,X,X,O,O,X,X,X,X,X
JLTSIZO,O,O,O,X,X,X,O,X,X,X
JLTSIOZ,O,O,O,O,X,X,O,X,X,X
JLTSZIO,O,O,O,X,X,O,O,X,X,X
JLTSZOI,O,O,O,O,X,X,O,X,X,X
JLTSOIZ,O,O,O,O,X,X,O,X,X,X
JLTSOZI,O,O,O,O,X,X,O,X,X,X
JLTZISO,O,O,O,X,O,O,X,X,X,X
JLTZIOS,O,X,O,X,O,O,X,X,X,X
JLTZSIO,O,O,O,X,X,O,O,X,X,X
JLTZSOI,O,O,O,O,X,X,O,X,X,X
JLTZOIS,O,X,O,O,O,X,X,X,X,X
JLTZOSI,O,O,O,O,X,X,O,X,X,X
JLTOISZ,O,O,X,O,O,X,O,X,X,X
JLTOIZS,O,O,X,O,O,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,X,O,X,X,X
JLTOSZI,O,O,O,O,X,X,O,X,X,X
JLTOZIS,O,O,O,O,O,X,X,X,X,X
JLTOZSI,O,O,O,O,X,X,O,X,X,X
JLITSZO,O,X,X,X,O,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,O,X,X,X,X,X
JLITZOS,O,X,X,X,O,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,X,O,X,X,X,X,X
JLISTZO,O,O,O,X,O,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,O,O,X,X,X,X
JLISZOT,O,O,O,X,X,O,X,X,X,X
JLISOTZ,X,O,X,O,X,X,X,X,X,X
JLISOZT,O,O,X,O,X,X,X,X,X,X
JLIZTSO,O,X,O,X,O,X,X,X,X,X
JLIZTOS,O,X,X,X,O,X,X,X,X,X
JLIZSTO,O,O,O,X,O,O,X,X,X,X
JLIZSOT,O,O,O,X,X,O,X,X,X,X
JLIZOTS,X,X,X,X,O,X,X,X,X,X
JLIZOST,O,X,O,X,O,X,X,X,X,X
JLIOTSZ,X,X,X,O,O,X,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,X,O,O,X,X,X,X,X
JLIOSZT,X,X,X,O,O,X,X,X,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X,X
JLIOZST,O,O,X,O,O,X,X,X,X,X
JLSTIZO,O,O,O,X,X,X,O,X,X,X
JLSTIOZ,O,O,O,O,X,X,O,X,X,X
JLSTZIO,O,O,O,X,X,O,O,X,X,X
JLSTZOI,O,O,O,O,X,X,O,X,X,X
JLSTOIZ,O,O,O,O,X,X,O,X,X,X
JLSTOZI,O,O,O,O,X,X,O,X,X,X
JLSITZO,O,O,O,X,O,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,O,X,X
JLSIZTO,O,O,O,X,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,O,X,X
JLSIOTZ,X,O,X,O,X,X,X,O,X,X
JLSIOZT,O,O,X,O,X,O,X,O,X,X
JLSZTIO,O,O,O,X,X,O,X,X,X,X
JLSZTOI,O,X,O,X,X,X,X,X,X,X
JLSZITO,O,O,O,X,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,O,O,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,O,X,X,X
JLSOTZI,O,O,X,O,X,X,O,X,X,X
JLSOITZ,X,O,X,O,O,X,X,X,X,X
JLSOIZT,O,O,X,O,O,X,X,X,X,X
JLSOZTI,O,O,X,O,X,X,X,X,X,X
JLSOZIT,O,O,X,O,O,O,X,X,X,X
JLZTISO,O,X,O,X,O,O,X,X,X,X
JLZTIOS,O,X,O,X,O,O,X,X,X,X
JLZTSIO,O,O,O,X,X,O,X,X,X,X
JLZTSOI,O,X,O,X,X,X,X,X,X,X
JLZTOIS,O,X,O,X,O,X,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X,X,X,X
JLZITSO,O,X,O,X,O,X,X,X,X,X
JLZITOS,O,X,O,X,O,X,X,X,X,X
JLZISTO,O,O,O,X,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,X,X,X
JLZIOTS,X,X,X,X,O,X,X,X,X,X
JLZIOST,O,X,O,X,O,O,X,X,X,X
JLZSTIO,O,O,O,X,X,O,X,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X,X
JLZSITO,O,O,O,X,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,O,O,X,X,X,X
JLZOTIS,O,X,O,X,O,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,O,X,X,X,X,X
JLZOIST,O,O,O,O,O,X,X,X,X,X
JLZOSTI,O,O,O,O,X,X,X,X,X,X
JLZOSIT,O,O,O,O,O,O,X,X,X,X
JLOTISZ,O,O,X,O,O,X,O,X,X,X
JLOTIZS,O,O,X,O,O,X,X,X,X,X
JLOTSIZ,O,O,X,O,X,X,O,X,X,X
JLOTSZI,O,O,X,O,X,X,O,X,X,X
JLOTZIS,O,O,X,O,O,X,X,X,X,X
JLOTZSI,O,O,X,O,X,X,O,X,X,X
JLOITSZ,X,X,X,O,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,X,X,X
JLOISTZ,X,O,X,O,O,X,X,X,X,X
JLOISZT,X,O,X,O,O,X,X,X,X,X
JLOIZTS,X,X,X,X,O,X,X,X,X,X
JLOIZST,O,O,X,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,O,X,X,X
JLOSTZI,O,O,X,O,X,X,O,X,X,X
JLOSITZ,X,O,X,O,O,X,X,X,X,X
JLOSIZT,O,O,X,O,O,X,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X,X,X
JLOSZIT,O,O,X,O,O,O,X,X,X,X
JLOZTIS,O,O,X,X,O,X,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,O,X,X,X,X,X
JLOZIST,O,O,X,O,O,X,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,O,O,O,X,X,X,X
JSTILZO,O,O,O,X,O,O,O,O,O,X
JSTILOZ,O,O,O,O,X,O,O,O,O,X
JSTIZLO,O,O,X,X,O,O,O,O,O,X
JSTIZOL,O,O,X,O,X,O,X,O,O,O
JSTIOLZ,O,O,O,O,X,O,O,O,O,X
JSTIOZL,O,O,X,O,X,O,X,O,O,X
JSTLIZO,O,O,O,X,X,O,O,O,O,X
JSTLIOZ,O,O,O,O,X,O,O,O,O,X
JSTLZIO,O,O,O,X,X,O,O,X,X,X
JSTLZOI,O,O,O,O,X,X,O,X,X,X
JSTLOIZ,O,O,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,O,X,X,O,X,X,X
JSTZILO,O,O,X,X,O,O,O,X,X,X
JSTZIOL,O,O,X,O,X,O,X,X,X,X
JSTZLIO,O,O,X,X,X,O,O,X,X,X
JSTZLOI,O,O,X,O,X,X,O,X,X,X
JSTZOIL,O,O,X,O,O,X,X,X,X,O
JSTZOLI,O,O,X,O,X,X,X,X,X,O
JSTOILZ,O,O,O,O,O,X,O,X,X,X
JSTOIZL,O,O,X,O,O,X,X,X,X,X
JSTOLIZ,O,O,O,O,X,X,O,X,X,X
JSTOLZI,O,O,O,O,X,X,O,X,X,X
JSTOZIL,O,O,X,O,O,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X
JSITLZO,O,O,O,X,O,X,O,O,X,X
JSITLOZ,O,O,O,O,X,X,O,O,X,X
JSITZLO,O,O,X,X,O,X,O,O,X,X
JSITZOL,O,O,X,O,X,X,X,O,X,O
JSITOLZ,O,O,O,O,X,X,O,O,X,X
JSITOZL,O,O,X,O,X,X,X,O,X,X
JSILTZO,O,O,O,X,O,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,O,X,X
JSILZTO,O,O,O,X,O,O,X,X,X,X
JSILZOT,O,O,O,X,X,O,X,O,O,X
JSILOTZ,X,O,X,O,X,X,X,O,X,X
JSILOZT,O,O,X,O,X,O,X,O,O,X
JSIZTLO,O,O,X,X,O,O,X,X,X,X
JSIZTOL,O,O,X,X,X,O,X,X,X,O
JSIZLTO,O,O,X,X,O,O,X,X,X,X
JSIZLOT,O,O,X,X,X,O,X,O,O,X
JSIZOTL,X,O,X,X,X,O,X,X,X,O
JSIZOLT,O,O,X,O,X,O,X,O,O,X
JSIOTLZ,O,O,X,O,X,X,X,O,X,X
JSIOTZL,O,O,X,X,X,X,X,O,X,X
JSIOLTZ,X,O,X,O,X,X,X,O,X,X
JSIOLZT,O,O,X,O,X,O,X,O,O,X
JSIOZTL,X,O,X,X,X,O,X,X,X,O
JSIOZLT,O,O,X,O,X,O,X,O,O,X
JSLTIZO,O,O,O,X,X,X,O,X,O,X
JSLTIOZ,O,O,O,O,X,X,O,X,O,X
JSLTZIO,O,O,O,X,X,O,O,X,X,X
JSLTZOI,O,O,O,O,X,X,O,X,X,X
JSLTOIZ,O,O,O,O,X,X,O,X,X,X
JSLTOZI,O,O,O,O,X,X,O,X,X,X
JSLITZO,O,O,O,X,O,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,O,X,X
JSLIZTO,O,O,O,X,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,O,X,O,O,X
JSLIOTZ,X,O,X,O,X,X,X,O,X,X
JSLIOZT,O,O,X,O,X,O,X,O,O,X
JSLZTIO,O,O,O,X,X,O,X,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X,X
JSLZITO,O,O,O,X,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,O,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,O,O,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,O,X,X,X
JSLOTZI,O,O,X,O,X,X,O,X,X,X
JSLOITZ,X,O,X,O,O,X,X,X,X,X
JSLOIZT,O,O,X,O,O,X,X,X,X,X
JSLOZTI,O,O,X,O,X,X,X,X,X,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X
JSZTILO,O,O,X,X,O,O,X,X,X,X
JSZTIOL,O,O,X,X,X,O,X,X,X,X
JSZTLIO,O,O,X,X,X,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X,X,X
JSZTOIL,O,O,X,X,O,X,X,X,X,O
JSZTOLI,O,O,X,X,X,X,X,X,X,O
JSZITLO,O,O,X,X,O,O,X,X,X,X
JSZITOL,O,O,X,X,X,O,X,X,X,X
JSZILTO,O,O,X,X,O,O,X,X,X,X
JSZILOT,O,O,X,X,X,O,X,X,X,X
JSZIOTL,X,O,X,X,X,O,X,X,X,X
JSZIOLT,O,O,X,O,X,O,X,X,X,X
JSZLTIO,O,O,X,X,X,O,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X,X
JSZLIOT,O,O,X,X,X,O,X,X,X,X
JSZLOTI,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,X,O,O,O,X,X,X,X
JSZOTIL,O,O,X,X,O,X,X,X,X,O
JSZOTLI,O,O,X,X,X,X,X,X,X,O
JSZOITL,X,O,X,X,O,O,X,X,X,X
JSZOILT,O,O,X,O,O,O,X,X,X,X
JSZOLTI,O,O,X,O,X,X,X,X,X,X
JSZOLIT,O,O,X,O,O,O,X,X,X,X
JSOTILZ,O,O,X,O,O,X,X,X,X,X
JSOTIZL,O,O,X,X,O,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,O,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,O,O,X,X,X,X,X
JSOITZL,O,O,X,X,O,X,X,X,X,X
JSOILTZ,X,O,X,O,O,X,X,X,X,X
JSOILZT,O,O,X,O,O,X,X,X,X,X
JSOIZTL,X,O,X,X,O,X,X,X,X,O
JSOIZLT,O,O,X,O,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X,X,X
JSOLITZ,X,O,X,O,O,X,X,X,X,X
JSOLIZT,O,O,X,O,O,X,X,X,X,X
JSOLZTI,O,O,X,O,X,X,X,X,X,X
JSOLZIT,O,O,X,O,O,O,X,X,X,X
JSOZTIL,O,O,X,X,O,X,X,X,X,O
JSOZTLI,O,O,X,X,X,X,X,X,X,O
JSOZITL,X,O,X,X,O,O,X,X,X,X
JSOZILT,O,O,X,O,O,O,X,X,X,X
JSOZLTI,O,O,X,O,X,X,X,X,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X
JZTILSO,O,X,X,X,O,O,X,X,X,X
JZTILOS,O,X,X,X,O,O,X,X,X,X
JZTISLO,O,X,X,X,O,O,X,X,X,X
JZTISOL,O,X,X,X,X,O,X,X,X,X
JZTIOLS,O,X,X,X,O,O,X,X,X,X
JZTIOSL,O,X,X,X,O,O,X,X,X,X
JZTLISO,O,O,X,X,O,O,X,X,X,X
JZTLIOS,O,X,X,X,O,O,X,X,X,X
JZTLSIO,O,O,X,X,X,O,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,O,X,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,X,O,O,X,X,X,X
JZTSIOL,O,O,X,X,X,O,X,X,X,X
JZTSLIO,O,O,X,X,X,O,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X,X,X
JZTSOIL,O,O,X,X,O,X,X,X,X,O
JZTSOLI,O,O,X,X,X,X,X,X,X,O
JZTOILS,O,O,X,X,O,O,X,X,X,X
JZTOISL,O,O,X,X,O,O,X,X,X,X
JZTOLIS,O,O,X,X,O,X,X,X,X,X
JZTOLSI,O,O,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X,X,O
JZTOSLI,O,O,X,X,X,X,X,X,X,O
JZITLSO,O,X,X,X,O,O,X,X,X,X
JZITLOS,O,X,X,X,O,O,X,X,X,X
JZITSLO,O,X,X,X,O,O,X,X,X,X
JZITSOL,O,X,X,X,X,O,X,X,X,O
JZITOLS,O,X,X,X,O,O,X,X,X,X
JZITOSL,O,X,X,X,O,O,X,X,X,O
JZILTSO,O,X,X,X,O,X,X,X,X,O
JZILTOS,O,X,X,X,O,X,X,X,X,O
JZILSTO,O,X,X,X,O,O,X,X,X,O
JZILSOT,O,X,X,X,X,O,X,X,X,O
JZILOTS,X,X,X,X,O,X,X,X,X,O
JZILOST,O,X,X,X,O,O,X,X,X,O
JZISTLO,O,O,X,X,O,O,X,X,X,X
JZISTOL,O,O,X,X,X,O,X,X,X,O
JZISLTO,O,O,X,X,O,O,X,X,X,X
JZISLOT,O,O,X,X,X,O,X,X,X,X
JZISOTL,X,O,X,X,X,O,X,X,X,O
JZISOLT,O,O,X,X,X,O,X,X,X,X
JZIOTLS,X,X,X,X,O,X,X,X,X,X
JZIOTSL,X,O,X,X,O,O,X,X,X,O
JZIOLTS,X,X,X,X,O,X,X,X,X,O
JZIOLST,O,O,X,X,O,O,X,X,X,O
JZIOSTL,X,O,X,X,O,O,X,X,X,O
JZIOSLT,X,O,X,X,O,O,X,X,X,X
JZLTISO,O,X,X,X,O,O,X,X,X,X
JZLTIOS,O,X,X,X,O,O,X,X,X,X
JZLTSIO,O,O,X,X,X,O,X,X,X,X
JZLTSOI,O,X,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,X,O,X,X,X,X,X
JZLITOS,O,X,X,X,O,X,X,X,X,X
JZLISTO,O,O,X,X,O,O,X,X,X,X
JZLISOT,O,O,X,X,X,O,X,X,X,X
JZLIOTS,X,X,X,X,O,X,X,X,X,X
JZLIOST,O,X,X,X,O,O,X,X,X,X
JZLSTIO,O,O,X,X,X,O,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,X,O,O,X,X,X,X
JZLSIOT,O,O,X,X,X,O,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,O,X,O,O,O,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,O,X,X,X,X,X
JZLOIST,O,X,X,O,O,X,X,X,X,X
JZLOSTI,O,X,X,O,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X
JZSTILO,O,O,X,X,O,O,X,X,X,X
JZSTIOL,O,O,X,X,X,O,X,X,X,X
JZSTLIO,O,O,X,X,X,O,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X,X,X
JZSTOIL,O,O,X,X,O,X,X,X,X,O
JZSTOLI,O,O,X,X,X,X,X,X,X,O
JZSITLO,O,O,X,X,O,O,X,X,X,X
JZSITOL,O,O,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,O,O,X,X,X,X
JZSILOT,O,O,X,X,X,O,X,X,X,X
JZSIOTL,X,O,X,X,X,O,X,X,X,X
JZSIOLT,O,O,X,O,X,O,X,X,X,X
JZSLTIO,O,O,X,X,X,O,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X,X,X,X
JZSLITO,O,O,X,X,O,O,X,X,X,X
JZSLIOT,O,O,X,X,X,O,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,O,X,O,O,O,X,X,X,X
JZSOTIL,O,O,X,X,O,X,X,X,X,O
JZSOTLI,O,O,X,X,X,X,X,X,X,O
JZSOITL,X,O,X,X,O,O,X,X,X,X
JZSOILT,O,O,X,O,O,O,X,X,X,X
JZSOLTI,O,O,X,O,X,X,X,X,X,X
JZSOLIT,O,O,X,O,O,O,X,X,X,X
JZOTILS,O,O,X,X,O,O,X,X,X,X
JZOTISL,O,O,X,X,O,O,X,X,X,X
JZOTLIS,O,O,X,X,O,X,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,X,X,O
JZOTSLI,O,O,X,X,X,X,X,X,X,O
JZOITLS,X,O,X,X,O,X,X,X,X,X
JZOITSL,X,O,X,X,O,O,X,X,X,O
JZOILTS,X,X,X,X,O,X,X,X,X,O
JZOILST,O,O,X,O,O,O,X,X,X,O
JZOISTL,X,O,X,X,O,O,X,X,X,O
JZOISLT,X,O,X,O,O,O,X,X,X,X
JZOLTIS,O,O,X,X,O,X,X,X,X,X
JZOLTSI,O,O,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,X,O,X,X,X,X,X
JZOLIST,O,O,X,O,O,X,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X,X
JZOLSIT,O,O,X,O,O,O,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X,X,O
JZOSTLI,O,O,X,X,X,X,X,X,X,O
JZOSITL,X,O,X,X,O,O,X,X,X,X
JZOSILT,O,O,X,O,O,O,X,X,X,X
JZOSLTI,O,O,X,O,X,X,X,X,X,X
JZOSLIT,O,O,X,O,O,O,X,X,X,X
JOTILSZ,O,O,X,O,O,X,X,X,X,X
JOTILZS,O,O,X,O,O,X,X,X,X,X
JOTISLZ,O,O,X,O,O,X,X,X,X,X
JOTISZL,O,O,X,O,O,X,X,X,X,X
JOTIZLS,O,O,X,O,O,X,X,X,X,X
JOTIZSL,O,O,X,O,O,X,X,X,X,X
JOTLISZ,O,O,X,O,O,X,X,X,X,X
JOTLIZS,O,O,X,O,O,X,X,X,X,X
JOTLSIZ,O,O,X,O,X,X,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X,X
JOTLZIS,O,O,X,O,O,X,X,X,X,X
JOTLZSI,O,O,X,O,X,X,X,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X,X,X
JOTSIZL,O,O,X,O,O,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X
JOTSZIL,O,O,X,O,O,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X
JOTZILS,O,O,X,O,O,O,X,X,X,X
JOTZISL,O,O,X,O,O,O,X,X,X,X
JOTZLIS,O,O,X,O,O,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X,X
JOITLSZ,X,O,X,O,O,X,X,X,X,X
JOITLZS,X,O,X,X,O,X,X,X,X,X
JOITSLZ,X,O,X,O,O,X,X,X,X,X
JOITSZL,X,O,X,X,O,X,X,X,X,X
JOITZLS,X,O,X,X,O,X,X,X,X,X
JOITZSL,X,O,X,X,O,X,X,X,X,X
JOILTSZ,X,X,X,O,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,X,X,X
JOILSTZ,X,O,X,O,O,X,X,X,X,X
JOILSZT,X,O,X,O,O,X,X,X,X,X
JOILZTS,X,X,X,X,O,X,X,X,X,X
JOILZST,O,O,X,O,O,X,X,X,X,X
JOISTLZ,O,O,X,O,O,X,X,X,X,X
JOISTZL,O,O,X,X,O,X,X,X,X,X
JOISLTZ,X,O,X,O,O,X,X,X,X,X
JOISLZT,O,O,X,O,O,X,X,X,X,X
JOISZTL,X,O,X,X,O,X,X,X,X,O
JOISZLT,O,O,X,O,O,X,X,X,X,X
JOIZTLS,X,O,X,X,O,X,X,X,X,X
JOIZTSL,X,O,X,X,O,X,X,X,X,O
JOIZLTS,X,X,X,X,O,X,X,X,X,O
JOIZLST,O,O,X,O,O,X,X,X,X,O
JOIZSTL,X,O,X,X,O,X,X,X,X,O
JOIZSLT,X,O,X,O,O,X,X,X,X,X
JOLTISZ,O,O,X,O,O,X,X,X,X,X
JOLTIZS,O,O,X,O,O,X,X,X,X,X
JOLTSIZ,O,O,X,O,X,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X,X
JOLTZIS,O,O,X,O,O,X,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X,X
JOLITSZ,X,X,X,O,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X,X
JOLISTZ,X,O,X,O,O,X,X,X,X,X
JOLISZT,X,O,X,O,O,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X,X,X,X,X
JOLIZST,O,O,X,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X
JOLSITZ,X,O,X,O,O,X,X,X,X,X
JOLSIZT,O,O,X,O,O,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,X,X,X
JOLSZIT,O,O,X,O,O,O,X,X,X,X
JOLZTIS,O,O,X,X,O,X,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,O,X,X,X,X,X
JOLZIST,O,O,X,O,O,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,O,O,X,X,X,X
JOSTILZ,O,O,X,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X
JOSTZIL,O,O,X,X,O,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,O,O,X,X,X,X,X
JOSITZL,O,O,X,X,O,X,X,X,X,X
JOSILTZ,X,O,X,O,O,X,X,X,X,X
JOSILZT,O,O,X,O,O,X,X,X,X,X
JOSIZTL,X,O,X,X,O,X,X,X,X,O
JOSIZLT,O,O,X,O,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,X
JOSLITZ,X,O,X,O,O,X,X,X,X,X
JOSLIZT,O,O,X,O,O,X,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,O,O,O,X,X,X,X
JOSZTIL,O,O,X,X,O,X,X,X,X,O
JOSZTLI,O,O,X,X,X,X,X,X,X,O
JOSZITL,X,O,X,X,O,O,X,X,X,X
JOSZILT,O,O,X,O,O,O,X,X,X,X
JOSZLTI,O,O,X,O,X,X,X,X,X,X
JOSZLIT,O,O,X,O,O,O,X,X,X,X
JOZTILS,O,O,X,X,O,O,X,X,X,X
JOZTISL,O,O,X,X,O,O,X,X,X,X
JOZTLIS,O,O,X,X,O,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,O,X,X,X,X,O
JOZTSLI,O,O,X,X,X,X,X,X,X,O
JOZITLS,X,O,X,X,O,X,X,X,X,X
JOZITSL,X,O,X,X,O,O,X,X,X,O
JOZILTS,X,X,X,X,O,X,X,X,X,O
JOZILST,O,O,X,O,O,O,X,X,X,O
