sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
ILOTZJS,X,X,X,X,O,X,X,X,X,X
ILOTZSJ,X,X,X,O,O,X,X,X,X,X
ILOJTSZ,X,X,X,O,O,X,X,O,X,X
ILOJTZS,X,X,X,X,O,X,X,X,X,X
ILOJSTZ,X,O,X,O,O,X,X,O,X,X
ILOJSZT,X,O,X,O,O,X,X,O,X,X
ILOJZTS,X,X,X,X,O,X,X,X,X,X
ILOJZST,O,O,X,O,O,X,X,X,X,X
ILOSTJZ,X,O,O,X,O,X,O,O,X,X
ILOSTZJ,X,O,O,O,O,O,O,O,O,X
ILOSJTZ,X,O,X,O,O,X,X,O,X,X
ILOSJZT,X,O,X,O,O,O,X,O,O,X
ILOSZTJ,X,O,X,O,O,O,X,X,O,O
ILOSZJT,X,O,O,O,O,O,X,O,O,X
ILOZTJS,X,X,X,X,O,X,X,X,X,O
ILOZTSJ,X,X,X,X,O,X,X,X,X,O
ILOZJTS,X,X,X,X,O,X,X,X,X,O
ILOZJST,X,O,O,O,O,O,X,X,X,O
ILOZSTJ,X,O,X,O,O,O,X,X,O,O
ILOZSJT,X,O,X,O,O,O,X,X,O,O
IJTLSZO,O,O,X,X,O,X,X,O,X,X
IJTLSOZ,O,O,X,X,X,X,X,O,X,X
IJTLZSO,O,O,X,X,O,X,X,X,X,X
IJTLZOS,O,X,X,X,O,X,X,X,X,X
IJTLOSZ,O,X,X,X,X,X,X,O,X,X
IJTLOZS,O,X,X,X,O,X,X,X,X,X
IJTSLZO,O,O,X,X,O,X,X,O,X,X
IJTSLOZ,O,O,X,X,X,X,X,O,X,X
IJTSZLO,O,O,X,X,O,X,X,O,X,X
IJTSZOL,O,O,X,X,X,X,X,O,X,X
IJTSOLZ,O,O,X,X,X,X,X,O,X,X
IJTSOZL,O,O,X,X,X,X,X,O,X,X
IJTZLSO,O,X,X,X,O,O,X,X,X,X
IJTZLOS,O,X,X,X,O,O,X,X,X,X
IJTZSLO,O,X,X,X,O,O,X,O,X,X
IJTZSOL,O,X,X,X,X,O,X,O,X,X
IJTZOLS,O,X,X,X,O,O,X,X,X,X
IJTZOSL,O,X,X,X,O,O,X,O,X,X
IJTOLSZ,O,O,X,X,O,X,X,O,X,X
IJTOLZS,O,O,X,X,O,X,X,X,X,X
IJTOSLZ,O,O,X,X,O,X,X,O,X,X
IJTOSZL,O,O,X,X,O,X,X,O,X,X
IJTOZLS,O,O,X,X,O,X,X,X,X,X
IJTOZSL,O,O,X,X,O,X,X,O,X,X
IJLTSZO,O,X,X,X,O,X,X,O,X,X
IJLTSOZ,O,X,X,X,X,X,X,O,X,X
IJLTZSO,O,X,X,X,O,X,X,X,X,X
IJLTZOS,O,X,X,X,O,X,X,X,X,X
IJLTOSZ,O,X,X,X,X,X,X,O,X,X
IJLTOZS,O,X,X,X,O,X,X,X,X,X
IJLSTZO,O,O,O,X,O,X,X,X,X,X
IJLSTOZ,O,O,O,X,X,X,X,O,X,X
IJLSZTO,O,O,O,X,O,O,X,X,X,X
IJLSZOT,O,O,O,X,X,O,X,O,X,X
IJLSOTZ,X,O,X,O,X,X,X,O,X,X
IJLSOZT,O,O,X,O,X,X,X,O,X,X
IJLZTSO,O,X,O,X,O,X,X,X,X,X
IJLZTOS,O,X,X,X,O,X,X,X,X,X
IJLZSTO,O,O,O,X,O,O,X,X,X,X
IJLZSOT,O,O,O,X,X,O,X,X,X,X
IJLZOTS,X,X,X,X,O,X,X,X,X,X
IJLZOST,O,X,O,X,O,X,X,X,X,X
IJLOTSZ,X,X,X,O,O,X,X,O,X,X
IJLOTZS,X,X,X,X,O,X,X,X,X,X
IJLOSTZ,X,X,X,O,O,X,X,O,X,X
IJLOSZT,X,X,X,O,O,X,X,O,X,X
IJLOZTS,X,X,X,X,O,X,X,X,X,X
IJLOZST,O,O,X,O,O,X,X,X,X,X
IJSTLZO,O,O,O,X,O,X,O,O,X,X
IJSTLOZ,O,O,O,X,X,X,O,O,X,X
IJSTZLO,O,O,X,X,O,X,O,O,X,X
IJSTZOL,O,O,X,X,X,X,X,O,X,O
IJSTOLZ,O,O,O,O,X,X,O,O,X,X
IJSTOZL,O,O,X,X,X,X,X,O,X,X
IJSLTZO,O,O,O,X,O,X,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,X,O,X,X
IJSLZTO,O,O,O,X,O,O,X,X,X,X
IJSLZOT,O,O,O,X,X,O,X,O,O,X
IJSLOTZ,X,O,X,O,X,X,X,O,X,X
IJSLOZT,O,O,X,O,X,O,X,O,O,X
IJSZTLO,O,O,X,X,O,O,X,X,X,X
IJSZTOL,O,O,X,X,X,O,X,X,X,O
IJSZLTO,O,O,X,X,O,O,X,X,X,X
IJSZLOT,O,O,X,X,X,O,X,O,O,X
IJSZOTL,X,O,X,X,X,O,X,X,X,O
IJSZOLT,O,O,X,O,X,O,X,O,O,X
IJSOTLZ,O,O,X,O,X,X,X,O,X,X
IJSOTZL,O,O,X,X,X,X,X,O,X,X
IJSOLTZ,X,O,X,O,X,X,X,O,X,X
IJSOLZT,O,O,X,O,X,O,X,O,O,X
IJSOZTL,X,O,X,X,X,O,X,X,X,O
IJSOZLT,O,O,X,O,X,O,X,O,O,X
IJZTLSO,O,X,X,X,O,O,X,X,X,X
IJZTLOS,O,X,X,X,O,O,X,X,X,X
IJZTSLO,O,X,X,X,O,O,X,O,X,X
IJZTSOL,O,X,X,X,X,O,X,O,X,O
IJZTOLS,O,X,X,X,O,O,X,X,X,X
IJZTOSL,O,X,X,X,O,O,X,O,X,O
IJZLTSO,O,X,X,X,O,X,X,X,X,O
IJZLTOS,O,X,X,X,O,X,X,X,X,O
IJZLSTO,O,X,X,X,O,O,X,X,X,O
IJZLSOT,O,X,X,X,X,O,X,X,X,O
IJZLOTS,X,X,X,X,O,X,X,X,X,O
IJZLOST,O,X,X,X,O,O,X,X,X,O
IJZSTLO,O,O,X,X,O,O,X,X,X,X
IJZSTOL,O,O,X,X,X,O,X,X,X,O
IJZSLTO,O,O,X,X,O,O,X,X,X,X
IJZSLOT,O,O,X,X,X,O,X,O,O,X
IJZSOTL,X,O,X,X,X,O,X,X,X,O
IJZSOLT,O,O,X,X,X,O,X,O,O,X
IJZOTLS,X,X,X,X,O,X,X,X,X,X
IJZOTSL,X,O,X,X,O,O,X,O,X,O
IJZOLTS,X,X,X,X,O,X,X,X,X,O
IJZOLST,O,O,X,X,O,O,X,X,X,O
IJZOSTL,X,O,X,X,O,O,X,X,X,O
IJZOSLT,X,O,X,X,O,O,X,O,O,X
IJOTLSZ,X,O,X,O,O,X,X,O,X,X
IJOTLZS,X,O,X,X,O,X,X,X,X,X
IJOTSLZ,X,O,X,O,O,X,X,O,X,X
IJOTSZL,X,O,X,X,O,X,X,O,X,X
IJOTZLS,X,O,X,X,O,X,X,X,X,X
IJOTZSL,X,O,X,X,O,X,X,O,X,X
IJOLTSZ,X,X,X,O,O,X,X,O,X,X
IJOLTZS,X,X,X,X,O,X,X,X,X,X
IJOLSTZ,X,O,X,O,O,X,X,O,X,X
IJOLSZT,X,O,X,O,O,X,X,O,X,X
IJOLZTS,X,X,X,X,O,X,X,X,X,X
IJOLZST,O,O,X,O,O,X,X,X,X,X
IJOSTLZ,O,O,X,O,O,X,X,O,X,X
IJOSTZL,O,O,X,X,O,X,X,O,X,X
IJOSLTZ,X,O,X,O,O,X,X,O,X,X
IJOSLZT,O,O,X,O,O,O,X,O,O,X
IJOSZTL,X,O,X,X,O,O,X,X,X,O
IJOSZLT,O,O,X,O,O,O,X,O,O,X
IJOZTLS,X,O,X,X,O,X,X,X,X,X
IJOZTSL,X,O,X,X,O,O,X,O,X,O
IJOZLTS,X,X,X,X,O,X,X,X,X,O
IJOZLST,O,O,X,O,O,O,X,X,X,O
IJOZSTL,X,O,X,X,O,O,X,X,X,O
IJOZSLT,X,O,X,O,O,O,X,O,O,X
ISTLJZO,O,O,O,X,O,O,O,O,O,X
ISTLJOZ,O,O,O,O,X,O,O,O,O,X
ISTLZJO,O,O,O,X,O,O,O,O,O,X
ISTLZOJ,X,O,O,X,X,O,O,O,O,O
ISTLOJZ,O,O,O,O,X,O,O,O,O,X
ISTLOZJ,O,O,O,O,X,O,O,O,O,X
ISTJLZO,O,O,O,X,O,O,O,O,O,X
ISTJLOZ,O,O,O,O,X,O,O,O,O,X
ISTJZLO,O,O,X,X,O,O,O,O,O,X
ISTJZOL,O,O,X,O,X,O,X,O,O,O
ISTJOLZ,O,O,O,O,X,O,O,O,O,X
ISTJOZL,O,O,X,O,X,O,X,O,O,X
ISTZLJO,O,O,O,X,O,O,O,O,O,X
ISTZLOJ,X,O,O,X,X,O,O,O,O,O
ISTZJLO,O,O,X,X,O,O,O,O,O,X
ISTZJOL,O,O,X,O,X,O,X,O,O,O
ISTZOLJ,O,O,O,O,X,O,X,O,O,O
ISTZOJL,O,O,X,X,X,O,X,O,O,O
ISTOLJZ,O,O,O,O,X,O,O,O,O,X
ISTOLZJ,O,O,O,O,X,O,O,O,O,X
ISTOJLZ,O,O,O,O,X,O,O,O,O,X
ISTOJZL,O,O,X,O,X,O,X,O,O,X
ISTOZLJ,O,O,O,O,X,O,X,O,O,O
ISTOZJL,O,O,X,X,X,O,X,O,O,O
ISLTJZO,O,O,O,X,O,X,O,O,O,X
ISLTJOZ,O,O,O,O,X,X,O,O,O,X
ISLTZJO,O,O,O,X,O,O,O,O,O,X
ISLTZOJ,X,O,O,X,X,O,O,O,O,O
ISLTOJZ,O,O,O,O,X,X,O,O,O,X
ISLTOZJ,O,O,O,O,X,O,O,O,O,X
ISLJTZO,O,O,O,X,O,X,X,X,X,X
ISLJTOZ,O,O,O,X,X,X,X,O,X,X
ISLJZTO,O,O,O,X,O,O,X,X,X,X
ISLJZOT,O,O,O,X,X,O,X,O,O,X
ISLJOTZ,X,O,X,O,X,X,X,O,X,X
ISLJOZT,O,O,X,O,X,O,X,O,O,X
ISLZTJO,X,O,O,X,O,O,X,X,X,X
ISLZTOJ,X,O,O,X,X,O,X,X,O,O
ISLZJTO,O,O,O,X,O,O,X,X,X,X
ISLZJOT,O,O,O,X,X,O,X,O,O,X
ISLZOTJ,X,O,X,X,X,O,X,X,O,O
ISLZOJT,X,O,O,X,X,O,X,O,O,X
ISLOTJZ,X,O,O,X,X,X,O,O,X,X
ISLOTZJ,X,O,O,O,X,O,O,O,O,X
ISLOJTZ,X,O,X,O,X,X,X,O,X,X
ISLOJZT,O,O,X,O,X,O,X,O,O,X
ISLOZTJ,X,O,X,O,X,O,X,X,O,O
ISLOZJT,X,O,O,O,X,O,X,O,O,X
ISJTLZO,O,O,O,X,O,X,O,O,X,X
ISJTLOZ,O,O,O,O,X,X,O,O,X,X
ISJTZLO,O,O,X,X,O,X,O,O,X,X
ISJTZOL,O,O,X,O,X,X,X,O,X,O
ISJTOLZ,O,O,O,O,X,X,O,O,X,X
ISJTOZL,O,O,X,O,X,X,X,O,X,X
ISJLTZO,O,O,O,X,O,X,X,X,X,X
ISJLTOZ,O,O,O,X,X,X,X,O,X,X
ISJLZTO,O,O,O,X,O,O,X,X,X,X
ISJLZOT,O,O,O,X,X,O,X,O,O,X
ISJLOTZ,X,O,X,O,X,X,X,O,X,X
ISJLOZT,O,O,X,O,X,O,X,O,O,X
ISJZTLO,O,O,X,X,O,O,X,X,X,X
ISJZTOL,O,O,X,X,X,O,X,X,X,O
ISJZLTO,O,O,X,X,O,O,X,X,X,X
ISJZLOT,O,O,X,X,X,O,X,O,O,X
ISJZOTL,X,O,X,X,X,O,X,X,X,O
ISJZOLT,O,O,X,O,X,O,X,O,O,X
ISJOTLZ,O,O,X,O,X,X,X,O,X,X
ISJOTZL,O,O,X,X,X,X,X,O,X,X
ISJOLTZ,X,O,X,O,X,X,X,O,X,X
ISJOLZT,O,O,X,O,X,O,X,O,O,X
ISJOZTL,X,O,X,X,X,O,X,X,X,O
ISJOZLT,O,O,X,O,X,O,X,O,O,X
ISZTLJO,O,O,O,X,O,O,O,O,X,X
ISZTLOJ,X,O,O,X,X,O,O,O,O,O
ISZTJLO,O,O,X,X,O,O,O,O,X,X
ISZTJOL,O,O,X,O,X,O,X,O,X,O
ISZTOLJ,O,O,O,O,X,O,X,O,O,O
ISZTOJL,O,O,X,X,X,O,X,O,X,O
ISZLTJO,X,O,O,X,O,O,X,X,X,O
ISZLTOJ,X,O,O,X,X,O,X,X,O,O
ISZLJTO,O,O,O,X,O,O,X,X,X,O
ISZLJOT,O,O,O,X,X,O,X,O,O,O
ISZLOTJ,X,O,X,X,X,O,X,X,O,O
ISZLOJT,X,O,O,X,X,O,X,O,O,O
ISZJTLO,O,O,X,X,O,O,X,X,X,X
ISZJTOL,O,O,X,X,X,O,X,X,X,O
ISZJLTO,O,O,X,X,O,O,X,X,X,X
ISZJLOT,O,O,X,X,X,O,X,O,O,X
ISZJOTL,X,O,X,X,X,O,X,X,X,O
ISZJOLT,O,O,X,O,X,O,X,O,O,X
ISZOTLJ,X,X,X,X,X,O,X,O,O,O
ISZOTJL,X,O,X,X,X,O,X,O,X,O
ISZOLTJ,X,O,X,O,X,O,X,X,O,O
ISZOLJT,X,O,X,O,X,O,X,O,O,O
ISZOJTL,X,O,X,X,X,O,X,X,X,O
ISZOJLT,X,O,X,X,X,O,X,O,O,X
ISOTLJZ,O,O,O,O,X,X,O,O,X,X
ISOTLZJ,O,O,O,O,X,O,O,O,O,X
ISOTJLZ,O,O,O,O,X,X,O,O,X,X
ISOTJZL,O,O,X,O,X,X,X,O,X,X
ISOTZLJ,O,O,O,O,X,O,X,O,O,O
ISOTZJL,O,O,X,X,X,O,X,O,X,O
ISOLTJZ,X,O,O,X,X,X,X,O,X,X
ISOLTZJ,X,O,O,O,X,O,X,O,O,X
ISOLJTZ,X,O,X,O,X,X,X,O,X,X
ISOLJZT,O,O,X,O,X,O,X,O,O,X
ISOLZTJ,X,O,X,O,X,O,X,X,O,O
ISOLZJT,X,O,O,O,X,O,X,O,O,X
ISOJTLZ,O,O,X,O,X,X,X,O,X,X
ISOJTZL,O,O,X,X,X,X,X,O,X,X
ISOJLTZ,X,O,X,O,X,X,X,O,X,X
ISOJLZT,O,O,X,O,X,O,X,O,O,X
ISOJZTL,X,O,X,X,X,O,X,X,X,O
ISOJZLT,O,O,X,O,X,O,X,O,O,X
ISOZTLJ,X,X,X,X,X,O,X,O,O,O
ISOZTJL,X,O,X,X,X,O,X,O,X,O
ISOZLTJ,X,O,X,O,X,O,X,X,O,O
ISOZLJT,X,O,X,O,X,O,X,O,O,O
ISOZJTL,X,O,X,X,X,O,X,X,X,O
ISOZJLT,X,O,X,X,X,O,X,O,O,X
IZTLJSO,X,X,X,X,O,O,X,X,X,O
IZTLJOS,X,X,X,X,O,O,X,X,X,O
IZTLSJO,X,X,X,X,O,O,X,X,X,O
IZTLSOJ,X,X,X,X,X,O,X,X,X,O
IZTLOJS,X,X,X,X,O,O,X,X,X,O
IZTLOSJ,X,X,X,X,X,O,X,X,X,O
IZTJLSO,X,X,X,X,O,O,X,X,X,X
IZTJLOS,X,X,X,X,O,O,X,X,X,X
IZTJSLO,X,X,X,X,O,O,X,O,X,X
IZTJSOL,X,X,X,X,X,O,X,O,X,O
IZTJOLS,X,X,X,X,O,O,X,X,X,X
IZTJOSL,X,X,X,X,O,O,X,O,X,O
IZTSLJO,X,X,X,X,O,O,X,O,X,X
IZTSLOJ,X,X,X,X,X,O,X,O,O,O
IZTSJLO,X,X,X,X,O,O,X,O,X,X
IZTSJOL,X,X,X,X,X,O,X,O,X,O
IZTSOLJ,X,X,X,X,X,O,X,O,O,O
IZTSOJL,X,X,X,X,X,O,X,O,X,O
IZTOLJS,X,X,X,X,O,O,X,X,X,O
IZTOLSJ,X,X,X,X,O,O,X,X,X,O
IZTOJLS,X,X,X,X,O,O,X,X,X,X
IZTOJSL,X,X,X,X,O,O,X,O,X,O
IZTOSLJ,X,X,X,X,O,O,X,O,O,O
IZTOSJL,X,X,X,X,O,O,X,O,X,O
IZLTJSO,X,X,O,X,O,X,X,X,X,O
IZLTJOS,X,X,X,X,O,X,X,X,X,O
IZLTSJO,X,X,X,X,O,X,X,X,X,O
IZLTSOJ,X,X,X,X,X,X,X,X,X,O
IZLTOJS,X,X,X,X,O,X,X,X,X,O
IZLTOSJ,X,X,X,X,X,X,X,X,X,O
IZLJTSO,O,X,O,X,O,X,X,X,X,O
IZLJTOS,X,X,X,X,O,X,X,X,X,O
IZLJSTO,O,X,O,X,O,O,X,X,X,O
IZLJSOT,O,X,O,X,X,O,X,X,X,O
IZLJOTS,X,X,X,X,O,X,X,X,X,O
IZLJOST,O,X,O,X,O,O,X,X,X,O
IZLSTJO,X,X,O,X,O,O,X,X,X,O
IZLSTOJ,X,X,O,X,X,O,X,X,O,O
IZLSJTO,X,X,O,X,O,O,X,X,X,O
IZLSJOT,X,X,O,X,X,O,X,X,O,O
IZLSOTJ,X,X,X,X,X,O,X,X,O,O
IZLSOJT,X,X,O,X,X,O,X,X,O,O
IZLOTJS,X,X,X,X,O,X,X,X,X,O
IZLOTSJ,X,X,X,X,O,X,X,X,X,O
IZLOJTS,X,X,X,X,O,X,X,X,X,O
IZLOJST,X,X,O,X,O,O,X,X,X,O
IZLOSTJ,X,X,X,X,O,O,X,X,O,O
IZLOSJT,X,X,X,X,O,O,X,X,O,O
IZJTLSO,O,X,X,X,O,O,X,X,X,X
IZJTLOS,X,X,X,X,O,O,X,X,X,X
IZJTSLO,X,X,X,X,O,O,X,O,X,X
IZJTSOL,X,X,X,X,X,O,X,O,X,O
IZJTOLS,X,X,X,X,O,O,X,X,X,X
IZJTOSL,X,X,X,X,O,O,X,O,X,O
IZJLTSO,O,X,X,X,O,X,X,X,X,O
IZJLTOS,X,X,X,X,O,X,X,X,X,O
IZJLSTO,O,X,X,X,O,O,X,X,X,O
IZJLSOT,O,X,X,X,X,O,X,X,X,O
IZJLOTS,X,X,X,X,O,X,X,X,X,O
IZJLOST,O,X,X,X,O,O,X,X,X,O
IZJSTLO,O,O,X,X,O,O,X,X,X,X
IZJSTOL,O,O,X,X,X,O,X,X,X,O
IZJSLTO,O,O,X,X,O,O,X,X,X,X
IZJSLOT,O,O,X,X,X,O,X,O,O,X
IZJSOTL,X,O,X,X,X,O,X,X,X,O
IZJSOLT,O,O,X,X,X,O,X,O,O,X
IZJOTLS,X,X,X,X,O,X,X,X,X,X
IZJOTSL,X,O,X,X,O,O,X,O,X,O
IZJOLTS,X,X,X,X,O,X,X,X,X,O
IZJOLST,O,O,X,X,O,O,X,X,X,O
IZJOSTL,X,O,X,X,O,O,X,X,X,O
IZJOSLT,X,O,X,X,O,O,X,O,O,X
IZSTLJO,O,O,O,X,O,O,O,O,X,X
IZSTLOJ,X,O,O,X,X,O,O,O,O,O
IZSTJLO,O,O,X,X,O,O,O,O,X,X
IZSTJOL,O,O,X,X,X,O,X,O,X,O
IZSTOLJ,O,O,O,X,X,O,X,O,O,O
IZSTOJL,O,O,X,X,X,O,X,O,X,O
IZSLTJO,X,O,O,X,O,O,X,X,X,O
IZSLTOJ,X,O,O,X,X,O,X,X,O,O
IZSLJTO,O,O,O,X,O,O,X,X,X,O
IZSLJOT,O,O,O,X,X,O,X,O,O,O
IZSLOTJ,X,O,X,X,X,O,X,X,O,O
IZSLOJT,X,O,O,X,X,O,X,O,O,O
IZSJTLO,O,O,X,X,O,O,X,X,X,X
IZSJTOL,O,O,X,X,X,O,X,X,X,O
IZSJLTO,O,O,X,X,O,O,X,X,X,X
IZSJLOT,O,O,X,X,X,O,X,O,O,X
IZSJOTL,X,O,X,X,X,O,X,X,X,O
IZSJOLT,O,O,X,X,X,O,X,O,O,X
IZSOTLJ,X,X,X,X,X,O,X,O,O,O
IZSOTJL,X,O,X,X,X,O,X,O,X,O
IZSOLTJ,X,O,X,X,X,O,X,X,O,O
IZSOLJT,X,O,X,X,X,O,X,O,O,O
IZSOJTL,X,O,X,X,X,O,X,X,X,O
IZSOJLT,X,O,X,X,X,O,X,O,O,X
IZOTLJS,X,X,X,X,O,X,X,X,X,O
IZOTLSJ,X,X,X,X,O,X,X,X,X,O
IZOTJLS,X,X,X,X,O,X,X,X,X,X
IZOTJSL,X,O,X,X,O,O,X,O,X,O
IZOTSLJ,X,X,X,X,O,O,X,O,O,O
IZOTSJL,X,X,X,X,O,O,X,O,X,O
IZOLTJS,X,X,X,X,O,X,X,X,X,O
IZOLTSJ,X,X,X,X,O,X,X,X,X,O
IZOLJTS,X,X,X,X,O,X,X,X,X,O
IZOLJST,X,O,X,X,O,O,X,X,X,O
IZOLSTJ,X,X,X,X,O,O,X,X,O,O
IZOLSJT,X,X,X,X,O,O,X,X,O,O
IZOJTLS,X,X,X,X,O,X,X,X,X,X
IZOJTSL,X,O,X,X,O,O,X,O,X,O
IZOJLTS,X,X,X,X,O,X,X,X,X,O
IZOJLST,X,O,X,X,O,O,X,X,X,O
IZOJSTL,X,O,X,X,O,O,X,X,X,O
IZOJSLT,X,O,X,X,O,O,X,O,O,X
IZOSTLJ,X,X,X,X,O,O,X,O,O,O
IZOSTJL,X,X,X,X,O,O,X,O,X,O
IZOSLTJ,X,X,X,X,O,O,X,X,O,O
IZOSLJT,X,X,X,X,O,O,X,O,O,O
IZOSJTL,X,O,X,X,O,O,X,X,X,O
IZOSJLT,X,O,X,X,O,O,X,O,O,X
IOTLJSZ,X,O,X,O,O,X,X,O,X,X
IOTLJZS,X,O,X,O,O,X,X,X,X,X
IOTLSJZ,X,O,X,O,O,X,X,O,X,X
IOTLSZJ,X,O,X,O,O,X,X,O,X,X
IOTLZJS,X,O,X,X,O,X,X,X,X,X
IOTLZSJ,X,O,X,O,O,X,X,X,X,X
IOTJLSZ,X,O,X,O,O,X,X,O,X,X
IOTJLZS,X,O,X,O,O,X,X,X,X,X
IOTJSLZ,X,O,X,O,O,X,X,O,X,X
IOTJSZL,X,O,X,O,O,X,X,O,X,X
IOTJZLS,X,O,X,O,O,X,X,X,X,X
IOTJZSL,X,O,X,O,O,X,X,O,X,X
IOTSLJZ,X,O,X,O,O,X,X,O,X,X
IOTSLZJ,X,O,X,O,O,O,X,O,O,X
IOTSJLZ,X,O,X,O,O,X,X,O,X,X
IOTSJZL,X,O,X,X,O,X,X,O,X,X
IOTSZLJ,X,O,X,O,O,O,X,O,O,O
IOTSZJL,X,O,X,X,O,O,X,O,X,O
IOTZLJS,X,O,X,X,O,X,X,X,X,O
IOTZLSJ,X,O,X,O,O,X,X,X,X,O
IOTZJLS,X,O,X,X,O,X,X,X,X,X
IOTZJSL,X,O,X,X,O,O,X,O,X,O
IOTZSLJ,X,O,X,O,O,O,X,O,O,O
IOTZSJL,X,O,X,X,O,O,X,O,X,O
IOLTJSZ,X,X,X,O,O,X,X,O,X,X
IOLTJZS,X,X,X,O,O,X,X,X,X,X
IOLTSJZ,X,X,X,O,O,X,X,O,X,X
IOLTSZJ,X,X,X,O,O,X,X,O,X,X
IOLTZJS,X,X,X,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,O,O,X,X,X,X,X
IOLJTSZ,X,X,X,O,O,X,X,O,X,X
IOLJTZS,X,X,X,X,O,X,X,X,X,X
IOLJSTZ,X,O,X,O,O,X,X,O,X,X
IOLJSZT,X,O,X,O,O,X,X,O,X,X
IOLJZTS,X,X,X,X,O,X,X,X,X,X
IOLJZST,O,O,X,O,O,X,X,X,X,X
IOLSTJZ,X,O,O,X,O,X,X,O,X,X
IOLSTZJ,X,O,O,O,O,O,X,O,O,X
IOLSJTZ,X,O,X,O,O,X,X,O,X,X
IOLSJZT,X,O,X,O,O,O,X,O,O,X
IOLSZTJ,X,O,X,O,O,O,X,X,O,O
IOLSZJT,X,O,O,O,O,O,X,O,O,X
IOLZTJS,X,X,X,X,O,X,X,X,X,O
IOLZTSJ,X,X,X,X,O,X,X,X,X,O
IOLZJTS,X,X,X,X,O,X,X,X,X,O
IOLZJST,X,O,O,O,O,O,X,X,X,O
IOLZSTJ,X,O,X,O,O,O,X,X,O,O
IOLZSJT,X,O,X,O,O,O,X,X,O,O
IOJTLSZ,X,O,X,O,O,X,X,O,X,X
IOJTLZS,X,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,O,X,O,O,X,X,O,X,X
IOJTSZL,X,O,X,X,O,X,X,O,X,X
IOJTZLS,X,O,X,X,O,X,X,X,X,X
IOJTZSL,X,O,X,X,O,X,X,O,X,X
IOJLTSZ,X,X,X,O,O,X,X,O,X,X
IOJLTZS,X,X,X,X,O,X,X,X,X,X
IOJLSTZ,X,O,X,O,O,X,X,O,X,X
IOJLSZT,X,O,X,O,O,X,X,O,X,X
IOJLZTS,X,X,X,X,O,X,X,X,X,X
IOJLZST,O,O,X,O,O,X,X,X,X,X
IOJSTLZ,O,O,X,O,O,X,X,O,X,X
IOJSTZL,O,O,X,X,O,X,X,O,X,X
IOJSLTZ,X,O,X,O,O,X,X,O,X,X
IOJSLZT,O,O,X,O,O,O,X,O,O,X
IOJSZTL,X,O,X,X,O,O,X,X,X,O
IOJSZLT,O,O,X,O,O,O,X,O,O,X
IOJZTLS,X,O,X,X,O,X,X,X,X,X
IOJZTSL,X,O,X,X,O,O,X,O,X,O
IOJZLTS,X,X,X,X,O,X,X,X,X,O
IOJZLST,O,O,X,O,O,O,X,X,X,O
IOJZSTL,X,O,X,X,O,O,X,X,X,O
IOJZSLT,X,O,X,O,O,O,X,O,O,X
IOSTLJZ,O,O,O,X,O,X,O,O,X,X
IOSTLZJ,O,O,O,O,O,O,O,O,O,X
IOSTJLZ,O,O,O,X,O,X,O,O,X,X
IOSTJZL,O,O,X,X,O,X,X,O,X,X
IOSTZLJ,O,O,O,X,O,O,X,O,O,O
IOSTZJL,O,O,X,X,O,O,X,O,X,O
IOSLTJZ,X,O,O,X,O,X,X,O,X,X
IOSLTZJ,X,O,O,O,O,O,X,O,O,X
IOSLJTZ,X,O,X,O,O,X,X,O,X,X
IOSLJZT,O,O,X,O,O,O,X,O,O,X
IOSLZTJ,X,O,X,O,O,O,X,X,O,O
IOSLZJT,X,O,O,O,O,O,X,O,O,X
IOSJTLZ,O,O,X,O,O,X,X,O,X,X
IOSJTZL,O,O,X,X,O,X,X,O,X,X
IOSJLTZ,X,O,X,O,O,X,X,O,X,X
IOSJLZT,O,O,X,O,O,O,X,O,O,X
IOSJZTL,X,O,X,X,O,O,X,X,X,O
IOSJZLT,O,O,X,O,O,O,X,O,O,X
IOSZTLJ,X,X,X,X,O,O,X,O,O,O
IOSZTJL,X,O,X,X,O,O,X,O,X,O
IOSZLTJ,X,O,X,O,O,O,X,X,O,O
IOSZLJT,X,O,X,O,O,O,X,O,O,O
IOSZJTL,X,O,X,X,O,O,X,X,X,O
IOSZJLT,X,O,X,X,O,O,X,O,O,X
IOZTLJS,X,O,X,X,O,X,X,X,X,O
