sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
IZTSJLO,O,O,X,X,O,O,X
IZTSJOL,O,O,X,X,O,O,X
IZTSOLJ,O,O,X,X,O,O,X
IZTSOJL,O,O,X,X,O,O,X
IZTOLJS,X,X,X,O,O,X,X
IZTOLSJ,X,X,O,X,O,X,X
IZTOJLS,X,O,X,O,O,X,X
IZTOJSL,O,O,X,X,X,O,X
IZTOSLJ,O,O,X,X,O,O,X
IZTOSJL,O,O,X,X,O,O,X
IZLTJSO,X,X,X,O,X,X,X
IZLTJOS,X,X,X,O,O,X,X
IZLTSJO,X,X,O,X,O,X,X
IZLTSOJ,X,X,O,X,O,X,X
IZLTOJS,X,X,X,O,O,X,X
IZLTOSJ,X,X,O,X,O,X,X
IZLJTSO,X,O,X,X,X,X,X
IZLJTOS,X,O,X,X,X,X,X
IZLJSTO,O,X,X,X,X,X,X
IZLJSOT,O,X,X,X,X,X,X
IZLJOTS,X,O,X,X,X,X,X
IZLJOST,O,X,X,X,X,X,X
IZLSTJO,O,X,O,X,O,X,X
IZLSTOJ,O,X,O,X,O,X,X
IZLSJTO,O,X,X,X,X,X,X
IZLSJOT,O,X,X,X,X,X,X
IZLSOTJ,O,X,O,X,O,X,X
IZLSOJT,O,X,X,X,X,X,X
IZLOTJS,X,X,X,O,O,X,X
IZLOTSJ,X,X,O,X,O,X,X
IZLOJTS,X,O,X,X,X,X,X
IZLOJST,O,X,X,X,X,X,X
IZLOSTJ,O,X,O,X,O,X,X
IZLOSJT,O,X,X,X,X,X,X
IZJTLSO,X,O,X,O,X,X,X
IZJTLOS,X,O,X,O,X,X,X
IZJTSLO,O,O,X,X,X,O,O
IZJTSOL,O,O,X,X,X,O,O
IZJTOLS,X,O,X,O,X,X,X
IZJTOSL,O,O,X,X,X,O,O
IZJLTSO,X,O,X,X,X,X,X
IZJLTOS,X,O,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,X
IZJLSOT,O,X,X,X,X,X,X
IZJLOTS,X,O,X,X,X,X,X
IZJLOST,O,X,X,X,X,X,X
IZJSTLO,O,X,X,X,X,X,O
IZJSTOL,O,X,X,X,X,X,O
IZJSLTO,O,X,X,X,X,X,O
IZJSLOT,O,X,X,X,X,X,O
IZJSOTL,O,X,X,X,X,X,O
IZJSOLT,O,X,X,X,X,X,O
IZJOTLS,X,O,X,O,X,X,X
IZJOTSL,O,O,X,X,X,O,O
IZJOLTS,X,O,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,X
IZJOSTL,O,X,X,X,X,X,O
IZJOSLT,O,X,X,X,X,X,O
IZSTLJO,O,X,X,X,O,O,X
IZSTLOJ,O,X,X,X,O,O,X
IZSTJLO,O,X,X,X,O,O,X
IZSTJOL,O,X,X,X,O,O,X
IZSTOLJ,O,X,X,X,O,O,X
IZSTOJL,O,X,X,X,O,O,X
IZSLTJO,O,X,X,X,O,O,X
IZSLTOJ,O,X,X,X,O,O,X
IZSLJTO,O,X,X,X,X,X,O
IZSLJOT,O,X,X,X,X,X,O
IZSLOTJ,O,X,X,X,O,O,X
IZSLOJT,O,X,X,X,X,X,O
IZSJTLO,O,X,X,X,X,O,O
IZSJTOL,O,X,X,X,X,O,O
IZSJLTO,O,X,X,X,X,X,O
IZSJLOT,O,X,X,X,X,X,O
IZSJOTL,O,X,X,X,X,O,O
IZSJOLT,O,X,X,X,X,X,O
IZSOTLJ,O,X,X,X,O,O,X
IZSOTJL,O,X,X,X,O,O,X
IZSOLTJ,O,X,X,X,O,O,X
IZSOLJT,O,X,X,X,X,X,O
IZSOJTL,O,X,X,X,X,O,O
IZSOJLT,O,X,X,X,X,X,O
IZOTLJS,X,X,X,O,O,X,X
IZOTLSJ,X,X,O,X,O,X,X
IZOTJLS,X,O,X,O,O,X,X
IZOTJSL,O,O,X,X,X,O,X
IZOTSLJ,O,O,X,X,O,O,X
IZOTSJL,O,O,X,X,O,O,X
IZOLTJS,X,X,X,O,O,X,X
IZOLTSJ,X,X,O,X,O,X,X
IZOLJTS,X,O,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,X
IZOLSTJ,O,X,O,X,O,X,X
IZOLSJT,O,X,X,X,X,X,X
IZOJTLS,X,O,X,O,X,X,X
IZOJTSL,O,O,X,X,X,O,O
IZOJLTS,X,O,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X
IZOJSTL,O,X,X,X,X,X,O
IZOJSLT,O,X,X,X,X,X,O
IZOSTLJ,O,X,X,X,O,O,X
IZOSTJL,O,X,X,X,O,O,X
IZOSLTJ,O,X,X,X,O,O,X
IZOSLJT,O,X,X,X,X,X,O
IZOSJTL,O,X,X,X,X,O,O
IZOSJLT,O,X,X,X,X,X,O
IOTLJSZ,X,X,X,X,O,X,X
IOTLJZS,X,X,X,O,O,X,X
IOTLSJZ,X,X,O,X,O,X,X
IOTLSZJ,X,X,O,X,O,X,X
IOTLZJS,X,X,X,O,O,X,X
IOTLZSJ,X,X,O,X,O,X,X
IOTJLSZ,X,O,X,X,O,X,O
IOTJLZS,X,O,X,O,O,X,X
IOTJSLZ,X,O,X,X,O,X,O
IOTJSZL,O,O,X,X,O,X,O
IOTJZLS,X,O,X,O,O,X,X
IOTJZSL,O,O,X,X,X,X,O
IOTSLJZ,X,X,X,X,O,X,O
IOTSLZJ,O,X,X,X,O,O,X
IOTSJLZ,X,O,X,X,O,X,O
IOTSJZL,O,O,X,X,O,O,O
IOTSZLJ,O,O,X,X,O,O,X
IOTSZJL,O,O,X,X,O,O,X
IOTZLJS,X,X,X,O,O,X,X
IOTZLSJ,X,X,O,X,O,X,X
IOTZJLS,X,O,X,O,O,X,X
IOTZJSL,O,O,X,X,X,O,X
IOTZSLJ,O,O,X,X,O,O,X
IOTZSJL,O,O,X,X,O,O,X
IOLTJSZ,X,X,X,X,O,X,X
IOLTJZS,X,X,X,O,O,X,X
IOLTSJZ,X,X,O,X,O,X,X
IOLTSZJ,X,X,O,X,O,X,X
IOLTZJS,X,X,X,O,O,X,X
IOLTZSJ,X,X,O,X,O,X,X
IOLJTSZ,X,O,X,X,O,X,O
IOLJTZS,X,O,X,X,O,X,X
IOLJSTZ,X,X,O,X,O,X,O
IOLJSZT,O,X,X,X,X,X,O
IOLJZTS,X,O,X,X,X,X,X
IOLJZST,O,X,X,X,X,X,X
IOLSTJZ,X,X,O,X,O,X,O
IOLSTZJ,O,X,O,X,O,X,X
IOLSJTZ,X,X,O,X,O,X,O
IOLSJZT,O,X,X,X,X,X,O
IOLSZTJ,O,X,O,X,O,X,X
IOLSZJT,O,X,X,X,X,X,O
IOLZTJS,X,X,X,O,O,X,X
IOLZTSJ,X,X,O,X,O,X,X
IOLZJTS,X,O,X,X,X,X,X
IOLZJST,O,X,X,X,X,X,X
IOLZSTJ,O,X,O,X,O,X,X
IOLZSJT,O,X,X,X,X,X,X
IOJTLSZ,X,O,X,X,O,X,O
IOJTLZS,X,O,X,O,O,X,X
IOJTSLZ,X,O,X,X,O,X,O
IOJTSZL,O,O,X,X,O,X,O
IOJTZLS,X,O,X,O,O,X,X
IOJTZSL,O,O,X,X,X,X,O
IOJLTSZ,X,O,X,X,O,X,O
IOJLTZS,X,O,X,X,O,X,X
IOJLSTZ,X,X,X,X,O,X,O
IOJLSZT,O,X,X,X,X,X,O
IOJLZTS,X,O,X,X,X,X,X
IOJLZST,O,X,X,X,X,X,X
IOJSTLZ,X,X,X,X,O,X,O
IOJSTZL,O,X,X,X,O,X,O
IOJSLTZ,X,X,X,X,O,X,O
IOJSLZT,O,X,X,X,X,X,O
IOJSZTL,O,X,X,X,X,X,O
IOJSZLT,O,X,X,X,X,X,O
IOJZTLS,X,O,X,O,X,X,X
IOJZTSL,O,O,X,X,X,X,O
IOJZLTS,X,O,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,X
IOJZSTL,O,X,X,X,X,X,O
IOJZSLT,O,X,X,X,X,X,O
IOSTLJZ,X,X,X,X,O,X,O
IOSTLZJ,O,X,X,X,O,O,X
IOSTJLZ,X,X,X,X,O,X,O
IOSTJZL,O,X,X,X,O,O,O
IOSTZLJ,O,X,X,X,O,O,X
IOSTZJL,O,X,X,X,O,O,X
IOSLTJZ,X,X,X,X,O,X,O
IOSLTZJ,O,X,X,X,O,O,X
IOSLJTZ,X,X,X,X,O,X,O
IOSLJZT,O,X,X,X,X,X,O
IOSLZTJ,O,X,X,X,O,O,X
IOSLZJT,O,X,X,X,X,X,O
IOSJTLZ,X,X,X,X,O,X,O
IOSJTZL,O,X,X,X,O,O,O
IOSJLTZ,X,X,X,X,O,X,O
IOSJLZT,O,X,X,X,X,X,O
IOSJZTL,O,X,X,X,X,O,O
IOSJZLT,O,X,X,X,X,X,O
IOSZTLJ,O,X,X,X,O,O,X
IOSZTJL,O,X,X,X,O,O,X
IOSZLTJ,O,X,X,X,O,O,X
IOSZLJT,O,X,X,X,X,X,O
IOSZJTL,O,X,X,X,X,O,O
IOSZJLT,O,X,X,X,X,X,O
IOZTLJS,X,X,X,O,O,X,X
IOZTLSJ,X,X,O,X,O,X,X
IOZTJLS,X,O,X,O,O,X,X
IOZTJSL,O,O,X,X,X,O,X
IOZTSLJ,O,O,X,X,O,O,X
IOZTSJL,O,O,X,X,O,O,X
IOZLTJS,X,X,X,O,O,X,X
IOZLTSJ,X,X,O,X,O,X,X
IOZLJTS,X,O,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X
IOZLSTJ,O,X,O,X,O,X,X
IOZLSJT,O,X,X,X,X,X,X
IOZJTLS,X,O,X,O,X,X,X
IOZJTSL,O,O,X,X,X,O,O
IOZJLTS,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,O
IOZJSLT,O,X,X,X,X,X,O
IOZSTLJ,O,X,X,X,O,O,X
IOZSTJL,O,X,X,X,O,O,X
IOZSLTJ,O,X,X,X,O,O,X
IOZSLJT,O,X,X,X,X,X,O
IOZSJTL,O,X,X,X,X,O,O
IOZSJLT,O,X,X,X,X,X,O
LTIJSZO,X,X,X,X,O,X,X
LTIJSOZ,X,X,X,X,O,X,X
LTIJZSO,X,X,X,O,X,X,X
LTIJZOS,X,X,X,O,O,X,X
LTIJOSZ,X,X,X,X,O,X,X
LTIJOZS,X,X,X,O,O,X,X
LTISJZO,X,X,O,X,O,X,X
LTISJOZ,X,X,O,X,O,X,X
LTISZJO,X,X,O,X,O,X,X
LTISZOJ,X,X,O,X,O,X,X
LTISOJZ,X,X,O,X,O,X,X
LTISOZJ,X,X,O,X,O,X,X
LTIZJSO,X,X,X,O,X,X,X
LTIZJOS,X,X,X,O,O,X,X
LTIZSJO,X,X,O,X,O,X,X
LTIZSOJ,X,X,O,X,O,X,X
LTIZOJS,X,X,X,O,O,X,X
LTIZOSJ,X,X,O,X,O,X,X
LTIOJSZ,X,X,X,X,O,X,X
LTIOJZS,X,X,X,O,O,X,X
LTIOSJZ,X,X,O,X,O,X,X
LTIOSZJ,X,X,O,X,O,X,X
LTIOZJS,X,X,X,O,O,X,X
LTIOZSJ,X,X,O,X,O,X,X
LTJISZO,X,O,X,X,X,X,X
LTJISOZ,X,O,X,X,X,X,X
LTJIZSO,X,O,X,O,X,X,X
LTJIZOS,X,O,X,O,X,X,X
LTJIOSZ,X,O,X,X,X,X,X
LTJIOZS,X,O,X,O,X,X,X
LTJSIZO,X,O,O,X,X,X,X
LTJSIOZ,X,O,O,X,X,X,X
LTJSZIO,X,O,O,O,X,X,X
LTJSZOI,X,O,O,O,X,X,X
LTJSOIZ,X,O,O,X,X,X,X
LTJSOZI,X,O,O,O,X,X,X
LTJZISO,X,O,X,O,X,X,X
LTJZIOS,X,O,X,O,X,X,X
LTJZSIO,X,O,O,O,X,X,X
LTJZSOI,X,O,O,O,X,X,X
LTJZOIS,X,O,X,O,X,X,X
LTJZOSI,X,O,O,O,X,X,X
LTJOISZ,X,O,X,X,X,X,X
LTJOIZS,X,O,X,O,X,X,X
LTJOSIZ,X,O,O,X,X,X,X
LTJOSZI,X,O,O,O,X,X,X
LTJOZIS,X,O,X,O,X,X,X
LTJOZSI,X,O,O,O,X,X,X
LTSIJZO,X,X,O,X,X,X,X
LTSIJOZ,X,X,O,X,X,X,X
LTSIZJO,X,X,O,X,X,O,X
LTSIZOJ,X,X,O,X,X,O,X
LTSIOJZ,X,X,O,X,X,X,X
LTSIOZJ,X,X,O,X,X,O,X
LTSJIZO,X,O,O,X,X,X,X
LTSJIOZ,X,O,O,X,X,X,X
LTSJZIO,X,O,O,O,X,X,X
LTSJZOI,X,O,O,O,X,X,X
LTSJOIZ,X,O,O,X,X,X,X
LTSJOZI,X,O,O,O,X,X,X
LTSZIJO,X,X,O,X,X,O,X
LTSZIOJ,X,O,O,X,X,O,X
LTSZJIO,X,O,O,O,X,O,X
LTSZJOI,X,O,O,O,X,O,X
LTSZOIJ,X,O,O,X,X,O,X
LTSZOJI,X,O,O,O,X,O,X
LTSOIJZ,X,X,O,X,X,X,X
LTSOIZJ,X,X,O,X,X,O,X
LTSOJIZ,X,O,O,X,X,X,X
LTSOJZI,X,O,O,O,X,X,X
LTSOZIJ,X,O,O,X,X,O,X
LTSOZJI,X,O,O,O,X,O,X
LTZIJSO,X,X,X,O,X,X,X
LTZIJOS,X,X,X,O,X,X,X
LTZISJO,X,X,O,X,X,X,X
LTZISOJ,X,X,O,X,X,X,X
LTZIOJS,X,X,X,O,X,X,X
LTZIOSJ,X,X,O,X,X,X,X
LTZJISO,X,O,X,O,X,X,X
LTZJIOS,X,O,X,O,X,X,X
LTZJSIO,X,O,O,O,X,O,X
LTZJSOI,X,O,O,O,X,O,X
LTZJOIS,X,O,X,O,X,X,X
LTZJOSI,X,O,O,O,X,O,X
LTZSIJO,X,X,O,X,X,O,X
LTZSIOJ,X,O,O,X,X,O,X
LTZSJIO,X,O,O,O,X,O,X
LTZSJOI,X,O,O,O,X,O,X
LTZSOIJ,X,O,O,X,X,O,X
LTZSOJI,X,O,O,O,X,O,X
LTZOIJS,X,X,X,O,X,X,X
LTZOISJ,X,X,O,X,X,X,X
LTZOJIS,X,O,X,O,X,X,X
LTZOJSI,X,O,O,O,X,O,X
LTZOSIJ,X,O,O,X,X,O,X
LTZOSJI,X,O,O,O,X,O,X
LTOIJSZ,X,X,X,X,O,X,X
LTOIJZS,X,X,X,O,O,X,X
LTOISJZ,X,X,O,X,O,X,X
LTOISZJ,X,X,O,X,O,X,X
LTOIZJS,X,X,X,O,O,X,X
LTOIZSJ,X,X,O,X,O,X,X
LTOJISZ,X,O,X,X,X,X,X
LTOJIZS,X,O,X,O,X,X,X
LTOJSIZ,X,O,O,X,X,X,X
LTOJSZI,X,O,O,O,X,X,X
LTOJZIS,X,O,X,O,X,X,X
LTOJZSI,X,O,O,O,X,X,X
LTOSIJZ,X,X,O,X,X,X,X
LTOSIZJ,X,X,O,X,X,O,X
LTOSJIZ,X,O,O,X,X,X,X
LTOSJZI,X,O,O,O,X,X,X
LTOSZIJ,X,O,O,X,X,O,X
LTOSZJI,X,O,O,O,X,O,X
LTOZIJS,X,X,X,O,X,X,X
LTOZISJ,X,X,O,X,X,X,X
LTOZJIS,X,O,X,O,X,X,X
LTOZJSI,X,O,O,O,X,O,X
LTOZSIJ,X,O,O,X,X,O,X
LTOZSJI,X,O,O,O,X,O,X
LITJSZO,X,X,X,X,O,X,X
LITJSOZ,X,X,X,X,O,X,X
LITJZSO,X,X,X,O,X,X,X
LITJZOS,X,X,X,O,O,X,X
LITJOSZ,X,X,X,X,O,X,X
LITJOZS,X,X,X,O,O,X,X
LITSJZO,X,X,O,X,O,X,X
LITSJOZ,X,X,O,X,O,X,X
LITSZJO,X,X,O,X,O,X,X
LITSZOJ,X,X,O,X,O,X,X
LITSOJZ,X,X,O,X,O,X,X
LITSOZJ,X,X,O,X,O,X,X
LITZJSO,X,X,X,O,X,X,X
LITZJOS,X,X,X,O,O,X,X
LITZSJO,X,X,O,X,O,X,X
LITZSOJ,X,X,O,X,O,X,X
LITZOJS,X,X,X,O,O,X,X
LITZOSJ,X,X,O,X,O,X,X
LITOJSZ,X,X,X,X,O,X,X
LITOJZS,X,X,X,O,O,X,X
LITOSJZ,X,X,O,X,O,X,X
LITOSZJ,X,X,O,X,O,X,X
LITOZJS,X,X,X,O,O,X,X
LITOZSJ,X,X,O,X,O,X,X
LIJTSZO,X,O,X,X,O,X,O
LIJTSOZ,X,O,X,X,O,X,O
LIJTZSO,X,O,X,X,X,X,X
LIJTZOS,X,O,X,X,O,X,X
LIJTOSZ,X,O,X,X,O,X,O
LIJTOZS,X,O,X,X,O,X,X
LIJSTZO,X,X,O,X,O,X,O
LIJSTOZ,X,X,O,X,O,X,O
LIJSZTO,O,X,X,X,X,X,O
LIJSZOT,O,X,X,X,X,X,O
LIJSOTZ,X,X,O,X,O,X,O
LIJSOZT,O,X,X,X,X,X,O
LIJZTSO,X,O,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,X
LIJOTSZ,X,O,X,X,O,X,O
LIJOTZS,X,O,X,X,O,X,X
LIJOSTZ,X,X,O,X,O,X,O
LIJOSZT,O,X,X,X,X,X,O
LIJOZTS,X,O,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X
LISTJZO,X,X,O,X,O,X,O
LISTJOZ,X,X,O,X,O,X,O
LISTZJO,O,X,O,X,O,X,X
LISTZOJ,O,X,O,X,O,X,X
LISTOJZ,X,X,O,X,O,X,O
LISTOZJ,O,X,O,X,O,X,X
LISJTZO,X,X,O,X,O,X,O
LISJTOZ,X,X,O,X,O,X,O
LISJZTO,O,X,X,X,X,X,O
LISJZOT,O,X,X,X,X,X,O
LISJOTZ,X,X,O,X,O,X,O
LISJOZT,O,X,X,X,X,X,O
LISZTJO,O,X,O,X,O,X,X
LISZTOJ,O,X,O,X,O,X,X
LISZJTO,O,X,X,X,X,X,O
LISZJOT,O,X,X,X,X,X,O
LISZOTJ,O,X,O,X,O,X,X
LISZOJT,O,X,X,X,X,X,O
LISOTJZ,X,X,O,X,O,X,O
LISOTZJ,O,X,O,X,O,X,X
LISOJTZ,X,X,O,X,O,X,O
LISOJZT,O,X,X,X,X,X,O
LISOZTJ,O,X,O,X,O,X,X
LISOZJT,O,X,X,X,X,X,O
LIZTJSO,X,X,X,O,X,X,X
LIZTJOS,X,X,X,O,O,X,X
LIZTSJO,X,X,O,X,O,X,X
LIZTSOJ,X,X,O,X,O,X,X
LIZTOJS,X,X,X,O,O,X,X
LIZTOSJ,X,X,O,X,O,X,X
LIZJTSO,X,O,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,X
LIZSTJO,O,X,O,X,O,X,X
LIZSTOJ,O,X,O,X,O,X,X
LIZSJTO,O,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,O,X,X
LIZSOJT,O,X,X,X,X,X,X
LIZOTJS,X,X,X,O,O,X,X
LIZOTSJ,X,X,O,X,O,X,X
LIZOJTS,X,O,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X
LIZOSTJ,O,X,O,X,O,X,X
LIZOSJT,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X
LIOTJZS,X,X,X,O,O,X,X
LIOTSJZ,X,X,O,X,O,X,X
LIOTSZJ,X,X,O,X,O,X,X
LIOTZJS,X,X,X,O,O,X,X
LIOTZSJ,X,X,O,X,O,X,X
LIOJTSZ,X,O,X,X,O,X,O
LIOJTZS,X,O,X,X,O,X,X
LIOJSTZ,X,X,O,X,O,X,O
LIOJSZT,O,X,X,X,X,X,O
LIOJZTS,X,O,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,O
LIOSTZJ,O,X,O,X,O,X,X
LIOSJTZ,X,X,O,X,O,X,O
LIOSJZT,O,X,X,X,X,X,O
LIOSZTJ,O,X,O,X,O,X,X
LIOSZJT,O,X,X,X,X,X,O
LIOZTJS,X,X,X,O,O,X,X
LIOZTSJ,X,X,O,X,O,X,X
LIOZJTS,X,O,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X
LIOZSTJ,O,X,O,X,O,X,X
LIOZSJT,O,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,O
LJTISOZ,X,O,X,X,X,X,O
LJTIZSO,X,O,X,O,X,X,X
LJTIZOS,X,O,X,O,X,X,X
LJTIOSZ,X,O,X,X,X,X,O
LJTIOZS,X,O,X,O,X,X,X
LJTSIZO,X,O,O,X,X,X,O
LJTSIOZ,X,O,O,X,X,X,O
LJTSZIO,X,O,O,O,X,X,O
LJTSZOI,X,O,O,O,X,X,O
LJTSOIZ,X,O,O,X,X,X,O
LJTSOZI,X,O,O,O,X,X,O
LJTZISO,X,O,X,O,X,X,X
LJTZIOS,X,O,X,O,X,X,X
LJTZSIO,X,O,O,O,X,X,X
LJTZSOI,X,O,O,O,X,X,X
LJTZOIS,X,O,X,O,X,X,X
LJTZOSI,X,O,O,O,X,X,X
LJTOISZ,X,O,X,X,X,X,O
LJTOIZS,X,O,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,O
LJTOSZI,X,O,O,O,X,X,O
LJTOZIS,X,O,X,O,X,X,X
LJTOZSI,X,O,O,O,X,X,X
LJITSZO,X,O,X,X,O,X,O
LJITSOZ,X,O,X,X,O,X,O
LJITZSO,X,O,X,X,X,X,X
LJITZOS,X,O,X,X,O,X,X
LJITOSZ,X,O,X,X,O,X,O
LJITOZS,X,O,X,X,O,X,X
LJISTZO,X,X,O,X,O,X,O
LJISTOZ,X,X,O,X,O,X,O
LJISZTO,O,X,X,X,X,X,O
LJISZOT,O,X,X,X,X,X,O
LJISOTZ,X,X,O,X,O,X,O
LJISOZT,O,X,X,X,X,X,O
LJIZTSO,X,O,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X
LJIZSTO,O,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X
LJIOTSZ,X,O,X,X,O,X,O
LJIOTZS,X,O,X,X,O,X,X
LJIOSTZ,X,X,O,X,O,X,O
LJIOSZT,O,X,X,X,X,X,O
LJIOZTS,X,O,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X
LJSTIZO,X,O,O,X,X,X,O
LJSTIOZ,X,O,O,X,X,X,O
LJSTZIO,X,O,O,X,X,X,O
LJSTZOI,X,O,O,X,X,X,O
LJSTOIZ,X,O,O,X,X,X,O
LJSTOZI,X,O,O,X,X,X,O
LJSITZO,X,X,O,X,X,X,O
LJSITOZ,X,X,O,X,X,X,O
LJSIZTO,O,X,X,X,X,X,O
LJSIZOT,O,X,X,X,X,X,O
LJSIOTZ,X,X,O,X,X,X,O
LJSIOZT,O,X,X,X,X,X,O
LJSZTIO,O,O,O,X,X,X,O
LJSZTOI,O,O,O,X,X,X,O
LJSZITO,O,X,X,X,X,X,O
LJSZIOT,O,X,X,X,X,X,O
LJSZOTI,O,O,O,X,X,X,O
LJSZOIT,O,X,X,X,X,X,O
LJSOTIZ,X,O,O,X,X,X,O
LJSOTZI,X,O,O,X,X,X,O
LJSOITZ,X,X,O,X,X,X,O
LJSOIZT,O,X,X,X,X,X,O
LJSOZTI,O,O,O,X,X,X,O
LJSOZIT,O,X,X,X,X,X,O
LJZTISO,X,O,X,O,X,X,X
LJZTIOS,X,O,X,O,X,X,X
LJZTSIO,O,O,O,O,X,X,X
LJZTSOI,O,O,O,O,X,X,X
LJZTOIS,X,O,X,O,X,X,X
LJZTOSI,O,O,O,O,X,X,X
LJZITSO,X,O,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X
LJZSITO,O,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X
LJZOTIS,X,O,X,O,X,X,X
LJZOTSI,O,O,O,O,X,X,X
LJZOITS,X,O,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,O
LJOTIZS,X,O,X,O,X,X,X
LJOTSIZ,X,O,O,X,X,X,O
LJOTSZI,X,O,O,O,X,X,O
LJOTZIS,X,O,X,O,X,X,X
LJOTZSI,X,O,O,O,X,X,X
LJOITSZ,X,O,X,X,O,X,O
LJOITZS,X,O,X,X,O,X,X
LJOISTZ,X,X,O,X,O,X,O
LJOISZT,O,X,X,X,X,X,O
LJOIZTS,X,O,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X
LJOSTIZ,X,O,O,X,X,X,O
LJOSTZI,X,O,O,X,X,X,O
LJOSITZ,X,X,O,X,X,X,O
LJOSIZT,O,X,X,X,X,X,O
LJOSZTI,O,O,O,X,X,X,O
LJOSZIT,O,X,X,X,X,X,O
LJOZTIS,X,O,X,O,X,X,X
LJOZTSI,O,O,O,O,X,X,X
LJOZITS,X,O,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X
LSTIJZO,X,X,O,X,X,X,O
LSTIJOZ,X,X,O,X,X,X,O
LSTIZJO,O,X,O,X,X,O,X
LSTIZOJ,O,X,O,X,X,O,X
LSTIOJZ,X,X,O,X,X,X,O
LSTIOZJ,O,X,O,X,X,O,X
LSTJIZO,X,X,O,X,X,X,O
LSTJIOZ,X,X,O,X,X,X,O
LSTJZIO,X,X,O,O,X,X,O
LSTJZOI,X,X,O,O,X,X,O
LSTJOIZ,X,X,O,X,X,X,O
LSTJOZI,X,X,O,O,X,X,O
LSTZIJO,O,X,O,X,X,O,X
LSTZIOJ,O,X,O,X,X,O,X
LSTZJIO,O,X,O,O,X,O,X
LSTZJOI,O,X,O,O,X,O,X
LSTZOIJ,O,X,O,X,X,O,X
LSTZOJI,O,X,O,O,X,O,X
LSTOIJZ,X,X,O,X,X,X,O
LSTOIZJ,O,X,O,X,X,O,X
LSTOJIZ,X,X,O,X,X,X,O
LSTOJZI,X,X,O,O,X,X,O
LSTOZIJ,O,X,O,X,X,O,X
LSTOZJI,O,X,O,O,X,O,X
LSITJZO,X,X,O,X,O,X,O
LSITJOZ,X,X,O,X,O,X,O
LSITZJO,O,X,O,X,O,O,X
LSITZOJ,O,X,O,X,O,O,X
LSITOJZ,X,X,O,X,O,X,O
LSITOZJ,O,X,O,X,O,O,X
