sequence,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBqnBTjB/qBFm?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBRiBcoBfsB6s?BlqB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFlhBGjB/qBUmBKs?BzsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBCiBxnBXoBlq?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChBxiB0mBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFylBumB3iBcoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBSoB/qBFmBzn?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChB0mBxnBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8JeUBJvhF6qBxnBmkB3mBFo?BTsB
LTJZSOI,O,O,O,O,O,O,O,X,X
LTJZOIS,O,O,O,O,X,O,X,O,X
LTJZOSI,O,O,O,O,O,O,O,X,X
LTJOISZ,O,X,O,O,X,O,X,X,X
LTJOIZS,X,X,O,O,X,O,X,X,X
LTJOSIZ,O,O,O,X,O,O,O,X,X
LTJOSZI,O,O,O,X,O,O,O,X,X
LTJOZIS,X,O,O,O,X,O,X,O,X
LTJOZSI,O,O,O,O,O,O,X,X,X
LTSIJZO,O,O,O,X,O,O,O,X,X
LTSIJOZ,O,O,O,X,O,O,O,X,X
LTSIZJO,O,O,O,X,O,O,O,X,X
LTSIZOJ,O,O,O,X,O,O,O,X,X
LTSIOJZ,O,O,O,X,O,O,O,X,X
LTSIOZJ,O,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,X,O,O,O,X,X
LTSJIOZ,O,O,O,X,O,O,O,X,X
LTSJZIO,O,O,O,X,O,O,O,O,X
LTSJZOI,O,O,O,X,O,O,O,X,X
LTSJOIZ,O,O,O,X,O,O,O,X,X
LTSJOZI,O,O,O,X,O,O,O,X,X
LTSZIJO,O,O,O,X,O,O,O,O,X
LTSZIOJ,O,O,O,X,O,O,O,X,X
LTSZJIO,O,O,O,X,O,O,O,O,X
LTSZJOI,O,O,O,X,O,O,O,X,X
LTSZOIJ,O,O,O,X,O,O,O,X,X
LTSZOJI,O,O,O,X,O,O,O,X,X
LTSOIJZ,O,O,O,X,O,O,O,X,X
LTSOIZJ,O,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,O,X,O,O,O,X,X
LTSOJZI,O,O,O,X,O,O,O,X,X
LTSOZIJ,O,O,O,X,O,O,X,X,X
LTSOZJI,O,O,O,X,O,O,X,X,X
LTZIJSO,O,X,O,O,O,O,O,O,O
LTZIJOS,O,O,O,O,X,O,X,O,O
LTZISJO,X,X,O,O,O,O,O,O,O
LTZISOJ,X,X,O,O,O,O,O,X,O
LTZIOJS,O,O,O,O,X,O,X,O,O
LTZIOSJ,X,X,O,O,X,O,X,X,O
LTZJISO,O,X,O,O,O,O,O,O,X
LTZJIOS,O,O,O,O,X,O,X,O,X
LTZJSIO,O,O,O,O,O,O,O,O,X
LTZJSOI,O,O,O,O,O,O,O,X,X
LTZJOIS,O,O,O,O,X,O,X,O,X
LTZJOSI,O,O,O,O,O,O,O,X,X
LTZSIJO,X,O,O,O,O,O,O,O,X
LTZSIOJ,X,O,O,O,O,O,O,X,X
LTZSJIO,O,O,O,O,O,O,O,O,X
LTZSJOI,O,O,O,O,O,O,O,X,X
LTZSOIJ,X,O,O,O,O,O,O,X,X
LTZSOJI,O,O,O,O,O,O,O,X,X
LTZOIJS,O,O,O,O,X,O,X,O,O
LTZOISJ,X,X,O,O,X,O,X,X,O
LTZOJIS,O,O,O,O,X,O,X,O,X
LTZOJSI,O,O,O,O,O,O,O,X,X
LTZOSIJ,X,O,O,O,O,O,X,X,X
LTZOSJI,O,O,O,O,O,O,X,X,X
LTOIJSZ,O,X,O,O,X,O,X,X,X
LTOIJZS,X,X,O,O,X,O,X,X,X
LTOISJZ,O,X,O,O,X,O,X,X,X
LTOISZJ,O,X,O,X,X,O,X,X,X
LTOIZJS,X,X,O,O,X,O,X,X,O
LTOIZSJ,X,X,O,X,X,O,X,X,O
LTOJISZ,O,X,O,O,X,O,X,X,X
LTOJIZS,X,X,O,O,X,O,X,X,X
LTOJSIZ,O,O,O,X,O,O,O,X,X
LTOJSZI,O,O,O,X,O,O,O,X,X
LTOJZIS,X,O,O,O,X,O,X,O,X
LTOJZSI,O,O,O,O,O,O,X,X,X
LTOSIJZ,O,O,O,X,O,O,X,X,X
LTOSIZJ,O,O,O,X,X,O,X,X,X
LTOSJIZ,O,O,O,X,O,O,X,X,X
LTOSJZI,O,O,O,X,O,O,X,X,X
LTOSZIJ,O,O,O,X,O,O,X,X,X
LTOSZJI,O,O,O,X,O,O,X,X,X
LTOZIJS,O,O,O,O,X,O,X,O,O
LTOZISJ,X,X,O,O,X,O,X,X,O
LTOZJIS,O,O,O,O,X,O,X,O,X
LTOZJSI,O,O,O,O,O,O,X,X,X
LTOZSIJ,X,O,O,O,O,O,X,X,X
LTOZSJI,O,O,O,O,O,O,X,X,X
LITJSZO,O,X,O,X,X,O,O,X,X
LITJSOZ,O,X,O,O,X,O,O,X,X
LITJZSO,X,X,O,X,X,O,X,O,X
LITJZOS,X,X,O,O,X,O,X,O,X
LITJOSZ,O,X,O,O,X,O,X,X,X
LITJOZS,X,X,O,O,X,O,X,X,X
LITSJZO,O,X,O,X,X,O,O,X,X
LITSJOZ,O,X,O,O,X,O,O,X,X
LITSZJO,O,X,O,X,X,O,O,X,X
LITSZOJ,O,X,O,X,X,O,O,X,X
LITSOJZ,O,X,O,O,X,O,O,X,X
LITSOZJ,O,X,O,X,X,O,X,X,X
LITZJSO,X,X,O,X,X,O,X,O,O
LITZJOS,X,X,O,O,X,O,X,O,O
LITZSJO,X,X,O,X,X,O,O,O,O
LITZSOJ,X,X,O,X,X,O,O,X,O
LITZOJS,X,X,O,O,X,O,X,O,O
LITZOSJ,X,X,O,X,X,O,X,X,O
LITOJSZ,O,X,O,O,X,O,X,X,X
LITOJZS,X,X,O,O,X,O,X,X,X
LITOSJZ,O,X,O,O,X,O,X,X,X
LITOSZJ,O,X,O,X,X,O,X,X,X
LITOZJS,X,X,O,O,X,O,X,X,X
LITOZSJ,X,X,O,X,X,O,X,X,X
LIJTSZO,X,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,O,O,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,O,X
LIJTZOS,X,X,O,O,X,X,X,O,X
LIJTOSZ,X,X,O,O,X,X,X,X,X
LIJTOZS,X,X,O,O,X,X,X,X,X
LIJSTZO,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,X,O,O,X,X,O,X,X
LIJSZTO,X,X,O,X,X,X,O,X,X
LIJSZOT,X,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,X,X,X
LIJZTSO,X,X,O,X,X,X,X,X,O
LIJZTOS,X,X,O,O,X,X,X,X,O
LIJZSTO,X,X,O,X,X,X,O,X,O
LIJZSOT,X,X,O,X,X,X,X,X,O
LIJZOTS,X,X,X,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,X,O
LIJOTSZ,X,X,O,O,X,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X,X
LIJOSTZ,O,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,X,X
LISTJZO,O,X,O,X,X,X,O,X,X
LISTJOZ,O,X,O,O,X,X,O,X,X
LISTZJO,O,X,O,X,X,X,O,X,X
LISTZOJ,O,X,O,X,X,X,O,X,X
LISTOJZ,O,X,O,O,X,X,O,X,X
LISTOZJ,O,X,O,X,X,X,X,X,X
LISJTZO,O,X,O,X,X,X,O,X,X
LISJTOZ,O,X,O,O,X,X,O,X,X
LISJZTO,X,X,O,X,X,X,O,X,X
LISJZOT,X,X,O,X,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X
LISZTJO,O,X,O,X,X,X,O,X,O
LISZTOJ,O,X,O,X,X,X,O,X,O
LISZJTO,O,X,O,X,X,X,O,X,O
LISZJOT,O,X,O,X,X,X,X,X,O
LISZOTJ,O,X,O,X,X,X,O,X,O
LISZOJT,O,X,O,X,X,X,X,X,O
LISOTJZ,O,X,O,X,X,X,O,X,X
LISOTZJ,O,X,O,X,X,X,X,X,X
LISOJTZ,O,X,O,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,X,X,X
LISOZTJ,O,X,O,X,X,X,O,X,X
LISOZJT,O,X,O,X,X,X,X,X,X
LIZTJSO,X,X,O,X,X,O,O,O,O
LIZTJOS,O,X,O,O,X,O,X,O,O
LIZTSJO,O,X,O,X,X,O,O,O,O
LIZTSOJ,O,X,O,X,X,O,O,X,O
LIZTOJS,O,X,O,O,X,O,X,O,O
LIZTOSJ,O,X,O,X,X,O,X,X,O
LIZJTSO,X,X,O,X,X,X,O,X,O
LIZJTOS,O,X,O,O,X,X,X,X,O
LIZJSTO,O,X,O,X,X,X,O,X,O
LIZJSOT,O,X,O,X,X,X,X,X,O
LIZJOTS,O,X,X,X,X,X,X,X,O
LIZJOST,O,X,X,X,X,X,X,X,O
LIZSTJO,O,X,O,X,X,O,O,X,O
LIZSTOJ,O,X,O,X,X,O,O,X,O
LIZSJTO,O,X,O,X,X,X,O,X,O
LIZSJOT,O,X,O,X,X,X,X,X,O
LIZSOTJ,O,X,O,X,X,X,O,X,O
LIZSOJT,O,X,O,X,X,X,X,X,O
LIZOTJS,O,X,O,X,X,O,X,X,O
LIZOTSJ,O,X,O,X,X,O,X,X,O
LIZOJTS,O,X,O,X,X,X,X,X,O
LIZOJST,O,X,O,X,X,X,X,X,O
LIZOSTJ,O,X,O,X,X,O,O,X,O
LIZOSJT,O,X,O,X,X,X,X,X,O
LIOTJSZ,O,X,O,O,X,O,X,X,X
LIOTJZS,X,X,O,O,X,O,X,X,X
LIOTSJZ,O,X,O,O,X,O,X,X,X
LIOTSZJ,O,X,O,X,X,O,X,X,X
LIOTZJS,X,X,O,O,X,O,X,X,O
LIOTZSJ,X,X,O,X,X,O,X,X,O
LIOJTSZ,X,X,O,O,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X
LIOJSTZ,O,X,O,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,O
LIOJZST,X,X,O,X,X,X,X,X,O
LIOSTJZ,O,X,O,X,X,X,O,X,X
LIOSTZJ,O,X,O,X,X,X,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X,X
LIOSZTJ,O,X,O,X,X,X,O,X,O
LIOSZJT,O,X,O,X,X,X,X,X,O
LIOZTJS,O,X,O,X,X,O,X,X,O
LIOZTSJ,O,X,O,X,X,O,X,X,O
LIOZJTS,O,X,O,X,X,X,X,X,O
LIOZJST,O,X,O,X,X,X,X,X,O
LIOZSTJ,O,X,O,X,X,O,O,X,O
LIOZSJT,O,X,O,X,X,X,X,X,O
LJTISZO,O,X,O,X,O,O,O,X,X
LJTISOZ,O,X,O,O,O,O,O,X,X
LJTIZSO,X,X,O,X,O,O,X,O,X
LJTIZOS,X,X,O,O,X,O,X,O,X
LJTIOSZ,O,X,O,O,X,O,X,X,X
LJTIOZS,X,X,O,O,X,O,X,X,X
LJTSIZO,O,O,O,X,O,O,O,X,X
LJTSIOZ,O,O,O,X,O,O,O,X,X
LJTSZIO,O,O,O,X,O,O,O,O,X
LJTSZOI,O,O,O,X,O,O,O,X,X
LJTSOIZ,O,O,O,X,O,O,O,X,X
LJTSOZI,O,O,O,X,O,O,O,X,X
LJTZISO,X,X,O,O,O,O,X,O,X
LJTZIOS,X,O,O,O,X,O,X,O,X
LJTZSIO,O,O,O,O,O,O,O,O,X
LJTZSOI,O,O,O,O,O,O,O,X,X
LJTZOIS,X,O,O,O,X,O,X,O,X
LJTZOSI,O,O,O,O,O,O,X,X,X
LJTOISZ,O,X,O,O,X,O,X,X,X
LJTOIZS,X,X,O,O,X,O,X,X,X
LJTOSIZ,O,O,O,X,O,O,O,X,X
LJTOSZI,O,O,O,X,O,O,O,X,X
LJTOZIS,X,O,O,O,X,O,X,O,X
LJTOZSI,O,O,O,O,O,O,X,X,X
LJITSZO,X,X,O,X,X,X,X,X,X
LJITSOZ,X,X,O,O,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,X,O,X
LJITZOS,X,X,O,O,X,X,X,O,X
LJITOSZ,X,X,O,O,X,X,X,X,X
LJITOZS,X,X,O,O,X,X,X,X,X
LJISTZO,O,X,O,X,X,X,O,X,X
LJISTOZ,O,X,O,O,X,X,O,X,X
LJISZTO,X,X,O,X,X,X,O,X,X
LJISZOT,X,X,O,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,O
LJIZTOS,X,X,O,O,X,X,X,X,O
LJIZSTO,X,X,O,X,X,X,O,X,O
LJIZSOT,X,X,O,X,X,X,X,X,O
LJIZOTS,X,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,O
LJIOTSZ,X,X,O,O,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,X
LJIOSZT,X,X,O,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,O,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,X,O,X,X
LJSTIOZ,O,O,O,X,O,X,O,X,X
LJSTZIO,O,O,O,X,O,X,O,X,X
LJSTZOI,O,O,O,X,O,X,O,X,X
LJSTOIZ,O,O,O,X,O,X,O,X,X
LJSTOZI,O,O,O,X,O,X,O,X,X
LJSITZO,O,O,O,X,O,X,O,X,X
LJSITOZ,O,O,O,X,O,X,O,X,X
LJSIZTO,X,O,O,X,X,X,O,X,X
LJSIZOT,X,O,O,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X
LJSZTIO,X,O,O,X,X,X,O,X,X
LJSZTOI,X,O,O,X,X,X,O,X,X
LJSZITO,X,O,O,X,X,X,O,X,X
LJSZIOT,X,O,O,X,X,X,X,X,X
LJSZOTI,X,O,O,X,X,X,X,X,X
LJSZOIT,X,O,O,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,X,X,X
LJSOZTI,X,O,O,X,X,X,X,X,X
LJSOZIT,X,O,O,X,X,X,X,X,X
LJZTISO,X,X,O,O,X,O,O,X,X
LJZTIOS,X,O,O,O,X,O,X,X,X
LJZTSIO,X,O,O,O,X,O,O,X,X
LJZTSOI,X,O,O,O,X,O,O,X,X
LJZTOIS,X,O,O,O,X,O,X,X,X
LJZTOSI,X,O,O,O,X,O,O,X,X
LJZITSO,X,X,O,O,X,X,O,X,O
LJZITOS,X,O,O,O,X,X,X,X,O
LJZISTO,X,O,O,O,X,X,O,X,O
LJZISOT,X,X,O,X,X,X,X,X,O
LJZIOTS,X,X,X,O,X,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,X,O
LJZSTIO,X,O,O,O,X,O,O,X,X
LJZSTOI,X,O,O,O,X,O,O,X,X
LJZSITO,X,O,O,O,X,X,O,X,X
LJZSIOT,X,O,O,X,X,X,X,X,X
LJZSOTI,X,O,O,X,X,X,X,X,X
LJZSOIT,X,O,O,X,X,X,X,X,X
LJZOTIS,X,X,O,O,X,X,X,X,X
LJZOTSI,X,X,O,O,X,X,O,X,X
LJZOITS,X,X,O,O,X,X,X,X,O
LJZOIST,X,X,X,X,X,X,X,X,O
LJZOSTI,X,X,O,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,X,X,O,X,X,X
LJOTIZS,X,X,O,X,X,O,X,X,X
LJOTSIZ,O,X,O,X,X,O,X,X,X
LJOTSZI,O,X,O,X,X,O,X,X,X
LJOTZIS,X,X,O,X,X,O,X,X,X
LJOTZSI,O,X,O,X,X,O,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,O
LJOIZST,X,X,O,X,X,X,X,X,O
LJOSTIZ,O,X,O,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,X,X,X,X
LJOSZTI,X,X,O,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,O,X,X,X
LJOZTSI,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,O
LJOZIST,X,X,O,X,X,X,X,X,O
LJOZSTI,X,X,O,X,X,O,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X
LSTIJZO,O,O,O,X,O,X,O,X,X
LSTIJOZ,O,O,O,X,O,X,O,X,X
LSTIZJO,O,O,O,X,O,X,O,X,X
LSTIZOJ,O,O,O,X,O,X,O,X,X
LSTIOJZ,O,O,O,X,O,X,O,X,X
LSTIOZJ,O,O,O,X,X,X,X,X,X
LSTJIZO,O,O,O,X,O,X,O,X,X
LSTJIOZ,O,O,O,X,O,X,O,X,X
LSTJZIO,O,O,O,X,O,X,O,X,X
LSTJZOI,O,O,O,X,O,X,O,X,X
LSTJOIZ,O,O,O,X,O,X,O,X,X
LSTJOZI,O,O,O,X,O,X,O,X,X
LSTZIJO,O,O,O,X,O,X,O,X,X
LSTZIOJ,O,O,O,X,O,X,O,X,X
LSTZJIO,O,O,O,X,O,X,O,X,X
LSTZJOI,O,O,O,X,O,X,O,X,X
LSTZOIJ,O,O,O,X,O,X,O,X,X
LSTZOJI,O,O,O,X,O,X,O,X,X
LSTOIJZ,O,O,O,X,O,X,O,X,X
LSTOIZJ,O,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,O,X,O,X,O,X,X
LSTOJZI,O,O,O,X,O,X,O,X,X
LSTOZIJ,O,O,O,X,O,X,X,X,X
LSTOZJI,O,O,O,X,O,X,X,X,X
LSITJZO,O,O,O,X,O,X,O,X,X
LSITJOZ,O,O,O,X,O,X,O,X,X
LSITZJO,O,O,O,X,O,X,O,X,X
LSITZOJ,O,O,O,X,O,X,O,X,X
LSITOJZ,O,O,O,X,O,X,O,X,X
LSITOZJ,O,O,O,X,X,X,X,X,X
LSIJTZO,O,O,O,X,O,X,O,X,X
LSIJTOZ,O,O,O,X,O,X,O,X,X
LSIJZTO,X,O,O,X,X,X,O,X,X
LSIJZOT,X,O,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,X,X,X,X,X
LSIJOZT,X,X,O,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,O,X,O
LSIZTOJ,O,O,O,X,O,X,O,X,O
LSIZJTO,O,O,O,X,X,X,O,X,O
LSIZJOT,O,O,O,X,X,X,X,X,O
LSIZOTJ,O,O,O,X,X,X,O,X,O
LSIZOJT,O,O,O,X,X,X,X,X,O
LSIOTJZ,O,X,O,X,X,X,O,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X,X
LSIOJZT,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,X,X,O,X,X
LSIOZJT,O,X,O,X,X,X,X,X,X
LSJTIZO,O,O,O,X,O,X,O,X,X
LSJTIOZ,O,O,O,X,O,X,O,X,X
LSJTZIO,O,O,O,X,O,X,O,X,X
LSJTZOI,O,O,O,X,O,X,O,X,X
LSJTOIZ,O,O,O,X,O,X,O,X,X
LSJTOZI,O,O,O,X,O,X,O,X,X
LSJITZO,O,O,O,X,O,X,O,X,X
LSJITOZ,O,O,O,X,O,X,O,X,X
LSJIZTO,X,O,O,X,X,X,O,X,X
LSJIZOT,X,O,O,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,X,X,X
LSJZTIO,X,O,O,X,X,X,O,X,X
LSJZTOI,X,O,O,X,X,X,O,X,X
LSJZITO,X,O,O,X,X,X,O,X,X
LSJZIOT,X,O,O,X,X,X,X,X,X
LSJZOTI,X,O,O,X,X,X,X,X,X
LSJZOIT,X,O,O,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,X,X
LSJOZTI,X,O,O,X,X,X,X,X,X
LSJOZIT,X,O,O,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,O,X,X
LSZTIOJ,O,O,O,X,O,X,O,X,X
LSZTJIO,O,O,O,X,O,X,O,X,X
LSZTJOI,O,O,O,X,O,X,O,X,X
LSZTOIJ,O,O,O,X,O,X,O,X,X
LSZTOJI,O,O,O,X,O,X,O,X,X
LSZITJO,O,O,O,X,O,X,O,X,O
LSZITOJ,O,O,O,X,O,X,O,X,O
LSZIJTO,O,O,O,X,X,X,O,X,O
LSZIJOT,O,O,O,X,X,X,X,X,O
LSZIOTJ,O,O,O,X,X,X,O,X,O
LSZIOJT,O,O,O,X,X,X,X,X,O
LSZJTIO,O,O,O,X,X,X,O,X,X
LSZJTOI,O,O,O,X,X,X,O,X,X
LSZJITO,O,O,O,X,X,X,O,X,X
LSZJIOT,O,O,O,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,X,O,X,X
LSZOTJI,O,O,O,X,X,X,O,X,X
LSZOITJ,O,O,O,X,X,X,O,X,O
LSZOIJT,O,O,O,X,X,X,X,X,O
LSZOJTI,O,O,O,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X
LSOTIJZ,O,O,O,X,X,X,O,X,X
LSOTIZJ,O,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,O,X,X,X,O,X,X
LSOTJZI,O,O,O,X,X,X,O,X,X
LSOTZIJ,O,O,O,X,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,O,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,X,X
LSOIJZT,X,X,O,X,X,X,X,X,X
LSOIZTJ,O,X,O,X,X,X,O,X,O
LSOIZJT,O,X,O,X,X,X,X,X,O
LSOJTIZ,O,O,O,X,X,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,X,X,X
LSOJZTI,X,O,O,X,X,X,X,X,X
LSOJZIT,X,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,O,X,X
LSOZTJI,O,O,O,X,X,X,O,X,X
LSOZITJ,O,O,O,X,X,X,O,X,O
LSOZIJT,O,O,O,X,X,X,X,X,O
LSOZJTI,O,O,O,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X
LZTIJSO,O,X,O,O,O,O,O,O,O
LZTIJOS,O,O,O,O,X,O,X,O,O
LZTISJO,O,X,O,O,O,O,O,O,O
LZTISOJ,O,X,O,O,O,O,O,X,O
LZTIOJS,O,O,O,O,X,O,X,O,O
LZTIOSJ,O,X,O,O,X,O,X,X,O
LZTJISO,O,X,O,O,O,O,O,O,X
LZTJIOS,O,O,O,O,X,O,X,O,X
LZTJSIO,O,O,O,O,O,O,O,O,X
LZTJSOI,O,O,O,O,O,O,O,X,X
LZTJOIS,O,O,O,O,X,O,X,O,X
LZTJOSI,O,O,O,O,O,O,O,X,X
LZTSIJO,O,O,O,O,O,O,O,O,X
LZTSIOJ,O,O,O,O,O,O,O,X,X
LZTSJIO,O,O,O,O,O,O,O,O,X
LZTSJOI,O,O,O,O,O,O,O,X,X
LZTSOIJ,O,O,O,O,O,O,O,X,X
LZTSOJI,O,O,O,O,O,O,O,X,X
LZTOIJS,O,O,O,O,X,O,X,O,O
LZTOISJ,O,X,O,O,X,O,X,X,O
LZTOJIS,O,O,O,O,X,O,X,O,X
LZTOJSI,O,O,O,O,O,O,O,X,X
LZTOSIJ,O,O,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,O,O,X,X,X
LZITJSO,O,X,O,O,X,O,O,O,O
LZITJOS,O,O,O,O,X,O,X,O,O
LZITSJO,O,X,O,O,X,O,O,O,O
LZITSOJ,O,X,O,O,X,O,O,X,O
LZITOJS,O,O,O,O,X,O,X,O,O
LZITOSJ,O,X,O,O,X,O,X,X,O
LZIJTSO,O,X,O,O,X,X,O,X,O
LZIJTOS,O,O,O,O,X,X,X,X,O
LZIJSTO,O,O,O,O,X,X,O,X,O
LZIJSOT,O,X,O,X,X,X,X,X,O
LZIJOTS,O,X,X,O,X,X,X,X,O
LZIJOST,O,X,X,X,X,X,X,X,O
LZISTJO,O,O,O,O,X,O,O,X,O
LZISTOJ,O,O,O,O,X,O,O,X,O
LZISJTO,O,O,O,O,X,X,O,X,O
LZISJOT,O,X,O,X,X,X,X,X,O
LZISOTJ,O,X,O,X,X,X,O,X,O
LZISOJT,O,X,O,X,X,X,X,X,O
LZIOTJS,O,X,O,O,X,O,X,X,O
LZIOTSJ,O,X,O,O,X,O,X,X,O
LZIOJTS,O,X,O,O,X,X,X,X,O
LZIOJST,O,X,O,X,X,X,X,X,O
LZIOSTJ,O,X,O,X,X,O,O,X,O
LZIOSJT,O,X,O,X,X,X,X,X,O
LZJTISO,O,X,O,O,X,O,O,X,X
LZJTIOS,O,O,O,O,X,O,X,X,X
LZJTSIO,O,O,O,O,X,O,O,X,X
LZJTSOI,O,O,O,O,X,O,O,X,X
LZJTOIS,O,O,O,O,X,O,X,X,X
LZJTOSI,O,O,O,O,X,O,O,X,X
LZJITSO,O,X,O,O,X,X,O,X,O
LZJITOS,O,O,O,O,X,X,X,X,O
LZJISTO,O,O,O,O,X,X,O,X,O
LZJISOT,O,X,O,X,X,X,X,X,O
LZJIOTS,O,X,X,O,X,X,X,X,O
LZJIOST,O,X,X,X,X,X,X,X,O
LZJSTIO,O,O,O,O,X,O,O,X,X
LZJSTOI,O,O,O,O,X,O,O,X,X
LZJSITO,O,O,O,O,X,X,O,X,X
LZJSIOT,O,O,O,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,X
LZJOTIS,O,X,O,O,X,X,X,X,X
LZJOTSI,O,X,O,O,X,X,O,X,X
LZJOITS,O,X,O,O,X,X,X,X,O
LZJOIST,O,X,X,X,X,X,X,X,O
LZJOSTI,O,X,O,X,X,X,X,X,X
LZJOSIT,O,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,O,O,O,O,X,X
LZSTIOJ,O,O,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,O,O,X,X
LZSITJO,O,O,O,O,O,O,O,X,O
