sequence,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF6jBFhBXiB8?nBmqBzrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjB6?rBcsBmqB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex9IvhFFhBXiBTjBc?sB6rBmqB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex9IvhFFhBXiBTjBS?sBmqB0rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjBS?sBmqB0rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF6jBFhB8mBz?iBmqBXsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBFiBTjBy?qB+rBcsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeeCJvhFfjB6jBFhBc?sBxqBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Je6DJvhFFhBXiB8nBO?sBxqBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jem8IvhFCeBFhBTjBc?sBxqB3rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhFTeB8mBWoBy?qBXsBFrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX8IvhFxdBTjBlmBc?sBmqBCsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeVBJvhFTeBmmBCoBx?qBcsB3rB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeSCJvhFTeBUhBxnBl?mBmqBXsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeX+IvhFFhBSoBUnBx?qBOsBTrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhF8iB+jBzhBK?rB3lBFsB,v115@zgD8FeC8GeD8FeB8FeF8CeC8JeFBJvhFXiBTjBCjBU?nBxqB2wB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jem8IvhFfjB6jBTnBx?qB0rBFrB,v115@zgD8FeC8GeD8FeB8FeF8CeC8Jex8IvhFFhB8mBCjBT?jBmqBXsB
LTZOSJI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTOISJZ,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
LTOISZJ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOIZJS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOJISZ,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LTOJIZS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTOJSIZ,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOJZIS,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOJZSI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOSIJZ,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOSZIJ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LTOZISJ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOZJSI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LTOZSIJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJSOZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LITSJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSJOZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSZJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LITSZOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LITSOJZ,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LITSOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LITZJSO,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
LITZJOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LITZSJO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LITZSOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITZOJS,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LITOJSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LITOSJZ,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LITOSZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LITOZSJ,O,X,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LIJTSZO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
LIJTOSZ,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIJSZOT,X,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LIJSOZT,X,X,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LIJZTSO,O,X,X,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
LIJZTOS,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X
LIJZSTO,O,X,X,X,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X
LIJZSOT,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LIJZOST,O,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LIJOTSZ,O,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOSTZ,X,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LIJOSZT,X,X,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LIJOZTS,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LIJOZST,O,X,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LISTJZO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISTZOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LISTOJZ,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISTOZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LISJTOZ,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LISJZTO,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
LISJOTZ,X,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LISJOZT,X,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LISZTJO,X,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LISZTOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LISZJTO,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LISZJOT,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LISZOTJ,X,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LISZOJT,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LISOTJZ,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X
LISOTZJ,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X
LISOJTZ,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X
LISOJZT,X,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X
LISOZTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X
LISOZJT,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
LIZTJSO,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LIZJTSO,O,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X
LIZJTOS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LIZJSTO,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
LIZJSOT,O,X,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LIZSJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
LIZSOJT,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
LIZOJTS,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X
LIZOSJT,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
LIOTSZJ,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOTZJS,O,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOTZSJ,O,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
LIOJTSZ,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOJSTZ,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIOJSZT,X,O,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X
LIOJZTS,O,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIOJZST,O,X,X,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,O,X
LIOSTZJ,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X
LIOSJTZ,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X
LIOSJZT,X,O,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X
LIOSZTJ,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
LIOSZJT,X,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
LIOZTJS,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOZTSJ,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
LIOZJTS,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIOZJST,O,O,X,O,O,O,O,X,X,O,X,X,O,O,X,X,X,O,X
LIOZSTJ,O,O,X,O,O,O,O,X,O,O,X,X,X,O,O,X,X,O,X
LIOZSJT,O,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
LJTISZO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTISOZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LJTIOSZ,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTSZOI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTSOIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTZISO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTZIOS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTZSIO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTZOIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTZOSI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOISZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTOIZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTOSIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTOZIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOZSI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITSOZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
LJITOSZ,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,X,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJISZTO,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJISZOT,X,O,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
LJISOTZ,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJISOZT,X,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIZTSO,O,O,X,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
LJIZTOS,O,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X
LJIZSTO,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X
LJIZSOT,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJIZOTS,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LJIZOST,O,O,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIOTSZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJIOSTZ,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIOSZT,X,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIOZTS,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJIOZST,O,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJSTIZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LJSTZOI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LJSTOIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJSITZO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSITOZ,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSIZTO,X,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,O
LJSIZOT,X,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSIOTZ,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSIOZT,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSZTIO,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,O,X,X,O
LJSZTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
LJSZITO,O,O,X,X,O,O,O,O,X,X,O,X,X,O,O,O,X,X,O
LJSZIOT,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
LJSZOIT,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LJSOTZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LJSOIZT,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
LJSOZTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJSOZIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
LJZTISO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZTIOS,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LJZTSIO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZTSOI,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJZTOIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJZTOSI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJZITSO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
LJZITOS,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X
LJZISTO,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
LJZISOT,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZIOTS,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LJZIOST,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZSTIO,O,O,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X
LJZSTOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LJZSITO,O,O,X,X,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X
LJZSIOT,O,O,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZSOTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LJZOTIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJZOTSI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJZOITS,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
LJZOIST,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LJZOSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTSIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJOTZIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOITSZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOISZT,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJOIZTS,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LJOIZST,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSITZ,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOSZTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOZTSI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOZITS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOZIST,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOZSTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSTIZOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSTIOJZ,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LSTJZOI,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LSTJOIZ,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LSTZIJO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
LSTZIOJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
LSTZJIO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LSTZJOI,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
