sequence,v115@0gA8IeA8IeD8FeE8AeG8BeD8JeZ/IvhFTbBicBGeBU?jBFnB3rB,v115@0gA8IeA8IeD8FeE8AeG8BeD8JeZ/IvhF2gBzcBfjB6?jBFnBUrB,v115@0gA8IeA8IeD8FeE8AeG8BeD8JeZ/IvhFTbBfjB6jBF?nBOrB8rB,v115@0gA8IeA8IeD8FeE8AeG8BeD8JeZ/IvhF2gBFdB6jBf?nBznBUrB,v115@0gA8IeA8IeD8FeE8AeG8BeD8JeZ/IvhFibBFdBTeBf?nBWtBUrB
OISLZJT,O,X,X,O,X
OISJTLZ,X,O,O,O,O
OISJTZL,X,O,X,O,O
OISJLTZ,X,O,O,O,O
OISJLZT,X,X,X,O,O
OISJZTL,X,X,X,O,O
OISJZLT,X,X,X,O,O
OISZTLJ,O,X,O,O,X
OISZTJL,O,X,X,O,X
OISZLTJ,X,X,O,O,X
OISZLJT,O,X,X,O,X
OISZJTL,O,X,X,O,X
OISZJLT,O,X,X,O,X
OIZTLJS,O,X,X,X,X
OIZTLSJ,O,X,X,X,X
OIZTJLS,O,X,X,X,X
OIZTJSL,O,X,X,X,X
OIZTSLJ,O,X,O,X,X
OIZTSJL,O,X,X,X,X
OIZLTJS,O,X,X,X,X
OIZLTSJ,O,X,X,X,X
OIZLJTS,O,X,X,X,X
OIZLJST,O,X,X,O,X
OIZLSTJ,X,X,O,O,X
OIZLSJT,O,X,X,O,X
OIZJTLS,O,X,X,X,X
OIZJTSL,O,X,X,X,X
OIZJLTS,O,X,X,X,X
OIZJLST,O,X,X,O,X
OIZJSTL,O,X,X,O,X
OIZJSLT,O,X,X,O,X
OIZSTLJ,O,X,O,O,X
OIZSTJL,O,X,X,O,X
OIZSLTJ,X,X,O,O,X
OIZSLJT,O,X,X,O,X
OIZSJTL,O,X,X,O,X
OIZSJLT,O,X,X,O,X
OLTIJSZ,X,X,X,O,X
OLTIJZS,O,X,X,X,X
OLTISJZ,X,X,O,O,X
OLTISZJ,O,X,O,O,X
OLTIZJS,O,X,X,X,X
OLTIZSJ,O,X,X,X,X
OLTJISZ,X,X,X,O,X
OLTJIZS,O,X,X,X,X
OLTJSIZ,X,X,X,O,X
OLTJSZI,X,X,X,O,X
OLTJZIS,O,X,X,X,X
OLTJZSI,O,X,X,X,X
OLTSIJZ,X,X,O,O,X
OLTSIZJ,O,X,O,O,X
OLTSJIZ,X,X,O,O,X
OLTSJZI,X,X,X,O,X
OLTSZIJ,O,X,O,O,X
OLTSZJI,O,X,X,O,X
OLTZIJS,O,X,X,X,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,X,X,X,X
OLTZJSI,O,X,X,X,X
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,X,X
OLITJSZ,X,X,X,O,X
OLITJZS,O,X,X,X,X
OLITSJZ,X,X,O,O,X
OLITSZJ,O,X,O,O,X
OLITZJS,O,X,X,X,X
OLITZSJ,O,X,X,X,X
OLIJTSZ,X,X,X,O,O
OLIJTZS,O,X,X,X,X
OLIJSTZ,X,O,O,O,O
OLIJSZT,X,X,X,O,O
OLIJZTS,O,X,X,X,X
OLIJZST,O,X,X,O,O
OLISTJZ,X,O,O,O,O
OLISTZJ,O,O,O,O,X
OLISJTZ,X,O,O,O,O
OLISJZT,X,X,X,O,O
OLISZTJ,X,X,O,O,X
OLISZJT,O,X,X,O,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,X,O,X
OLIZSTJ,X,X,O,O,X
OLIZSJT,O,X,X,O,X
OLJTISZ,X,X,X,O,O
OLJTIZS,O,X,X,X,X
OLJTSIZ,X,X,X,O,O
OLJTSZI,X,X,X,O,O
OLJTZIS,O,X,X,X,X
OLJTZSI,O,X,X,X,X
OLJITSZ,X,X,X,O,O
OLJITZS,O,X,X,X,X
OLJISTZ,X,O,O,O,O
OLJISZT,X,X,X,O,O
OLJIZTS,O,X,X,X,X
OLJIZST,O,X,X,O,O
OLJSTIZ,X,O,O,O,O
OLJSTZI,X,O,X,O,O
OLJSITZ,X,O,O,O,O
OLJSIZT,X,X,X,O,O
OLJSZTI,X,X,X,O,O
OLJSZIT,X,X,X,O,O
OLJZTIS,O,X,X,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,X,O,O
OLJZSTI,X,X,X,O,O
OLJZSIT,O,X,X,O,O
OLSTIJZ,X,O,O,O,O
OLSTIZJ,O,O,O,O,X
OLSTJIZ,X,O,O,O,O
OLSTJZI,X,O,X,O,O
OLSTZIJ,O,O,O,O,X
OLSTZJI,O,O,X,O,X
OLSITJZ,X,O,O,O,O
OLSITZJ,O,O,O,O,X
OLSIJTZ,X,O,O,O,O
OLSIJZT,X,X,X,O,O
OLSIZTJ,X,X,O,O,X
OLSIZJT,O,X,X,O,X
OLSJTIZ,X,O,O,O,O
OLSJTZI,X,O,X,O,O
OLSJITZ,X,O,O,O,O
OLSJIZT,X,X,X,O,O
OLSJZTI,X,X,X,O,O
OLSJZIT,X,X,X,O,O
OLSZTIJ,X,X,O,O,X
OLSZTJI,X,X,X,O,X
OLSZITJ,X,X,O,O,X
OLSZIJT,O,X,X,O,X
OLSZJTI,X,X,X,O,X
OLSZJIT,O,X,X,O,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,X,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,X,O,X
OLZISTJ,X,X,O,O,X
OLZISJT,O,X,X,O,X
OLZJTIS,O,X,X,X,X
OLZJTSI,O,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,X,O,X
OLZJSTI,X,X,X,O,X
OLZJSIT,O,X,X,O,X
OLZSTIJ,X,X,O,O,X
OLZSTJI,X,X,X,O,X
OLZSITJ,X,X,O,O,X
OLZSIJT,O,X,X,O,X
OLZSJTI,X,X,X,O,X
OLZSJIT,O,X,X,O,X
OJTILSZ,X,O,X,O,O
OJTILZS,O,X,X,X,X
OJTISLZ,X,O,O,O,O
OJTISZL,X,O,X,O,O
OJTIZLS,O,X,X,X,X
OJTIZSL,O,O,X,X,X
OJTLISZ,X,O,X,O,O
OJTLIZS,O,X,X,X,X
OJTLSIZ,X,O,X,O,O
OJTLSZI,X,O,X,O,O
OJTLZIS,O,X,X,X,X
OJTLZSI,O,X,X,X,X
OJTSILZ,X,O,O,O,O
OJTSIZL,X,O,X,O,O
OJTSLIZ,X,O,O,O,O
OJTSLZI,X,O,X,O,O
OJTSZIL,X,O,X,O,O
OJTSZLI,X,O,X,O,O
OJTZILS,O,X,X,X,X
OJTZISL,O,O,X,X,X
OJTZLIS,O,X,X,X,X
OJTZLSI,O,X,X,X,X
OJTZSIL,O,O,X,X,X
OJTZSLI,O,O,X,X,X
OJITLSZ,X,O,X,O,O
OJITLZS,O,X,X,X,X
OJITSLZ,X,O,O,O,O
OJITSZL,X,O,X,O,O
OJITZLS,O,X,X,X,X
OJITZSL,O,O,X,X,X
OJILTSZ,X,X,X,O,O
OJILTZS,O,X,X,X,X
OJILSTZ,X,O,O,O,O
OJILSZT,X,X,X,O,O
OJILZTS,O,X,X,X,X
OJILZST,O,X,X,O,O
OJISTLZ,X,O,O,O,O
OJISTZL,X,O,X,O,O
OJISLTZ,X,O,O,O,O
OJISLZT,X,X,X,O,O
OJISZTL,X,X,X,O,O
OJISZLT,X,X,X,O,O
OJIZTLS,O,X,X,X,X
OJIZTSL,O,X,X,X,X
OJIZLTS,O,X,X,X,X
OJIZLST,O,X,X,O,O
OJIZSTL,O,X,X,O,O
OJIZSLT,O,X,X,O,O
OJLTISZ,X,X,X,O,O
OJLTIZS,O,X,X,X,X
OJLTSIZ,X,X,X,O,O
OJLTSZI,X,X,X,O,O
OJLTZIS,O,X,X,X,X
OJLTZSI,O,X,X,X,X
OJLITSZ,X,X,X,O,O
OJLITZS,O,X,X,X,X
OJLISTZ,X,O,O,O,O
OJLISZT,X,X,X,O,O
OJLIZTS,O,X,X,X,X
OJLIZST,O,X,X,O,O
OJLSTIZ,X,O,O,O,O
OJLSTZI,X,O,X,O,O
OJLSITZ,X,O,O,O,O
OJLSIZT,X,X,X,O,O
OJLSZTI,X,X,X,O,O
OJLSZIT,X,X,X,O,O
OJLZTIS,O,X,X,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,X,O,O
OJLZSTI,X,X,X,O,O
OJLZSIT,O,X,X,O,O
OJSTILZ,X,O,O,O,O
OJSTIZL,X,O,X,O,O
OJSTLIZ,X,O,O,O,O
OJSTLZI,X,O,X,O,O
OJSTZIL,X,O,X,O,O
OJSTZLI,X,O,X,O,O
OJSITLZ,X,O,O,O,O
OJSITZL,X,O,X,O,O
OJSILTZ,X,O,O,O,O
OJSILZT,X,X,X,O,O
OJSIZTL,X,X,X,O,O
OJSIZLT,X,X,X,O,O
OJSLTIZ,X,O,O,O,O
OJSLTZI,X,O,X,O,O
OJSLITZ,X,O,O,O,O
OJSLIZT,X,X,X,O,O
OJSLZTI,X,X,X,O,O
OJSLZIT,X,X,X,O,O
OJSZTIL,X,X,X,O,O
OJSZTLI,X,X,X,O,O
OJSZITL,X,X,X,O,O
OJSZILT,X,X,X,O,O
OJSZLTI,X,X,X,O,O
OJSZLIT,X,X,X,O,O
OJZTILS,O,X,X,X,X
OJZTISL,O,X,X,X,X
OJZTLIS,O,X,X,X,X
OJZTLSI,O,X,X,X,X
OJZTSIL,O,X,X,X,X
OJZTSLI,O,X,X,X,X
OJZITLS,O,X,X,X,X
OJZITSL,O,X,X,X,X
OJZILTS,O,X,X,X,X
OJZILST,O,X,X,O,O
OJZISTL,O,X,X,O,O
OJZISLT,O,X,X,O,O
OJZLTIS,O,X,X,X,X
OJZLTSI,O,X,X,X,X
OJZLITS,O,X,X,X,X
OJZLIST,O,X,X,O,O
OJZLSTI,X,X,X,O,O
OJZLSIT,O,X,X,O,O
OJZSTIL,O,X,X,O,O
OJZSTLI,O,X,X,O,O
OJZSITL,O,X,X,O,O
OJZSILT,O,X,X,O,O
OJZSLTI,X,X,X,O,O
OJZSLIT,O,X,X,O,O
OSTILJZ,X,O,O,O,O
OSTILZJ,O,O,O,O,X
OSTIJLZ,X,O,O,O,O
OSTIJZL,X,O,X,O,O
OSTIZLJ,O,O,O,O,X
OSTIZJL,O,O,X,O,X
OSTLIJZ,X,O,O,O,O
OSTLIZJ,O,O,O,O,X
OSTLJIZ,X,O,O,O,O
OSTLJZI,X,O,X,O,O
OSTLZIJ,O,O,O,O,X
OSTLZJI,O,O,X,O,X
OSTJILZ,X,O,O,O,O
OSTJIZL,X,O,X,O,O
OSTJLIZ,X,O,O,O,O
OSTJLZI,X,O,X,O,O
OSTJZIL,X,O,X,O,O
OSTJZLI,X,O,X,O,O
OSTZILJ,O,O,O,O,X
OSTZIJL,O,O,X,O,X
OSTZLIJ,O,O,O,O,X
OSTZLJI,O,O,X,O,X
OSTZJIL,O,O,X,O,X
OSTZJLI,O,O,X,O,X
OSITLJZ,X,O,O,O,O
OSITLZJ,O,O,O,O,X
OSITJLZ,X,O,O,O,O
OSITJZL,X,O,X,O,O
OSITZLJ,O,O,O,O,X
OSITZJL,O,O,X,O,X
OSILTJZ,X,O,O,O,O
OSILTZJ,O,O,O,O,X
OSILJTZ,X,O,O,O,O
OSILJZT,X,X,X,O,O
OSILZTJ,X,X,O,O,X
OSILZJT,O,X,X,O,X
OSIJTLZ,X,O,O,O,O
OSIJTZL,X,O,X,O,O
OSIJLTZ,X,O,O,O,O
OSIJLZT,X,X,X,O,O
OSIJZTL,X,X,X,O,O
OSIJZLT,X,X,X,O,O
OSIZTLJ,O,X,O,O,X
OSIZTJL,O,X,X,O,X
OSIZLTJ,X,X,O,O,X
OSIZLJT,O,X,X,O,X
OSIZJTL,O,X,X,O,X
OSIZJLT,O,X,X,O,X
OSLTIJZ,X,O,O,O,O
OSLTIZJ,O,O,O,O,X
OSLTJIZ,X,O,O,O,O
OSLTJZI,X,O,X,O,O
OSLTZIJ,O,O,O,O,X
OSLTZJI,O,O,X,O,X
OSLITJZ,X,O,O,O,O
OSLITZJ,O,O,O,O,X
OSLIJTZ,X,O,O,O,O
OSLIJZT,X,X,X,O,O
OSLIZTJ,X,X,O,O,X
OSLIZJT,O,X,X,O,X
OSLJTIZ,X,O,O,O,O
OSLJTZI,X,O,X,O,O
OSLJITZ,X,O,O,O,O
OSLJIZT,X,X,X,O,O
OSLJZTI,X,X,X,O,O
OSLJZIT,X,X,X,O,O
OSLZTIJ,X,X,O,O,X
OSLZTJI,X,X,X,O,X
OSLZITJ,X,X,O,O,X
OSLZIJT,O,X,X,O,X
OSLZJTI,X,X,X,O,X
OSLZJIT,O,X,X,O,X
OSJTILZ,X,O,O,O,O
OSJTIZL,X,O,X,O,O
OSJTLIZ,X,O,O,O,O
OSJTLZI,X,O,X,O,O
OSJTZIL,X,O,X,O,O
OSJTZLI,X,O,X,O,O
OSJITLZ,X,O,O,O,O
OSJITZL,X,O,X,O,O
OSJILTZ,X,O,O,O,O
OSJILZT,X,X,X,O,O
OSJIZTL,X,X,X,O,O
OSJIZLT,X,X,X,O,O
OSJLTIZ,X,O,O,O,O
OSJLTZI,X,O,X,O,O
OSJLITZ,X,O,O,O,O
OSJLIZT,X,X,X,O,O
OSJLZTI,X,X,X,O,O
OSJLZIT,X,X,X,O,O
OSJZTIL,X,X,X,O,O
OSJZTLI,X,X,X,O,O
OSJZITL,X,X,X,O,O
OSJZILT,X,X,X,O,O
OSJZLTI,X,X,X,O,O
OSJZLIT,X,X,X,O,O
OSZTILJ,O,X,O,O,X
OSZTIJL,O,X,X,O,X
OSZTLIJ,O,X,O,O,X
OSZTLJI,O,X,X,O,X
OSZTJIL,O,X,X,O,X
OSZTJLI,O,X,X,O,X
OSZITLJ,O,X,O,O,X
OSZITJL,O,X,X,O,X
OSZILTJ,X,X,O,O,X
OSZILJT,O,X,X,O,X
OSZIJTL,O,X,X,O,X
OSZIJLT,O,X,X,O,X
OSZLTIJ,X,X,O,O,X
OSZLTJI,X,X,X,O,X
OSZLITJ,X,X,O,O,X
OSZLIJT,O,X,X,O,X
OSZLJTI,X,X,X,O,X
OSZLJIT,O,X,X,O,X
OSZJTIL,O,X,X,O,X
OSZJTLI,O,X,X,O,X
OSZJITL,O,X,X,O,X
OSZJILT,O,X,X,O,X
OSZJLTI,X,X,X,O,X
OSZJLIT,O,X,X,O,X
OZTILJS,O,X,X,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,O,X,X,X,X
OZTIJSL,O,X,X,X,X
OZTISLJ,O,X,O,X,X
OZTISJL,O,X,X,X,X
OZTLIJS,O,X,X,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,O,X,X,X,X
OZTLJSI,O,X,X,X,X
OZTLSIJ,O,X,X,X,X
OZTLSJI,O,X,X,X,X
OZTJILS,O,X,X,X,X
OZTJISL,O,X,X,X,X
OZTJLIS,O,X,X,X,X
OZTJLSI,O,X,X,X,X
OZTJSIL,O,X,X,X,X
OZTJSLI,O,X,X,X,X
OZTSILJ,O,X,O,X,X
OZTSIJL,O,X,X,X,X
OZTSLIJ,O,X,O,X,X
OZTSLJI,O,X,X,X,X
OZTSJIL,O,X,X,X,X
OZTSJLI,O,X,X,X,X
OZITLJS,O,X,X,X,X
OZITLSJ,O,X,X,X,X
OZITJLS,O,X,X,X,X
OZITJSL,O,X,X,X,X
OZITSLJ,O,X,O,X,X
OZITSJL,O,X,X,X,X
OZILTJS,O,X,X,X,X
OZILTSJ,O,X,X,X,X
OZILJTS,O,X,X,X,X
OZILJST,O,X,X,O,X
OZILSTJ,X,X,O,O,X
OZILSJT,O,X,X,O,X
OZIJTLS,O,X,X,X,X
OZIJTSL,O,X,X,X,X
OZIJLTS,O,X,X,X,X
OZIJLST,O,X,X,O,X
OZIJSTL,O,X,X,O,X
OZIJSLT,O,X,X,O,X
OZISTLJ,O,X,O,O,X
OZISTJL,O,X,X,O,X
OZISLTJ,X,X,O,O,X
OZISLJT,O,X,X,O,X
OZISJTL,O,X,X,O,X
OZISJLT,O,X,X,O,X
OZLTIJS,O,X,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,X,X,X,X
OZLTJSI,O,X,X,X,X
OZLTSIJ,O,X,X,X,X
OZLTSJI,O,X,X,X,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,X,X,X,X
OZLIJST,O,X,X,O,X
OZLISTJ,X,X,O,O,X
OZLISJT,O,X,X,O,X
OZLJTIS,O,X,X,X,X
OZLJTSI,O,X,X,X,X
OZLJITS,O,X,X,X,X
OZLJIST,O,X,X,O,X
OZLJSTI,X,X,X,O,X
OZLJSIT,O,X,X,O,X
OZLSTIJ,X,X,O,O,X
OZLSTJI,X,X,X,O,X
OZLSITJ,X,X,O,O,X
OZLSIJT,O,X,X,O,X
OZLSJTI,X,X,X,O,X
OZLSJIT,O,X,X,O,X
OZJTILS,O,X,X,X,X
OZJTISL,O,X,X,X,X
OZJTLIS,O,X,X,X,X
OZJTLSI,O,X,X,X,X
OZJTSIL,O,X,X,X,X
OZJTSLI,O,X,X,X,X
OZJITLS,O,X,X,X,X
OZJITSL,O,X,X,X,X
OZJILTS,O,X,X,X,X
OZJILST,O,X,X,O,X
OZJISTL,O,X,X,O,X
OZJISLT,O,X,X,O,X
OZJLTIS,O,X,X,X,X
OZJLTSI,O,X,X,X,X
OZJLITS,O,X,X,X,X
OZJLIST,O,X,X,O,X
OZJLSTI,X,X,X,O,X
OZJLSIT,O,X,X,O,X
OZJSTIL,O,X,X,O,X
OZJSTLI,O,X,X,O,X
OZJSITL,O,X,X,O,X
OZJSILT,O,X,X,O,X
OZJSLTI,X,X,X,O,X
OZJSLIT,O,X,X,O,X
OZSTILJ,O,X,O,O,X
OZSTIJL,O,X,X,O,X
OZSTLIJ,O,X,O,O,X
OZSTLJI,O,X,X,O,X
OZSTJIL,O,X,X,O,X
OZSTJLI,O,X,X,O,X
OZSITLJ,O,X,O,O,X
OZSITJL,O,X,X,O,X
OZSILTJ,X,X,O,O,X
OZSILJT,O,X,X,O,X
OZSIJTL,O,X,X,O,X
OZSIJLT,O,X,X,O,X
OZSLTIJ,X,X,O,O,X
OZSLTJI,X,X,X,O,X
OZSLITJ,X,X,O,O,X
OZSLIJT,O,X,X,O,X
OZSLJTI,X,X,X,O,X
OZSLJIT,O,X,X,O,X
OZSJTIL,O,X,X,O,X
OZSJTLI,O,X,X,O,X
OZSJITL,O,X,X,O,X
OZSJILT,O,X,X,O,X
OZSJLTI,X,X,X,O,X
OZSJLIT,O,X,X,O,X
