sequence,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFOgB8gBfiB6?iBZjBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFibBGdBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Je2/IvhFzbBfiB6iBZ?jBUgBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBSiBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jex6IvhF8gBzcBmfBa?oB3iBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBRdBUgBe?oBXnBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBRiB3gBU?iBaoBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBmdBUgB1?nBRsBfsB
LOSZJIT,O,O,O,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,X,O
LOZTISJ,O,X,X,X,X,X,X,O
LOZTJIS,O,X,X,X,O,O,X,X
LOZTJSI,O,X,X,X,O,O,X,X
LOZTSIJ,O,X,X,X,X,X,X,X
LOZTSJI,O,X,X,X,O,X,X,X
LOZITJS,O,X,X,X,X,X,X,O
LOZITSJ,O,X,X,X,X,X,X,O
LOZIJTS,O,X,X,O,O,O,X,O
LOZIJST,O,O,X,O,O,O,X,X
LOZISTJ,O,O,X,X,X,X,X,O
LOZISJT,O,O,X,X,X,X,X,X
LOZJTIS,O,X,X,X,O,O,X,X
LOZJTSI,O,X,X,X,O,O,X,X
LOZJITS,O,X,X,O,O,O,X,O
LOZJIST,O,O,X,O,O,O,X,X
LOZJSTI,O,O,X,X,O,O,X,X
LOZJSIT,O,O,X,X,O,O,X,X
LOZSTIJ,O,O,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,O
LOZSIJT,O,O,X,X,X,X,X,X
LOZSJTI,O,O,X,X,O,O,X,X
LOZSJIT,O,O,X,X,O,O,X,X
JTILSZO,X,X,O,X,X,X,X,X
JTILSOZ,X,X,O,O,X,X,X,X
JTILZSO,X,X,X,X,O,X,X,X
JTILZOS,X,X,X,O,O,O,X,X
JTILOSZ,X,X,O,O,X,O,O,X
JTILOZS,X,X,X,O,O,O,O,X
JTISLZO,O,O,O,X,X,X,X,X
JTISLOZ,O,O,O,O,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X
JTISOLZ,O,O,O,O,X,X,O,X
JTISOZL,O,O,O,X,X,X,O,X
JTIZLSO,O,O,X,X,O,X,X,X
JTIZLOS,O,O,X,O,O,O,X,X
JTIZSLO,O,O,O,X,O,X,X,X
JTIZSOL,O,O,O,X,O,X,X,X
JTIZOLS,O,O,X,O,O,O,O,X
JTIZOSL,O,O,O,X,O,X,O,X
JTIOLSZ,X,X,O,O,X,O,O,X
JTIOLZS,X,X,X,O,O,O,O,X
JTIOSLZ,O,O,O,O,X,X,O,X
JTIOSZL,O,O,O,X,X,X,O,X
JTIOZLS,O,O,X,O,O,X,O,X
JTIOZSL,O,O,O,X,O,X,O,X
JTLISZO,X,X,O,X,X,X,X,X
JTLISOZ,X,X,O,O,X,X,X,X
JTLIZSO,X,X,X,X,O,X,X,X
JTLIZOS,X,X,X,O,O,O,X,X
JTLIOSZ,X,X,O,O,X,O,O,X
JTLIOZS,X,X,X,O,O,O,O,X
JTLSIZO,X,X,O,X,X,O,X,X
JTLSIOZ,X,X,O,O,X,O,X,X
JTLSZIO,X,X,O,X,O,O,X,X
JTLSZOI,X,X,O,X,O,O,X,X
JTLSOIZ,X,X,O,O,X,O,X,X
JTLSOZI,X,X,O,X,O,X,X,X
JTLZISO,X,X,X,X,O,X,X,X
JTLZIOS,X,X,X,O,O,O,X,X
JTLZSIO,X,X,X,X,O,O,X,X
JTLZSOI,X,X,X,X,O,O,X,X
JTLZOIS,X,X,X,O,O,O,X,X
JTLZOSI,X,X,X,X,O,O,X,X
JTLOISZ,X,X,O,O,X,O,O,X
JTLOIZS,X,X,X,O,O,O,O,X
JTLOSIZ,X,X,O,O,X,O,X,X
JTLOSZI,X,X,O,X,O,X,X,X
JTLOZIS,X,X,X,O,O,X,X,X
JTLOZSI,X,X,X,X,O,X,X,X
JTSILZO,O,O,O,X,X,O,X,X
JTSILOZ,O,O,O,O,X,O,X,X
JTSIZLO,O,O,O,X,X,O,X,X
JTSIZOL,O,O,O,X,X,O,X,X
JTSIOLZ,O,O,O,O,X,O,O,X
JTSIOZL,O,O,O,X,X,X,O,X
JTSLIZO,O,O,O,X,X,O,X,X
JTSLIOZ,O,O,O,O,X,O,X,X
JTSLZIO,O,O,O,X,O,O,X,X
JTSLZOI,O,O,O,X,O,O,X,X
JTSLOIZ,O,O,O,O,X,O,X,X
JTSLOZI,O,O,O,X,O,X,X,X
JTSZILO,O,O,O,X,O,O,X,X
JTSZIOL,O,O,O,X,O,O,X,X
JTSZLIO,O,O,O,X,O,O,X,X
JTSZLOI,O,O,O,X,O,O,X,X
JTSZOIL,O,O,O,X,O,O,X,X
JTSZOLI,O,O,O,X,O,O,X,X
JTSOILZ,O,O,O,O,X,O,O,X
JTSOIZL,O,O,O,X,X,X,O,X
JTSOLIZ,O,O,O,O,X,O,X,X
JTSOLZI,O,O,O,X,O,X,X,X
JTSOZIL,O,O,O,X,O,X,X,X
JTSOZLI,O,O,O,X,O,X,X,X
JTZILSO,O,O,X,X,O,X,X,X
JTZILOS,O,O,X,O,O,O,X,X
JTZISLO,O,O,O,X,O,X,X,X
JTZISOL,O,O,O,X,O,X,X,X
JTZIOLS,O,O,X,O,O,O,O,X
JTZIOSL,O,O,O,X,O,X,O,X
JTZLISO,O,O,X,X,O,X,X,X
JTZLIOS,O,O,X,O,O,O,X,X
JTZLSIO,O,O,X,X,O,O,X,X
JTZLSOI,O,O,X,X,O,O,X,X
JTZLOIS,O,O,X,O,O,O,X,X
JTZLOSI,O,O,X,X,O,O,X,X
JTZSILO,O,O,O,X,O,O,X,X
JTZSIOL,O,O,O,X,O,O,X,X
JTZSLIO,O,O,O,X,O,O,X,X
JTZSLOI,O,O,O,X,O,O,X,X
JTZSOIL,O,O,O,X,O,O,X,X
JTZSOLI,O,O,O,X,O,O,X,X
JTZOILS,O,O,X,O,O,O,O,X
JTZOISL,O,O,O,X,O,X,O,X
JTZOLIS,O,O,X,O,O,O,X,X
JTZOLSI,O,O,X,X,O,O,X,X
JTZOSIL,O,O,O,X,O,O,X,X
JTZOSLI,O,O,O,X,O,O,X,X
JTOILSZ,X,X,O,O,X,O,O,X
JTOILZS,X,X,X,O,O,O,O,X
JTOISLZ,O,O,O,O,X,X,O,X
JTOISZL,O,O,O,X,X,X,O,X
JTOIZLS,O,O,X,O,O,X,O,X
JTOIZSL,O,O,O,X,O,X,O,X
JTOLISZ,X,X,O,O,X,O,O,X
JTOLIZS,X,X,X,O,O,O,O,X
JTOLSIZ,X,X,O,O,X,O,X,X
JTOLSZI,X,X,O,X,O,X,X,X
JTOLZIS,X,X,X,O,O,X,X,X
JTOLZSI,X,X,X,X,O,X,X,X
JTOSILZ,O,O,O,O,X,O,O,X
JTOSIZL,O,O,O,X,X,X,O,X
JTOSLIZ,O,O,O,O,X,O,X,X
JTOSLZI,O,O,O,X,O,X,X,X
JTOSZIL,O,O,O,X,O,X,X,X
JTOSZLI,O,O,O,X,O,X,X,X
JTOZILS,O,O,X,O,O,X,O,X
JTOZISL,O,O,O,X,O,X,O,X
JTOZLIS,O,O,X,O,O,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X
JTOZSIL,O,O,O,X,O,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X
JITLSZO,X,X,O,X,X,X,X,X
JITLSOZ,X,X,O,O,X,X,X,X
JITLZSO,X,X,X,X,O,X,X,O
JITLZOS,X,X,X,O,O,O,X,O
JITLOSZ,X,X,O,O,X,O,O,X
JITLOZS,X,X,X,O,O,O,O,X
JITSLZO,O,O,O,X,X,X,X,X
JITSLOZ,O,O,O,O,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,O,O,O,X,X,O,X
JITSOZL,O,O,O,X,X,X,O,X
JITZLSO,O,O,X,X,O,X,X,O
JITZLOS,O,O,X,O,O,O,X,O
JITZSLO,O,O,O,X,O,X,X,O
JITZSOL,O,O,O,X,O,X,X,O
JITZOLS,O,O,X,O,O,O,O,O
JITZOSL,O,O,O,X,O,X,O,O
JITOLSZ,X,X,O,O,X,O,O,X
JITOLZS,X,X,X,O,O,O,O,X
JITOSLZ,O,O,O,O,X,X,O,X
JITOSZL,O,O,O,X,X,X,O,X
JITOZLS,O,O,X,O,O,X,O,X
JITOZSL,O,O,O,X,O,X,O,X
JILTSZO,X,X,O,X,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,O
JILTZOS,X,X,X,O,X,O,X,O
JILTOSZ,X,X,O,O,X,O,X,X
JILTOZS,X,X,X,O,X,O,X,X
JILSTZO,X,X,X,X,X,O,X,X
JILSTOZ,X,X,O,X,X,O,X,X
JILSZTO,X,X,X,X,X,O,X,X
JILSZOT,X,X,O,X,X,O,X,X
JILSOTZ,X,X,O,O,X,O,X,X
JILSOZT,X,X,O,O,X,O,X,X
JILZTSO,X,X,X,X,X,X,X,O
JILZTOS,X,X,X,X,O,O,X,O
JILZSTO,X,X,X,X,X,O,X,X
JILZSOT,X,X,X,X,O,O,X,X
JILZOTS,X,X,X,O,O,O,X,O
JILZOST,X,X,X,O,O,O,X,X
JILOTSZ,X,X,O,O,X,O,O,X
JILOTZS,X,X,X,O,X,O,O,X
JILOSTZ,X,X,O,O,X,O,O,X
JILOSZT,X,X,O,O,X,O,O,X
JILOZTS,X,X,X,O,O,O,O,X
JILOZST,X,X,X,O,O,O,O,X
JISTLZO,X,O,O,X,X,O,X,X
JISTLOZ,X,O,O,O,X,O,X,X
JISTZLO,X,O,O,X,X,O,X,X
JISTZOL,X,O,O,X,X,O,X,X
JISTOLZ,X,O,O,O,X,O,X,X
JISTOZL,X,O,O,X,X,X,X,X
JISLTZO,X,O,X,X,X,O,X,X
JISLTOZ,X,O,O,X,X,O,X,X
JISLZTO,O,O,X,X,X,O,X,X
JISLZOT,O,O,O,X,X,O,X,X
JISLOTZ,X,O,O,O,X,O,X,X
JISLOZT,O,O,O,O,X,O,X,X
JISZTLO,O,O,X,X,X,O,X,X
JISZTOL,O,O,X,X,X,O,X,X
JISZLTO,O,O,X,X,X,O,X,X
JISZLOT,O,O,O,X,X,O,X,X
JISZOTL,O,O,X,X,X,O,X,X
JISZOLT,O,O,O,X,X,O,X,X
JISOTLZ,X,O,O,O,X,O,O,X
JISOTZL,X,O,O,X,X,X,O,X
JISOLTZ,X,O,O,O,X,O,O,X
JISOLZT,O,O,O,O,X,O,O,X
JISOZTL,O,O,X,X,X,O,O,X
JISOZLT,O,O,O,X,X,O,O,X
JIZTLSO,O,X,X,X,O,X,X,O
JIZTLOS,O,X,X,O,O,O,X,O
JIZTSLO,O,O,O,X,O,X,X,O
JIZTSOL,O,O,O,X,O,X,X,O
JIZTOLS,O,X,X,O,O,O,X,O
JIZTOSL,O,O,O,X,O,X,X,O
JIZLTSO,O,X,X,X,O,X,X,O
JIZLTOS,O,X,X,X,O,O,X,O
JIZLSTO,O,O,X,X,X,O,X,X
JIZLSOT,O,O,X,X,O,O,X,X
JIZLOTS,O,X,X,O,O,O,X,O
JIZLOST,O,O,X,O,O,O,X,X
JIZSTLO,O,O,X,X,O,O,X,X
JIZSTOL,O,O,X,X,O,O,X,X
JIZSLTO,O,O,X,X,X,O,X,X
JIZSLOT,O,O,O,X,O,O,X,X
JIZSOTL,O,O,X,X,O,O,X,X
JIZSOLT,O,O,O,X,O,O,X,X
JIZOTLS,O,X,X,O,O,O,O,O
JIZOTSL,O,O,O,X,O,X,O,O
JIZOLTS,O,X,X,O,O,O,O,O
JIZOLST,O,O,X,O,O,O,O,X
JIZOSTL,O,O,X,X,O,O,O,X
JIZOSLT,O,O,O,X,O,O,O,X
JIOTLSZ,X,X,O,O,X,O,O,X
JIOTLZS,X,X,X,O,O,O,O,X
JIOTSLZ,O,O,O,O,X,X,O,X
JIOTSZL,O,O,O,X,X,X,O,X
JIOTZLS,O,O,X,O,O,X,O,X
JIOTZSL,O,O,O,X,O,X,O,X
JIOLTSZ,X,X,O,O,X,O,O,X
JIOLTZS,X,X,X,O,X,O,O,X
JIOLSTZ,X,X,O,O,X,O,O,X
JIOLSZT,X,X,O,O,X,O,O,X
JIOLZTS,X,X,X,O,O,O,O,X
JIOLZST,X,X,X,O,O,O,O,X
JIOSTLZ,X,O,O,O,X,O,O,X
JIOSTZL,X,O,O,X,X,X,O,X
JIOSLTZ,X,O,O,O,X,O,O,X
JIOSLZT,O,O,O,O,X,O,O,X
JIOSZTL,O,O,X,X,X,X,O,X
JIOSZLT,O,O,O,X,X,O,O,X
JIOZTLS,O,X,X,O,O,O,O,X
JIOZTSL,O,O,O,X,O,X,O,X
JIOZLTS,O,X,X,O,O,O,O,X
JIOZLST,O,O,X,O,O,O,O,X
JIOZSTL,O,O,X,X,O,X,O,X
JIOZSLT,O,O,O,X,O,O,O,X
JLTISZO,X,X,O,X,X,X,X,X
JLTISOZ,X,X,O,O,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X
JLTIZOS,X,X,X,O,O,O,X,X
JLTIOSZ,X,X,O,O,X,O,O,X
JLTIOZS,X,X,X,O,O,O,O,X
JLTSIZO,X,X,O,X,X,O,X,X
JLTSIOZ,X,X,O,O,X,O,X,X
JLTSZIO,X,X,O,X,O,O,X,X
JLTSZOI,X,X,O,X,O,O,X,X
JLTSOIZ,X,X,O,O,X,O,X,X
JLTSOZI,X,X,O,X,O,X,X,X
JLTZISO,X,X,X,X,O,X,X,X
JLTZIOS,X,X,X,O,O,O,X,X
JLTZSIO,X,X,X,X,O,O,X,X
JLTZSOI,X,X,X,X,O,O,X,X
JLTZOIS,X,X,X,O,O,O,X,X
JLTZOSI,X,X,X,X,O,O,X,X
JLTOISZ,X,X,O,O,X,O,O,X
JLTOIZS,X,X,X,O,O,O,O,X
JLTOSIZ,X,X,O,O,X,O,X,X
JLTOSZI,X,X,O,X,O,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X
JLITSZO,X,X,O,X,X,X,X,X
JLITSOZ,X,X,O,O,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,O
JLITZOS,X,X,X,O,X,O,X,O
JLITOSZ,X,X,O,O,X,O,X,X
JLITOZS,X,X,X,O,X,O,X,X
JLISTZO,X,X,X,X,X,O,X,X
JLISTOZ,X,X,O,X,X,O,X,X
JLISZTO,X,X,X,X,X,O,X,X
JLISZOT,X,X,O,X,X,O,X,X
JLISOTZ,X,X,O,O,X,O,X,X
JLISOZT,X,X,O,O,X,O,X,X
JLIZTSO,X,X,X,X,X,X,X,O
JLIZTOS,X,X,X,X,O,O,X,O
JLIZSTO,X,X,X,X,X,O,X,X
JLIZSOT,X,X,X,X,O,O,X,X
JLIZOTS,X,X,X,O,O,O,X,O
JLIZOST,X,X,X,O,O,O,X,X
JLIOTSZ,X,X,O,O,X,O,O,X
JLIOTZS,X,X,X,O,X,O,O,X
JLIOSTZ,X,X,O,O,X,O,O,X
JLIOSZT,X,X,O,O,X,O,O,X
JLIOZTS,X,X,X,O,O,O,O,X
JLIOZST,X,X,X,O,O,O,O,X
JLSTIZO,X,X,O,X,X,O,X,X
JLSTIOZ,X,X,O,X,X,O,X,X
JLSTZIO,X,X,O,X,X,O,X,X
JLSTZOI,X,X,O,X,X,O,X,X
JLSTOIZ,X,X,O,X,X,O,X,X
JLSTOZI,X,X,O,X,X,X,X,X
JLSITZO,X,X,X,X,X,O,X,X
JLSITOZ,X,X,O,X,X,O,X,X
JLSIZTO,X,X,X,X,X,O,X,X
JLSIZOT,X,X,O,X,X,O,X,X
JLSIOTZ,X,X,O,O,X,O,X,X
JLSIOZT,X,X,O,O,X,O,X,X
JLSZTIO,X,X,X,X,X,O,X,X
JLSZTOI,X,X,X,X,X,O,X,X
JLSZITO,X,X,X,X,X,O,X,X
JLSZIOT,X,X,O,X,O,O,X,X
JLSZOTI,X,X,X,X,O,O,X,X
JLSZOIT,X,X,O,X,O,O,X,X
JLSOTIZ,X,X,O,X,X,O,X,X
JLSOTZI,X,X,O,X,X,X,X,X
JLSOITZ,X,X,O,O,X,O,X,X
JLSOIZT,X,X,O,O,X,O,X,X
JLSOZTI,X,X,X,X,O,O,X,X
JLSOZIT,X,X,O,X,O,O,X,X
JLZTISO,X,X,X,X,O,X,X,X
JLZTIOS,X,X,X,X,O,O,X,X
JLZTSIO,X,X,X,X,O,O,X,X
JLZTSOI,X,X,X,X,O,O,X,X
JLZTOIS,X,X,X,X,O,O,X,X
JLZTOSI,X,X,X,X,O,O,X,X
JLZITSO,X,X,X,X,O,X,X,O
JLZITOS,X,X,X,X,O,O,X,O
JLZISTO,X,X,X,X,X,O,X,X
JLZISOT,X,X,X,X,O,O,X,X
JLZIOTS,X,X,X,O,O,O,X,O
JLZIOST,X,X,X,O,O,O,X,X
JLZSTIO,X,X,X,X,X,O,X,X
JLZSTOI,X,X,X,X,X,O,X,X
JLZSITO,X,X,X,X,X,O,X,X
JLZSIOT,X,X,X,X,O,O,X,X
JLZSOTI,X,X,X,X,O,O,X,X
JLZSOIT,X,X,X,X,O,O,X,X
JLZOTIS,X,X,X,X,O,O,X,X
JLZOTSI,X,X,X,X,O,O,X,X
JLZOITS,X,X,X,O,O,O,X,O
JLZOIST,X,X,X,O,O,O,X,X
JLZOSTI,X,X,X,X,O,O,X,X
JLZOSIT,X,X,X,X,O,O,X,X
JLOTISZ,X,X,O,O,X,O,O,X
JLOTIZS,X,X,X,O,O,O,O,X
JLOTSIZ,X,X,O,O,X,O,X,X
JLOTSZI,X,X,O,X,O,X,X,X
JLOTZIS,X,X,X,O,O,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X
JLOITSZ,X,X,O,O,X,O,O,X
JLOITZS,X,X,X,O,X,O,O,X
JLOISTZ,X,X,O,O,X,O,O,X
JLOISZT,X,X,O,O,X,O,O,X
JLOIZTS,X,X,X,O,O,O,O,X
JLOIZST,X,X,X,O,O,O,O,X
JLOSTIZ,X,X,O,X,X,O,X,X
JLOSTZI,X,X,O,X,X,X,X,X
JLOSITZ,X,X,O,O,X,O,X,X
JLOSIZT,X,X,O,O,X,O,X,X
JLOSZTI,X,X,X,X,O,O,X,X
JLOSZIT,X,X,O,X,O,O,X,X
JLOZTIS,X,X,X,X,O,O,X,X
JLOZTSI,X,X,X,X,O,O,X,X
JLOZITS,X,X,X,O,O,O,X,X
JLOZIST,X,X,X,O,O,O,X,X
JLOZSTI,X,X,X,X,O,O,X,X
JLOZSIT,X,X,X,X,O,O,X,X
JSTILZO,O,O,O,X,X,O,X,X
JSTILOZ,O,O,O,O,X,O,X,X
JSTIZLO,O,O,O,X,X,O,X,X
JSTIZOL,O,O,O,X,X,O,X,X
JSTIOLZ,O,O,O,O,X,O,O,X
JSTIOZL,O,O,O,X,X,X,O,X
JSTLIZO,O,O,O,X,X,O,X,X
JSTLIOZ,O,O,O,O,X,O,X,X
JSTLZIO,O,O,O,X,O,O,X,X
JSTLZOI,O,O,O,X,O,O,X,X
JSTLOIZ,O,O,O,O,X,O,X,X
JSTLOZI,O,O,O,X,O,X,X,X
JSTZILO,O,O,O,X,O,O,X,X
JSTZIOL,O,O,O,X,O,O,X,X
JSTZLIO,O,O,O,X,O,O,X,X
JSTZLOI,O,O,O,X,O,O,X,X
JSTZOIL,O,O,O,X,O,O,X,X
JSTZOLI,O,O,O,X,O,O,X,X
JSTOILZ,O,O,O,O,X,O,O,X
JSTOIZL,O,O,O,X,X,X,O,X
JSTOLIZ,O,O,O,O,X,O,X,X
JSTOLZI,O,O,O,X,O,X,X,X
JSTOZIL,O,O,O,X,O,X,X,X
JSTOZLI,O,O,O,X,O,X,X,X
JSITLZO,X,O,O,X,X,O,X,X
JSITLOZ,X,O,O,O,X,O,X,X
JSITZLO,X,O,O,X,X,O,X,X
JSITZOL,X,O,O,X,X,O,X,X
JSITOLZ,X,O,O,O,X,O,X,X
JSITOZL,X,O,O,X,X,X,X,X
JSILTZO,X,O,X,X,X,O,X,X
JSILTOZ,X,O,O,X,X,O,X,X
JSILZTO,O,O,X,X,X,O,X,X
JSILZOT,O,O,O,X,X,O,X,X
JSILOTZ,X,O,O,O,X,O,X,X
JSILOZT,O,O,O,O,X,O,X,X
JSIZTLO,O,O,X,X,X,O,X,X
JSIZTOL,O,O,X,X,X,O,X,X
JSIZLTO,O,O,X,X,X,O,X,X
JSIZLOT,O,O,O,X,X,O,X,X
JSIZOTL,O,O,X,X,X,O,X,X
JSIZOLT,O,O,O,X,X,O,X,X
JSIOTLZ,X,O,O,O,X,O,O,X
JSIOTZL,X,O,O,X,X,X,O,X
JSIOLTZ,X,O,O,O,X,O,O,X
JSIOLZT,O,O,O,O,X,O,O,X
JSIOZTL,O,O,X,X,X,O,O,X
JSIOZLT,O,O,O,X,X,O,O,X
JSLTIZO,X,O,O,X,X,O,X,X
JSLTIOZ,X,O,O,X,X,O,X,X
JSLTZIO,X,O,O,X,X,O,X,X
JSLTZOI,X,O,O,X,X,O,X,X
JSLTOIZ,X,O,O,X,X,O,X,X
JSLTOZI,X,O,O,X,X,X,X,X
JSLITZO,X,O,X,X,X,O,X,X
JSLITOZ,X,O,O,X,X,O,X,X
JSLIZTO,O,O,X,X,X,O,X,X
JSLIZOT,O,O,O,X,X,O,X,X
JSLIOTZ,X,O,O,O,X,O,X,X
JSLIOZT,O,O,O,O,X,O,X,X
JSLZTIO,O,O,X,X,X,O,X,X
JSLZTOI,O,O,X,X,X,O,X,X
JSLZITO,O,O,X,X,X,O,X,X
JSLZIOT,O,O,O,X,O,O,X,X
JSLZOTI,O,O,X,X,O,O,X,X
JSLZOIT,O,O,O,X,O,O,X,X
JSLOTIZ,X,O,O,X,X,O,X,X
JSLOTZI,X,O,O,X,X,X,X,X
JSLOITZ,X,O,O,O,X,O,X,X
JSLOIZT,O,O,O,O,X,O,X,X
JSLOZTI,O,O,X,X,O,O,X,X
JSLOZIT,O,O,O,X,O,O,X,X
JSZTILO,O,O,O,X,O,O,X,X
JSZTIOL,O,O,O,X,O,O,X,X
JSZTLIO,O,O,O,X,O,O,X,X
JSZTLOI,O,O,O,X,O,O,X,X
JSZTOIL,O,O,O,X,O,O,X,X
JSZTOLI,O,O,O,X,O,O,X,X
JSZITLO,O,O,X,X,O,O,X,X
JSZITOL,O,O,X,X,O,O,X,X
JSZILTO,O,O,X,X,X,O,X,X
JSZILOT,O,O,O,X,O,O,X,X
JSZIOTL,O,O,X,X,O,O,X,X
JSZIOLT,O,O,O,X,O,O,X,X
JSZLTIO,O,O,X,X,X,O,X,X
JSZLTOI,O,O,X,X,X,O,X,X
JSZLITO,O,O,X,X,X,O,X,X
JSZLIOT,O,O,O,X,O,O,X,X
JSZLOTI,O,O,X,X,O,O,X,X
JSZLOIT,O,O,O,X,O,O,X,X
JSZOTIL,O,O,O,X,O,O,X,X
JSZOTLI,O,O,O,X,O,O,X,X
JSZOITL,O,O,X,X,O,O,X,X
JSZOILT,O,O,O,X,O,O,X,X
JSZOLTI,O,O,X,X,O,O,X,X
JSZOLIT,O,O,O,X,O,O,X,X
JSOTILZ,O,O,O,O,X,O,O,X
JSOTIZL,O,O,O,X,X,X,O,X
JSOTLIZ,O,O,O,O,X,O,X,X
JSOTLZI,O,O,O,X,O,X,X,X
JSOTZIL,O,O,O,X,O,X,X,X
JSOTZLI,O,O,O,X,O,X,X,X
JSOITLZ,X,O,O,O,X,O,O,X
JSOITZL,X,O,O,X,X,X,O,X
JSOILTZ,X,O,O,O,X,O,O,X
JSOILZT,O,O,O,O,X,O,O,X
JSOIZTL,O,O,X,X,X,O,O,X
JSOIZLT,O,O,O,X,X,O,O,X
JSOLTIZ,X,O,O,X,X,O,X,X
JSOLTZI,X,O,O,X,X,X,X,X
JSOLITZ,X,O,O,O,X,O,X,X
JSOLIZT,O,O,O,O,X,O,X,X
JSOLZTI,O,O,X,X,O,O,X,X
JSOLZIT,O,O,O,X,O,O,X,X
JSOZTIL,O,O,O,X,O,O,X,X
JSOZTLI,O,O,O,X,O,O,X,X
JSOZITL,O,O,X,X,O,O,X,X
JSOZILT,O,O,O,X,O,O,X,X
JSOZLTI,O,O,X,X,O,O,X,X
JSOZLIT,O,O,O,X,O,O,X,X
JZTILSO,O,X,X,X,O,X,X,X
JZTILOS,O,X,X,O,O,O,X,X
JZTISLO,O,O,O,X,O,X,X,X
JZTISOL,O,O,O,X,O,X,X,X
JZTIOLS,O,X,X,O,O,O,O,X
JZTIOSL,O,O,O,X,O,X,O,X
JZTLISO,O,X,X,X,O,X,X,X
JZTLIOS,O,X,X,O,O,O,X,X
JZTLSIO,O,X,X,X,O,O,X,X
JZTLSOI,O,X,X,X,O,O,X,X
JZTLOIS,O,X,X,O,O,O,X,X
JZTLOSI,O,X,X,X,O,O,X,X
JZTSILO,O,O,O,X,O,O,X,X
JZTSIOL,O,O,O,X,O,O,X,X
JZTSLIO,O,O,O,X,O,O,X,X
JZTSLOI,O,O,O,X,O,O,X,X
JZTSOIL,O,O,O,X,O,O,X,X
JZTSOLI,O,O,O,X,O,O,X,X
JZTOILS,O,X,X,O,O,O,O,X
JZTOISL,O,O,O,X,O,X,O,X
JZTOLIS,O,X,X,O,O,O,X,X
JZTOLSI,O,X,X,X,O,O,X,X
JZTOSIL,O,O,O,X,O,O,X,X
JZTOSLI,O,O,O,X,O,O,X,X
JZITLSO,O,X,X,X,O,X,X,O
JZITLOS,O,X,X,O,O,O,X,O
JZITSLO,O,O,O,X,O,X,X,O
JZITSOL,O,O,O,X,O,X,X,O
JZITOLS,O,X,X,O,O,O,X,O
JZITOSL,O,O,O,X,O,X,X,O
JZILTSO,O,X,X,X,O,X,X,O
JZILTOS,O,X,X,X,O,O,X,O
JZILSTO,O,O,X,X,X,O,X,X
JZILSOT,O,O,X,X,O,O,X,X
JZILOTS,O,X,X,O,O,O,X,O
JZILOST,O,O,X,O,O,O,X,X
JZISTLO,O,O,X,X,O,O,X,X
JZISTOL,O,O,X,X,O,O,X,X
JZISLTO,O,O,X,X,X,O,X,X
JZISLOT,O,O,O,X,O,O,X,X
JZISOTL,O,O,X,X,O,O,X,X
JZISOLT,O,O,O,X,O,O,X,X
JZIOTLS,O,X,X,O,O,O,O,O
JZIOTSL,O,O,O,X,O,X,O,O
JZIOLTS,O,X,X,O,O,O,O,O
JZIOLST,O,O,X,O,O,O,O,X
JZIOSTL,O,O,X,X,O,O,O,X
JZIOSLT,O,O,O,X,O,O,O,X
JZLTISO,O,X,X,X,O,X,X,X
JZLTIOS,O,X,X,X,O,O,X,X
JZLTSIO,O,X,X,X,O,O,X,X
JZLTSOI,O,X,X,X,O,O,X,X
JZLTOIS,O,X,X,X,O,O,X,X
JZLTOSI,O,X,X,X,O,O,X,X
JZLITSO,O,X,X,X,O,X,X,O
JZLITOS,O,X,X,X,O,O,X,O
JZLISTO,O,O,X,X,X,O,X,X
JZLISOT,O,O,X,X,O,O,X,X
JZLIOTS,O,X,X,O,O,O,X,O
JZLIOST,O,O,X,O,O,O,X,X
JZLSTIO,O,O,X,X,X,O,X,X
JZLSTOI,O,O,X,X,X,O,X,X
JZLSITO,O,O,X,X,X,O,X,X
JZLSIOT,O,O,X,X,O,O,X,X
JZLSOTI,O,O,X,X,O,O,X,X
