sequence,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhFTfB0gBlhB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBKrBWxB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhFxbBCgBXhBl?iBUnBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBlhB3?iBxrBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgBu?nBimB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBTcBl?iBxrB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jem6IvhFCcBTfBlhB3?iBxrBUrB
JZLSTOI,X,O,O,X,O,X,O,X
JZLSITO,X,X,X,O,O,X,O,X
JZLSIOT,X,X,X,O,O,X,O,X
JZLSOTI,X,O,O,X,O,X,O,X
JZLSOIT,X,O,O,O,O,X,O,X
JZLOTIS,O,X,O,O,X,X,O,X
JZLOTSI,X,X,O,O,X,X,O,X
JZLOITS,O,X,O,O,X,X,O,X
JZLOIST,O,O,O,O,O,X,O,X
JZLOSTI,X,O,O,O,O,X,O,X
JZLOSIT,X,O,O,O,O,X,O,X
JZSTILO,O,X,X,O,O,O,O,X
JZSTIOL,O,X,X,O,X,O,O,X
JZSTLIO,X,X,X,X,O,O,O,X
JZSTLOI,X,X,X,X,O,O,O,O
JZSTOIL,O,O,X,X,X,O,X,X
JZSTOLI,X,O,X,X,X,O,X,X
JZSITLO,X,X,X,O,O,X,O,O
JZSITOL,X,X,X,O,X,X,O,O
JZSILTO,X,X,X,O,O,X,O,O
JZSILOT,X,X,X,O,O,X,O,O
JZSIOTL,X,X,X,O,X,X,X,O
JZSIOLT,X,X,X,O,O,X,O,O
JZSLTIO,X,X,X,O,O,O,O,X
JZSLTOI,X,O,X,X,O,O,O,X
JZSLITO,X,X,X,O,O,O,O,X
JZSLIOT,X,X,X,O,O,O,O,X
JZSLOTI,X,O,X,X,O,O,O,X
JZSLOIT,X,O,X,O,O,O,O,X
JZSOTIL,O,O,X,X,X,O,X,X
JZSOTLI,X,O,X,X,X,O,X,X
JZSOITL,O,O,O,O,X,O,X,X
JZSOILT,O,O,O,O,O,O,X,X
JZSOLTI,X,O,X,X,O,O,X,X
JZSOLIT,X,O,X,X,O,O,X,X
JZOTILS,O,X,O,X,X,O,O,X
JZOTISL,O,X,O,X,X,O,O,X
JZOTLIS,O,X,X,O,X,O,O,X
JZOTLSI,X,X,X,O,X,X,O,X
JZOTSIL,O,X,X,O,X,O,X,X
JZOTSLI,X,X,X,X,X,O,X,X
JZOITLS,O,X,O,X,X,O,O,X
JZOITSL,O,X,O,X,X,O,O,X
JZOILTS,O,X,O,O,X,X,O,X
JZOILST,O,O,O,O,O,X,O,X
JZOISTL,O,O,O,O,X,O,X,X
JZOISLT,O,O,O,O,O,O,O,X
JZOLTIS,O,X,O,O,X,X,O,X
JZOLTSI,X,X,O,O,X,X,O,X
JZOLITS,O,X,O,O,X,X,O,X
JZOLIST,O,O,O,O,O,X,O,X
JZOLSTI,X,O,O,O,O,X,O,X
JZOLSIT,X,O,O,O,O,X,O,X
JZOSTIL,O,O,X,O,X,O,X,X
JZOSTLI,X,O,X,X,X,O,X,X
JZOSITL,O,O,O,O,X,O,X,X
JZOSILT,O,O,O,O,O,O,X,X
JZOSLTI,X,O,X,O,O,O,X,X
JZOSLIT,X,O,X,O,O,O,X,X
JOTILSZ,O,X,O,O,X,O,X,X
JOTILZS,O,X,O,O,X,O,X,X
JOTISLZ,X,X,X,O,X,O,X,O
JOTISZL,O,X,O,O,X,O,X,O
JOTIZLS,O,X,O,X,X,O,X,O
JOTIZSL,O,X,O,X,X,O,X,O
JOTLISZ,O,X,O,O,X,O,X,X
JOTLIZS,O,X,O,O,X,O,X,X
JOTLSIZ,O,X,O,O,X,O,X,X
JOTLSZI,O,X,O,O,X,O,X,X
JOTLZIS,O,X,O,O,X,O,X,X
JOTLZSI,X,X,O,O,X,X,X,X
JOTSILZ,X,X,X,O,X,O,X,O
JOTSIZL,O,X,O,O,X,O,X,O
JOTSLIZ,X,X,X,O,X,O,X,O
JOTSLZI,X,X,X,O,X,O,X,O
JOTSZIL,O,X,O,O,X,O,X,X
JOTSZLI,X,X,X,X,X,O,X,O
JOTZILS,O,X,O,X,X,O,X,X
JOTZISL,O,X,O,X,X,O,X,X
JOTZLIS,O,X,X,O,X,O,X,X
JOTZLSI,X,X,X,O,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X
JOTZSLI,X,X,X,X,X,O,X,X
JOITLSZ,O,X,O,O,X,O,X,X
JOITLZS,O,X,O,O,X,O,X,X
JOITSLZ,X,X,X,O,X,O,X,O
JOITSZL,O,X,O,O,X,O,X,O
JOITZLS,O,X,O,X,X,O,X,O
JOITZSL,O,X,O,X,X,O,X,O
JOILTSZ,O,X,O,O,X,O,X,X
JOILTZS,O,X,O,O,X,O,X,X
JOILSTZ,O,X,O,O,X,O,X,O
JOILSZT,O,O,O,O,X,O,X,O
JOILZTS,O,X,O,O,X,X,X,O
JOILZST,O,O,O,O,X,X,X,O
JOISTLZ,O,X,O,O,X,O,X,O
JOISTZL,O,X,O,O,X,O,X,O
JOISLTZ,O,X,O,O,X,O,X,O
JOISLZT,O,O,O,O,X,O,X,O
JOISZTL,O,O,O,O,X,O,X,O
JOISZLT,O,O,O,O,X,O,X,O
JOIZTLS,O,X,O,X,X,O,X,O
JOIZTSL,O,X,O,X,X,O,X,O
JOIZLTS,O,X,O,O,X,X,X,O
JOIZLST,O,O,O,O,X,X,X,O
JOIZSTL,O,O,O,O,X,O,X,O
JOIZSLT,O,O,O,O,X,O,X,O
JOLTISZ,O,X,O,O,X,O,X,X
JOLTIZS,O,X,O,O,X,O,X,X
JOLTSIZ,O,X,O,O,X,O,X,X
JOLTSZI,O,X,O,O,X,O,X,X
JOLTZIS,O,X,O,O,X,O,X,X
JOLTZSI,O,X,O,O,X,X,X,X
JOLITSZ,O,X,O,O,X,O,X,X
JOLITZS,O,X,O,O,X,O,X,X
JOLISTZ,O,X,O,O,X,O,X,O
JOLISZT,O,O,O,O,X,O,X,O
JOLIZTS,O,X,O,O,X,X,X,O
JOLIZST,O,O,O,O,X,X,X,O
JOLSTIZ,O,X,O,O,X,O,X,O
JOLSTZI,O,O,O,O,X,O,X,O
JOLSITZ,O,X,O,O,X,O,X,O
JOLSIZT,O,O,O,O,X,O,X,O
JOLSZTI,O,O,O,O,X,O,X,X
JOLSZIT,O,O,O,O,X,O,X,X
JOLZTIS,O,X,O,O,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X
JOLZITS,O,X,O,O,X,X,X,X
JOLZIST,O,O,O,O,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X
JOSTILZ,O,X,O,O,X,O,X,O
JOSTIZL,O,X,O,O,X,O,X,O
JOSTLIZ,O,X,O,O,X,O,X,O
JOSTLZI,O,X,O,O,X,O,X,O
JOSTZIL,O,O,O,O,X,O,X,X
JOSTZLI,O,O,X,X,X,O,X,O
JOSITLZ,O,X,O,O,X,O,X,O
JOSITZL,O,X,O,O,X,O,X,O
JOSILTZ,O,X,O,O,X,O,X,O
JOSILZT,O,O,O,O,X,O,X,O
JOSIZTL,O,O,O,O,X,O,X,O
JOSIZLT,O,O,O,O,X,O,X,O
JOSLTIZ,O,X,O,O,X,O,X,O
JOSLTZI,O,O,O,O,X,O,X,O
JOSLITZ,O,X,O,O,X,O,X,O
JOSLIZT,O,O,O,O,X,O,X,O
JOSLZTI,O,O,O,O,X,O,X,X
JOSLZIT,O,O,O,O,X,O,X,X
JOSZTIL,O,O,O,O,X,O,X,X
JOSZTLI,O,O,X,X,X,O,X,O
JOSZITL,O,O,O,O,X,O,X,O
JOSZILT,O,O,O,O,X,O,X,O
JOSZLTI,O,O,O,O,X,O,X,X
JOSZLIT,O,O,O,O,X,O,X,X
JOZTILS,O,X,O,X,X,O,X,X
JOZTISL,O,X,O,X,X,O,X,X
JOZTLIS,O,X,X,O,X,O,X,X
JOZTLSI,X,X,X,O,X,X,X,X
JOZTSIL,O,X,X,O,X,O,X,X
JOZTSLI,X,X,X,X,X,O,X,X
JOZITLS,O,X,O,X,X,O,X,O
JOZITSL,O,X,O,X,X,O,X,O
JOZILTS,O,X,O,O,X,X,X,O
JOZILST,O,O,O,O,X,X,X,O
JOZISTL,O,O,O,O,X,O,X,O
JOZISLT,O,O,O,O,X,O,X,O
JOZLTIS,O,X,O,O,X,X,X,X
JOZLTSI,X,X,O,O,X,X,X,X
JOZLITS,O,X,O,O,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X
JOZSTIL,O,O,X,O,X,O,X,X
JOZSTLI,X,O,X,X,X,O,X,O
JOZSITL,O,O,O,O,X,O,X,O
JOZSILT,O,O,O,O,X,O,X,O
JOZSLTI,X,O,X,O,X,O,X,X
JOZSLIT,X,O,X,O,X,O,X,X
STILJZO,O,X,O,O,O,O,O,O
STILJOZ,X,X,X,O,X,X,O,O
STILZJO,O,X,O,O,O,O,O,O
STILZOJ,O,X,O,X,O,O,O,O
STILOJZ,X,X,X,O,X,O,O,O
STILOZJ,O,X,X,X,O,O,O,O
STIJLZO,X,X,X,O,O,O,O,O
STIJLOZ,X,X,X,O,X,X,O,O
STIJZLO,O,X,X,O,X,O,O,O
STIJZOL,O,X,O,O,X,O,O,O
STIJOLZ,X,X,X,O,X,X,O,O
STIJOZL,X,X,X,X,X,O,X,O
STIZLJO,O,X,O,O,O,O,O,O
STIZLOJ,O,X,O,X,O,O,O,O
STIZJLO,O,X,X,O,O,O,O,O
STIZJOL,O,X,O,X,X,O,O,O
STIZOLJ,O,O,O,X,X,O,O,O
STIZOJL,O,O,O,X,X,O,O,O
STIOLJZ,X,X,X,O,X,O,O,O
STIOLZJ,O,X,O,X,O,O,O,O
STIOJLZ,X,X,X,O,X,O,O,O
STIOJZL,O,X,O,X,X,O,X,O
STIOZLJ,O,O,O,X,X,O,O,O
STIOZJL,O,O,O,X,X,O,O,O
STLIJZO,O,X,O,O,O,O,O,X
STLIJOZ,X,X,X,O,X,X,O,O
STLIZJO,O,X,O,O,O,O,O,X
STLIZOJ,O,O,O,X,O,O,O,X
STLIOJZ,O,X,O,O,X,O,O,O
STLIOZJ,O,O,O,X,O,O,O,X
STLJIZO,O,X,O,O,X,O,X,X
STLJIOZ,O,X,X,O,X,X,X,O
STLJZIO,O,X,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,O,X,O
STLJOIZ,O,X,O,O,X,O,X,O
STLJOZI,O,O,O,O,X,O,X,O
STLZIJO,O,X,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,O,O,X
STLZJIO,O,X,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,O,O
STLZOIJ,O,O,O,O,X,O,X,X
STLZOJI,O,O,O,O,O,O,O,O
STLOIJZ,O,X,O,O,X,O,X,O
STLOIZJ,O,O,O,O,X,O,X,X
STLOJIZ,O,X,O,O,X,O,X,O
STLOJZI,O,O,O,O,X,O,X,O
STLOZIJ,O,O,O,O,X,O,X,X
STLOZJI,O,O,O,O,O,O,O,O
STJILZO,O,X,X,O,X,O,X,O
STJILOZ,X,X,X,O,X,X,X,O
STJIZLO,O,X,X,O,X,O,X,O
STJIZOL,O,X,O,O,X,O,X,O
STJIOLZ,O,X,X,O,X,O,X,O
STJIOZL,O,X,X,X,X,O,X,X
STJLIZO,O,X,O,O,X,O,X,X
STJLIOZ,X,X,O,O,X,X,X,O
STJLZIO,O,X,O,O,O,O,X,X
STJLZOI,O,X,O,O,O,O,X,O
STJLOIZ,O,X,O,O,X,O,X,O
STJLOZI,O,X,O,O,X,O,X,O
STJZILO,O,X,X,O,X,O,X,X
STJZIOL,O,X,O,O,X,O,X,X
STJZLIO,O,X,X,O,X,O,X,X
STJZLOI,O,X,X,O,X,O,X,O
STJZOIL,O,O,O,O,X,O,X,X
STJZOLI,O,O,X,X,X,O,X,X
STJOILZ,O,X,O,O,X,O,X,O
STJOIZL,O,X,O,O,X,O,X,X
STJOLIZ,O,X,O,O,X,O,X,O
STJOLZI,O,X,O,O,X,O,X,O
STJOZIL,O,O,O,O,X,O,X,X
STJOZLI,O,O,X,X,X,O,X,O
STZILJO,O,X,O,O,O,O,O,X
STZILOJ,O,X,O,O,O,O,O,X
STZIJLO,O,X,X,O,O,O,O,X
STZIJOL,O,X,O,O,X,O,O,X
STZIOLJ,O,O,O,O,X,O,O,X
STZIOJL,O,O,O,O,X,O,O,X
STZLIJO,X,X,X,O,O,O,O,X
STZLIOJ,O,O,O,O,O,O,O,X
STZLJIO,X,X,X,O,O,O,O,X
STZLJOI,X,O,X,O,O,O,O,O
STZLOIJ,O,O,O,O,X,O,X,X
STZLOJI,X,O,X,O,O,O,O,O
STZJILO,X,X,X,O,O,O,O,X
STZJIOL,O,X,O,O,X,O,O,X
STZJLIO,X,X,X,O,O,X,O,X
STZJLOI,X,X,X,O,O,X,O,O
STZJOIL,O,O,O,O,X,O,X,X
STZJOLI,X,O,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,O,X,X
STZOIJL,O,O,O,O,X,O,X,X
STZOLIJ,O,O,O,O,X,O,X,X
STZOLJI,X,O,X,O,X,O,X,O
STZOJIL,O,O,O,O,X,O,X,X
STZOJLI,X,O,X,X,X,X,X,O
STOILJZ,O,X,O,O,X,O,X,O
STOILZJ,O,O,O,O,X,O,X,O
STOIJLZ,O,X,O,O,X,O,X,O
STOIJZL,O,X,O,O,X,O,X,O
STOIZLJ,O,O,O,O,X,O,X,O
STOIZJL,O,O,O,O,X,O,X,O
STOLIJZ,O,X,O,O,X,O,X,O
STOLIZJ,O,O,O,O,X,O,X,X
STOLJIZ,O,X,O,O,X,O,X,O
STOLJZI,O,O,O,O,X,O,X,O
STOLZIJ,O,O,O,O,X,O,X,X
STOLZJI,O,O,O,O,O,O,X,O
STOJILZ,O,X,O,O,X,O,X,O
STOJIZL,O,X,O,O,X,O,X,O
STOJLIZ,O,X,O,O,X,O,X,O
STOJLZI,O,X,O,O,X,O,X,O
STOJZIL,O,O,O,O,X,O,X,X
STOJZLI,O,O,X,X,X,O,X,O
STOZILJ,O,O,O,O,X,O,X,X
STOZIJL,O,O,O,O,X,O,X,X
STOZLIJ,O,O,O,O,X,O,X,X
STOZLJI,X,O,X,O,X,O,X,O
STOZJIL,O,O,O,O,X,O,X,X
STOZJLI,X,O,X,X,X,X,X,O
SITLJZO,X,X,X,O,O,O,O,O
SITLJOZ,X,X,X,O,X,X,O,O
SITLZJO,X,X,X,X,O,O,O,O
SITLZOJ,O,X,O,X,O,O,O,O
SITLOJZ,X,X,X,X,X,O,O,O
SITLOZJ,X,X,X,X,O,O,O,O
SITJLZO,X,X,X,O,O,O,O,O
SITJLOZ,X,X,X,O,X,X,O,O
SITJZLO,X,X,X,O,X,O,O,O
SITJZOL,O,X,O,O,X,O,O,O
SITJOLZ,X,X,X,O,X,X,O,O
SITJOZL,X,X,X,X,X,X,X,O
SITZLJO,X,X,X,X,O,O,O,O
SITZLOJ,O,X,O,X,O,O,O,O
SITZJLO,X,X,X,X,O,O,O,O
SITZJOL,O,X,O,X,X,O,O,O
SITZOLJ,O,O,O,X,X,O,O,O
SITZOJL,O,O,O,X,X,O,O,O
SITOLJZ,X,X,X,X,X,O,O,O
SITOLZJ,O,X,O,X,O,O,O,O
SITOJLZ,X,X,X,X,X,O,O,O
SITOJZL,O,X,O,X,X,O,X,O
SITOZLJ,O,O,O,X,X,O,O,O
SITOZJL,O,O,O,X,X,O,O,O
SILTJZO,O,X,O,O,O,O,O,O
SILTJOZ,X,X,X,O,X,X,O,O
SILTZJO,O,X,O,X,O,O,O,O
SILTZOJ,O,O,O,X,O,O,O,O
SILTOJZ,O,X,O,X,X,O,O,O
SILTOZJ,O,O,O,X,O,O,O,O
SILJTZO,O,X,X,O,O,X,X,O
SILJTOZ,O,X,X,O,X,X,X,O
SILJZTO,O,X,X,O,O,X,O,O
SILJZOT,O,X,X,O,O,X,O,O
SILJOTZ,O,X,X,O,X,X,X,X
SILJOZT,O,X,X,O,X,X,O,X
SILZTJO,O,X,O,X,O,O,O,O
SILZTOJ,O,O,O,X,O,O,O,O
SILZJTO,X,X,X,O,O,X,O,O
SILZJOT,X,X,X,O,O,X,O,O
SILZOTJ,O,O,O,X,O,O,O,O
SILZOJT,O,O,O,X,O,O,O,O
SILOTJZ,O,X,O,X,X,O,X,O
SILOTZJ,O,O,O,X,O,O,O,O
SILOJTZ,O,X,X,O,X,O,X,O
SILOJZT,O,O,O,O,X,O,O,O
SILOZTJ,O,O,O,X,O,O,O,O
SILOZJT,O,O,O,X,O,O,O,O
SIJTLZO,O,X,X,O,O,X,X,O
SIJTLOZ,X,X,X,O,X,X,X,O
SIJTZLO,O,X,X,O,X,X,X,O
SIJTZOL,O,X,X,O,X,X,X,O
SIJTOLZ,O,X,X,O,X,X,X,O
SIJTOZL,O,X,X,X,X,X,X,O
SIJLTZO,X,X,O,O,O,X,X,O
SIJLTOZ,X,X,O,O,X,X,X,O
SIJLZTO,X,X,O,O,O,X,O,O
SIJLZOT,X,X,O,O,O,X,O,O
SIJLOTZ,X,X,O,O,X,X,X,X
SIJLOZT,X,X,O,O,X,X,O,X
SIJZTLO,O,X,X,O,O,X,O,O
SIJZTOL,O,X,X,O,X,X,X,O
SIJZLTO,X,X,X,O,O,X,O,O
SIJZLOT,X,X,X,O,O,X,O,O
SIJZOTL,O,X,O,O,X,X,X,O
SIJZOLT,O,X,O,O,O,X,O,O
SIJOTLZ,O,X,O,O,X,X,X,O
SIJOTZL,O,X,O,X,X,X,X,O
SIJOLTZ,O,X,O,O,X,X,X,O
SIJOLZT,O,X,O,O,X,X,O,O
SIJOZTL,O,X,O,O,X,X,X,O
SIJOZLT,O,X,O,O,X,X,X,O
SIZTLJO,X,X,X,X,O,X,O,O
SIZTLOJ,O,X,O,X,O,X,O,O
SIZTJLO,X,X,X,X,O,X,O,O
SIZTJOL,O,X,O,X,X,X,O,O
SIZTOLJ,O,O,O,X,X,X,O,O
SIZTOJL,O,O,O,X,X,X,O,O
SIZLTJO,X,X,X,X,O,X,O,O
SIZLTOJ,X,O,X,X,O,X,O,O
SIZLJTO,X,X,X,O,O,X,O,O
SIZLJOT,X,X,X,O,O,X,O,O
SIZLOTJ,X,O,X,X,O,X,O,O
SIZLOJT,X,O,X,X,O,X,O,O
SIZJTLO,X,X,X,O,O,X,O,O
SIZJTOL,X,X,X,O,X,X,O,O
SIZJLTO,X,X,X,O,O,X,O,O
SIZJLOT,X,X,X,O,O,X,O,O
SIZJOTL,X,X,X,O,X,X,X,O
SIZJOLT,X,X,X,O,O,X,O,O
SIZOTLJ,O,O,O,X,X,X,X,O
SIZOTJL,O,O,O,X,X,X,X,O
SIZOLTJ,O,O,O,X,O,X,O,O
SIZOLJT,O,O,O,X,O,X,O,O
SIZOJTL,O,O,O,X,X,X,X,O
SIZOJLT,O,O,O,X,O,X,O,O
SIOTLJZ,O,X,X,X,X,O,X,O
SIOTLZJ,O,O,O,X,O,O,O,O
SIOTJLZ,O,X,O,X,X,O,X,O
SIOTJZL,O,X,O,X,X,O,X,O
SIOTZLJ,O,O,O,X,X,O,X,O
SIOTZJL,O,O,O,X,X,O,X,O
SIOLTJZ,O,X,O,X,X,O,X,O
SIOLTZJ,O,O,O,X,O,O,O,O
SIOLJTZ,O,X,O,O,X,O,X,O
SIOLJZT,O,O,O,O,X,O,O,O
SIOLZTJ,O,O,O,X,O,O,O,O
SIOLZJT,O,O,O,X,O,O,O,O
SIOJTLZ,O,X,O,O,X,O,X,O
SIOJTZL,O,X,O,X,X,O,X,O
SIOJLTZ,O,X,O,O,X,O,X,O
SIOJLZT,O,O,O,O,X,O,O,O
SIOJZTL,O,O,O,O,X,X,X,O
SIOJZLT,O,O,O,O,X,X,X,O
SIOZTLJ,O,O,O,X,X,O,X,O
SIOZTJL,O,O,O,X,X,O,X,O
SIOZLTJ,O,O,O,X,O,O,O,O
SIOZLJT,O,O,O,X,O,O,O,O
SIOZJTL,O,O,O,X,X,X,X,O
SIOZJLT,O,O,O,X,O,X,O,O
SLTIJZO,O,X,O,O,O,O,O,X
SLTIJOZ,X,X,X,O,X,X,O,O
SLTIZJO,O,X,O,O,O,O,O,X
SLTIZOJ,O,O,O,X,O,O,O,X
SLTIOJZ,O,X,O,O,X,O,O,O
SLTIOZJ,O,O,O,X,O,O,O,X
SLTJIZO,O,X,O,O,X,O,X,X
SLTJIOZ,O,X,X,O,X,X,X,O
SLTJZIO,O,X,O,O,O,O,X,X
SLTJZOI,O,O,O,O,O,O,X,O
SLTJOIZ,O,X,O,O,X,O,X,O
SLTJOZI,O,O,O,O,X,O,X,O
SLTZIJO,O,X,O,O,O,O,O,X
SLTZIOJ,O,O,O,O,O,O,O,X
SLTZJIO,O,X,O,O,O,O,O,X
SLTZJOI,O,O,O,O,O,O,O,O
SLTZOIJ,O,O,O,O,X,O,X,X
SLTZOJI,O,O,O,O,O,O,O,O
SLTOIJZ,O,X,O,O,X,O,X,O
SLTOIZJ,O,O,O,O,X,O,X,X
SLTOJIZ,O,X,O,O,X,O,X,O
SLTOJZI,O,O,O,O,X,O,X,O
SLTOZIJ,O,O,O,O,X,O,X,X
SLTOZJI,O,O,O,O,O,O,O,O
SLITJZO,O,X,O,O,O,O,O,O
SLITJOZ,X,X,X,O,X,X,O,O
SLITZJO,O,X,O,X,O,O,O,O
SLITZOJ,O,O,O,X,O,O,O,O
SLITOJZ,O,X,O,X,X,O,O,O
SLITOZJ,O,O,O,X,O,O,O,O
SLIJTZO,O,X,X,O,O,X,X,O
SLIJTOZ,O,X,X,O,X,X,X,O
SLIJZTO,O,X,X,O,O,X,O,O
SLIJZOT,O,X,X,O,O,X,O,O
SLIJOTZ,O,X,X,O,X,X,X,X
SLIJOZT,O,X,X,O,X,X,O,X
SLIZTJO,O,X,O,X,O,O,O,O
SLIZTOJ,O,O,O,X,O,O,O,O
SLIZJTO,X,X,X,O,O,X,O,O
SLIZJOT,X,X,X,O,O,X,O,O
SLIZOTJ,O,O,O,X,O,O,O,O
SLIZOJT,O,O,O,X,O,O,O,O
SLIOTJZ,O,X,O,X,X,O,X,O
SLIOTZJ,O,O,O,X,O,O,O,O
SLIOJTZ,O,X,X,O,X,O,X,O
SLIOJZT,O,O,O,O,X,O,O,O
SLIOZTJ,O,O,O,X,O,O,O,O
SLIOZJT,O,O,O,X,O,O,O,O
SLJTIZO,O,X,O,O,X,O,X,X
SLJTIOZ,O,X,O,O,X,X,X,O
SLJTZIO,O,X,O,O,O,O,X,X
SLJTZOI,O,O,O,O,O,O,X,O
SLJTOIZ,O,X,O,O,X,O,X,O
SLJTOZI,O,O,O,O,X,O,X,O
SLJITZO,O,X,O,O,O,X,X,O
SLJITOZ,O,X,O,O,X,X,X,O
SLJIZTO,O,X,O,O,O,X,X,O
SLJIZOT,O,X,O,O,O,X,X,O
SLJIOTZ,O,X,O,O,X,X,X,X
SLJIOZT,O,X,O,O,X,X,X,X
SLJZTIO,O,X,O,O,O,O,X,X
SLJZTOI,O,O,O,X,O,O,X,X
SLJZITO,O,X,O,O,O,X,X,X
SLJZIOT,O,X,O,O,O,X,X,X
SLJZOTI,O,O,O,X,O,O,X,X
SLJZOIT,O,O,O,O,O,O,X,X
SLJOTIZ,O,X,O,O,X,O,X,X
SLJOTZI,O,O,O,O,X,O,X,X
SLJOITZ,O,X,O,O,X,O,X,X
SLJOIZT,O,O,O,O,X,O,X,X
SLJOZTI,O,O,O,O,X,O,X,X
SLJOZIT,O,O,O,O,X,O,X,X
SLZTIJO,O,X,O,O,O,O,O,X
SLZTIOJ,O,O,O,X,O,O,O,X
SLZTJIO,O,X,O,O,O,O,O,X
SLZTJOI,O,O,O,X,O,O,O,X
SLZTOIJ,O,O,O,X,X,O,X,X
SLZTOJI,O,O,O,X,O,O,O,X
SLZITJO,O,X,O,O,O,O,O,X
SLZITOJ,O,O,O,X,O,O,O,X
SLZIJTO,X,X,X,O,O,X,O,X
SLZIJOT,X,X,X,O,O,X,O,X
SLZIOTJ,O,O,O,X,O,O,O,X
SLZIOJT,O,O,O,O,O,O,O,X
SLZJTIO,O,X,O,O,O,O,O,X
SLZJTOI,O,O,O,X,O,O,O,X
SLZJITO,O,X,X,O,O,X,O,X
SLZJIOT,O,X,X,O,O,X,O,X
SLZJOTI,O,O,O,X,O,O,O,X
SLZJOIT,O,O,O,O,O,O,O,X
SLZOTIJ,O,O,O,X,X,O,X,X
SLZOTJI,O,O,O,X,O,O,X,X
SLZOITJ,O,O,O,X,O,O,X,X
SLZOIJT,O,O,O,O,O,O,X,X
SLZOJTI,O,O,O,X,O,O,O,X
SLZOJIT,O,O,O,O,O,O,O,X
SLOTIJZ,O,X,O,O,X,O,X,O
SLOTIZJ,O,O,O,O,X,O,X,X
SLOTJIZ,O,X,O,O,X,O,X,O
SLOTJZI,O,O,O,O,X,O,X,O
SLOTZIJ,O,O,O,O,X,O,X,X
SLOTZJI,O,O,O,O,O,O,X,O
SLOITJZ,O,X,O,O,X,O,X,O
SLOITZJ,O,O,O,X,O,O,X,O
SLOIJTZ,O,X,O,O,X,O,X,O
SLOIJZT,O,O,O,O,X,O,X,O
SLOIZTJ,O,O,O,X,O,O,X,O
SLOIZJT,O,O,O,O,O,O,X,O
SLOJTIZ,O,X,O,O,X,O,X,O
SLOJTZI,O,O,O,O,X,O,X,O
SLOJITZ,O,X,O,O,X,O,X,O
SLOJIZT,O,O,O,O,X,O,X,O
SLOJZTI,O,O,O,O,X,O,X,X
SLOJZIT,O,O,O,O,X,O,X,X
SLOZTIJ,O,O,O,O,X,O,X,X
SLOZTJI,O,O,O,O,O,O,X,X
SLOZITJ,O,O,O,O,O,O,X,X
SLOZIJT,O,O,O,O,O,O,X,X
SLOZJTI,O,O,O,O,O,O,O,X
SLOZJIT,O,O,O,O,O,O,O,X
SJTILZO,O,X,X,O,X,O,X,O
SJTILOZ,X,X,X,O,X,X,X,O
SJTIZLO,O,X,X,O,X,O,X,O
SJTIZOL,O,X,O,O,X,O,X,O
SJTIOLZ,O,X,X,O,X,O,X,O
SJTIOZL,O,X,X,X,X,O,X,X
SJTLIZO,O,X,O,O,X,O,X,X
SJTLIOZ,X,X,O,O,X,O,X,O
SJTLZIO,O,X,O,O,O,O,X,X
SJTLZOI,O,X,O,O,O,O,X,O
SJTLOIZ,O,X,O,O,X,O,X,O
SJTLOZI,O,X,O,O,X,O,X,O
SJTZILO,O,X,X,O,X,O,X,X
SJTZIOL,O,X,O,O,X,O,X,X
SJTZLIO,O,X,X,O,X,O,X,X
SJTZLOI,O,X,X,O,X,O,X,O
SJTZOIL,O,O,O,O,X,O,X,X
SJTZOLI,O,O,X,X,X,O,X,X
SJTOILZ,O,X,O,O,X,O,X,O
SJTOIZL,O,X,O,O,X,O,X,X
SJTOLIZ,O,X,O,O,X,O,X,O
SJTOLZI,O,X,O,O,X,O,X,O
SJTOZIL,O,O,O,O,X,O,X,X
SJTOZLI,O,O,X,X,X,O,X,O
SJITLZO,O,X,X,O,O,O,X,O
SJITLOZ,X,X,X,O,X,X,X,O
SJITZLO,O,X,X,O,X,O,X,O
SJITZOL,O,X,X,O,X,O,X,O
SJITOLZ,O,X,X,O,X,O,X,O
SJITOZL,O,X,X,X,X,O,X,O
