sequence,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFRbB/iBajBzgBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFygB2iB0fBziB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBmdBKlBzgB0iBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbByiBmgB0iBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBidBOlB8lBziBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hFibBmdB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jem7Iv?hFidBxfBziB0fB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFzbB/iBajBRlBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gByiB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFehB/iBajB0fBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jei6Iv?hFzbBRlB3nBUlBmnBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gBliBRlB8sB3qBisB
LTOSJZI,O,X,O,O,O,X,O,X,X,X,X,X
LTOSZIJ,O,X,O,X,O,X,O,X,X,X,X,X
LTOSZJI,O,X,O,O,O,X,O,X,X,X,X,X
LTOZIJS,X,X,O,X,O,O,O,X,O,X,X,X
LTOZISJ,X,X,O,X,O,O,X,X,X,X,X,X
LTOZJIS,X,X,O,X,O,O,X,X,X,X,X,X
LTOZJSI,X,X,O,O,O,X,X,X,X,X,X,X
LTOZSIJ,X,X,O,X,O,X,O,X,X,X,X,X
LTOZSJI,X,X,O,O,O,X,O,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,O,O,X,X,X
LITJZSO,X,X,X,X,X,O,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,O,X,X,O,X,X,X
LITJOSZ,X,X,X,X,X,X,O,O,O,X,X,X
LITJOZS,X,X,X,X,X,O,O,X,O,X,X,X
LITSJZO,X,X,O,X,X,X,X,O,X,X,O,X
LITSJOZ,X,X,X,X,X,X,X,O,O,X,X,X
LITSZJO,X,X,O,X,X,O,X,O,X,X,O,X
LITSZOJ,X,X,O,X,X,O,X,O,X,X,O,X
LITSOJZ,X,X,O,X,X,X,X,O,O,X,X,X
LITSOZJ,X,X,O,X,X,O,X,O,X,X,X,X
LITZJSO,X,X,O,X,X,O,X,X,X,X,X,X
LITZJOS,X,X,O,X,X,O,X,X,O,X,X,X
LITZSJO,X,X,O,X,X,O,X,X,X,X,X,X
LITZSOJ,X,X,O,X,X,O,X,X,X,X,X,X
LITZOJS,X,X,O,X,X,O,X,X,O,X,X,X
LITZOSJ,X,X,O,X,X,O,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,O,O,O,X,X,X
LITOJZS,X,X,X,X,X,O,O,X,O,X,X,X
LITOSJZ,X,X,O,X,X,X,O,O,O,X,X,X
LITOSZJ,X,X,O,X,X,O,X,O,X,X,X,X
LITOZJS,X,X,O,X,X,O,O,X,O,X,X,X
LITOZSJ,X,X,O,X,X,O,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,O,O,X,X,X
LIJTZSO,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,O,X,X,O,X,X,X
LIJTOSZ,X,X,X,X,X,X,O,O,O,X,X,X
LIJTOZS,X,X,X,X,X,O,O,X,O,X,X,X
LIJSTZO,X,X,X,O,X,X,X,X,X,X,O,X
LIJSTOZ,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,X,X,X,O,X,X,X,X,X,X,O,X
LIJSZOT,X,X,X,O,X,X,X,O,X,X,O,X
LIJSOTZ,X,X,X,O,X,X,X,O,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,O,O,X,O,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X,X,O
LIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,O,X,X,O,X,X,O
LIJZOST,X,X,X,X,X,O,X,X,O,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,O,X,X,X
LIJOTZS,X,X,X,X,X,O,X,X,O,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,O,O,X,X,X
LIJOZTS,X,X,X,X,X,O,X,X,O,X,X,O
LIJOZST,X,X,X,X,X,O,X,X,O,X,X,X
LISTJZO,X,X,O,X,O,X,X,X,X,X,O,X
LISTJOZ,X,X,X,X,O,X,X,O,X,X,X,X
LISTZJO,X,X,O,X,O,O,X,X,X,X,O,X
LISTZOJ,X,X,O,X,O,O,X,X,X,X,O,X
LISTOJZ,X,X,O,X,O,X,X,O,X,X,X,X
LISTOZJ,X,X,O,X,O,O,X,X,X,X,X,X
LISJTZO,X,X,O,O,O,X,X,X,X,X,O,X
LISJTOZ,X,X,X,X,O,X,X,O,X,X,X,X
LISJZTO,X,X,O,O,O,X,X,X,X,X,O,X
LISJZOT,X,X,O,O,O,X,X,O,X,X,O,X
LISJOTZ,X,X,X,O,X,X,X,O,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,O,O,X,O,X
LISZTJO,X,X,O,X,O,X,X,X,X,X,O,X
LISZTOJ,X,X,O,X,O,X,X,X,X,X,O,X
LISZJTO,X,X,O,X,O,X,X,X,X,X,O,X
LISZJOT,X,X,O,X,O,O,X,O,X,X,O,X
LISZOTJ,X,X,O,X,O,X,X,X,X,X,O,X
LISZOJT,X,X,O,X,O,O,X,O,X,X,O,X
LISOTJZ,X,X,O,X,O,X,X,O,X,X,X,X
LISOTZJ,X,X,O,X,O,O,X,X,X,X,X,X
LISOJTZ,X,X,O,O,X,X,X,O,X,X,X,X
LISOJZT,X,X,O,O,X,X,X,O,O,X,O,X
LISOZTJ,X,X,O,X,O,X,X,X,X,X,O,X
LISOZJT,X,X,O,X,O,O,X,O,X,X,O,X
LIZTJSO,X,X,X,X,X,O,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,O,X,X,X,X,X,O
LIZTSJO,X,X,X,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,O,X,X,X,X,X,X
LIZTOJS,X,X,X,X,X,O,X,X,X,X,X,O
LIZTOSJ,X,X,X,X,X,O,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X,X,O
LIZJSTO,X,X,O,X,O,O,X,X,X,X,X,X
LIZJSOT,X,X,O,X,O,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,O,X,X,O,X,X,O
LIZJOST,X,X,O,X,X,O,X,X,O,X,X,X
LIZSTJO,X,X,O,X,O,O,X,X,X,X,O,X
LIZSTOJ,X,X,X,X,O,O,X,X,X,X,O,X
LIZSJTO,X,X,O,X,O,O,X,X,X,X,O,X
LIZSJOT,X,X,O,X,O,O,X,X,X,X,O,X
LIZSOTJ,X,X,O,X,O,O,X,X,X,X,O,X
LIZSOJT,X,X,O,X,O,O,X,X,X,X,O,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X,X,O
LIZOTSJ,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,O,X,X,O,X,X,O
LIZOJST,X,X,O,X,X,O,X,X,O,X,X,X
LIZOSTJ,X,X,O,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,O,X,X,X
LIOTJZS,X,X,X,X,X,O,X,X,O,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,O,O,X,X,X
LIOTSZJ,X,X,O,X,X,O,X,O,X,X,X,X
LIOTZJS,X,X,O,X,X,O,X,X,O,X,X,X
LIOTZSJ,X,X,O,X,X,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,O,X,X,X
LIOJTZS,X,X,X,X,X,O,X,X,O,X,X,X
LIOJSTZ,X,X,X,O,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,O,O,X,X,X
LIOJZTS,X,X,X,X,X,O,X,X,O,X,X,O
LIOJZST,X,X,X,X,X,O,X,X,O,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,O,O,X,X,X,O,X,X,X,X
LIOSJZT,X,X,O,O,X,X,X,O,O,X,O,X
LIOSZTJ,X,X,O,X,X,X,X,X,X,X,O,X
LIOSZJT,X,X,O,X,X,O,X,O,X,X,O,X
LIOZTJS,X,X,X,X,X,O,X,X,X,X,X,O
LIOZTSJ,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,O,X,X,O,X,X,O
LIOZJST,X,X,O,X,X,O,X,X,O,X,X,X
LIOZSTJ,X,X,O,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,O,O,X,X,X,O,X,O,X,X
LJTSIOZ,O,X,X,O,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,O,X,X,X,O,X,O,X,X
LJTSZOI,O,X,O,O,X,X,X,X,X,O,X,X
LJTSOIZ,O,X,O,O,X,X,X,O,X,X,X,X
LJTSOZI,O,X,O,O,X,X,X,X,X,O,X,X
LJTZISO,O,X,O,X,X,X,X,X,X,O,X,X
LJTZIOS,X,X,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,O,O,X,X,X,X,X,O,X,X
LJTZSOI,O,X,O,O,X,X,X,X,X,O,X,X
LJTZOIS,O,X,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,O,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,O,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,O,X,X,X
LJISTZO,O,X,X,O,X,X,X,X,X,X,O,X
LJISTOZ,O,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,X,O,X,X,X,X,X,X,O,X
LJISZOT,O,X,X,O,X,X,X,O,X,X,O,X
LJISOTZ,O,X,X,O,X,X,X,O,X,X,X,X
LJISOZT,O,X,X,O,X,X,X,O,O,X,O,X
LJIZTSO,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,O,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,O,O,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,O,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,O,X,X,X
LJSTIZO,O,X,O,O,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,O,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X,X,O,X,X
LJSTZOI,O,O,O,O,X,X,X,X,X,O,X,X
LJSTOIZ,O,X,O,O,X,X,X,X,X,X,X,X
LJSTOZI,O,X,O,O,X,X,X,X,X,X,X,X
LJSITZO,O,X,O,O,O,X,X,X,X,X,O,X
LJSITOZ,O,X,X,O,O,X,X,O,X,X,X,X
LJSIZTO,O,O,O,O,O,X,X,X,X,O,O,X
LJSIZOT,O,O,O,O,O,X,X,O,X,O,O,X
LJSIOTZ,O,X,X,O,X,X,X,O,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,O,X,X,O,X
LJSZTIO,O,O,O,O,O,X,X,X,X,O,X,X
LJSZTOI,O,O,O,O,X,X,X,X,X,O,X,X
LJSZITO,O,O,O,O,O,X,X,X,X,O,X,X
LJSZIOT,O,O,O,O,O,X,X,O,X,O,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,O,X,X
LJSZOIT,O,O,O,O,O,X,X,X,X,O,X,X
LJSOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,O,X,X,X,O,X,X,X,X
LJSOIZT,O,X,O,O,X,X,X,O,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,O,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,O,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,O,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,O,X,X,X,X,O,X,X
LJZTSOI,O,O,O,X,X,X,X,X,X,O,X,X
LJZTOIS,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,O,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,O,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,O,X,X,X,X,O,X,X
LJZISOT,O,O,O,X,O,X,X,X,X,O,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,O,X,X,X,X,O,X,X
LJZSTOI,O,O,O,O,X,X,X,X,X,O,X,X
LJZSITO,O,O,O,O,O,X,X,X,X,O,X,X
LJZSIOT,O,O,O,O,O,X,X,X,X,O,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X,O,X,X
LJZSOIT,O,O,O,O,O,X,X,X,X,O,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,O,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,O,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,O,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,O,X,X,X
LJOISTZ,O,X,X,O,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,O,X,X,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,O,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,O,X,X,X,X,X,X,X,X
LJOSZIT,O,X,O,O,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,O,O,X,X,X,X,X,X,X,X
LJOZSIT,X,X,O,O,X,X,X,X,X,X,X,X
LSTIJZO,X,O,O,O,O,X,X,X,X,X,O,X
LSTIJOZ,X,X,X,O,O,X,O,O,X,X,X,X
LSTIZJO,X,O,O,X,O,X,X,X,X,X,O,X
LSTIZOJ,X,O,O,X,O,X,X,X,X,X,O,X
LSTIOJZ,X,X,O,O,O,X,O,O,X,X,X,X
LSTIOZJ,X,X,O,X,O,X,O,X,X,X,X,X
LSTJIZO,O,O,O,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,O,O,X,O,O,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,O,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,O,X,X
LSTJOIZ,O,X,O,O,X,X,O,X,X,X,X,X
LSTJOZI,O,O,O,O,X,X,O,X,X,X,X,X
LSTZIJO,X,O,O,X,O,X,X,X,X,O,X,X
LSTZIOJ,X,O,O,X,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,O,X,X,X,X,O,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X,O,X,X
LSTZOIJ,O,O,O,X,O,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,O,O,O,X,O,X,X,X,X,X
LSTOIZJ,X,X,O,X,O,X,O,X,X,X,X,X
LSTOJIZ,O,X,O,O,O,X,O,X,X,X,X,X
LSTOJZI,O,O,O,O,O,X,O,X,X,X,X,X
LSTOZIJ,X,O,O,X,O,X,O,X,X,X,X,X
LSTOZJI,X,O,O,O,O,X,O,X,X,X,X,X
LSITJZO,X,O,O,X,O,X,X,X,X,X,O,X
LSITJOZ,X,X,X,X,O,X,O,O,X,X,X,X
LSITZJO,X,O,O,X,O,X,X,X,X,X,O,X
LSITZOJ,X,O,O,X,O,X,X,X,X,X,O,X
LSITOJZ,X,X,O,X,O,X,O,O,X,X,X,X
LSITOZJ,X,X,O,X,O,X,O,X,X,X,X,X
LSIJTZO,O,X,O,O,O,X,X,X,X,X,O,X
LSIJTOZ,O,X,X,X,O,X,O,O,X,X,X,X
LSIJZTO,O,O,O,O,O,X,X,X,X,O,O,X
LSIJZOT,O,O,O,O,O,X,X,O,X,O,O,X
LSIJOTZ,O,X,X,O,X,X,X,O,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,O,O,X,O,X
LSIZTJO,X,O,O,X,O,X,X,X,X,O,O,X
LSIZTOJ,X,O,O,X,O,X,X,X,X,X,O,X
LSIZJTO,O,O,O,X,O,X,X,X,X,O,O,X
LSIZJOT,O,O,O,X,O,X,X,O,X,O,O,X
LSIZOTJ,O,O,O,X,O,X,X,X,X,X,O,X
LSIZOJT,O,O,O,X,O,X,X,O,X,O,O,X
LSIOTJZ,O,X,O,X,O,X,X,O,X,X,X,X
LSIOTZJ,X,X,O,X,O,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,O,X,X,X,O,X,X,X,X
LSIOJZT,O,X,O,O,X,X,X,O,O,X,O,X
LSIOZTJ,X,X,O,X,O,X,X,X,X,X,O,X
LSIOZJT,O,X,O,X,O,X,X,O,X,X,O,X
LSJTIZO,O,O,O,O,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
LSJTZIO,O,O,O,O,X,X,X,X,X,O,X,X
LSJTZOI,O,O,O,O,X,X,X,X,X,O,X,X
LSJTOIZ,O,X,O,O,X,X,O,X,X,X,X,X
LSJTOZI,O,O,O,O,X,X,O,X,X,X,X,X
LSJITZO,O,X,O,O,O,X,X,X,X,X,O,X
LSJITOZ,O,X,X,O,O,X,O,O,X,X,X,X
LSJIZTO,O,O,O,O,O,X,X,X,X,O,O,X
LSJIZOT,O,O,O,O,O,X,X,O,X,O,O,X
LSJIOTZ,O,X,X,O,X,X,X,O,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,O,X,X,O,X
LSJZTIO,O,O,O,O,O,X,X,X,X,O,X,X
LSJZTOI,O,O,O,O,X,X,X,X,X,O,X,X
LSJZITO,O,O,O,O,O,X,X,X,X,O,X,X
LSJZIOT,O,O,O,O,O,X,X,O,X,O,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,O,X,X
LSJZOIT,O,O,O,O,O,X,X,X,X,O,X,X
LSJOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X,X,X,X,X,X
LSJOITZ,O,X,O,O,X,X,X,O,X,X,X,X
LSJOIZT,O,X,O,O,X,X,X,O,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,O,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,O,X,X
LSZTIJO,X,O,O,X,O,X,X,X,X,O,X,X
LSZTIOJ,X,O,O,X,O,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,O,X,X,X,X,O,X,X
LSZTJOI,O,O,O,X,O,X,X,X,X,O,X,X
LSZTOIJ,O,O,O,X,O,X,X,X,X,X,X,X
LSZTOJI,O,O,O,X,O,X,X,X,X,X,X,X
LSZITJO,X,O,O,X,O,X,X,X,X,O,O,X
LSZITOJ,X,O,O,X,O,X,X,X,X,X,O,X
LSZIJTO,O,O,O,X,O,X,X,X,X,O,O,X
LSZIJOT,O,O,O,X,O,X,X,O,X,O,O,X
LSZIOTJ,O,O,O,X,O,X,X,X,X,X,O,X
LSZIOJT,O,O,O,X,O,X,X,O,X,O,O,X
LSZJTIO,O,O,O,O,O,X,X,X,X,O,X,X
LSZJTOI,O,O,O,O,O,X,X,X,X,O,X,X
LSZJITO,O,O,O,O,O,X,X,X,X,O,X,X
LSZJIOT,O,O,O,O,O,X,X,O,X,O,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X,O,X,X
LSZJOIT,O,O,O,O,O,X,X,X,X,O,X,X
LSZOTIJ,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,X,O,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,O,X,X,X,X,O,X,X
LSZOJTI,O,O,O,O,X,X,X,X,X,O,X,X
LSZOJIT,O,O,O,O,O,X,X,X,X,O,X,X
LSOTIJZ,O,X,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,O,X,X,X,X,X,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X,X,X,X,X
LSOTZIJ,X,O,O,X,X,X,X,X,X,X,X,X
LSOTZJI,X,O,O,O,X,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,O,X,X,O,X,X,X,X
LSOITZJ,X,X,O,X,O,X,X,X,X,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,O,X,X,X,X
LSOIJZT,O,X,O,O,X,X,X,O,O,X,O,X
LSOIZTJ,X,X,O,X,O,X,X,X,X,X,O,X
LSOIZJT,O,X,O,X,O,X,X,O,X,X,O,X
LSOJTIZ,O,X,O,O,X,X,X,X,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X,X,X,X,X,X
LSOJITZ,O,X,O,O,X,X,X,O,X,X,X,X
LSOJIZT,O,X,O,O,X,X,X,O,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,O,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,O,X,O,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,O,X,X,X,X,O,X,X
LSOZJTI,O,O,O,O,X,X,X,X,X,O,X,X
LSOZJIT,O,O,O,O,O,X,X,X,X,O,X,X
LZTIJSO,X,O,O,X,O,X,X,X,X,O,X,X
LZTIJOS,X,O,O,X,X,X,X,X,X,X,X,O
LZTISJO,X,O,O,X,O,X,X,X,X,O,X,X
LZTISOJ,X,X,O,X,O,X,X,X,X,O,X,X
LZTIOJS,X,O,O,X,X,X,X,X,X,X,X,O
LZTIOSJ,X,X,O,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,X,O,X,X,X,X,O,X,X
LZTJIOS,X,O,O,X,X,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,O,X,X,X,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X,X,X,O,X,X
LZTJOIS,O,O,O,X,O,X,X,X,X,X,X,X
LZTJOSI,O,O,O,X,O,X,X,X,X,X,X,X
LZTSIJO,O,O,O,X,O,X,X,X,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,X,X,X,O,X,X
LZTSJIO,O,O,O,X,O,X,X,X,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X,X,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,X,X,X,O,X,X
LZTSOJI,O,O,O,X,O,X,X,X,X,O,X,X
LZTOIJS,O,O,O,X,O,X,X,X,X,X,X,O
LZTOISJ,O,X,O,X,O,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,O,X,X,X,X,X,X,X
LZTOJSI,O,O,O,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,O,X,X,X,X,X,X,X
LZTOSJI,O,X,O,X,O,X,X,X,X,X,X,X
LZITJSO,X,O,X,X,X,X,X,X,X,O,X,X
LZITJOS,X,O,X,X,X,X,X,X,X,X,X,O
LZITSJO,X,O,X,X,X,X,X,X,X,O,X,X
LZITSOJ,X,X,X,X,X,X,X,X,X,O,X,X
LZITOJS,X,O,X,X,X,X,X,X,X,X,X,O
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZIJTSO,X,O,X,X,X,X,X,X,X,O,X,X
LZIJTOS,X,O,X,X,X,X,X,X,X,X,X,O
LZIJSTO,X,O,O,X,O,O,X,X,X,O,X,X
LZIJSOT,X,O,O,X,O,O,X,X,X,O,X,X
LZIJOTS,X,O,X,X,X,X,X,X,O,X,X,O
LZIJOST,X,X,O,X,X,O,X,X,O,X,X,X
LZISTJO,X,O,O,X,O,O,X,X,X,O,O,X
LZISTOJ,X,X,X,X,O,O,X,X,X,X,O,X
LZISJTO,X,O,O,X,O,O,X,X,X,O,O,X
LZISJOT,X,X,O,X,O,O,X,X,X,O,O,X
LZISOTJ,X,X,O,X,O,O,X,X,X,X,O,X
LZISOJT,X,X,O,X,O,O,X,X,X,O,O,X
LZIOTJS,X,O,X,X,X,X,X,X,X,X,X,O
